1.122200593, Sport: ,Soccer, Time: ,Tue Dec 15 19:00:00 CET 2015, Time: ,Tue Dec 15 19:00:00 CET 2015, Event: ,Mgladbach v Werder Bremen, Favorite: ,Mgladbach, 84649   size:540.8,Price: ,1.73,Werder Bremen, 6555433   size:52.37,Price: ,4.9,The Draw, 58805   size:143.67,Price: ,4.2,x
1.122235290, Sport: ,Handball, Time: ,Tue Dec 15 19:16:00 CET 2015, Time: ,Tue Dec 15 19:16:00 CET 2015, Event: ,Redbergslids v Guif, Favorite: ,Draw, 330157   size:3.47,Price: ,1.03,Redbergslids, 3771721   size:3.67,Price: ,1.72,Guif, 370062   size:2.77,Price: ,2.28,x
1.122246751, Sport: ,Ice Hockey, Time: ,Wed Dec 16 01:35:00 CET 2015, Time: ,Wed Dec 16 01:35:00 CET 2015, Event: ,San Jose @ Montreal, Favorite: ,Montreal, 2112345   size:3.01,Price: ,2.1,San Jose, 2110001   size:2.26,Price: ,2.8,Tie, 60104   size:4.17,Price: ,3.65,x
1.122279427, Sport: ,Cricket, Time: ,Tue Dec 15 13:30:00 CET 2015, Time: ,Tue Dec 15 13:30:00 CET 2015, Event: ,Comilla v Barisal, Favorite: ,Comilla, 10485382   size:189.29,Price: ,1.89,Barisal, 6119232   size:120.92,Price: ,2.04,ok
1.122275341, Sport: ,Basketball, Time: ,Wed Dec 16 02:05:00 CET 2015, Time: ,Wed Dec 16 02:05:00 CET 2015, Event: ,Denver @ Minnesota, Favorite: ,Minnesota, 13118   size:5.2,Price: ,1.45,Denver, 13124   size:2.65,Price: ,2.38,x
1.122202787, Sport: ,Soccer, Time: ,Tue Dec 15 20:30:00 CET 2015, Time: ,Tue Dec 15 20:30:00 CET 2015, Event: ,Bayern Munich v SV Darmstadt, Favorite: ,Bayern Munich, 5774350   size:69488.23,Price: ,1.09,SV Darmstadt, 993093   size:7.92,Price: ,42.0,The Draw, 58805   size:17.54,Price: ,14.5,ok
1.122125112, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Altrincham v Leamington, Favorite: ,Altrincham, 62505   size:6.23,Price: ,1.68,Leamington, 1282865   size:6.21,Price: ,4.8,The Draw, 58805   size:3.76,Price: ,4.2,x
1.122240816, Sport: ,Ice Hockey, Time: ,Tue Dec 15 19:00:00 CET 2015, Time: ,Tue Dec 15 19:00:00 CET 2015, Event: ,Timra v Oskarshamn, Favorite: ,Timra, 237393   size:2.1,Price: ,2.38,Oskarshamn, 247121   size:139.09,Price: ,2.46,Tie, 60104   size:7.15,Price: ,3.95,ok
1.122200889, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Roda JC v Heerenveen, Favorite: ,Heerenveen, 3630179   size:383.37,Price: ,2.32,Roda JC, 50331   size:17.95,Price: ,3.15,The Draw, 58805   size:16.72,Price: ,3.75,x
1.122215561, Sport: ,Soccer, Time: ,Tue Dec 15 16:00:00 CET 2015, Time: ,Tue Dec 15 16:00:00 CET 2015, Event: ,Buxton v Barwell, Favorite: ,Buxton, 2662204   size:2.51,Price: ,2.52,Barwell, 4597907   size:4.85,Price: ,2.74,The Draw, 58805   size:3.0,Price: ,3.4,ok
1.122235283, Sport: ,Handball, Time: ,Tue Dec 15 19:00:00 CET 2015, Time: ,Tue Dec 15 19:00:00 CET 2015, Event: ,Aranas v Savehof, Favorite: ,Savehof, 374429   size:3.65,Price: ,1.15,Aranas, 3343966   size:7.02,Price: ,1.23,Draw, 330157   size:6.48,Price: ,1.23,x
1.122215564, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Frickley Athletic v Blyth Spartans, Favorite: ,Blyth Spartans, 1282854   size:3.27,Price: ,2.16,Frickley Athletic, 7396836   size:8.24,Price: ,2.78,The Draw, 58805   size:2.55,Price: ,3.8,ok
1.122281493, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Linfield v Carrick Rangers, Favorite: ,Linfield, 44330   size:8.94,Price: ,1.32,Carrick Rangers, 2757225   size:9.92,Price: ,5.6,The Draw, 58805   size:2.55,Price: ,4.9,ok
1.122246764, Sport: ,Ice Hockey, Time: ,Wed Dec 16 02:05:00 CET 2015, Time: ,Wed Dec 16 02:05:00 CET 2015, Event: ,Vancouver @ Minnesota, Favorite: ,Minnesota, 2109894   size:3.1,Price: ,2.04,Vancouver, 2109691   size:2.18,Price: ,2.9,Tie, 60104   size:5.2,Price: ,3.6,ok
1.122284764, Sport: ,Volleyball, Time: ,Tue Dec 15 20:30:00 CET 2015, Time: ,Tue Dec 15 20:30:00 CET 2015, Event: ,Knack Roeselare v PGE Skra Belchatow, Favorite: ,PGE Skra Belchatow, 2593074   size:5.87,Price: ,1.27,Knack Roeselare, 4410972   size:2.53,Price: ,4.5,ok
1.122286788, Sport: ,Tennis, Time: ,Tue Dec 15 10:00:00 CET 2015, Time: ,Tue Dec 15 10:00:00 CET 2015, Event: ,Valentyna Ivakhnenko v Veronika Kapshay, Favorite: ,Valentyna Ivakhnenko, 6498928   size:2.55,Price: ,1.26,Veronika Kapshay, 6390241   size:4.63,Price: ,4.1,ok
1.122281658, Sport: ,Soccer, Time: ,Tue Dec 15 19:30:00 CET 2015, Time: ,Tue Dec 15 19:30:00 CET 2015, Event: ,Maccabi Petach Tikva v Maccabi Haifa, Favorite: ,Maccabi Petach Tikva, 939576   size:4.46,Price: ,2.34,Maccabi Haifa, 189818   size:3.84,Price: ,2.7,The Draw, 58805   size:2.44,Price: ,3.15,x
1.122201188, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Arbroath v Berwick, Favorite: ,Arbroath, 306045   size:19.83,Price: ,1.97,Berwick, 69812   size:5.26,Price: ,3.85,The Draw, 58805   size:41.96,Price: ,3.95,ok
1.122275331, Sport: ,Basketball, Time: ,Wed Dec 16 01:35:00 CET 2015, Time: ,Wed Dec 16 01:35:00 CET 2015, Event: ,Cleveland @ Boston, Favorite: ,Cleveland, 13112   size:77.92,Price: ,1.78,Boston, 13108   size:2.63,Price: ,2.2,ok
1.122203524, Sport: ,Soccer, Time: ,Tue Dec 15 14:00:00 CET 2015, Time: ,Tue Dec 15 14:00:00 CET 2015, Event: ,Acharnaikos v Iraklis, Favorite: ,Iraklis, 14076   size:3.61,Price: ,1.67,Acharnaikos, 541519   size:2.55,Price: ,4.1,The Draw, 58805   size:3.97,Price: ,3.65,ok
1.122201740, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Wycombe v Notts Co, Favorite: ,Wycombe, 49584   size:11.19,Price: ,2.36,Notts Co, 486328   size:63.22,Price: ,3.35,The Draw, 58805   size:228.71,Price: ,3.5,x
1.122276027, Sport: ,Soccer, Time: ,Tue Dec 15 21:30:00 CET 2015, Time: ,Tue Dec 15 21:30:00 CET 2015, Event: ,Uni Cesar Vallejo v Real Garcilaso, Favorite: ,Uni Cesar Vallejo, 4897906   size:189.73,Price: ,1.53,Real Garcilaso, 6204632   size:57.18,Price: ,7.0,The Draw, 58805   size:5.2,Price: ,4.3,ok
1.122200815, Sport: ,Soccer, Time: ,Tue Dec 15 18:30:00 CET 2015, Time: ,Tue Dec 15 18:30:00 CET 2015, Event: ,HHC v NEC Nijmegen, Favorite: ,NEC Nijmegen, 48456   size:2.55,Price: ,1.22,HHC, 2560598   size:17.46,Price: ,9.6,The Draw, 58805   size:3.93,Price: ,5.8,x
1.122285583, Sport: ,Tennis, Time: ,Tue Dec 15 08:05:00 CET 2015, Time: ,Tue Dec 15 08:05:00 CET 2015, Event: ,Na-Lae Han v Qiu YU YE, Favorite: ,Na-Lae Han, 8842650   size:621.56,Price: ,1.01,Qiu Yu Ye, 10628648   size:10.14,Price: ,1.05,ok
1.122246735, Sport: ,Ice Hockey, Time: ,Wed Dec 16 01:05:00 CET 2015, Time: ,Wed Dec 16 01:05:00 CET 2015, Event: ,Edmonton @ NY Rangers, Favorite: ,NY Rangers, 60103   size:12.75,Price: ,1.7,Edmonton, 2109967   size:7.2,Price: ,3.75,Tie, 60104   size:259.22,Price: ,4.0,ok
1.122246730, Sport: ,Ice Hockey, Time: ,Wed Dec 16 01:05:00 CET 2015, Time: ,Wed Dec 16 01:05:00 CET 2015, Event: ,Florida @ NY Islanders, Favorite: ,NY Islanders, 60105   size:11.25,Price: ,2.04,Florida, 2112317   size:5.42,Price: ,2.8,Tie, 60104   size:10.25,Price: ,3.7,x
1.122215519, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Brentwood Town v Wingate and Finchley, Favorite: ,Wingate and Finchley, 8901995   size:5.49,Price: ,2.14,Brentwood Town, 10296970   size:3.25,Price: ,2.78,The Draw, 58805   size:2.07,Price: ,3.6,x
1.122286835, Sport: ,Tennis, Time: ,Tue Dec 15 11:30:00 CET 2015, Time: ,Tue Dec 15 11:30:00 CET 2015, Event: ,Emily Webley-Smith v Anastasiya Vasylyeva, Favorite: ,Anastasiya Vasylyeva, 7446090   size:3.8,Price: ,1.31,Emily Webley-Smith, 8595920   size:2.53,Price: ,3.7,ok
1.122286836, Sport: ,Tennis, Time: ,Tue Dec 15 13:00:00 CET 2015, Time: ,Tue Dec 15 13:00:00 CET 2015, Event: ,Doroteja Eric v Snehadevi S Reddy, Favorite: ,Doroteja Eric, 8839051   size:5.87,Price: ,1.22,Snehadevi S Reddy, 9028620   size:10.52,Price: ,4.9,ok
1.122202153, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Fulham v Ipswich, Favorite: ,Ipswich, 48324   size:31.35,Price: ,2.62,Fulham, 56764   size:144.44,Price: ,2.86,The Draw, 58805   size:3441.46,Price: ,3.6,ok
1.122241165, Sport: ,Ice Hockey, Time: ,Tue Dec 15 19:00:00 CET 2015, Time: ,Tue Dec 15 19:00:00 CET 2015, Event: ,Asploven v AIK, Favorite: ,AIK, 2075196   size:22.1,Price: ,2.12,Asploven, 3746027   size:7.49,Price: ,3.05,Tie, 60104   size:54.21,Price: ,4.0,x
1.122248477, Sport: ,Soccer, Time: ,Tue Dec 15 19:30:00 CET 2015, Time: ,Tue Dec 15 19:30:00 CET 2015, Event: ,Antalyaspor v Giresunspor, Favorite: ,Antalyaspor, 113188   size:4.31,Price: ,1.59,Giresunspor, 1341524   size:2.55,Price: ,4.8,The Draw, 58805   size:3.82,Price: ,3.9,ok
1.122293094, Sport: ,Tennis, Time: ,Tue Dec 15 17:00:00 CET 2015, Time: ,Tue Dec 15 17:00:00 CET 2015, Event: ,Jonathan Mridha v Roy Sarut De Valk, Favorite: ,Jonathan Mridha, 7412888   size:13.62,Price: ,1.04,Roy Sarut De Valk, 10607823   size:13.62,Price: ,1.04,ok
1.122293093, Sport: ,Tennis, Time: ,Tue Dec 15 17:00:00 CET 2015, Time: ,Tue Dec 15 17:00:00 CET 2015, Event: ,James Allemby v Nicolaas Scholtz, Favorite: ,James Allemby, 9623095   size:13.62,Price: ,1.04,Nicolaas Scholtz, 8942641   size:13.62,Price: ,1.04,x
1.122285507, Sport: ,Tennis, Time: ,Tue Dec 15 08:40:00 CET 2015, Time: ,Tue Dec 15 08:40:00 CET 2015, Event: ,Fang Ying Xun v Yuuki Tanaka, Favorite: ,Fang Ying Xun, 9456616   size:13.49,Price: ,1.9,Yuuki Tanaka, 8839145   size:206.34,Price: ,1.98,ok
1.122286838, Sport: ,Tennis, Time: ,Tue Dec 15 13:00:00 CET 2015, Time: ,Tue Dec 15 13:00:00 CET 2015, Event: ,Anna Morgina v Silvia Njiric, Favorite: ,Silvia Njiric, 4828175   size:3.36,Price: ,1.48,Anna Morgina, 9028616   size:2.53,Price: ,2.72,x
1.122200667, Sport: ,Soccer, Time: ,Tue Dec 15 19:00:00 CET 2015, Time: ,Tue Dec 15 19:00:00 CET 2015, Event: ,Unterhaching v Leverkusen, Favorite: ,Leverkusen, 44787   size:2385.26,Price: ,1.22,Unterhaching, 64371   size:8.31,Price: ,12.5,The Draw, 58805   size:61.25,Price: ,7.6,ok
1.122293099, Sport: ,Tennis, Time: ,Tue Dec 15 17:00:00 CET 2015, Time: ,Tue Dec 15 17:00:00 CET 2015, Event: ,Mats Moraing v Yuqing Ning, Favorite: ,Mats Moraing, 8596348   size:13.62,Price: ,1.04,Yuqing Ning, 8622386   size:13.62,Price: ,1.04,ok
1.122275449, Sport: ,Basketball, Time: ,Tue Dec 15 11:00:00 CET 2015, Time: ,Tue Dec 15 11:00:00 CET 2015, Event: ,Seoul Knights v Seoul Thunders, Favorite: ,Seoul Thunders, 8000107   size:19.35,Price: ,1.69,Seoul Knights, 7954787   size:115.0,Price: ,2.3,ok
1.122238970, Sport: ,Ice Hockey, Time: ,Tue Dec 15 17:30:00 CET 2015, Time: ,Tue Dec 15 17:30:00 CET 2015, Event: ,Assat v Karpat, Favorite: ,Karpat, 66430   size:52.99,Price: ,2.26,Assat, 66429   size:68.0,,ok
1.122247959, Sport: ,Soccer, Time: ,Tue Dec 15 11:00:00 CET 2015, Time: ,Tue Dec 15 11:00:00 CET 2015, Event: ,Tepecikspor v Bursaspor, Favorite: ,Bursaspor, 113183   size:6.95,Price: ,1.41,Tepecikspor, 6641628   size:2.66,Price: ,7.6,The Draw, 58805   size:10.61,Price: ,5.0,ok
1.122283176, Sport: ,Soccer, Time: ,Tue Dec 15 15:30:00 CET 2015, Time: ,Tue Dec 15 15:30:00 CET 2015, Event: ,Al-Khaleej v Al-Quadisiya (KSA), Favorite: ,Al-Khaleej, 8838647   size:2.55,Price: ,1.89,Al-Quadisiya (KSA), 10201607   size:2.55,Price: ,3.7,The Draw, 58805   size:3.88,Price: ,3.7,x
1.122246746, Sport: ,Ice Hockey, Time: ,Wed Dec 16 01:35:00 CET 2015, Time: ,Wed Dec 16 01:35:00 CET 2015, Event: ,Tampa Bay @ Toronto, Favorite: ,Tampa Bay, 2109715   size:15.66,Price: ,1.07,Toronto, 2108073   size:15.66,Price: ,1.07,Tie, 60104   size:15.66,Price: ,1.07,x
1.122246741, Sport: ,Ice Hockey, Time: ,Wed Dec 16 01:05:00 CET 2015, Time: ,Wed Dec 16 01:05:00 CET 2015, Event: ,Carolina @ Philadelphia, Favorite: ,Philadelphia, 2109791   size:10.79,Price: ,2.14,Carolina, 2108027   size:2.34,Price: ,2.7,Tie, 60104   size:6.51,Price: ,4.1,x
1.122286843, Sport: ,Tennis, Time: ,Tue Dec 15 13:00:00 CET 2015, Time: ,Tue Dec 15 13:00:00 CET 2015, Event: ,Anastasia Pribylova v Nastja Kolar, Favorite: ,Nastja Kolar, 4061036   size:2.53,Price: ,1.72,Anastasia Pribylova, 9028618   size:2.53,Price: ,2.16,x
1.122199878, Sport: ,Soccer, Time: ,Tue Dec 15 20:00:00 CET 2015, Time: ,Tue Dec 15 20:00:00 CET 2015, Event: ,Avranches v CA Bastia, Favorite: ,Avranches, 2224930   size:10.84,Price: ,1.14,CA Bastia, 6601801   size:10.84,Price: ,1.14,The Draw, 58805   size:2.74,Price: ,1.25,x
1.122234964, Sport: ,Handball, Time: ,Tue Dec 15 19:00:00 CET 2015, Time: ,Tue Dec 15 19:00:00 CET 2015, Event: ,Alingsas v Drott, Favorite: ,Alingsas, 2929600   size:0.0,Price: ,0.0,Drott, 330162   size:2.68,Price: ,55.0,Draw, 330157   size:2.68,Price: ,55.0,ok
1.122239336, Sport: ,Ice Hockey, Time: ,Tue Dec 15 19:15:00 CET 2015, Time: ,Tue Dec 15 19:15:00 CET 2015, Event: ,VSV v Liwest Linz, Favorite: ,Liwest Linz, 1266781   size:5.87,Price: ,2.2,VSV, 565881   size:83.42,Price: ,2.68,Tie, 60104   size:53.86,Price: ,4.2,x
1.122287662, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Chesham Utd v Torquay, Favorite: ,Torquay, 50808   size:4.48,Price: ,2.02,Chesham Utd, 3396708   size:6.9,Price: ,2.72,The Draw, 58805   size:6.12,Price: ,3.35,ok
1.122215531, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Hampton and Richmond v Bognor Regis, Favorite: ,Hampton and Richmond, 2439369   size:2.8,Price: ,2.0,Bognor Regis, 1230960   size:3.03,Price: ,2.98,The Draw, 58805   size:4.37,Price: ,3.75,ok
1.122125163, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Weston-super-Mare v Wealdstone, Favorite: ,Weston-super-Mare, 597722   size:179.37,Price: ,2.36,Wealdstone, 2608900   size:67.6,Price: ,3.05,The Draw, 58805   size:270.44,Price: ,3.6,x
1.122202050, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Derby v Bristol City, Favorite: ,Derby, 48325   size:436.88,Price: ,1.59,Bristol City, 69745   size:231.59,Price: ,7.2,The Draw, 58805   size:1014.25,Price: ,4.2,ok
1.122285527, Sport: ,Tennis, Time: ,Tue Dec 15 10:05:00 CET 2015, Time: ,Tue Dec 15 10:05:00 CET 2015, Event: ,Marianna Zakarlyuk v Kamonwan Buayam, Favorite: ,Kamonwan Buayam, 9002333   size:4.16,Price: ,1.48,Marianna Zakarlyuk, 9028642   size:2.55,Price: ,2.62,ok
1.122286733, Sport: ,Tennis, Time: ,Tue Dec 15 11:30:00 CET 2015, Time: ,Tue Dec 15 11:30:00 CET 2015, Event: ,Yana Sizikova v Ankita Raina, Favorite: ,Ankita Raina, 7921012   size:5.81,Price: ,1.46,Yana Sizikova, 9627872   size:2.53,Price: ,2.88,ok
1.122202462, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,MK Dons v Sheff Wed, Favorite: ,Sheff Wed, 47992   size:103.69,Price: ,2.4,MK Dons, 893582   size:67.36,Price: ,3.45,The Draw, 58805   size:28.63,Price: ,3.4,x
1.122285528, Sport: ,Tennis, Time: ,Tue Dec 15 09:35:00 CET 2015, Time: ,Tue Dec 15 09:35:00 CET 2015, Event: ,Myrtille Georges v Katarina Zavatska, Favorite: ,Myrtille Georges, 7283251   size:6.85,Price: ,1.19,Katarina Zavatska, 9635149   size:13.49,Price: ,5.0,ok
1.122201533, Sport: ,Soccer, Time: ,Tue Dec 15 20:45:00 CET 2015, Time: ,Tue Dec 15 20:45:00 CET 2015, Event: ,Walsall v Chesterfield, Favorite: ,Walsall, 55213   size:49.7,Price: ,1.82,Chesterfield, 219596   size:38.49,Price: ,4.8,The Draw, 58805   size:131.09,Price: ,3.85,x
1.122200963, Sport: ,Soccer, Time: ,Tue Dec 15 17:00:00 CET 2015, Time: ,Tue Dec 15 17:00:00 CET 2015, Event: ,ACS Poli Timisoara v Targu Mures, Favorite: ,ACS Poli Timisoara, 6809287   size:4.52,Price: ,2.66,Targu Mures, 3413079   size:3.61,Price: ,3.1,The Draw, 58805   size:2.64,Price: ,3.25,x
1.122293311, Sport: ,Tennis, Time: ,Tue Dec 15 10:00:00 CET 2015, Time: ,Tue Dec 15 10:00:00 CET 2015, Event: ,Ganna Poznikhirenko v Paula Kania, Favorite: ,Paula Kania, 7083220   size:8.84,Price: ,1.31,Ganna Poznikhirenko, 9166526   size:17.9,Price: ,3.45,ok
1.122293310, Sport: ,Tennis, Time: ,Tue Dec 15 11:30:00 CET 2015, Time: ,Tue Dec 15 11:30:00 CET 2015, Event: ,Ekaterina Yashina v Inci Ogut, Favorite: ,Ekaterina Yashina, 7445998   size:587.39,Price: ,1.07,Inci Ogut, 9085152   size:6.79,Price: ,7.8,x
1.122292862, Sport: ,Tennis, Time: ,Tue Dec 15 12:30:00 CET 2015, Time: ,Tue Dec 15 12:30:00 CET 2015, Event: ,Tessah Andrianjafitrimo v Christie Nwankwo, Favorite: ,Tessah Andrianjafitrimo, 9345643   size:2889.61,Price: ,1.02,Christie Nwankwo, 10601294   size:3.61,Price: ,15.0,ok
1.122293313, Sport: ,Tennis, Time: ,Tue Dec 15 13:00:00 CET 2015, Time: ,Tue Dec 15 13:00:00 CET 2015, Event: ,Marina Melnikova v Mihaela Buzarnescu, Favorite: ,Mihaela Buzarnescu, 5776800   size:2.53,Price: ,1.61,Marina Melnikova, 6390238   size:8.67,Price: ,2.26,x
1.122292861, Sport: ,Tennis, Time: ,Tue Dec 15 11:00:00 CET 2015, Time: ,Tue Dec 15 11:00:00 CET 2015, Event: ,Ines Murta v Julia Terziyska, Favorite: ,Julia Terziyska, 9150746   size:5.87,Price: ,1.17,Ines Murta, 8490637   size:3.8,Price: ,5.2,ok
1.122293312, Sport: ,Tennis, Time: ,Tue Dec 15 11:30:00 CET 2015, Time: ,Tue Dec 15 11:30:00 CET 2015, Event: ,Jana Fett v Lina Gjorcheska, Favorite: ,Jana Fett, 9087351   size:2.56,Price: ,1.2,Lina Gjorcheska, 9627521   size:11.1,Price: ,4.7,ok
1.122293279, Sport: ,Tennis, Time: ,Tue Dec 15 16:30:00 CET 2015, Time: ,Tue Dec 15 16:30:00 CET 2015, Event: ,Sekou Bangoura v Manuel Castellanos, Favorite: ,Sekou Bangoura, 7066127   size:13.62,Price: ,1.04,Manuel Castellanos, 9063948   size:13.62,Price: ,1.04,ok
1.122293315, Sport: ,Tennis, Time: ,Tue Dec 15 14:30:00 CET 2015, Time: ,Tue Dec 15 14:30:00 CET 2015, Event: ,Sofia Shapatava v Cristina Dinu, Favorite: ,Sofia Shapatava, 3375695   size:3.09,Price: ,1.61,Cristina Dinu, 7216240   size:4.69,Price: ,2.32,x
1.122293314, Sport: ,Tennis, Time: ,Tue Dec 15 13:00:00 CET 2015, Time: ,Tue Dec 15 13:00:00 CET 2015, Event: ,Oana Georgeta Simion v Natalia Vikhlyantseva, Favorite: ,Natalia Vikhlyantseva, 9042370   size:8.41,Price: ,1.27,Oana Georgeta Simion, 9345645   size:4.26,Price: ,3.85,ok
1.122293306, Sport: ,Tennis, Time: ,Tue Dec 15 13:00:00 CET 2015, Time: ,Tue Dec 15 13:00:00 CET 2015, Event: ,Ayla Aksu v Michaela Honcova, Favorite: ,Michaela Honcova, 7049176   size:3.1,Price: ,1.6,Ayla Aksu, 8698940   size:2.13,Price: ,2.34,ok
1.122293305, Sport: ,Tennis, Time: ,Tue Dec 15 11:30:00 CET 2015, Time: ,Tue Dec 15 11:30:00 CET 2015, Event: ,Aleksandra Krunic v Amra Sadikovic, Favorite: ,Aleksandra Krunic, 5300820   size:3.23,Price: ,1.54,Amra Sadikovic, 4183959   size:12.71,Price: ,2.64,x
