1.120243616, Sport: ,Soccer, Time: ,Thu Aug 27 16:30:00 CEST 2015, Time: ,Thu Aug 27 16:30:00 CEST 2015, Event: ,Utenis Utena v Granitas Klaipeda, Favorite: ,Utenis Utena, 9284713   size:6.02,Price: ,2.22,Granitas Klaipeda, 7781105   size:11.64,Price: ,3.35,The Draw, 58805   size:5.38,Price: ,3.85,x
1.120231217, Sport: ,Ice Hockey, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,Jokerit v Torpedo, Favorite: ,Jokerit, 66263   size:26.0,Price: ,1.74,Tie, 60104   size:55.72,Price: ,4.3,Torpedo, 2484355   size:18.56,Price: ,4.6,ok
1.120251547, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,M Gasparyan v Pegula, Favorite: ,Margarita Gasparyan, 6750186   size:205.2,Price: ,1.14,Jessica Pegula, 6215852   size:17.44,Price: ,7.4,x
1.120251305, Sport: ,Hockey, Time: ,Thu Aug 27 18:15:00 CEST 2015, Time: ,Thu Aug 27 18:15:00 CEST 2015, Event: ,Spain v Belgium, Favorite: ,Draw, 318509   size:2.43,Price: ,1.01,Belgium, 518305   size:5.75,Price: ,1.74,x
1.120251142, Sport: ,Tennis, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,Bourgue v Gombos, Favorite: ,Norbert Gombos, 8173023   size:6.27,Price: ,1.37,Mathias Bourgue, 7066925   size:2.55,Price: ,3.25,x
1.120279712, Sport: ,Tennis, Time: ,Thu Aug 27 16:00:00 CEST 2015, Time: ,Thu Aug 27 16:00:00 CEST 2015, Event: ,Golubic v Sramkova, Favorite: ,Rebecca Sramkova, 9151665   size:666.0,Price: ,1.03,x
1.120242615, Sport: ,Soccer, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Krystal Kherson v Myr, Favorite: ,Myr, 7696054   size:10.61,Price: ,1.08,Krystal Kherson, 10159127   size:4.99,Price: ,1.09,The Draw, 58805   size:10.61,Price: ,1.29,ok
1.120244997, Sport: ,Tennis, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,G Pella v N Rubin, Favorite: ,Guido Pella, 6162610   size:32.36,Price: ,1.48,Noah Rubin, 7593248   size:23.74,Price: ,2.68,ok
1.120242499, Sport: ,Soccer, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,Bani Yas v Al Nasr (UAE), Favorite: ,Bani Yas, 6057930   size:7.93,Price: ,2.56,Al Nasr (UAE), 6203741   size:7.78,Price: ,2.82,The Draw, 58805   size:13.4,Price: ,3.55,x
1.120244478, Sport: ,Soccer, Time: ,Thu Aug 27 15:30:00 CEST 2015, Time: ,Thu Aug 27 15:30:00 CEST 2015, Event: ,SKA Rostov na Donu v Torpedo Armavir, Favorite: ,Torpedo Armavir, 4820027   size:6.68,Price: ,2.18,The Draw, 58805   size:3.42,Price: ,3.05,SKA Rostov na Donu, 10004873   size:11.64,Price: ,3.95,ok
1.120244991, Sport: ,Tennis, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,Kania v Panova, Favorite: ,Alexandra Panova, 3220169   size:2.14,Price: ,1.42,Paula Kania, 7083220   size:80.42,Price: ,3.2,ok
1.120162461, Sport: ,Cricket, Time: ,Thu Aug 27 15:00:00 CEST 2015, Time: ,Thu Aug 27 15:00:00 CEST 2015, Event: ,Essex v Yorkshire, Favorite: ,Essex, 31376   size:40.64,Price: ,1.91,Yorkshire, 655   size:114.48,Price: ,2.04,x
1.120231151, Sport: ,Ice Hockey, Time: ,Thu Aug 27 15:30:00 CEST 2015, Time: ,Thu Aug 27 15:30:00 CEST 2015, Event: ,Avangard v Metallurg Mg, Favorite: ,Avangard, 2558172   size:58.0,Price: ,2.36,Metallurg Mg, 3343614   size:313.05,Price: ,2.68,Tie, 60104   size:66.44,Price: ,4.2,x
1.120242385, Sport: ,Soccer, Time: ,Thu Aug 27 15:00:00 CEST 2015, Time: ,Thu Aug 27 15:00:00 CEST 2015, Event: ,Banska Bystrica U19 v SK SFM Senec U19, Favorite: ,Banska Bystrica U19, 7154587   size:3.03,Price: ,2,SK SFM Senec U19, 8776462   size:11.52,Price: ,2.9,The Draw, 58805   size:6.37,Price: ,3.85,x
1.120246043, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Ostapenko v Glushko, Favorite: ,Jelena Ostapenko, 8827537   size:2.56,Price: ,1.6,Julia Glushko, 5321877   size:8.0,Price: ,2.4,ok
1.120245101, Sport: ,Tennis, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,Cepelova v Liu, Favorite: ,Jana Cepelova, 5303559   size:36.14,Price: ,1.31,Claire Liu, 9633041   size:8.3,Price: ,3.65,x
1.120242273, Sport: ,Soccer, Time: ,Thu Aug 27 17:45:00 CEST 2015, Time: ,Thu Aug 27 17:45:00 CEST 2015, Event: ,Al-Khaleej v Al Ahli, Favorite: ,Al Ahli, 1252792   size:136.8,Price: ,1.53,The Draw, 58805   size:61.65,Price: ,4.6,Al-Khaleej, 8838647   size:46.93,Price: ,6.8,ok
1.12024256, Sport: ,Soccer, Time: ,Thu Aug 27 16:30:00 CEST 2015, Time: ,Thu Aug 27 16:30:00 CEST 2015, Event: ,Shakhtar U21 v Metalurg Z U21, Favorite: ,Shakhtar U21, 10096333   size:16.27,Price: ,1.17,The Draw, 58805   size:12.09,Price: ,4.1,Metalurg Z U21, 10096670   size:11.88,Price: ,4.8,ok
1.12024267, Sport: ,Soccer, Time: ,Thu Aug 27 15:00:00 CEST 2015, Time: ,Thu Aug 27 15:00:00 CEST 2015, Event: ,Hibernian U20 v Celtic U20, Favorite: ,Celtic U20, 6651714   size:3.41,Price: ,2.1,Hibernian U20, 6645664   size:8.1,Price: ,2.62,The Draw, 58805   size:3.38,Price: ,4.1,ok
1.120251566, Sport: ,Tennis, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,P Mathieu v Kamke, Favorite: ,Paul-Henri Mathieu, 8259186   size:4.99,Price: ,1.44,Tobias Kamke, 2581407   size:114.54,Price: ,3.1,ok
1.120249733, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,B Klein v Lamasine, Favorite: ,Brydan Klein, 2759763   size:6.6,Price: ,1.71,Tristan Lamasine, 8428332   size:57.74,Price: ,2.32,ok
1.120251539, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Struff v E Ymer, Favorite: ,Elias Ymer, 7414305   size:276.96,Price: ,1.76,Jan-Lennard Struff, 8259098   size:54.22,Price: ,2.1,ok
1.120271778, Sport: ,Basketball, Time: ,Thu Aug 27 18:00:00 CEST 2015, Time: ,Thu Aug 27 18:00:00 CEST 2015, Event: ,Turkey v Lithuania, Favorite: ,Lithuania, 512601   size:9.86,Price: ,1.38,Turkey, 208004   size:2.55,Price: ,3.25,x
1.120231211, Sport: ,Ice Hockey, Time: ,Thu Aug 27 15:30:00 CEST 2015, Time: ,Thu Aug 27 15:30:00 CEST 2015, Event: ,Barys v Salavat, Favorite: ,Salavat, 2304930   size:108.0,Price: ,2.24,Barys, 3328562   size:56.0,Price: ,2.84,Tie, 60104   size:23.44,Price: ,4.2,x
1.120122043, Sport: ,Soccer, Time: ,Thu Aug 27 16:45:00 CEST 2015, Time: ,Thu Aug 27 16:45:00 CEST 2015, Event: ,Kairat Almaty v Bordeaux, Favorite: ,Bordeaux, 10501   size:429.82,Price: ,2.44,The Draw, 58805   size:1463.46,Price: ,3.25,Kairat Almaty, 197955   size:250.05,Price: ,3.4,x
1.120251543, Sport: ,Tennis, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,Cirstea v Vekic, Favorite: ,Sorana Cirstea, 2387871   size:385.35,Price: ,1.71,Donna Vekic, 6603944   size:13.3,Price: ,2.16,ok
