1.120243616, Sport: ,Soccer, Time: ,Thu Aug 27 16:30:00 CEST 2015, Time: ,Thu Aug 27 16:30:00 CEST 2015, Event: ,Utenis Utena v Granitas Klaipeda, Favorite: ,Utenis Utena, 9284713   size:6.02,Price: ,2.22,Granitas Klaipeda, 7781105   size:11.64,Price: ,3.35,The Draw, 58805   size:5.38,Price: ,3.85,x
1.120251281, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Ma Gonzalez v Vanni, Favorite: ,Luca Vanni, 8681900   size:96.12,Price: ,1.41,Maximo Gonzalez, 2489416   size:2.73,Price: ,3.25,x
1.120244548, Sport: ,Soccer, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,FK Metallurg Lipetsk v Volga Nyzhnyi Novgorod, Favorite: ,Volga Nyzhnyi Novgorod, 3244509   size:2.29,Price: ,2.18,The Draw, 58805   size:3.38,Price: ,3.05,FK Metallurg Lipetsk, 7444549   size:2.6,Price: ,3.45,ok
1.120225273, Sport: ,Soccer, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,FK Slavoj Cesky Krumlov v Ceske Budejovice, Favorite: ,The Draw, 58805   size:136.69,Price: ,1.06,Ceske Budejovice, 367577   size:2.0,Price: ,1.1,x
1.120242444, Sport: ,Soccer, Time: ,Thu Aug 27 17:25:00 CEST 2015, Time: ,Thu Aug 27 17:25:00 CEST 2015, Event: ,Al Shabab (UAE) v Dibba Al Fujairah, Favorite: ,Al Shabab (UAE), 3727832   size:4.26,Price: ,1.42,The Draw, 58805   size:8.5,Price: ,5.1,Dibba Al Fujairah, 6685874   size:2.43,Price: ,8.8,ok
1.120229475, Sport: ,Soccer, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,FC Vantaa v HIFK Helsinki II, Favorite: ,HIFK Helsinki II, 8678746   size:2.6,Price: ,1.92,FC Vantaa, 8619969   size:2.96,Price: ,3.45,The Draw, 58805   size:3.98,Price: ,4,ok
1.120121748, Sport: ,Soccer, Time: ,Thu Aug 27 18:00:00 CEST 2015, Time: ,Thu Aug 27 18:00:00 CEST 2015, Event: ,FK Jablonec v Ajax, Favorite: ,Ajax, 2685   size:36.26,Price: ,2.76,FK Jablonec, 367578   size:57.49,Price: ,2.8,The Draw, 58805   size:89.97,Price: ,3.5,x
1.120271775, Sport: ,Basketball, Time: ,Thu Aug 27 18:00:00 CEST 2015, Time: ,Thu Aug 27 18:00:00 CEST 2015, Event: ,Croatia v Bosnia and Herzegovina, Favorite: ,Bosnia and Herzegovina, 512608   size:348.84,Price: ,1.02,x
1.120249208, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Bellis v Oprandi, Favorite: ,Romina Oprandi, 2256455   size:329.63,Price: ,1.83,Catherine Bellis, 8792467   size:5.2,Price: ,2.1,x
1.120122631, Sport: ,Soccer, Time: ,Thu Aug 27 18:00:00 CEST 2015, Time: ,Thu Aug 27 18:00:00 CEST 2015, Event: ,Rubin Kazan v Rabotnicki, Favorite: ,Rubin Kazan, 503142   size:1664.03,Price: ,1.39,The Draw, 58805   size:635.2,Price: ,5,Rabotnicki, 1190984   size:155.95,Price: ,11.5,ok
1.120231279, Sport: ,Ice Hockey, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,Lukko v Fribourg Gotteron, Favorite: ,Lukko, 66603   size:3.84,Price: ,1.61,Fribourg Gotteron, 243252   size:96.31,Price: ,4.6,Tie, 60104   size:91.25,Price: ,4.8,ok
1.120162458, Sport: ,Cricket, Time: ,Thu Aug 27 15:00:00 CEST 2015, Time: ,Thu Aug 27 15:00:00 CEST 2015, Event: ,Surrey v Kent, Favorite: ,Surrey, 424676   size:258.24,Price: ,1.65,Kent, 5901   size:10.94,Price: ,2.52,ok
1.12025136, Sport: ,Tennis, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,S Rogers v Minella, Favorite: ,Shelby Rogers, 4943786   size:53.97,Price: ,1.68,Mandy Minella, 3425152   size:2.74,Price: ,2.26,ok
1.120231234, Sport: ,Ice Hockey, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,Sochi v Ak Bars, Favorite: ,AK Bars, 2582640   size:2.94,Price: ,2.1,Sochi, 8796844   size:59.96,Price: ,3.15,Tie, 60104   size:65.0,Price: ,4.2,ok
1.120124652, Sport: ,Soccer, Time: ,Thu Aug 27 18:00:00 CEST 2015, Time: ,Thu Aug 27 18:00:00 CEST 2015, Event: ,VfB Auerbach v BFC Dynamo, Favorite: ,BFC Dynamo, 7458145   size:219.85,Price: ,1.64,The Draw, 58805   size:178.85,Price: ,4.2,VfB Auerbach, 6561504   size:52.91,Price: ,5.8,x
1.12012465, Sport: ,Soccer, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,MuSA v P-Iirot, Favorite: ,MuSA, 5491518   size:5.85,Price: ,1.87,P-Iirot, 494100   size:69.87,Price: ,3.45,The Draw, 58805   size:11.37,Price: ,3.8,x
1.120251364, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Sasnovich v Badosa Gibert, Favorite: ,Aliaksandra Sasnovich, 7283310   size:4.04,Price: ,1.78,Paula Badosa Gibert, 9216404   size:4.0,Price: ,2.18,ok
1.120243726, Sport: ,Soccer, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,FK Siauliai v Trakai, Favorite: ,Trakai, 5787362   size:36.27,Price: ,1.33,The Draw, 58805   size:3.58,Price: ,5.9,FK Siauliai, 4837271   size:4.99,Price: ,9,ok
1.120122141, Sport: ,Soccer, Time: ,Thu Aug 27 18:00:00 CEST 2015, Time: ,Thu Aug 27 18:00:00 CEST 2015, Event: ,Karabakh v Young Boys, Favorite: ,Karabakh, 4043562   size:222.64,Price: ,2.36,The Draw, 58805   size:296.3,Price: ,3.35,Young Boys, 65778   size:3.85,Price: ,3.6,ok
1.120244338, Sport: ,Soccer, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,Benevento v ASD Torrecuso Calcio, Favorite: ,Benevento, 522054   size:3.73,Price: ,1.34,The Draw, 58805   size:2.3,Price: ,4.7,ASD Torrecuso Calcio, 10198060   size:3.54,Price: ,7.4,ok
1.120245107, Sport: ,Tennis, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,Kicker v Berrer, Favorite: ,Michael Berrer, 2263684   size:4.99,Price: ,1.14,Nicolas Kicker, 8326744   size:85.83,Price: ,7.4,ok
1.120267875, Sport: ,Basketball, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Egypt v Angola, Favorite: ,Angola, 208002   size:3.87,Price: ,1.84,Egypt, 1183340   size:4.95,Price: ,2.08,ok
1.120243561, Sport: ,Soccer, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,FK Dinamo Riga v FK Lacplesis, Favorite: ,FK Lacplesis, 9567707   size:20.72,Price: ,1.09,FK Dinamo Riga, 7324301   size:4.99,Price: ,2.52,The Draw, 58805   size:4.99,Price: ,2.64,ok
1.120245066, Sport: ,Tennis, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,Karatsev v Mertl, Favorite: ,Aslan Karatsev, 7659748   size:31.75,Price: ,1.53,Jan Mertl, 3034493   size:2.02,Price: ,2.48,ok
1.120246026, Sport: ,Tennis, Time: ,Thu Aug 27 14:56:00 CEST 2015, Time: ,Thu Aug 27 14:56:00 CEST 2015, Event: ,Garin v Caruso, Favorite: ,Salvatore Caruso, 8257868   size:57.15,Price: ,1.89,Christian Garin, 6670624   size:269.49,Price: ,2.08,ok
1.120231229, Sport: ,Ice Hockey, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,SKA v Dinamo Minsk, Favorite: ,SKA, 2296808   size:106.0,Price: ,1.47,Tie, 60104   size:58.2,Price: ,5.7,Dinamo Minsk, 3312412   size:22.99,Price: ,6,ok
1.120124648, Sport: ,Soccer, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,GBK v FC Kiisto, Favorite: ,GBK, 396720   size:2.0,Price: ,1.46,The Draw, 58805   size:14.66,Price: ,4.9,FC Kiisto, 498146   size:4.75,Price: ,7.4,ok
1.120225904, Sport: ,Soccer, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,TJ Jiskra Rymarov v Banik Ostrava, Favorite: ,The Draw, 58805   size:136.69,Price: ,1.06,Banik Ostrava, 367581   size:2.0,Price: ,1.1,x
1.120231223, Sport: ,Ice Hockey, Time: ,Thu Aug 27 18:00:00 CEST 2015, Time: ,Thu Aug 27 18:00:00 CEST 2015, Event: ,Lokomotiv v Lada, Favorite: ,Lokomotiv, 2240051   size:69.0,Price: ,1.6,Tie, 60104   size:203.38,Price: ,4.9,Lada, 2484346   size:4.99,Price: ,5.4,ok
1.120124197, Sport: ,Soccer, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,JJK v MP, Favorite: ,JJK, 799035   size:2.0,Price: ,1.45,The Draw, 58805   size:113.34,Price: ,4.9,MP, 799032   size:36.62,Price: ,8.2,ok
1.120244408, Sport: ,Soccer, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Anagennisi Karditsa v Olympiakos Volou, Favorite: ,Olympiakos Volou, 2126375   size:4.99,Price: ,2.32,Anagennisi Karditsa, 3143236   size:4.99,Price: ,2.4,The Draw, 58805   size:5.26,Price: ,3.9,x
1.120241534, Sport: ,Soccer, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,NA Hussein Dey v Belouizdad, Favorite: ,NA Hussein Dey, 7650243   size:2.46,Price: ,2.5,The Draw, 58805   size:6.38,Price: ,3.1,Belouizdad, 9221275   size:18.88,Price: ,3.15,x
1.120251181, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Przysiezny v Montanes, Favorite: ,Michal Przysiezny, 2475803   size:87.48,Price: ,1.72,Albert Montanes, 2263599   size:62.73,Price: ,2.36,x
1.120241975, Sport: ,Soccer, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,AB v Avarta, Favorite: ,AB, 113194   size:2.83,Price: ,1.53,The Draw, 58805   size:39.48,Price: ,4.1,Avarta, 920042   size:4.4,Price: ,4.3,ok
1.120267566, Sport: ,Baseball, Time: ,Thu Aug 27 18:35:00 CEST 2015, Time: ,Thu Aug 27 18:35:00 CEST 2015, Event: ,LAD @ CIN, Favorite: ,LA Dodgers (Z Greinke), 7179922   size:289.03,Price: ,1.54,Cincinnati (A DeSclafani), 9385641   size:87.93,Price: ,2.8,ok
1.1202425, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Cachin v Volandri, Favorite: ,Filippo Volandri, 2256483   size:22.84,Price: ,1.44,Pedro Cachin, 8461316   size:13.99,Price: ,2.84,ok
1.120243671, Sport: ,Soccer, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,Palanga v Banga, Favorite: ,Palanga, 7729297   size:3.77,Price: ,1.64,Banga, 5606169   size:35.89,Price: ,3.65,The Draw, 58805   size:35.82,Price: ,3.75,x
1.120225413, Sport: ,Soccer, Time: ,Thu Aug 27 16:30:00 CEST 2015, Time: ,Thu Aug 27 16:30:00 CEST 2015, Event: ,Prostejov v Trinec, Favorite: ,The Draw, 58805   size:136.69,Price: ,1.06,ok
1.12024214, Sport: ,Soccer, Time: ,Thu Aug 27 17:30:00 CEST 2015, Time: ,Thu Aug 27 17:30:00 CEST 2015, Event: ,HUJK Emmaste v Puuma Tallinn, Favorite: ,HUJK Emmaste, 6649069   size:12.61,Price: ,1.08,Puuma Tallinn, 8449353   size:2.12,Price: ,2.92,The Draw, 58805   size:11.64,Price: ,4,ok
1.120251622, Sport: ,Tennis, Time: ,Thu Aug 27 18:30:00 CEST 2015, Time: ,Thu Aug 27 18:30:00 CEST 2015, Event: ,A Golubev v Falla, Favorite: ,Alejandro Falla, 2284300   size:30.78,Price: ,1.46,Andrey Golubev, 2454785   size:68.73,Price: ,3.15,ok
1.120247567, Sport: ,Tennis, Time: ,Thu Aug 27 17:00:00 CEST 2015, Time: ,Thu Aug 27 17:00:00 CEST 2015, Event: ,D Novikov v Ebden, Favorite: ,Matthew Ebden, 4423910   size:5.33,Price: ,1.48,Dennis Novikov, 6217982   size:2.48,Price: ,2.92,ok
1.120245052, Sport: ,Tennis, Time: ,Thu Aug 27 18:45:00 CEST 2015, Time: ,Thu Aug 27 18:45:00 CEST 2015, Event: ,Kozlova v Piter, Favorite: ,Kateryna Kozlova, 7051154   size:68.82,Price: ,1.2,Katarzyna Piter, 2395155   size:2.55,Price: ,4.6,ok
