1.120829990, Sport: ,Soccer, Time: ,Mon Sep 28 20:30:00 CEST 2015, Time: ,Mon Sep 28 20:30:00 CEST 2015, Event: ,Reggiana v Giana Erminio, Favorite: ,Reggiana, 522049   size:32.79,Price: ,2.04,The Draw, 58805   size:2.55,Price: ,3.3,Giana Erminio, 8802590   size:2.7,Price: ,4.5,x
1.120951965, Sport: ,Soccer, Time: ,Mon Sep 28 18:30:00 CEST 2015, Time: ,Mon Sep 28 18:30:00 CEST 2015, Event: ,Heracles Almelo (Res) v SC Cambuur (Res), Favorite: ,SC Cambuur (Res), 10138946   size:5.0,Price: ,1.47,The Draw, 58805   size:6.26,Price: ,3.95,x
1.120759154, Sport: ,Soccer, Time: ,Mon Sep 28 19:45:00 CEST 2015, Time: ,Mon Sep 28 19:45:00 CEST 2015, Event: ,Beitar Jerusalem v Hapoel Kfar Saba, Favorite: ,Beitar Jerusalem, 1169738   size:77.91,Price: ,1.81,The Draw, 58805   size:55.63,Price: ,3.6,Hapoel Kfar Saba, 5239235   size:8.79,Price: ,5.7,ok
1.120763024, Sport: ,Soccer, Time: ,Mon Sep 28 18:00:00 CEST 2015, Time: ,Mon Sep 28 18:00:00 CEST 2015, Event: ,Kayserispor v Basaksehir, Favorite: ,Kayserispor, 508789   size:10.72,Price: ,2.64,The Draw, 58805   size:120.3,Price: ,3.15,Basaksehir, 10071088   size:32.66,Price: ,3.2,x
1.120761364, Sport: ,Soccer, Time: ,Mon Sep 28 19:30:00 CEST 2015, Time: ,Mon Sep 28 19:30:00 CEST 2015, Event: ,Assyriska v Varbergs BoIS, Favorite: ,Assyriska, 151465   size:5.0,Price: ,2.38,Varbergs BoIS, 6225055   size:363.48,Price: ,3.15,The Draw, 58805   size:14.19,Price: ,3.55,x
1.120947464, Sport: ,Tennis, Time: ,Mon Sep 28 17:00:00 CEST 2015, Time: ,Mon Sep 28 17:00:00 CEST 2015, Event: ,R Olivo v Severino, Favorite: ,Renzo Olivo, 4822931   size:50.0,Price: ,1.36,Carlos Eduardo Severino, 7444842   size:4.47,Price: ,3.25,ok
1.120761767, Sport: ,Soccer, Time: ,Mon Sep 28 19:45:00 CEST 2015, Time: ,Mon Sep 28 19:45:00 CEST 2015, Event: ,FC Wil v Winterthur, Favorite: ,FC Wil, 179085   size:3.16,Price: ,2.46,Winterthur, 458019   size:107.55,Price: ,3.0,The Draw, 58805   size:77.98,Price: ,3.65,x
1.120759677, Sport: ,Soccer, Time: ,Mon Sep 28 19:30:00 CEST 2015, Time: ,Mon Sep 28 19:30:00 CEST 2015, Event: ,Genk (Y) v Club Brugge (Y), Favorite: ,Club Brugge (Y), 7159209   size:8.96,Price: ,1.08,The Draw, 58805   size:3.84,Price: ,1.39,x
1.120762736, Sport: ,Soccer, Time: ,Mon Sep 28 18:00:00 CEST 2015, Time: ,Mon Sep 28 18:00:00 CEST 2015, Event: ,Rostov v Kuban Krasnodar, Favorite: ,Rostov, 503146   size:5.93,Price: ,2.22,The Draw, 58805   size:306.28,Price: ,3.3,Kuban Krasnodar, 5246807   size:10.1,Price: ,3.95,ok
1.120949125, Sport: ,Soccer, Time: ,Mon Sep 28 20:00:00 CEST 2015, Time: ,Mon Sep 28 20:00:00 CEST 2015, Event: ,Ironi Kiryat Gat v Hapoel Rishon Lezion, Favorite: ,Hapoel Rishon Lezion, 5889551   size:8.57,Price: ,2.34,Ironi Kiryat Gat, 6955790   size:9.17,Price: ,2.8,The Draw, 58805   size:19.35,Price: ,3.05,ok
1.120761928, Sport: ,Soccer, Time: ,Mon Sep 28 19:00:00 CEST 2015, Time: ,Mon Sep 28 19:00:00 CEST 2015, Event: ,Djurgardens v Helsingborgs, Favorite: ,Djurgardens, 232104   size:437.61,Price: ,1.49,The Draw, 58805   size:336.74,Price: ,4.9,Helsingborgs, 764222   size:168.72,Price: ,7.4,x
1.120759156, Sport: ,Soccer, Time: ,Mon Sep 28 18:00:00 CEST 2015, Time: ,Mon Sep 28 18:00:00 CEST 2015, Event: ,Hapoel Tel Aviv v Bnei Yehuda, Favorite: ,Hapoel Tel Aviv, 121248   size:28.85,Price: ,2.26,Bnei Yehuda, 1561969   size:27.59,Price: ,3.4,The Draw, 58805   size:26.11,Price: ,3.45,ok
