1.120233495, Sport: ,Tennis, Time: ,Tue Aug 25 20:15:00 CEST 2015, Time: ,Tue Aug 25 20:15:00 CEST 2015, Event: ,Sasnovich v Buzarnescu, Favorite: ,Aliaksandra Sasnovich, 7283310   size:81.51,Price: ,1.57,Mihaela Buzarnescu, 5776800   size:2.03,Price: ,2.64,ok
1.120233452, Sport: ,Tennis, Time: ,Tue Aug 25 22:00:00 CEST 2015, Time: ,Tue Aug 25 22:00:00 CEST 2015, Event: ,Gallovits-Hall v Hibi, Favorite: ,Mayo Hibi, 7594221   size:49.97,Price: ,1.49,Edina Gallovits-Hall, 9157608   size:72.39,Price: ,2.9,ok
1.120108602, Sport: ,Soccer, Time: ,Tue Aug 25 20:00:00 CEST 2015, Time: ,Tue Aug 25 20:00:00 CEST 2015, Event: ,Dijon v Metz, Favorite: ,Dijon, 305995   size:163.82,Price: ,2.48,Metz, 44795   size:435.36,Price: ,3.3,The Draw, 58805   size:481.82,Price: ,3.35,ok
1.120215516, Sport: ,Soccer, Time: ,Wed Aug 26 01:30:00 CEST 2015, Time: ,Wed Aug 26 01:30:00 CEST 2015, Event: ,Defensores de Belgrano v CA Fenix, Favorite: ,Defensores de Belgrano, 5643646   size:2.69,Price: ,1.86,The Draw, 58805   size:3.09,Price: ,3.05,CA Fenix, 5389426   size:4.2,Price: ,4.5,ok
1.120233246, Sport: ,Tennis, Time: ,Wed Aug 26 02:30:00 CEST 2015, Time: ,Wed Aug 26 02:30:00 CEST 2015, Event: ,L Safarova v Begu, Favorite: ,Lucie Safarova, 2256462   size:177.55,Price: ,1.37,Irina-Camelia Begu, 7642289   size:10.45,Price: ,3.6,ok
1.120110855, Sport: ,Soccer, Time: ,Tue Aug 25 19:30:00 CEST 2015, Time: ,Tue Aug 25 19:30:00 CEST 2015, Event: ,Sportfreunde Lotte v SC Wiedenbruck, Favorite: ,Sportfreunde Lotte, 4057572   size:8.0,Price: ,1.61,The Draw, 58805   size:40.97,Price: ,4.2,SC Wiedenbruck, 4064040   size:3.0,Price: ,6.8,ok
1.120233446, Sport: ,Tennis, Time: ,Tue Aug 25 21:45:00 CEST 2015, Time: ,Tue Aug 25 21:45:00 CEST 2015, Event: ,N Han v Cirstea, Favorite: ,Sorana Cirstea, 2387871   size:31.63,Price: ,1.29,Na-Lae Han, 8842650   size:4.98,Price: ,3.95,ok
1.120233402, Sport: ,Tennis, Time: ,Tue Aug 25 22:00:00 CEST 2015, Time: ,Tue Aug 25 22:00:00 CEST 2015, Event: ,Tig v Bychkova, Favorite: ,Patricia Maria Tig, 8679189   size:2.66,Price: ,1.51,Ekaterina Bychkova, 2263611   size:7.44,Price: ,2.84,ok
1.120233407, Sport: ,Tennis, Time: ,Tue Aug 25 18:45:00 CEST 2015, Time: ,Tue Aug 25 18:45:00 CEST 2015, Event: ,T Black v Oprandi, Favorite: ,Romina Oprandi, 2256455   size:189.83,Price: ,1.36,Tornado Alicia Black, 8331785   size:8.08,Price: ,3.75,ok
1.120232758, Sport: ,Tennis, Time: ,Tue Aug 25 19:30:00 CEST 2015, Time: ,Tue Aug 25 19:30:00 CEST 2015, Event: ,Cibulkova v K Mladenovic, Favorite: ,Dominika Cibulkova, 2301145   size:173.53,Price: ,1.81,Kristina Mladenovic, 3622052   size:145.29,Price: ,2.2,ok
1.120108170, Sport: ,Soccer, Time: ,Tue Aug 25 19:00:00 CEST 2015, Time: ,Tue Aug 25 19:00:00 CEST 2015, Event: ,Wehen Wiesbaden v Werder Bremen II, Favorite: ,Wehen Wiesbaden, 6500322   size:5.97,Price: ,2.38,The Draw, 58805   size:33.91,Price: ,3.35,Werder Bremen II, 9987568   size:81.72,Price: ,3.4,ok
1.120051027, Sport: ,Soccer, Time: ,Tue Aug 25 20:00:00 CEST 2015, Time: ,Tue Aug 25 20:00:00 CEST 2015, Event: ,Keflavik v KR Reykjavik, Favorite: ,KR Reykjavik, 399808   size:764.72,Price: ,1.51,The Draw, 58805   size:23.38,Price: ,4.6,Keflavik, 808414   size:2.75,Price: ,6.8,ok
1.120216960, Sport: ,Soccer, Time: ,Tue Aug 25 18:30:00 CEST 2015, Time: ,Tue Aug 25 18:30:00 CEST 2015, Event: ,Naestved v FC Nordsjaelland, Favorite: ,FC Nordsjaelland, 466299   size:3.2,Price: ,1.55,The Draw, 58805   size:7.52,Price: ,4.6,Naestved, 125163   size:21.56,Price: ,6.2,x
1.120108252, Sport: ,Soccer, Time: ,Tue Aug 25 19:50:00 CEST 2015, Time: ,Tue Aug 25 19:50:00 CEST 2015, Event: ,Al-Hilal v Lekhwiya, Favorite: ,Al-Hilal, 3725113   size:117.8,Price: ,1.69,The Draw, 58805   size:384.9,Price: ,3.75,Lekhwiya, 5168555   size:33.01,Price: ,6.4,ok
1.120108532, Sport: ,Soccer, Time: ,Tue Aug 25 20:00:00 CEST 2015, Time: ,Tue Aug 25 20:00:00 CEST 2015, Event: ,CA Bastia v Auxerre, Favorite: ,Auxerre, 44800   size:133.34,Price: ,2.62,The Draw, 58805   size:62.6,Price: ,3.1,CA Bastia, 6601801   size:55.2,Price: ,3.25,x
1.120107960, Sport: ,Soccer, Time: ,Tue Aug 25 20:30:00 CEST 2015, Time: ,Tue Aug 25 20:30:00 CEST 2015, Event: ,FC Magdeburg v Chemnitzer, Favorite: ,FC Magdeburg, 516219   size:78.91,Price: ,2.52,Chemnitzer, 498539   size:3.47,Price: ,3.15,The Draw, 58805   size:12.58,Price: ,3.35,ok
1.120233474, Sport: ,Tennis, Time: ,Tue Aug 25 20:15:00 CEST 2015, Time: ,Tue Aug 25 20:15:00 CEST 2015, Event: ,Kudryavtseva v Glatch, Favorite: ,Alla Kudryavtseva, 2263696   size:171.79,Price: ,1.91,Alexa Glatch, 2481491   size:2.98,Price: ,2.04,ok
1.120233431, Sport: ,Tennis, Time: ,Tue Aug 25 18:45:00 CEST 2015, Time: ,Tue Aug 25 18:45:00 CEST 2015, Event: ,Boserup v Glushko, Favorite: ,Julia Glushko, 5321877   size:16.23,Price: ,1.68,Julia Boserup, 3738415   size:85.28,Price: ,2.3,ok
1.120044158, Sport: ,Soccer, Time: ,Tue Aug 25 19:00:00 CEST 2015, Time: ,Tue Aug 25 19:00:00 CEST 2015, Event: ,Cottbus v Osnabruck, Favorite: ,Cottbus, 204683   size:117.04,Price: ,2.16,The Draw, 58805   size:5.71,Price: ,3.4,Osnabruck, 67187   size:25.98,Price: ,3.9,x
1.120233478, Sport: ,Tennis, Time: ,Tue Aug 25 20:30:00 CEST 2015, Time: ,Tue Aug 25 20:30:00 CEST 2015, Event: ,Badosa Gibert v Jabeur, Favorite: ,Ons Jabeur, 6161111   size:6.54,Price: ,1.84,Paula Badosa Gibert, 9216404   size:2.48,Price: ,2.02,x
1.120108100, Sport: ,Soccer, Time: ,Tue Aug 25 19:00:00 CEST 2015, Time: ,Tue Aug 25 19:00:00 CEST 2015, Event: ,Stuttgart II v Wurzburger Kickers, Favorite: ,Wurzburger Kickers, 6516913   size:72.81,Price: ,2.8,Stuttgart II, 6507690   size:6.52,Price: ,2.84,The Draw, 58805   size:5.43,Price: ,3.35,ok
1.120108462, Sport: ,Soccer, Time: ,Tue Aug 25 20:00:00 CEST 2015, Time: ,Tue Aug 25 20:00:00 CEST 2015, Event: ,Bourg-Peronnas v Nancy, Favorite: ,Nancy, 70468   size:67.15,Price: ,2.54,Bourg-Peronnas, 676431   size:41.74,Price: ,3.15,The Draw, 58805   size:33.7,Price: ,3.3,x
1.120233470, Sport: ,Tennis, Time: ,Tue Aug 25 20:15:00 CEST 2015, Time: ,Tue Aug 25 20:15:00 CEST 2015, Event: ,Kumkhum v Duval, Favorite: ,Victoria Duval, 6607576   size:8.84,Price: ,1.49,Luksika Kumkhum, 6670677   size:4.83,Price: ,2.46,ok
1.120216890, Sport: ,Soccer, Time: ,Tue Aug 25 17:30:00 CEST 2015, Time: ,Tue Aug 25 17:30:00 CEST 2015, Event: ,Brabrand v Fredericia, Favorite: ,Fredericia, 151003   size:12.24,Price: ,2.06,The Draw, 58805   size:37.67,Price: ,3.6,Brabrand, 579439   size:9.76,Price: ,3.85,ok
1.120233386, Sport: ,Tennis, Time: ,Tue Aug 25 18:45:00 CEST 2015, Time: ,Tue Aug 25 18:45:00 CEST 2015, Event: ,Ostapenko v Kuwata, Favorite: ,Jelena Ostapenko, 8827537   size:266.41,Price: ,1.25,Hiroko Kuwata, 8732124   size:54.08,Price: ,4.8,ok
1.120107424, Sport: ,Soccer, Time: ,Tue Aug 25 20:45:00 CEST 2015, Time: ,Tue Aug 25 20:45:00 CEST 2015, Event: ,Dinamo Zagreb v Skenderbeu, Favorite: ,Dinamo Zagreb, 50344   size:9327.75,Price: ,1.26,The Draw, 58805   size:285.97,Price: ,6.6,Skenderbeu, 5658051   size:337.2,Price: ,16.5,ok
1.120233422, Sport: ,Tennis, Time: ,Tue Aug 25 18:45:00 CEST 2015, Time: ,Tue Aug 25 18:45:00 CEST 2015, Event: ,Date-Krumm v Bellis, Favorite: ,Kimiko Date-Krumm, 8244520   size:3.75,Price: ,1.92,Catherine Bellis, 8792467   size:129.77,Price: ,2.06,x
1.120128142, Sport: ,Soccer, Time: ,Wed Aug 26 04:00:00 CEST 2015, Time: ,Wed Aug 26 04:00:00 CEST 2015, Event: ,Venados FC v Pachuca, Favorite: ,Pachuca, 328954   size:2.69,Price: ,2.3,Venados FC, 9988658   size:9.7,Price: ,3.05,The Draw, 58805   size:2.3,Price: ,3.4,x
1.119768920, Sport: ,Basketball, Time: ,Wed Aug 26 02:00:00 CEST 2015, Time: ,Wed Aug 26 02:00:00 CEST 2015, Event: ,Brazil v Argentina, Favorite: ,Argentina, 208017   size:5.0,Price: ,1.37,Brazil, 207999   size:17.51,Price: ,3.35,x
1.120217030, Sport: ,Soccer, Time: ,Tue Aug 25 19:00:00 CEST 2015, Time: ,Tue Aug 25 19:00:00 CEST 2015, Event: ,Anderlecht v Dinamo Kiev, Favorite: ,Dinamo Kiev, 489279   size:153.25,Price: ,2.72,Anderlecht, 58163   size:38.92,Price: ,2.76,The Draw, 58805   size:17.27,Price: ,3.5,x
1.120108030, Sport: ,Soccer, Time: ,Tue Aug 25 19:00:00 CEST 2015, Time: ,Tue Aug 25 19:00:00 CEST 2015, Event: ,Holstein Kiel v Fortuna Koln, Favorite: ,Holstein Kiel, 247830   size:131.96,Price: ,1.72,The Draw, 58805   size:36.33,Price: ,3.9,Fortuna Koln, 5790034   size:54.44,Price: ,5.6,x
1.120215492, Sport: ,Soccer, Time: ,Tue Aug 25 20:00:00 CEST 2015, Time: ,Tue Aug 25 20:00:00 CEST 2015, Event: ,Acassuso v Almagro, Favorite: ,Acassuso, 8405070   size:4.8,Price: ,2.7,The Draw, 58805   size:3.6,Price: ,2.86,Almagro, 897266   size:2.02,Price: ,3.0,x
1.120107621, Sport: ,Soccer, Time: ,Tue Aug 25 20:45:00 CEST 2015, Time: ,Tue Aug 25 20:45:00 CEST 2015, Event: ,Monaco v Valencia, Favorite: ,Monaco, 361706   size:1898.08,Price: ,2.3,The Draw, 58805   size:4563.35,Price: ,3.5,ok
1.120107786, Sport: ,Soccer, Time: ,Wed Aug 26 00:00:00 CEST 2015, Time: ,Wed Aug 26 00:00:00 CEST 2015, Event: ,Vitoria BA v Oeste, Favorite: ,Vitoria BA, 5310329   size:50.47,Price: ,1.38,The Draw, 58805   size:12.67,Price: ,5.2,Oeste, 3618374   size:34.16,Price: ,10.5,x
1.120104750, Sport: ,Soccer, Time: ,Tue Aug 25 18:30:00 CEST 2015, Time: ,Tue Aug 25 18:30:00 CEST 2015, Event: ,Almere City U23 v FC Groningen U23, Favorite: ,FC Groningen U23, 10164291   size:11.41,Price: ,2.14,Almere City U23, 10140536   size:5.75,Price: ,3.05,The Draw, 58805   size:2.0,Price: ,4.4,x
1.120051170, Sport: ,Soccer, Time: ,Tue Aug 25 20:00:00 CEST 2015, Time: ,Tue Aug 25 20:00:00 CEST 2015, Event: ,Vikingur Reykjavik v IBV, Favorite: ,Vikingur Reykjavik, 5241831   size:31.44,Price: ,1.82,The Draw, 58805   size:270.0,Price: ,4.1,IBV, 198705   size:8.43,Price: ,4.6,ok
1.120108392, Sport: ,Soccer, Time: ,Tue Aug 25 20:00:00 CEST 2015, Time: ,Tue Aug 25 20:00:00 CEST 2015, Event: ,AC Ajaccio v Laval, Favorite: ,AC Ajaccio, 8720753   size:8.29,Price: ,2.38,The Draw, 58805   size:376.85,Price: ,3.1,Laval, 77585   size:168.81,Price: ,3.55,x
1.120127867, Sport: ,Soccer, Time: ,Wed Aug 26 04:00:00 CEST 2015, Time: ,Wed Aug 26 04:00:00 CEST 2015, Event: ,Monterrey v San Luis, Favorite: ,Monterrey, 328949   size:116.13,Price: ,1.42,The Draw, 58805   size:6.32,Price: ,4.7,San Luis, 328915   size:15.01,Price: ,8.0,x

1.120233195, Sport: ,Tennis, Time: ,Tue Aug 25 21:00:00 CEST 2015, Time: ,Tue Aug 25 21:00:00 CEST 2015, Event: ,Janowicz v Rosol, Favorite: ,Jerzy Janowicz, 3103303   size:2.22,Price: ,1.79,Lukas Rosol, 2258415   size:62.71,Price: ,2.24,ok
