1.122464594, Sport: ,Tennis, Time: ,Tue Jan 05 18:45:00 CET 2016, Time: ,Tue Jan 05 18:45:00 CET 2016, Event: ,H Casanova v Lipovsek Puches, Favorite: ,Tomas Lipovsek Puches, 8174492   size:3.2,Price: ,1.8,Hernan Casanova, 9042437   size:51.81,Price: ,2.12,x
1.122450618, Sport: ,Tennis, Time: ,Tue Jan 05 16:00:00 CET 2016, Time: ,Tue Jan 05 16:00:00 CET 2016, Event: ,Garcia-Lopez/Wawrinka v Granollers/Paes, Favorite: ,Granollers/Paes, 9653266   size:8.55,Price: ,1.48,Garcia-Lopez/Wawrinka, 10682290   size:2.55,Price: ,2.56,x
1.122472525, Sport: ,Tennis, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,Peralta/Zeballos v Andreozzi/Behar, Favorite: ,Peralta/Zeballos, 10409109   size:13.85,Price: ,1.04,Andreozzi/Behar, 8226205   size:13.85,Price: ,1.04,ok
1.122464586, Sport: ,Tennis, Time: ,Tue Jan 05 16:00:00 CET 2016, Time: ,Tue Jan 05 16:00:00 CET 2016, Event: ,G Mina v Hernandez-Fernandez, Favorite: ,Jose Hernandez-Fernande, 9420497   size:6.29,Price: ,1.27,Gianni Mina, 4720523   size:3.85,Price: ,3.75,x
1.122472520, Sport: ,Tennis, Time: ,Tue Jan 05 20:00:00 CET 2016, Time: ,Tue Jan 05 20:00:00 CET 2016, Event: ,Martin/Melzer v Sabanov/Sabanov, Favorite: ,Martin/Melzer, 8307924   size:13.85,Price: ,1.04,Sabanov/Sabanov, 10107989   size:13.85,Price: ,1.04,x
1.122456283, Sport: ,Soccer, Time: ,Mon Jan 04 23:00:00 CET 2016, Time: ,Mon Jan 04 23:00:00 CET 2016, Event: ,Mogi Mirim EC U20 v Paysandu SC U20, Favorite: ,Mogi Mirim EC U20, 7360190   size:31.38,Price: ,1.87,Paysandu SC U20, 10676701   size:94.67,Price: ,4.4,The Draw, 58805   size:98.82,Price: ,3.95,ok
1.122407406, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,VCD Athletic v East Thurrock, Favorite: ,East Thurrock, 1338701   size:2.0,Price: ,1.95,VCD Athletic, 10525359   size:2.55,Price: ,3.0,The Draw, 58805   size:2.7,Price: ,3.75,ok
1.122458581, Sport: ,Tennis, Time: ,Tue Jan 05 11:00:00 CET 2016, Time: ,Tue Jan 05 11:00:00 CET 2016, Event: ,Skugor/Soeda v O'Brien/Roelofse, Favorite: ,O'Brien/Roelofse, 9545182   size:2.55,Price: ,1.49,Skugor/Soeda, 10685004   size:2.55,Price: ,2.38,x
1.122407404, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Canvey Island v Metropolitan Police, Favorite: ,Canvey Island, 18558   size:2.7,Price: ,2.16,Metropolitan Police, 6217278   size:16.98,Price: ,2.6,The Draw, 58805   size:10.86,Price: ,3.5,x
1.122461748, Sport: ,Soccer, Time: ,Tue Jan 05 13:30:00 CET 2016, Time: ,Tue Jan 05 13:30:00 CET 2016, Event: ,Maccabi Irony Netivot v Beitar Ironi M Edumim, Favorite: ,Maccabi Irony Netivot, 5289125   size:3.76,Price: ,1.15,Beitar Ironi M Edumim, 10685676   size:3.76,Price: ,1.15,The Draw, 58805   size:3.69,Price: ,2.9,x
1.122407402, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Brentwood Town v Harrow Borough, Favorite: ,Brentwood Town, 10296970   size:19.41,Price: ,2.4,Harrow Borough, 5051237   size:2.0,Price: ,2.4,The Draw, 58805   size:2.55,Price: ,3.6,x
1.122415413, Sport: ,Ice Hockey, Time: ,Tue Jan 05 12:00:00 CET 2016, Time: ,Tue Jan 05 12:00:00 CET 2016, Event: ,Avangard v Yugra, Favorite: ,Avangard, 2558172   size:104.0,Price: ,1.46,Yugra, 4913649   size:20.0,Price: ,5.6,Tie, 60104   size:55.99,Price: ,5.8,x
1.122415657, Sport: ,Basketball, Time: ,Tue Jan 05 03:05:00 CET 2016, Time: ,Tue Jan 05 03:05:00 CET 2016, Event: ,Houston @ Utah, Favorite: ,Houston, 13123   size:37.04,Price: ,1.75,Utah, 13119   size:79.81,Price: ,2.28,ok
1.122464552, Sport: ,Tennis, Time: ,Tue Jan 05 16:00:00 CET 2016, Time: ,Tue Jan 05 16:00:00 CET 2016, Event: ,F Coria v Carballes Baena, Favorite: ,Roberto Carballes Baena, 7185192   size:6.04,Price: ,1.12,Federico Coria, 8326752   size:2.0,Price: ,6.6,ok
1.122415707, Sport: ,Basketball, Time: ,Tue Jan 05 02:05:00 CET 2016, Time: ,Tue Jan 05 02:05:00 CET 2016, Event: ,Sacramento @ Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:360.06,Price: ,1.32,Sacramento, 13127   size:112.25,Price: ,4.0,x
1.122456810, Sport: ,Soccer, Time: ,Tue Jan 05 00:00:00 CET 2016, Time: ,Tue Jan 05 00:00:00 CET 2016, Event: ,Serrano SC U19 v Internacional U20, Favorite: ,Internacional U20, 6006866   size:4268.89,Price: ,1.08,Serrano SC U19, 9111135   size:5.43,Price: ,14.5,The Draw, 58805   size:10.0,Price: ,12.0,ok
1.122450396, Sport: ,Tennis, Time: ,Tue Jan 05 10:00:00 CET 2016, Time: ,Tue Jan 05 10:00:00 CET 2016, Event: ,Buyukakcay/Krunic v Linette/Zhang, Favorite: ,Buyukakcay/Krunic, 10682187   size:2.7,Price: ,1.85,Linette/Zhang, 8813772   size:2.62,Price: ,1.9,x
1.122409098, Sport: ,Ice Hockey, Time: ,Tue Jan 05 19:15:00 CET 2016, Time: ,Tue Jan 05 19:15:00 CET 2016, Event: ,Liwest Linz v SAPA Fehervar AV19, Favorite: ,Liwest Linz, 1266781   size:169.83,Price: ,1.2,SAPA Fehervar AV19, 4182888   size:6.0,Price: ,1.71,Tie, 60104   size:6.0,Price: ,1.35,x
1.122406261, Sport: ,Soccer, Time: ,Tue Jan 05 14:00:00 CET 2016, Time: ,Tue Jan 05 14:00:00 CET 2016, Event: ,Arsenal U21 v Blackburn U21, Favorite: ,Arsenal U21, 6667763   size:3.91,Price: ,1.16,Blackburn U21, 6628130   size:3.91,Price: ,1.16,The Draw, 58805   size:3.69,Price: ,2.9,ok
1.122409095, Sport: ,Ice Hockey, Time: ,Tue Jan 05 19:15:00 CET 2016, Time: ,Tue Jan 05 19:15:00 CET 2016, Event: ,Dornbirn v VSV, Favorite: ,Dornbirn, 6602890   size:3.96,Price: ,1.14,VSV, 565881   size:3.96,Price: ,1.14,Tie, 60104   size:13.4,Price: ,4.5,x
1.122409092, Sport: ,Ice Hockey, Time: ,Tue Jan 05 18:30:00 CET 2016, Time: ,Tue Jan 05 18:30:00 CET 2016, Event: ,Orli Znojmo v Vienna Capitals, Favorite: ,Vienna Capitals, 563229   size:3.69,Price: ,1.15,Orli Znojmo, 5797611   size:5.74,Price: ,1.86,Tie, 60104   size:8.94,Price: ,4.8,ok
1.122472504, Sport: ,Tennis, Time: ,Tue Jan 05 16:00:00 CET 2016, Time: ,Tue Jan 05 16:00:00 CET 2016, Event: ,Bangoura/Seeberger v Eysseric/Reyes-Varela, Favorite: ,Bangoura/Seeberger, 10435760   size:13.85,Price: ,1.04,Eysseric/Reyes-Varela, 10689060   size:13.85,Price: ,1.04,x
1.122451928, Sport: ,Basketball, Time: ,Mon Jan 04 21:00:00 CET 2016, Time: ,Mon Jan 04 21:00:00 CET 2016, Event: ,KK Sutjeska v Partizan, Favorite: ,KK Sutjeska, 9029075   size:36.93,Price: ,1.09,Partizan, 266286   size:111.99,Price: ,7.0,ok
1.122467037, Sport: ,Tennis, Time: ,Tue Jan 05 07:00:00 CET 2016, Time: ,Tue Jan 05 07:00:00 CET 2016, Event: ,Begu v Friedsam, Favorite: ,Irina-Camelia Begu, 7642289   size:6.51,Price: ,1.5,Anna-Lena Friedsam, 7593369   size:57.62,Price: ,2.94,x
1.122450839, Sport: ,Tennis, Time: ,Tue Jan 05 04:00:00 CET 2016, Time: ,Tue Jan 05 04:00:00 CET 2016, Event: ,Q Wang v Konta, Favorite: ,Johanna Konta, 5596561   size:253.74,Price: ,1.27,Qiang Wang, 6145777   size:68.3,Price: ,4.4,x
1.122413771, Sport: ,Soccer, Time: ,Tue Jan 05 16:00:00 CET 2016, Time: ,Tue Jan 05 16:00:00 CET 2016, Event: ,FAR Rabat v RSB Berkane, Favorite: ,FAR Rabat, 6670769   size:2.91,Price: ,1.93,RSB Berkane, 6666990   size:2.69,Price: ,3.7,The Draw, 58805   size:16.3,Price: ,2.88,x
1.122462388, Sport: ,Soccer, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,EC Taubate U20 v Desportiva Alianca U20, Favorite: ,EC Taubate U20, 7343282   size:2052.13,Price: ,1.05,Desportiva Alianca U20, 10681013   size:40.63,Price: ,8.4,The Draw, 58805   size:60.94,Price: ,6.2,ok
1.122466984, Sport: ,Tennis, Time: ,Tue Jan 05 09:15:00 CET 2016, Time: ,Tue Jan 05 09:15:00 CET 2016, Event: ,Popko v G Elias, Favorite: ,Gastao Elias, 2923174   size:19.35,Price: ,1.56,Dmitry Popko, 8284522   size:2.55,Price: ,2.52,x
1.122458683, Sport: ,Basketball, Time: ,Tue Jan 05 18:00:00 CET 2016, Time: ,Tue Jan 05 18:00:00 CET 2016, Event: ,Tallinn Kalev v Valmiera, Favorite: ,Tallinn Kalev, 6715565   size:23.28,Price: ,1.03,Valmiera, 6718627   size:23.28,Price: ,1.03,ok
1.122464329, Sport: ,Darts, Time: ,Mon Jan 04 22:00:00 CET 2016, Time: ,Mon Jan 04 22:00:00 CET 2016, Event: ,Martin Phillips v Ted Hankey, Favorite: ,Martin Phillips, 2658193   size:87.06,Price: ,1.73,Ted Hankey, 2650133   size:166.25,Price: ,2.34,ok
1.122409406, Sport: ,Darts, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,Gary Robson v Madars Razma, Favorite: ,Gary Robson, 2409764   size:14.09,Price: ,1.58,Madars Razma, 8039658   size:7.55,Price: ,2.48,x
1.122459097, Sport: ,Tennis, Time: ,Tue Jan 05 05:30:00 CET 2016, Time: ,Tue Jan 05 05:30:00 CET 2016, Event: ,Shvedova v Kontaveit, Favorite: ,Yaroslava Shvedova, 2263713   size:125.56,Price: ,1.38,Anett Kontaveit, 5300737   size:57.62,Price: ,3.4,x
1.122461968, Sport: ,Soccer, Time: ,Tue Jan 05 15:00:00 CET 2016, Time: ,Tue Jan 05 15:00:00 CET 2016, Event: ,St Johnstone U20 v Dundee U20, Favorite: ,St Johnstone U20, 7032151   size:4.23,Price: ,1.64,Dundee U20, 7049332   size:23.83,Price: ,3.85,The Draw, 58805   size:26.88,Price: ,3.6,ok
1.122415718, Sport: ,Basketball, Time: ,Tue Jan 05 02:05:00 CET 2016, Time: ,Tue Jan 05 02:05:00 CET 2016, Event: ,San Antonio @ Milwaukee, Favorite: ,San Antonio, 13121   size:503.6,Price: ,1.2,Milwaukee, 13115   size:59.82,Price: ,5.9,ok
1.122458205, Sport: ,Tennis, Time: ,Tue Jan 05 18:45:00 CET 2016, Time: ,Tue Jan 05 18:45:00 CET 2016, Event: ,Verdasco v Jaziri, Favorite: ,Fernando Verdasco, 2256480   size:148.71,Price: ,1.35,Malek Jaziri, 5776215   size:103.0,Price: ,3.4,ok
1.122451498, Sport: ,Tennis, Time: ,Tue Jan 05 14:15:00 CET 2016, Time: ,Tue Jan 05 14:15:00 CET 2016, Event: ,Ramanathan v Gimeno-Traver, Favorite: ,Daniel Gimeno-Traver, 8260127   size:34.09,Price: ,1.88,Ramkumar Ramanathan, 8173038   size:16.6,Price: ,2.08,x
1.122453552, Sport: ,Basketball, Time: ,Tue Jan 05 12:35:00 CET 2016, Time: ,Tue Jan 05 12:35:00 CET 2016, Event: ,Foshan v JiangSu Tongxi, Favorite: ,JiangSu Tongxi, 8926916   size:7.86,Price: ,1.76,Foshan, 8926911   size:2.55,Price: ,2.1,ok
1.122406253, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Leamington v Altrincham, Favorite: ,Altrincham, 62505   size:5.61,Price: ,2.26,Leamington, 1282865   size:7.62,Price: ,3.3,The Draw, 58805   size:15.47,Price: ,3.5,x
1.122450600, Sport: ,Tennis, Time: ,Tue Jan 05 11:30:00 CET 2016, Time: ,Tue Jan 05 11:30:00 CET 2016, Event: ,Bury/Coric v Fyrstenberg/Gonzalez, Favorite: ,Fyrstenberg/Gonzalez, 9128657   size:2.64,Price: ,1.38,Bury/Coric, 10682280   size:42.94,Price: ,2.76,ok
1.122450807, Sport: ,Tennis, Time: ,Tue Jan 05 05:30:00 CET 2016, Time: ,Tue Jan 05 05:30:00 CET 2016, Event: ,A Radwanska v Krunic, Favorite: ,Agnieszka Radwanska, 2263577   size:896.04,Price: ,1.07,Aleksandra Krunic, 5300820   size:20.0,Price: ,11.5,ok
1.122466836, Sport: ,Tennis, Time: ,Tue Jan 05 09:15:00 CET 2016, Time: ,Tue Jan 05 09:15:00 CET 2016, Event: ,Gerasimov v Ivashka, Favorite: ,Egor Gerasimov, 7797772   size:6.0,Price: ,1.48,Ilya Ivashka, 8304047   size:6.0,Price: ,2.66,x
1.122406369, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Skelmersdale Utd v AFC Fylde, Favorite: ,AFC Fylde, 4317866   size:7.03,Price: ,1.7,Skelmersdale Utd, 3491517   size:38.07,Price: ,5.2,The Draw, 58805   size:10.88,Price: ,4.0,x
