1.122464594, Sport: ,Tennis, Time: ,Tue Jan 05 18:45:00 CET 2016, Time: ,Tue Jan 05 18:45:00 CET 2016, Event: ,H Casanova v Lipovsek Puches, Favorite: ,Tomas Lipovsek Puches, 8174492   size:3.2,Price: ,1.8,Hernan Casanova, 9042437   size:51.81,Price: ,2.12,x
1.122462610, Sport: ,Soccer, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Brasilia FC U20 v Goiania EC Goiania U20, Favorite: ,Goiania EC Goiania U20, 10681109   size:2.55,Price: ,2.22,Brasilia FC U20, 10681207   size:2.55,Price: ,2.6,The Draw, 58805   size:31.58,Price: ,3.15,ok
1.122406904, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Prescot Cables FC v Tranmere Rovers FC B, Favorite: ,Prescot Cables FC, 7928818   size:3.69,Price: ,1.16,Tranmere Rovers FC B, 9147065   size:3.69,Price: ,1.16,The Draw, 58805   size:16.3,Price: ,2.88,x
1.122406227, Sport: ,Ice Hockey, Time: ,Tue Jan 05 17:30:00 CET 2016, Time: ,Tue Jan 05 17:30:00 CET 2016, Event: ,HPK v JYP, Favorite: ,JYP, 66423   size:105.0,Price: ,2.14,HPK, 66424   size:5.0,Price: ,3.05,Tie, 60104   size:13.4,Price: ,4.5,x
1.122463944, Sport: ,Soccer, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,CA Juventus U20 v Sao Caetano U20, Favorite: ,Sao Caetano U20, 9465221   size:6.0,Price: ,1.68,CA Juventus U20, 7328234   size:6.0,Price: ,2.1,The Draw, 58805   size:138.98,Price: ,3.35,x
1.122461638, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Brightlingsea Regent FC v Waltham Abbey FC, Favorite: ,Brightlingsea Regent FC, 9145441   size:2.0,Price: ,1.5,Waltham Abbey FC, 8354492   size:18.35,Price: ,4.7,The Draw, 58805   size:23.83,Price: ,3.85,ok
1.122406222, Sport: ,Ice Hockey, Time: ,Tue Jan 05 17:30:00 CET 2016, Time: ,Tue Jan 05 17:30:00 CET 2016, Event: ,Blues v KooKoo, Favorite: ,Blues, 66804   size:109.99,Price: ,2.14,KooKoo, 272751   size:95.0,Price: ,2.98,Tie, 60104   size:60.0,Price: ,4.2,x
1.122405377, Sport: ,Basketball, Time: ,Tue Jan 05 08:00:00 CET 2016, Time: ,Tue Jan 05 08:00:00 CET 2016, Event: ,Oklahoma @ Kansas, Favorite: ,Kansas, 29837   size:2.55,Price: ,1.29,Oklahoma, 332191   size:6.0,Price: ,3.7,ok
1.122456734, Sport: ,Soccer, Time: ,Mon Jan 04 22:00:00 CET 2016, Time: ,Mon Jan 04 22:00:00 CET 2016, Event: ,Sao Carlos FC U20 v Botafogo SP U20, Favorite: ,Botafogo SP U20, 7345608   size:14.26,Price: ,2.52,Sao Carlos FC U20, 7279656   size:9.48,Price: ,2.6,The Draw, 58805   size:3.0,Price: ,4.1,x
1.122405373, Sport: ,Basketball, Time: ,Tue Jan 05 06:00:00 CET 2016, Time: ,Tue Jan 05 06:00:00 CET 2016, Event: ,North Carolina @ Florida State, Favorite: ,North Carolina, 332652   size:2.55,Price: ,1.62,Florida State, 697689   size:2.55,Price: ,2.38,ok
1.122452934, Sport: ,Tennis, Time: ,Tue Jan 05 13:30:00 CET 2016, Time: ,Tue Jan 05 13:30:00 CET 2016, Event: ,Petzschner/Peya v Zayed/Zayid, Favorite: ,Petzschner/Peya, 3155551   size:62.17,Price: ,1.03,Zayed/Zayid, 10682721   size:8.31,Price: ,15.5,ok
1.122463277, Sport: ,Soccer, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Sabia FC Caxias U20 v Bahia Salvador U20, Favorite: ,Bahia Salvador U20, 6846709   size:68.0,Price: ,1.13,Sabia FC Caxias U20, 10681063   size:7.14,Price: ,10.5,The Draw, 58805   size:14.44,Price: ,5.7,ok
1.122462188, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Three Bridges FC v Eastbourne, Favorite: ,Three Bridges FC, 8205407   size:3.76,Price: ,1.15,Eastbourne, 1034120   size:3.76,Price: ,1.15,The Draw, 58805   size:26.0,Price: ,1.5,x
1.122462980, Sport: ,Soccer, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,SC Atibaia U20 v Ass Portuguesa U20, Favorite: ,SC Atibaia U20, 10251776   size:3.2,Price: ,1.03,Ass Portuguesa U20, 7279672   size:3.2,Price: ,1.03,The Draw, 58805   size:16.3,Price: ,2.88,x
1.122458480, Sport: ,Tennis, Time: ,Tue Jan 05 13:30:00 CET 2016, Time: ,Tue Jan 05 13:30:00 CET 2016, Event: ,Andujar v P Lorenzi, Favorite: ,Paolo Lorenzi, 2345099   size:28.35,Price: ,1.82,Pablo Andujar, 2303153   size:61.99,Price: ,2.1,x
1.122457831, Sport: ,Tennis, Time: ,Tue Jan 05 06:45:00 CET 2016, Time: ,Tue Jan 05 06:45:00 CET 2016, Event: ,Saville/Thompson v Bourgue/Napolitano, Favorite: ,Saville/Thompson, 9002061   size:2.55,Price: ,1.57,Bourgue/Napolitano, 10684448   size:2.55,Price: ,2.24,ok
1.122453353, Sport: ,Darts, Time: ,Tue Jan 05 16:30:00 CET 2016, Time: ,Tue Jan 05 16:30:00 CET 2016, Event: ,Deta Hedman v Corrine Hammond, Favorite: ,Deta Hedman, 4430722   size:2.55,Price: ,1.17,Corrine Hammond, 10672299   size:2.55,Price: ,5.0,ok
1.122405367, Sport: ,Basketball, Time: ,Tue Jan 05 06:00:00 CET 2016, Time: ,Tue Jan 05 06:00:00 CET 2016, Event: ,West Virginia @ TCU, Favorite: ,West Virginia, 715470   size:8.57,Price: ,1.19,TCU, 711186   size:2.55,Price: ,4.8,ok
1.122407422, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Cirencester v Histon, Favorite: ,Cirencester, 1282867   size:2.69,Price: ,1.84,Histon, 597738   size:2.85,Price: ,3.6,The Draw, 58805   size:2.55,Price: ,3.85,x
1.122408992, Sport: ,Ice Hockey, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Aalborg v Gentofte, Favorite: ,Aalborg, 70634   size:34.3,Price: ,1.99,Gentofte, 8834861   size:34.3,Price: ,1.99,Tie, 60104   size:9.7,Price: ,4.5,ok
1.122457035, Sport: ,Soccer, Time: ,Tue Jan 05 00:00:00 CET 2016, Time: ,Tue Jan 05 00:00:00 CET 2016, Event: ,Vitoria Conquista U20 v Cruzeiro U20, Favorite: ,Cruzeiro U20, 5188319   size:35.42,Price: ,1.06,Vitoria Conquista U20, 10676717   size:23.97,Price: ,28.0,The Draw, 58805   size:10.13,Price: ,12.0,ok
1.122452026, Sport: ,Basketball, Time: ,Tue Jan 05 20:00:00 CET 2016, Time: ,Tue Jan 05 20:00:00 CET 2016, Event: ,Bremerhaven v Brose Baskets, Favorite: ,Brose Baskets, 2158509   size:2.71,Price: ,1.05,Bremerhaven, 1315479   size:43.48,Price: ,1.69,ok
1.122407420, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Chesham Utd v St Neots Town, Favorite: ,Chesham Utd, 3396708   size:2.55,Price: ,2.18,St Neots Town, 7405537   size:2.78,Price: ,2.86,The Draw, 58805   size:5.34,Price: ,3.8,ok
1.122433166, Sport: ,Basketball, Time: ,Tue Jan 05 20:30:00 CET 2016, Time: ,Tue Jan 05 20:30:00 CET 2016, Event: ,Limoges v Oldenburg, Favorite: ,Limoges, 3817200   size:129.4,Price: ,1.38,Oldenburg, 1285952   size:18.74,Price: ,3.15,x
1.122467072, Sport: ,Tennis, Time: ,Tue Jan 05 07:00:00 CET 2016, Time: ,Tue Jan 05 07:00:00 CET 2016, Event: ,Riske v Su Hsieh, Favorite: ,Alison Riske, 4566011   size:76.12,Price: ,1.76,Su-Wei Hsieh, 8244521   size:8.28,Price: ,2.28,ok
1.122457839, Sport: ,Tennis, Time: ,Tue Jan 05 06:45:00 CET 2016, Time: ,Tue Jan 05 06:45:00 CET 2016, Event: ,McGee/Rola v Gaio/Giannessi, Favorite: ,Gaio/Giannessi, 9704782   size:2.55,Price: ,1.52,McGee/Rola, 10684466   size:2.55,Price: ,1.9,x
1.122450404, Sport: ,Tennis, Time: ,Tue Jan 05 08:30:00 CET 2016, Time: ,Tue Jan 05 08:30:00 CET 2016, Event: ,Diyas/Zhang v Mitu/Tig, Favorite: ,Mitu/Tig, 9946225   size:6.32,Price: ,1.6,Diyas/Zhang, 10682189   size:2.55,Price: ,2.32,ok
1.122415637, Sport: ,Basketball, Time: ,Tue Jan 05 01:35:00 CET 2016, Time: ,Tue Jan 05 01:35:00 CET 2016, Event: ,Boston @ Brooklyn, Favorite: ,Boston, 13108   size:95.0,Price: ,1.34,Brooklyn, 6758557   size:62.99,Price: ,3.8,ok
1.122450406, Sport: ,Tennis, Time: ,Tue Jan 05 08:30:00 CET 2016, Time: ,Tue Jan 05 08:30:00 CET 2016, Event: ,Beck/Rodina v Dushevina/Siniakova, Favorite: ,Dushevina/Siniakova, 10343290   size:6.1,Price: ,1.42,Beck/Rodina, 10278361   size:4.31,Price: ,2.82,ok
1.122466872, Sport: ,Tennis, Time: ,Tue Jan 05 07:30:00 CET 2016, Time: ,Tue Jan 05 07:30:00 CET 2016, Event: ,Neuchrist v Ja Jung, Favorite: ,Jason Jung, 7048850   size:8.55,Price: ,1.47,Maximilian Neuchrist, 7797896   size:2.55,Price: ,2.7,ok
1.122463129, Sport: ,Soccer, Time: ,Tue Jan 05 20:00:00 CET 2016, Time: ,Tue Jan 05 20:00:00 CET 2016, Event: ,Atletico Mineiro U20 v Araxa EC U20, Favorite: ,Atletico Mineiro U20, 5181675   size:3.73,Price: ,1.17,Araxa EC U20, 10681230   size:7.14,Price: ,10.5,The Draw, 58805   size:13.85,Price: ,5.9,ok
1.122407418, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Biggleswade Town v Bideford, Favorite: ,Biggleswade Town, 3689133   size:2.69,Price: ,1.5,Bideford, 3689134   size:2.69,Price: ,4.5,The Draw, 58805   size:2.55,Price: ,4.5,x
1.122464459, Sport: ,Soccer, Time: ,Tue Jan 05 20:45:00 CET 2016, Time: ,Tue Jan 05 20:45:00 CET 2016, Event: ,Marine v Ramsbottom Utd, Favorite: ,Ramsbottom Utd, 7885854   size:3.76,Price: ,1.15,Marine, 2119329   size:2.0,Price: ,1.73,The Draw, 58805   size:16.3,Price: ,2.88,x
1.122408987, Sport: ,Ice Hockey, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Frederikshavn v Herlev, Favorite: ,Herlev, 227439   size:13.85,Price: ,1.04,Frederikshavn, 70626   size:3.96,Price: ,1.14,Tie, 60104   size:6.0,Price: ,1.19,x
1.122403610, Sport: ,Snooker, Time: ,Mon Jan 04 21:30:00 CET 2016, Time: ,Mon Jan 04 21:30:00 CET 2016, Event: ,Higgins v Walden, Favorite: ,John Higgins, 2278785   size:140.0,Price: ,1.12,Ricky Walden, 2278806   size:203.8,Price: ,2.52,ok
1.122403611, Sport: ,Snooker, Time: ,Mon Jan 04 21:30:00 CET 2016, Time: ,Mon Jan 04 21:30:00 CET 2016, Event: ,Day v Hawkins, Favorite: ,Barry Hawkins, 2278801   size:203.8,Price: ,1.44,Ryan Day, 2278798   size:301.63,Price: ,2.02,ok
1.122461858, Sport: ,Soccer, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Dundee Utd U20 v Aberdeen U20, Favorite: ,Aberdeen U20, 6868317   size:3.89,Price: ,2.06,Dundee Utd U20, 6868316   size:2.55,Price: ,2.88,The Draw, 58805   size:30.52,Price: ,3.35,x
1.122408982, Sport: ,Ice Hockey, Time: ,Tue Jan 05 19:00:00 CET 2016, Time: ,Tue Jan 05 19:00:00 CET 2016, Event: ,Odense v Esbjerg, Favorite: ,Esbjerg, 70633   size:6.0,Price: ,1.22,Odense, 70624   size:147.69,Price: ,1.23,Tie, 60104   size:6.0,Price: ,1.28,x
1.122451029, Sport: ,Tennis, Time: ,Tue Jan 05 15:00:00 CET 2016, Time: ,Tue Jan 05 15:00:00 CET 2016, Event: ,Khachanov v G Muller, Favorite: ,Gilles Muller, 2248579   size:264.94,Price: ,1.42,Karen Khachanov, 7659623   size:96.09,Price: ,3.0,ok
1.122450855, Sport: ,Tennis, Time: ,Tue Jan 05 04:00:00 CET 2016, Time: ,Tue Jan 05 04:00:00 CET 2016, Event: ,S Zhang v Khromacheva, Favorite: ,Shuai Zhang, 2386498   size:5.62,Price: ,1.44,Irina Khromacheva, 6092292   size:5.0,Price: ,3.05,ok
1.122472508, Sport: ,Tennis, Time: ,Tue Jan 05 17:00:00 CET 2016, Time: ,Tue Jan 05 17:00:00 CET 2016, Event: ,Clezar/Neis v De Gregorio/Jofre, Favorite: ,Clezar/Neis, 8861023   size:13.85,Price: ,1.04,De Gregorio/Jofre, 10689059   size:13.85,Price: ,1.04,ok
