1.119598710, Sport: ,Tennis, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,Savchuk v Barthel, Favorite: ,Mona Barthel, 5056975   size:189.14,Price: ,1.3,Olga Savchuk, 2263617   size:56.98,Price: ,4.0,ok
1.119598414, Sport: ,Soccer, Time: ,Wed Jul 22 11:15:00 CEST 2015, Time: ,Wed Jul 22 11:15:00 CEST 2015, Event: ,KAYA v Manila Jeepney, Favorite: ,Kaya, 9238037   size:11.09,Price: ,1.19,The Draw, 58805   size:5.0,Price: ,9.0,Manila Jeepney, 9238040   size:26.0,Price: ,11.0,ok
1.119062366, Sport: ,Cricket, Time: ,Wed Jul 22 11:00:00 CEST 2015, Time: ,Wed Jul 22 11:00:00 CEST 2015, Event: ,Sri Lanka v Pakistan (4th ODI), Favorite: ,Sri Lanka, 7337   size:102.91,Price: ,1.87,Pakistan, 7461   size:417.42,Price: ,2.12,x
1.119514281, Sport: ,Soccer, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,Omiya v Yokohama FC, Favorite: ,Omiya, 1080509   size:51.28,Price: ,1.55,The Draw, 58805   size:11.73,Price: ,4.2,Yokohama FC, 2319612   size:42.81,Price: ,7.6,ok
1.119606127, Sport: ,Tennis, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,Hercog v Hradecka, Favorite: ,Lucie Hradecka, 2387876   size:189.03,Price: ,1.9,Polona Hercog, 2548781   size:5.0,Price: ,2.0,x
1.119614302, Sport: ,Tennis, Time: ,Wed Jul 22 14:00:00 CEST 2015, Time: ,Wed Jul 22 14:00:00 CEST 2015, Event: ,Jovanovski v Radwanska, Favorite: ,Urszula Radwanska, 2395156   size:12.8,Price: ,1.72,Bojana Jovanovski, 4148045   size:2.55,Price: ,2.22,ok
1.119584967, Sport: ,Tennis, Time: ,Wed Jul 22 14:00:00 CEST 2015, Time: ,Wed Jul 22 14:00:00 CEST 2015, Event: ,Bondarenko/Hrdinova v Buzean/Skamlova, Favorite: ,Bondarenko/Hrdinova, 9436897   size:3.69,Price: ,1.35,Buzean/Skamlova, 9946229   size:4.1,Price: ,3.15,ok
1.119606745, Sport: ,Tennis, Time: ,Wed Jul 22 12:30:00 CEST 2015, Time: ,Wed Jul 22 12:30:00 CEST 2015, Event: ,Laaksonen v Ghem, Favorite: ,Andre Ghem, 5304700   size:8.31,Price: ,1.35,Henri Laaksonen, 6344314   size:2.54,Price: ,3.45,ok
1.119513926, Sport: ,Soccer, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,Kitakyushu v Sapporo, Favorite: ,Sapporo, 2245760   size:9.63,Price: ,2.38,The Draw, 58805   size:29.01,Price: ,3.2,Kitakyushu, 5026013   size:121.11,Price: ,3.4,x
1.119585479, Sport: ,Tennis, Time: ,Wed Jul 22 10:30:00 CEST 2015, Time: ,Wed Jul 22 10:30:00 CEST 2015, Event: ,Schmiedlova v Mayr-Achleitner, Favorite: ,Anna Karolina Schmiedlo, 9379842   size:108.32,Price: ,1.11,Patricia Mayr-Achleitne, 9398847   size:104.46,Price: ,8.2,ok
1.119616890, Sport: ,Basketball, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,France U19 (W) v Brazil U19 (W), Favorite: ,Brazil U19 (W), 7433563   size:2.84,Price: ,1.01,x
1.119513996, Sport: ,Soccer, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,Kumamoto v Tokyo-V, Favorite: ,Tokyo-V, 263080   size:168.58,Price: ,2.84,The Draw, 58805   size:53.63,Price: ,3.15,ok
1.119616893, Sport: ,Basketball, Time: ,Wed Jul 22 12:30:00 CEST 2015, Time: ,Wed Jul 22 12:30:00 CEST 2015, Event: ,Canada U19 (W) v Serbia U19 (W), Favorite: ,Serbia U19 (W), 7433567   size:2.84,Price: ,1.01,x
1.119578571, Sport: ,Tennis, Time: ,Wed Jul 22 12:45:00 CEST 2015, Time: ,Wed Jul 22 12:45:00 CEST 2015, Event: ,Bednarek/Janowicz v Betov/Elgin, Favorite: ,Betov/Elgin, 8908427   size:2.54,Price: ,1.58,Bednarek/Janowicz, 7304776   size:2.54,Price: ,2.32,ok
1.119513856, Sport: ,Soccer, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,FC Gifu v Iwata, Favorite: ,Iwata, 263079   size:36.01,Price: ,1.83,The Draw, 58805   size:27.27,Price: ,3.85,FC Gifu, 4270387   size:116.35,Price: ,4.6,x
1.119514141, Sport: ,Soccer, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,Mito v Jef Utd Chiba, Favorite: ,Jef Utd Chiba, 5021203   size:244.14,Price: ,2.28,The Draw, 58805   size:5.05,Price: ,3.35,Mito, 3455677   size:121.73,Price: ,3.6,x
1.119513072, Sport: ,Soccer, Time: ,Wed Jul 22 12:00:00 CEST 2015, Time: ,Wed Jul 22 12:00:00 CEST 2015, Event: ,G-Osaka v Tosu, Favorite: ,G-Osaka, 441083   size:55.19,Price: ,1.72,The Draw, 58805   size:137.3,Price: ,4.1,Tosu, 3455676   size:10.51,Price: ,5.4,x
