1.120279620, Sport: ,Baseball, Time: ,Sat Aug 29 02:05:00 CEST 2015, Time: ,Sat Aug 29 02:05:00 CEST 2015, Event: ,BAL @ TEX, Favorite: ,Texas (C Hamels), 10104537   size:303.79,Price: ,1.86,Baltimore (K Gausman), 7292275   size:521.0,Price: ,2.12,
1.120239900, Sport: ,Soccer, Time: ,Sat Aug 29 02:10:00 CEST 2015, Time: ,Sat Aug 29 02:10:00 CEST 2015, Event: ,Argentinos Juniors v Crucero del Norte, Favorite: ,Argentinos Juniors, 453739   size:31.82,Price: ,2.1,The Draw, 58805   size:37.08,Price: ,3.3,Crucero del Norte, 6471163   size:225.74,Price: ,4.3,
1.120279663, Sport: ,Baseball, Time: ,Sat Aug 29 02:10:00 CEST 2015, Time: ,Sat Aug 29 02:10:00 CEST 2015, Event: ,SEA @ CWS, Favorite: ,Seattle (T Walker), 7617352   size:535.51,Price: ,1.85,Chicago White Sox (J Danks), 2942998   size:541.99,Price: ,2.14,
1.120279649, Sport: ,Baseball, Time: ,Sat Aug 29 02:10:00 CEST 2015, Time: ,Sat Aug 29 02:10:00 CEST 2015, Event: ,HOU @ MIN, Favorite: ,Houston (S Kazmir), 10067619   size:799.99,Price: ,1.83,Minnesota (K Gibson), 7395517   size:295.62,Price: ,2.18,
1.120279635, Sport: ,Baseball, Time: ,Sat Aug 29 02:10:00 CEST 2015, Time: ,Sat Aug 29 02:10:00 CEST 2015, Event: ,CIN @ MIL, Favorite: ,Milwaukee (T Jungmann), 9573008   size:684.0,Price: ,1.89,Cincinnati (R Iglesias), 9395514   size:301.38,Price: ,2.1,
1.120223935, Sport: ,Soccer, Time: ,Sat Aug 29 02:30:00 CEST 2015, Time: ,Sat Aug 29 02:30:00 CEST 2015, Event: ,Mineros de Zacatecas v Correcaminos UAT, Favorite: ,Mineros de Zacatecas, 8692849   size:2.65,Price: ,1.89,The Draw, 58805   size:7.54,Price: ,3.5,Correcaminos Uat, 6535216   size:5.0,Price: ,3.75,
1.120284354, Sport: ,Soccer, Time: ,Sat Aug 29 02:30:00 CEST 2015, Time: ,Sat Aug 29 02:30:00 CEST 2015, Event: ,San Martin de Tucuman v CA Chaco For Ever, Favorite: ,CA Chaco For Ever, 10204947   size:3.34,Price: ,1.87,The Draw, 58805   size:4.49,Price: ,1.93,San Martin de Tucuman, 7097927   size:2.97,Price: ,2.1,
1.120260563, Sport: ,Soccer, Time: ,Sat Aug 29 02:30:00 CEST 2015, Time: ,Sat Aug 29 02:30:00 CEST 2015, Event: ,Veracruz v Monterrey, Favorite: ,Monterrey, 328949   size:527.69,Price: ,2.64,Veracruz, 328922   size:6.97,Price: ,2.9,The Draw, 58805   size:4.85,Price: ,3.55,
1.120304734, Sport: ,Tennis, Time: ,Sat Aug 29 02:45:00 CEST 2015, Time: ,Sat Aug 29 02:45:00 CEST 2015, Event: ,Inglot/Lindstedt v Groth/Guccione, Favorite: ,Inglot/Lindstedt, 10075651   size:31.22,Price: ,1.79,Groth/Guccione, 7387075   size:2.55,Price: ,2.14,
1.119819249, Sport: ,American Football, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Toronto @ Edmonton, Favorite: ,Edmonton, 2014480   size:2.68,Price: ,1.46,Toronto, 2014644   size:2.1,Price: ,2.98,
1.120258637, Sport: ,Soccer, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Patriotas v Boyaca Chico, Favorite: ,Patriotas, 5360525   size:76.07,Price: ,2.0,The Draw, 58805   size:38.0,Price: ,3.25,Boyaca Chico, 3636902   size:41.29,Price: ,4.8,
1.120305398, Sport: ,Tennis, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,S Lee v Y Lee, Favorite: ,So-Ra Lee, 8839149   size:2.55,Price: ,1.57,Ya-Hsuan Lee, 8839147   size:44.72,Price: ,2.4,
1.120305397, Sport: ,Tennis, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,S Jang v Plipuech, Favorite: ,Su Jeong Jang, 7659425   size:2.55,Price: ,1.45,Peangtarn Plipuech, 8244519   size:29.45,Price: ,2.74,
1.120192788, Sport: ,Soccer, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Deportivo Cuenca v Aucas, Favorite: ,Deportivo Cuenca, 1067928   size:15.19,Price: ,2.42,The Draw, 58805   size:7.08,Price: ,3.3,Aucas, 897347   size:23.67,Price: ,3.5,
1.120162574, Sport: ,Basketball, Time: ,Sat Aug 29 03:00:00 CEST 2015, Time: ,Sat Aug 29 03:00:00 CEST 2015, Event: ,Hong Kong (W) v Kazakhstan (W), Favorite: ,Kazakhstan (W), 7886078   size:9.63,Price: ,1.01,
1.120224045, Sport: ,Soccer, Time: ,Sat Aug 29 03:30:00 CEST 2015, Time: ,Sat Aug 29 03:30:00 CEST 2015, Event: ,Venados FC v San Luis, Favorite: ,San Luis, 328915   size:10.0,Price: ,2.14,Venados FC, 9988658   size:13.74,Price: ,2.66,The Draw, 58805   size:12.76,Price: ,3.15,
1.120190955, Sport: ,Soccer, Time: ,Sat Aug 29 03:30:00 CEST 2015, Time: ,Sat Aug 29 03:30:00 CEST 2015, Event: ,Universidad Guadalajara v Cafetaleros, Favorite: ,Universidad Guadalajara, 6533140   size:7.0,Price: ,1.7,The Draw, 58805   size:4.09,Price: ,3.65,Cafetaleros, 9988646   size:2.73,Price: ,4.6,
1.120279676, Sport: ,Baseball, Time: ,Sat Aug 29 03:40:00 CEST 2015, Time: ,Sat Aug 29 03:40:00 CEST 2015, Event: ,OAK @ ARI, Favorite: ,Arizona (C Anderson), 8522020   size:4.04,Price: ,1.96,Oakland (S Gray), 7569852   size:2.65,Price: ,1.97,
1.120299843, Sport: ,Soccer, Time: ,Sat Aug 29 04:00:00 CEST 2015, Time: ,Sat Aug 29 04:00:00 CEST 2015, Event: ,San Beda R Lions (S) v UPHSD Altas (students), Favorite: ,UPHSD Altas (students), 10211359   size:10.73,Price: ,1.08,The Draw, 58805   size:10.73,Price: ,1.29,
1.120299772, Sport: ,Soccer, Time: ,Sat Aug 29 04:00:00 CEST 2015, Time: ,Sat Aug 29 04:00:00 CEST 2015, Event: ,St. Benilde (Students) v UE R Warrios (S), Favorite: ,UE R Warrios (S), 10135590   size:10.73,Price: ,1.08,The Draw, 58805   size:10.73,Price: ,1.29,
1.120171817, Sport: ,Basketball, Time: ,Sat Aug 29 04:00:00 CEST 2015, Time: ,Sat Aug 29 04:00:00 CEST 2015, Event: ,San Antonio @ Seattle, Favorite: ,Seattle, 13130   size:2.67,Price: ,1.57,San Antonio, 13121   size:4.6,Price: ,2.58,
1.120279690, Sport: ,Baseball, Time: ,Sat Aug 29 04:10:00 CEST 2015, Time: ,Sat Aug 29 04:10:00 CEST 2015, Event: ,CHC @ LAD, Favorite: ,LA Dodgers (C Kershaw), 3068257   size:895.61,Price: ,1.45,Chicago Cubs (J Hammel), 8450037   size:421.22,Price: ,3.05,
1.120279699, Sport: ,Baseball, Time: ,Sat Aug 29 04:15:00 CEST 2015, Time: ,Sat Aug 29 04:15:00 CEST 2015, Event: ,STL @ SF, Favorite: ,San Francisco (M Leake), 10107630   size:9.34,Price: ,1.95,St Louis (M Wacha), 7309496   size:613.59,Price: ,2.02,
1.120260634, Sport: ,Soccer, Time: ,Sat Aug 29 04:30:00 CEST 2015, Time: ,Sat Aug 29 04:30:00 CEST 2015, Event: ,Santos Laguna v Pumas UNAM, Favorite: ,Santos Laguna, 328957   size:492.89,Price: ,2.08,The Draw, 58805   size:7.23,Price: ,3.7,Pumas UNAM, 328955   size:9.88,Price: ,3.8,
1.120319702, Sport: ,Tennis, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Sharan v Navasirisomboon, Favorite: ,Divij Sharan, 8292579   size:13.76,Price: ,1.72,Jirat Navasirisomboon, 9028652   size:13.76,Price: ,2.0,
1.120148299, Sport: ,Soccer, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,San Jose Earthquakes v LA Galaxy, Favorite: ,LA Galaxy, 2658589   size:283.5,Price: ,2.3,San Jose Earthquakes, 408102   size:494.22,Price: ,3.25,The Draw, 58805   size:199.38,Price: ,3.75,
1.120319649, Sport: ,Tennis, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Anderson v Kalovelonis, Favorite: ,Markos Kalovelonis, 8713238   size:3.17,Price: ,1.16,
1.120223880, Sport: ,Soccer, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Cimarrones de Sonora v Celaya, Favorite: ,Cimarrones de Sonora, 9988723   size:2.81,Price: ,2.22,Celaya, 5901260   size:2.19,Price: ,2.84,The Draw, 58805   size:8.18,Price: ,3.2,
1.120319629, Sport: ,Tennis, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,H Peng v R Ghedin, Favorite: ,Riccardo Ghedin, 3506053   size:2.55,Price: ,1.19,
1.120162577, Sport: ,Basketball, Time: ,Sat Aug 29 05:00:00 CEST 2015, Time: ,Sat Aug 29 05:00:00 CEST 2015, Event: ,Philippines (W) v Malaysia (W), Favorite: ,Malaysia (W), 7886054   size:483.9,Price: ,1.6,Philippines (W), 7886080   size:250.3,Price: ,2.16,
1.120334837, Sport: ,Baseball, Time: ,Sat Aug 29 06:16:29 CEST 2015, Time: ,Sat Aug 29 06:16:29 CEST 2015, Event: ,LAA @ CLE, Favorite: ,Cleveland (T Bauer), 7184184   size:2.75,Price: ,1.01,
1.120319704, Sport: ,Tennis, Time: ,Sat Aug 29 06:45:00 CEST 2015, Time: ,Sat Aug 29 06:45:00 CEST 2015, Event: ,Takeuchi v M Castro, Favorite: ,Matias Castro, 8505874   size:4.0,Price: ,1.18,
1.120319648, Sport: ,Tennis, Time: ,Sat Aug 29 06:45:00 CEST 2015, Time: ,Sat Aug 29 06:45:00 CEST 2015, Event: ,Congcar v Sa Ratiwatana, Favorite: ,Congsup Congcar, 8795655   size:13.76,Price: ,1.53,Sanchai Ratiwatana, 8261682   size:13.76,Price: ,2.36,
1.120319773, Sport: ,Tennis, Time: ,Sat Aug 29 06:45:00 CEST 2015, Time: ,Sat Aug 29 06:45:00 CEST 2015, Event: ,K Stevenson v Whittington, Favorite: ,Andrew Whittington, 8172414   size:4.42,Price: ,1.16,Kelsey Stevenson, 7689565   size:6.88,Price: ,6.4,
1.120298617, Sport: ,Soccer, Time: ,Sat Aug 29 07:00:00 CEST 2015, Time: ,Sat Aug 29 07:00:00 CEST 2015, Event: ,UST Growling Tigers (S) v Ateneo B Eagles (S), Favorite: ,Ateneo B Eagles (S), 10135541   size:11.72,Price: ,1.08,The Draw, 58805   size:10.73,Price: ,1.29,
1.120162580, Sport: ,Basketball, Time: ,Sat Aug 29 07:00:00 CEST 2015, Time: ,Sat Aug 29 07:00:00 CEST 2015, Event: ,Sri Lanka (W) v North Korea (W), Favorite: ,North Korea (W), 10179368   size:15.0,Price: ,1.03,Sri Lanka (W), 10179367   size:29.03,Price: ,11.0,
