1.122467740, Sport: ,Basketball, Time: ,Thu Jan 14 01:00:00 CET 2016, Time: ,Thu Jan 14 01:00:00 CET 2016, Event: ,Duke @ Clemson, Favorite: ,Duke, 29829   size:520.57,Price: ,1.29,Clemson, 671869   size:94.27,Price: ,3.85,x
1.122573750, Sport: ,Soccer, Time: ,Thu Jan 14 06:30:00 CET 2016, Time: ,Thu Jan 14 06:30:00 CET 2016, Event: ,San Beda R Lions (S) v Lyceum Pirates (S), Favorite: ,San Beda R Lions (S), 10135573   size:7.88,Price: ,1.07,Lyceum Pirates (S), 10135542   size:7.88,Price: ,1.07,The Draw, 58805   size:15.98,Price: ,2.88,ok
1.122573197, Sport: ,Soccer, Time: ,Thu Jan 14 18:15:00 CET 2016, Time: ,Thu Jan 14 18:15:00 CET 2016, Event: ,Gibraltar Utd (Res) v Mons Calpe (Res), Favorite: ,Gibraltar Utd (Res), 10466243   size:7.88,Price: ,1.07,Mons Calpe (Res), 10482342   size:7.88,Price: ,1.07,The Draw, 58805   size:15.98,Price: ,2.88,ok
1.122574566, Sport: ,Tennis, Time: ,Wed Jan 13 22:30:00 CET 2016, Time: ,Wed Jan 13 22:30:00 CET 2016, Event: ,Torebko v Kicker, Favorite: ,Nicolas Kicker, 8326744   size:73.47,Price: ,1.65,Peter Torebko, 5829498   size:73.6,Price: ,2.4,ok
1.122549247, Sport: ,Basketball, Time: ,Thu Jan 14 18:00:00 CET 2016, Time: ,Thu Jan 14 18:00:00 CET 2016, Event: ,CSKA Moscow v Barcelona, Favorite: ,CSKA Moscow, 266272   size:265.19,Price: ,1.31,Barcelona, 266269   size:9.56,Price: ,3.5,ok
1.122572542, Sport: ,Soccer, Time: ,Thu Jan 14 11:00:00 CET 2016, Time: ,Thu Jan 14 11:00:00 CET 2016, Event: ,Trencin v Spartak Myjava, Favorite: ,Trencin, 501167   size:7.88,Price: ,1.07,Spartak Myjava, 4247363   size:7.88,Price: ,1.07,The Draw, 58805   size:15.98,Price: ,2.88,ok
1.122467744, Sport: ,Basketball, Time: ,Thu Jan 14 02:15:00 CET 2016, Time: ,Thu Jan 14 02:15:00 CET 2016, Event: ,TCU @ Baylor, Favorite: ,Baylor, 705559   size:1500.0,Price: ,1.1,TCU, 711186   size:26.18,Price: ,8.2,ok
1.122563391, Sport: ,Soccer, Time: ,Wed Jan 13 20:45:00 CET 2016, Time: ,Wed Jan 13 20:45:00 CET 2016, Event: ,Cambridge City v Histon, Favorite: ,Cambridge City, 990643   size:2.42,Price: ,1.9,Histon, 597738   size:25.11,Price: ,3.65,The Draw, 58805   size:2.31,Price: ,3.65,ok
1.122467748, Sport: ,Basketball, Time: ,Thu Jan 14 02:30:00 CET 2016, Time: ,Thu Jan 14 02:30:00 CET 2016, Event: ,Marquette @ Villanova, Favorite: ,Villanova, 675919   size:13.26,Price: ,1.03,Marquette, 292295   size:24.65,Price: ,2.62,ok
1.122556456, Sport: ,Cricket, Time: ,Thu Jan 14 04:00:00 CET 2016, Time: ,Thu Jan 14 04:00:00 CET 2016, Event: ,Bangladesh U19 v West Indies U19 (2nd ODI), Favorite: ,Bangladesh U19, 910426   size:8.47,Price: ,1.5,West Indies U19, 737330   size:2.94,Price: ,2.44,ok
1.122570008, Sport: ,Soccer, Time: ,Thu Jan 14 16:00:00 CET 2016, Time: ,Thu Jan 14 16:00:00 CET 2016, Event: ,Sion v Aalen, Favorite: ,Sion, 65785   size:5.12,Price: ,2.06,Aalen, 208029   size:38.35,Price: ,2.74,The Draw, 58805   size:28.41,Price: ,3.35,ok
1.122558759, Sport: ,Basketball, Time: ,Wed Jan 13 20:00:00 CET 2016, Time: ,Wed Jan 13 20:00:00 CET 2016, Event: ,Oldenburg v Valencia, Favorite: ,Oldenburg, 1285952   size:3.26,Price: ,1.03,Valencia, 599260   size:112.97,Price: ,1.44,x
