1.119467661, Sport: ,Cricket, Time: ,Sun Jul 19 15:15:00 CEST 2015, Time: ,Sun Jul 19 15:15:00 CEST 2015, Event: ,Papua New Guinea v USA, Favorite: ,Papua New Guinea, 2857977   size:3.87,Price: ,1.32,USA, 891555   size:6.07,Price: ,3.65,x
1.119572185, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Einherji v Kari, Favorite: ,Einherji, 3968884   size:2.9,Price: ,1.83,Kari, 6379239   size:4.32,Price: ,3.0,The Draw, 58805   size:36.01,Price: ,4.0,x
1.119577583, Sport: ,Tennis, Time: ,Sun Jul 19 12:45:00 CEST 2015, Time: ,Sun Jul 19 12:45:00 CEST 2015, Event: ,Trevisan v Skugor, Favorite: ,Franko Skugor, 2862839   size:3.51,Price: ,1.44,Matteo Trevisan, 8284473   size:2.63,Price: ,2.92,x
1.119449266, Sport: ,Soccer, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,Raufoss v Notodden, Favorite: ,Raufoss, 152564   size:3.02,Price: ,1.78,Notodden, 2363980   size:3.19,Price: ,3.25,The Draw, 58805   size:3.39,Price: ,3.8,ok
1.119574895, Sport: ,Tennis, Time: ,Sun Jul 19 11:45:00 CEST 2015, Time: ,Sun Jul 19 11:45:00 CEST 2015, Event: ,Witten v Kim, Favorite: ,Jesse Witten, 2310681   size:6.83,Price: ,1.2,Cheong-Eui Kim, 8505207   size:4.14,Price: ,1.33,ok
1.119487065, Sport: ,Rugby League, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Workington v London Broncos, Favorite: ,Draw, 11126   size:360.17,Price: ,1.01,x
1.119489001, Sport: ,Soccer, Time: ,Sun Jul 19 13:45:00 CEST 2015, Time: ,Sun Jul 19 13:45:00 CEST 2015, Event: ,Shanghai Shenxin v Shijiazhuang Yongchang, Favorite: ,Shijiazhuang Yongchang, 9279851   size:2.89,Price: ,2.46,Shanghai Shenxin, 9151487   size:158.09,Price: ,3.2,The Draw, 58805   size:3.27,Price: ,3.35,x
1.119570171, Sport: ,Soccer, Time: ,Sun Jul 19 14:00:00 CEST 2015, Time: ,Sun Jul 19 14:00:00 CEST 2015, Event: ,Callington Town FC v Yeovil, Favorite: ,Yeovil, 132555   size:2.63,Price: ,1.08,Callington Town FC, 10009195   size:2.73,Price: ,2.26,The Draw, 58805   size:12.37,Price: ,3.5,ok
1.119487062, Sport: ,Rugby League, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Batley v Hunslet, Favorite: ,Draw, 11126   size:360.17,Price: ,1.01,x
1.119487061, Sport: ,Rugby League, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,Doncaster v Halifax, Favorite: ,Draw, 11126   size:360.17,Price: ,1.01,x
1.119487064, Sport: ,Rugby League, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Whitehaven v Dewsbury, Favorite: ,Draw, 11126   size:360.17,Price: ,1.01,x
1.119487063, Sport: ,Rugby League, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Bradford v Leigh, Favorite: ,Draw, 11126   size:360.17,Price: ,1.01,ok
1.119574887, Sport: ,Tennis, Time: ,Sun Jul 19 09:30:00 CEST 2015, Time: ,Sun Jul 19 09:30:00 CEST 2015, Event: ,Michon v Kiiski, Favorite: ,Axel Michon, 4994683   size:2.63,Price: ,1.16,Lauri Kiiski, 8713664   size:42.6,Price: ,5.3,ok
1.119580406, Sport: ,Tennis, Time: ,Sun Jul 19 15:30:00 CEST 2015, Time: ,Sun Jul 19 15:30:00 CEST 2015, Event: ,Maria/Savchuk v Bertens/Larsson, Favorite: ,Bertens/Larsson, 7612543   size:3.96,Price: ,1.68,Maria/Savchuk, 9946920   size:2.26,Price: ,2.16,ok
1.119450823, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,KuPS v FC Inter, Favorite: ,FC Inter, 139505   size:9.29,Price: ,2.74,KuPS, 139510   size:22.43,Price: ,2.84,The Draw, 58805   size:112.54,Price: ,3.4,x
1.119574757, Sport: ,Basketball, Time: ,Sun Jul 19 16:30:00 CEST 2015, Time: ,Sun Jul 19 16:30:00 CEST 2015, Event: ,Slovenia U20 v Poland U20, Favorite: ,Poland U20, 7407496   size:15.84,Price: ,1.01,x
1.119574754, Sport: ,Basketball, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Ukraine U20 v Germany U20, Favorite: ,Germany U20, 7407460   size:15.84,Price: ,1.01,ok
1.119570030, Sport: ,Soccer, Time: ,Sun Jul 19 17:00:00 CEST 2015, Time: ,Sun Jul 19 17:00:00 CEST 2015, Event: ,Atalanta v Rap Val Seriana, Favorite: ,Atalanta, 215817   size:142.62,Price: ,1.06,Rap Val Seriana, 10009153   size:22.86,Price: ,2.02,The Draw, 58805   size:5.46,Price: ,2.7,ok
1.119355665, Sport: ,Basketball, Time: ,Sun Jul 19 14:45:00 CEST 2015, Time: ,Sun Jul 19 14:45:00 CEST 2015, Event: ,France U19 (W) v Canada U19 (W), Favorite: ,Canada U19 (W), 7433565   size:2.88,Price: ,1.02,x
1.119568511, Sport: ,Soccer, Time: ,Sun Jul 19 11:30:00 CEST 2015, Time: ,Sun Jul 19 11:30:00 CEST 2015, Event: ,Dong Tam Long An v Thanh Hoa, Favorite: ,Thanh Hoa, 7227126   size:2.63,Price: ,2.52,Dong Tam Long An, 2343976   size:31.19,Price: ,2.76,The Draw, 58805   size:7.02,Price: ,3.4,x
1.119452558, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,St Gallen v Lugano, Favorite: ,St Gallen, 6392   size:293.12,Price: ,1.96,The Draw, 58805   size:15.9,Price: ,3.8,Lugano, 65780   size:25.06,Price: ,4.1,ok
1.119450263, Sport: ,Soccer, Time: ,Sun Jul 19 16:30:00 CEST 2015, Time: ,Sun Jul 19 16:30:00 CEST 2015, Event: ,Eschborn v Wormatia Worms, Favorite: ,Wormatia Worms, 2495962   size:2.63,Price: ,1.55,The Draw, 58805   size:2.88,Price: ,4.1,Eschborn, 498551   size:3.64,Price: ,5.0,ok
1.119570945, Sport: ,Soccer, Time: ,Sun Jul 19 18:00:00 CEST 2015, Time: ,Sun Jul 19 18:00:00 CEST 2015, Event: ,SV Meppen v Arminia Bielefeld, Favorite: ,Arminia Bielefeld, 347829   size:66.03,Price: ,1.6,The Draw, 58805   size:16.8,Price: ,3.7,SV Meppen, 5945855   size:50.04,Price: ,3.95,ok
1.119579793, Sport: ,Tennis, Time: ,Sun Jul 19 17:45:00 CEST 2015, Time: ,Sun Jul 19 17:45:00 CEST 2015, Event: ,Meister v Daciek, Favorite: ,Nicolas Meister, 6534042   size:57.7,Price: ,1.03,Patrick Daciek, 9239558   size:7.89,Price: ,1.69,ok
1.119579678, Sport: ,Tennis, Time: ,Sun Jul 19 14:45:00 CEST 2015, Time: ,Sun Jul 19 14:45:00 CEST 2015, Event: ,Folie v De Valk, Favorite: ,Alexandre Folie, 8520900   size:2.63,Price: ,1.06,Roy De Valk, 10009388   size:3.45,Price: ,5.9,x
1.119488861, Sport: ,Soccer, Time: ,Sun Jul 19 13:35:00 CEST 2015, Time: ,Sun Jul 19 13:35:00 CEST 2015, Event: ,Tianjin Teda v Guizhou Renhe, Favorite: ,Tianjin Teda, 3727828   size:51.97,Price: ,2.12,The Draw, 58805   size:108.86,Price: ,3.45,Guizhou Renhe, 7074386   size:27.25,Price: ,3.85,x
1.119488621, Sport: ,Soccer, Time: ,Sun Jul 19 17:00:00 CEST 2015, Time: ,Sun Jul 19 17:00:00 CEST 2015, Event: ,OFK Belgrade v Crvena Zvezda, Favorite: ,Crvena Zvezda, 6399   size:3.39,Price: ,1.22,The Draw, 58805   size:2.71,Price: ,4.9,OFK Belgrade, 427627   size:2.79,Price: ,11.5,ok
1.119570381, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,Freiburg v Malaga, Favorite: ,Freiburg, 44520   size:7.04,Price: ,2.12,Malaga, 13360   size:10.01,Price: ,2.76,The Draw, 58805   size:7.43,Price: ,3.35,x
1.119062448, Sport: ,Cricket, Time: ,Sun Jul 19 11:00:00 CEST 2015, Time: ,Sun Jul 19 11:00:00 CEST 2015, Event: ,Sri Lanka v Pakistan (3rd ODI), Favorite: ,Sri Lanka, 7337   size:444.62,Price: ,1.78,Pakistan, 7461   size:23.12,Price: ,2.26,x
1.119450963, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,Haka v FC Jazz, Favorite: ,Haka, 516339   size:23.33,Price: ,1.67,The Draw, 58805   size:9.65,Price: ,4.3,FC Jazz, 344796   size:21.43,Price: ,5.2,ok
1.119452355, Sport: ,Soccer, Time: ,Sun Jul 19 13:45:00 CEST 2015, Time: ,Sun Jul 19 13:45:00 CEST 2015, Event: ,Thun v Grasshoppers Zurich, Favorite: ,Thun, 176184   size:5.26,Price: ,2.5,Grasshoppers Zurich, 373489   size:311.8,Price: ,3.1,The Draw, 58805   size:95.5,Price: ,3.45,x
1.119540841, Sport: ,Tennis, Time: ,Sun Jul 19 14:00:00 CEST 2015, Time: ,Sun Jul 19 14:00:00 CEST 2015, Event: ,5. A Ungur v Gombos, Favorite: ,Norbert Gombos, 8173023   size:3.51,Price: ,1.46,Adrian Ungur, 4987965   size:2.63,Price: ,2.32,x
1.119459774, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,CFR Cluj v ACS Poli Timisoara, Favorite: ,CFR Cluj, 1193695   size:120.38,Price: ,2.08,The Draw, 58805   size:176.93,Price: ,3.3,ACS Poli Timisoara, 6809287   size:6.05,Price: ,4.1,ok
1.119567519, Sport: ,Soccer, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,FK Sibir Novosibirsk II v FK Irtysh Omsk, Favorite: ,FK Irtysh Omsk, 9505864   size:10.92,Price: ,1.22,FK Sibir Novosibirsk II, 7430919   size:10.92,Price: ,2.0,The Draw, 58805   size:2.01,Price: ,2.72,x
1.119453671, Sport: ,Soccer, Time: ,Sun Jul 19 17:00:00 CEST 2015, Time: ,Sun Jul 19 17:00:00 CEST 2015, Event: ,Mordovia Saransk v Lokomotiv, Favorite: ,Lokomotiv, 214365   size:345.26,Price: ,2.1,The Draw, 58805   size:34.79,Price: ,3.3,Mordovia Saransk, 4045119   size:98.37,Price: ,4.1,ok
1.119570804, Sport: ,Soccer, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,Nantwich Town v Crewe, Favorite: ,Crewe, 47991   size:2.63,Price: ,1.37,The Draw, 58805   size:44.8,Price: ,4.3,Nantwich Town, 1433861   size:13.26,Price: ,5.8,ok
1.119570241, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,Chievo v SSD Virtus Verona 1921, Favorite: ,Chievo, 44506   size:142.62,Price: ,1.06,The Draw, 58805   size:3.39,Price: ,10.0,SSD Virtus Verona 1921, 10009209   size:36.01,Price: ,20.0,ok
1.119583834, Sport: ,Volleyball, Time: ,Sun Jul 19 16:30:00 CEST 2015, Time: ,Sun Jul 19 16:30:00 CEST 2015, Event: ,Serbia v France, Favorite: ,France, 678721   size:5.91,Price: ,1.49,Serbia, 2010254   size:6.05,Price: ,2.54,ok
1.119580204, Sport: ,Soccer, Time: ,Sun Jul 19 17:00:00 CEST 2015, Time: ,Sun Jul 19 17:00:00 CEST 2015, Event: ,LKS Lomza v Rakow Czestochowa, Favorite: ,Rakow Czestochowa, 5876552   size:8.25,Price: ,1.46,LKS Lomza, 10018484   size:8.25,Price: ,2.18,The Draw, 58805   size:16.51,Price: ,2.72,x
