1.119467661, Sport: ,Cricket, Time: ,Sun Jul 19 15:15:00 CEST 2015, Time: ,Sun Jul 19 15:15:00 CEST 2015, Event: ,Papua New Guinea v USA, Favorite: ,Papua New Guinea, 2857977   size:3.87,Price: ,1.32,USA, 891555   size:6.07,Price: ,3.65,x
1.119572185, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Einherji v Kari, Favorite: ,Einherji, 3968884   size:2.9,Price: ,1.83,Kari, 6379239   size:4.32,Price: ,3.0,The Draw, 58805   size:36.01,Price: ,4.0,x
1.119398562, Sport: ,Darts, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Pipe v J Lewis, Favorite: ,Justin Pipe, 3066954   size:5.16,Price: ,1.52,Jamie Lewis, 6432513   size:5.16,Price: ,2.72,x
1.119580373, Sport: ,Tennis, Time: ,Sun Jul 19 17:15:00 CEST 2015, Time: ,Sun Jul 19 17:15:00 CEST 2015, Event: ,Altamirano v Bozoljac, Favorite: ,Ilija Bozoljac, 4489337   size:34.15,Price: ,1.04,Collin Altamirano, 7582779   size:17.07,Price: ,1.08,ok
1.119570311, Sport: ,Soccer, Time: ,Sun Jul 19 14:00:00 CEST 2015, Time: ,Sun Jul 19 14:00:00 CEST 2015, Event: ,Drogheda v Warrenpoint Town, Favorite: ,Drogheda, 184329   size:3.21,Price: ,2.2,Warrenpoint Town, 3611092   size:7.63,Price: ,3.25,The Draw, 58805   size:6.62,Price: ,3.45,x
1.119554626, Sport: ,Tennis, Time: ,Sun Jul 19 13:00:00 CEST 2015, Time: ,Sun Jul 19 13:00:00 CEST 2015, Event: ,4. Thiem v R Haase, Favorite: ,Dominic Thiem, 5720747   size:3.11,Price: ,1.57,Robin Haase, 2309796   size:2.1,Price: ,2.32,x
1.119572297, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,FK Atyrau v Kairat Almaty, Favorite: ,Kairat Almaty, 197955   size:4.9,Price: ,2.46,FK Atyrau, 197956   size:30.3,Price: ,2.82,The Draw, 58805   size:3.64,Price: ,2.98,x
1.119488931, Sport: ,Soccer, Time: ,Sun Jul 19 13:45:00 CEST 2015, Time: ,Sun Jul 19 13:45:00 CEST 2015, Event: ,Henan v Hangzhou Greentown, Favorite: ,Henan, 4525687   size:15.76,Price: ,1.64,The Draw, 58805   size:89.07,Price: ,3.95,Hangzhou Greentown, 4057550   size:38.87,Price: ,6.6,x
1.119452719, Sport: ,Soccer, Time: ,Sun Jul 19 13:45:00 CEST 2015, Time: ,Sun Jul 19 13:45:00 CEST 2015, Event: ,FC Basel v FC Vaduz, Favorite: ,FC Basel, 2939090   size:1089.84,Price: ,1.39,The Draw, 58805   size:11.27,Price: ,5.3,FC Vaduz, 46945   size:98.58,Price: ,9.8,ok
1.119580133, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,PTS Sleza Wroclaw v Bytovia Bytow, Favorite: ,Bytovia Bytow, 5876553   size:8.25,Price: ,1.46,PTS Sleza Wroclaw, 10018470   size:8.25,Price: ,2.26,The Draw, 58805   size:16.51,Price: ,2.84,ok
1.119454217, Sport: ,Soccer, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,Norrkoping v IFK Goteborg, Favorite: ,Norrkoping, 30683   size:38.88,Price: ,2.64,IFK Goteborg, 30689   size:5.58,Price: ,3.0,The Draw, 58805   size:471.2,Price: ,3.4,x
1.119579838, Sport: ,Tennis, Time: ,Sun Jul 19 17:45:00 CEST 2015, Time: ,Sun Jul 19 17:45:00 CEST 2015, Event: ,B Casares v Bambridge, Favorite: ,Luke Bambridge, 7364198   size:45.53,Price: ,1.03,ok
1.119452864, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Shakhtar v Oleksandria, Favorite: ,Shakhtar, 477822   size:133.66,Price: ,1.11,The Draw, 58805   size:33.08,Price: ,12.0,Oleksandria, 5618507   size:23.93,Price: ,25.0,ok
1.119567810, Sport: ,Soccer, Time: ,Sun Jul 19 13:00:00 CEST 2015, Time: ,Sun Jul 19 13:00:00 CEST 2015, Event: ,Osotspa v Chiangrai Utd, Favorite: ,Osotspa, 9238044   size:2.63,Price: ,2.28,Chiangrai Utd, 9306470   size:2.63,Price: ,3.0,The Draw, 58805   size:2.63,Price: ,3.2,x
1.119452074, Sport: ,Soccer, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,Schaffhausen v Neuchatel Xamax, Favorite: ,Schaffhausen, 328835   size:73.94,Price: ,2.02,The Draw, 58805   size:24.62,Price: ,3.65,Neuchatel Xamax, 65779   size:5.16,Price: ,3.8,ok
1.119537727, Sport: ,Tennis, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,5. Darcis v Peliwo, Favorite: ,Steve Darcis, 2481589   size:2.63,Price: ,1.14,Filip Peliwo, 7366916   size:2.0,Price: ,2.44,ok
1.119401008, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,TP-47 v KPV, Favorite: ,KPV, 1130626   size:2.64,Price: ,1.85,TP-47, 396700   size:2.96,Price: ,3.15,The Draw, 58805   size:5.24,Price: ,3.75,ok
1.119449467, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,OPS v FC Kiisto, Favorite: ,OPS, 2391052   size:9.12,Price: ,1.35,The Draw, 58805   size:3.89,Price: ,4.9,FC Kiisto, 498146   size:3.62,Price: ,6.4,ok
1.119579969, Sport: ,Tennis, Time: ,Sun Jul 19 17:15:00 CEST 2015, Time: ,Sun Jul 19 17:15:00 CEST 2015, Event: ,Wang v N Compagnucci, Favorite: ,Nicolas Compagnucci, 10009142   size:45.53,Price: ,1.03,x
1.119568571, Sport: ,Soccer, Time: ,Sun Jul 19 11:30:00 CEST 2015, Time: ,Sun Jul 19 11:30:00 CEST 2015, Event: ,Dong Thap v Hai Phong, Favorite: ,Hai Phong, 9109500   size:2.92,Price: ,2.3,Dong Thap, 9122534   size:3.77,Price: ,2.8,The Draw, 58805   size:12.9,Price: ,3.3,ok
1.119580035, Sport: ,Tennis, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Errani v Schmiedlova, Favorite: ,Sara Errani, 2309567   size:110.32,Price: ,1.56,Anna Karolina Schmiedlo, 9379842   size:6.38,Price: ,2.74,x
1.119580277, Sport: ,Soccer, Time: ,Sun Jul 19 17:00:00 CEST 2015, Time: ,Sun Jul 19 17:00:00 CEST 2015, Event: ,Ursus Warsaw v Zaglebie Sosnowiec, Favorite: ,Zaglebie Sosnowiec, 2486936   size:6.39,Price: ,1.44,The Draw, 58805   size:19.38,Price: ,2.1,Ursus Warsaw, 7568774   size:11.18,Price: ,2.16,ok
1.119454126, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,Helsingborgs v AIK, Favorite: ,AIK, 168731   size:94.18,Price: ,2.26,Helsingborgs, 764222   size:21.39,Price: ,3.35,The Draw, 58805   size:312.2,Price: ,3.55,x
1.119579611, Sport: ,Tennis, Time: ,Sun Jul 19 15:30:00 CEST 2015, Time: ,Sun Jul 19 15:30:00 CEST 2015, Event: ,Min v Tatishvili, Favorite: ,Anna Tatishvili, 2311979   size:5.96,Price: ,1.54,Grace Min, 6280340   size:2.0,Price: ,2.56,ok
1.119579610, Sport: ,Tennis, Time: ,Sun Jul 19 14:00:00 CEST 2015, Time: ,Sun Jul 19 14:00:00 CEST 2015, Event: ,Ostapenko v N Kichenok, Favorite: ,Jelena Ostapenko, 8827537   size:2.63,Price: ,1.46,Nadiia Kichenok, 8595953   size:5.91,Price: ,2.94,x
1.119579855, Sport: ,Tennis, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Smith v Haviland, Favorite: ,Ryan Haviland, 9624224   size:45.53,Price: ,1.03,x
1.119579733, Sport: ,Tennis, Time: ,Sun Jul 19 12:45:00 CEST 2015, Time: ,Sun Jul 19 12:45:00 CEST 2015, Event: ,Olivo v Reister, Favorite: ,Julian Reister, 2607569   size:2.63,Price: ,1.8,Renzo Olivo, 4822931   size:6.68,Price: ,2.18,ok
1.119571731, Sport: ,Soccer, Time: ,Sun Jul 19 15:00:00 CEST 2015, Time: ,Sun Jul 19 15:00:00 CEST 2015, Event: ,Azam FC v KCCA FC, Favorite: ,KCCA FC, 10009487   size:10.92,Price: ,1.08,The Draw, 58805   size:10.92,Price: ,1.29,x
1.119577317, Sport: ,Tennis, Time: ,Sun Jul 19 11:00:00 CEST 2015, Time: ,Sun Jul 19 11:00:00 CEST 2015, Event: ,Zverev v Dutra Silva, Favorite: ,Rogerio Dutra Silva, 2301068   size:2.63,Price: ,1.73,Mischa Zverev, 2263625   size:2.24,Price: ,2.18,ok
1.119583559, Sport: ,Tennis, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Escobedo v C Sinclair, Favorite: , Colin Sinclair , 10019735   size:45.53,Price: ,1.03,x
1.119453853, Sport: ,Soccer, Time: ,Sun Jul 19 12:30:00 CEST 2015, Time: ,Sun Jul 19 12:30:00 CEST 2015, Event: ,Zenit St Petersburg v Dinamo Moscow, Favorite: ,Zenit St Petersburg, 197960   size:900.81,Price: ,1.7,The Draw, 58805   size:82.87,Price: ,4.1,Dinamo Moscow, 50343   size:121.25,Price: ,5.6,ok
1.119568447, Sport: ,Soccer, Time: ,Sun Jul 19 11:30:00 CEST 2015, Time: ,Sun Jul 19 11:30:00 CEST 2015, Event: ,Can Tho v Ha Noi T and T, Favorite: ,Ha Noi T and T, 9166358   size:10.71,Price: ,2.02,The Draw, 58805   size:3.34,Price: ,3.05,Can Tho, 9038412   size:8.48,Price: ,3.25,ok
1.119451440, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Atletico PR v Chapecoense, Favorite: ,Atletico PR, 442159   size:199.33,Price: ,2.0,The Draw, 58805   size:89.84,Price: ,3.45,Chapecoense, 2909511   size:215.73,Price: ,4.4,ok
1.119450473, Sport: ,Soccer, Time: ,Sun Jul 19 18:00:00 CEST 2015, Time: ,Sun Jul 19 18:00:00 CEST 2015, Event: ,Osnabruck v Schalke, Favorite: ,Schalke, 50335   size:3.33,Price: ,1.52,The Draw, 58805   size:2.63,Price: ,4.1,Osnabruck, 67187   size:4.71,Price: ,5.0,ok
1.119571844, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,CA San Miguel v CS Dock Sud, Favorite: ,CA San Miguel, 9568569   size:2.54,Price: ,2.04,The Draw, 58805   size:2.27,Price: ,2.22,CS Dock Sud, 9366695   size:2.02,Price: ,2.58,ok
1.119579624, Sport: ,Tennis, Time: ,Sun Jul 19 13:00:00 CEST 2015, Time: ,Sun Jul 19 13:00:00 CEST 2015, Event: ,Aksu v Hlavackova, Favorite: ,Andrea Hlavackova, 2405315   size:6.53,Price: ,1.3,Ayla Aksu, 8698940   size:26.19,Price: ,3.75,ok
1.119551697, Sport: ,Tennis, Time: ,Sun Jul 19 15:30:00 CEST 2015, Time: ,Sun Jul 19 15:30:00 CEST 2015, Event: ,5. J Ward v Tsonga, Favorite: ,Jo-Wilfried Tsonga, 4190307   size:6403.43,Price: ,1.12,James Ward, 2370329   size:37.79,Price: ,8.6,x
1.119567463, Sport: ,Soccer, Time: ,Sun Jul 19 16:30:00 CEST 2015, Time: ,Sun Jul 19 16:30:00 CEST 2015, Event: ,FK Astrakhan v SKA Rostov na Donu, Favorite: ,FK Astrakhan, 7451143   size:10.92,Price: ,1.42,SKA Rostov na Donu, 10004873   size:10.92,Price: ,1.75,The Draw, 58805   size:5.46,Price: ,2.7,x
1.119450333, Sport: ,Soccer, Time: ,Sun Jul 19 15:30:00 CEST 2015, Time: ,Sun Jul 19 15:30:00 CEST 2015, Event: ,Korona Kielce v Jagiellonia Bialystock, Favorite: ,Jagiellonia Bialystock, 7391394   size:5.16,Price: ,2.64,Korona Kielce, 1209555   size:14.4,Price: ,3.0,The Draw, 58805   size:119.3,Price: ,3.3,x
1.119449471, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,Klubi-04 v FC Viikingit, Favorite: ,FC Viikingit, 396723   size:19.98,Price: ,1.09,The Draw, 58805   size:18.58,Price: ,1.3,Klubi-04, 798978   size:2.99,Price: ,1.68,x
1.119537712, Sport: ,Tennis, Time: ,Sun Jul 19 13:00:00 CEST 2015, Time: ,Sun Jul 19 13:00:00 CEST 2015, Event: ,4. Goffin v Dancevic, Favorite: ,David Goffin, 5224084   size:3624.29,Price: ,1.05,Frank Dancevic, 2249832   size:2.06,Price: ,7.0,x
1.119449819, Sport: ,Soccer, Time: ,Sun Jul 19 17:30:00 CEST 2015, Time: ,Sun Jul 19 17:30:00 CEST 2015, Event: ,JaPS v KaPa, Favorite: ,JaPS, 436011   size:8.19,Price: ,1.93,KaPa, 436003   size:3.53,Price: ,2.8,The Draw, 58805   size:2.22,Price: ,3.85,x
1.119567695, Sport: ,Soccer, Time: ,Sun Jul 19 14:00:00 CEST 2015, Time: ,Sun Jul 19 14:00:00 CEST 2015, Event: ,Army Utd v Chonburi, Favorite: ,Chonburi, 2899298   size:2.63,Price: ,2.54,Army Utd, 9233643   size:48.54,Price: ,2.6,The Draw, 58805   size:4.16,Price: ,3.15,ok
1.119567578, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Kuban Krasnodar (Y) v FK Ural (Youth), Favorite: ,Kuban Krasnodar (Y), 7227084   size:2.57,Price: ,1.9,FK Ural (Youth), 9012992   size:8.25,Price: ,3.3,The Draw, 58805   size:5.61,Price: ,3.45,ok
1.119449262, Sport: ,Soccer, Time: ,Sun Jul 19 16:00:00 CEST 2015, Time: ,Sun Jul 19 16:00:00 CEST 2015, Event: ,Drammen v Gjovik-Lyn, Favorite: ,Gjovik-Lyn, 778905   size:2.63,Price: ,1.38,The Draw, 58805   size:4.66,Price: ,5.2,Drammen, 5508512   size:3.54,Price: ,5.9,ok
