1.121451748, Sport: ,Soccer, Time: ,Mon Nov 02 16:30:00 CET 2015, Time: ,Mon Nov 02 16:30:00 CET 2015, Event: ,Lokomotiv Plovdiv v Ludogorets, Favorite: ,Ludogorets, 5112599   size:193.23,Price: ,1.74,Lokomotiv Plovdiv, 878125   size:12.9,Price: ,5.9,The Draw, 58805   size:54.4,Price: ,3.5,x
1.121451108, Sport: ,Soccer, Time: ,Mon Nov 02 19:30:00 CET 2015, Time: ,Mon Nov 02 19:30:00 CET 2015, Event: ,Sint Truidense (Youth) v Club Brugge (Y), Favorite: ,Sint Truidense (Youth), 10158287   size:6.54,Price: ,1.73,Club Brugge (Y), 7159209   size:6.4,Price: ,1.9,The Draw, 58805   size:6.15,Price: ,2.32,ok
1.121622237, Sport: ,Soccer, Time: ,Mon Nov 02 19:00:00 CET 2015, Time: ,Mon Nov 02 19:00:00 CET 2015, Event: ,Deportivo Moron v Flandria, Favorite: ,Deportivo Moron, 5289143   size:9.08,Price: ,1.89,Flandria, 9509138   size:7.04,Price: ,3.75,The Draw, 58805   size:15.29,Price: ,2.8,x
1.121606435, Sport: ,Tennis, Time: ,Mon Nov 02 17:00:00 CET 2015, Time: ,Mon Nov 02 17:00:00 CET 2015, Event: ,Karatsev v Otte, Favorite: ,Aslan Karatsev, 7659748   size:7.1,Price: ,1.41,Oscar Otte, 9624731   size:5.01,Price: ,3.35,ok
1.121452793, Sport: ,Soccer, Time: ,Mon Nov 02 18:30:00 CET 2015, Time: ,Mon Nov 02 18:30:00 CET 2015, Event: ,Iraklis v Atromitos, Favorite: ,Iraklis, 14076   size:14.68,Price: ,2.66,Atromitos, 1234639   size:194.64,Price: ,3.3,The Draw, 58805   size:154.53,Price: ,3.0,ok
1.121610813, Sport: ,Tennis, Time: ,Mon Nov 02 23:30:00 CET 2015, Time: ,Mon Nov 02 23:30:00 CET 2015, Event: ,Sandgren v R Harrison, Favorite: ,Ryan Harrison, 2923247   size:8.44,Price: ,1.54,Tennys Sandgren, 6604266   size:5.23,Price: ,2.64,ok
1.121453081, Sport: ,Soccer, Time: ,Mon Nov 02 17:30:00 CET 2015, Time: ,Mon Nov 02 17:30:00 CET 2015, Event: ,Rostov v Dinamo Moscow, Favorite: ,Rostov, 503146   size:392.32,Price: ,2.36,Dinamo Moscow, 50343   size:10.62,Price: ,3.55,The Draw, 58805   size:333.41,Price: ,3.3,ok
1.121618134, Sport: ,Tennis, Time: ,Mon Nov 02 16:15:00 CET 2015, Time: ,Mon Nov 02 16:15:00 CET 2015, Event: ,M Granollers v Al Bedene, Favorite: ,Aljaz Bedene, 5706996   size:174.69,Price: ,1.83,Marcel Granollers, 3035263   size:50.99,Price: ,2.18,ok
1.121613407, Sport: ,Soccer, Time: ,Mon Nov 02 18:30:00 CET 2015, Time: ,Mon Nov 02 18:30:00 CET 2015, Event: ,Heracles Almelo (Res) v Willem II Tilburg (Res), Favorite: ,Heracles Almelo (Res), 10138993   size:138.81,Price: ,1.06,Willem II Tilburg (Res), 10138992   size:138.81,Price: ,1.06,The Draw, 58805   size:70.11,Price: ,3.5,x
1.121618773, Sport: ,Tennis, Time: ,Mon Nov 02 16:30:00 CET 2015, Time: ,Mon Nov 02 16:30:00 CET 2015, Event: ,Galarza/Lipovsek Puches v Galan/Rodriguez, Favorite: ,Galarza/Lipovsek Puches, 10484015   size:2.55,Price: ,1.2,Galan/Rodriguez, 10484016   size:6.04,Price: ,3.6,x
1.121610779, Sport: ,Tennis, Time: ,Mon Nov 02 21:45:00 CET 2015, Time: ,Mon Nov 02 21:45:00 CET 2015, Event: ,Smyczek v D Evans, Favorite: ,Tim Smyczek, 2848631   size:2.55,Price: ,1.61,Daniel Evans, 3103121   size:31.85,Price: ,2.3,ok
1.121611620, Sport: ,Tennis, Time: ,Mon Nov 02 18:15:00 CET 2015, Time: ,Mon Nov 02 18:15:00 CET 2015, Event: ,Mena v Rivera-Aranguiz, Favorite: ,Facundo Mena, 8700270   size:6.92,Price: ,1.45,Guillermo Rivera-Arangu, 8999401   size:2.55,Price: ,2.8,x
1.121612279, Sport: ,Soccer, Time: ,Mon Nov 02 20:45:00 CET 2015, Time: ,Mon Nov 02 20:45:00 CET 2015, Event: ,Burnham FC v Winchester City FC, Favorite: ,Burnham FC, 8784720   size:4.14,Price: ,1.07,Winchester City FC, 9793011   size:4.14,Price: ,1.07,The Draw, 58805   size:2.8,Price: ,1.25,x
1.121565927, Sport: ,Soccer, Time: ,Mon Nov 02 19:00:00 CET 2015, Time: ,Mon Nov 02 19:00:00 CET 2015, Event: ,CA Defensores Unidos v Justo Jose de Urquiza, Favorite: ,CA Defensores Unidos, 9544210   size:5.0,Price: ,1.91,Justo Jose de Urquiza, 9544197   size:5.0,Price: ,2.22,The Draw, 58805   size:12.5,Price: ,2.26,ok
