1.121369827, Sport: ,Soccer, Time: ,Tue Oct 27 14:00:00 CET 2015, Time: ,Tue Oct 27 14:00:00 CET 2015, Event: ,Panserraikos v Kissamikos, Favorite: ,Panserraikos, 1210411   size:2.55,Price: ,1.59,Kissamikos, 10309802   size:9.86,Price: ,5.2,Th,x
1.121486291, Sport: ,Snooker, Time: ,Tue Oct 27 12:30:00 CET 2015, Time: ,Tue Oct 27 12:30:00 CET 2015, Event: ,Fergal OBrien v Neil Robertson, Favorite: ,Neil Robertson, 2278787   size:2.55,Price: ,1.21,Fergal OBrien, 2678272   size:36.52,Price: ,4.8,ok
1.121499126, Sport: ,Tennis, Time: ,Tue Oct 27 18:15:00 CET 2015, Time: ,Tue Oct 27 18:15:00 CET 2015, Event: ,H Zeballos v M Linzer, Favorite: ,Horacio Zeballos, 3506037   size:2.55,Price: ,1.1,Michael Linzer, 7216260   size:2.55,Price: ,1.27,ok
1.121381671, Sport: ,Ice Hockey, Time: ,Tue Oct 27 17:30:00 CET 2015, Time: ,Tue Oct 27 17:30:00 CET 2015, Event: ,Kosice v Skalica, Favorite: ,Kosice, 2078586   size:4.94,Price: ,1.28,Skalica, 2078556   size:69.39,Price: ,6.6,Tie, 60104   size:72.27,Price: ,5.8,x
1.121477057, Sport: ,Snooker, Time: ,Tue Oct 27 12:30:00 CET 2015, Time: ,Tue Oct 27 12:30:00 CET 2015, Event: ,Barry Hawkins v Jimmy Robertson, Favorite: ,Barry Hawkins, 2278801   size:195.72,Price: ,1.39,Jimmy Robertson, 2725261   size:3.01,Price: ,3.2,x
1.121418243, Sport: ,Volleyball, Time: ,Tue Oct 27 20:00:00 CET 2015, Time: ,Tue Oct 27 20:00:00 CET 2015, Event: ,Le Cannet VB v Volei Alba Blaj, Favorite: ,Le Cannet VB, 9020091   size:1077.67,Price: ,1.01,Volei Alba Blaj, 10434394   size:161.37,Price: ,1.86,x
1.121482254, Sport: ,Soccer, Time: ,Tue Oct 27 20:00:00 CET 2015, Time: ,Tue Oct 27 20:00:00 CET 2015, Event: ,CA Alvarado del Plata v Gutierrez Sport Club, Favorite: ,CA Alvarado del Plata, 9564604   size:10.84,Price: ,1.1,Gutierrez Sport Club, 9564588   size:10.84,Price: ,1.1,The Draw, 58805   size:4.16,Price: ,2.88,ok
1.121477051, Sport: ,Snooker, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Mark Selby v Anthony McGill, Favorite: ,Mark Selby, 2280127   size:4.49,Price: ,1.41,Anthony McGill, 5139394   size:201.86,Price: ,3.3,ok
1.121483461, Sport: ,Tennis, Time: ,Tue Oct 27 13:30:00 CET 2015, Time: ,Tue Oct 27 13:30:00 CET 2015, Event: ,Hesse v Voegele, Favorite: ,Stefanie Voegele, 3622149   size:2.55,Price: ,1.42,Amandine Hesse, 7289620   size:6.96,Price: ,2.96,ok
1.121499120, Sport: ,Tennis, Time: ,Tue Oct 27 18:15:00 CET 2015, Time: ,Tue Oct 27 18:15:00 CET 2015, Event: ,Garin v Londero, Favorite: ,Juan Ignacio Londero, 7430086   size:41.08,Price: ,1.08,Christian Garin, 6670624   size:5.87,Price: ,1.12,ok
1.121469956, Sport: ,Tennis, Time: ,Tue Oct 27 12:00:00 CET 2015, Time: ,Tue Oct 27 12:00:00 CET 2015, Event: ,J Sousa v G Muller, Favorite: ,Gilles Muller, 2248579   size:762.03,Price: ,1.38,Joao Sousa, 7053035   size:34.11,Price: ,3.55,x
1.121487787, Sport: ,Tennis, Time: ,Tue Oct 27 06:30:00 CET 2015, Time: ,Tue Oct 27 06:30:00 CET 2015, Event: ,Q Wang v Xu, Favorite: ,Qiang Wang, 6145777   size:709.22,Price: ,1.15,Yi-Fan Xu, 2550525   size:260.39,Price: ,1.8,x
1.121364763, Sport: ,Soccer, Time: ,Tue Oct 27 14:30:00 CET 2015, Time: ,Tue Oct 27 14:30:00 CET 2015, Event: ,MFK Karvina v Mlada Boleslav, Favorite: ,Mlada Boleslav, 886284   size:102.36,Price: ,2.02,MFK Karvina, 3358864   size:19.57,Price: ,3.95,The Draw, 58805   size:10.4,Price: ,3.65,ok
1.121475668, Sport: ,Tennis, Time: ,Tue Oct 27 20:00:00 CET 2015, Time: ,Tue Oct 27 20:00:00 CET 2015, Event: ,Berlocq v Trungelliti, Favorite: ,Carlos Berlocq, 2283676   size:8.42,Price: ,1.19,Marco Trungelliti, 6498878   size:35.62,Price: ,5.0,ok
1.121365059, Sport: ,Soccer, Time: ,Tue Oct 27 20:00:00 CET 2015, Time: ,Tue Oct 27 20:00:00 CET 2015, Event: ,Heracles v Koninklijke HFC, Favorite: ,Heracles, 419132   size:134.29,Price: ,1.06,Koninklijke HFC, 10277270   size:22.0,Price: ,34.0,The Draw, 58805   size:17.08,Price: ,10.5,ok
1.121485492, Sport: ,Tennis, Time: ,Tue Oct 27 19:45:00 CET 2015, Time: ,Tue Oct 27 19:45:00 CET 2015, Event: ,Bester v Morfin Friebel, Favorite: ,Philip Bester, 2504191   size:3.61,Price: ,1.08,Luis Eduardo Morfin Fri, 9630018   size:19.48,Price: ,8.4,ok
1.121363559, Sport: ,Soccer, Time: ,Tue Oct 27 19:00:00 CET 2015, Time: ,Tue Oct 27 19:00:00 CET 2015, Event: ,Skive v Viborg, Favorite: ,Viborg, 10780   size:6.04,Price: ,1.71,Skive, 151005   size:6.29,Price: ,5.6,The Draw, 58805   size:16.32,Price: ,3.7,x
1.121417666, Sport: ,Volleyball, Time: ,Tue Oct 27 16:00:00 CET 2015, Time: ,Tue Oct 27 16:00:00 CET 2015, Event: ,Eczacibasi Vitra v Casalmaggiore, Favorite: ,Eczac?basi VitrA, 9039117   size:3.82,Price: ,1.31,Casalmaggiore, 7906928   size:3.92,Price: ,3.35,x
1.121475301, Sport: ,Tennis, Time: ,Tue Oct 27 18:00:00 CET 2015, Time: ,Tue Oct 27 18:00:00 CET 2015, Event: ,A Krajicek v Romboli, Favorite: ,Austin Krajicek, 3288367   size:3.44,Price: ,1.09,Fernando Romboli, 5304143   size:2.76,Price: ,8.0,ok
1.121363679, Sport: ,Soccer, Time: ,Tue Oct 27 12:30:00 CET 2015, Time: ,Tue Oct 27 12:30:00 CET 2015, Event: ,Spartak Pleven v CSKA Sofia, Favorite: ,CSKA Sofia, 46982   size:12.07,Price: ,1.1,Spartak Pleven, 5990373   size:5.87,Price: ,1.17,The Draw, 58805   size:2.15,Price: ,2.94,ok
1.121364009, Sport: ,Soccer, Time: ,Tue Oct 27 18:30:00 CET 2015, Time: ,Tue Oct 27 18:30:00 CET 2015, Event: ,Switzerland (W) v Georgia (W), Favorite: ,Switzerland (W), 4978949   size:0.0,Price: ,0.0,Georgia (W), 4273568   size:31.0,Price: ,300.0,The Draw, 58805   size:2.0,Price: ,120.0,ok
1.121479987, Sport: ,Soccer, Time: ,Tue Oct 27 11:00:00 CET 2015, Time: ,Tue Oct 27 11:00:00 CET 2015, Event: ,DRB Tadjenant U21 v ES Setif U21, Favorite: ,ES Setif U21, 8067442   size:2.55,Price: ,1.75,DRB Tadjenant U21, 9031373   size:2.55,Price: ,2.56,The Draw, 58805   size:2.55,Price: ,3.4,ok
1.121381955, Sport: ,Ice Hockey, Time: ,Tue Oct 27 19:00:00 CET 2015, Time: ,Tue Oct 27 19:00:00 CET 2015, Event: ,Timra v Almtuna, Favorite: ,Timra, 237393   size:2.34,Price: ,2.14,Almtuna, 539697   size:14.84,Price: ,2.92,Tie, 60104   size:7.15,Price: ,3.85,x
1.121477043, Sport: ,Snooker, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Zhou Yuelong v Sanderson Lam, Favorite: ,Zhou Yuelong, 6185914   size:7.25,Price: ,1.4,Sanderson Lam, 6644308   size:2.55,Price: ,3.0,ok
1.121493704, Sport: ,Snooker, Time: ,Tue Oct 27 12:30:00 CET 2015, Time: ,Tue Oct 27 12:30:00 CET 2015, Event: ,Ben Woollaston v Yu Delu, Favorite: ,Ben Woollaston, 2293306   size:3.97,Price: ,1.59,Yu Delu, 2336734   size:2.74,Price: ,2.3,ok
1.121480403, Sport: ,Tennis, Time: ,Tue Oct 27 12:15:00 CET 2015, Time: ,Tue Oct 27 12:15:00 CET 2015, Event: ,Lehnert v Martincova, Favorite: ,Tereza Martincova, 7335514   size:2.55,Price: ,1.45,Katharina Lehnert, 9148776   size:5.87,Price: ,2.8,ok
