1.121989635, Sport: ,Tennis, Time: ,Fri Nov 27 03:30:00 CET 2015, Time: ,Fri Nov 27 03:30:00 CET 2015, Event: ,Ja Jung v Kudryavtsev, Favorite: ,Alexander Kudryavtsev, 5908538   size:125.99,Price: ,1.36,Jason Jung, 7048850   size:16.0,Price: ,3.0,ok
1.122006082, Sport: ,Tennis, Time: ,Fri Nov 27 02:30:00 CET 2015, Time: ,Fri Nov 27 02:30:00 CET 2015, Event: ,Lykina v Shapatava, Favorite: ,Sofia Shapatava, 3375695   size:6.28,Price: ,1.54,Ksenia Lykina, 4198444   size:6.12,Price: ,2.52,x
1.122006083, Sport: ,Tennis, Time: ,Fri Nov 27 02:30:00 CET 2015, Time: ,Fri Nov 27 02:30:00 CET 2015, Event: ,Eguchi v Fett, Favorite: ,Misa Eguchi, 6145788   size:71.26,Price: ,1.84,Jana Fett, 9087351   size:9.47,Price: ,1.97,x
1.121969989, Sport: ,American Football, Time: ,Fri Nov 27 01:30:00 CET 2015, Time: ,Fri Nov 27 01:30:00 CET 2015, Event: ,Texas Tech @ Texas, Favorite: ,Texas, 484725   size:6.04,Price: ,1.87,Texas Tech, 662040   size:5.0,Price: ,2.06,x
1.121685532, Sport: ,Soccer, Time: ,Thu Nov 26 21:05:00 CET 2015, Time: ,Thu Nov 26 21:05:00 CET 2015, Event: ,Liverpool v Bordeaux, Favorite: ,Liverpool, 56323   size:8192.87,Price: ,1.46,Bordeaux, 10501   size:525.33,Price: ,9.4,The Draw, 58805   size:2888.82,Price: ,4.7,ok
1.121986889, Sport: ,Soccer, Time: ,Fri Nov 27 09:00:00 CET 2015, Time: ,Fri Nov 27 09:00:00 CET 2015, Event: ,FK Ural (Y) v Mordovya Saransk (Y), Favorite: ,Mordovya Saransk (Y), 9048089   size:9.44,Price: ,2.44,FK Ural (Y), 9045029   size:11.08,Price: ,2.54,The Draw, 58805   size:2.55,Price: ,3.65,x
1.121977371, Sport: ,Basketball, Time: ,Thu Nov 26 21:00:00 CET 2015, Time: ,Thu Nov 26 21:00:00 CET 2015, Event: ,Unicaja Malaga v Maccabi Tel Aviv, Favorite: ,Unicaja Malaga, 266279   size:13.06,Price: ,1.48,Maccabi Tel Aviv, 266273   size:39.23,Price: ,2.88,ok
1.121976241, Sport: ,Basketball, Time: ,Fri Nov 27 01:30:00 CET 2015, Time: ,Fri Nov 27 01:30:00 CET 2015, Event: ,Libertad v Sionista, Favorite: ,Libertad, 6719116   size:5.19,Price: ,1.27,Sionista, 6719083   size:30.98,Price: ,4.1,ok
1.121977331, Sport: ,Basketball, Time: ,Thu Nov 26 20:45:00 CET 2015, Time: ,Thu Nov 26 20:45:00 CET 2015, Event: ,Armani Milano v Anadolu Efes, Favorite: ,Anadolu Efes, 5832279   size:8.02,Price: ,1.53,Armani Milano, 952727   size:233.92,Price: ,2.74,x
1.121976242, Sport: ,Basketball, Time: ,Fri Nov 27 02:00:00 CET 2015, Time: ,Fri Nov 27 02:00:00 CET 2015, Event: ,Olimpico v Instituto Atletico Cent, Favorite: ,Olimpico, 6719115   size:83.0,Price: ,1.3,Instituto Atletico Cent, 10346458   size:9.0,Price: ,3.7,ok
1.121976243, Sport: ,Basketball, Time: ,Fri Nov 27 00:45:00 CET 2015, Time: ,Fri Nov 27 00:45:00 CET 2015, Event: ,Quimsa v Regatas, Favorite: ,Quimsa, 6243645   size:37.0,Price: ,1.68,Regatas, 6718792   size:20.0,Price: ,2.24,x
