1.122635007, Sport: ,Soccer, Time: ,Wed Jan 20 11:00:00 CET 2016, Time: ,Wed Jan 20 11:00:00 CET 2016, Event: ,Sivas Belediyespor v 1461 Trabzon, Favorite: ,1461 Trabzon, 5289229   size:12.95,Price: ,2.1,Sivas Belediyespor, 6781573   size:3.83,Price: ,3.5,The Draw, 58805   size:2.57,Price: ,3.9,x
1.122635009, Sport: ,Soccer, Time: ,Wed Jan 20 17:00:00 CET 2016, Time: ,Wed Jan 20 17:00:00 CET 2016, Event: ,Trabzonspor v Nazilli Belediyespor, Favorite: ,Trabzonspor, 113125   size:17.09,Price: ,1.17,Nazilli Belediyespor, 965424   size:5.11,Price: ,13.0,The Draw, 58805   size:2.0,Price: ,7.6,ok
1.122651172, Sport: ,Basketball, Time: ,Thu Jan 21 04:35:00 CET 2016, Time: ,Thu Jan 21 04:35:00 CET 2016, Event: ,Atlanta @ Portland, Favorite: ,Atlanta, 13114   size:8.12,Price: ,1.74,Portland, 13129   size:6.72,Price: ,2.14,ok
1.122657030, Sport: ,Soccer, Time: ,Wed Jan 20 14:30:00 CET 2016, Time: ,Wed Jan 20 14:30:00 CET 2016, Event: ,Slovacko v Trinec, Favorite: ,Slovacko, 1533861   size:2.55,Price: ,1.39,Trinec, 2951815   size:13.93,Price: ,5.9,The Draw, 58805   size:2.55,Price: ,4.3,ok
1.122576629, Sport: ,Soccer, Time: ,Thu Jan 21 02:10:00 CET 2016, Time: ,Thu Jan 21 02:10:00 CET 2016, Event: ,Boca Juniors v Racing Club, Favorite: ,Racing Club, 198558   size:5.01,Price: ,2.3,Boca Juniors, 17304   size:40.37,Price: ,3.1,The Draw, 58805   size:7.36,Price: ,3.35,ok
1.122645604, Sport: ,Tennis, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Kicker/Pereira v Dutra Silva/Lapentti, Favorite: ,Kicker/Pereira, 10728294   size:2.56,Price: ,1.78,Dutra Silva/Lapentti, 8735115   size:7.67,Price: ,2.0,x
1.122645965, Sport: ,Basketball, Time: ,Wed Jan 20 11:00:00 CET 2016, Time: ,Wed Jan 20 11:00:00 CET 2016, Event: ,Seoul Thunders v Changwon Sakers, Favorite: ,Seoul Thunders, 8000107   size:17.09,Price: ,1.52,Changwon Sakers, 10276571   size:5.17,Price: ,2.7,x
1.122652948, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:00:00 CET 2016, Time: ,Wed Jan 20 17:00:00 CET 2016, Event: ,Torpedo N. Novgorod v Lokomotiv Yaroslavl, Favorite: ,Lokomotiv Yaroslavl, 672199   size:8.33,Price: ,2.5,Torpedo N. Novgorod, 8835402   size:15.89,Price: ,2.58,Tie, 60104   size:48.76,Price: ,3.65,x
1.122652943, Sport: ,Ice Hockey, Time: ,Wed Jan 20 15:00:00 CET 2016, Time: ,Wed Jan 20 15:00:00 CET 2016, Event: ,Avtomobilist v Neftekhimik, Favorite: ,Avtomobilist, 4138395   size:54.0,Price: ,2.14,Neftekhimik, 1365122   size:60.0,Price: ,3.05,Tie, 60104   size:103.06,Price: ,4.0,ok
1.122655416, Sport: ,Soccer, Time: ,Wed Jan 20 10:00:00 CET 2016, Time: ,Wed Jan 20 10:00:00 CET 2016, Event: ,Chernomorets Burgas v Sozopol, Favorite: ,Sozopol, 5112601   size:4.21,Price: ,1.13,Chernomorets Burgas, 2070854   size:10.0,Price: ,2.3,The Draw, 58805   size:2.51,Price: ,3.9,ok
1.122579330, Sport: ,Soccer, Time: ,Wed Jan 20 21:00:00 CET 2016, Time: ,Wed Jan 20 21:00:00 CET 2016, Event: ,Rio Ave v Belenenses, Favorite: ,Rio Ave, 495321   size:180.61,Price: ,2.06,Belenenses, 48786   size:77.21,Price: ,4.2,The Draw, 58805   size:52.81,Price: ,3.45,x
1.122635002, Sport: ,Soccer, Time: ,Wed Jan 20 12:00:00 CET 2016, Time: ,Wed Jan 20 12:00:00 CET 2016, Event: ,Mersin Idman Yurdu v Aydinspor, Favorite: ,Mersin Idman Yurdu, 508779   size:2.55,Price: ,1.7,Aydinspor, 7622635   size:8.31,Price: ,4.3,The Draw, 58805   size:3.87,Price: ,3.45,ok
1.122659578, Sport: ,Volleyball, Time: ,Wed Jan 20 20:00:00 CET 2016, Time: ,Wed Jan 20 20:00:00 CET 2016, Event: ,AS Cannes v CAI Teruel, Favorite: ,AS Cannes, 1302062   size:5.6,Price: ,1.21,Cai Teruel, 4384949   size:34.92,Price: ,4.7,ok
1.122579108, Sport: ,Soccer, Time: ,Wed Jan 20 20:45:00 CET 2016, Time: ,Wed Jan 20 20:45:00 CET 2016, Event: ,Famalicao v Porto, Favorite: ,Porto, 48785   size:17.56,Price: ,1.36,Famalicao, 5875376   size:11.19,Price: ,11.0,The Draw, 58805   size:60.56,Price: ,5.5,x
1.122578812, Sport: ,Soccer, Time: ,Wed Jan 20 21:00:00 CET 2016, Time: ,Wed Jan 20 21:00:00 CET 2016, Event: ,Marseille v Montpellier, Favorite: ,Marseille, 44798   size:7.59,Price: ,1.84,Montpellier, 44797   size:89.9,Price: ,5.3,The Draw, 58805   size:18.28,Price: ,3.65,ok
1.122657143, Sport: ,Soccer, Time: ,Wed Jan 20 12:00:00 CET 2016, Time: ,Wed Jan 20 12:00:00 CET 2016, Event: ,Zaglebie Lubin v Chrobry Glogow, Favorite: ,Zaglebie Lubin, 166904   size:67.41,Price: ,1.63,Chrobry Glogow, 5822815   size:21.88,Price: ,3.95,The Draw, 58805   size:10.41,Price: ,3.5,x
1.122651281, Sport: ,Basketball, Time: ,Thu Jan 21 01:35:00 CET 2016, Time: ,Thu Jan 21 01:35:00 CET 2016, Event: ,Utah @ New York, Favorite: ,New York, 13106   size:2.55,Price: ,1.38,Utah, 13119   size:2.55,Price: ,1.84,ok
1.122557898, Sport: ,Cricket, Time: ,Wed Jan 20 06:30:00 CET 2016, Time: ,Wed Jan 20 06:30:00 CET 2016, Event: ,Pakistan A v England Lions (1st ODI), Favorite: ,England Lions, 3020905   size:2.55,Price: ,1.67,Pakistan A, 8890212   size:8.22,Price: ,2.24,ok
1.122658915, Sport: ,Soccer, Time: ,Wed Jan 20 12:15:00 CET 2016, Time: ,Wed Jan 20 12:15:00 CET 2016, Event: ,FK Liepaja v FC Caramba D Riga, Favorite: ,FK Liepaja, 9306437   size:8.96,Price: ,1.15,FC Caramba D Riga, 10424372   size:2.49,Price: ,2.22,The Draw, 58805   size:2.49,Price: ,3.35,ok
1.122656854, Sport: ,Soccer, Time: ,Wed Jan 20 11:00:00 CET 2016, Time: ,Wed Jan 20 11:00:00 CET 2016, Event: ,SCR Altach v Teplice, Favorite: ,SCR Altach, 872710   size:2.13,Price: ,2.14,Teplice, 174264   size:16.45,Price: ,2.46,The Draw, 58805   size:13.0,Price: ,3.35,ok
1.122560610, Sport: ,Basketball, Time: ,Thu Jan 21 01:00:00 CET 2016, Time: ,Thu Jan 21 01:00:00 CET 2016, Event: ,Wake Forest @ North Carolina, Favorite: ,Wake Forest, 352102   size:2.58,Price: ,1.03,North Carolina, 332652   size:2.58,Price: ,1.03,x
1.122659446, Sport: ,Soccer, Time: ,Wed Jan 20 20:00:00 CET 2016, Time: ,Wed Jan 20 20:00:00 CET 2016, Event: ,Spain U19 v Italy U19, Favorite: ,Spain U19, 183063   size:2.55,Price: ,1.74,Italy U19, 459516   size:10.95,Price: ,3.4,The Draw, 58805   size:10.95,Price: ,3.25,x
1.122668628, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Savonlinnan Pallokerho v Jyp-Akatemia, Favorite: ,Savonlinnan Pallokerho, 10670738   size:3.4,Price: ,1.47,JYP-Akatemia, 10670740   size:105.39,Price: ,4.1,Tie, 60104   size:93.37,Price: ,4.5,ok
1.122656083, Sport: ,Soccer, Time: ,Wed Jan 20 13:00:00 CET 2016, Time: ,Wed Jan 20 13:00:00 CET 2016, Event: ,HNK Gorica v Hrvatski Dragovoljac, Favorite: ,HNK Gorica, 6692727   size:2.84,Price: ,1.8,Hrvatski Dragovoljac, 3439336   size:2.55,Price: ,3.3,The Draw, 58805   size:2.55,Price: ,3.75,x
1.122651192, Sport: ,Basketball, Time: ,Thu Jan 21 02:05:00 CET 2016, Time: ,Thu Jan 21 02:05:00 CET 2016, Event: ,Charlotte @ Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:2.58,Price: ,1.15,Charlotte, 13110   size:2.48,Price: ,3.1,ok
1.122577058, Sport: ,Soccer, Time: ,Wed Jan 20 11:30:00 CET 2016, Time: ,Wed Jan 20 11:30:00 CET 2016, Event: ,Kitchee SC (Res) v Dreams Metro G (Res), Favorite: ,Kitchee SC (Res), 7204889   size:4.43,Price: ,1.29,Dreams Metro G (Res), 10612710   size:2.81,Price: ,6.0,The Draw, 58805   size:2.55,Price: ,4.9,x
1.122668988, Sport: ,Tennis, Time: ,Wed Jan 20 10:30:00 CET 2016, Time: ,Wed Jan 20 10:30:00 CET 2016, Event: ,Eva Kolarovska v Eliessa Vanlangendonck, Favorite: ,Eliessa Vanlangendonck, 9634329   size:2.55,Price: ,1.18,Eva Kolarovska, 10372305   size:15.68,Price: ,3.7,ok
1.122668625, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Kajaanin Edustushokki v Keupa HT, Favorite: ,Kajaanin Edustushokki, 10672369   size:5.17,Price: ,1.7,Keupa HT, 10669694   size:7.75,Price: ,3.8,Tie, 60104   size:102.1,Price: ,4.2,x
1.122668624, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Jokipojat Joensuu v K-Vantaa, Favorite: ,Jokipojat Joensuu, 10672368   size:2.28,Price: ,2.0,K-Vantaa, 272757   size:3.62,Price: ,2.88,Tie, 60104   size:110.61,Price: ,3.95,ok
1.122668627, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,RoKi v Hermes, Favorite: ,Hermes, 272755   size:5.38,Price: ,1.94,Roki, 10672367   size:69.4,Price: ,3.05,Tie, 60104   size:34.01,Price: ,4.8,x
1.122668626, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Leki Hockey v Jukurit Mikkeli, Favorite: ,Jukurit Mikkeli, 10669697   size:3.52,Price: ,1.68,Leki Hockey, 10670787   size:45.34,Price: ,3.85,Tie, 60104   size:34.01,Price: ,4.8,ok
1.122668989, Sport: ,Tennis, Time: ,Wed Jan 20 10:30:00 CET 2016, Time: ,Wed Jan 20 10:30:00 CET 2016, Event: ,Shoval Fanani v Cemre Anil, Favorite: ,Cemre Anil, 9628315   size:2.55,Price: ,1.26,Shoval Fanani, 10349443   size:14.76,Price: ,3.85,ok
1.122643202, Sport: ,Basketball, Time: ,Wed Jan 20 20:30:00 CET 2016, Time: ,Wed Jan 20 20:30:00 CET 2016, Event: ,Union Olimpija v Nizhny Novgorod, Favorite: ,Nizhny Novgorod, 5877533   size:10.62,Price: ,1.87,Union Olimpija, 266278   size:2.55,Price: ,2.04,ok
1.122668986, Sport: ,Tennis, Time: ,Wed Jan 20 09:00:00 CET 2016, Time: ,Wed Jan 20 09:00:00 CET 2016, Event: ,Deborah Kerfs v Agnes Bukta, Favorite: ,Agnes Bukta, 7414061   size:65.69,Price: ,1.59,Deborah Kerfs, 9306687   size:41.67,Price: ,1.93,ok
