1.122392937, Sport: ,Soccer, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Deveronvale v Huntly, Favorite: ,Deveronvale, 66265   size:3.65,Price: ,1.16,Huntly, 272083   size:3.65,Price: ,1.16,The Draw, 58805   size:4.08,Price: ,3.1,x
1.122380935, Sport: ,Basketball, Time: ,Sun Dec 27 18:15:00 CET 2015, Time: ,Sun Dec 27 18:15:00 CET 2015, Event: ,Reggio Emilia v Varese, Favorite: ,Reggio Emilia, 958950   size:2.72,Price: ,1.03,Varese, 276233   size:2.55,Price: ,1.25,ok
1.122380931, Sport: ,Basketball, Time: ,Sun Dec 27 18:15:00 CET 2015, Time: ,Sun Dec 27 18:15:00 CET 2015, Event: ,Orlandina v Avellino, Favorite: ,Orlandina, 2513380   size:2.55,Price: ,1.81,Avellino, 276213   size:36.96,Price: ,2.08,x
1.122355006, Sport: ,Rugby Union, Time: ,Sun Dec 27 17:30:00 CET 2015, Time: ,Sun Dec 27 17:30:00 CET 2015, Event: ,Harlequins v Gloucester, Favorite: ,Harlequins, 37893   size:2.0,Price: ,1.38,Gloucester, 168   size:2.36,Price: ,3.9,Draw, 246289   size:3.54,Price: ,28.0,x
1.122335170, Sport: ,Soccer, Time: ,Sun Dec 27 17:30:00 CET 2015, Time: ,Sun Dec 27 17:30:00 CET 2015, Event: ,Nottm Forest v Leeds, Favorite: ,Nottm Forest, 69718   size:216.32,Price: ,2.12,Leeds, 48317   size:343.08,Price: ,4.2,The Draw, 58805   size:1620.44,Price: ,3.4,x
1.122333783, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Como v Salernitana, Favorite: ,Como, 60298   size:403.15,Price: ,2.24,Salernitana, 60303   size:55.82,Price: ,3.9,The Draw, 58805   size:537.74,Price: ,3.2,ok
1.122333542, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Cagliari v Pro Vercelli, Favorite: ,Cagliari, 60297   size:452.09,Price: ,1.39,Pro Vercelli, 5369664   size:19.08,Price: ,11.0,The Draw, 58805   size:3.57,Price: ,5.1,ok
1.122364127, Sport: ,Basketball, Time: ,Sun Dec 27 04:05:00 CET 2015, Time: ,Sun Dec 27 04:05:00 CET 2015, Event: ,Cleveland @ Portland, Favorite: ,Cleveland, 13112   size:104.5,Price: ,1.31,Portland, 13129   size:67.88,Price: ,4.0,x
1.122333027, Sport: ,Soccer, Time: ,Sun Dec 27 18:00:00 CET 2015, Time: ,Sun Dec 27 18:00:00 CET 2015, Event: ,Anderlecht v Westerlo, Favorite: ,Anderlecht, 58163   size:1088.48,Price: ,1.22,Westerlo, 51406   size:22.27,Price: ,15.0,The Draw, 58805   size:34.77,Price: ,7.6,ok
1.122380696, Sport: ,Basketball, Time: ,Sun Dec 27 18:15:00 CET 2015, Time: ,Sun Dec 27 18:15:00 CET 2015, Event: ,Cantu v Pesaro, Favorite: ,Pesaro, 978668   size:5.94,Price: ,1.12,Cantu, 276214   size:5.94,Price: ,1.27,x
1.122397779, Sport: ,Soccer, Time: ,Sun Dec 27 14:00:00 CET 2015, Time: ,Sun Dec 27 14:00:00 CET 2015, Event: ,Hammam-Lif v Club Africain, Favorite: ,Club Africain, 5177433   size:5.0,Price: ,1.82,Hammam-Lif, 8883557   size:53.0,Price: ,3.1,The Draw, 58805   size:12.5,Price: ,2.64,x
1.122364137, Sport: ,Basketball, Time: ,Sun Dec 27 02:35:00 CET 2015, Time: ,Sun Dec 27 02:35:00 CET 2015, Event: ,Denver @ San Antonio, Favorite: ,San Antonio, 13121   size:16806.13,Price: ,1.07,Denver, 13124   size:5.49,Price: ,13.0,ok
1.122334504, Sport: ,Soccer, Time: ,Sun Dec 27 14:30:00 CET 2015, Time: ,Sun Dec 27 14:30:00 CET 2015, Event: ,Standard v Mouscron, Favorite: ,Standard, 571279   size:43.93,Price: ,1.53,Mouscron, 67186   size:2.71,Price: ,7.6,The Draw, 58805   size:71.49,Price: ,4.5,ok
1.122370882, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,Beijing v Jilin, Favorite: ,Beijing, 6254117   size:2.55,Price: ,1.05,Jilin, 8926909   size:5.94,Price: ,1.68,ok
1.122370883, Sport: ,Basketball, Time: ,Sun Dec 27 09:00:00 CET 2015, Time: ,Sun Dec 27 09:00:00 CET 2015, Event: ,Foshan v Liaoning, Favorite: ,Liaoning, 8926912   size:2.55,Price: ,1.05,Foshan, 8926911   size:2.55,Price: ,1.28,ok
1.122393102, Sport: ,Soccer, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,South Park FC v Guernsey FC, Favorite: ,South Park FC, 10281321   size:3.65,Price: ,1.16,Guernsey FC, 8025885   size:3.65,Price: ,1.16,The Draw, 58805   size:4.08,Price: ,3.1,x
1.122333130, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Ascoli v Spezia, Favorite: ,Spezia, 522041   size:76.0,Price: ,2.66,Ascoli, 201261   size:80.19,Price: ,3.15,The Draw, 58805   size:292.03,Price: ,3.15,x
1.122389209, Sport: ,Ice Hockey, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Vasteras v Mora, Favorite: ,Vasteras, 316429   size:13.7,Price: ,1.04,Mora, 247115   size:13.7,Price: ,1.04,Tie, 60104   size:32.89,Price: ,1.27,ok
1.122366606, Sport: ,Basketball, Time: ,Sun Dec 27 21:00:00 CET 2015, Time: ,Sun Dec 27 21:00:00 CET 2015, Event: ,Murcia v Rio Natura Monbus, Favorite: ,Murcia, 2111197   size:5.0,Price: ,1.48,Rio Natura Monbus, 7833774   size:2.55,Price: ,2.72,ok
1.122334298, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Modena v Novara, Favorite: ,Novara, 522045   size:12.08,Price: ,2.76,Modena, 60293   size:25.9,Price: ,3.1,The Draw, 58805   size:42.93,Price: ,3.05,x
1.122397071, Sport: ,Basketball, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Anwil v Trefl Sopot, Favorite: ,Anwil, 1312084   size:2.72,Price: ,1.03,Trefl Sopot, 4235235   size:5.94,Price: ,1.68,ok
1.122333886, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Entella v Crotone, Favorite: ,Entella, 4893589   size:35.43,Price: ,2.88,Crotone, 60300   size:6.75,Price: ,2.94,The Draw, 58805   size:233.36,Price: ,3.1,x
1.122333645, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Cesena v Avellino, Favorite: ,Cesena, 501219   size:217.77,Price: ,2.18,Avellino, 501202   size:966.89,Price: ,4.2,The Draw, 58805   size:737.15,Price: ,3.2,x
1.122389205, Sport: ,Ice Hockey, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Sundsvall v Asploven, Favorite: ,Sundsvall, 247097   size:13.7,Price: ,1.04,Asploven, 3746027   size:13.7,Price: ,1.04,Tie, 60104   size:32.89,Price: ,1.27,x
1.122351238, Sport: ,Soccer, Time: ,Sun Dec 27 12:30:00 CET 2015, Time: ,Sun Dec 27 12:30:00 CET 2015, Event: ,Elazigspor v Adanaspor, Favorite: ,Elazigspor, 196063   size:15.01,Price: ,2.32,Adanaspor, 114383   size:16.22,Price: ,3.15,The Draw, 58805   size:36.61,Price: ,3.6,x
1.122397237, Sport: ,Basketball, Time: ,Sun Dec 27 19:00:00 CET 2015, Time: ,Sun Dec 27 19:00:00 CET 2015, Event: ,Ironi Nahariya v Maccabi Ashdod, Favorite: ,Maccabi Ashdod, 7758972   size:8.55,Price: ,1.68,Ironi Nahariya, 8894680   size:4.92,Price: ,2.18,x
1.122285001, Sport: ,American Football, Time: ,Sun Dec 27 02:25:00 CET 2015, Time: ,Sun Dec 27 02:25:00 CET 2015, Event: ,Washington @ Philadelphia, Favorite: ,Philadelphia Eagles, 50186   size:54.69,Price: ,1.68,Washington Redskins, 50187   size:417.97,Price: ,2.46,x
1.122394087, Sport: ,Basketball, Time: ,Sun Dec 27 10:00:00 CET 2015, Time: ,Sun Dec 27 10:00:00 CET 2015, Event: ,Incheon Elephants v Goyang Orions, Favorite: ,Goyang Orions, 5889518   size:2.55,Price: ,1.52,Incheon Elephants, 8248315   size:5.94,Price: ,2.26,ok
1.122323286, Sport: ,Handball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Gummersbach v Stuttgart, Favorite: ,Gummersbach, 2201945   size:5.94,Price: ,1.24,Stuttgart, 10174885   size:36.84,Price: ,4.7,Draw, 330157   size:12.97,Price: ,11.5,ok
1.122394120, Sport: ,Basketball, Time: ,Sun Dec 27 17:00:00 CET 2015, Time: ,Sun Dec 27 17:00:00 CET 2015, Event: ,Le Mans v Dijon, Favorite: ,Le Mans, 678096   size:134.4,Price: ,1.48,Dijon, 1292705   size:2.55,Price: ,2.82,ok
1.122351234, Sport: ,Soccer, Time: ,Sun Dec 27 16:30:00 CET 2015, Time: ,Sun Dec 27 16:30:00 CET 2015, Event: ,Alanyaspor v Giresunspor, Favorite: ,Alanyaspor, 2080777   size:8.13,Price: ,2.5,Giresunspor, 1341524   size:9.75,Price: ,3.1,The Draw, 58805   size:46.94,Price: ,3.35,ok
1.122397074, Sport: ,Basketball, Time: ,Sun Dec 27 20:00:00 CET 2015, Time: ,Sun Dec 27 20:00:00 CET 2015, Event: ,Asseco Gdynia v Szczecin, Favorite: ,Szczecin, 8832807   size:2.72,Price: ,1.03,Asseco Gdynia, 7817588   size:5.94,Price: ,1.41,x
1.122351232, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Adana Demirspor v Sanliurfaspor, Favorite: ,Adana Demirspor, 2610481   size:27.32,Price: ,1.89,Sanliurfaspor, 2610482   size:11.81,Price: ,4.4,The Draw, 58805   size:2.63,Price: ,3.7,ok
1.122397231, Sport: ,Basketball, Time: ,Sun Dec 27 19:15:00 CET 2015, Time: ,Sun Dec 27 19:15:00 CET 2015, Event: ,Maccabi Haifa v Hapoel Eilat, Favorite: ,Maccabi Haifa, 4953243   size:82.03,Price: ,1.41,Hapoel Eilat, 7758974   size:5.44,Price: ,3.1,ok
1.122393158, Sport: ,Soccer, Time: ,Sun Dec 27 11:45:00 CET 2015, Time: ,Sun Dec 27 11:45:00 CET 2015, Event: ,UD Maracena v Guadix CF, Favorite: ,UD Maracena, 7895800   size:4.59,Price: ,1.17,Guadix CF, 8811938   size:4.59,Price: ,1.17,The Draw, 58805   size:3.83,Price: ,3.1,x
1.122397234, Sport: ,Basketball, Time: ,Sun Dec 27 18:45:00 CET 2015, Time: ,Sun Dec 27 18:45:00 CET 2015, Event: ,Ironi Nes Ziona v Maccabi Kiryat Gat, Favorite: ,Maccabi Kiryat Gat, 10405174   size:2.55,Price: ,1.14,Ironi Nes Ziona, 7758968   size:2.55,Price: ,1.37,x
1.122366733, Sport: ,Basketball, Time: ,Sun Dec 27 18:00:00 CET 2015, Time: ,Sun Dec 27 18:00:00 CET 2015, Event: ,Zaragoza v Gipuzkoa, Favorite: ,Zaragoza, 3368428   size:10.0,Price: ,1.04,Gipuzkoa, 7736138   size:5.94,Price: ,1.28,ok
1.122366612, Sport: ,Basketball, Time: ,Sun Dec 27 19:00:00 CET 2015, Time: ,Sun Dec 27 19:00:00 CET 2015, Event: ,Real Madrid v Barcelona, Favorite: ,Real Madrid, 266274   size:425.7,Price: ,1.29,Barcelona, 266269   size:24.78,Price: ,3.75,x
1.122394091, Sport: ,Basketball, Time: ,Sun Dec 27 08:00:00 CET 2015, Time: ,Sun Dec 27 08:00:00 CET 2015, Event: ,Ulsan Mobis Phoebus v Seoul Knights, Favorite: ,Ulsan Mobis Phoebus, 8998222   size:2.55,Price: ,1.22,Seoul Knights, 7954787   size:21.48,Price: ,4.6,ok
1.122396391, Sport: ,Soccer, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Villanueva CF v AD Sabinanigo, Favorite: ,Villanueva CF, 8041212   size:9.13,Price: ,1.06,AD Sabinanigo, 6069401   size:9.13,Price: ,1.06,The Draw, 58805   size:4.08,Price: ,3.1,ok
1.122364157, Sport: ,Basketball, Time: ,Sun Dec 27 02:05:00 CET 2015, Time: ,Sun Dec 27 02:05:00 CET 2015, Event: ,Indiana @ Minnesota, Favorite: ,Indiana, 13116   size:61.69,Price: ,1.56,Minnesota, 13118   size:21.64,Price: ,2.76,ok
1.122393681, Sport: ,Soccer, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Hythe Town FC v Folkestone Invicta FC, Favorite: ,Hythe Town FC, 8397769   size:3.65,Price: ,1.16,Folkestone Invicta FC, 10605327   size:3.65,Price: ,1.16,The Draw, 58805   size:4.08,Price: ,3.05,ok
1.122323278, Sport: ,Handball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Melsungen v Leipzig, Favorite: ,Melsungen, 2507299   size:807.82,Price: ,1.17,Leipzig, 3379969   size:18.0,Price: ,1.69,Draw, 330157   size:18.0,Price: ,1.42,ok
1.122396395, Sport: ,Soccer, Time: ,Sun Dec 27 16:30:00 CET 2015, Time: ,Sun Dec 27 16:30:00 CET 2015, Event: ,SD Ejea v CA Monzon, Favorite: ,SD Ejea, 6412881   size:9.13,Price: ,1.06,CA Monzon, 9453566   size:9.13,Price: ,1.06,The Draw, 58805   size:4.08,Price: ,3.05,ok
1.122354999, Sport: ,Rugby Union, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Wasps v Saracens, Favorite: ,Saracens, 8881   size:247.74,Price: ,1.56,Wasps, 8878   size:314.83,Price: ,2.66,Draw, 246289   size:22.54,Price: ,20.0,ok
1.122351245, Sport: ,Soccer, Time: ,Sun Dec 27 17:30:00 CET 2015, Time: ,Sun Dec 27 17:30:00 CET 2015, Event: ,Karsiyaka v Altinordu, Favorite: ,Karsiyaka, 508780   size:2.26,Price: ,2.72,Altinordu, 5290988   size:10.52,Price: ,2.9,The Draw, 58805   size:26.82,Price: ,3.35,x
1.122396393, Sport: ,Soccer, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,CD Illueca v CF Villa de Alagon, Favorite: ,CD Illueca, 8923240   size:9.13,Price: ,1.06,CF Villa de Alagon, 8923239   size:9.13,Price: ,1.06,The Draw, 58805   size:5.45,Price: ,3.05,x
1.122351243, Sport: ,Soccer, Time: ,Sun Dec 27 12:30:00 CET 2015, Time: ,Sun Dec 27 12:30:00 CET 2015, Event: ,Karabukspor v Goztepe, Favorite: ,Karabukspor, 3292145   size:10.28,Price: ,2.6,Goztepe, 113239   size:9.52,Price: ,3.1,The Draw, 58805   size:10.94,Price: ,3.1,ok
1.122393047, Sport: ,Soccer, Time: ,Sun Dec 27 11:30:00 CET 2015, Time: ,Sun Dec 27 11:30:00 CET 2015, Event: ,Real Zaragoza II v CD Belchite 97, Favorite: ,Real Zaragoza II, 10479409   size:2.57,Price: ,1.17,CD Belchite 97, 10398417   size:5.45,Price: ,13.5,The Draw, 58805   size:14.49,Price: ,5.7,ok
1.122397641, Sport: ,Basketball, Time: ,Sun Dec 27 17:00:00 CET 2015, Time: ,Sun Dec 27 17:00:00 CET 2015, Event: ,Lietkabelis v Siauliai, Favorite: ,Lietkabelis, 6214834   size:2.55,Price: ,1.14,Siauliai, 647319   size:2.55,Price: ,1.14,ok
1.122285016, Sport: ,American Football, Time: ,Sun Dec 27 19:00:00 CET 2015, Time: ,Sun Dec 27 19:00:00 CET 2015, Event: ,New England @ New York Jets, Favorite: ,New England Patriots, 50204   size:43.7,Price: ,1.69,New York Jets, 50202   size:311.99,Price: ,2.36,x
1.122364207, Sport: ,Basketball, Time: ,Sun Dec 27 01:35:00 CET 2015, Time: ,Sun Dec 27 01:35:00 CET 2015, Event: ,New York @ Atlanta, Favorite: ,Atlanta, 13114   size:67.37,Price: ,1.33,New York, 13106   size:6.2,Price: ,3.95,ok
1.122334710, Sport: ,Soccer, Time: ,Sun Dec 27 20:00:00 CET 2015, Time: ,Sun Dec 27 20:00:00 CET 2015, Event: ,Zulte-Waregem v Oostende, Favorite: ,Zulte-Waregem, 505726   size:19.15,Price: ,2.4,Oostende, 505717   size:67.86,Price: ,3.1,The Draw, 58805   size:24.29,Price: ,3.7,ok
1.122333989, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Kayserispor v Galatasaray, Favorite: ,Galatasaray, 2436   size:69.67,Price: ,2.42,Kayserispor, 508789   size:316.31,Price: ,3.15,The Draw, 58805   size:67.53,Price: ,3.65,x
1.122364167, Sport: ,Basketball, Time: ,Sun Dec 27 03:05:00 CET 2015, Time: ,Sun Dec 27 03:05:00 CET 2015, Event: ,LA Clippers @ Utah, Favorite: ,LA Clippers, 237489   size:5.52,Price: ,1.74,Utah, 13119   size:75.13,Price: ,2.34,ok
1.122380927, Sport: ,Basketball, Time: ,Sun Dec 27 18:15:00 CET 2015, Time: ,Sun Dec 27 18:15:00 CET 2015, Event: ,Juve Caserta v Brindisi, Favorite: ,Juve Caserta, 6697870   size:2.72,Price: ,1.03,Brindisi, 6697864   size:2.72,Price: ,1.03,ok
1.122397611, Sport: ,Tennis, Time: ,Sun Dec 27 10:00:00 CET 2015, Time: ,Sun Dec 27 10:00:00 CET 2015, Event: ,Christopher Heyman v Adelchi Virgili, Favorite: ,Adelchi Virgili, 8288060   size:5.94,Price: ,1.59,Christopher Heyman, 9629967   size:5.94,Price: ,1.76,x
1.122397613, Sport: ,Tennis, Time: ,Sun Dec 27 10:00:00 CET 2015, Time: ,Sun Dec 27 10:00:00 CET 2015, Event: ,Ayla Aksu v Ekaterine Gorgodze, Favorite: ,Ekaterine Gorgodze, 6531033   size:152.16,Price: ,1.26,Ayla Aksu, 8698940   size:30.0,Price: ,2.5,ok
1.122380923, Sport: ,Basketball, Time: ,Sun Dec 27 18:15:00 CET 2015, Time: ,Sun Dec 27 18:15:00 CET 2015, Event: ,Dinamo Sassari v Pistoia, Favorite: ,Dinamo Sassari, 5520916   size:108.08,Price: ,1.32,Pistoia, 7735183   size:2.55,Price: ,3.65,ok
1.122372875, Sport: ,Basketball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Banvit v Pinar Karsiyaka, Favorite: ,Banvit, 2125588   size:2.55,Price: ,1.5,Pinar Karsiyaka, 631283   size:40.56,Price: ,2.68,ok
1.122323307, Sport: ,Handball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Hamburg v Goppingen, Favorite: ,Hamburg, 2027629   size:2.72,Price: ,1.03,Goppingen, 2046558   size:2.72,Price: ,1.03,Draw, 330157   size:2.72,Price: ,1.03,ok
1.122394104, Sport: ,Basketball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Tajfun v Crvena Zvezda, Favorite: ,Crvena Zvezda, 1275898   size:252.45,Price: ,1.27,Tajfun, 8193254   size:24.34,Price: ,3.8,ok
1.122355064, Sport: ,Rugby Union, Time: ,Sun Dec 27 16:05:00 CET 2015, Time: ,Sun Dec 27 16:05:00 CET 2015, Event: ,Dragons v Cardiff Blues, Favorite: ,Dragons, 789918   size:674.6,Price: ,1.62,Cardiff Blues, 522761   size:452.6,Price: ,2.5,Draw, 246289   size:3.95,Price: ,25.0,x
1.122355060, Sport: ,Rugby Union, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Zebre v Treviso, Favorite: ,Zebre, 6488007   size:2.67,Price: ,1.53,Treviso, 52263   size:2.67,Price: ,2.84,Draw, 246289   size:3.54,Price: ,28.0,ok
1.122333336, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Brescia v Ternana, Favorite: ,Brescia, 7407   size:53.89,Price: ,2.14,Ternana, 60308   size:427.18,Price: ,4.3,The Draw, 58805   size:568.34,Price: ,3.25,x
1.122364217, Sport: ,Basketball, Time: ,Sun Dec 27 03:05:00 CET 2015, Time: ,Sun Dec 27 03:05:00 CET 2015, Event: ,Philadelphia @ Phoenix, Favorite: ,Phoenix, 13128   size:29.5,Price: ,1.13,Philadelphia, 13103   size:22.03,Price: ,8.2,x
1.122369342, Sport: ,Ice Hockey, Time: ,Sun Dec 27 17:40:00 CET 2015, Time: ,Sun Dec 27 17:40:00 CET 2015, Event: ,Red Bull Salzburg v KAC Klagenfurt, Favorite: ,Red Bull Salzburg, 2584427   size:17.94,Price: ,1.5,KAC Klagenfurt, 1348429   size:18.0,Price: ,2.2,Tie, 60104   size:18.0,Price: ,2.02,ok
