1.119596433, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,CA Paranaense U19 v Parana Curitiba U19, Favorite: ,Parana Curitiba U19, 6957731   size:141.58,Price: ,1.06,CA Paranaense U19, 9111267   size:91.71,Price: ,1.65,The Draw, 58805   size:11.0,Price: ,2.6,ok
1.119516489, Sport: ,Soccer, Time: ,Thu Jul 23 02:05:00 CEST 2015, Time: ,Thu Jul 23 02:05:00 CEST 2015, Event: ,New York Red Bulls v Chelsea, Favorite: ,Chelsea, 55190   size:90.63,Price: ,1.37,The Draw, 58805   size:70.54,Price: ,5.6,New York Red Bulls, 2362970   size:38.87,Price: ,10.0,x
1.119611921, Sport: ,Soccer, Time: ,Wed Jul 22 23:35:00 CEST 2015, Time: ,Wed Jul 22 23:35:00 CEST 2015, Event: ,Brazil (W) v Mexico (W), Favorite: ,Brazil (W), 541863   size:5.07,Price: ,1.13,The Draw, 58805   size:7.03,Price: ,2.8,Mexico (W), 899139   size:5.0,Price: ,3.05,ok
1.119603742, Sport: ,Tennis, Time: ,Thu Jul 23 01:00:00 CEST 2015, Time: ,Thu Jul 23 01:00:00 CEST 2015, Event: ,M Baghdatis v Gomez, Favorite: ,Marcos Baghdatis, 2256469   size:2.55,Price: ,1.09,Alejandro Gomez, 8714009   size:2.0,Price: ,7.8,x
1.119603627, Sport: ,Darts, Time: ,Wed Jul 22 20:10:00 CEST 2015, Time: ,Wed Jul 22 20:10:00 CEST 2015, Event: ,Chisnall v Brown, Favorite: ,Dave Chisnall, 3535216   size:3.6,Price: ,1.35,Keegan Brown, 7287082   size:175.91,Price: ,3.45,ok
1.119616362, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,Galatasaray v Celta Vigo, Favorite: ,Celta Vigo, 66483   size:7.39,Price: ,2.62,Galatasaray, 2436   size:44.56,Price: ,2.76,The Draw, 58805   size:88.6,Price: ,3.75,x
1.119585035, Sport: ,Handball, Time: ,Wed Jul 22 21:15:00 CEST 2015, Time: ,Wed Jul 22 21:15:00 CEST 2015, Event: ,Qatar U21 v Romania U21, Favorite: ,Qatar U21, 7437023   size:2.77,Price: ,1.59,Romania U21, 10026176   size:25.79,Price: ,3.15,Draw, 330157   size:11.61,Price: ,8.2,x
1.119512554, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Fola Esch v Dinamo Zagreb, Favorite: ,Dinamo Zagreb, 50344   size:3006.59,Price: ,1.34,The Draw, 58805   size:100.72,Price: ,5.6,Fola Esch, 5637030   size:115.72,Price: ,11.5,ok
1.119601446, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,Nuneaton v Wolves U21, Favorite: ,Wolves U21, 6667755   size:13.55,Price: ,2.32,Nuneaton, 228536   size:13.0,Price: ,2.42,The Draw, 58805   size:8.98,Price: ,3.5,ok
1.119591827, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Self Ham Aegir U19 (W) v Fylkir U19 (W), Favorite: ,Fylkir U19 (W), 7368569   size:141.58,Price: ,1.06,The Draw, 58805   size:2.86,Price: ,1.25,ok
1.119578188, Sport: ,Tennis, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,Bury/Marach v Carreno Bust/Granollers, Favorite: ,Bury/Marach, 10016386   size:34.32,Price: ,1.91,Carreno Bust/Granollers, 10016387   size:13.8,Price: ,2.0,ok
1.119601163, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,Leamington v Birmingham U21, Favorite: ,Birmingham U21, 6813025   size:4.03,Price: ,1.7,Leamington, 1282865   size:8.74,Price: ,2.2,The Draw, 58805   size:17.35,Price: ,2.6,ok
1.119513365, Sport: ,Soccer, Time: ,Thu Jul 23 00:30:00 CEST 2015, Time: ,Thu Jul 23 00:30:00 CEST 2015, Event: ,Tupi v Ceara, Favorite: ,Tupi, 4516150   size:305.09,Price: ,1.65,The Draw, 58805   size:199.38,Price: ,3.8,Ceara, 4016599   size:110.21,Price: ,7.2,x
1.119511065, Sport: ,Baseball, Time: ,Thu Jul 23 01:08:00 CEST 2015, Time: ,Thu Jul 23 01:08:00 CEST 2015, Event: ,SEA @ DET, Favorite: ,Detroit (A Sanchez), 6546455   size:5.0,Price: ,1.79,Seattle (M Montgomery), 9547472   size:510.72,Price: ,2.2,ok
1.119578506, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,UAI Urquiza v Almagro, Favorite: ,Almagro, 897266   size:2.55,Price: ,2.78,The Draw, 58805   size:5.4,Price: ,2.9,x
1.119547360, Sport: ,Soccer, Time: ,Wed Jul 22 22:00:00 CEST 2015, Time: ,Wed Jul 22 22:00:00 CEST 2015, Event: ,Deportivo Lara v Deportivo Petare, Favorite: ,Deportivo Lara, 4908157   size:29.31,Price: ,1.68,The Draw, 58805   size:6.8,Price: ,3.75,Deportivo Petare, 5264881   size:36.48,Price: ,6.2,ok
1.119604002, Sport: ,Tennis, Time: ,Thu Jul 23 00:00:00 CEST 2015, Time: ,Thu Jul 23 00:00:00 CEST 2015, Event: ,Anderson v Embree, Favorite: ,Lauren Embree, 3915174   size:15.46,Price: ,1.73,Robin Anderson, 8947134   size:12.28,Price: ,2.26,x
1.119597386, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,KFR Hvolsvollur v KFS, Favorite: ,KFS, 5557085   size:143.17,Price: ,1.06,The Draw, 58805   size:2.86,Price: ,1.25,x
1.119604005, Sport: ,Tennis, Time: ,Wed Jul 22 22:00:00 CEST 2015, Time: ,Wed Jul 22 22:00:00 CEST 2015, Event: ,Muhammad v Cavaday, Favorite: ,Asia Muhammad, 3288385   size:8.86,Price: ,1.47,Naomi Cavaday, 2443818   size:5.94,Price: ,2.88,ok
1.119583778, Sport: ,Tennis, Time: ,Wed Jul 22 22:30:00 CEST 2015, Time: ,Wed Jul 22 22:30:00 CEST 2015, Event: ,Jaziri/Riba v Ebden/Mannarino, Favorite: ,Ebden/Mannarino, 10020249   size:14.3,Price: ,1.44,Jaziri/Riba, 10020248   size:14.3,Price: ,2.88,ok
1.119511009, Sport: ,Baseball, Time: ,Thu Jul 23 00:10:00 CEST 2015, Time: ,Thu Jul 23 00:10:00 CEST 2015, Event: ,CHC @ CIN (Game 2), Favorite: ,Cincinnati (T Cingrani), 7209747   size:3.38,Price: ,1.83,Chicago Cubs (D Beeler), 8659034   size:4.05,Price: ,2.14,x
1.119602347, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Tranent Juniors FC v Hibernian U20, Favorite: ,Tranent Juniors FC, 10039776   size:142.35,Price: ,1.06,Hibernian U20, 6645664   size:3.54,Price: ,1.47,The Draw, 58805   size:4.27,Price: ,4.4,x
1.119603956, Sport: ,Darts, Time: ,Wed Jul 22 22:10:00 CEST 2015, Time: ,Wed Jul 22 22:10:00 CEST 2015, Event: ,Taylor v Hamilton, Favorite: ,Phil Taylor, 2271001   size:30575.38,Price: ,1.09,Andy Hamilton, 2414377   size:29.36,Price: ,10.0,ok
1.119583781, Sport: ,Tennis, Time: ,Wed Jul 22 22:30:00 CEST 2015, Time: ,Wed Jul 22 22:30:00 CEST 2015, Event: ,Pavic/Venus v Falla/Gonzalez, Favorite: ,Pavic/Venus, 9363716   size:2.55,Price: ,1.48,Falla/Gonzalez, 9128732   size:2.5,Price: ,2.56,ok
1.119585046, Sport: ,Handball, Time: ,Wed Jul 22 23:30:00 CEST 2015, Time: ,Wed Jul 22 23:30:00 CEST 2015, Event: ,Angola U21 v Spain U21, Favorite: ,Spain U21, 7437030   size:0.0,Price: ,0.0,Draw, 330157   size:10.0,Price: ,150.0,ok
1.119585049, Sport: ,Handball, Time: ,Thu Jul 23 01:45:00 CEST 2015, Time: ,Thu Jul 23 01:45:00 CEST 2015, Event: ,Portugal U21 v Serbia U21, Favorite: ,Serbia U21, 7437022   size:3.69,Price: ,1.74,Portugal U21, 10026205   size:2.77,Price: ,3.0,Draw, 330157   size:3.51,Price: ,8.2,x
1.119601656, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,QPR v Dundee Utd, Favorite: ,QPR, 62684   size:24.0,Price: ,1.4,The Draw, 58805   size:6.94,Price: ,5.0,Dundee Utd, 48818   size:5.0,Price: ,8.8,ok
1.119578592, Sport: ,Soccer, Time: ,Wed Jul 22 22:30:00 CEST 2015, Time: ,Wed Jul 22 22:30:00 CEST 2015, Event: ,Llaneros v Deportivo Tachira, Favorite: ,Deportivo Tachira, 712865   size:34.09,Price: ,1.86,The Draw, 58805   size:6.33,Price: ,3.7,Llaneros, 7658017   size:38.78,Price: ,4.6,ok
1.119512227, Sport: ,Soccer, Time: ,Wed Jul 22 20:45:00 CEST 2015, Time: ,Wed Jul 22 20:45:00 CEST 2015, Event: ,Lech Poznan v Sarajevo, Favorite: ,Lech Poznan, 502303   size:393.94,Price: ,1.45,The Draw, 58805   size:284.56,Price: ,4.8,Sarajevo, 205267   size:10.95,Price: ,9.8,ok
1.119584077, Sport: ,Tennis, Time: ,Wed Jul 22 20:45:00 CEST 2015, Time: ,Wed Jul 22 20:45:00 CEST 2015, Event: ,Riba v Galan, Favorite: ,Pere Riba, 2489421   size:55.23,Price: ,1.63,Daniel Elahi Galan, 8860646   size:241.22,Price: ,2.56,x
1.119583789, Sport: ,Tennis, Time: ,Wed Jul 22 22:15:00 CEST 2015, Time: ,Wed Jul 22 22:15:00 CEST 2015, Event: ,Fleming/Ward v Groth/Guccione, Favorite: ,Groth/Guccione, 7387075   size:8.51,Price: ,1.41,Fleming/Ward, 10020254   size:2.55,Price: ,3.05,x
1.119511089, Sport: ,Baseball, Time: ,Thu Jul 23 02:10:00 CEST 2015, Time: ,Thu Jul 23 02:10:00 CEST 2015, Event: ,STL @ CWS, Favorite: ,St Louis (L Lynn), 5588102   size:10.46,Price: ,1.76,Chicago White Sox (J Danks), 2942998   size:111.0,Price: ,2.28,ok
1.119585059, Sport: ,Handball, Time: ,Wed Jul 22 21:15:00 CEST 2015, Time: ,Wed Jul 22 21:15:00 CEST 2015, Event: ,Chile U21 v France U21, Favorite: ,France U21, 7437019   size:0.0,Price: ,0.0,Draw, 330157   size:15.0,Price: ,330.0,ok
1.119512455, Sport: ,Soccer, Time: ,Wed Jul 22 20:45:00 CEST 2015, Time: ,Wed Jul 22 20:45:00 CEST 2015, Event: ,Rudar Pljevlja v Karabakh, Favorite: ,Karabakh, 4043562   size:97.83,Price: ,2.06,The Draw, 58805   size:154.29,Price: ,3.2,Rudar Pljevlja, 4807098   size:90.37,Price: ,4.8,ok
1.119578243, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Acassuso v Tristan Suarez, Favorite: ,Tristan Suarez, 7128568   size:2.07,Price: ,2.66,Acassuso, 8405070   size:2.67,Price: ,2.98,The Draw, 58805   size:9.21,Price: ,3.1,x
1.119616589, Sport: ,Soccer, Time: ,Wed Jul 22 20:45:00 CEST 2015, Time: ,Wed Jul 22 20:45:00 CEST 2015, Event: ,Edinburgh City v E Stirling, Favorite: ,Edinburgh City, 615040   size:2.84,Price: ,2.26,E Stirling, 729808   size:8.39,Price: ,2.68,The Draw, 58805   size:16.21,Price: ,3.5,ok
1.119591322, Sport: ,Tennis, Time: ,Thu Jul 23 00:30:00 CEST 2015, Time: ,Thu Jul 23 00:30:00 CEST 2015, Event: ,Robson v Osaka, Favorite: ,Naomi Osaka, 7640637   size:16.68,Price: ,1.62,Laura Robson, 3166776   size:2.62,Price: ,2.32,x
1.119486968, Sport: ,Basketball, Time: ,Thu Jul 23 00:00:00 CEST 2015, Time: ,Thu Jul 23 00:00:00 CEST 2015, Event: ,Argentina v Canada, Favorite: ,Canada, 208005   size:12.66,Price: ,1.28,Argentina, 208017   size:11.57,Price: ,4.0,ok
1.119591049, Sport: ,Soccer, Time: ,Thu Jul 23 00:00:00 CEST 2015, Time: ,Thu Jul 23 00:00:00 CEST 2015, Event: ,USA v Jamaica, Favorite: ,USA, 352   size:2475.43,Price: ,1.49,The Draw, 58805   size:71.5,Price: ,4.4,Jamaica, 54786   size:51.82,Price: ,9.4,x
1.119596993, Sport: ,Soccer, Time: ,Wed Jul 22 22:00:00 CEST 2015, Time: ,Wed Jul 22 22:00:00 CEST 2015, Event: ,Hafnarfjordur (W) v Fram (W), Favorite: ,Hafnarfjordur (W), 5586260   size:2.55,Price: ,1.14,Fram (W), 5431512   size:2.55,Price: ,2.86,The Draw, 58805   size:2.55,Price: ,3.45,ok
1.119597049, Sport: ,Soccer, Time: ,Wed Jul 22 22:00:00 CEST 2015, Time: ,Wed Jul 22 22:00:00 CEST 2015, Event: ,HK Vikingur (W) v IA Akranes (W), Favorite: ,HK Vikingur (W), 5330937   size:3.79,Price: ,1.45,IA Akranes (W), 5499145   size:5.07,Price: ,1.9,The Draw, 58805   size:2.93,Price: ,1.92,x
1.119630193, Sport: ,Soccer, Time: ,Thu Jul 23 01:30:00 CEST 2015, Time: ,Thu Jul 23 01:30:00 CEST 2015, Event: ,Urena v Portuguesa (Ven), Favorite: ,Urena, 9990099   size:6.0,Price: ,1.98,Portuguesa (Ven), 8780076   size:2.33,Price: ,2.74,The Draw, 58805   size:17.31,Price: ,2.78,x
1.119601516, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Panathinaikos v Udinese, Favorite: ,Panathinaikos, 50334   size:20.88,Price: ,2.32,Udinese, 215821   size:32.46,Price: ,3.3,The Draw, 58805   size:85.96,Price: ,3.55,x
1.119586036, Sport: ,Rugby League, Time: ,Wed Jul 22 21:00:00 CEST 2015, Time: ,Wed Jul 22 21:00:00 CEST 2015, Event: ,Leigh v Dewsbury, Favorite: ,Leigh, 1723   size:354.85,Price: ,1.01,Dewsbury, 1400672   size:3.33,Price: ,11.5,Draw, 11126   size:2.98,Price: ,110.0,ok
1.119585068, Sport: ,Handball, Time: ,Wed Jul 22 23:30:00 CEST 2015, Time: ,Wed Jul 22 23:30:00 CEST 2015, Event: ,South Korea U21 v Denmark U21, Favorite: ,Denmark U21, 7437017   size:104.5,Price: ,1.06,South Korea U21, 7437046   size:71.94,Price: ,11.0,Draw, 330157   size:71.85,Price: ,14.0,ok
1.119617388, Sport: ,Tennis, Time: ,Thu Jul 23 00:00:00 CEST 2015, Time: ,Thu Jul 23 00:00:00 CEST 2015, Event: ,Austin v Gordon, Favorite: ,Brooke Austin, 6604255   size:2.55,Price: ,1.8,Michaela Gordon, 8732143   size:2.4,Price: ,2.08,ok
1.119616576, Sport: ,Volleyball, Time: ,Thu Jul 23 00:00:00 CEST 2015, Time: ,Thu Jul 23 00:00:00 CEST 2015, Event: ,Italy (W) v Russia (W), Favorite: ,Italy (W), 5857946   size:3.11,Price: ,1.61,Russia (W), 6358161   size:8.04,Price: ,2.4,x
1.119600026, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,CD Torrevieja v Elche, Favorite: ,Elche, 309111   size:3.85,Price: ,1.3,The Draw, 58805   size:7.27,Price: ,5.7,CD Torrevieja, 8723955   size:3.36,Price: ,8.6,ok
1.119600663, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Forest Green v Aston Villa U21, Favorite: ,Aston Villa U21, 6789377   size:162.15,Price: ,2.42,Forest Green, 36033   size:8.03,Price: ,2.74,The Draw, 58805   size:3.76,Price: ,3.4,ok
1.119512129, Sport: ,Soccer, Time: ,Wed Jul 22 20:45:00 CEST 2015, Time: ,Wed Jul 22 20:45:00 CEST 2015, Event: ,Dundalk v BATE Borisov, Favorite: ,BATE Borisov, 46949   size:455.89,Price: ,2.48,Dundalk, 198746   size:401.74,Price: ,3.15,The Draw, 58805   size:1127.11,Price: ,3.5,x
1.119578255, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Deportivo Merlo v Deportivo Espanol, Favorite: ,Deportivo Merlo, 5181458   size:12.44,Price: ,2.5,The Draw, 58805   size:4.77,Price: ,2.88,Deportivo Espanol, 9218811   size:4.25,Price: ,2.92,ok
1.119601233, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,Macclesfield v Bury, Favorite: ,Bury, 223503   size:13.04,Price: ,1.97,The Draw, 58805   size:7.33,Price: ,3.75,Macclesfield, 69817   size:102.15,Price: ,4.1,ok
1.119600383, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,FC Koln v Espanyol, Favorite: ,FC Koln, 44783   size:37.32,Price: ,2.36,Espanyol, 59044   size:54.41,Price: ,3.4,The Draw, 58805   size:150.85,Price: ,3.45,x
1.119511033, Sport: ,Baseball, Time: ,Wed Jul 22 20:10:00 CEST 2015, Time: ,Wed Jul 22 20:10:00 CEST 2015, Event: ,CLE @ MIL, Favorite: ,Milwaukee (K Lohse), 7179919   size:85.67,Price: ,1.92,Cleveland (C Anderson), 9653347   size:319.84,Price: ,2.06,x
1.119520490, Sport: ,Soccer, Time: ,Thu Jul 23 01:00:00 CEST 2015, Time: ,Thu Jul 23 01:00:00 CEST 2015, Event: ,Ottawa Fury v Atlanta Silverbacks, Favorite: ,Ottawa Fury, 8441973   size:2.55,Price: ,1.93,The Draw, 58805   size:4.41,Price: ,3.25,Atlanta Silverbacks, 5744831   size:3.92,Price: ,3.65,ok
1.119603300, Sport: ,Soccer, Time: ,Thu Jul 23 02:00:00 CEST 2015, Time: ,Thu Jul 23 02:00:00 CEST 2015, Event: ,Caracas v Zamora, Favorite: ,Caracas, 3738659   size:77.01,Price: ,2.3,Zamora, 565025   size:2.67,Price: ,3.3,The Draw, 58805   size:5.0,Price: ,3.45,ok
1.119596881, Sport: ,Soccer, Time: ,Wed Jul 22 22:00:00 CEST 2015, Time: ,Wed Jul 22 22:00:00 CEST 2015, Event: ,Augnablik (W) v Haukar (W), Favorite: ,Augnablik (W), 9495047   size:3.73,Price: ,1.66,The Draw, 58805   size:2.41,Price: ,2.28,Haukar (W), 5313367   size:7.88,Price: ,4.5,ok
1.119585079, Sport: ,Handball, Time: ,Thu Jul 23 01:45:00 CEST 2015, Time: ,Thu Jul 23 01:45:00 CEST 2015, Event: ,Algeria U21 v Argentina U21, Favorite: ,Algeria U21, 7437028   size:2.24,Price: ,1.51,Argentina U21, 7437045   size:4.67,Price: ,3.2,Draw, 330157   size:3.52,Price: ,8.8,x
1.119600953, Sport: ,Soccer, Time: ,Wed Jul 22 20:30:00 CEST 2015, Time: ,Wed Jul 22 20:30:00 CEST 2015, Event: ,Kidsgrove Ath v Crewe, Favorite: ,Crewe, 47991   size:36.51,Price: ,1.1,The Draw, 58805   size:6.44,Price: ,7.0,Kidsgrove Ath, 9923674   size:35.92,Price: ,19.0,ok
1.119616687, Sport: ,Volleyball, Time: ,Wed Jul 22 21:30:00 CEST 2015, Time: ,Wed Jul 22 21:30:00 CEST 2015, Event: ,USA (W) v Cuba (W), Favorite: ,USA (W), 8555561   size:1432.24,Price: ,1.02,Cuba (W), 6489948   size:111.0,Price: ,1.07,ok
1.119621072, Sport: ,Soccer, Time: ,Wed Jul 22 20:45:00 CEST 2015, Time: ,Wed Jul 22 20:45:00 CEST 2015, Event: ,Torquay v Yeovil, Favorite: ,Yeovil, 132555   size:27.35,Price: ,2.18,Torquay, 50808   size:105.74,Price: ,3.55,The Draw, 58805   size:90.8,Price: ,3.75,ok
1.119597725, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,IBV U19 (W) v Aftur/Fjolnir U19 (W), Favorite: ,Aftur/Fjolnir U19 (W), 9546663   size:141.58,Price: ,1.06,The Draw, 58805   size:2.86,Price: ,1.25,x
1.119611716, Sport: ,Tennis, Time: ,Wed Jul 22 21:30:00 CEST 2015, Time: ,Wed Jul 22 21:30:00 CEST 2015, Event: ,Cunha v Przysiezny, Favorite: ,Michal Przysiezny, 2475803   size:3.65,Price: ,1.37,Henrique Cunha, 7444875   size:10.05,Price: ,3.2,ok
1.119603472, Sport: ,Soccer, Time: ,Thu Jul 23 01:30:00 CEST 2015, Time: ,Thu Jul 23 01:30:00 CEST 2015, Event: ,Estudiantes de Merida v Aragua, Favorite: ,Estudiantes de Merida, 7838019   size:2.46,Price: ,2.46,Aragua, 3284244   size:9.46,Price: ,3.15,The Draw, 58805   size:43.0,Price: ,3.3,ok
1.119597105, Sport: ,Soccer, Time: ,Wed Jul 22 22:00:00 CEST 2015, Time: ,Wed Jul 22 22:00:00 CEST 2015, Event: ,Ellidi v Kria, Favorite: ,Ellidi, 6359061   size:11.0,Price: ,1.08,Kria, 8538498   size:288.24,Price: ,1.19,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119596377, Sport: ,Soccer, Time: ,Wed Jul 22 20:00:00 CEST 2015, Time: ,Wed Jul 22 20:00:00 CEST 2015, Event: ,Flamengo U20 v Palmeiras U20, Favorite: ,Palmeiras U20, 5181619   size:22.8,Price: ,1.85,Flamengo U20, 6006854   size:2.71,Price: ,2.94,The Draw, 58805   size:2.44,Price: ,3.35,x
1.119603996, Sport: ,Tennis, Time: ,Wed Jul 22 22:30:00 CEST 2015, Time: ,Wed Jul 22 22:30:00 CEST 2015, Event: ,Abaza v Boserup, Favorite: ,Julia Boserup, 3738415   size:2.55,Price: ,1.38,Jan Abaza, 7533940   size:4.14,Price: ,3.05,x
1.119603997, Sport: ,Tennis, Time: ,Thu Jul 23 01:00:00 CEST 2015, Time: ,Thu Jul 23 01:00:00 CEST 2015, Event: ,Hibino v Marand, Favorite: ,Nao Hibino, 7683152   size:2.55,Price: ,1.48,Sanaz Marand, 7168237   size:4.44,Price: ,2.64,ok
1.119603998, Sport: ,Tennis, Time: ,Wed Jul 22 22:30:00 CEST 2015, Time: ,Wed Jul 22 22:30:00 CEST 2015, Event: ,Ahn v Simmonds, Favorite: ,Kristie Ahn, 7445679   size:15.38,Price: ,1.45,Chanel Simmonds, 6604256   size:4.34,Price: ,2.78,ok
1.119603999, Sport: ,Tennis, Time: ,Wed Jul 22 23:30:00 CEST 2015, Time: ,Wed Jul 22 23:30:00 CEST 2015, Event: ,Pegula v Date Krumm, Favorite: ,Kimiko Date Krumm, 3374105   size:4.01,Price: ,1.6,Jessica Pegula, 6215852   size:2.72,Price: ,2.36,ok
1.119511057, Sport: ,Baseball, Time: ,Thu Jul 23 01:05:00 CEST 2015, Time: ,Thu Jul 23 01:05:00 CEST 2015, Event: ,BAL @ NYY, Favorite: ,NY Yankees (I Nova), 5445498   size:342.33,Price: ,1.85,Baltimore (K Gausman), 7292275   size:108.0,Price: ,2.12,ok
