1.119555605, Sport: ,Soccer, Time: ,Sun Jul 26 18:00:00 CEST 2015, Time: ,Sun Jul 26 18:00:00 CEST 2015, Event: ,Esbjerg v FC Copenhagen, Favorite: ,FC Copenhagen, 28217   size:266.0,Price: ,2.24,The Draw, 58805   size:12.29,Price: ,3.3,Esbjerg, 113193   size:109.51,Price: ,3.6,ok
1.119560084, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Chiasso v Schaffhausen, Favorite: ,Schaffhausen, 328835   size:41.83,Price: ,2.62,Chiasso, 457842   size:5.35,Price: ,2.84,The Draw, 58805   size:3.39,Price: ,3.4,x
1.119595733, Sport: ,Soccer, Time: ,Sun Jul 26 18:30:00 CEST 2015, Time: ,Sun Jul 26 18:30:00 CEST 2015, Event: ,Oleksandria v Metalurg Z, Favorite: ,Oleksandria, 5618507   size:2.82,Price: ,1.88,The Draw, 58805   size:2.55,Price: ,3.65,Metalurg Z, 489141   size:2.81,Price: ,4.6,ok
1.119498059, Sport: ,Gaelic Games, Time: ,Sun Jul 26 17:00:00 CEST 2015, Time: ,Sun Jul 26 17:00:00 CEST 2015, Event: ,Cork v Galway, Favorite: ,Cork, 971621   size:94.99,Price: ,2.0,Galway, 971624   size:6.13,Price: ,2.4,Draw, 1055557   size:24.96,Price: ,12.0,x
1.119498057, Sport: ,Gaelic Games, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Waterford v Dublin, Favorite: ,Waterford, 971622   size:9.89,Price: ,1.54,Dublin, 971629   size:15.65,Price: ,3.55,Draw, 1055557   size:22.83,Price: ,13.5,ok
1.119680665, Sport: ,Soccer, Time: ,Sun Jul 26 19:00:00 CEST 2015, Time: ,Sun Jul 26 19:00:00 CEST 2015, Event: ,FC Cartagena v Villarreal B, Favorite: ,Villarreal B, 2522842   size:260.32,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,ok
1.119676385, Sport: ,Soccer, Time: ,Sun Jul 26 18:00:00 CEST 2015, Time: ,Sun Jul 26 18:00:00 CEST 2015, Event: ,CS Dock Sud v CA General Lamadrid, Favorite: ,CS Dock Sud, 9366695   size:6.72,Price: ,1.59,The Draw, 58805   size:13.74,Price: ,2.18,CA General Lamadrid, 9286518   size:5.97,Price: ,2.82,ok
1.119682845, Sport: ,Soccer, Time: ,Sun Jul 26 15:30:00 CEST 2015, Time: ,Sun Jul 26 15:30:00 CEST 2015, Event: ,Glasgow City (W) v Celtic (W), Favorite: ,Celtic (W), 8635132   size:3.56,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119679899, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Irtysh Pavlodar v FC Ordabasy, Favorite: ,Irtysh Pavlodar, 455401   size:3.17,Price: ,1.66,The Draw, 58805   size:37.26,Price: ,3.95,FC Ordabasy, 6476069   size:25.06,Price: ,5.4,ok
1.119696331, Sport: ,Tennis, Time: ,Sun Jul 26 12:45:00 CEST 2015, Time: ,Sun Jul 26 12:45:00 CEST 2015, Event: ,H Zeballos v Cachin, Favorite: ,Horacio Zeballos, 3506037   size:2.7,Price: ,1.49,Pedro Cachin, 8461316   size:4.59,Price: ,2.72,ok
1.119692887, Sport: ,Cricket, Time: ,Sun Jul 26 15:15:00 CEST 2015, Time: ,Sun Jul 26 15:15:00 CEST 2015, Event: ,Scotland v Netherlands, Favorite: ,Scotland, 152533   size:2.66,Price: ,1.77,Netherlands, 228749   size:4.55,Price: ,2.06,x
1.119677906, Sport: ,Soccer, Time: ,Sun Jul 26 18:00:00 CEST 2015, Time: ,Sun Jul 26 18:00:00 CEST 2015, Event: ,Afturelding (W) v Thor KA (W), Favorite: ,Thor KA (W), 7767466   size:5.65,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,ok
1.119691320, Sport: ,Tennis, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,Crepaldi v Austin Smith, Favorite: ,Austin Smith, 8659695   size:45.55,Price: ,1.03,Erik Crepaldi, 7839753   size:42.54,Price: ,1.04,x
1.119556496, Sport: ,Soccer, Time: ,Sun Jul 26 13:30:00 CEST 2015, Time: ,Sun Jul 26 13:30:00 CEST 2015, Event: ,Paderborn v Bochum, Favorite: ,Paderborn, 208035   size:20.89,Price: ,2.2,The Draw, 58805   size:32.18,Price: ,3.55,Bochum, 67143   size:6.45,Price: ,3.7,x
1.119562131, Sport: ,Soccer, Time: ,Sun Jul 26 17:30:00 CEST 2015, Time: ,Sun Jul 26 17:30:00 CEST 2015, Event: ,GrIFK v MuSA, Favorite: ,GrIFK, 1229634   size:2.55,Price: ,1.36,The Draw, 58805   size:3.31,Price: ,5.3,MuSA, 5491518   size:7.19,Price: ,5.7,ok
1.119683381, Sport: ,Soccer, Time: ,Sun Jul 26 19:05:00 CEST 2015, Time: ,Sun Jul 26 19:05:00 CEST 2015, Event: ,Uruguay U22 v Mexico U22, Favorite: ,Mexico U22, 5894404   size:214.77,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119682051, Sport: ,Soccer, Time: ,Sun Jul 26 11:00:00 CEST 2015, Time: ,Sun Jul 26 11:00:00 CEST 2015, Event: ,Bohemians 1905 U21 v FC Viktoria Plzen U21, Favorite: ,FC Viktoria Plzen U21, 6551124   size:18.43,Price: ,1.02,The Draw, 58805   size:70.65,Price: ,3.0,ok
1.119557228, Sport: ,Soccer, Time: ,Sun Jul 26 19:00:00 CEST 2015, Time: ,Sun Jul 26 19:00:00 CEST 2015, Event: ,FK Krasnodar v Spartak Moscow, Favorite: ,FK Krasnodar, 4020902   size:180.38,Price: ,2.1,The Draw, 58805   size:14.46,Price: ,3.7,Spartak Moscow, 5517   size:38.68,Price: ,3.85,x
1.119682178, Sport: ,Soccer, Time: ,Sun Jul 26 10:30:00 CEST 2015, Time: ,Sun Jul 26 10:30:00 CEST 2015, Event: ,FK Fotbal Trinec U21 v FC Banik Ostrava U21, Favorite: ,FC Banik Ostrava U21, 6550998   size:12.52,Price: ,1.65,FK Fotbal Trinec U21, 7533022   size:3.87,Price: ,3.1,The Draw, 58805   size:13.56,Price: ,4.0,ok
1.119682057, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Anzhi Makhachkala (Y) v Lokomotiv Moscow (Y), Favorite: ,Anzhi Makhachkala (Y), 5460247   size:7.99,Price: ,1.83,Lokomotiv Moscow (Y), 5246808   size:7.99,Price: ,1.84,The Draw, 58805   size:15.99,Price: ,2.3,x
1.119691406, Sport: ,Tennis, Time: ,Sun Jul 26 17:30:00 CEST 2015, Time: ,Sun Jul 26 17:30:00 CEST 2015, Event: ,Reyes-Varela v Bortolotti, Favorite: ,Marco Bortolotti, 8574172   size:45.55,Price: ,1.03,ok
1.119676611, Sport: ,Soccer, Time: ,Sun Jul 26 14:00:00 CEST 2015, Time: ,Sun Jul 26 14:00:00 CEST 2015, Event: ,FK Isloch Minsk v Khimik Svetlogorsk, Favorite: ,Khimik Svetlogorsk, 5796702   size:217.6,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119695692, Sport: ,Tennis, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,Tsurenko v U Radwanska, Favorite: ,Lesia Tsurenko, 5300861   size:58.65,Price: ,1.85,Urszula Radwanska, 2395156   size:5.0,Price: ,2.08,ok
1.119696420, Sport: ,Tennis, Time: ,Sun Jul 26 14:30:00 CEST 2015, Time: ,Sun Jul 26 14:30:00 CEST 2015, Event: ,Teixeira v D Medvedev, Favorite: ,Maxime Teixeira, 5321113   size:2.37,Price: ,1.7,Daniil Medvedev, 7797742   size:4.39,Price: ,2.16,ok
1.119683909, Sport: ,Tennis, Time: ,Sun Jul 26 10:00:00 CEST 2015, Time: ,Sun Jul 26 10:00:00 CEST 2015, Event: ,Errani v K Knapp, Favorite: ,Sara Errani, 2309567   size:322.54,Price: ,1.74,Karin Knapp, 2328045   size:306.28,Price: ,2.28,x
1.119695333, Sport: ,Tennis, Time: ,Sun Jul 26 18:00:00 CEST 2015, Time: ,Sun Jul 26 18:00:00 CEST 2015, Event: ,Pous-Tio v Puig Caballero, Favorite: , Blanca Puig Caballero , 10074569   size:45.55,Price: ,1.03,x
1.119586007, Sport: ,Rugby League, Time: ,Sun Jul 26 16:30:00 CEST 2015, Time: ,Sun Jul 26 16:30:00 CEST 2015, Event: ,Castleford v Warrington, Favorite: ,Castleford, 121729   size:2.56,Price: ,1.62,Warrington, 25400   size:7.68,Price: ,2.34,Draw, 11126   size:2.81,Price: ,21.0,x
1.119678234, Sport: ,Soccer, Time: ,Sun Jul 26 12:00:00 CEST 2015, Time: ,Sun Jul 26 12:00:00 CEST 2015, Event: ,Gintra (W) v Rigas Futbola Skola (W), Favorite: ,Rigas Futbola Skola (W), 6555402   size:18.43,Price: ,1.02,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119692971, Sport: ,Tennis, Time: ,Sun Jul 26 16:30:00 CEST 2015, Time: ,Sun Jul 26 16:30:00 CEST 2015, Event: ,A Krajicek v E Korolev, Favorite: ,Austin Krajicek, 3288367   size:45.55,Price: ,1.03,Evgeny Korolev, 2249836   size:17.08,Price: ,1.08,ok
1.119562125, Sport: ,Soccer, Time: ,Sun Jul 26 19:00:00 CEST 2015, Time: ,Sun Jul 26 19:00:00 CEST 2015, Event: ,Pumas UNAM v Monterrey, Favorite: ,Pumas UNAM, 328955   size:91.01,Price: ,2.32,The Draw, 58805   size:4.63,Price: ,3.45,ok
1.119595519, Sport: ,Soccer, Time: ,Sun Jul 26 18:30:00 CEST 2015, Time: ,Sun Jul 26 18:30:00 CEST 2015, Event: ,Dnipro v Chernomorets Odesa, Favorite: ,Dnipro, 50345   size:2.55,Price: ,1.22,The Draw, 58805   size:4.35,Price: ,5.2,Chernomorets Odesa, 7430526   size:3.28,Price: ,11.0,ok
1.119561274, Sport: ,Soccer, Time: ,Sun Jul 26 17:30:00 CEST 2015, Time: ,Sun Jul 26 17:30:00 CEST 2015, Event: ,Ilves v SJK, Favorite: ,SJK, 5418845   size:100.5,Price: ,1.79,The Draw, 58805   size:9.0,Price: ,3.75,Ilves, 1229635   size:11.58,Price: ,5.2,x
1.119675999, Sport: ,Tennis, Time: ,Sun Jul 26 11:00:00 CEST 2015, Time: ,Sun Jul 26 11:00:00 CEST 2015, Event: ,Arruabarrena/Hradecka v Knoll/Matteucci, Favorite: ,Knoll/Matteucci, 10027017   size:3.16,Price: ,1.03,x
1.119559076, Sport: ,Soccer, Time: ,Sun Jul 26 11:00:00 CEST 2015, Time: ,Sun Jul 26 11:00:00 CEST 2015, Event: ,Oita v Thespakusatsu Gunma, Favorite: ,Oita, 441089   size:4.68,Price: ,2.06,The Draw, 58805   size:33.99,Price: ,3.45,Thespakusatsu Gunma, 7078090   size:5.08,Price: ,4.3,ok
1.119586012, Sport: ,Rugby League, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,Huddersfield v Wakefield, Favorite: ,Huddersfield, 43689   size:300.0,Price: ,1.03,Wakefield, 39515   size:13.36,Price: ,10.5,Draw, 11126   size:55.0,Price: ,75.0,ok
1.119555279, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Lyon v Villarreal, Favorite: ,Villarreal, 28191   size:155.8,Price: ,2.08,Lyon, 55271   size:114.65,Price: ,3.55,The Draw, 58805   size:71.03,Price: ,3.75,ok
1.119559636, Sport: ,Soccer, Time: ,Sun Jul 26 14:00:00 CEST 2015, Time: ,Sun Jul 26 14:00:00 CEST 2015, Event: ,Naestved v AC Horsens, Favorite: ,AC Horsens, 195583   size:26.68,Price: ,2.64,Naestved, 125163   size:8.61,Price: ,2.96,The Draw, 58805   size:134.63,Price: ,3.35,x
1.119681296, Sport: ,Soccer, Time: ,Sun Jul 26 17:00:00 CEST 2015, Time: ,Sun Jul 26 17:00:00 CEST 2015, Event: ,SC Kafertal v Waldhof Mannheim, Favorite: ,Waldhof Mannheim, 346909   size:260.32,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,ok
1.119564099, Sport: ,Soccer, Time: ,Sun Jul 26 17:00:00 CEST 2015, Time: ,Sun Jul 26 17:00:00 CEST 2015, Event: ,Skovde AIK v IK Gauthiod, Favorite: ,Skovde AIK, 2382929   size:2.49,Price: ,2.12,IK Gauthiod, 6290360   size:4.36,Price: ,2.9,The Draw, 58805   size:3.93,Price: ,3.8,ok
1.119691413, Sport: ,Tennis, Time: ,Sun Jul 26 11:00:00 CEST 2015, Time: ,Sun Jul 26 11:00:00 CEST 2015, Event: ,Calvin Hemery v Arnaboldi, Favorite: ,Calvin Hemery, 7287667   size:2.55,Price: ,1.61,Andrea Arnaboldi, 7593283   size:3.64,Price: ,2.28,ok
1.119567002, Sport: ,Cricket, Time: ,Sun Jul 26 11:30:00 CEST 2015, Time: ,Sun Jul 26 11:30:00 CEST 2015, Event: ,Sussex v Lancashire, Favorite: ,Sussex, 31379   size:2.26,Price: ,1.76,Lancashire, 424679   size:4.23,Price: ,2.0,x
1.119678900, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Costa Rica v Panama, Favorite: ,Panama, 520320   size:4000.0,Price: ,1.04,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119676723, Sport: ,Soccer, Time: ,Sun Jul 26 17:00:00 CEST 2015, Time: ,Sun Jul 26 17:00:00 CEST 2015, Event: ,Dnepr Mogilev v FK Krumkachy Minsk, Favorite: ,FK Krumkachy Minsk, 9414498   size:217.6,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119690201, Sport: ,Tennis, Time: ,Sun Jul 26 12:30:00 CEST 2015, Time: ,Sun Jul 26 12:30:00 CEST 2015, Event: ,Lamasine v Ghem, Favorite: ,Andre Ghem, 5304700   size:282.6,Price: ,1.5,Tristan Lamasine, 8428332   size:15.04,Price: ,2.76,x
1.119697402, Sport: ,Tennis, Time: ,Sun Jul 26 17:30:00 CEST 2015, Time: ,Sun Jul 26 17:30:00 CEST 2015, Event: ,Konta v Foretz, Favorite: ,Johanna Konta, 5596561   size:5.92,Price: ,1.34,Stephanie Foretz, 9152710   size:70.14,Price: ,3.2,ok
1.119676835, Sport: ,Soccer, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,Guaratingueta v Juventude, Favorite: ,Juventude, 198144   size:2.4,Price: ,1.73,The Draw, 58805   size:3.02,Price: ,3.2,Guaratingueta, 3620521   size:2.34,Price: ,4.1,ok
1.119586020, Sport: ,Rugby League, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,Leeds v Catalan, Favorite: ,Leeds, 39514   size:145.58,Price: ,1.11,Catalan, 2362563   size:20.25,Price: ,8.4,Draw, 11126   size:70.65,Price: ,30.0,ok
1.119594691, Sport: ,Soccer, Time: ,Sun Jul 26 19:00:00 CEST 2015, Time: ,Sun Jul 26 19:00:00 CEST 2015, Event: ,NK Zagreb v Rijeka, Favorite: ,Rijeka, 166890   size:3.41,Price: ,1.66,The Draw, 58805   size:2.82,Price: ,4.1,NK Zagreb, 189804   size:5.76,Price: ,5.9,x
1.119564081, Sport: ,Soccer, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,Konyaspor KIF v IK Sleipner, Favorite: ,IK Sleipner, 804930   size:2.55,Price: ,1.27,The Draw, 58805   size:3.89,Price: ,5.0,Konyaspor KIF, 6419265   size:4.78,Price: ,5.5,x
1.119697050, Sport: ,Tennis, Time: ,Sun Jul 26 19:00:00 CEST 2015, Time: ,Sun Jul 26 19:00:00 CEST 2015, Event: ,Millot v Bester, Favorite: ,Vincent Millot, 4275820   size:2.55,Price: ,1.66,Philip Bester, 2504191   size:2.55,Price: ,2.3,ok
1.119680973, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Newport County v QPR, Favorite: ,QPR, 62684   size:2.78,Price: ,1.63,The Draw, 58805   size:3.55,Price: ,4.4,Newport County, 62623   size:4.17,Price: ,4.6,x
1.119679189, Sport: ,Soccer, Time: ,Sun Jul 26 13:00:00 CEST 2015, Time: ,Sun Jul 26 13:00:00 CEST 2015, Event: ,FK Irtysh Omsk v Dinamo Barnaul, Favorite: ,FK Irtysh Omsk, 9505864   size:5.0,Price: ,1.31,The Draw, 58805   size:12.5,Price: ,2.14,Dinamo Barnaul, 9445044   size:5.0,Price: ,2.84,x
1.119564083, Sport: ,Soccer, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,FC Gute v AFK Linkoping, Favorite: ,FC Gute, 2994136   size:3.15,Price: ,1.4,The Draw, 58805   size:3.41,Price: ,3.7,AFK Linkoping, 9374082   size:3.0,Price: ,4.2,ok
1.119560714, Sport: ,Soccer, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,FC Vaduz v FC Zurich, Favorite: ,FC Zurich, 65783   size:100.39,Price: ,2.22,FC Vaduz, 46945   size:6.0,Price: ,3.5,The Draw, 58805   size:7.2,Price: ,3.6,x
1.119691069, Sport: ,Tennis, Time: ,Sun Jul 26 13:00:00 CEST 2015, Time: ,Sun Jul 26 13:00:00 CEST 2015, Event: ,Montanes v M Zverev, Favorite: ,Albert Montanes, 2263599   size:2.55,Price: ,1.79,Mischa Zverev, 2263625   size:7.76,Price: ,2.08,ok
1.119696997, Sport: ,Basketball, Time: ,Sun Jul 26 14:45:00 CEST 2015, Time: ,Sun Jul 26 14:45:00 CEST 2015, Event: ,France U19 (W) v Belgium U19 (W), Favorite: ,Belgium U19 (W), 9789190   size:14.13,Price: ,1.01,x
1.119561134, Sport: ,Soccer, Time: ,Sun Jul 26 17:30:00 CEST 2015, Time: ,Sun Jul 26 17:30:00 CEST 2015, Event: ,FC Inter v Lahti, Favorite: ,FC Inter, 139505   size:527.0,Price: ,2.32,Lahti, 139506   size:23.17,Price: ,3.35,The Draw, 58805   size:9.04,Price: ,3.4,x
1.119556588, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Falkenbergs v IFK Goteborg, Favorite: ,IFK Goteborg, 30689   size:31.7,Price: ,1.66,The Draw, 58805   size:199.58,Price: ,4.1,Falkenbergs, 780883   size:11.02,Price: ,6.0,x
1.119558768, Sport: ,Soccer, Time: ,Sun Jul 26 11:00:00 CEST 2015, Time: ,Sun Jul 26 11:00:00 CEST 2015, Event: ,Iwata v C-Osaka, Favorite: ,Iwata, 263079   size:30.09,Price: ,2.7,C-Osaka, 361742   size:11.72,Price: ,2.88,The Draw, 58805   size:23.06,Price: ,3.45,x
1.119593476, Sport: ,Soccer, Time: ,Sun Jul 26 13:35:00 CEST 2015, Time: ,Sun Jul 26 13:35:00 CEST 2015, Event: ,Hangzhou Greentown v Guangzhou FC, Favorite: ,Guangzhou FC, 5723376   size:26.25,Price: ,1.33,The Draw, 58805   size:6.72,Price: ,5.7,Hangzhou Greentown, 4057550   size:15.92,Price: ,11.5,ok
1.119683692, Sport: ,Tennis, Time: ,Sun Jul 26 11:00:00 CEST 2015, Time: ,Sun Jul 26 11:00:00 CEST 2015, Event: ,R Haase v An Kuznetsov, Favorite: ,Robin Haase, 2309796   size:20.0,Price: ,1.98,Andrey Kuznetsov, 4257454   size:13.48,Price: ,1.99,x
1.119677791, Sport: ,Soccer, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,IF Magni v Reynir Sandgerdi, Favorite: ,Reynir Sandgerdi, 3149609   size:217.6,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119682367, Sport: ,Soccer, Time: ,Sun Jul 26 12:00:00 CEST 2015, Time: ,Sun Jul 26 12:00:00 CEST 2015, Event: ,Chamchuri United FC v Rangsit Univ JW FC, Favorite: ,Rangsit Univ JW FC, 8670860   size:19.17,Price: ,1.02,The Draw, 58805   size:5.65,Price: ,1.25,x
1.119682488, Sport: ,Soccer, Time: ,Sun Jul 26 17:00:00 CEST 2015, Time: ,Sun Jul 26 17:00:00 CEST 2015, Event: ,FK Brandys nad Labem v Loko Vltavin, Favorite: ,Loko Vltavin, 5598523   size:244.93,Price: ,1.01,The Draw, 58805   size:5.65,Price: ,1.25,ok
1.119564073, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,VfV Hildesheim v St Pauli II, Favorite: ,St Pauli II, 5801013   size:18.0,Price: ,1.09,The Draw, 58805   size:18.0,Price: ,1.3,VfV Hildesheim, 10003038   size:20.47,Price: ,2.38,x
1.119564075, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Arameiska-Syrianska v Stromsbergs, Favorite: ,Arameiska-Syrianska, 4638300   size:2.57,Price: ,1.61,The Draw, 58805   size:3.78,Price: ,4.2,Stromsbergs, 9371567   size:3.41,Price: ,4.7,ok
1.119564077, Sport: ,Soccer, Time: ,Sun Jul 26 15:00:00 CEST 2015, Time: ,Sun Jul 26 15:00:00 CEST 2015, Event: ,Linkoping City v Assyriska IF, Favorite: ,Linkoping City, 8441183   size:2.77,Price: ,1.5,The Draw, 58805   size:2.6,Price: ,3.7,Assyriska IF, 5765094   size:2.25,Price: ,4.3,ok
1.119689681, Sport: ,Soccer, Time: ,Sun Jul 26 13:00:00 CEST 2015, Time: ,Sun Jul 26 13:00:00 CEST 2015, Event: ,Supersport Utd v Ajax Cape Town, Favorite: ,Ajax Cape Town, 370196   size:263.15,Price: ,1.01,The Draw, 58805   size:2.82,Price: ,1.25,x
1.119586047, Sport: ,Rugby League, Time: ,Sun Jul 26 16:00:00 CEST 2015, Time: ,Sun Jul 26 16:00:00 CEST 2015, Event: ,Dewsbury v Batley, Favorite: ,Draw, 11126   size:353.25,Price: ,1.01,x
1.119697737, Sport: ,Tennis, Time: ,Sun Jul 26 19:00:00 CEST 2015, Time: ,Sun Jul 26 19:00:00 CEST 2015, Event: ,Mestach v Kalinina, Favorite: ,Anhelina Kalinina, 8907168   size:17.08,Price: ,1.08,ok
