1.122699478, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,VVV v Volendam, Favorite: ,VVV, 503419   size:10.39,Price: ,1.71,Volendam, 419133   size:6.91,Price: ,5.1,The Draw, 58805   size:66.78,Price: ,4.1,ok
1.122699224, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Creteil v Dijon, Favorite: ,Dijon, 305995   size:2.26,Price: ,1.92,Creteil, 269793   size:90.45,Price: ,4.6,The Draw, 58805   size:3.12,Price: ,3.65,ok
1.122806148, Sport: ,Tennis, Time: ,Fri Jan 29 12:30:00 CET 2016, Time: ,Fri Jan 29 12:30:00 CET 2016, Event: ,Viktorija Golubic v Stefanie Voegele, Favorite: ,Viktorija Golubic, 7283232   size:6.48,Price: ,1.53,Stefanie Voegele, 3622149   size:22.36,Price: ,2.32,x
1.122806147, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,AN Sophie Mestach v Amandine Hesse, Favorite: ,An-Sophie Mestach, 4818332   size:29.53,Price: ,1.47,Amandine Hesse, 7289620   size:12.65,Price: ,2.36,ok
1.122699054, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Brest v Paris FC, Favorite: ,Brest, 669348   size:249.97,Price: ,1.77,Paris FC, 5168454   size:19.32,Price: ,6.2,The Draw, 58805   size:314.1,Price: ,3.45,ok
1.122760439, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Adler Mannheim v Red Bull Munich, Favorite: ,Red Bull Munich, 10651736   size:205.4,Price: ,1.16,Adler Mannheim, 233924   size:142.89,Price: ,1.23,Tie, 60104   size:9.38,Price: ,4.5,ok
1.122760830, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Jukurit Mikkeli v Keupa HT, Favorite: ,Jukurit Mikkeli, 10669697   size:3.55,Price: ,1.29,Keupa HT, 10669694   size:54.4,Price: ,5.9,Tie, 60104   size:60.58,Price: ,5.4,ok
1.122759554, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Assat Pori v Pelicans Lahti, Favorite: ,Assat Pori, 292306   size:107.0,Price: ,2.18,Pelicans Lahti, 9122536   size:101.0,Price: ,2.86,Tie, 60104   size:106.0,Price: ,4.2,x
1.122699207, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,MVV Maastricht v FC Eindhoven, Favorite: ,MVV Maastricht, 8704630   size:14.13,Price: ,2.48,FC Eindhoven, 503439   size:158.53,Price: ,2.86,The Draw, 58805   size:47.45,Price: ,3.85,x
1.122773051, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,IR Reykjavik v KR Reykjavik, Favorite: ,KR Reykjavik, 399808   size:2.22,Price: ,1.36,IR Reykjavik, 4742652   size:2.79,Price: ,5.6,The Draw, 58805   size:5.36,Price: ,5.2,ok
1.122699564, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Laval v Niort, Favorite: ,Laval, 77585   size:15.46,Price: ,2.52,Niort, 309687   size:8.38,Price: ,3.4,The Draw, 58805   size:1245.53,Price: ,3.15,x
1.122759544, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Kalpa Hockey v JYP Jyvaskyla, Favorite: ,JYP Jyvaskyla, 4192588   size:62.99,Price: ,2.54,Kalpa Hockey, 10653341   size:62.99,Price: ,2.56,Tie, 60104   size:96.11,Price: ,4.0,x
1.122699438, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Evian TG v Metz, Favorite: ,Evian TG, 4864973   size:8.33,Price: ,2.62,Metz, 44795   size:28.15,Price: ,3.25,The Draw, 58805   size:946.92,Price: ,3.15,x
1.122759539, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Kookoo Kouvola v Saipa Lappeenranta, Favorite: ,SaiPa Lappeenranta, 292307   size:94.0,Price: ,1.93,KooKoo Kouvola, 10653340   size:120.21,Price: ,3.25,Tie, 60104   size:107.0,Price: ,4.5,x
1.122803842, Sport: ,Tennis, Time: ,Fri Jan 29 09:00:00 CET 2016, Time: ,Fri Jan 29 09:00:00 CET 2016, Event: ,Basak Eraydin v Vlada Ekshibarova, Favorite: ,Basak Eraydin, 4874442   size:3.72,Price: ,1.23,Vlada Ekshibarova, 2567024   size:2.31,Price: ,1.98,ok
1.122803841, Sport: ,Tennis, Time: ,Fri Jan 29 09:00:00 CET 2016, Time: ,Fri Jan 29 09:00:00 CET 2016, Event: ,Agnes Bukta v Josephine Boualem, Favorite: ,Agnes Bukta, 7414061   size:3.17,Price: ,1.44,Josephine Boualem, 9306588   size:2.09,Price: ,2.18,x
1.122760190, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Krefeld Pinguine v Iserlohn Roosters, Favorite: ,Krefeld Pinguine, 233926   size:19.72,Price: ,1.15,Iserlohn Roosters, 233915   size:2.28,Price: ,2.0,Tie, 60104   size:9.58,Price: ,4.8,x
1.122771007, Sport: ,Basketball, Time: ,Fri Jan 29 13:30:00 CET 2016, Time: ,Fri Jan 29 13:30:00 CET 2016, Event: ,Saigon Heat v Hitech Bangkok City, Favorite: ,Saigon Heat, 7008882   size:2.62,Price: ,1.03,Hitech Bangkok City, 10464279   size:2.62,Price: ,1.03,ok
1.122760113, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Schwenninger Wild Wings v Augsburger Panther, Favorite: ,Augsburger Panther, 233922   size:3.92,Price: ,1.14,Schwenninger Wild Wings, 247129   size:156.5,Price: ,1.21,Tie, 60104   size:8.42,Price: ,4.9,x
1.122801820, Sport: ,Tennis, Time: ,Fri Jan 29 09:00:00 CET 2016, Time: ,Fri Jan 29 09:00:00 CET 2016, Event: ,Bojana Marinkovic v Sandra Samir, Favorite: ,Sandra Samir, 9400939   size:3.41,Price: ,1.34,Bojana Marinkovic, 9342244   size:6.7,Price: ,2.44,x
1.122803844, Sport: ,Tennis, Time: ,Fri Jan 29 10:30:00 CET 2016, Time: ,Fri Jan 29 10:30:00 CET 2016, Event: ,Laura Schaeder v Ayla Aksu, Favorite: ,Laura Schaeder, 7216212   size:2.55,Price: ,1.42,Ayla Aksu, 8698940   size:2.73,Price: ,1.67,x
1.122689059, Sport: ,Soccer, Time: ,Sat Jan 30 04:30:00 CET 2016, Time: ,Sat Jan 30 04:30:00 CET 2016, Event: ,Coras Tepic v Cimarrones de Sonora, Favorite: ,Coras Tepic, 8692848   size:2.55,Price: ,1.58,Cimarrones de Sonora, 9988723   size:6.11,Price: ,4.0,The Draw, 58805   size:13.97,Price: ,3.05,x
1.122776085, Sport: ,Cricket, Time: ,Fri Jan 29 05:30:00 CET 2016, Time: ,Fri Jan 29 05:30:00 CET 2016, Event: ,N Bank of Pakistan v Islamabad, Favorite: ,N Bank of Pakistan, 7983048   size:20.43,Price: ,1.01,Islamabad, 6878743   size:20.43,Price: ,1.01,x
1.122801835, Sport: ,Tennis, Time: ,Fri Jan 29 09:00:00 CET 2016, Time: ,Fri Jan 29 09:00:00 CET 2016, Event: ,Wiktoria Kulik v Chantal Skamlova, Favorite: ,Chantal Skamlova, 9433240   size:3.53,Price: ,1.28,Wiktoria Kulik, 9635493   size:24.2,Price: ,2.76,ok
1.122801830, Sport: ,Tennis, Time: ,Fri Jan 29 09:00:00 CET 2016, Time: ,Fri Jan 29 09:00:00 CET 2016, Event: ,Kamila Kerimbayeva v Despina Papamichail, Favorite: ,Despina Papamichail, 7795590   size:93.88,Price: ,1.42,Kamila Kerimbayeva, 9062873   size:2.55,Price: ,1.46,x
1.122772879, Sport: ,Soccer, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Flora Tallinn v Nomme Kalju, Favorite: ,Flora Tallinn, 180590   size:13.72,Price: ,1.04,Nomme Kalju, 4007449   size:13.72,Price: ,1.04,The Draw, 58805   size:15.77,Price: ,2.88
1.122765267, Sport: ,Tennis, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Elena Gabriela Ruse v Grace Min, Favorite: ,Grace Min, 6280340   size:2.55,Price: ,1.29,Elena Gabriela Ruse, 9186040   size:4.27,Price: ,3.9
1.122765268, Sport: ,Tennis, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Olga Puchkova v Riko Sawayanagi, Favorite: ,Olga Puchkova, 2969619   size:15.77,Price: ,1.83,Riko Sawayanagi, 8839049   size:2.55,Price: ,2.04
1.122765269, Sport: ,Tennis, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Ons Jabeur v Caroline Dolehide, Favorite: ,Ons Jabeur, 6161111   size:7.12,Price: ,1.26,Caroline Dolehide, 9202281   size:7.74,Price: ,4.1
1.122770731, Sport: ,Basketball, Time: ,Fri Jan 29 20:30:00 CET 2016, Time: ,Fri Jan 29 20:30:00 CET 2016, Event: ,Glasgow Rocks v Cheshire Phoenix, Favorite: ,Glasgow Rocks, 8890492   size:2.55,Price: ,1.45,Cheshire Phoenix, 8892084   size:10.4,Price: ,2.92
1.122770733, Sport: ,Basketball, Time: ,Fri Jan 29 20:30:00 CET 2016, Time: ,Fri Jan 29 20:30:00 CET 2016, Event: ,Newcastle Eagles v Leicester Riders, Favorite: ,Leicester Riders, 2938537   size:4.12,Price: ,1.03,Newcastle Eagles, 6374304   size:68.42,Price: ,1.4
1.122797697, Sport: ,Soccer, Time: ,Sat Jan 30 01:00:00 CET 2016, Time: ,Sat Jan 30 01:00:00 CET 2016, Event: ,Talleres v Guillermo Brown, Favorite: ,Talleres, 194518   size:2.34,Price: ,2.14,Guillermo Brown, 5789841   size:4.85,Price: ,3.35,The Draw, 58805   size:6.83,Price: ,3.0,ok
1.122689224, Sport: ,Soccer, Time: ,Sat Jan 30 02:45:00 CET 2016, Time: ,Sat Jan 30 02:45:00 CET 2016, Event: ,Cafetaleros v Celaya, Favorite: ,Cafetaleros, 9988646   size:7.55,Price: ,1.77,Celaya, 5901260   size:6.42,Price: ,3.15,The Draw, 58805   size:14.13,Price: ,2.78
1.122726975, Sport: ,Cricket, Time: ,Fri Jan 29 09:30:00 CET 2016, Time: ,Fri Jan 29 09:30:00 CET 2016, Event: ,Kandy v Colombo, Favorite: ,Kandy, 10749488   size:20.0,Price: ,1.04,Colombo, 484222   size:20.0,Price: ,1.04
1.122772995, Sport: ,Soccer, Time: ,Fri Jan 29 20:30:00 CET 2016, Time: ,Fri Jan 29 20:30:00 CET 2016, Event: ,Lincoln Red Imps v Manchester 62 FC, Favorite: ,Lincoln Red Imps, 8649329   size:6.53,Price: ,1.04,Manchester 62 FC, 8875653   size:2.62,Price: ,34.0,The Draw, 58805   size:3.86,Price: ,14.5
1.122760809, Sport: ,Soccer, Time: ,Fri Jan 29 22:00:00 CET 2016, Time: ,Fri Jan 29 22:00:00 CET 2016, Event: ,Sol de America (Par) v River Plate (Par), Favorite: ,Sol de America (Par), 9329179   size:2.61,Price: ,1.75,River Plate (Par), 7598618   size:3.63,Price: ,4.1,The Draw, 58805   size:3.82,Price: ,3.55
1.122699756, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Nimes v Auxerre, Favorite: ,Nimes, 77586   size:17.78,Price: ,2.34,Auxerre, 44800   size:34.78,Price: ,3.4,The Draw, 58805   size:446.22,Price: ,3.35,ok
1.122760815, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Jyp-Akatemia v Leki Hockey, Favorite: ,JYP-Akatemia, 10670740   size:2.36,Price: ,2.12,Leki Hockey, 10670787   size:7.07,Price: ,2.5,Tie, 60104   size:85.99,Price: ,4.1
1.122700140, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Valenciennes v Red Star, Favorite: ,Red Star, 496950   size:5.88,Price: ,2.62,Valenciennes, 669343   size:71.75,Price: ,3.35,The Draw, 58805   size:339.5,Price: ,3.0,x
1.122760733, Sport: ,Soccer, Time: ,Fri Jan 29 23:30:00 CET 2016, Time: ,Fri Jan 29 23:30:00 CET 2016, Event: ,Rubio Nu v Nacional (Par), Favorite: ,Nacional (Par), 1370433   size:5.0,Price: ,2.06,Rubio Nu, 5363620   size:52.76,Price: ,2.5,The Draw, 58805   size:16.6,Price: ,2.9,x
1.122755307, Sport: ,Basketball, Time: ,Fri Jan 29 12:35:00 CET 2016, Time: ,Fri Jan 29 12:35:00 CET 2016, Event: ,Foshan Longlions v Bayi Shuanglu Rockets, Favorite: ,Foshan Longlions, 8995049   size:2.55,Price: ,1.31,Bayi Shuanglu Rockets, 8994354   size:12.64,Price: ,3.6,ok
1.122699037, Sport: ,Soccer, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,MKS Kluczbork v BKS Stal Bielsko-Biala, Favorite: ,MKS Kluczbork, 4135270   size:2.91,Price: ,1.72,BKS Stal Bielsko-Biala, 7408782   size:23.51,Price: ,3.95,The Draw, 58805   size:28.24,Price: ,3.45
1.122726972, Sport: ,Cricket, Time: ,Fri Jan 29 05:30:00 CET 2016, Time: ,Fri Jan 29 05:30:00 CET 2016, Event: ,Kurunegala v Hambantota, Favorite: ,Kurunegala, 10749490   size:20.0,Price: ,1.04,Hambantota, 10749487   size:20.0,Price: ,1.04
1.122558199, Sport: ,Cricket, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Virgo v Sagittarius, Favorite: ,Sagittarius, 10707923   size:6.57,Price: ,1.8,Virgo, 10707922   size:8.24,Price: ,2.18,ok
1.122760413, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Dusseldorfer EG v T. S. Ice Tigers, Favorite: ,Dusseldorfer EG, 240369   size:13.72,Price: ,1.04,T. S. Ice Tigers, 10651737   size:13.72,Price: ,1.04,Tie, 60104   size:13.72,Price: ,1.04
1.122635120, Sport: ,Soccer, Time: ,Fri Jan 29 20:30:00 CET 2016, Time: ,Fri Jan 29 20:30:00 CET 2016, Event: ,Cercle Brugge v Patro Eisden, Favorite: ,Cercle Brugge, 259394   size:2.04,Price: ,1.34,Patro Eisden, 7441124   size:4.35,Price: ,8.2,The Draw, 58805   size:6.07,Price: ,5.0,x
1.122755309, Sport: ,Basketball, Time: ,Fri Jan 29 12:35:00 CET 2016, Time: ,Fri Jan 29 12:35:00 CET 2016, Event: ,Guangdong Southern Tige v Zhejiang Golden Bulls, Favorite: ,Guangdong Southern Tige, 10361843   size:2.0,Price: ,1.01,Zhejiang Golden Bulls, 8995032   size:39.4,Price: ,1.67,ok
1.122743071, Sport: ,Rugby Union, Time: ,Fri Jan 29 20:05:00 CET 2016, Time: ,Fri Jan 29 20:05:00 CET 2016, Event: ,Dragons v Leinster, Favorite: ,Dragons, 789918   size:15.9,Price: ,1.53,Leinster, 8875   size:359.31,Price: ,2.96,Draw, 246289   size:22.02,Price: ,23.0
1.122765262, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Robin Anderson v Chiara Scholl, Favorite: ,Robin Anderson, 8947134   size:2.13,Price: ,1.39,Chiara Scholl, 7049665   size:15.8,Price: ,3.1
1.122805764, Sport: ,Tennis, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Laura Pigossi v Rebecca Sramkova, Favorite: ,Rebecca Sramkova, 9151665   size:5.16,Price: ,1.75,Laura Pigossi, 7083093   size:7.55,Price: ,2.1
1.122765263, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Natela Dzalamidze v Irina Maria Bara, Favorite: ,Irina Maria Bara, 9628716   size:3.29,Price: ,1.76,Natela Dzalamidze, 8907182   size:2.55,Price: ,2.08
1.122698867, Sport: ,Soccer, Time: ,Fri Jan 29 14:00:00 CET 2016, Time: ,Fri Jan 29 14:00:00 CET 2016, Event: ,Maccabi Herzliya v Beitar Tel Aviv Ramla, Favorite: ,Maccabi Herzliya, 5195923   size:2.25,Price: ,2.22,Beitar Tel Aviv Ramla, 6021023   size:12.62,Price: ,3.2,The Draw, 58805   size:3.66,Price: ,3.3
1.122772549, Sport: ,Soccer, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,JSM Bejaia v AC Paradou, Favorite: ,JSM Bejaia, 8036605   size:4.66,Price: ,2.12,AC Paradou, 10201415   size:7.05,Price: ,3.6,The Draw, 58805   size:2.62,Price: ,3.0,x
1.122765256, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Andrea Gamiz v Jesika Maleckova, Favorite: ,Jesika Maleckova, 9150595   size:2.94,Price: ,1.7,Andrea Gamiz, 7083171   size:60.77,Price: ,2.14
