1.120229031, Sport: ,Soccer, Time: ,Wed Aug 26 14:15:00 CEST 2015, Time: ,Wed Aug 26 14:15:00 CEST 2015, Event: ,FC Chiatura v FC Merani Martvili, Favorite: ,FC Merani Martvili, 6835884   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120233652, Sport: ,Tennis, Time: ,Wed Aug 26 18:30:00 CEST 2015, Time: ,Wed Aug 26 18:30:00 CEST 2015, Event: ,J Witten v Jo Smith, Favorite: ,John-Patrick Smith, 8243874   size:5.03,Price: ,1.21,Jesse Witten, 2310681   size:87.4,Price: ,5.7,ok
1.120127482, Sport: ,Soccer, Time: ,Wed Aug 26 19:30:00 CEST 2015, Time: ,Wed Aug 26 19:30:00 CEST 2015, Event: ,Kickers Offenbach v Wormatia Worms, Favorite: ,Kickers Offenbach, 247869   size:4.98,Price: ,1.57,The Draw, 58805   size:2.62,Price: ,4.4,Wormatia Worms, 2495962   size:12.19,Price: ,6.2,ok
1.120229143, Sport: ,Soccer, Time: ,Wed Aug 26 14:15:00 CEST 2015, Time: ,Wed Aug 26 14:15:00 CEST 2015, Event: ,FC Shukura Kobuleti v FC Betlemi Keda, Favorite: ,FC Betlemi Keda, 6843866   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120232709, Sport: ,Tennis, Time: ,Wed Aug 26 13:00:00 CEST 2015, Time: ,Wed Aug 26 13:00:00 CEST 2015, Event: ,F Christie v Miller, Favorite: ,Freya Christie, 8624170   size:4.0,Price: ,1.1,Nell Miller, 9183344   size:10.44,Price: ,6.8,ok
1.120227802, Sport: ,Soccer, Time: ,Wed Aug 26 16:30:00 CEST 2015, Time: ,Wed Aug 26 16:30:00 CEST 2015, Event: ,Ripensia Timisoara v CS FC Caransebes, Favorite: ,CS FC Caransebes, 8808428   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120231748, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Polonia Bytom v Energetyk ROW, Favorite: ,Polonia Bytom, 2486928   size:14.42,Price: ,1.91,Energetyk ROW, 7444778   size:13.51,Price: ,2.4,The Draw, 58805   size:23.29,Price: ,2.56,x
1.120192110, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Helios v MFC Mykolaiv, Favorite: ,Helios, 5864181   size:5.0,Price: ,1.29,The Draw, 58805   size:12.49,Price: ,2.36,MFC Mykolaiv, 7649755   size:5.0,Price: ,2.66,x
1.120231862, Sport: ,Soccer, Time: ,Wed Aug 26 10:00:00 CEST 2015, Time: ,Wed Aug 26 10:00:00 CEST 2015, Event: ,Partizan Bardejov U19 v Slovan Bratislava U19, Favorite: ,Partizan Bardejov U19, 7306769   size:2.99,Price: ,1.67,Slovan Bratislava U19, 6791519   size:2.41,Price: ,2.52,The Draw, 58805   size:2.0,Price: ,3.7,x
1.120127757, Sport: ,Soccer, Time: ,Wed Aug 26 12:00:00 CEST 2015, Time: ,Wed Aug 26 12:00:00 CEST 2015, Event: ,Metalurg Zaporizhya U19 v Metallist Kharkiv U19, Favorite: ,Metallist Kharkiv U19, 6564901   size:5.0,Price: ,1.5,Metalurg Zaporizhya U19, 6534953   size:5.65,Price: ,1.61,The Draw, 58805   size:5.0,Price: ,3.7,x
1.120125853, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Hansa Rostock v Stuttgart Kickers, Favorite: ,Hansa Rostock, 44524   size:2.49,Price: ,2.44,Stuttgart Kickers, 498562   size:309.0,Price: ,3.1,The Draw, 58805   size:3.47,Price: ,3.4,x
1.120126821, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Bahlinger v Elversberg, Favorite: ,Elversberg, 500893   size:24.04,Price: ,1.46,The Draw, 58805   size:26.21,Price: ,4.6,Bahlinger, 247829   size:5.47,Price: ,8.2,ok
1.120230252, Sport: ,Soccer, Time: ,Wed Aug 26 14:00:00 CEST 2015, Time: ,Wed Aug 26 14:00:00 CEST 2015, Event: ,FK Jablonec U19 v Ceske Budejovice U19, Favorite: ,Ceske Budejovice U19, 6584724   size:5.65,Price: ,1.11,The Draw, 58805   size:10.44,Price: ,1.29,FK Jablonec U19, 7547335   size:2.0,Price: ,1.9,x
1.120231582, Sport: ,Soccer, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Legionovia v Nadwislan Gora, Favorite: ,Legionovia, 10064502   size:12.55,Price: ,1.86,The Draw, 58805   size:22.55,Price: ,2.88,Nadwislan Gora, 10064486   size:12.55,Price: ,3.25,ok
1.120232662, Sport: ,Tennis, Time: ,Wed Aug 26 13:00:00 CEST 2015, Time: ,Wed Aug 26 13:00:00 CEST 2015, Event: ,Golubic v Liebens, Favorite: ,Viktoria Golubic, 10195166   size:7.38,Price: ,1.26,Klaartje Liebens, 8944354   size:6.48,Price: ,4.1,ok
1.120232420, Sport: ,Soccer, Time: ,Wed Aug 26 16:00:00 CEST 2015, Time: ,Wed Aug 26 16:00:00 CEST 2015, Event: ,Lokomotiv Tashkent v Dinamo Samarqand, Favorite: ,Lokomotiv Tashkent, 6449763   size:3.42,Price: ,1.09,The Draw, 58805   size:11.85,Price: ,4.2,Dinamo Samarqand, 5614420   size:11.73,Price: ,4.6,ok
1.120233597, Sport: ,Tennis, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Y Bhambri v Yo Nishioka, Favorite: ,Yoshihito Nishioka, 7137497   size:184.94,Price: ,1.74,Yuki Bhambri, 3772081   size:7.55,Price: ,2.12,ok
1.120128473, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Wacker Nordhausen v FC Oberlausitz, Favorite: ,Wacker Nordhausen, 7535729   size:3.47,Price: ,1.75,The Draw, 58805   size:4.21,Price: ,3.95,FC Oberlausitz, 7372583   size:5.44,Price: ,5.0,ok
1.120128471, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Viktoria Berlin v Schonberg, Favorite: ,Viktoria Berlin, 7535728   size:5.19,Price: ,2.4,Schonberg, 516225   size:25.07,Price: ,3.1,The Draw, 58805   size:3.27,Price: ,3.45,x
1.120232028, Sport: ,Soccer, Time: ,Wed Aug 26 16:30:00 CEST 2015, Time: ,Wed Aug 26 16:30:00 CEST 2015, Event: ,FK Makiyivvuhillya v Bukovina, Favorite: ,Bukovina, 5828560   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,ok
1.120227872, Sport: ,Soccer, Time: ,Wed Aug 26 16:00:00 CEST 2015, Time: ,Wed Aug 26 16:00:00 CEST 2015, Event: ,FK Volga Tver v Baltika, Favorite: ,Baltika, 2460927   size:2.66,Price: ,2.18,FK Volga Tver, 6548131   size:2.6,Price: ,2.34,The Draw, 58805   size:5.55,Price: ,2.94,x
1.120233637, Sport: ,Tennis, Time: ,Wed Aug 26 18:45:00 CEST 2015, Time: ,Wed Aug 26 18:45:00 CEST 2015, Event: ,Setkic v Millot, Favorite: ,Vincent Millot, 4275820   size:6.16,Price: ,1.56,Aldin Setkic, 7366936   size:14.36,Price: ,2.5,ok
1.120132973, Sport: ,Hockey, Time: ,Wed Aug 26 18:15:00 CEST 2015, Time: ,Wed Aug 26 18:15:00 CEST 2015, Event: ,Netherlands (W) v Belgium (W), Favorite: ,Netherlands (W), 5296649   size:136.6,Price: ,1.08,Draw, 318509   size:89.85,Price: ,8.6,Belgium (W), 5764155   size:45.52,Price: ,16.0,ok
1.120132972, Sport: ,Hockey, Time: ,Wed Aug 26 14:15:00 CEST 2015, Time: ,Wed Aug 26 14:15:00 CEST 2015, Event: ,Scotland (W) v Italy (W), Favorite: ,Scotland (W), 10175604   size:5.65,Price: ,1.65,Draw, 318509   size:5.65,Price: ,3.7,Italy (W), 5764151   size:5.65,Price: ,3.95,ok
1.120192998, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Famalicao v Guimaraes B, Favorite: ,Famalicao, 5875376   size:7.66,Price: ,2.0,The Draw, 58805   size:90.56,Price: ,3.3,Guimaraes B, 6563316   size:14.31,Price: ,4.5,x
1.120132970, Sport: ,Hockey, Time: ,Wed Aug 26 12:00:00 CEST 2015, Time: ,Wed Aug 26 12:00:00 CEST 2015, Event: ,Spain (W) v Poland (W), Favorite: ,Spain (W), 5764150   size:5.65,Price: ,1.1,Draw, 318509   size:85.37,Price: ,9.0,Poland (W), 5296642   size:62.08,Price: ,12.0,ok
1.120229254, Sport: ,Soccer, Time: ,Wed Aug 26 14:15:00 CEST 2015, Time: ,Wed Aug 26 14:15:00 CEST 2015, Event: ,FC Lokomotivi Tbilisi v FC Liakhvi Tskhinvali, Favorite: ,FC Liakhvi Tskhinvali, 10194547   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,ok
1.120193208, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Leixoes v Porto B, Favorite: ,Porto B, 6563315   size:14.6,Price: ,2.28,The Draw, 58805   size:5.32,Price: ,3.35,Leixoes, 146050   size:14.78,Price: ,3.75,x
1.120230527, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,FK Monarhs-Flaminko v RTU FC, Favorite: ,FK Monarhs-Flaminko, 7381652   size:3.03,Price: ,1.65,The Draw, 58805   size:35.54,Price: ,3.55,RTU FC, 7337940   size:35.47,Price: ,3.75,x
1.120231973, Sport: ,Soccer, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Romania (W) U19 v Moldova U19 (W), Favorite: ,The Draw, 58805   size:136.47,Price: ,1.06,x
1.120127427, Sport: ,Soccer, Time: ,Wed Aug 26 11:00:00 CEST 2015, Time: ,Wed Aug 26 11:00:00 CEST 2015, Event: ,Kalteng Putra FC v Persires Kuningan, Favorite: ,Kalteng Putra FC, 10168771   size:2.55,Price: ,1.24,Persires Kuningan, 10165407   size:5.0,Price: ,2.18,The Draw, 58805   size:10.0,Price: ,3.65,ok
1.120230362, Sport: ,Soccer, Time: ,Wed Aug 26 14:00:00 CEST 2015, Time: ,Wed Aug 26 14:00:00 CEST 2015, Event: ,Persatu Tuban v Persekap Pasuruan, Favorite: ,Persatu Tuban, 10160829   size:5.65,Price: ,1.11,The Draw, 58805   size:10.44,Price: ,1.29,Persekap Pasuruan, 9124413   size:227.27,Price: ,1.3,x
1.120231692, Sport: ,Soccer, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Rakow Czestochowa v Stal Mielec, Favorite: ,Rakow Czestochowa, 5876552   size:12.55,Price: ,2.0,The Draw, 58805   size:22.4,Price: ,2.54,Stal Mielec, 10133739   size:12.35,Price: ,2.58,x
1.120230085, Sport: ,Soccer, Time: ,Wed Aug 26 11:00:00 CEST 2015, Time: ,Wed Aug 26 11:00:00 CEST 2015, Event: ,FK Mlada Boleslav U19 v FK Pardubice U19, Favorite: ,FK Mlada Boleslav U19, 6531940   size:5.1,Price: ,1.66,FK Pardubice U19, 6620693   size:2.38,Price: ,3.45,The Draw, 58805   size:3.87,Price: ,4.1,ok
1.120128465, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Budissa Bautzen v Germania Halberstadt, Favorite: ,Budissa Bautzen, 8740121   size:2.1,Price: ,2.18,Germania Halberstadt, 5949542   size:20.13,Price: ,3.5,The Draw, 58805   size:3.82,Price: ,3.55,ok
1.120233342, Sport: ,Tennis, Time: ,Wed Aug 26 18:45:00 CEST 2015, Time: ,Wed Aug 26 18:45:00 CEST 2015, Event: ,Elie v S Zhang, Favorite: ,Shuai Zhang, 2386498   size:2.68,Price: ,1.12,Jennifer Elie, 6549185   size:15.57,Price: ,6.4,ok
1.120232254, Sport: ,Soccer, Time: ,Wed Aug 26 11:00:00 CEST 2015, Time: ,Wed Aug 26 11:00:00 CEST 2015, Event: ,FC Dynamo Kyiv U19 v Shakhtar U19, Favorite: ,Shakhtar U19, 7653217   size:3.28,Price: ,1.85,FC Dynamo Kyiv U19, 6579709   size:2.81,Price: ,2.16,The Draw, 58805   size:4.26,Price: ,3.85,x
1.120128463, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Optik Rathenow v FSV Zwickau, Favorite: ,FSV Zwickau, 6495178   size:26.37,Price: ,1.41,The Draw, 58805   size:8.33,Price: ,5.1,Optik Rathenow, 6561505   size:3.97,Price: ,9.6,ok
1.120128461, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Luckenwalde v Babelsberg, Favorite: ,Babelsberg, 110683   size:2.66,Price: ,1.53,The Draw, 58805   size:2.55,Price: ,4.3,Luckenwalde, 9988837   size:13.55,Price: ,7.0,x
1.120127372, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Homburg v Eintracht Trier, Favorite: ,Homburg, 2049065   size:2.34,Price: ,2.6,Eintracht Trier, 3235010   size:18.75,Price: ,2.88,The Draw, 58805   size:4.49,Price: ,3.4,x
1.120233502, Sport: ,Tennis, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Ka Chang v Bonaventure, Favorite: ,Kai-Chen Chang, 8887166   size:3.71,Price: ,1.64,Ysaline Bonaventure, 6390243   size:2.55,Price: ,2.4,x
1.120232138, Sport: ,Soccer, Time: ,Wed Aug 26 16:00:00 CEST 2015, Time: ,Wed Aug 26 16:00:00 CEST 2015, Event: ,Kolos Kovalivka v FK Barsa Sumy, Favorite: ,Kolos Kovalivka, 9883054   size:11.4,Price: ,1.08,FK Barsa Sumy, 10195117   size:5.65,Price: ,2.28,The Draw, 58805   size:173.0,Price: ,4.0,ok
1.120192928, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Penafiel v Varzim, Favorite: ,Penafiel, 505984   size:5.09,Price: ,2.06,The Draw, 58805   size:3.96,Price: ,3.3,Varzim, 48795   size:3.68,Price: ,4.2,ok
1.120233745, Sport: ,Tennis, Time: ,Wed Aug 26 18:45:00 CEST 2015, Time: ,Wed Aug 26 18:45:00 CEST 2015, Event: ,G Melzer v Sugita, Favorite: ,Yuichi Sugita, 3374117   size:5.65,Price: ,1.66,Gerald Melzer, 4876705   size:2.27,Price: ,2.34,ok
1.120193068, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Benfica B v Oliveirense, Favorite: ,Benfica B, 6563318   size:5.27,Price: ,1.65,The Draw, 58805   size:6.83,Price: ,4.0,Oliveirense, 616886   size:17.95,Price: ,6.2,ok
1.120232659, Sport: ,Tennis, Time: ,Wed Aug 26 11:30:00 CEST 2015, Time: ,Wed Aug 26 11:30:00 CEST 2015, Event: ,Vrljic v Arvidsson, Favorite: ,Sofia Arvidsson, 2256463   size:5.0,Price: ,1.47,Ana Vrljic, 2548767   size:2.08,Price: ,2.92,x
1.120233507, Sport: ,Tennis, Time: ,Wed Aug 26 18:45:00 CEST 2015, Time: ,Wed Aug 26 18:45:00 CEST 2015, Event: ,Wongteanchai v Pous-Tio, Favorite: ,Laura Pous-Tio, 8443238   size:5.54,Price: ,1.67,Varatchaya Wongteanchai, 4503064   size:4.76,Price: ,2.26,ok
1.120229087, Sport: ,Soccer, Time: ,Wed Aug 26 14:15:00 CEST 2015, Time: ,Wed Aug 26 14:15:00 CEST 2015, Event: ,FC Samegrelo v FC Guria Lanchkhuti, Favorite: ,FC Guria Lanchkhuti, 6868288   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120193348, Sport: ,Soccer, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Covilha v Sporting Lisbon B, Favorite: ,Covilha, 336269   size:6.26,Price: ,2.8,Sporting Lisbon B, 10071727   size:10.5,Price: ,2.92,The Draw, 58805   size:11.92,Price: ,3.15,
1.120228154, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,FC Borntal Erfurt v FC Rot Weiss Erfurt U19, Favorite: ,The Draw, 58805   size:136.47,Price: ,1.06,
1.120229364, Sport: ,Soccer, Time: ,Wed Aug 26 14:15:00 CEST 2015, Time: ,Wed Aug 26 14:15:00 CEST 2015, Event: ,FC Imeriti Khoni v FC Zugdidi, Favorite: ,FC Zugdidi, 8232375   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120173996, Sport: ,Ice Hockey, Time: ,Wed Aug 26 15:30:00 CEST 2015, Time: ,Wed Aug 26 15:30:00 CEST 2015, Event: ,Traktor v Avtomobilist, Favorite: ,Traktor, 2595834   size:4.0,Price: ,2.12,Avtomobilist, 4138395   size:26.46,Price: ,3.35,Tie, 60104   size:160.08,Price: ,4.1,x
1.120120861, Sport: ,Volleyball, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,United Arab Emirates v Egypt, Favorite: ,Egypt, 1185654   size:129.75,Price: ,1.01,ok
1.120127537, Sport: ,Soccer, Time: ,Wed Aug 26 14:00:00 CEST 2015, Time: ,Wed Aug 26 14:00:00 CEST 2015, Event: ,Lampung FC v Persitara Jakarta, Favorite: ,Persitara Jakarta, 10174757   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,
1.120234150, Sport: ,Tennis, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Savchuk v Ka Pliskova, Favorite: ,Karolina Pliskova, 6199453   size:35.51,Price: ,1.18,Olga Savchuk, 2263617   size:2.75,Price: ,5.9,ok
1.120128469, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,TSG Neustrelitz v RB Leipzig II, Favorite: ,TSG Neustrelitz, 2495960   size:2.66,Price: ,2.36,RB Leipzig II, 10003036   size:2.55,Price: ,3.15,The Draw, 58805   size:15.94,Price: ,3.4,ok
1.120126203, Sport: ,Soccer, Time: ,Wed Aug 26 19:15:00 CEST 2015, Time: ,Wed Aug 26 19:15:00 CEST 2015, Event: ,Kuwait SC v Kitchee SC, Favorite: ,Kitchee SC, 5696599   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,
1.120128467, Sport: ,Soccer, Time: ,Wed Aug 26 18:30:00 CEST 2015, Time: ,Wed Aug 26 18:30:00 CEST 2015, Event: ,Meuselwitz v Carl Zeiss Jena, Favorite: ,Carl Zeiss Jena, 907523   size:3.39,Price: ,1.62,The Draw, 58805   size:3.83,Price: ,4.1,Meuselwitz, 4901941   size:9.17,Price: ,6.0,x
