1.120229031, Sport: ,Soccer, Time: ,Wed Aug 26 14:15:00 CEST 2015, Time: ,Wed Aug 26 14:15:00 CEST 2015, Event: ,FC Chiatura v FC Merani Martvili, Favorite: ,FC Merani Martvili, 6835884   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120233652, Sport: ,Tennis, Time: ,Wed Aug 26 18:30:00 CEST 2015, Time: ,Wed Aug 26 18:30:00 CEST 2015, Event: ,J Witten v Jo Smith, Favorite: ,John-Patrick Smith, 8243874   size:5.03,Price: ,1.21,Jesse Witten, 2310681   size:87.4,Price: ,5.7,ok
1.120127482, Sport: ,Soccer, Time: ,Wed Aug 26 19:30:00 CEST 2015, Time: ,Wed Aug 26 19:30:00 CEST 2015, Event: ,Kickers Offenbach v Wormatia Worms, Favorite: ,Kickers Offenbach, 247869   size:4.98,Price: ,1.57,The Draw, 58805   size:2.62,Price: ,4.4,Wormatia Worms, 2495962   size:12.19,Price: ,6.2,ok
1.120232601, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Znicz Pruszkow v Olimpia Zambrow, Favorite: ,Znicz Pruszkow, 3199858   size:10.0,Price: ,1.59,The Draw, 58805   size:20.0,Price: ,3.0,Olimpia Zambrow, 10096614   size:10.0,Price: ,3.75,
1.120193278, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Olhanense v Atletico CP, Favorite: ,Atletico CP, 5037331   size:8.64,Price: ,2.82,Olhanense, 2524227   size:55.36,Price: ,3.0,The Draw, 58805   size:74.33,Price: ,3.1,x
1.120228588, Sport: ,Soccer, Time: ,Wed Aug 26 14:00:00 CEST 2015, Time: ,Wed Aug 26 14:00:00 CEST 2015, Event: ,Bobruichanka B (W) v Universitet Vitebsk (W), Favorite: ,Bobruichanka B (W), 6296897   size:2.55,Price: ,1.1,Universitet Vitebsk (W), 5781009   size:5.0,Price: ,2.2,The Draw, 58805   size:10.0,Price: ,4.4,ok
1.120228460, Sport: ,Soccer, Time: ,Wed Aug 26 14:00:00 CEST 2015, Time: ,Wed Aug 26 14:00:00 CEST 2015, Event: ,Laos U19 v Brunei Darussalam U19, Favorite: ,Brunei Darussalam U19, 7762321   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120192858, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Braga B v Aves, Favorite: ,Braga B, 6563319   size:2.29,Price: ,2.18,The Draw, 58805   size:6.21,Price: ,3.25,Aves, 505958   size:22.3,Price: ,3.8,ok
1.120230307, Sport: ,Soccer, Time: ,Wed Aug 26 10:30:00 CEST 2015, Time: ,Wed Aug 26 10:30:00 CEST 2015, Event: ,Persebo Bondowoso v PSS Sleman, Favorite: ,PSS Sleman, 10154065   size:4.0,Price: ,1.32,Persebo Bondowoso, 10160827   size:2.99,Price: ,2.08,The Draw, 58805   size:12.65,Price: ,3.8,x
1.120231637, Sport: ,Soccer, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Puszcza Niepolomice v GKS Tychy, Favorite: ,GKS Tychy, 2618019   size:2.55,Price: ,2.14,The Draw, 58805   size:23.68,Price: ,2.98,Puszcza Niepolomice, 5751503   size:4.07,Price: ,3.3,x
1.120192222, Sport: ,Soccer, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,Nyva Ternopil v Desna, Favorite: ,Desna, 6666581   size:2.55,Price: ,2.02,Nyva Ternopil, 6794550   size:7.55,Price: ,2.58,The Draw, 58805   size:12.49,Price: ,2.98,x
1.120191010, Sport: ,Soccer, Time: ,Wed Aug 26 18:30:00 CEST 2015, Time: ,Wed Aug 26 18:30:00 CEST 2015, Event: ,Arka Gdynia v Wigry Suwalki, Favorite: ,Arka Gdynia, 1209553   size:4.35,Price: ,1.8,The Draw, 58805   size:4.31,Price: ,3.55,Wigry Suwalki, 4935961   size:16.54,Price: ,5.2,x
1.120237570, Sport: ,Tennis, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,F Silva v An Kuznetsov, Favorite: ,Andrey Kuznetsov, 4257454   size:2.55,Price: ,1.23,Frederico Ferreira Silv, 9437339   size:75.89,Price: ,4.6,ok
1.120127922, Sport: ,Soccer, Time: ,Wed Aug 26 19:00:00 CEST 2015, Time: ,Wed Aug 26 19:00:00 CEST 2015, Event: ,Neckarelz v Hoffenheim II, Favorite: ,Hoffenheim II, 5730521   size:10.5,Price: ,2.4,Neckarelz, 4069186   size:10.5,Price: ,3.1,The Draw, 58805   size:3.0,Price: ,3.8,
1.120128459, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,TSV Schilksee v Lubeck, Favorite: ,Lubeck, 199183   size:3.79,Price: ,1.53,The Draw, 58805   size:2.61,Price: ,4.5,TSV Schilksee, 9461156   size:2.73,Price: ,6.6,ok
1.120230143, Sport: ,Soccer, Time: ,Wed Aug 26 12:00:00 CEST 2015, Time: ,Wed Aug 26 12:00:00 CEST 2015, Event: ,FC Hradec Kralove U19 v FC Banik Ostrava U19, Favorite: ,FC Hradec Kralove U19, 6854008   size:5.65,Price: ,1.6,FC Banik Ostrava U19, 6582685   size:2.0,Price: ,2.0,The Draw, 58805   size:10.0,Price: ,3.65,ok
1.120128457, Sport: ,Soccer, Time: ,Wed Aug 26 17:30:00 CEST 2015, Time: ,Wed Aug 26 17:30:00 CEST 2015, Event: ,KaaPo v Narpes Kraft, Favorite: ,Narpes Kraft, 396726   size:3.56,Price: ,2.38,KaaPo, 496722   size:4.74,Price: ,2.42,The Draw, 58805   size:5.08,Price: ,3.2,ok
1.120233880, Sport: ,Basketball, Time: ,Wed Aug 26 19:30:00 CEST 2015, Time: ,Wed Aug 26 19:30:00 CEST 2015, Event: ,Nigeria v Mozambique, Favorite: ,Nigeria, 1499773   size:10.46,Price: ,1.02,Mozambique, 5754392   size:68.3,Price: ,8.6,ok
1.120125573, Sport: ,Soccer, Time: ,Wed Aug 26 18:00:00 CEST 2015, Time: ,Wed Aug 26 18:00:00 CEST 2015, Event: ,Silkeborg v HB Koge, Favorite: ,Silkeborg, 28216   size:215.26,Price: ,1.85,The Draw, 58805   size:16.25,Price: ,3.65,HB Koge, 3981030   size:6.99,Price: ,4.9,x
1.120233761, Sport: ,Tennis, Time: ,Wed Aug 26 18:30:00 CEST 2015, Time: ,Wed Aug 26 18:30:00 CEST 2015, Event: ,Almagro v Sijsling, Favorite: ,Nicolas Almagro, 2257310   size:5.65,Price: ,1.3,Igor Sijsling, 2370190   size:4.15,Price: ,3.75,ok
1.120227521, Sport: ,Soccer, Time: ,Wed Aug 26 17:00:00 CEST 2015, Time: ,Wed Aug 26 17:00:00 CEST 2015, Event: ,MFK Vyskov v Kromeriz, Favorite: ,Kromeriz, 4142642   size:11.4,Price: ,1.08,The Draw, 58805   size:10.44,Price: ,1.29,x
1.120233649, Sport: ,Tennis, Time: ,Wed Aug 26 18:30:00 CEST 2015, Time: ,Wed Aug 26 18:30:00 CEST 2015, Event: ,Weintraub v Clezar, Favorite: ,Guilherme Clezar, 5304142   size:140.82,Price: ,1.97,Amir Weintraub, 5822663   size:104.41,Price: ,1.99,ok
