1.122419785, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Marseille Consolat v Vendee Les Herbiers, Favorite: ,Marseille Consolat, 8750956   size:45.58,Price: ,2.32,Vendee Les Herbiers, 4421448   size:39.42,Price: ,3.4,The Draw, 58805   size:5.95,Price: ,3.2,ok
1.122481247, Sport: ,Basketball, Time: ,Fri Jan 08 12:35:00 CET 2016, Time: ,Fri Jan 08 12:35:00 CET 2016, Event: ,Qingdao v Xinjiang, Favorite: ,Qingdao, 8926915   size:3.23,Price: ,1.03,Xinjiang, 8926908   size:3.23,Price: ,1.03,x
1.122407302, Sport: ,Basketball, Time: ,Fri Jan 08 01:00:00 CET 2016, Time: ,Fri Jan 08 01:00:00 CET 2016, Event: ,Cincinnati @ SMU, Favorite: ,SMU, 723285   size:405.55,Price: ,1.37,Cincinnati, 332214   size:2.55,Price: ,3.3,ok
1.122481249, Sport: ,Basketball, Time: ,Fri Jan 08 12:35:00 CET 2016, Time: ,Fri Jan 08 12:35:00 CET 2016, Event: ,Shanxi v Bayi Rockets, Favorite: ,Shanxi, 8926913   size:835.82,Price: ,1.04,Bayi Rockets, 8926902   size:5.94,Price: ,1.29,ok
1.122481243, Sport: ,Basketball, Time: ,Fri Jan 08 12:35:00 CET 2016, Time: ,Fri Jan 08 12:35:00 CET 2016, Event: ,Foshan v Jiangsu Dragons, Favorite: ,Jiangsu Dragons, 8926904   size:80.0,Price: ,1.73,Foshan, 8926911   size:2.55,Price: ,2.14,ok
1.122481244, Sport: ,Basketball, Time: ,Fri Jan 08 12:35:00 CET 2016, Time: ,Fri Jan 08 12:35:00 CET 2016, Event: ,Guangdong v Beijing BG / Beikong Fl, Favorite: ,Guangdong, 6260619   size:3.23,Price: ,1.03,Beijing BG / Beikong Fl, 10513291   size:5.94,Price: ,1.68,ok
1.122477788, Sport: ,Soccer, Time: ,Fri Jan 08 14:00:00 CET 2016, Time: ,Fri Jan 08 14:00:00 CET 2016, Event: ,Beitar Tel Aviv Ramla v FC Ashdod, Favorite: ,FC Ashdod, 6145706   size:2.87,Price: ,2.12,Beitar Tel Aviv Ramla, 6021023   size:7.06,Price: ,3.55,The Draw, 58805   size:2.55,Price: ,3.35,x
1.122481246, Sport: ,Basketball, Time: ,Fri Jan 08 12:35:00 CET 2016, Time: ,Fri Jan 08 12:35:00 CET 2016, Event: ,Liaoning v Beijing, Favorite: ,Liaoning, 8926912   size:2.55,Price: ,1.47,Beijing, 6254117   size:3.95,Price: ,2.86,ok
1.122481360, Sport: ,Basketball, Time: ,Fri Jan 08 18:00:00 CET 2016, Time: ,Fri Jan 08 18:00:00 CET 2016, Event: ,Dzukija v Pieno Zvaigzdes, Favorite: ,Dzukija, 7817720   size:3.23,Price: ,1.03,Pieno zvaigzdes, 6025292   size:3.23,Price: ,1.03,ok
1.122488552, Sport: ,Soccer, Time: ,Fri Jan 08 15:30:00 CET 2016, Time: ,Fri Jan 08 15:30:00 CET 2016, Event: ,Antwerp v Lokeren, Favorite: ,Lokeren, 43430   size:2.55,Price: ,1.69,Antwerp, 3247346   size:2.55,Price: ,3.85,The Draw, 58805   size:27.45,Price: ,3.45,x
1.122480819, Sport: ,Ice Hockey, Time: ,Fri Jan 08 17:30:00 CET 2016, Time: ,Fri Jan 08 17:30:00 CET 2016, Event: ,Lukko Rauma v Ilves Tampere, Favorite: ,Lukko, 66603   size:11.11,Price: ,1.85,Ilves, 66426   size:67.0,Price: ,4.0,Tie, 60104   size:58.99,Price: ,4.4,ok
1.122489072, Sport: ,Soccer, Time: ,Fri Jan 08 14:30:00 CET 2016, Time: ,Fri Jan 08 14:30:00 CET 2016, Event: ,Wolfsberger AC v LASK Linz, Favorite: ,Wolfsberger AC, 7418999   size:2.55,Price: ,1.79,LASK Linz, 453570   size:27.45,Price: ,3.45,The Draw, 58805   size:28.61,Price: ,3.35,x
1.122419560, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,CA Bastia v Dunkerque, Favorite: ,CA Bastia, 6601801   size:20.13,Price: ,2.66,Dunkerque, 2250259   size:20.63,Price: ,2.86,The Draw, 58805   size:125.31,Price: ,3.15,ok
1.122513624, Sport: ,Ice Hockey, Time: ,Fri Jan 08 11:00:00 CET 2016, Time: ,Fri Jan 08 11:00:00 CET 2016, Event: ,Metallurg Nk v Metallurg Mg, Favorite: ,Tie, 60104   size:13.72,Price: ,1.04,Metallurg Nk, 3599244   size:14.29,Price: ,4.2,Metallurg Mg, 3343614   size:25.53,Price: ,1.61,x
1.122491031, Sport: ,Tennis, Time: ,Thu Jan 07 22:00:00 CET 2016, Time: ,Thu Jan 07 22:00:00 CET 2016, Event: ,J Paz v Michon, Favorite: ,Axel Michon, 4994683   size:4.26,Price: ,1.56,Juan Pablo Paz, 8461061   size:19.22,Price: ,2.5,ok
1.122458696, Sport: ,Rugby Union, Time: ,Fri Jan 08 20:45:00 CET 2016, Time: ,Fri Jan 08 20:45:00 CET 2016, Event: ,Ospreys v Leinster, Favorite: ,Leinster, 8875   size:11.89,Price: ,1.73,Ospreys, 789915   size:23.67,Price: ,2.5,Draw, 246289   size:4.49,Price: ,23.0,ok
1.122482687, Sport: ,Darts, Time: ,Thu Jan 07 22:30:00 CET 2016, Time: ,Thu Jan 07 22:30:00 CET 2016, Event: ,Scott Waites v Geert De Vos, Favorite: ,Scott Waites, 2623671   size:92.31,Price: ,1.98,Geert De Vos, 6745321   size:55.91,Price: ,2.02,ok
1.122481356, Sport: ,Basketball, Time: ,Fri Jan 08 11:00:00 CET 2016, Time: ,Fri Jan 08 11:00:00 CET 2016, Event: ,KEB Hanabank v Shinhan Bank S Birds, Favorite: ,KEB Hanabank, 8118828   size:2.55,Price: ,1.76,Shinhan Bank S Birds, 5154533   size:53.6,Price: ,2.12,ok
1.122418483, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Niort v Dijon, Favorite: ,Niort, 309687   size:55.36,Price: ,2.84,Dijon, 305995   size:20.0,Price: ,2.98,The Draw, 58805   size:747.87,Price: ,3.15,x
1.122513619, Sport: ,Ice Hockey, Time: ,Fri Jan 08 08:00:00 CET 2016, Time: ,Fri Jan 08 08:00:00 CET 2016, Event: ,Vladivostok v Neftekhimik, Favorite: ,Vladivostok, 7597246   size:146.53,Price: ,1.26,Neftekhimik, 1365122   size:141.77,Price: ,1.27,Tie, 60104   size:10.77,Price: ,4.1,ok
1.122315202, Sport: ,Ice Hockey, Time: ,Fri Jan 08 04:35:00 CET 2016, Time: ,Fri Jan 08 04:35:00 CET 2016, Event: ,Detroit @ San Jose, Favorite: ,San Jose, 2110001   size:59.45,Price: ,2.32,Detroit, 975676   size:5.0,Price: ,2.92,Tie, 60104   size:5.0,Price: ,4.1,x
1.122480924, Sport: ,Ice Hockey, Time: ,Fri Jan 08 17:30:00 CET 2016, Time: ,Fri Jan 08 17:30:00 CET 2016, Event: ,Jokipojat Joensuu v Leki Hockey, Favorite: ,Jokipojat, 758155   size:54.88,Price: ,1.01,Leki, 4196564   size:54.88,Price: ,1.01,Tie, 60104   size:27.44,Price: ,1.02,ok
1.122419450, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Chateauroux v Sedan, Favorite: ,Chateauroux, 70469   size:161.15,Price: ,2.42,Sedan, 44792   size:120.98,Price: ,3.25,The Draw, 58805   size:23.26,Price: ,3.15,x
1.122517760, Sport: ,Tennis, Time: ,Fri Jan 08 18:00:00 CET 2016, Time: ,Fri Jan 08 18:00:00 CET 2016, Event: ,N Djokovic v Berdych, Favorite: ,Novak Djokovic, 2249229   size:13237.69,Price: ,1.09,Tomas Berdych, 2256470   size:7.24,Price: ,9.8,ok
1.122480129, Sport: ,Soccer, Time: ,Thu Jan 07 22:00:00 CET 2016, Time: ,Thu Jan 07 22:00:00 CET 2016, Event: ,Sampaio Correa FC U20 v Estanciano EC U20, Favorite: ,The Draw, 58805   size:22.19,Price: ,2.62,Sampaio Correa FC U20, 10306456   size:33.08,Price: ,3.4,Estanciano EC U20, 10691486   size:16.04,Price: ,2.96,x
1.122511311, Sport: ,Ice Hockey, Time: ,Fri Jan 08 15:00:00 CET 2016, Time: ,Fri Jan 08 15:00:00 CET 2016, Event: ,CSKA Moscow v SKA St. Petersburg, Favorite: ,CSKA Moscow, 1252385   size:5.0,Price: ,1.99,SKA St. Petersburg, 8986371   size:12.66,Price: ,3.25,Tie, 60104   size:13.4,Price: ,4.1,ok
1.122480926, Sport: ,Ice Hockey, Time: ,Fri Jan 08 17:30:00 CET 2016, Time: ,Fri Jan 08 17:30:00 CET 2016, Event: ,Jukurit Mikkeli v Kajaanin Edustushokki, Favorite: ,Jukurit, 272756   size:54.88,Price: ,1.01,Hokki, 275251   size:54.88,Price: ,1.01,Tie, 60104   size:27.44,Price: ,1.02,ok
1.122490166, Sport: ,Tennis, Time: ,Fri Jan 08 16:00:00 CET 2016, Time: ,Fri Jan 08 16:00:00 CET 2016, Event: ,Devvarman/Nedunchezhiya v Balaji/Ramanathan, Favorite: ,Devvarman/Nedunchezhiya, 9242370   size:2.55,Price: ,1.87,Balaji/Ramanathan, 8176556   size:2.55,Price: ,1.87,ok
1.122418099, Sport: ,Soccer, Time: ,Fri Jan 08 20:30:00 CET 2016, Time: ,Fri Jan 08 20:30:00 CET 2016, Event: ,Paris St-G v SC Bastia, Favorite: ,Paris St-G, 489720   size:81554.93,Price: ,1.11,SC Bastia, 7534982   size:16.84,Price: ,44.0,The Draw, 58805   size:202.21,Price: ,12.0,ok
1.122519198, Sport: ,Darts, Time: ,Fri Jan 08 13:00:00 CET 2016, Time: ,Fri Jan 08 13:00:00 CET 2016, Event: ,Ann Louise Peters v Deta Hedman, Favorite: ,Deta Hedman, 4430722   size:270.31,Price: ,1.25,Ann Louise Peters, 8193156   size:206.99,Price: ,2.4,ok
1.122418771, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Nancy v Laval, Favorite: ,Nancy, 70468   size:26.73,Price: ,1.45,Laval, 77585   size:8.2,Price: ,10.5,The Draw, 58805   size:126.82,Price: ,4.3,ok
1.122407358, Sport: ,Basketball, Time: ,Fri Jan 08 03:00:00 CET 2016, Time: ,Fri Jan 08 03:00:00 CET 2016, Event: ,Arizona @ UCLA, Favorite: ,Arizona, 29835   size:19.87,Price: ,1.66,UCLA, 697690   size:43.8,Price: ,2.34,x
1.122475693, Sport: ,Volleyball, Time: ,Fri Jan 08 17:00:00 CET 2016, Time: ,Fri Jan 08 17:00:00 CET 2016, Event: ,France v Bulgaria, Favorite: ,France, 678721   size:2.67,Price: ,1.03,Bulgaria, 678720   size:2.67,Price: ,1.03,ok
1.122315090, Sport: ,Ice Hockey, Time: ,Fri Jan 08 04:35:00 CET 2016, Time: ,Fri Jan 08 04:35:00 CET 2016, Event: ,Toronto @ Los Angeles, Favorite: ,Los Angeles, 2112286   size:362.43,Price: ,1.91,Toronto, 2108073   size:187.73,Price: ,3.95,Tie, 60104   size:11.64,Price: ,4.3,ok
1.122475694, Sport: ,Volleyball, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Poland v Germany, Favorite: ,Poland, 678742   size:2.67,Price: ,1.03,Germany, 678719   size:2.67,Price: ,1.03,x
1.122475695, Sport: ,Volleyball, Time: ,Fri Jan 08 14:00:00 CET 2016, Time: ,Fri Jan 08 14:00:00 CET 2016, Event: ,Serbia v Belgium, Favorite: ,Serbia, 2010254   size:3.38,Price: ,1.02,Belgium, 1216423   size:2.67,Price: ,1.03,ok
1.122479019, Sport: ,Soccer, Time: ,Fri Jan 08 00:00:00 CET 2016, Time: ,Fri Jan 08 00:00:00 CET 2016, Event: ,Atletico Mineiro U20 v SD Paraense U20, Favorite: ,Atletico Mineiro U20, 5181675   size:214.78,Price: ,1.24,SD Paraense U20, 10681228   size:3.34,Price: ,12.5,The Draw, 58805   size:25.59,Price: ,7.0,x
1.122488404, Sport: ,Soccer, Time: ,Fri Jan 08 15:30:00 CET 2016, Time: ,Fri Jan 08 15:30:00 CET 2016, Event: ,ADO Den Haag v KV Mechelen, Favorite: ,KV Mechelen, 196024   size:49.96,Price: ,2.34,ADO Den Haag, 315069   size:2.55,Price: ,2.48,The Draw, 58805   size:28.61,Price: ,3.35,ok
1.122407350, Sport: ,Basketball, Time: ,Fri Jan 08 01:00:00 CET 2016, Time: ,Fri Jan 08 01:00:00 CET 2016, Event: ,Louisville @ NC State, Favorite: ,Louisville, 332190   size:2.55,Price: ,1.4,NC State, 332650   size:2.55,Price: ,3.2,ok
1.122481570, Sport: ,Basketball, Time: ,Fri Jan 08 18:00:00 CET 2016, Time: ,Fri Jan 08 18:00:00 CET 2016, Event: ,Napredak Rubin v OKK Beograd, Favorite: ,Napredak Rubin, 7735779   size:3.23,Price: ,1.03,OKK Beograd, 7735982   size:3.23,Price: ,1.03,ok
1.122419505, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Chambly Thelle v Epinal, Favorite: ,Chambly Thelle, 6063132   size:12.53,Price: ,1.82,Epinal, 2740568   size:12.39,Price: ,4.9,The Draw, 58805   size:20.25,Price: ,3.45,ok
1.122491487, Sport: ,Tennis, Time: ,Fri Jan 08 05:00:00 CET 2016, Time: ,Fri Jan 08 05:00:00 CET 2016, Event: ,Babos v Riske, Favorite: ,Timea Babos, 4828174   size:7.48,Price: ,1.54,Alison Riske, 4566011   size:4.72,Price: ,2.74,x
1.122489840, Sport: ,Tennis, Time: ,Fri Jan 08 16:00:00 CET 2016, Time: ,Fri Jan 08 16:00:00 CET 2016, Event: ,Coric v Bautista Agut, Favorite: ,Roberto Bautista Agut, 4290403   size:195.39,Price: ,1.45,Borna Coric, 7446579   size:31.74,Price: ,3.05,x
1.122489721, Sport: ,Soccer, Time: ,Fri Jan 08 16:00:00 CET 2016, Time: ,Fri Jan 08 16:00:00 CET 2016, Event: ,Sitra v Al Budaiya, Favorite: ,Sitra, 10458115   size:3.68,Price: ,1.18,Al Budaiya, 8147126   size:3.68,Price: ,1.18,The Draw, 58805   size:3.65,Price: ,1.29,ok
1.122511335, Sport: ,Ice Hockey, Time: ,Fri Jan 08 15:00:00 CET 2016, Time: ,Fri Jan 08 15:00:00 CET 2016, Event: ,HC Dinamo Minsk v Lokomotiv Yaroslavl, Favorite: ,Lokomotiv Yaroslavl, 672199   size:5.94,Price: ,2.08,HC Dinamo Minsk, 10698098   size:5.94,Price: ,3.1,Tie, 60104   size:13.4,Price: ,4.0,x
1.122489609, Sport: ,Soccer, Time: ,Fri Jan 08 09:55:00 CET 2016, Time: ,Fri Jan 08 09:55:00 CET 2016, Event: ,Pardubice v Mlada Boleslav, Favorite: ,Mlada Boleslav, 886284   size:5.87,Price: ,1.37,Pardubice, 4940265   size:10.66,Price: ,5.0,The Draw, 58805   size:3.19,Price: ,4.7,ok
1.122480596, Sport: ,Ice Hockey, Time: ,Fri Jan 08 18:00:00 CET 2016, Time: ,Fri Jan 08 18:00:00 CET 2016, Event: ,HC Liberec v HC Chomutov, Favorite: ,Liberec, 563262   size:159.14,Price: ,1.21,Chomutov, 4645019   size:4.32,Price: ,4.8,Tie, 60104   size:7.95,Price: ,5.2,ok
1.122475562, Sport: ,Ice Hockey, Time: ,Fri Jan 08 19:30:00 CET 2016, Time: ,Fri Jan 08 19:30:00 CET 2016, Event: ,Gentofte Stars v Herning Blue Fox, Favorite: ,Tie, 60104   size:13.72,Price: ,1.04,Gentofte, 8834861   size:9.14,Price: ,1.06,Herning, 70631   size:9.14,Price: ,1.06,x
1.122477862, Sport: ,Soccer, Time: ,Fri Jan 08 14:00:00 CET 2016, Time: ,Fri Jan 08 14:00:00 CET 2016, Event: ,Hapoel Rishon Lezion v Ironi Kiryat Gat, Favorite: ,Hapoel Rishon Lezion, 5889551   size:14.14,Price: ,1.81,Ironi Kiryat Gat, 6955790   size:2.69,Price: ,4.6,The Draw, 58805   size:22.68,Price: ,3.5,x
1.122480599, Sport: ,Ice Hockey, Time: ,Fri Jan 08 18:00:00 CET 2016, Time: ,Fri Jan 08 18:00:00 CET 2016, Event: ,HC Olomouc v HC Pardubice, Favorite: ,HC Olomouc, 7213810   size:183.81,Price: ,1.17,Pardubice, 563269   size:6.79,Price: ,3.05,Tie, 60104   size:13.4,Price: ,4.5,x
1.122486699, Sport: ,Tennis, Time: ,Fri Jan 08 04:00:00 CET 2016, Time: ,Fri Jan 08 04:00:00 CET 2016, Event: ,Kravchuk v Sugita, Favorite: ,Yuichi Sugita, 3374117   size:80.2,Price: ,1.72,Konstantin Kravchuk, 5011822   size:7.55,Price: ,2.2,x
1.122488998, Sport: ,Soccer, Time: ,Fri Jan 08 15:30:00 CET 2016, Time: ,Fri Jan 08 15:30:00 CET 2016, Event: ,NEC Nijmegen v Zwolle, Favorite: ,NEC Nijmegen, 48456   size:2.55,Price: ,2.12,Zwolle, 67183   size:2.3,Price: ,2.84,The Draw, 58805   size:22.79,Price: ,3.25,ok
1.122490700, Sport: ,Soccer, Time: ,Fri Jan 08 14:00:00 CET 2016, Time: ,Fri Jan 08 14:00:00 CET 2016, Event: ,Sportfreunde Lotte v Osnabruck, Favorite: ,Sportfreunde Lotte, 4057572   size:2.56,Price: ,2.12,Osnabruck, 67187   size:12.55,Price: ,2.68,The Draw, 58805   size:2.74,Price: ,3.4,x
1.122480593, Sport: ,Ice Hockey, Time: ,Fri Jan 08 18:00:00 CET 2016, Time: ,Fri Jan 08 18:00:00 CET 2016, Event: ,Mountfield HK v HC Plzen, Favorite: ,Mountfield HK, 7577373   size:47.73,Price: ,1.7,Plzen, 563267   size:6.38,Price: ,3.25,Tie, 60104   size:10.13,Price: ,4.3,x
1.122490948, Sport: ,Tennis, Time: ,Thu Jan 07 23:45:00 CET 2016, Time: ,Thu Jan 07 23:45:00 CET 2016, Event: ,G Mina v Carballes Baena, Favorite: ,Roberto Carballes Baena, 7185192   size:6.2,Price: ,1.26,Gianni Mina, 4720523   size:9.95,Price: ,4.1,ok
1.122489168, Sport: ,Soccer, Time: ,Fri Jan 08 13:00:00 CET 2016, Time: ,Fri Jan 08 13:00:00 CET 2016, Event: ,Hapoel MS Sandla Gilboa v MS Haifa Rubi Shapira, Favorite: ,Hapoel MS Sandla Gilboa, 10694656   size:3.68,Price: ,1.18,MS Haifa Rubi Shapira, 10694658   size:3.68,Price: ,1.18,The Draw, 58805   size:3.65,Price: ,1.29,x
1.122486691, Sport: ,Tennis, Time: ,Fri Jan 08 04:00:00 CET 2016, Time: ,Fri Jan 08 04:00:00 CET 2016, Event: ,Soeda v Coppejans, Favorite: ,Go Soeda, 2249835   size:160.51,Price: ,1.57,Kimmer Coppejans, 7364095   size:13.9,Price: ,2.42,ok
1.122328728, Sport: ,Soccer, Time: ,Fri Jan 08 20:55:00 CET 2016, Time: ,Fri Jan 08 20:55:00 CET 2016, Event: ,Exeter v Liverpool, Favorite: ,Liverpool, 56323   size:13941.46,Price: ,1.49,Exeter, 66243   size:448.4,Price: ,7.8,The Draw, 58805   size:1313.99,Price: ,4.8,x
1.122418675, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Clermont v Evian TG, Favorite: ,Clermont, 309686   size:6.06,Price: ,2.08,Evian TG, 4864973   size:116.22,Price: ,4.4,The Draw, 58805   size:548.22,Price: ,3.3,ok
1.122491473, Sport: ,Tennis, Time: ,Fri Jan 08 05:00:00 CET 2016, Time: ,Fri Jan 08 05:00:00 CET 2016, Event: ,Jor Thompson v Falla, Favorite: ,Alejandro Falla, 2284300   size:14.22,Price: ,1.72,Jordan Thompson, 8145584   size:8.94,Price: ,2.26,ok
1.122491477, Sport: ,Tennis, Time: ,Fri Jan 08 06:45:00 CET 2016, Time: ,Fri Jan 08 06:45:00 CET 2016, Event: ,A Mannarino v Brands, Favorite: ,Adrian Mannarino, 3066621   size:2.55,Price: ,1.5,Daniel Brands, 2395076   size:21.96,Price: ,2.7,ok
1.122482886, Sport: ,Ice Hockey, Time: ,Fri Jan 08 19:45:00 CET 2016, Time: ,Fri Jan 08 19:45:00 CET 2016, Event: ,SCL Tigers Langenau v Zurich Lions, Favorite: ,SCL Tigers, 243257   size:54.88,Price: ,1.01,ZSC Lions, 243260   size:54.88,Price: ,1.01,Tie, 60104   size:8.56,Price: ,4.9,x
1.122481314, Sport: ,Basketball, Time: ,Fri Jan 08 20:30:00 CET 2016, Time: ,Fri Jan 08 20:30:00 CET 2016, Event: ,Pau Lacq Orthez v Antibes, Favorite: ,Pau Lacq Orthez, 4999746   size:58.78,Price: ,1.56,Antibes, 5467755   size:4.09,Price: ,2.44,ok
