1.121498875, Sport: ,Soccer, Time: ,Wed Oct 28 13:00:00 CET 2015, Time: ,Wed Oct 28 13:00:00 CET 2015, Event: ,D Belgrano (Res) v CA Atlanta (Res), Favorite: ,D Belgrano (Res), 10115829   size:4.14,Price: ,1.07,CA Atlanta (Res), 10050185   size:3.62,Price: ,6.0,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121497787, Sport: ,Soccer, Time: ,Wed Oct 28 14:00:00 CET 2015, Time: ,Wed Oct 28 14:00:00 CET 2015, Event: ,SK SFM Senec U19 v Z Michalovce U19, Favorite: ,SK SFM Senec U19, 8776462   size:4.14,Price: ,1.07,Z Michalovce U19, 7219624   size:5.0,Price: ,1.08,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121381590, Sport: ,Soccer, Time: ,Wed Oct 28 13:00:00 CET 2015, Time: ,Wed Oct 28 13:00:00 CET 2015, Event: ,Stal Dniprod v Hirnyk, Favorite: ,Stal Dniprod, 4994305   size:5.0,Price: ,1.34,Hirnyk, 7709692   size:31.72,Price: ,5.4,The Draw, 58805   size:6.71,Price: ,3.7,ok
1.121385114, Sport: ,Ice Hockey, Time: ,Wed Oct 28 17:00:00 CET 2015, Time: ,Wed Oct 28 17:00:00 CET 2015, Event: ,Torpedo v Salavat, Favorite: ,Torpedo, 2484355   size:5.0,Price: ,2.48,Salavat, 2304930   size:145.69,Price: ,2.6,Tie, 60104   size:60.51,Price: ,4.1,x
1.121475156, Sport: ,Basketball, Time: ,Wed Oct 28 09:15:00 CET 2015, Time: ,Wed Oct 28 09:15:00 CET 2015, Event: ,NLEX Road Warriors v Barako Bull Energy, Favorite: ,NLEX Road Warriors, 8911710   size:88.99,Price: ,1.56,Barako Bull Energy, 5087272   size:49.61,Price: ,2.58,ok
1.121381901, Sport: ,Soccer, Time: ,Wed Oct 28 16:30:00 CET 2015, Time: ,Wed Oct 28 16:30:00 CET 2015, Event: ,Lokomotiv Plovdiv v Montana, Favorite: ,Lokomotiv Plovdiv, 878125   size:3.22,Price: ,1.09,Montana, 3475110   size:3.22,Price: ,1.09,The Draw, 58805   size:4.16,Price: ,2.88,x
1.121486298, Sport: ,Tennis, Time: ,Wed Oct 28 08:45:00 CET 2015, Time: ,Wed Oct 28 08:45:00 CET 2015, Event: ,Bai/Ghedin v Lamasine/Zhang, Favorite: ,Bai/Ghedin, 10220762   size:3.28,Price: ,1.52,Lamasine/Zhang, 10458521   size:5.89,Price: ,1.86,x
1.121378309, Sport: ,Soccer, Time: ,Wed Oct 28 17:00:00 CET 2015, Time: ,Wed Oct 28 17:00:00 CET 2015, Event: ,Bursaspor v Sivasspor, Favorite: ,Bursaspor, 113183   size:7.21,Price: ,1.67,Sivasspor, 508773   size:199.77,Price: ,6.0,The Draw, 58805   size:82.51,Price: ,4.1,ok
1.121469781, Sport: ,Tennis, Time: ,Wed Oct 28 15:15:00 CET 2015, Time: ,Wed Oct 28 15:15:00 CET 2015, Event: ,Bautista Agut v Almagro, Favorite: ,Roberto Bautista Agut, 4290403   size:268.13,Price: ,1.27,Nicolas Almagro, 2257310   size:23.08,Price: ,4.6,ok
1.121499413, Sport: ,Tennis, Time: ,Wed Oct 28 08:00:00 CET 2015, Time: ,Wed Oct 28 08:00:00 CET 2015, Event: ,Lee/Molchanov v Feng/Ning, Favorite: ,Lee/Molchanov, 10458519   size:3.0,Price: ,1.13,Feng/Ning, 10248315   size:10.87,Price: ,3.65,ok
1.121497675, Sport: ,Soccer, Time: ,Wed Oct 28 14:00:00 CET 2015, Time: ,Wed Oct 28 14:00:00 CET 2015, Event: ,FC VSS Kosice U19 v FC Nitra U19, Favorite: ,FC VSS Kosice U19, 10123630   size:4.14,Price: ,1.07,FC Nitra U19, 6797648   size:5.0,Price: ,1.08,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121511585, Sport: ,Basketball, Time: ,Wed Oct 28 13:10:00 CET 2015, Time: ,Wed Oct 28 13:10:00 CET 2015, Event: ,Enisey v Lukoil Academic, Favorite: ,Enisey, 5850555   size:3.82,Price: ,1.31,Lukoil Academic, 677801   size:46.23,Price: ,4.0,ok
1.121387706, Sport: ,Soccer, Time: ,Wed Oct 28 17:00:00 CET 2015, Time: ,Wed Oct 28 17:00:00 CET 2015, Event: ,Zenit St Petersburg v Tosno, Favorite: ,Zenit St Petersburg, 197960   size:4.2,Price: ,1.21,Tosno, 7870887   size:9.05,Price: ,16.5,The Draw, 58805   size:4.85,Price: ,7.6,ok
1.121510739, Sport: ,Tennis, Time: ,Wed Oct 28 10:30:00 CET 2015, Time: ,Wed Oct 28 10:30:00 CET 2015, Event: ,Fett v Martincova, Favorite: ,Jana Fett, 9087351   size:6.37,Price: ,1.66,Tereza Martincova, 7335514   size:2.82,Price: ,2.24,ok
1.121510738, Sport: ,Tennis, Time: ,Wed Oct 28 12:00:00 CET 2015, Time: ,Wed Oct 28 12:00:00 CET 2015, Event: ,Dinu v E Ianchuk, Favorite: ,Cristina Dinu, 7216240   size:5.91,Price: ,1.49,Elizaveta Ianchuk, 9087359   size:20.03,Price: ,2.66,ok
1.121499417, Sport: ,Tennis, Time: ,Wed Oct 28 06:38:00 CET 2015, Time: ,Wed Oct 28 06:38:00 CET 2015, Event: ,Nagal v Ivashka, Favorite: ,Sumit Nagal, 8173039   size:221.97,Price: ,1.48,Ilya Ivashka, 8304047   size:4.53,Price: ,1.6,x
1.121381516, Sport: ,Soccer, Time: ,Wed Oct 28 16:00:00 CET 2015, Time: ,Wed Oct 28 16:00:00 CET 2015, Event: ,Volyn v MFC Mykolaiv, Favorite: ,Volyn, 4115366   size:2.55,Price: ,1.16,MFC Mykolaiv, 7649755   size:18.66,Price: ,9.0,The Draw, 58805   size:35.43,Price: ,4.9,ok
1.121381439, Sport: ,Soccer, Time: ,Wed Oct 28 16:00:00 CET 2015, Time: ,Wed Oct 28 16:00:00 CET 2015, Event: ,Oleksandria v Zirka, Favorite: ,Oleksandria, 5618507   size:2.55,Price: ,2.04,Zirka, 5831290   size:2.87,Price: ,3.15,The Draw, 58805   size:2.87,Price: ,3.15,ok
1.121480120, Sport: ,Tennis, Time: ,Wed Oct 28 14:00:00 CET 2015, Time: ,Wed Oct 28 14:00:00 CET 2015, Event: ,Kudla v J Sock, Favorite: ,Jack Sock, 4596957   size:78.54,Price: ,1.4,Denis Kudla, 4829260   size:237.73,Price: ,3.35,ok
1.121378116, Sport: ,Soccer, Time: ,Wed Oct 28 17:00:00 CET 2015, Time: ,Wed Oct 28 17:00:00 CET 2015, Event: ,Kayserispor v Rizespor, Favorite: ,Kayserispor, 508789   size:28.0,Price: ,2.08,Rizespor, 113643   size:100.46,Price: ,4.0,The Draw, 58805   size:183.09,Price: ,3.5,x
1.121510864, Sport: ,Tennis, Time: ,Wed Oct 28 12:00:00 CET 2015, Time: ,Wed Oct 28 12:00:00 CET 2015, Event: ,Khromacheva v Sakkari, Favorite: ,Maria Sakkari, 9002331   size:2.55,Price: ,1.84,Irina Khromacheva, 6092292   size:20.8,Price: ,1.88,x
1.121503136, Sport: ,Tennis, Time: ,Wed Oct 28 10:00:00 CET 2015, Time: ,Wed Oct 28 10:00:00 CET 2015, Event: ,Milojevic/Ramanathan v Neuchrist/Sharan, Favorite: ,Neuchrist/Sharan, 10433983   size:3.68,Price: ,1.36,Milojevic/Ramanathan, 10433991   size:7.64,Price: ,2.84,ok
1.121499388, Sport: ,Tennis, Time: ,Wed Oct 28 08:15:00 CET 2015, Time: ,Wed Oct 28 08:15:00 CET 2015, Event: ,Kudryavtsev v San Singh, Favorite: ,Alexander Kudryavtsev, 5908538   size:97.82,Price: ,1.77,Sanam Singh, 6596565   size:2.34,Price: ,2.14,ok
1.121510740, Sport: ,Tennis, Time: ,Wed Oct 28 12:00:00 CET 2015, Time: ,Wed Oct 28 12:00:00 CET 2015, Event: ,L Kichenok v Ozgen, Favorite: ,Lyudmyla Kichenok, 4673013   size:6.86,Price: ,1.47,Pemra Ozgen, 2420585   size:4.91,Price: ,2.68,x
1.121497560, Sport: ,Soccer, Time: ,Wed Oct 28 13:00:00 CET 2015, Time: ,Wed Oct 28 13:00:00 CET 2015, Event: ,Kitchee SC v Yuen Long, Favorite: ,Kitchee SC, 5696599   size:4.14,Price: ,1.07,Yuen Long, 9278604   size:4.14,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121382069, Sport: ,Soccer, Time: ,Wed Oct 28 14:30:00 CET 2015, Time: ,Wed Oct 28 14:30:00 CET 2015, Event: ,SK Viktorie Jirny v Sokol Brozany, Favorite: ,SK Viktorie Jirny, 7642334   size:5.89,Price: ,1.13,Sokol Brozany, 4940262   size:2.01,Price: ,10.0,The Draw, 58805   size:29.0,Price: ,5.7,ok
1.121511597, Sport: ,Basketball, Time: ,Wed Oct 28 17:30:00 CET 2015, Time: ,Wed Oct 28 17:30:00 CET 2015, Event: ,KTP Basket v Rosa Radom, Favorite: ,KTP Basket, 7976086   size:4.04,Price: ,1.07,Rosa Radom, 6703618   size:22.2,Price: ,1.37,x
1.121422529, Sport: ,Volleyball, Time: ,Wed Oct 28 11:00:00 CET 2015, Time: ,Wed Oct 28 11:00:00 CET 2015, Event: ,Suwon Kepco v Cheonan Hyundai Capital, Favorite: ,Cheonan Hyundai Capital, 10391679   size:152.42,Price: ,1.91,Suwon Kepco, 10389011   size:2.55,Price: ,1.94,ok
1.121387558, Sport: ,Soccer, Time: ,Wed Oct 28 14:00:00 CET 2015, Time: ,Wed Oct 28 14:00:00 CET 2015, Event: ,FC Ufa v SKA-Energiya, Favorite: ,FC Ufa, 6505028   size:254.29,Price: ,1.59,SKA-Energiya, 5441581   size:11.83,Price: ,7.4,The Draw, 58805   size:2.0,Price: ,3.95,ok
1.121381846, Sport: ,Soccer, Time: ,Wed Oct 28 12:30:00 CET 2015, Time: ,Wed Oct 28 12:30:00 CET 2015, Event: ,Nesebar v Levski Sofia, Favorite: ,Levski Sofia, 44823   size:5.0,Price: ,1.11,Nesebar, 3475112   size:5.0,Price: ,4.1,The Draw, 58805   size:5.0,Price: ,3.95,ok
1.121511593, Sport: ,Basketball, Time: ,Wed Oct 28 17:30:00 CET 2015, Time: ,Wed Oct 28 17:30:00 CET 2015, Event: ,Kalev Cramo v Maccabi R Lez, Favorite: ,Maccabi R Lez, 7758969   size:2.55,Price: ,1.79,Kalev Cramo, 6007950   size:2.55,Price: ,2.14,ok
1.121499380, Sport: ,Tennis, Time: ,Wed Oct 28 06:39:00 CET 2015, Time: ,Wed Oct 28 06:39:00 CET 2015, Event: ,Rochette v D Sela, Favorite: ,Dudi Sela, 2263685   size:58.59,Price: ,1.16,Laurent Rochette, 6603921   size:15.87,Price: ,6.4,ok
1.121385065, Sport: ,Ice Hockey, Time: ,Wed Oct 28 13:00:00 CET 2015, Time: ,Wed Oct 28 13:00:00 CET 2015, Event: ,Metallurg Nk v Amur, Favorite: ,Metallurg Nk, 3599244   size:2.08,Price: ,2.4,Amur, 2240061   size:56.84,Price: ,2.72,Tie, 60104   size:55.0,Price: ,4.0,x
1.121510875, Sport: ,Tennis, Time: ,Wed Oct 28 13:15:00 CET 2015, Time: ,Wed Oct 28 13:15:00 CET 2015, Event: ,Beygelzimer v Shinikova, Favorite: ,Yuliya Beygelzimer, 3674505   size:3.16,Price: ,1.58,Isabella Shinikova, 7283220   size:2.08,Price: ,2.4,ok
1.121382470, Sport: ,Soccer, Time: ,Wed Oct 28 11:30:00 CET 2015, Time: ,Wed Oct 28 11:30:00 CET 2015, Event: ,Eastern AA (Res) v TSW Pegasus FC (Res), Favorite: ,TSW Pegasus FC (Res), 7204827   size:2.55,Price: ,1.23,Eastern AA (Res), 7993892   size:2.55,Price: ,1.83,The Draw, 58805   size:5.0,Price: ,4.1,ok
1.121471164, Sport: ,Tennis, Time: ,Wed Oct 28 12:00:00 CET 2015, Time: ,Wed Oct 28 12:00:00 CET 2015, Event: ,Carreno Busta/Delbonis v Kubot/Paes, Favorite: ,Kubot/Paes, 10456997   size:5.15,Price: ,1.23,Carreno Busta/Delbonis, 9241335   size:2.59,Price: ,4.1,ok
1.121510793, Sport: ,Tennis, Time: ,Wed Oct 28 10:30:00 CET 2015, Time: ,Wed Oct 28 10:30:00 CET 2015, Event: ,Vankova v Eraydin, Favorite: ,Basak Eraydin, 4874442   size:6.07,Price: ,1.8,Katerina Vankova, 7795596   size:3.1,Price: ,2.04,ok
