1.119631000, Sport: ,Tennis, Time: ,Thu Jul 23 22:00:00 CEST 2015, Time: ,Thu Jul 23 22:00:00 CEST 2015, Event: ,Kalinina v Jaksic, Favorite: ,Anhelina Kalinina, 8907168   size:5.66,Price: ,1.59,Jovana Jaksic, 7168389   size:5.1,Price: ,2.5,ok
1.119519438, Sport: ,Soccer, Time: ,Thu Jul 23 19:45:00 CEST 2015, Time: ,Thu Jul 23 19:45:00 CEST 2015, Event: ,Newtown v FC Copenhagen, Favorite: ,FC Copenhagen, 28217   size:488.2,Price: ,1.22,The Draw, 58805   size:15.0,Price: ,7.2,Newtown, 3667299   size:2.97,Price: ,19.5,ok
1.119520735, Sport: ,Soccer, Time: ,Thu Jul 23 21:15:00 CEST 2015, Time: ,Thu Jul 23 21:15:00 CEST 2015, Event: ,Grindavik v Haukar, Favorite: ,Grindavik, 399802   size:36.4,Price: ,1.79,The Draw, 58805   size:22.49,Price: ,3.75,Haukar, 3149610   size:7.9,Price: ,4.9,x
1.119629847, Sport: ,Tennis, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Bolt v Bester, Favorite: ,Philip Bester, 2504191   size:79.43,Price: ,1.79,Alex Bolt, 7283330   size:41.54,Price: ,2.08,ok
1.119616459, Sport: ,Tennis, Time: ,Thu Jul 23 19:15:00 CEST 2015, Time: ,Thu Jul 23 19:15:00 CEST 2015, Event: ,J Nieminen v Pavlov, Favorite: ,Jarkko Nieminen, 2257304   size:9.38,Price: ,1.05,Anton Pavlov, 9625175   size:3.3,Price: ,13.0,ok
1.119631316, Sport: ,Tennis, Time: ,Thu Jul 23 21:45:00 CEST 2015, Time: ,Thu Jul 23 21:45:00 CEST 2015, Event: ,Polansky v Quigley, Favorite: ,Peter Polansky, 2504190   size:3.53,Price: ,1.51,Eric Quigley, 6596536   size:5.0,Price: ,2.72,x
1.119630824, Sport: ,Tennis, Time: ,Thu Jul 23 20:45:00 CEST 2015, Time: ,Thu Jul 23 20:45:00 CEST 2015, Event: ,Karlovic v Galan, Favorite: ,Ivo Karlovic, 2263570   size:1478.32,Price: ,1.08,Daniel Elahi Galan, 8860646   size:9.12,Price: ,11.0,ok
1.119486976, Sport: ,Basketball, Time: ,Thu Jul 23 19:30:00 CEST 2015, Time: ,Thu Jul 23 19:30:00 CEST 2015, Event: ,Puerto Rico v Venezuela, Favorite: ,Venezuela, 208018   size:74.48,Price: ,1.55,Puerto Rico, 208003   size:2.55,Price: ,2.64,x
1.119614914, Sport: ,Soccer, Time: ,Thu Jul 23 20:30:00 CEST 2015, Time: ,Thu Jul 23 20:30:00 CEST 2015, Event: ,Grantham Town v Mansfield Town FC B, Favorite: ,Grantham Town, 6770558   size:6.13,Price: ,2.2,Mansfield Town FC B, 10050473   size:6.13,Price: ,2.42,The Draw, 58805   size:2.03,Price: ,3.5,ok
1.119612898, Sport: ,Soccer, Time: ,Thu Jul 23 21:00:00 CEST 2015, Time: ,Thu Jul 23 21:00:00 CEST 2015, Event: ,Stal-Ulfur v Orninn, Favorite: ,Orninn, 8562868   size:10.93,Price: ,1.08,The Draw, 58805   size:5.79,Price: ,3.45,ok
1.119630424, Sport: ,Tennis, Time: ,Thu Jul 23 19:15:00 CEST 2015, Time: ,Thu Jul 23 19:15:00 CEST 2015, Event: ,Kavcic v Bautista Agut, Favorite: ,Roberto Bautista Agut, 4290403   size:1993.98,Price: ,1.13,Blaz Kavcic, 2863465   size:65.48,Price: ,8.2,ok
1.119614633, Sport: ,Soccer, Time: ,Thu Jul 23 20:15:00 CEST 2015, Time: ,Thu Jul 23 20:15:00 CEST 2015, Event: ,Betis v Ath Bilbao, Favorite: ,Betis, 44507   size:215.43,Price: ,2.32,Ath Bilbao, 215903   size:12.92,Price: ,3.15,The Draw, 58805   size:26.6,Price: ,3.6,x
1.119615125, Sport: ,Soccer, Time: ,Thu Jul 23 20:45:00 CEST 2015, Time: ,Thu Jul 23 20:45:00 CEST 2015, Event: ,Maidstone Utd v Charlton U21, Favorite: ,Charlton U21, 6808104   size:10.93,Price: ,1.08,The Draw, 58805   size:10.93,Price: ,1.29,x
1.119630181, Sport: ,Tennis, Time: ,Thu Jul 23 20:30:00 CEST 2015, Time: ,Thu Jul 23 20:30:00 CEST 2015, Event: ,T Paul v M Krueger, Favorite: ,Mitchell Krueger, 6603910   size:21.63,Price: ,1.61,Tommy Paul, 8859306   size:2.55,Price: ,2.4,ok
1.119584975, Sport: ,Tennis, Time: ,Thu Jul 23 19:30:00 CEST 2015, Time: ,Thu Jul 23 19:30:00 CEST 2015, Event: ,Buyukakcay/Jankovic v Gasparyan/Panova, Favorite: ,Gasparyan/Panova, 8828982   size:4.92,Price: ,1.5,Buyukakcay/Jankovic, 10025950   size:9.42,Price: ,2.32,x
1.119617375, Sport: ,Tennis, Time: ,Thu Jul 23 18:45:00 CEST 2015, Time: ,Thu Jul 23 18:45:00 CEST 2015, Event: ,Tiafoe v Fratangelo, Favorite: ,Bjorn Fratangelo, 7593723   size:29.3,Price: ,1.58,Frances Tiafoe, 9399490   size:24.2,Price: ,2.54,ok
1.119511146, Sport: ,Baseball, Time: ,Thu Jul 23 21:35:00 CEST 2015, Time: ,Thu Jul 23 21:35:00 CEST 2015, Event: ,TOR @ OAK, Favorite: ,Oakland (S Kazmir), 8431596   size:291.03,Price: ,1.9,Toronto (D Hutchison), 6325405   size:1191.57,Price: ,2.08,x
1.119519229, Sport: ,Soccer, Time: ,Thu Jul 23 19:30:00 CEST 2015, Time: ,Thu Jul 23 19:30:00 CEST 2015, Event: ,Zilina v Dacia Chisinau, Favorite: ,Zilina, 189806   size:237.09,Price: ,1.53,The Draw, 58805   size:32.44,Price: ,5.6,Dacia Chisinau, 427622   size:2.8,Price: ,5.8,ok
1.119616688, Sport: ,Volleyball, Time: ,Thu Jul 23 19:30:00 CEST 2015, Time: ,Thu Jul 23 19:30:00 CEST 2015, Event: ,Canada (W) v Peru (W), Favorite: ,Canada (W), 8723660   size:57.55,Price: ,1.13,Peru (W), 8723659   size:2.74,Price: ,6.6,x
1.119519943, Sport: ,Soccer, Time: ,Thu Jul 23 20:30:00 CEST 2015, Time: ,Thu Jul 23 20:30:00 CEST 2015, Event: ,Wolfsberger AC v Shakhter Soligorsk, Favorite: ,Wolfsberger AC, 7418999   size:266.05,Price: ,2.1,The Draw, 58805   size:221.46,Price: ,3.75,Shakhter Soligorsk, 46981   size:9.0,Price: ,3.8,ok
1.119612504, Sport: ,Soccer, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,CA Brown (Res) v CC Buenos Aires (Res), Favorite: ,CC Buenos Aires (Res), 9711452   size:10.93,Price: ,1.08,The Draw, 58805   size:10.93,Price: ,1.29,x
1.119613517, Sport: ,Soccer, Time: ,Thu Jul 23 20:15:00 CEST 2015, Time: ,Thu Jul 23 20:15:00 CEST 2015, Event: ,Pembroke Athleta FC v Qormi FC, Favorite: ,Qormi FC, 6702687   size:10.93,Price: ,1.08,The Draw, 58805   size:10.93,Price: ,1.29,x
1.119631069, Sport: ,Tennis, Time: ,Thu Jul 23 20:45:00 CEST 2015, Time: ,Thu Jul 23 20:45:00 CEST 2015, Event: ,Stepanek v Groth, Favorite: ,Sam Groth, 8639819   size:3198.79,Price: ,1.98,x
1.119615335, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Pinatar CF v FC Cartagena, Favorite: ,FC Cartagena, 5740008   size:11.81,Price: ,2.08,Pinatar CF, 8873742   size:8.24,Price: ,3.25,The Draw, 58805   size:8.14,Price: ,3.3,x
1.119566562, Sport: ,Cricket, Time: ,Thu Jul 23 19:30:00 CEST 2015, Time: ,Thu Jul 23 19:30:00 CEST 2015, Event: ,Hampshire v Somerset, Favorite: ,Hampshire, 3961   size:350.86,Price: ,1.58,Somerset, 5995   size:92.77,Price: ,2.68,ok
1.119631340, Sport: ,Tennis, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Austin v Hozumi, Favorite: ,Eri Hozumi, 7657224   size:6.48,Price: ,1.62,Brooke Austin, 6604255   size:2.55,Price: ,2.28,x
1.119615054, Sport: ,Soccer, Time: ,Thu Jul 23 19:30:00 CEST 2015, Time: ,Thu Jul 23 19:30:00 CEST 2015, Event: ,KFC Sint Lenaarts v Dessel Sport, Favorite: ,Dessel Sport, 6587029   size:283.44,Price: ,1.2,The Draw, 58805   size:23.28,Price: ,5.6,KFC Sint Lenaarts, 10050495   size:11.37,Price: ,10.5,ok
1.119616790, Sport: ,Tennis, Time: ,Thu Jul 23 21:00:00 CEST 2015, Time: ,Thu Jul 23 21:00:00 CEST 2015, Event: ,P Lorenzi v Kohlschreiber, Favorite: ,Philipp Kohlschreiber, 2257302   size:4093.3,Price: ,1.14,Paolo Lorenzi, 2345099   size:58.08,Price: ,8.0,ok
1.119566559, Sport: ,Cricket, Time: ,Thu Jul 23 19:15:00 CEST 2015, Time: ,Thu Jul 23 19:15:00 CEST 2015, Event: ,Middlesex v Surrey, Favorite: ,Surrey, 424676   size:5.0,Price: ,1.6,Middlesex, 31378   size:26.09,Price: ,2.58,x
1.119519339, Sport: ,Soccer, Time: ,Thu Jul 23 19:30:00 CEST 2015, Time: ,Thu Jul 23 19:30:00 CEST 2015, Event: ,Thun v Hapoel Beer Sheva, Favorite: ,Thun, 176184   size:768.41,Price: ,1.8,The Draw, 58805   size:80.17,Price: ,3.95,Hapoel Beer Sheva, 844519   size:58.81,Price: ,5.1,ok
1.119511138, Sport: ,Baseball, Time: ,Thu Jul 23 21:35:00 CEST 2015, Time: ,Thu Jul 23 21:35:00 CEST 2015, Event: ,MIN @ LAA, Favorite: ,LA Angels (G Richards), 5741327   size:298.05,Price: ,1.62,Minnesota (E Santana), 9844428   size:111.01,Price: ,2.54,x
1.119616952, Sport: ,Tennis, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Coric v Al Bedene, Favorite: ,Borna Coric, 7446579   size:1138.15,Price: ,1.68,Aljaz Bedene, 5706996   size:260.23,Price: ,2.44,ok
1.119519775, Sport: ,Soccer, Time: ,Thu Jul 23 20:30:00 CEST 2015, Time: ,Thu Jul 23 20:30:00 CEST 2015, Event: ,Mladost Podgorica v FK Kukesi, Favorite: ,FK Kukesi, 7391246   size:7.91,Price: ,2.62,Mladost Podgorica, 7391285   size:17.17,Price: ,2.96,The Draw, 58805   size:16.7,Price: ,3.3,ok
1.119630329, Sport: ,Soccer, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Feyenoord v Southampton, Favorite: ,Southampton, 58943   size:46.12,Price: ,2.52,Feyenoord, 55264   size:27.9,Price: ,2.86,The Draw, 58805   size:13.87,Price: ,3.75,ok
1.119630768, Sport: ,Soccer, Time: ,Thu Jul 23 22:00:00 CEST 2015, Time: ,Thu Jul 23 22:00:00 CEST 2015, Event: ,IH v Stokkseyri, Favorite: ,IH, 8541924   size:14390.64,Price: ,1.01,Stokkseyri, 6358770   size:140.12,Price: ,1.06,The Draw, 58805   size:2.83,Price: ,1.25,ok
1.119511130, Sport: ,Baseball, Time: ,Thu Jul 23 19:08:00 CEST 2015, Time: ,Thu Jul 23 19:08:00 CEST 2015, Event: ,SEA @ DET, Favorite: ,Detroit (D Price), 8753728   size:454.0,Price: ,1.7,Seattle (H Iwakuma), 6482564   size:137.69,Price: ,2.38,x
1.119612616, Sport: ,Soccer, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Vitoria U20 v Cruzeiro U20, Favorite: ,Cruzeiro U20, 5188319   size:3.64,Price: ,1.1,The Draw, 58805   size:10.93,Price: ,1.29,Vitoria U20, 5181430   size:5.43,Price: ,1.51,ok
1.119518003, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Botosani v Legia Warsaw, Favorite: ,Legia Warsaw, 46943   size:265.74,Price: ,2.0,The Draw, 58805   size:91.95,Price: ,3.45,Botosani, 3465177   size:25.59,Price: ,4.6,ok
1.119520471, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,SV Rodinghausen v Bursaspor, Favorite: ,Bursaspor, 113183   size:3.68,Price: ,1.88,The Draw, 58805   size:24.62,Price: ,4.0,SV Rodinghausen, 7408853   size:52.18,Price: ,4.4,x
1.119630486, Sport: ,Tennis, Time: ,Thu Jul 23 19:15:00 CEST 2015, Time: ,Thu Jul 23 19:15:00 CEST 2015, Event: ,Nevolo v Millot, Favorite: ,Vincent Millot, 4275820   size:157.67,Price: ,1.57,Dennis Nevolo, 8258597   size:29.3,Price: ,2.56,ok
1.119631334, Sport: ,Tennis, Time: ,Thu Jul 23 21:00:00 CEST 2015, Time: ,Thu Jul 23 21:00:00 CEST 2015, Event: ,Mestach v Abaza, Favorite: ,An-Sophie Mestach, 4818332   size:7.53,Price: ,1.28,Jan Abaza, 7533940   size:2.55,Price: ,3.9,ok
1.119613125, Sport: ,Soccer, Time: ,Thu Jul 23 22:00:00 CEST 2015, Time: ,Thu Jul 23 22:00:00 CEST 2015, Event: ,Hafnarfjordur U19 (W) v Stjar Alftanes U19 (W), Favorite: ,Stjar Alftanes U19 (W), 7376007   size:140.12,Price: ,1.06,The Draw, 58805   size:10.74,Price: ,3.6,x
1.119630523, Sport: ,Tennis, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,A Mannarino v R Ram, Favorite: ,Adrian Mannarino, 3066621   size:497.79,Price: ,1.46,Rajeev Ram, 2488011   size:16.93,Price: ,3.05,ok
1.119631337, Sport: ,Tennis, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Loeb v Date Krumm, Favorite: ,Kimiko Date Krumm, 3374105   size:5.93,Price: ,1.48,Jamie Loeb, 7593252   size:4.36,Price: ,2.76,ok
1.119631336, Sport: ,Tennis, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Hibino v Ahn, Favorite: ,Nao Hibino, 7683152   size:3.22,Price: ,1.55,Kristie Ahn, 7445679   size:5.92,Price: ,2.6,ok
1.119614774, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,FC Winterswijk v De Graafschap, Favorite: ,De Graafschap, 48453   size:597.09,Price: ,1.02,The Draw, 58805   size:9.65,Price: ,8.4,FC Winterswijk, 10050460   size:4.45,Price: ,48.0,ok
1.119615785, Sport: ,Tennis, Time: ,Thu Jul 23 18:21:00 CEST 2015, Time: ,Thu Jul 23 18:21:00 CEST 2015, Event: ,Schiavone v Giorgi, Favorite: ,Camila Giorgi, 5619012   size:5.2,Price: ,1.31,Francesca Schiavone, 2256500   size:42.56,Price: ,3.85,x
1.119617192, Sport: ,Tennis, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Berankis v Guez, Favorite: ,Ricardas Berankis, 2923248   size:5.92,Price: ,1.37,David Guez, 2263683   size:7.07,Price: ,3.5,ok
1.119520279, Sport: ,Soccer, Time: ,Thu Jul 23 20:45:00 CEST 2015, Time: ,Thu Jul 23 20:45:00 CEST 2015, Event: ,Aberdeen v Rijeka, Favorite: ,Rijeka, 166890   size:661.95,Price: ,2.16,Aberdeen, 1189   size:87.0,Price: ,3.45,The Draw, 58805   size:268.64,Price: ,3.9,x
1.119583785, Sport: ,Tennis, Time: ,Thu Jul 23 21:30:00 CEST 2015, Time: ,Thu Jul 23 21:30:00 CEST 2015, Event: ,Huey/Ram v Martin/Raja, Favorite: ,Huey/Ram, 10020250   size:2.84,Price: ,1.47,Martin/Raja, 8892024   size:4.14,Price: ,2.34,x
1.119520111, Sport: ,Soccer, Time: ,Thu Jul 23 20:45:00 CEST 2015, Time: ,Thu Jul 23 20:45:00 CEST 2015, Event: ,Linfield v Spartak Trnava, Favorite: ,Spartak Trnava, 427643   size:746.67,Price: ,2.3,The Draw, 58805   size:796.58,Price: ,3.45,Linfield, 44330   size:202.38,Price: ,3.55,ok
1.119617196, Sport: ,Darts, Time: ,Thu Jul 23 21:15:00 CEST 2015, Time: ,Thu Jul 23 21:15:00 CEST 2015, Event: ,Van Gerwen v White, Favorite: ,Michael Van Gerwen, 6785355   size:2463.9,Price: ,1.13,Ian White, 4396149   size:19.71,Price: ,7.6,ok
1.119616581, Sport: ,Volleyball, Time: ,Thu Jul 23 22:00:00 CEST 2015, Time: ,Thu Jul 23 22:00:00 CEST 2015, Event: ,Brazil (W) v Russia (W), Favorite: ,Brazil (W), 6487492   size:2.53,Price: ,1.22,Russia (W), 6358161   size:2.55,Price: ,4.6,x
1.119617351, Sport: ,Darts, Time: ,Thu Jul 23 20:10:00 CEST 2015, Time: ,Thu Jul 23 20:10:00 CEST 2015, Event: ,Wright v Price, Favorite: ,Peter Wright, 2821235   size:811.43,Price: ,1.34,Gerwyn Price, 8343339   size:66.52,Price: ,3.75,ok
1.119617230, Sport: ,Tennis, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Sarkissian v Jaziri, Favorite: ,Malek Jaziri, 5776215   size:99.99,Price: ,1.58,Alexander Sarkissian, 8734382   size:7.51,Price: ,2.66,ok
1.119511122, Sport: ,Baseball, Time: ,Thu Jul 23 19:05:00 CEST 2015, Time: ,Thu Jul 23 19:05:00 CEST 2015, Event: ,BAL @ NYY, Favorite: ,NY Yankees (M Tanaka), 8439277   size:5.59,Price: ,1.75,Baltimore (U Jimenez), 8432626   size:500.9,Price: ,2.26,ok
1.119517904, Sport: ,Soccer, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Astra Giurgiu v Inverness CT, Favorite: ,Astra Giurgiu, 4991412   size:44.53,Price: ,1.58,The Draw, 58805   size:71.52,Price: ,4.2,Inverness CT, 56285   size:34.66,Price: ,7.0,x
1.119519606, Sport: ,Soccer, Time: ,Thu Jul 23 20:00:00 CEST 2015, Time: ,Thu Jul 23 20:00:00 CEST 2015, Event: ,Rabotnicki v FK Jelgava, Favorite: ,Rabotnicki, 1190984   size:575.8,Price: ,1.45,The Draw, 58805   size:11.28,Price: ,4.5,FK Jelgava, 4837310   size:33.94,Price: ,11.0,ok
1.119517189, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Trakai v Apollon Limassol, Favorite: ,Apollon Limassol, 46976   size:2.01,Price: ,2.28,The Draw, 58805   size:43.22,Price: ,3.55,x
1.119630913, Sport: ,Tennis, Time: ,Thu Jul 23 18:45:00 CEST 2015, Time: ,Thu Jul 23 18:45:00 CEST 2015, Event: ,Crepaldi v J Aubone, Favorite: ,Erik Crepaldi, 7839753   size:56.61,Price: ,1.48,Jean-Yves Aubone, 8476686   size:7.04,Price: ,2.96,x
1.119519021, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,UCD v Slovan Bratislava, Favorite: ,Slovan Bratislava, 46933   size:61.29,Price: ,1.25,The Draw, 58805   size:61.55,Price: ,6.6,UCD, 184328   size:25.29,Price: ,13.5,ok
1.119613910, Sport: ,Soccer, Time: ,Thu Jul 23 18:30:00 CEST 2015, Time: ,Thu Jul 23 18:30:00 CEST 2015, Event: ,Tshwane UT (Students) v Uni Pretoria Tuks (Stu), Favorite: ,Tshwane UT (Students), 7552077   size:400.1,Price: ,1.7,Uni Pretoria Tuks (Stu), 7550778   size:400.1,Price: ,2.0,The Draw, 58805   size:300.0,Price: ,2.6,x
1.119519131, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Differdange v Trabzonspor, Favorite: ,Trabzonspor, 113125   size:157.99,Price: ,1.44,The Draw, 58805   size:61.98,Price: ,4.8,Differdange, 2450195   size:14.8,Price: ,9.0,ok
1.119591293, Sport: ,Handball, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Chile U21 v South Korea U21, Favorite: ,South Korea U21, 7437046   size:99.99,Price: ,1.01,Draw, 330157   size:71.08,Price: ,19.5,ok
1.119631335, Sport: ,Tennis, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Weinhold v Hibi, Favorite: ,Mayo Hibi, 7594221   size:2.98,Price: ,1.32,Ashley Weinhold, 2522853   size:2.92,Price: ,3.9,ok
1.119615756, Sport: ,Soccer, Time: ,Thu Jul 23 20:30:00 CEST 2015, Time: ,Thu Jul 23 20:30:00 CEST 2015, Event: ,Exeter v Sheff Utd, Favorite: ,Sheff Utd, 48470   size:25.19,Price: ,2.06,The Draw, 58805   size:9.0,Price: ,3.7,ok
1.119612184, Sport: ,Tennis, Time: ,Thu Jul 23 18:28:00 CEST 2015, Time: ,Thu Jul 23 18:28:00 CEST 2015, Event: ,And Beck v Niklas-salminen, Favorite: ,Andreas Beck, 2396600   size:2.4,Price: ,1.2,Patrik Niklas-salminen, 8713656   size:10.03,Price: ,5.2,ok
1.119518635, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,IFK Goteborg v Slask Wroclaw, Favorite: ,IFK Goteborg, 30689   size:856.17,Price: ,1.83,The Draw, 58805   size:70.77,Price: ,3.6,Slask Wroclaw, 3143307   size:52.25,Price: ,5.5,ok
1.119631339, Sport: ,Tennis, Time: ,Thu Jul 23 21:00:00 CEST 2015, Time: ,Thu Jul 23 21:00:00 CEST 2015, Event: ,Brady v Anderson, Favorite: ,Jennifer Brady, 8784966   size:248.31,Price: ,1.57,Robin Anderson, 8947134   size:2.46,Price: ,2.58,x
1.119585083, Sport: ,Handball, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Tunisia U21 v Belarus U21, Favorite: ,Belarus U21, 10026172   size:3.69,Price: ,1.73,Tunisia U21, 7437021   size:2.29,Price: ,2.78,Draw, 330157   size:13.78,Price: ,9.0,ok
1.119518522, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Hajduk Split v Koper, Favorite: ,Hajduk Split, 46725   size:89.62,Price: ,1.54,The Draw, 58805   size:96.14,Price: ,4.6,Koper, 166903   size:14.63,Price: ,7.0,ok
1.119518105, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Rosenborg v KR Reykjavik, Favorite: ,Rosenborg, 55224   size:69.16,Price: ,1.27,The Draw, 58805   size:93.29,Price: ,6.4,KR Reykjavik, 399808   size:44.94,Price: ,15.0,ok
1.119518424, Sport: ,Soccer, Time: ,Thu Jul 23 19:00:00 CEST 2015, Time: ,Thu Jul 23 19:00:00 CEST 2015, Event: ,Beitar Jerusalem v Charleroi, Favorite: ,Charleroi, 65808   size:47.37,Price: ,2.72,Beitar Jerusalem, 1169738   size:67.21,Price: ,2.88,The Draw, 58805   size:134.57,Price: ,3.4,ok
