1.120267940, Sport: ,Tennis, Time: ,Thu Aug 27 22:00:00 CEST 2015, Time: ,Thu Aug 27 22:00:00 CEST 2015, Event: ,Alejandro Gonzalez v Copil, Favorite: ,Marius Copil, 4195870   size:119.29,Price: ,1.57,Alejandro Gonzalez, 6604262   size:57.9,Price: ,2.66,x
1.120244268, Sport: ,Soccer, Time: ,Thu Aug 27 21:30:00 CEST 2015, Time: ,Thu Aug 27 21:30:00 CEST 2015, Event: ,Xerez Deportivo FC v Sanluqueno, Favorite: ,The Draw, 58805   size:136.99,Price: ,1.06,x
1.120267587, Sport: ,Baseball, Time: ,Thu Aug 27 20:05:00 CEST 2015, Time: ,Thu Aug 27 20:05:00 CEST 2015, Event: ,TOR @ TEX, Favorite: ,Toronto (M Estrada), 9458890   size:46.57,Price: ,1.83,Texas (Y Gallardo), 9378796   size:28.83,Price: ,2.2,x
1.120251645, Sport: ,Tennis, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,L Safarova v Cibulkova, Favorite: ,Lucie Safarova, 2256462   size:957.17,Price: ,1.34,Dominika Cibulkova, 2301145   size:7.03,Price: ,3.9,ok
1.120268031, Sport: ,Tennis, Time: ,Thu Aug 27 22:30:00 CEST 2015, Time: ,Thu Aug 27 22:30:00 CEST 2015, Event: ,P Herbert v Carreno Busta, Favorite: ,Pierre-Hugues Herbert, 8266399   size:309.31,Price: ,1.86,Pablo Carreno Busta, 5479878   size:157.47,Price: ,2.1,ok
1.120231319, Sport: ,Ice Hockey, Time: ,Thu Aug 27 19:30:00 CEST 2015, Time: ,Thu Aug 27 19:30:00 CEST 2015, Event: ,Liwest Linz v TPS, Favorite: ,TPS, 66803   size:14.14,Price: ,1.51,Liwest Linz, 1266781   size:5.97,Price: ,4.6,Tie, 60104   size:5.02,Price: ,5.4,x
1.120122239, Sport: ,Soccer, Time: ,Thu Aug 27 21:00:00 CEST 2015, Time: ,Thu Aug 27 21:00:00 CEST 2015, Event: ,Legia Warsaw v Zorya, Favorite: ,Legia Warsaw, 46943   size:460.51,Price: ,1.81,The Draw, 58805   size:137.33,Price: ,3.9,Zorya, 2017903   size:254.61,Price: ,5.1,ok
1.120122435, Sport: ,Soccer, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Red Bull Salzburg v Dinamo Minsk, Favorite: ,Red Bull Salzburg, 3158851   size:934.43,Price: ,1.44,The Draw, 58805   size:256.3,Price: ,5.2,Dinamo Minsk, 198689   size:5.48,Price: ,8.4,ok
1.120123121, Sport: ,Soccer, Time: ,Thu Aug 27 20:30:00 CEST 2015, Time: ,Thu Aug 27 20:30:00 CEST 2015, Event: ,Vojvodina v Plzen, Favorite: ,Plzen, 471040   size:157.04,Price: ,2.12,The Draw, 58805   size:115.48,Price: ,3.75,ok
1.120263755, Sport: ,Tennis, Time: ,Thu Aug 27 20:15:00 CEST 2015, Time: ,Thu Aug 27 20:15:00 CEST 2015, Event: ,Edmund v Andreozzi, Favorite: ,Kyle Edmund, 5626817   size:191.94,Price: ,1.3,Guido Andreozzi, 6603914   size:135.54,Price: ,4.3,ok
1.120267759, Sport: ,Tennis, Time: ,Thu Aug 27 21:00:00 CEST 2015, Time: ,Thu Aug 27 21:00:00 CEST 2015, Event: ,Groth/Guccione v Sa/Sitak, Favorite: ,Groth/Guccione, 7387075   size:27.42,Price: ,1.73,Sa/Sitak, 10189410   size:2.7,Price: ,2.3,ok
