1.121771136, Sport: ,Ice Hockey, Time: ,Tue Nov 17 15:00:00 CET 2015, Time: ,Tue Nov 17 15:00:00 CET 2015, Event: ,Metallurg MG v Sochi, Favorite: ,Metallurg Mg, 3343614   size:93.0,Price: ,1.68,Sochi, 8796844   size:26.0,Price: ,4.4,Tie, 60104   size:94.15,Price: ,4.8,ok
1.121839808, Sport: ,Basketball, Time: ,Tue Nov 17 18:50:00 CET 2015, Time: ,Tue Nov 17 18:50:00 CET 2015, Event: ,Ironi Nes Ziona v Maccabi Ashdod, Favorite: ,Ironi Nes Ziona, 7758968   size:2.55,Price: ,1.82,Maccabi Ashdod, 7758972   size:2.55,Price: ,2.08,x
1.121859924, Sport: ,Tennis, Time: ,Tue Nov 17 12:30:00 CET 2015, Time: ,Tue Nov 17 12:30:00 CET 2015, Event: ,Marcinkevica v Vrljic, Favorite: ,Ana Vrljic, 2548767   size:6.09,Price: ,1.41,Diana Marcinkevica, 7186714   size:4.81,Price: ,2.9,ok
1.121859968, Sport: ,Tennis, Time: ,Tue Nov 17 15:30:00 CET 2015, Time: ,Tue Nov 17 15:30:00 CET 2015, Event: ,Papamichail v Martincova, Favorite: ,Tereza Martincova, 7335514   size:2.55,Price: ,1.15,Despina Papamichail, 7795590   size:4.08,Price: ,5.6,ok
1.121752925, Sport: ,Soccer, Time: ,Tue Nov 17 13:30:00 CET 2015, Time: ,Tue Nov 17 13:30:00 CET 2015, Event: ,FC Vitkovice v Breclav, Favorite: ,FC Vitkovice, 10124777   size:2.95,Price: ,1.16,Breclav, 2171833   size:14.45,Price: ,7.0,The Draw, 58805   size:5.54,Price: ,3.2,ok
1.121751954, Sport: ,Soccer, Time: ,Tue Nov 17 14:00:00 CET 2015, Time: ,Tue Nov 17 14:00:00 CET 2015, Event: ,Azerbaijan U21 v Russia U21, Favorite: ,Russia U21, 354489   size:66.99,Price: ,1.56,Azerbaijan U21, 3938974   size:345.0,Price: ,7.0,The Draw, 58805   size:212.11,Price: ,4.2,x
1.121859966, Sport: ,Tennis, Time: ,Tue Nov 17 15:30:00 CET 2015, Time: ,Tue Nov 17 15:30:00 CET 2015, Event: ,Freya Christie v Sofie Oyen, Favorite: ,Freya Christie, 8624170   size:20.21,Price: ,1.68,Sofie Oyen, 9150763   size:2.55,Price: ,2.22,ok
1.121764298, Sport: ,Soccer, Time: ,Tue Nov 17 14:30:00 CET 2015, Time: ,Tue Nov 17 14:30:00 CET 2015, Event: ,AC Spezia Calcio U19 v Juventus U19, Favorite: ,AC Spezia Calcio U19, 6615278   size:4.25,Price: ,1.83,Juventus U19, 2502329   size:3.67,Price: ,2.12,The Draw, 58805   size:2.54,Price: ,3.35,x
1.121846573, Sport: ,Soccer, Time: ,Tue Nov 17 16:30:00 CET 2015, Time: ,Tue Nov 17 16:30:00 CET 2015, Event: ,Al Jazira (UAE) v Al Fujairah (UAE), Favorite: ,Al Jazira (UAE), 9300989   size:3.88,Price: ,1.69,Al Fujairah (UAE), 8855413   size:4.54,Price: ,3.65,The Draw, 58805   size:4.7,Price: ,3.75,x
1.121771105, Sport: ,Ice Hockey, Time: ,Tue Nov 17 10:30:00 CET 2015, Time: ,Tue Nov 17 10:30:00 CET 2015, Event: ,Amur v Metallurg Nk, Favorite: ,Amur, 2240061   size:28.41,Price: ,1.92,Metallurg Nk, 3599244   size:59.0,Price: ,3.6,Tie, 60104   size:2.84,Price: ,4.5,x
1.121752324, Sport: ,Soccer, Time: ,Tue Nov 17 18:40:00 CET 2015, Time: ,Tue Nov 17 18:40:00 CET 2015, Event: ,Israel U21 v Portugal U21, Favorite: ,Portugal U21, 150463   size:4.36,Price: ,1.51,Israel U21, 209704   size:24.18,Price: ,8.0,The Draw, 58805   size:89.53,Price: ,4.4,ok
1.121860079, Sport: ,Tennis, Time: ,Tue Nov 17 11:00:00 CET 2015, Time: ,Tue Nov 17 11:00:00 CET 2015, Event: ,Jakupovic v Sramkova, Favorite: ,Rebecca Sramkova, 9151665   size:12.11,Price: ,1.89,Dalila Jakupovic, 5690805   size:2.55,Price: ,1.93,x
1.121754064, Sport: ,Soccer, Time: ,Tue Nov 17 08:00:00 CET 2015, Time: ,Tue Nov 17 08:00:00 CET 2015, Event: ,North Korea v Bahrain, Favorite: ,North Korea, 548596   size:22.78,Price: ,1.54,Bahrain, 51307   size:13.55,Price: ,8.2,The Draw, 58805   size:3.38,Price: ,4.2,ok
1.121841444, Sport: ,Tennis, Time: ,Tue Nov 17 10:00:00 CET 2015, Time: ,Tue Nov 17 10:00:00 CET 2015, Event: ,Hesse/Kuwata v Lee/Liu, Favorite: ,Hesse/Kuwata, 10530508   size:2.55,Price: ,1.76,Lee/Liu, 10530509   size:2.55,Price: ,2.02,ok
1.121839372, Sport: ,Tennis, Time: ,Tue Nov 17 18:00:00 CET 2015, Time: ,Tue Nov 17 18:00:00 CET 2015, Event: ,Podlipnik-Castillo v Riba, Favorite: ,Pere Riba, 2489421   size:4.62,Price: ,1.61,Hans Podlipnik-Castillo, 8461633   size:15.26,Price: ,2.5,ok
1.121846738, Sport: ,Soccer, Time: ,Tue Nov 17 16:30:00 CET 2015, Time: ,Tue Nov 17 16:30:00 CET 2015, Event: ,Al Shabab (UAE) v Al Sharjah, Favorite: ,Al Shabab (UAE), 3727832   size:3.71,Price: ,1.62,Al Sharjah, 3607226   size:7.0,Price: ,3.4,The Draw, 58805   size:4.9,Price: ,3.55,ok
1.121839811, Sport: ,Basketball, Time: ,Tue Nov 17 19:05:00 CET 2015, Time: ,Tue Nov 17 19:05:00 CET 2015, Event: ,Maccabi Haifa v Hapoel Holon, Favorite: ,Maccabi Haifa, 4953243   size:93.67,Price: ,1.38,Hapoel Holon, 6796483   size:25.8,Price: ,3.1,ok
1.121851884, Sport: ,Tennis, Time: ,Tue Nov 17 13:00:00 CET 2015, Time: ,Tue Nov 17 13:00:00 CET 2015, Event: ,Stakhovsky v Borgo, Favorite: ,Sergiy Stakhovsky, 2284304   size:641.45,Price: ,1.02,Francesco Borgo, 8553213   size:4.68,Price: ,17.5,ok
1.121859920, Sport: ,Tennis, Time: ,Tue Nov 17 14:00:00 CET 2015, Time: ,Tue Nov 17 14:00:00 CET 2015, Event: ,Paquet v Minnen, Favorite: ,Chloe Paquet, 7216239   size:6.09,Price: ,1.88,Greet Minnen, 10108736   size:2.55,Price: ,1.95,x
1.121859921, Sport: ,Tennis, Time: ,Tue Nov 17 12:30:00 CET 2015, Time: ,Tue Nov 17 12:30:00 CET 2015, Event: ,Askew v Grammatikopou, Favorite: ,Valentini Grammatikopou, 9630231   size:638.74,Price: ,1.06,Sarah Beth Askew, 9186041   size:6.09,Price: ,1.63,ok
1.121787715, Sport: ,Volleyball, Time: ,Tue Nov 17 17:30:00 CET 2015, Time: ,Tue Nov 17 17:30:00 CET 2015, Event: ,Hurrikaani-Loimaa v SK Posojilnica Aich/Dob, Favorite: ,Hurrikaani-Loimaa, 7858278   size:2.84,Price: ,1.03,SK Posojilnica Aich/Dob, 7894527   size:2.84,Price: ,1.03,ok
1.121839378, Sport: ,Tennis, Time: ,Tue Nov 17 16:45:00 CET 2015, Time: ,Tue Nov 17 16:45:00 CET 2015, Event: ,Clezar v Cervantes, Favorite: ,Guilherme Clezar, 5304142   size:2.63,Price: ,1.9,Inigo Cervantes, 6297238   size:44.08,Price: ,1.97,x
1.121859917, Sport: ,Tennis, Time: ,Tue Nov 17 12:30:00 CET 2015, Time: ,Tue Nov 17 12:30:00 CET 2015, Event: ,Foster v Drew, Favorite: ,Manisha Foster, 8595919   size:3.6,Price: ,1.39,Jazzamay Drew, 9148783   size:16.17,Price: ,3.2,ok
1.121859918, Sport: ,Tennis, Time: ,Tue Nov 17 11:00:00 CET 2015, Time: ,Tue Nov 17 11:00:00 CET 2015, Event: ,Hurst v Amanmuradova, Favorite: ,Akgul Amanmuradova, 2301144   size:200.0,Price: ,1.04,Emma Hurst, 9634998   size:3.98,Price: ,11.0,ok
1.121859916, Sport: ,Tennis, Time: ,Tue Nov 17 11:00:00 CET 2015, Time: ,Tue Nov 17 11:00:00 CET 2015, Event: ,Kerkhove v Lumsden, Favorite: ,Lesley Kerkhove, 7283298   size:39.56,Price: ,1.13,Maia Lumsden, 9628654   size:5.77,Price: ,6.2,ok
1.121790038, Sport: ,Volleyball, Time: ,Tue Nov 17 11:00:00 CET 2015, Time: ,Tue Nov 17 11:00:00 CET 2015, Event: ,Cheonan Hyundai Capital v KB Star Insurance, Favorite: ,Cheonan Hyundai Capital, 10391679   size:2.55,Price: ,1.19,KB Star Insurance, 10411665   size:15.99,Price: ,1.79,ok
1.121860069, Sport: ,Tennis, Time: ,Tue Nov 17 12:30:00 CET 2015, Time: ,Tue Nov 17 12:30:00 CET 2015, Event: ,Zidansek v Shoshyna, Favorite: ,Tamara Zidansek, 9631543   size:13.14,Price: ,1.41,Anastasiya Shoshyna, 9630769   size:2.26,Price: ,2.9,ok
1.121754016, Sport: ,Soccer, Time: ,Tue Nov 17 13:00:00 CET 2015, Time: ,Tue Nov 17 13:00:00 CET 2015, Event: ,Hong Kong v China, Favorite: ,China, 51089   size:9.26,Price: ,1.36,Hong Kong, 150057   size:45.11,Price: ,11.0,The Draw, 58805   size:5.7,Price: ,5.5,x
1.121754412, Sport: ,Soccer, Time: ,Tue Nov 17 14:30:00 CET 2015, Time: ,Tue Nov 17 14:30:00 CET 2015, Event: ,Rwanda v Libya, Favorite: ,Rwanda, 659801   size:3.38,Price: ,2.46,Libya, 380406   size:3.0,Price: ,3.65,The Draw, 58805   size:22.14,Price: ,2.94,x
1.121846683, Sport: ,Soccer, Time: ,Tue Nov 17 15:00:00 CET 2015, Time: ,Tue Nov 17 15:00:00 CET 2015, Event: ,Rangers U20 v Ross Co U20, Favorite: ,Rangers U20, 7571676   size:6.09,Price: ,1.22,Ross Co U20, 9002628   size:3.67,Price: ,3.1,The Draw, 58805   size:32.15,Price: ,4.0,x
1.121859919, Sport: ,Tennis, Time: ,Tue Nov 17 12:30:00 CET 2015, Time: ,Tue Nov 17 12:30:00 CET 2015, Event: ,Touly v Pera, Favorite: ,Bernarda Pera, 8784983   size:2.86,Price: ,1.18,Carla Touly, 9181951   size:10.8,Price: ,4.4,ok
1.121752398, Sport: ,Soccer, Time: ,Tue Nov 17 17:00:00 CET 2015, Time: ,Tue Nov 17 17:00:00 CET 2015, Event: ,Italy U21 v Lithuania U21, Favorite: ,Italy U21, 123849   size:1021.48,Price: ,1.1,Lithuania U21, 210027   size:69.83,Price: ,42.0,The Draw, 58805   size:28.16,Price: ,12.5,ok
1.121752472, Sport: ,Soccer, Time: ,Tue Nov 17 18:00:00 CET 2015, Time: ,Tue Nov 17 18:00:00 CET 2015, Event: ,Slovakia U21 v Netherlands U21, Favorite: ,Netherlands U21, 948842   size:30.68,Price: ,2.64,Slovakia U21, 210052   size:2.39,Price: ,2.88,The Draw, 58805   size:384.49,Price: ,3.5,x
1.121839348, Sport: ,Tennis, Time: ,Tue Nov 17 16:45:00 CET 2015, Time: ,Tue Nov 17 16:45:00 CET 2015, Event: ,M Cuevas v Bagnis, Favorite: ,Facundo Bagnis, 4520808   size:6.49,Price: ,1.14,Martin Cuevas, 8326736   size:5.34,Price: ,7.2,ok
1.121839624, Sport: ,Basketball, Time: ,Tue Nov 17 18:00:00 CET 2015, Time: ,Tue Nov 17 18:00:00 CET 2015, Event: ,Jurmala v Rakvere Tarvas, Favorite: ,Rakvere Tarvas, 6676430   size:62.44,Price: ,1.57,Jurmala, 8916815   size:9.6,Price: ,1.87,x
1.121839621, Sport: ,Basketball, Time: ,Tue Nov 17 17:30:00 CET 2015, Time: ,Tue Nov 17 17:30:00 CET 2015, Event: ,AVIS Rapla v Tallinn Kalev, Favorite: ,AVIS Rapla, 10362143   size:2.55,Price: ,1.47,Tallinn Kalev, 6715565   size:8.56,Price: ,2.82,ok
1.121771125, Sport: ,Ice Hockey, Time: ,Tue Nov 17 10:30:00 CET 2015, Time: ,Tue Nov 17 10:30:00 CET 2015, Event: ,Vladivostok v Sibir, Favorite: ,Vladivostok, 7597246   size:60.0,Price: ,2.52,Sibir, 2285014   size:16.79,Price: ,2.56,Tie, 60104   size:60.0,Price: ,4.1,ok
1.121749855, Sport: ,Soccer, Time: ,Tue Nov 17 18:00:00 CET 2015, Time: ,Tue Nov 17 18:00:00 CET 2015, Event: ,Azerbaijan v Moldova, Favorite: ,Azerbaijan, 3766832   size:187.13,Price: ,2.4,Moldova, 29875   size:218.19,Price: ,3.6,The Draw, 58805   size:267.19,Price: ,3.2,ok
1.121859944, Sport: ,Tennis, Time: ,Tue Nov 17 14:00:00 CET 2015, Time: ,Tue Nov 17 14:00:00 CET 2015, Event: ,Reix v Knoll, Favorite: ,Sherazad Reix, 9610851   size:6.02,Price: ,1.89,Xenia Knoll, 7414060   size:2.55,Price: ,1.91,x
1.121748401, Sport: ,Ice Hockey, Time: ,Tue Nov 17 17:30:00 CET 2015, Time: ,Tue Nov 17 17:30:00 CET 2015, Event: ,HPK v Tappara, Favorite: ,Tappara, 66427   size:106.0,Price: ,2.02,HPK, 66424   size:10.1,Price: ,3.25,Tie, 60104   size:108.0,Price: ,4.4,ok
1.121859945, Sport: ,Tennis, Time: ,Tue Nov 17 14:00:00 CET 2015, Time: ,Tue Nov 17 14:00:00 CET 2015, Event: ,Moore v Ferrando, Favorite: ,Tara Moore, 4822914   size:2.55,Price: ,1.53,Cristiana Ferrando, 9304761   size:6.09,Price: ,2.58,x
1.121752102, Sport: ,Soccer, Time: ,Tue Nov 17 13:00:00 CET 2015, Time: ,Tue Nov 17 13:00:00 CET 2015, Event: ,Pardubice v Sparta Prague, Favorite: ,Sparta Prague, 110475   size:2.6,Price: ,1.22,Pardubice, 4940265   size:5.09,Price: ,9.2,The Draw, 58805   size:3.7,Price: ,5.6,x
1.121846793, Sport: ,Soccer, Time: ,Tue Nov 17 17:30:00 CET 2015, Time: ,Tue Nov 17 17:30:00 CET 2015, Event: ,MTK Budapest v Bekescsaba, Favorite: ,MTK Budapest, 473659   size:2.78,Price: ,1.27,Bekescsaba, 505949   size:60.01,Price: ,7.2,The Draw, 58805   size:2.79,Price: ,4.4,x
1.121750166, Sport: ,Soccer, Time: ,Tue Nov 17 13:00:00 CET 2015, Time: ,Tue Nov 17 13:00:00 CET 2015, Event: ,FYR Macedonia v Lebanon, Favorite: ,FYR Macedonia, 29580   size:774.41,Price: ,1.49,Lebanon, 720025   size:20.33,Price: ,9.4,The Draw, 58805   size:91.31,Price: ,4.2,x
1.121754604, Sport: ,Soccer, Time: ,Tue Nov 17 08:00:00 CET 2015, Time: ,Tue Nov 17 08:00:00 CET 2015, Event: ,Timor Leste v Saudi Arabia, Favorite: ,Saudi Arabia, 51092   size:0.0,Price: ,0.0,Timor Leste, 5063533   size:5.68,Price: ,1000.0,The Draw, 58805   size:3.42,Price: ,1000.0,ok
1.121752028, Sport: ,Soccer, Time: ,Tue Nov 17 16:30:00 CET 2015, Time: ,Tue Nov 17 16:30:00 CET 2015, Event: ,Belarus U21 v Cyprus U21, Favorite: ,Belarus U21, 210050   size:507.16,Price: ,1.56,Cyprus U21, 210049   size:17.48,Price: ,6.8,The Draw, 58805   size:234.39,Price: ,4.5,x
1.121849626, Sport: ,Soccer, Time: ,Tue Nov 17 10:00:00 CET 2015, Time: ,Tue Nov 17 10:00:00 CET 2015, Event: ,Switzerland U19 v Romania U19, Favorite: ,Switzerland U19, 865346   size:544.15,Price: ,2.22,Romania U19, 251190   size:3.88,Price: ,3.55,The Draw, 58805   size:15.97,Price: ,3.65,ok
1.121848416, Sport: ,Tennis, Time: ,Tue Nov 17 11:45:00 CET 2015, Time: ,Tue Nov 17 11:45:00 CET 2015, Event: ,D Sela v R Marcora, Favorite: ,Dudi Sela, 2263685   size:12.89,Price: ,1.17,Roberto Marcora, 7412952   size:8.89,Price: ,5.8,x
1.121841424, Sport: ,Tennis, Time: ,Tue Nov 17 08:30:00 CET 2015, Time: ,Tue Nov 17 08:30:00 CET 2015, Event: ,Kumkhum/Lu v Melnikova/Mertens, Favorite: ,Melnikova/Mertens, 10530491   size:100.87,Price: ,1.72,Kumkhum/Lu, 10530490   size:55.88,Price: ,2.2,ok
1.121846518, Sport: ,Soccer, Time: ,Tue Nov 17 16:30:00 CET 2015, Time: ,Tue Nov 17 16:30:00 CET 2015, Event: ,Al Wasl v Al Dhafra, Favorite: ,Al Wasl, 3618587   size:2.27,Price: ,2.2,Al Dhafra, 3584581   size:9.48,Price: ,2.56,The Draw, 58805   size:4.21,Price: ,3.4,ok
1.121839798, Sport: ,Basketball, Time: ,Tue Nov 17 19:20:00 CET 2015, Time: ,Tue Nov 17 19:20:00 CET 2015, Event: ,Hapoel Tel Aviv v Maccabi Kiryat Gat, Favorite: ,Hapoel Tel Aviv, 7758962   size:3.75,Price: ,1.09,Maccabi Kiryat Gat, 10405174   size:72.0,Price: ,1.75,ok
1.121848395, Sport: ,Tennis, Time: ,Tue Nov 17 13:00:00 CET 2015, Time: ,Tue Nov 17 13:00:00 CET 2015, Event: ,Mat Viola v Dustov, Favorite: ,Farrukh Dustov, 2386930   size:15.66,Price: ,1.51,Matteo Viola, 4946664   size:10.52,Price: ,2.88,ok
1.121859923, Sport: ,Tennis, Time: ,Tue Nov 17 14:00:00 CET 2015, Time: ,Tue Nov 17 14:00:00 CET 2015, Event: ,Turati v Matteucci, Favorite: ,Alice Matteucci, 7414273   size:4.79,Price: ,1.37,Bianca Turati, 9629118   size:16.17,Price: ,3.2,x
1.121846958, Sport: ,Soccer, Time: ,Tue Nov 17 16:00:00 CET 2015, Time: ,Tue Nov 17 16:00:00 CET 2015, Event: ,Motherwell U20 v Falkirk U20, Favorite: ,Falkirk U20, 9221282   size:6.51,Price: ,1.84,Motherwell U20, 6773900   size:6.33,Price: ,2.1,The Draw, 58805   size:2.54,Price: ,3.35,x
1.121860071, Sport: ,Tennis, Time: ,Tue Nov 17 12:30:00 CET 2015, Time: ,Tue Nov 17 12:30:00 CET 2015, Event: ,Eric v Korpatsch, Favorite: ,Tamara Korpatsch, 9166525   size:77.28,Price: ,1.5,Doroteja Eric, 8839051   size:5.17,Price: ,2.5,ok
1.121749959, Sport: ,Soccer, Time: ,Tue Nov 17 18:00:00 CET 2015, Time: ,Tue Nov 17 18:00:00 CET 2015, Event: ,Estonia v St Kitts & Nevis, Favorite: ,Estonia, 124773   size:5.0,Price: ,1.44,St Kitts & Nevis, 5774349   size:8.56,Price: ,7.0,The Draw, 58805   size:3.74,Price: ,4.7,ok
1.121839795, Sport: ,Basketball, Time: ,Tue Nov 17 18:40:00 CET 2015, Time: ,Tue Nov 17 18:40:00 CET 2015, Event: ,Hapoel Eilat v Bnei Herzliya, Favorite: ,Hapoel Eilat, 7758974   size:101.59,Price: ,1.44,Bnei Herzliya, 7758963   size:2.55,Price: ,2.88,ok
