1.121604094, Sport: ,Tennis, Time: ,Sat Oct 31 16:45:00 CET 2015, Time: ,Sat Oct 31 16:45:00 CET 2015, Event: ,Kwiatkowski v Kamynin, Favorite: ,Dmitriy Kamynin, 9624570   size:5.81,Price: ,1.05,Thai-Son Kwiatkowski, 8258569   size:3.63,Price: ,1.08,x
1.121562403, Sport: ,Soccer, Time: ,Sat Oct 31 10:30:00 CET 2015, Time: ,Sat Oct 31 10:30:00 CET 2015, Event: ,Anzhi (Y) v Rubin Kazan (Y), Favorite: ,Anzhi (Y), 10319700   size:5.0,Price: ,1.03,Rubin Kazan (Y), 5400702   size:29.5,Price: ,1.05,The Draw, 58805   size:8.17,Price: ,3.6,x
1.121562127, Sport: ,Soccer, Time: ,Sat Oct 31 10:00:00 CET 2015, Time: ,Sat Oct 31 10:00:00 CET 2015, Event: ,Gaz Metan Medias v Metalul Resita, Favorite: ,Gaz Metan Medias, 3204854   size:2.8,Price: ,1.48,Metalul Resita, 7635995   size:6.23,Price: ,11.0,The Draw, 58805   size:2.86,Price: ,3.8,ok
1.121493547, Sport: ,American Football, Time: ,Sat Oct 31 20:30:00 CET 2015, Time: ,Sat Oct 31 20:30:00 CET 2015, Event: ,Oklahoma @ Kansas, Favorite: ,Oklahoma, 484724   size:8.23,Price: ,1.01,Kansas, 661959   size:8.23,Price: ,1.01,ok
1.121345331, Sport: ,Soccer, Time: ,Sat Oct 31 16:00:00 CET 2015, Time: ,Sat Oct 31 16:00:00 CET 2015, Event: ,Swansea v Arsenal, Favorite: ,Arsenal, 1096   size:2199.81,Price: ,1.78,Swansea, 62683   size:158.92,Price: ,5.1,The Draw, 58805   size:1239.94,Price: ,4.1,ok
1.121561397, Sport: ,Soccer, Time: ,Sat Oct 31 14:00:00 CET 2015, Time: ,Sat Oct 31 14:00:00 CET 2015, Event: ,Pirmasens v Hoffenheim II, Favorite: ,Hoffenheim II, 5730521   size:2.12,Price: ,2.36,Pirmasens, 1550831   size:4.9,Price: ,3.15,The Draw, 58805   size:5.04,Price: ,3.6,ok
1.121345057, Sport: ,Soccer, Time: ,Sat Oct 31 16:00:00 CET 2015, Time: ,Sat Oct 31 16:00:00 CET 2015, Event: ,Man City v Norwich, Favorite: ,Man City, 47999   size:14660.23,Price: ,1.28,Norwich, 47998   size:320.16,Price: ,13.0,The Draw, 58805   size:598.14,Price: ,6.6,ok
1.121560221, Sport: ,Soccer, Time: ,Sat Oct 31 11:00:00 CET 2015, Time: ,Sat Oct 31 11:00:00 CET 2015, Event: ,Mumbai v Central Railway, Favorite: ,Mumbai, 5969072   size:138.75,Price: ,1.06,Central Railway, 9401036   size:3.4,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121415010, Sport: ,Soccer, Time: ,Sat Oct 31 20:15:00 CET 2015, Time: ,Sat Oct 31 20:15:00 CET 2015, Event: ,Mirandes v Alcorcon, Favorite: ,Alcorcon, 2250328   size:53.73,Price: ,2.8,Mirandes, 565024   size:93.84,Price: ,2.88,The Draw, 58805   size:31.45,Price: ,3.15,x
1.121561273, Sport: ,Soccer, Time: ,Sat Oct 31 15:30:00 CET 2015, Time: ,Sat Oct 31 15:30:00 CET 2015, Event: ,Lekhwiya v Al Rayyan, Favorite: ,Lekhwiya, 5168555   size:11.15,Price: ,1.93,Al Rayyan, 4692599   size:3.67,Price: ,3.25,The Draw, 58805   size:2.55,Price: ,3.7,x
1.121603551, Sport: ,Tennis, Time: ,Sat Oct 31 17:00:00 CET 2015, Time: ,Sat Oct 31 17:00:00 CET 2015, Event: ,Dodig v Janowicz, Favorite: ,Jerzy Janowicz, 3103303   size:2.75,Price: ,1.82,Ivan Dodig, 2835266   size:2.55,Price: ,2.06,ok
1.121603550, Sport: ,Tennis, Time: ,Sat Oct 31 13:30:00 CET 2015, Time: ,Sat Oct 31 13:30:00 CET 2015, Event: ,Berrer v Carreno Busta, Favorite: ,Pablo Carreno Busta, 5479878   size:23.48,Price: ,1.87,Michael Berrer, 2263684   size:2.43,Price: ,2.06,ok
1.121414722, Sport: ,Soccer, Time: ,Sat Oct 31 18:00:00 CET 2015, Time: ,Sat Oct 31 18:00:00 CET 2015, Event: ,Lugo v Tenerife, Favorite: ,Lugo, 2081063   size:4.26,Price: ,2.18,Tenerife, 44509   size:19.34,Price: ,4.0,The Draw, 58805   size:252.0,Price: ,3.25,ok
1.121422461, Sport: ,Volleyball, Time: ,Sat Oct 31 20:30:00 CET 2015, Time: ,Sat Oct 31 20:30:00 CET 2015, Event: ,Sanitars Montichiari v Minetti Vicenza, Favorite: ,Sanitars Montichiari, 10381563   size:33.26,Price: ,1.01,Minetti Vicenza, 10381561   size:5.9,Price: ,1.42,x
1.121493550, Sport: ,American Football, Time: ,Sat Oct 31 20:30:00 CET 2015, Time: ,Sat Oct 31 20:30:00 CET 2015, Event: ,Oklahoma State @ Texas Tech, Favorite: ,Oklahoma State, 673442   size:5.57,Price: ,1.66,Texas Tech, 662040   size:6.15,Price: ,2.22,ok
1.121575392, Sport: ,Tennis, Time: ,Sat Oct 31 12:30:00 CET 2015, Time: ,Sat Oct 31 12:30:00 CET 2015, Event: ,Y Bhambri v Donskoy, Favorite: ,Yuki Bhambri, 3772081   size:68.67,Price: ,1.93,Evgeny Donskoy, 3391304   size:32.61,Price: ,2.04,ok
1.121404887, Sport: ,Soccer, Time: ,Sat Oct 31 14:00:00 CET 2015, Time: ,Sat Oct 31 14:00:00 CET 2015, Event: ,Silkeborg v Lyngby, Favorite: ,Silkeborg, 28216   size:6.62,Price: ,2.48,Lyngby, 28218   size:9.5,Price: ,3.15,The Draw, 58805   size:125.92,Price: ,3.4,x
1.121561962, Sport: ,Soccer, Time: ,Sat Oct 31 10:00:00 CET 2015, Time: ,Sat Oct 31 10:00:00 CET 2015, Event: ,Uni Cluj v CS FC Caransebes, Favorite: ,Uni Cluj, 2491792   size:280.13,Price: ,1.04,CS FC Caransebes, 8808428   size:9.97,Price: ,44.0,The Draw, 58805   size:18.8,Price: ,15.5,ok
1.121562017, Sport: ,Soccer, Time: ,Sat Oct 31 10:00:00 CET 2015, Time: ,Sat Oct 31 10:00:00 CET 2015, Event: ,UTA Arad v Targoviste, Favorite: ,UTA Arad, 2311174   size:15.81,Price: ,2.52,Targoviste, 6803067   size:129.83,Price: ,3.0,The Draw, 58805   size:109.63,Price: ,2.84,ok
1.121560992, Sport: ,Soccer, Time: ,Sat Oct 31 12:00:00 CET 2015, Time: ,Sat Oct 31 12:00:00 CET 2015, Event: ,CD Nacional Funchal U19 v SG Sacavenense U19, Favorite: ,CD Nacional Funchal U19, 6327868   size:2.81,Price: ,1.78,SG Sacavenense U19, 6327805   size:2.3,Price: ,2.18,The Draw, 58805   size:6.71,Price: ,2.9,ok
1.121561047, Sport: ,Soccer, Time: ,Sat Oct 31 15:35:00 CET 2015, Time: ,Sat Oct 31 15:35:00 CET 2015, Event: ,Al Salmiyah v Al Sulaibikhat, Favorite: ,Al Sulaibikhat, 9342561   size:138.75,Price: ,1.06,Al Salmiyah, 7188818   size:16.75,Price: ,1.11,The Draw, 58805   size:5.6,Price: ,2.88,x
1.121493553, Sport: ,American Football, Time: ,Sat Oct 31 20:30:00 CET 2015, Time: ,Sat Oct 31 20:30:00 CET 2015, Event: ,Maryland @ Iowa, Favorite: ,Iowa, 673399   size:409.0,Price: ,1.11,Maryland, 484739   size:70.77,Price: ,7.8,ok
1.121603546, Sport: ,Tennis, Time: ,Sat Oct 31 15:15:00 CET 2015, Time: ,Sat Oct 31 15:15:00 CET 2015, Event: ,Gabashvili v Cervantes, Favorite: ,Teymuraz Gabashvili, 4877292   size:156.36,Price: ,1.27,Inigo Cervantes, 6297238   size:13.1,Price: ,4.2,ok
