1.119398125, Sport: ,Tennis, Time: ,Mon Jul 06 16:36:00 CEST 2015, Time: ,Mon Jul 06 16:36:00 CEST 2015, Event: ,Silva v S Napolitano, Favorite: ,Frederico Ferreira Silv, 9437339   size:2.74,Price: ,1.84,Stefano Napolitano, 8257870   size:4.66,Price: ,2.0,
1.119398232, Sport: ,Tennis, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Donati v Caruso, Favorite: ,Matteo Donati, 8285864   size:5.79,Price: ,1.56,Salvatore Caruso, 8257868   size:3.73,Price: ,2.56,
1.119398309, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FK Panevezys v Banga Gargzdai, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119398601, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FC Dolgoprudny-2 v FC Stars Kolomna, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119398308, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Fm Auska Alytaus v Mru-Tiumenas Vilnius, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119398602, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FC Chayka Yubileyny v Titan Klin, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119398666, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Metalurg Donetsk v Cherkasskyi Dnipro, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119398306, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Dziugas v FK Tauras Taurage, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119398412, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FC Olimpik Mytishchi v Metallist Korolev, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119389838, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Skonto FC Riga (Res) v BFC Daugavpils (Res), Favorite: ,Skonto FC Riga (Res), 9397708   size:8.06,Price: ,1.1,BFC Daugavpils (Res), 9457375   size:7.88,Price: ,1.17,The Draw, 58805   size:2.02,Price: ,4.0,
1.119390121, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Palanga v Lokomotyvas Radviliskis, Favorite: ,Palanga, 7729297   size:56.72,Price: ,1.29,The Draw, 58805   size:6.83,Price: ,5.2,Lokomotyvas Radviliskis, 8573081   size:3.36,Price: ,6.8,
1.119398305, Sport: ,Soccer, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,FK Kazlu Ruda Silas v Pakruojo Kruoja 2, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119389344, Sport: ,Tennis, Time: ,Mon Jul 06 17:00:00 CEST 2015, Time: ,Mon Jul 06 17:00:00 CEST 2015, Event: ,Marray/Nielsen v Dodig/Melo, Favorite: ,Dodig/Melo, 6195133   size:4.0,Price: ,1.45,Marray/Nielsen, 6480367   size:4.91,Price: ,3.1,
1.119398667, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,FK Borac v NK Celik Zenica, Favorite: ,The Draw, 58805   size:0.0,Price: ,0.0,
1.119272551, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,Lahti v SJK, Favorite: ,Lahti, 139506   size:30.71,Price: ,2.66,SJK, 5418845   size:177.88,Price: ,3.15,The Draw, 58805   size:647.14,Price: ,3.2,
1.119398348, Sport: ,Tennis, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,Giustino v Collarini, Favorite: ,Lorenzo Giustino, 7534093   size:12.73,Price: ,1.68,Andrea Collarini, 8284716   size:12.47,Price: ,2.12,
1.119272409, Sport: ,Soccer, Time: ,Mon Jul 06 17:30:00 CEST 2015, Time: ,Mon Jul 06 17:30:00 CEST 2015, Event: ,HJK Helsinki v HIFK, Favorite: ,HJK Helsinki, 6390   size:2309.39,Price: ,1.42,The Draw, 58805   size:208.42,Price: ,4.9,HIFK, 3847575   size:72.58,Price: ,10.0,
Count of possible winner: 0
