1.122363976, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Zhejiang Chouzhou v Shanxi, Favorite: ,Zhejiang Chouzhou, 8926899   size:5.92,Price: ,1.19,Shanxi, 8926913   size:4.67,Price: ,5.9,ok
1.122385401, Sport: ,Soccer, Time: ,Fri Dec 25 13:45:00 CET 2015, Time: ,Fri Dec 25 13:45:00 CET 2015, Event: ,Emirates Club v Al Ain, Favorite: ,Al Ain, 1252830   size:7.6,Price: ,1.38,Emirates Club, 5305983   size:14.16,Price: ,8.6,The Draw, 58805   size:8.46,Price: ,5.5,ok
1.122360542, Sport: ,Basketball, Time: ,Fri Dec 25 18:05:00 CET 2015, Time: ,Fri Dec 25 18:05:00 CET 2015, Event: ,New Orleans @ Miami, Favorite: ,Miami, 13109   size:3.59,Price: ,1.42,New Orleans, 6860646   size:12.54,Price: ,3.2,ok
1.122385686, Sport: ,Soccer, Time: ,Fri Dec 25 11:00:00 CET 2015, Time: ,Fri Dec 25 11:00:00 CET 2015, Event: ,AS Khroub U21 v CRB Ain Fakroun U21, Favorite: ,AS Khroub U21, 7708394   size:63.25,Price: ,2.14,CRB Ain Fakroun U21, 9031375   size:7.32,Price: ,3.4,The Draw, 58805   size:3.04,Price: ,3.3,x
1.122385966, Sport: ,Soccer, Time: ,Fri Dec 25 11:30:00 CET 2015, Time: ,Fri Dec 25 11:30:00 CET 2015, Event: ,Hapoel Nahalat Yehuda v Hapoel Zafririm Holon, Favorite: ,Hapoel Nahalat Yehuda, 10397980   size:20.0,Price: ,2.46,Hapoel Zafririm Holon, 5245385   size:5.59,Price: ,2.56,The Draw, 58805   size:3.59,Price: ,3.6,x
1.122363972, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Jilin v Jiangsu Tongxi, Favorite: ,JiangSu Tongxi, 8926916   size:7.56,Price: ,1.83,Jilin, 8926909   size:69.74,Price: ,2.02,x
1.122363973, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Qingdao v Beijing BG / Beikong Fl, Favorite: ,Qingdao, 8926915   size:278.0,Price: ,1.27,Beijing BG / Beikong Fl, 10513291   size:2.79,Price: ,4.1,x
1.122385327, Sport: ,Soccer, Time: ,Fri Dec 25 13:45:00 CET 2015, Time: ,Fri Dec 25 13:45:00 CET 2015, Event: ,Al Fujairah (UAE) v Al Nasr (UAE), Favorite: ,Al Nasr (UAE), 6203741   size:23.41,Price: ,1.71,Al Fujairah (UAE), 8855413   size:12.62,Price: ,5.1,The Draw, 58805   size:6.56,Price: ,4.1,x
1.122363974, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Shanghai v Xinjiang, Favorite: ,Xinjiang, 8926908   size:17.03,Price: ,1.17,Shanghai, 8926900   size:20.67,Price: ,6.4,ok
1.122395209, Sport: ,Tennis, Time: ,Fri Dec 25 09:00:00 CET 2015, Time: ,Fri Dec 25 09:00:00 CET 2015, Event: ,Aminat Kushkhova v Ekaterine Gorgodze, Favorite: ,Ekaterine Gorgodze, 6531033   size:27.35,Price: ,1.18,Aminat Kushkhova, 9626432   size:3.64,Price: ,5.0,ok
1.122363975, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Shenzhen New Century Le v Sichuan, Favorite: ,Sichuan, 8926907   size:4.0,Price: ,1.25,Dongguan, 10466369   size:21.0,Price: ,4.5,ok
1.122364265, Sport: ,Basketball, Time: ,Fri Dec 25 09:15:00 CET 2015, Time: ,Fri Dec 25 09:15:00 CET 2015, Event: ,Globalport Batang Pier v Barako Bull Energy, Favorite: ,Globalport Batang Pier, 6756877   size:120.0,Price: ,1.56,Barako Bull Energy, 5087272   size:9.02,Price: ,2.48,ok
1.122364067, Sport: ,Basketball, Time: ,Sat Dec 26 04:35:00 CET 2015, Time: ,Sat Dec 26 04:35:00 CET 2015, Event: ,LA Clippers @ LA Lakers, Favorite: ,LA Clippers, 237489   size:16.63,Price: ,1.11,LA Lakers, 2120881   size:3.94,Price: ,1.29,ok
1.122363971, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Guangdong v Liaoning, Favorite: ,Guangdong, 6260619   size:2.55,Price: ,1.39,Liaoning, 8926912   size:2.55,Price: ,3.3,x
1.122386210, Sport: ,Soccer, Time: ,Fri Dec 25 11:00:00 CET 2015, Time: ,Fri Dec 25 11:00:00 CET 2015, Event: ,Olympique de Medea U21 v MC El Eulma U21, Favorite: ,Olympique de Medea U21, 9274396   size:55.66,Price: ,1.76,MC El Eulma U21, 7708858   size:4.18,Price: ,4.5,The Draw, 58805   size:6.26,Price: ,3.8,x
1.122386375, Sport: ,Soccer, Time: ,Fri Dec 25 15:00:00 CET 2015, Time: ,Fri Dec 25 15:00:00 CET 2015, Event: ,RC Relizane v El Harrach, Favorite: ,RC Relizane, 8789534   size:3.48,Price: ,2.6,El Harrach, 9212428   size:10.48,Price: ,3.1,The Draw, 58805   size:2.95,Price: ,3.0,x
1.122381001, Sport: ,Basketball, Time: ,Sat Dec 26 07:00:00 CET 2015, Time: ,Sat Dec 26 07:00:00 CET 2015, Event: ,Osaka v Fukushima, Favorite: ,Osaka, 6737020   size:2.72,Price: ,1.03,Fukushima, 8832819   size:2.72,Price: ,1.03,ok
1.122310603, Sport: ,Soccer, Time: ,Fri Dec 25 16:00:00 CET 2015, Time: ,Fri Dec 25 16:00:00 CET 2015, Event: ,FAR Rabat v OCK Khouribga, Favorite: ,FAR Rabat, 6670769   size:12.11,Price: ,2.16,OCK Khouribga, 6359083   size:10.75,Price: ,4.3,The Draw, 58805   size:24.33,Price: ,3.0,x
1.122310207, Sport: ,Soccer, Time: ,Fri Dec 25 16:30:00 CET 2015, Time: ,Fri Dec 25 16:30:00 CET 2015, Event: ,Al Wasl v Al Shabab (UAE), Favorite: ,Al Shabab (UAE), 3727832   size:11.4,Price: ,2.52,Al Wasl, 3618587   size:5.0,Price: ,2.76,The Draw, 58805   size:5.0,Price: ,3.7,x
1.122301297, Sport: ,Ice Hockey, Time: ,Fri Dec 25 17:30:00 CET 2015, Time: ,Fri Dec 25 17:30:00 CET 2015, Event: ,Sochi v Amur, Favorite: ,Sochi, 8796844   size:70.0,Price: ,1.74,Amur, 2240061   size:15.0,Price: ,4.3,Tie, 60104   size:61.0,Price: ,4.7,ok
1.122395218, Sport: ,Tennis, Time: ,Fri Dec 25 09:00:00 CET 2015, Time: ,Fri Dec 25 09:00:00 CET 2015, Event: ,Franjo Raspudic v Cem Ilkel, Favorite: ,Franjo Raspudic, 9625198   size:3799.24,Price: ,1.05,Cem Ilkel, 8444055   size:3500.04,Price: ,1.1,x
1.122395217, Sport: ,Tennis, Time: ,Fri Dec 25 09:00:00 CET 2015, Time: ,Fri Dec 25 09:00:00 CET 2015, Event: ,Geoffrey Blancaneaux v Marat Deviatiarov, Favorite: ,Geoffrey Blancaneaux, 9196749   size:10.33,Price: ,1.05,Marat Deviatiarov, 8505854   size:13.67,Price: ,1.5,ok
1.122395216, Sport: ,Tennis, Time: ,Fri Dec 25 09:00:00 CET 2015, Time: ,Fri Dec 25 09:00:00 CET 2015, Event: ,Ivan Nedelko v Christopher Heyman, Favorite: ,Christopher Heyman, 9629967   size:27.23,Price: ,1.8,Ivan Nedelko, 5907135   size:221.99,Price: ,2.1,ok
1.122395215, Sport: ,Tennis, Time: ,Fri Dec 25 09:00:00 CET 2015, Time: ,Fri Dec 25 09:00:00 CET 2015, Event: ,Adelchi Virgili v Anil Yuksel, Favorite: ,Adelchi Virgili, 8288060   size:34.51,Price: ,1.34,Anil Yuksel, 8444053   size:38.69,Price: ,2.72,ok
1.122363969, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Foshan v Shandong, Favorite: ,Shandong, 8926903   size:22.22,Price: ,1.13,Foshan, 8926911   size:2.55,Price: ,4.4,ok
