1.122363976, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Zhejiang Chouzhou v Shanxi, Favorite: ,Zhejiang Chouzhou, 8926899   size:5.92,Price: ,1.19,Shanxi, 8926913   size:4.67,Price: ,5.9,ok
1.122385401, Sport: ,Soccer, Time: ,Fri Dec 25 13:45:00 CET 2015, Time: ,Fri Dec 25 13:45:00 CET 2015, Event: ,Emirates Club v Al Ain, Favorite: ,Al Ain, 1252830   size:7.6,Price: ,1.38,Emirates Club, 5305983   size:14.16,Price: ,8.6,The Draw, 58805   size:8.46,Price: ,5.5,ok
1.122385796, Sport: ,Soccer, Time: ,Fri Dec 25 14:20:00 CET 2015, Time: ,Fri Dec 25 14:20:00 CET 2015, Event: ,Busaiteen v Al Hadd, Favorite: ,Al Hadd, 6758121   size:29.88,Price: ,1.76,Busaiteen, 3922360   size:36.87,Price: ,5.3,The Draw, 58805   size:8.65,Price: ,3.8,ok
1.122310059, Sport: ,Soccer, Time: ,Fri Dec 25 14:00:00 CET 2015, Time: ,Fri Dec 25 14:00:00 CET 2015, Event: ,Hapoel Rishon Lezion v Maccabi Ahi Nazareth, Favorite: ,Hapoel Rishon Lezion, 5889551   size:58.93,Price: ,2.18,Maccabi Ahi Nazareth, 5188358   size:2.64,Price: ,3.3,The Draw, 58805   size:3.0,Price: ,3.45,x
1.122309985, Sport: ,Soccer, Time: ,Fri Dec 25 14:00:00 CET 2015, Time: ,Fri Dec 25 14:00:00 CET 2015, Event: ,Hapoel Petach Tikva v Maccabi Herzliya, Favorite: ,Hapoel Petach Tikva, 6094761   size:69.53,Price: ,1.87,Maccabi Herzliya, 5195923   size:3.68,Price: ,4.4,The Draw, 58805   size:3.98,Price: ,3.45,x
1.122385516, Sport: ,Soccer, Time: ,Fri Dec 25 13:15:00 CET 2015, Time: ,Fri Dec 25 13:15:00 CET 2015, Event: ,Al-Faisaly (KSA) v Al-Fateh (KSA), Favorite: ,Al-Faisaly (KSA), 7899434   size:5.04,Price: ,2.38,Al-Fateh (KSA), 7196232   size:9.94,Price: ,3.3,The Draw, 58805   size:4.03,Price: ,3.45,x
1.122371669, Sport: ,Basketball, Time: ,Fri Dec 25 11:00:00 CET 2015, Time: ,Fri Dec 25 11:00:00 CET 2015, Event: ,Yokohama v Okinawa, Favorite: ,Okinawa, 6718537   size:3.77,Price: ,1.43,Yokohama, 6736964   size:2.55,Price: ,2.58,ok
1.122369204, Sport: ,Basketball, Time: ,Fri Dec 25 08:00:00 CET 2015, Time: ,Fri Dec 25 08:00:00 CET 2015, Event: ,Seoul Knights v Goyang Orions, Favorite: ,Seoul Knights, 7954787   size:0.0,Price: ,0.0,Goyang Orions, 5889518   size:2.5,Price: ,510.0,ok
1.122386320, Sport: ,Soccer, Time: ,Fri Dec 25 11:00:00 CET 2015, Time: ,Fri Dec 25 11:00:00 CET 2015, Event: ,RC Relizane U21 v USM El Harrach U21, Favorite: ,USM El Harrach U21, 7746150   size:12.11,Price: ,1.98,RC Relizane U21, 9091553   size:23.73,Price: ,3.65,The Draw, 58805   size:2.55,Price: ,3.65,ok
1.122386045, Sport: ,Soccer, Time: ,Fri Dec 25 16:35:00 CET 2015, Time: ,Fri Dec 25 16:35:00 CET 2015, Event: ,Manama v Sitra, Favorite: ,Manama, 9231968   size:129.67,Price: ,2.28,Sitra, 10458115   size:66.42,Price: ,3.1,The Draw, 58805   size:111.8,Price: ,3.45,ok
1.122385630, Sport: ,Soccer, Time: ,Fri Dec 25 18:00:00 CET 2015, Time: ,Fri Dec 25 18:00:00 CET 2015, Event: ,Al-Wahda (KSA) v Al-Ittihad, Favorite: ,Al-Ittihad, 3727829   size:7.1,Price: ,1.99,Al-Wahda (KSA), 6617059   size:102.48,Price: ,4.0,The Draw, 58805   size:3.73,Price: ,3.9,ok
1.122381199, Sport: ,Basketball, Time: ,Sat Dec 26 06:00:00 CET 2015, Time: ,Sat Dec 26 06:00:00 CET 2015, Event: ,Woori Bank Hansae v KEB Hanabank, Favorite: ,Woori Bank Hansae, 5154535   size:2.72,Price: ,1.03,KEB Hanabank, 8118828   size:2.72,Price: ,1.03,ok
1.122310658, Sport: ,Soccer, Time: ,Fri Dec 25 19:00:00 CET 2015, Time: ,Fri Dec 25 19:00:00 CET 2015, Event: ,Kawkab Marrakech v Ittihad Tanger, Favorite: ,The Draw, 58805   size:15.14,Price: ,2.68,Kawkab Marrakech, 5228278   size:7.12,Price: ,2.74,Ittihad Tanger, 8717798   size:10.71,Price: ,3.3,x
1.122364077, Sport: ,Basketball, Time: ,Sat Dec 26 02:05:00 CET 2015, Time: ,Sat Dec 26 02:05:00 CET 2015, Event: ,San Antonio @ Houston, Favorite: ,San Antonio, 13121   size:3.65,Price: ,1.37,Houston, 13123   size:2.03,Price: ,2.46,x
1.122351247, Sport: ,Soccer, Time: ,Fri Dec 25 18:00:00 CET 2015, Time: ,Fri Dec 25 18:00:00 CET 2015, Event: ,Samsunspor v Kayseri Erciyesspor, Favorite: ,Samsunspor, 113124   size:9.84,Price: ,1.81,Kayseri Erciyesspor, 1191837   size:21.89,Price: ,5.2,The Draw, 58805   size:15.08,Price: ,3.8,x
1.122310492, Sport: ,Soccer, Time: ,Fri Dec 25 10:30:00 CET 2015, Time: ,Fri Dec 25 10:30:00 CET 2015, Event: ,Dreams Metro Gallery v Wong Tai Sin, Favorite: ,Dreams Metro Gallery, 10263390   size:2.55,Price: ,1.65,Wong Tai Sin, 8839726   size:3.36,Price: ,4.5,The Draw, 58805   size:3.47,Price: ,4.3,x
1.122385741, Sport: ,Soccer, Time: ,Fri Dec 25 15:00:00 CET 2015, Time: ,Fri Dec 25 15:00:00 CET 2015, Event: ,AS Khroub v CRB Ain Fakroun, Favorite: ,AS Khroub, 7650242   size:6.77,Price: ,2.22,CRB Ain Fakroun, 8951181   size:5.54,Price: ,3.85,The Draw, 58805   size:8.94,Price: ,2.92,x
1.122360562, Sport: ,Basketball, Time: ,Fri Dec 25 20:35:00 CET 2015, Time: ,Fri Dec 25 20:35:00 CET 2015, Event: ,Chicago @ Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:27.44,Price: ,1.25,Chicago, 13117   size:290.22,Price: ,4.8,x
1.122311670, Sport: ,Soccer, Time: ,Sat Dec 26 05:00:00 CET 2015, Time: ,Sat Dec 26 05:00:00 CET 2015, Event: ,Kobe v Urawa, Favorite: ,Urawa, 441088   size:6.21,Price: ,1.92,Kobe, 441082   size:128.96,Price: ,4.1,The Draw, 58805   size:8.85,Price: ,3.95,ok
1.122311596, Sport: ,Soccer, Time: ,Sat Dec 26 07:00:00 CET 2015, Time: ,Sat Dec 26 07:00:00 CET 2015, Event: ,G-Osaka v Tosu, Favorite: ,G-Osaka, 441083   size:75.38,Price: ,1.58,Tosu, 3455676   size:26.57,Price: ,6.4,The Draw, 58805   size:8.03,Price: ,4.3,ok
1.122385461, Sport: ,Soccer, Time: ,Fri Dec 25 17:30:00 CET 2015, Time: ,Fri Dec 25 17:30:00 CET 2015, Event: ,Al Jahra v Al Sulaibikhat, Favorite: ,Al Jahra, 6213910   size:5.8,Price: ,1.66,Al Sulaibikhat, 9342561   size:2.72,Price: ,4.9,The Draw, 58805   size:4.16,Price: ,3.9,x
1.122386155, Sport: ,Soccer, Time: ,Fri Dec 25 10:00:00 CET 2015, Time: ,Fri Dec 25 10:00:00 CET 2015, Event: ,MS Beitar Yavne v MS Hulon Yaniv, Favorite: ,MS Hulon Yaniv, 10662241   size:20.92,Price: ,1.48,MS Beitar Yavne, 10636764   size:14.13,Price: ,5.6,The Draw, 58805   size:5.97,Price: ,5.9,x
1.122386430, Sport: ,Soccer, Time: ,Fri Dec 25 14:00:00 CET 2015, Time: ,Fri Dec 25 14:00:00 CET 2015, Event: ,Shabab Alsamu v Shabab Al Khader, Favorite: ,Shabab Al Khader, 8232416   size:2.63,Price: ,2.42,Shabab Alsamu, 10662261   size:39.23,Price: ,2.84,The Draw, 58805   size:5.0,Price: ,3.25,ok
1.122309836, Sport: ,Soccer, Time: ,Fri Dec 25 14:00:00 CET 2015, Time: ,Fri Dec 25 14:00:00 CET 2015, Event: ,FC Ashdod v Hapoel Ramat Gan, Favorite: ,FC Ashdod, 6145706   size:107.27,Price: ,1.93,Hapoel Ramat Gan, 542944   size:9.95,Price: ,4.1,The Draw, 58805   size:5.0,Price: ,3.8,x
1.122309910, Sport: ,Soccer, Time: ,Fri Dec 25 14:00:00 CET 2015, Time: ,Fri Dec 25 14:00:00 CET 2015, Event: ,Hapoel Katamon v Hapoel Nazareth Illit, Favorite: ,Hapoel Katamon, 7629623   size:29.14,Price: ,2.04,Hapoel Nazareth Illit, 5178712   size:7.31,Price: ,3.85,The Draw, 58805   size:2.48,Price: ,3.6,ok
1.122343757, Sport: ,Soccer, Time: ,Fri Dec 25 13:30:00 CET 2015, Time: ,Fri Dec 25 13:30:00 CET 2015, Event: ,Aswan FC v Smouha, Favorite: ,Smouha, 5170871   size:61.18,Price: ,1.98,Aswan FC, 10438158   size:2.72,Price: ,4.5,The Draw, 58805   size:14.16,Price: ,3.5,x
1.122310382, Sport: ,Soccer, Time: ,Fri Dec 25 16:00:00 CET 2015, Time: ,Fri Dec 25 16:00:00 CET 2015, Event: ,MO Bejaia v NA Hussein Dey, Favorite: ,MO Bejaia, 8300127   size:17.29,Price: ,1.88,NA Hussein Dey, 7650243   size:61.55,Price: ,5.4,The Draw, 58805   size:9.84,Price: ,3.1,ok
1.122394502, Sport: ,Cricket, Time: ,Sat Dec 26 04:30:00 CET 2015, Time: ,Sat Dec 26 04:30:00 CET 2015, Event: ,Gujarat v Tamil Nadu, Favorite: ,Gujarat, 4297070   size:14.26,Price: ,1.3,Tamil Nadu, 4297071   size:14.26,Price: ,1.3,ok
1.122385852, Sport: ,Soccer, Time: ,Fri Dec 25 15:35:00 CET 2015, Time: ,Fri Dec 25 15:35:00 CET 2015, Event: ,Hajer (KSA) v Al-Raed (KSA), Favorite: ,Hajer (KSA), 6617052   size:2.23,Price: ,2.72,Al-Raed (KSA), 6818039   size:5.03,Price: ,2.8,The Draw, 58805   size:10.04,Price: ,3.35,x
1.122311522, Sport: ,Soccer, Time: ,Sat Dec 26 07:00:00 CET 2015, Time: ,Sat Dec 26 07:00:00 CET 2015, Event: ,FC Tokyo v Hiroshima, Favorite: ,Hiroshima, 744103   size:8.64,Price: ,2.38,FC Tokyo, 350849   size:281.07,Price: ,3.2,The Draw, 58805   size:12.26,Price: ,3.5,x
1.122363967, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Bayi Rockets v Jiangsu Dragons, Favorite: ,Jiangsu Dragons, 8926904   size:2.88,Price: ,1.44,Bayi Rockets, 8926902   size:10.9,Price: ,3.1,ok
1.122381173, Sport: ,Basketball, Time: ,Sat Dec 26 06:00:00 CET 2015, Time: ,Sat Dec 26 06:00:00 CET 2015, Event: ,Anyang KGC Pro v Incheon Elephants, Favorite: ,Anyang KGC Pro, 10276570   size:2.72,Price: ,1.03,Incheon Elephants, 8248315   size:2.72,Price: ,1.03,ok
1.122386744, Sport: ,Soccer, Time: ,Fri Dec 25 11:30:00 CET 2015, Time: ,Fri Dec 25 11:30:00 CET 2015, Event: ,Ironi Modiin v Maccabi Beer Sheba, Favorite: ,Ironi Modiin, 10483512   size:3.64,Price: ,1.55,Maccabi Beer Sheba, 6145816   size:16.09,Price: ,4.5,The Draw, 58805   size:2.55,Price: ,4.8,ok
1.122363968, Sport: ,Basketball, Time: ,Fri Dec 25 12:35:00 CET 2015, Time: ,Fri Dec 25 12:35:00 CET 2015, Event: ,Beijing v Zhejiang Guangsha, Favorite: ,Beijing, 6254117   size:11.62,Price: ,1.69,Zhejiang Guangsha, 8926901   size:61.12,Price: ,2.26,ok
1.122386669, Sport: ,Soccer, Time: ,Fri Dec 25 12:45:00 CET 2015, Time: ,Fri Dec 25 12:45:00 CET 2015, Event: ,Maccabi Ironi Akko v MS Elnahada Nazeret, Favorite: ,Maccabi Ironi Akko, 10263730   size:2.55,Price: ,2.46,MS Elnahada Nazeret, 10662217   size:2.45,Price: ,2.6,The Draw, 58805   size:3.09,Price: ,3.85,ok
1.122386100, Sport: ,Soccer, Time: ,Fri Dec 25 11:00:00 CET 2015, Time: ,Fri Dec 25 11:00:00 CET 2015, Event: ,MO Bejaia U21 v NA Hussein Dey U21, Favorite: ,NA Hussein Dey U21, 8212965   size:34.31,Price: ,2.34,MO Bejaia U21, 8297033   size:31.86,Price: ,3.15,The Draw, 58805   size:24.23,Price: ,3.5,x
1.122386540, Sport: ,Soccer, Time: ,Fri Dec 25 15:30:00 CET 2015, Time: ,Fri Dec 25 15:30:00 CET 2015, Event: ,Yarmouk (KUW) v Al Nasar (KUW), Favorite: ,Yarmouk (KUW), 9274400   size:2.55,Price: ,2.36,Al Nasar (KUW), 6279459   size:3.3,Price: ,2.9,The Draw, 58805   size:26.74,Price: ,3.55,x
1.122385572, Sport: ,Soccer, Time: ,Fri Dec 25 18:00:00 CET 2015, Time: ,Fri Dec 25 18:00:00 CET 2015, Event: ,Al-Shabab (KSA) v Al-Taawon (KSA), Favorite: ,Al-Shabab (KSA), 5344868   size:3.22,Price: ,2.2,Al-Taawon (KSA), 7747262   size:12.21,Price: ,3.6,The Draw, 58805   size:5.0,Price: ,3.5,x
1.122301287, Sport: ,Ice Hockey, Time: ,Fri Dec 25 17:30:00 CET 2015, Time: ,Fri Dec 25 17:30:00 CET 2015, Event: ,Severstal v Ak Bars, Favorite: ,AK Bars, 2582640   size:22.0,Price: ,1.83,Severstal, 2560282   size:32.0,Price: ,4.0,Tie, 60104   size:22.0,Price: ,4.5,x
1.122395208, Sport: ,Tennis, Time: ,Fri Dec 25 09:00:00 CET 2015, Time: ,Fri Dec 25 09:00:00 CET 2015, Event: ,Ayla Aksu v Julia Stamatova, Favorite: ,Julia Stamatova, 9306389   size:182.37,Price: ,1.22,Ayla Aksu, 8698940   size:3.87,Price: ,3.6,x
1.122395207, Sport: ,Tennis, Time: ,Fri Dec 25 09:00:00 CET 2015, Time: ,Fri Dec 25 09:00:00 CET 2015, Event: ,Lou Brouleau v Karin Kennel, Favorite: ,Lou Brouleau, 9148889   size:404.93,Price: ,1.72,Karin Kennel, 9246669   size:18.41,Price: ,2.04,ok
1.122343846, Sport: ,Soccer, Time: ,Fri Dec 25 18:45:00 CET 2015, Time: ,Fri Dec 25 18:45:00 CET 2015, Event: ,El Daklyeh v ENPPI, Favorite: ,ENPPI, 5259327   size:5.0,Price: ,2.64,El Daklyeh, 5907009   size:52.81,Price: ,3.1,The Draw, 58805   size:9.29,Price: ,3.2,x
1.122343924, Sport: ,Soccer, Time: ,Fri Dec 25 16:00:00 CET 2015, Time: ,Fri Dec 25 16:00:00 CET 2015, Event: ,El Entag El Harby v Al Masry, Favorite: ,Al Masry, 5174044   size:31.77,Price: ,2.3,El Entag El Harby, 5170840   size:139.33,Price: ,3.7,The Draw, 58805   size:104.25,Price: ,3.15,x
1.122354173, Sport: ,Cricket, Time: ,Fri Dec 25 12:00:00 CET 2015, Time: ,Fri Dec 25 12:00:00 CET 2015, Event: ,Afghanistan v Zimbabwe (1st ODI), Favorite: ,Zimbabwe, 1006   size:42.47,Price: ,1.8,Afghanistan, 3786094   size:51.81,Price: ,2.22,x
1.122310133, Sport: ,Soccer, Time: ,Fri Dec 25 14:00:00 CET 2015, Time: ,Fri Dec 25 14:00:00 CET 2015, Event: ,Ironi Kiryat Gat v Hapoel Bnei Lod, Favorite: ,Hapoel Bnei Lod, 5337940   size:2.55,Price: ,1.93,Ironi Kiryat Gat, 6955790   size:28.0,Price: ,4.5,The Draw, 58805   size:2.55,Price: ,3.4,x
1.122301342, Sport: ,Ice Hockey, Time: ,Fri Dec 25 17:30:00 CET 2015, Time: ,Fri Dec 25 17:30:00 CET 2015, Event: ,CSKA v Lada, Favorite: ,CSKA, 2240050   size:260.0,Price: ,1.38,Lada, 2484346   size:27.0,Price: ,7.4,Tie, 60104   size:71.0,Price: ,6.0,x
1.122381008, Sport: ,Basketball, Time: ,Sat Dec 26 06:00:00 CET 2015, Time: ,Sat Dec 26 06:00:00 CET 2015, Event: ,Yokohama v Okinawa, Favorite: ,Yokohama, 6736964   size:2.72,Price: ,1.03,Okinawa, 6718537   size:2.72,Price: ,1.03,x
1.122364257, Sport: ,Basketball, Time: ,Fri Dec 25 12:00:00 CET 2015, Time: ,Fri Dec 25 12:00:00 CET 2015, Event: ,Barangay Ginebra v Purefoods Hotshots, Favorite: ,Barangay Ginebra, 7217820   size:3.05,Price: ,1.64,Purefoods Hotshots, 9581251   size:8.11,Price: ,2.28,ok
1.122386265, Sport: ,Soccer, Time: ,Fri Dec 25 15:00:00 CET 2015, Time: ,Fri Dec 25 15:00:00 CET 2015, Event: ,Olympique de Medea v USM El Eulma, Favorite: ,Olympique de Medea, 8900396   size:7.76,Price: ,2.46,USM El Eulma, 9221276   size:5.58,Price: ,3.45,The Draw, 58805   size:6.09,Price: ,2.92,ok
