1.122204037, Sport: ,Basketball, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Nymburk (W) v BCF Elfic Fribourg Wome, Favorite: ,Nymburk (W), 10466213   size:2.75,Price: ,1.03,BCF Elfic Fribourg Wome, 10459538   size:2.75,Price: ,1.03,ok
1.122189999, Sport: ,Basketball, Time: ,Thu Dec 10 20:00:00 CET 2015, Time: ,Thu Dec 10 20:00:00 CET 2015, Event: ,Le Havre v Nanterre, Favorite: ,Nanterre, 2989492   size:2.55,Price: ,1.57,Le Havre, 1292696   size:2.55,Price: ,2.48,ok
1.122219379, Sport: ,Basketball, Time: ,Fri Dec 11 01:30:00 CET 2015, Time: ,Fri Dec 11 01:30:00 CET 2015, Event: ,Iowa @ Iowa State, Favorite: ,Iowa, 664419   size:2.75,Price: ,1.03,Iowa State, 708779   size:2.75,Price: ,1.03,x
1.122190181, Sport: ,Basketball, Time: ,Fri Dec 11 04:35:00 CET 2015, Time: ,Fri Dec 11 04:35:00 CET 2015, Event: ,New York @ Sacramento, Favorite: ,New York, 13106   size:2.75,Price: ,1.03,Sacramento, 13127   size:2.75,Price: ,1.03,x
1.122203508, Sport: ,Basketball, Time: ,Thu Dec 10 23:00:00 CET 2015, Time: ,Thu Dec 10 23:00:00 CET 2015, Event: ,Flamengo v Pinheiros, Favorite: ,Flamengo, 6775296   size:2.75,Price: ,1.03,Pinheiros, 6733502   size:2.75,Price: ,1.03,x
1.122028878, Sport: ,Soccer, Time: ,Thu Dec 10 21:05:00 CET 2015, Time: ,Thu Dec 10 21:05:00 CET 2015, Event: ,Lech Poznan v FC Basel, Favorite: ,Lech Poznan, 502303   size:267.98,Price: ,2.4,FC Basel, 2939090   size:105.77,Price: ,3.3,The Draw, 58805   size:264.06,Price: ,3.5,x
1.122183650, Sport: ,Basketball, Time: ,Thu Dec 10 21:00:00 CET 2015, Time: ,Thu Dec 10 21:00:00 CET 2015, Event: ,Barcelona v Zalgiris, Favorite: ,Barcelona, 266269   size:250.0,Price: ,1.04,Zalgiris, 1305967   size:6.63,Price: ,1.18,x
1.122111481, Sport: ,Ice Hockey, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Lulea v Rogle, Favorite: ,Lulea, 337769   size:5.27,Price: ,1.62,Rogle, 247122   size:91.97,Price: ,4.8,Tie, 60104   size:112.65,Price: ,4.1,ok
1.122026734, Sport: ,Soccer, Time: ,Thu Dec 10 19:00:00 CET 2015, Time: ,Thu Dec 10 19:00:00 CET 2015, Event: ,Rapid Vienna v Dinamo Minsk, Favorite: ,Rapid Vienna, 65350   size:635.77,Price: ,1.39,Dinamo Minsk, 198689   size:18.5,Price: ,10.5,The Draw, 58805   size:121.39,Price: ,5.2,ok
1.122112575, Sport: ,Ice Hockey, Time: ,Thu Dec 10 10:30:00 CET 2015, Time: ,Thu Dec 10 10:30:00 CET 2015, Event: ,Amur v Avangard, Favorite: ,Avangard, 2558172   size:102.18,Price: ,1.98,Amur, 2240061   size:101.37,Price: ,3.55,Tie, 60104   size:71.0,Price: ,4.0,x
1.122205483, Sport: ,Soccer, Time: ,Thu Dec 10 21:00:00 CET 2015, Time: ,Thu Dec 10 21:00:00 CET 2015, Event: ,Universitario San Luis v CA Union de Sunchales, Favorite: ,Universitario San Luis, 8389982   size:7.54,Price: ,1.25,CA Union de Sunchales, 10103811   size:5.0,Price: ,1.74,The Draw, 58805   size:2.55,Price: ,3.2,ok
1.122204049, Sport: ,Basketball, Time: ,Thu Dec 10 16:00:00 CET 2015, Time: ,Thu Dec 10 16:00:00 CET 2015, Event: ,Spartak MR (W) v Adana Aski Women, Favorite: ,Spartak MR (W), 8978715   size:2.75,Price: ,1.03,Adana Aski Women, 10459023   size:2.75,Price: ,1.03,ok
1.122144331, Sport: ,Handball, Time: ,Thu Dec 10 19:45:00 CET 2015, Time: ,Thu Dec 10 19:45:00 CET 2015, Event: ,Ricoh v Karlskrona, Favorite: ,Ricoh, 8836769   size:2.75,Price: ,1.03,Karlskrona, 10260449   size:2.75,Price: ,1.03,Draw, 330157   size:74.99,Price: ,1.04,ok
1.122191200, Sport: ,Volleyball, Time: ,Thu Dec 10 18:00:00 CET 2015, Time: ,Thu Dec 10 18:00:00 CET 2015, Event: ,Chemik Police v Eczacibasi Vitra, Favorite: ,Eczac?basi VitrA, 9039117   size:188.82,Price: ,1.73,Chemik Police, 7733782   size:2.55,Price: ,1.8,x
1.122180708, Sport: ,Handball, Time: ,Thu Dec 10 20:30:00 CET 2015, Time: ,Thu Dec 10 20:30:00 CET 2015, Event: ,Germany v South Korea, Favorite: ,South Korea, 620382   size:826.01,Price: ,1.15,Germany, 620386   size:259.82,Price: ,1.57,Draw, 330157   size:16.4,Price: ,9.4,x
1.122028362, Sport: ,Soccer, Time: ,Thu Dec 10 21:05:00 CET 2015, Time: ,Thu Dec 10 21:05:00 CET 2015, Event: ,Anderlecht v Karabakh, Favorite: ,Anderlecht, 58163   size:726.09,Price: ,1.48,Qarabag FK, 4043562   size:6.89,Price: ,8.6,The Draw, 58805   size:91.18,Price: ,4.6,ok
