1.121828752, Sport: ,Soccer, Time: ,Sun Nov 15 01:45:00 CET 2015, Time: ,Sun Nov 15 01:45:00 CET 2015, Event: ,Fortaleza (Col) v Union Magdalena, Favorite: ,Fortaleza (Col), 8220184   size:15.67,Price: ,1.59,Union Magdalena, 5343365   size:45.27,Price: ,6.6,The Draw, 58805   size:3.48,Price: ,3.75,ok
1.121772069, Sport: ,Basketball, Time: ,Sun Nov 15 02:35:00 CET 2015, Time: ,Sun Nov 15 02:35:00 CET 2015, Event: ,Cleveland @ Milwaukee, Favorite: ,Cleveland, 13112   size:19.28,Price: ,1.46,Milwaukee, 13115   size:3.24,Price: ,3.15,x
1.121675212, Sport: ,Soccer, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Nautico v CRB, Favorite: ,Nautico, 2397366   size:19.0,Price: ,1.43,CRB, 6368159   size:83.59,Price: ,10.0,The Draw, 58805   size:116.22,Price: ,4.8,x
1.121681731, Sport: ,Soccer, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Foggia v Monopoli, Favorite: ,Foggia, 522053   size:38.54,Price: ,1.54,Monopoli, 10284167   size:43.91,Price: ,8.0,The Draw, 58805   size:15.21,Price: ,4.0,x
1.121757060, Sport: ,Soccer, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Maghreb Fes v Chabab Rif Hoceima, Favorite: ,Maghreb Fes, 6713597   size:145.18,Price: ,2.1,Chabab Rif Hoceima, 6666954   size:127.94,Price: ,4.3,The Draw, 58805   size:4.28,Price: ,3.3,ok
1.121743744, Sport: ,American Football, Time: ,Sun Nov 15 01:00:00 CET 2015, Time: ,Sun Nov 15 01:00:00 CET 2015, Event: ,Western Carolina @ Texas A+M, Favorite: ,Texas A+M, 2194766   size:2.83,Price: ,1.02,Western Carolina, 2189292   size:2.83,Price: ,1.03,ok
1.121797364, Sport: ,Soccer, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Deportivo Moron v Brown de Adrogue, Favorite: ,Brown de Adrogue, 7047340   size:4.55,Price: ,2.68,Deportivo Moron, 5289143   size:5.0,Price: ,3.1,The Draw, 58805   size:2.0,Price: ,3.1,ok
1.121819196, Sport: ,Tennis, Time: ,Sun Nov 15 02:00:00 CET 2015, Time: ,Sun Nov 15 02:00:00 CET 2015, Event: ,Yui Ito v K Watanuki, Favorite: ,Yuichi Ito, 3375669   size:6.04,Price: ,1.65,Keisuke Watanuki, 8347761   size:2.27,Price: ,2.2,x
1.121746459, Sport: ,Basketball, Time: ,Sun Nov 15 01:30:00 CET 2015, Time: ,Sun Nov 15 01:30:00 CET 2015, Event: ,The Citadel @ Butler, Favorite: ,Butler, 355909   size:29.14,Price: ,1.01,The Citadel, 9091513   size:8.36,Price: ,1.04,ok
1.121743741, Sport: ,American Football, Time: ,Sun Nov 15 01:00:00 CET 2015, Time: ,Sun Nov 15 01:00:00 CET 2015, Event: ,Memphis @ Houston, Favorite: ,Houston, 87483   size:2.73,Price: ,1.5,Memphis, 975027   size:2.73,Price: ,2.78,ok
1.121834351, Sport: ,Tennis, Time: ,Sun Nov 15 05:00:00 CET 2015, Time: ,Sun Nov 15 05:00:00 CET 2015, Event: ,Millman v T Daniel, Favorite: ,John Millman, 4415206   size:5.0,Price: ,1.56,Taro Daniel, 8173434   size:15.88,Price: ,2.46,ok
1.121694918, Sport: ,Soccer, Time: ,Sun Nov 15 02:00:00 CET 2015, Time: ,Sun Nov 15 02:00:00 CET 2015, Event: ,Isidro Metapan v CD Dragon, Favorite: ,Isidro Metapan, 4864112   size:3.02,Price: ,1.65,CD Dragon, 8467366   size:3.58,Price: ,4.7,The Draw, 58805   size:6.47,Price: ,3.4,ok
1.121802926, Sport: ,Soccer, Time: ,Sat Nov 14 22:00:00 CET 2015, Time: ,Sat Nov 14 22:00:00 CET 2015, Event: ,Imbabura SC v Delfin SC, Favorite: ,Imbabura SC, 8420043   size:2.54,Price: ,2.02,Delfin SC, 8365070   size:2.54,Price: ,3.65,The Draw, 58805   size:22.66,Price: ,3.45,ok
1.121771664, Sport: ,Basketball, Time: ,Sat Nov 14 19:00:00 CET 2015, Time: ,Sat Nov 14 19:00:00 CET 2015, Event: ,Wels v Furstenfeld, Favorite: ,Wels, 7036691   size:2.83,Price: ,1.03,Furstenfeld, 7036686   size:14.32,Price: ,4.0,ok
1.121772236, Sport: ,Basketball, Time: ,Sat Nov 14 19:00:00 CET 2015, Time: ,Sat Nov 14 19:00:00 CET 2015, Event: ,Tamis v Jagodina, Favorite: ,Tamis, 7735827   size:2.83,Price: ,1.03,Jagodina, 8834845   size:2.83,Price: ,1.03,ok
1.121791252, Sport: ,Soccer, Time: ,Sun Nov 15 00:30:00 CET 2015, Time: ,Sun Nov 15 00:30:00 CET 2015, Event: ,Atletico Guanare v Carabobo FC II, Favorite: ,Atletico Guanare, 10429524   size:4.77,Price: ,1.07,Carabobo FC II, 10450266   size:4.77,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121772237, Sport: ,Basketball, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Vojvodina v Sloga, Favorite: ,Vojvodina, 1275949   size:2.83,Price: ,1.03,Sloga, 7735845   size:3.72,Price: ,5.2,x
1.121744264, Sport: ,American Football, Time: ,Sun Nov 15 04:00:00 CET 2015, Time: ,Sun Nov 15 04:00:00 CET 2015, Event: ,Utah @ Arizona, Favorite: ,Utah, 532780   size:2.54,Price: ,1.42,Arizona, 54314   size:23.59,Price: ,3.1,x
1.121771665, Sport: ,Basketball, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Plymouth v Worcester, Favorite: ,Worcester, 2939195   size:156.0,Price: ,1.48,Plymouth, 2939197   size:88.82,Price: ,2.96,ok
1.121744267, Sport: ,American Football, Time: ,Sun Nov 15 04:45:00 CET 2015, Time: ,Sun Nov 15 04:45:00 CET 2015, Event: ,Washington State @ UCLA, Favorite: ,UCLA, 662042   size:5.0,Price: ,1.26,Washington State, 662041   size:7.48,Price: ,4.3,x
1.121716252, Sport: ,Ice Hockey, Time: ,Sun Nov 15 04:05:00 CET 2015, Time: ,Sun Nov 15 04:05:00 CET 2015, Event: ,Edmonton @ Los Angeles, Favorite: ,Los Angeles, 2112286   size:100.0,Price: ,1.81,Edmonton, 2109967   size:5.0,Price: ,4.3,Tie, 60104   size:24.0,Price: ,4.5,ok
1.121744261, Sport: ,American Football, Time: ,Sun Nov 15 02:00:00 CET 2015, Time: ,Sun Nov 15 02:00:00 CET 2015, Event: ,Minnesota @ Iowa, Favorite: ,Iowa, 673399   size:19.69,Price: ,1.29,Minnesota, 18575   size:36.4,Price: ,4.0,ok
1.121834249, Sport: ,Tennis, Time: ,Sat Nov 14 22:30:00 CET 2015, Time: ,Sat Nov 14 22:30:00 CET 2015, Event: ,Al Gomez v T Kopinski, Favorite: ,Alejandro Gomez, 8714009   size:41.43,Price: ,1.17,Tim Kopinski, 8661121   size:2.89,Price: ,4.5,x
1.121772079, Sport: ,Basketball, Time: ,Sun Nov 15 02:05:00 CET 2015, Time: ,Sun Nov 15 02:05:00 CET 2015, Event: ,Dallas @ Houston, Favorite: ,Houston, 13123   size:28.59,Price: ,1.48,Dallas, 13122   size:9.85,Price: ,3.0,x
1.121828922, Sport: ,Soccer, Time: ,Sun Nov 15 06:00:00 CET 2015, Time: ,Sun Nov 15 06:00:00 CET 2015, Event: ,FC Machida v Blaublitz Akita, Favorite: ,FC Machida, 6207339   size:5.69,Price: ,1.51,Blaublitz Akita, 5852914   size:36.31,Price: ,6.8,The Draw, 58805   size:2.57,Price: ,3.6,ok
1.121772119, Sport: ,Basketball, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Orlando @ Washington, Favorite: ,Washington, 13105   size:103.0,Price: ,1.48,Orlando, 13104   size:19.38,Price: ,3.0,ok
1.121676011, Sport: ,Soccer, Time: ,Sat Nov 14 19:30:00 CET 2015, Time: ,Sat Nov 14 19:30:00 CET 2015, Event: ,Dessel Sport v Excelsior Virton, Favorite: ,Excelsior Virton, 505672   size:2.83,Price: ,2.58,Dessel Sport, 6587029   size:2.83,Price: ,3.0,The Draw, 58805   size:25.39,Price: ,3.45,x
1.121791418, Sport: ,Soccer, Time: ,Sat Nov 14 19:00:00 CET 2015, Time: ,Sat Nov 14 19:00:00 CET 2015, Event: ,Corinthians U20 v Flamengo U20, Favorite: ,Corinthians U20, 5187056   size:141.56,Price: ,1.31,Flamengo U20, 6006854   size:5.66,Price: ,9.8,The Draw, 58805   size:15.57,Price: ,4.6,ok
1.121772239, Sport: ,Basketball, Time: ,Sat Nov 14 19:04:00 CET 2015, Time: ,Sat Nov 14 19:04:00 CET 2015, Event: ,Prievidza v Nova Ves, Favorite: ,Prievidza, 6719644   size:0.0,Price: ,0.0,Nova Ves, 6719643   size:124.57,Price: ,2.22,ok
1.121678559, Sport: ,Handball, Time: ,Sat Nov 14 19:00:00 CET 2015, Time: ,Sat Nov 14 19:00:00 CET 2015, Event: ,Ballingen Weilstetten v Melsungen, Favorite: ,Ballingen Weilstetten, 10496852   size:7.83,Price: ,1.01,Melsungen, 2507299   size:7.83,Price: ,1.01,Draw, 330157   size:7.83,Price: ,1.01,x
1.121819225, Sport: ,Tennis, Time: ,Sun Nov 15 03:45:00 CET 2015, Time: ,Sun Nov 15 03:45:00 CET 2015, Event: ,Kapas v Imai, Favorite: ,Andriej Kapas, 7412768   size:6.04,Price: ,1.42,Shintaro Imai, 8997141   size:6.04,Price: ,2.44,x
1.121674759, Sport: ,Soccer, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Vitoria BA v Ceara, Favorite: ,Vitoria BA, 5310329   size:129.03,Price: ,1.73,Ceara, 4016599   size:63.95,Price: ,5.2,The Draw, 58805   size:2.78,Price: ,4.2,ok
1.121791090, Sport: ,Soccer, Time: ,Sat Nov 14 21:00:00 CET 2015, Time: ,Sat Nov 14 21:00:00 CET 2015, Event: ,Potros de Barinas v Deportivo Tachira FC II, Favorite: ,Potros de Barinas, 9959844   size:140.14,Price: ,1.06,Deportivo Tachira FC II, 10424533   size:140.14,Price: ,1.06,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121672732, Sport: ,Handball, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Guadalajara v Granollers, Favorite: ,Granollers, 1235183   size:2.72,Price: ,1.63,Guadalajara, 4995923   size:10.96,Price: ,3.25,Draw, 330157   size:5.53,Price: ,8.4,ok
1.121819184, Sport: ,Tennis, Time: ,Sun Nov 15 05:30:00 CET 2015, Time: ,Sun Nov 15 05:30:00 CET 2015, Event: ,Young  Kim v Hatakeyama, Favorite: ,Young Seok Kim, 8506200   size:187.33,Price: ,1.01,Nasa Hatakeyama, 9953162   size:14.39,Price: ,1.03,ok
1.121836941, Sport: ,Tennis, Time: ,Sat Nov 14 18:55:00 CET 2015, Time: ,Sat Nov 14 18:55:00 CET 2015, Event: ,Matute v Zormann, Favorite: ,Marcelo Zormann, 8843888   size:300.0,Price: ,1.05,Juan Manuel Matute, 9260505   size:16.78,Price: ,4.1,ok
1.121798045, Sport: ,Soccer, Time: ,Sat Nov 14 22:00:00 CET 2015, Time: ,Sat Nov 14 22:00:00 CET 2015, Event: ,CD Santa Cruz v Deportes Linares, Favorite: ,CD Santa Cruz, 7376194   size:140.14,Price: ,1.06,Deportes Linares, 7118826   size:140.14,Price: ,1.06,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121834005, Sport: ,Tennis, Time: ,Sat Nov 14 21:45:00 CET 2015, Time: ,Sat Nov 14 21:45:00 CET 2015, Event: ,Andreozzi/Arnold Ker v Demoliner/Elias, Favorite: ,Demoliner/Elias, 8462580   size:6.13,Price: ,1.54,Andreozzi/Arnold Ker, 10507819   size:6.04,Price: ,2.34,x
1.121819185, Sport: ,Tennis, Time: ,Sun Nov 15 03:45:00 CET 2015, Time: ,Sun Nov 15 03:45:00 CET 2015, Event: ,Noda v Takeuchi, Favorite: ,Kento Takeuchi, 8230215   size:318.96,Price: ,1.01,Teppei Noda, 8978411   size:12.99,Price: ,22.0,ok
1.121778291, Sport: ,Handball, Time: ,Sat Nov 14 19:30:00 CET 2015, Time: ,Sat Nov 14 19:30:00 CET 2015, Event: ,Barcelona v Vardar, Favorite: ,Barcelona, 2324955   size:2.83,Price: ,1.03,Vardar, 8006170   size:2.83,Price: ,1.03,Draw, 330157   size:2.83,Price: ,1.03,ok
1.121834241, Sport: ,Tennis, Time: ,Sat Nov 14 19:00:00 CET 2015, Time: ,Sat Nov 14 19:00:00 CET 2015, Event: ,O'hare v Vinti, Favorite: ,Stefan Vinti, 9712870   size:51.05,Price: ,1.7,David O'hare, 8284800   size:5.66,Price: ,2.18,x
1.121797195, Sport: ,Soccer, Time: ,Sat Nov 14 21:00:00 CET 2015, Time: ,Sat Nov 14 21:00:00 CET 2015, Event: ,Tristan Suarez v Deportivo Merlo, Favorite: ,Tristan Suarez, 7128568   size:2.54,Price: ,1.77,Deportivo Merlo, 5181458   size:2.97,Price: ,5.9,The Draw, 58805   size:4.25,Price: ,3.25,ok
1.121743698, Sport: ,American Football, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Clemson @ Syracuse, Favorite: ,Clemson, 673441   size:22.87,Price: ,1.01,Syracuse, 962159   size:2.78,Price: ,36.0,ok
1.121726428, Sport: ,Rugby Union, Time: ,Sat Nov 14 20:45:00 CET 2015, Time: ,Sat Nov 14 20:45:00 CET 2015, Event: ,Northampton v Scarlets, Favorite: ,Northampton, 50103   size:1454.72,Price: ,1.25,Scarlets, 1339514   size:2.23,Price: ,5.5,Draw, 246289   size:30.23,Price: ,36.0,ok
1.121802981, Sport: ,Soccer, Time: ,Sat Nov 14 22:00:00 CET 2015, Time: ,Sat Nov 14 22:00:00 CET 2015, Event: ,Manta FC v Fuerza Amarilla, Favorite: ,Manta FC, 5366102   size:17.89,Price: ,1.46,Fuerza Amarilla, 10180843   size:10.39,Price: ,1.67,The Draw, 58805   size:5.94,Price: ,2.9,x
1.121803431, Sport: ,Soccer, Time: ,Sat Nov 14 23:00:00 CET 2015, Time: ,Sat Nov 14 23:00:00 CET 2015, Event: ,CSD Comunicaciones v Marquense, Favorite: ,CSD Comunicaciones, 4109938   size:5.72,Price: ,1.62,Marquense, 9215444   size:7.08,Price: ,4.4,The Draw, 58805   size:4.68,Price: ,3.45,x
1.121772089, Sport: ,Basketball, Time: ,Sun Nov 15 03:05:00 CET 2015, Time: ,Sun Nov 15 03:05:00 CET 2015, Event: ,Denver @ Phoenix, Favorite: ,Phoenix, 13128   size:3.13,Price: ,1.32,Denver, 13124   size:6.18,Price: ,3.95,ok
1.121755826, Sport: ,Soccer, Time: ,Sun Nov 15 01:30:00 CET 2015, Time: ,Sun Nov 15 01:30:00 CET 2015, Event: ,Patronato v Atletico Parana, Favorite: ,Patronato, 5178628   size:5.35,Price: ,2.28,Atletico Parana, 5985269   size:42.21,Price: ,3.75,The Draw, 58805   size:13.44,Price: ,3.2,ok
1.121789486, Sport: ,Volleyball, Time: ,Sat Nov 14 19:30:00 CET 2015, Time: ,Sat Nov 14 19:30:00 CET 2015, Event: ,VfB Friedrichshafen v Netzhoppers Kk-Bestense, Favorite: ,VfB Friedrichshafen, 2281578   size:0.0,Price: ,0.0,Netzhoppers Kk-Bestense, 10509333   size:26.86,Price: ,5.0,ok
1.121828812, Sport: ,Soccer, Time: ,Sun Nov 15 05:00:00 CET 2015, Time: ,Sun Nov 15 05:00:00 CET 2015, Event: ,Honda FC v FC Osaka, Favorite: ,Honda FC, 4233871   size:4.77,Price: ,1.07,FC Osaka, 9301693   size:4.77,Price: ,1.07,The Draw, 58805   size:2.83,Price: ,1.25,ok
1.121789366, Sport: ,Volleyball, Time: ,Sat Nov 14 19:30:00 CET 2015, Time: ,Sat Nov 14 19:30:00 CET 2015, Event: ,Coburg/Grub v SVG Luneburge, Favorite: ,SVG Luneburge, 10410535   size:346.69,Price: ,1.31,Coburg/Grub, 10410539   size:160.41,Price: ,1.67,x
1.121771670, Sport: ,Basketball, Time: ,Sat Nov 14 19:15:00 CET 2015, Time: ,Sat Nov 14 19:15:00 CET 2015, Event: ,Rilski Sportist v Lukoil Academic, Favorite: ,Lukoil Academic, 677801   size:2.83,Price: ,1.03,Rilski Sportist, 7753529   size:9.29,Price: ,1.25,ok
1.121790358, Sport: ,Soccer, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Diamantes de Guayana v Monagas, Favorite: ,Diamantes de Guayana, 9989677   size:140.14,Price: ,1.06,Monagas, 224547   size:5.0,Price: ,1.07,The Draw, 58805   size:5.93,Price: ,2.94,x
1.121822793, Sport: ,Soccer, Time: ,Sun Nov 15 03:00:00 CET 2015, Time: ,Sun Nov 15 03:00:00 CET 2015, Event: ,Real Esteli v Real Madriz FC, Favorite: ,Real Esteli, 3298379   size:4.77,Price: ,1.07,Real Madriz FC, 9217072   size:4.77,Price: ,1.07,The Draw, 58805   size:2.83,Price: ,1.25,ok
1.121716226, Sport: ,Ice Hockey, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Philadelphia @ Carolina, Favorite: ,Carolina, 2108027   size:98.99,Price: ,2.2,Philadelphia, 2109791   size:5.0,Price: ,3.1,Tie, 60104   size:100.0,Price: ,4.2,x
1.121786892, Sport: ,Volleyball, Time: ,Sat Nov 14 20:30:00 CET 2015, Time: ,Sat Nov 14 20:30:00 CET 2015, Event: ,Indykpol Azs Olsztyn v AZS Politechnika Warsza, Favorite: ,Indykpol AZS Olsztyn, 9284284   size:82.97,Price: ,1.46,AZS Politechnika Warsza, 6148950   size:127.82,Price: ,2.96,ok
1.121716221, Sport: ,Ice Hockey, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Pittsburgh @ New Jersey, Favorite: ,Pittsburgh, 2115995   size:5.0,Price: ,2.52,New Jersey, 2112200   size:5.0,Price: ,2.66,Tie, 60104   size:101.25,Price: ,3.95,x
1.121797309, Sport: ,Soccer, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Defensores de Belgrano v Estudiantes de Caseros, Favorite: ,Defensores de Belgrano, 5643646   size:33.01,Price: ,2.34,Estudiantes de Caseros, 7546748   size:2.83,Price: ,3.5,The Draw, 58805   size:2.54,Price: ,3.05,x
1.121676400, Sport: ,Soccer, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Seraing Utd v Lommel Utd, Favorite: ,Seraing Utd, 8727584   size:39.49,Price: ,2.8,Lommel Utd, 5741869   size:20.24,Price: ,2.84,The Draw, 58805   size:11.13,Price: ,3.35,ok
1.121766807, Sport: ,Basketball, Time: ,Sat Nov 14 21:00:00 CET 2015, Time: ,Sat Nov 14 21:00:00 CET 2015, Event: ,Buducnost v Skopje, Favorite: ,Buducnost, 266288   size:44.33,Price: ,1.11,Skopje, 6702723   size:7.37,Price: ,5.8,ok
1.121819217, Sport: ,Tennis, Time: ,Sun Nov 15 01:00:00 CET 2015, Time: ,Sun Nov 15 01:00:00 CET 2015, Event: ,K Itsusaki v P Kobelt, Favorite: ,Peter Kobelt, 8798913   size:2.15,Price: ,1.03,Kaito Itsusaki, 10524375   size:14.51,Price: ,11.0,ok
1.121819215, Sport: ,Tennis, Time: ,Sun Nov 15 03:45:00 CET 2015, Time: ,Sun Nov 15 03:45:00 CET 2015, Event: ,Katayama v Shi Nakamura, Favorite: ,Sho Katayama, 8351069   size:2991.07,Price: ,1.01,Shinnosuke Nakamura, 10524377   size:3.65,Price: ,8.4,ok
1.121834092, Sport: ,Tennis, Time: ,Sat Nov 14 19:50:00 CET 2015, Time: ,Sat Nov 14 19:50:00 CET 2015, Event: ,Berlocq v Garin, Favorite: ,Carlos Berlocq, 2283676   size:4305.53,Price: ,1.27,Christian Garin, 6670624   size:308.44,Price: ,4.5,ok
1.121819173, Sport: ,Tennis, Time: ,Sun Nov 15 01:00:00 CET 2015, Time: ,Sun Nov 15 01:00:00 CET 2015, Event: ,M Reid v Tanuma, Favorite: ,Matt Reid, 4423896   size:6.04,Price: ,1.14,Ryota Tanuma, 9630765   size:2.66,Price: ,2.44,ok
1.121834258, Sport: ,Tennis, Time: ,Sat Nov 14 22:30:00 CET 2015, Time: ,Sat Nov 14 22:30:00 CET 2015, Event: ,Milton v Childers, Favorite: ,Joshua Milton, 3985858   size:145.0,Price: ,1.01,Julian Allen Childers, 8979697   size:7.23,Price: ,1.04,ok
1.121716190, Sport: ,Ice Hockey, Time: ,Sat Nov 14 19:05:00 CET 2015, Time: ,Sat Nov 14 19:05:00 CET 2015, Event: ,NY Rangers @ Ottawa, Favorite: ,Ottawa, 2108072   size:100.0,Price: ,1.15,NY Rangers, 60103   size:100.0,Price: ,1.32,Tie, 60104   size:50.0,Price: ,3.1,x
1.121743724, Sport: ,American Football, Time: ,Sun Nov 15 01:00:00 CET 2015, Time: ,Sun Nov 15 01:00:00 CET 2015, Event: ,Temple @ South Florida, Favorite: ,Temple, 2118872   size:56.39,Price: ,1.81,South Florida, 567127   size:3.0,Price: ,2.12,x
1.121833961, Sport: ,Tennis, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Golubic v Anderson, Favorite: ,Viktorija Golubic, 7283232   size:58.94,Price: ,1.89,Robin Anderson, 8947134   size:5.66,Price: ,2.02,ok
1.121743721, Sport: ,American Football, Time: ,Sat Nov 14 21:30:00 CET 2015, Time: ,Sat Nov 14 21:30:00 CET 2015, Event: ,Michigan @ Indiana, Favorite: ,Michigan, 484729   size:506.11,Price: ,1.2,Indiana, 2039646   size:20.15,Price: ,5.6,ok
1.121801419, Sport: ,Soccer, Time: ,Sat Nov 14 20:00:00 CET 2015, Time: ,Sat Nov 14 20:00:00 CET 2015, Event: ,Progreso v Cerro Largo, Favorite: ,Progreso, 6607289   size:140.14,Price: ,1.06,Cerro Largo, 5790011   size:206.29,Price: ,1.1,The Draw, 58805   size:4.74,Price: ,1.25,x
1.121819178, Sport: ,Tennis, Time: ,Sun Nov 15 02:00:00 CET 2015, Time: ,Sun Nov 15 02:00:00 CET 2015, Event: ,R Nakamura v Kibi, Favorite: ,Yuya Kibi, 8815719   size:6.04,Price: ,1.23,Ren Nakamura, 9258729   size:6.62,Price: ,4.1,ok
1.121716196, Sport: ,Ice Hockey, Time: ,Sun Nov 15 01:05:00 CET 2015, Time: ,Sun Nov 15 01:05:00 CET 2015, Event: ,Detroit @ Boston, Favorite: ,Boston, 2112316   size:111.67,Price: ,2.1,Detroit, 975676   size:120.87,Price: ,3.3,Tie, 60104   size:337.0,Price: ,3.95,ok
1.121772135, Sport: ,Basketball, Time: ,Sun Nov 15 02:35:00 CET 2015, Time: ,Sun Nov 15 02:35:00 CET 2015, Event: ,Philadelphia @ San Antonio, Favorite: ,San Antonio, 13121   size:25262.13,Price: ,1.03,Philadelphia, 13103   size:18.61,Price: ,24.0,ok
