1.121877166, Sport: ,Tennis, Time: ,Thu Nov 19 12:00:00 CET 2015, Time: ,Thu Nov 19 12:00:00 CET 2015, Event: ,Minnen v Vrljic, Favorite: ,Ana Vrljic, 2548767   size:4.66,Price: ,1.6,Greet Minnen, 10108736   size:46.93,Price: ,2.52,x
1.121877200, Sport: ,Tennis, Time: ,Thu Nov 19 13:30:00 CET 2015, Time: ,Thu Nov 19 13:30:00 CET 2015, Event: ,Knoll v Christie, Favorite: ,Xenia Knoll, 7414060   size:4.66,Price: ,1.64,Freya Christie, 8624170   size:2.83,Price: ,2.3,x
1.121790095, Sport: ,Volleyball, Time: ,Thu Nov 19 11:00:00 CET 2015, Time: ,Thu Nov 19 11:00:00 CET 2015, Event: ,Seoul Woori Card Hansae v Incheon Korean Air Jumb, Favorite: ,Incheon Korean Air Jumb, 10389010   size:303.35,Price: ,1.24,Seoul Woori Card Hansae, 10391680   size:64.85,Price: ,2.1,ok
1.121877164, Sport: ,Tennis, Time: ,Thu Nov 19 13:30:00 CET 2015, Time: ,Thu Nov 19 13:30:00 CET 2015, Event: ,Dodin v Bolkvadze, Favorite: ,Oceane Dodin, 7289631   size:7.21,Price: ,1.21,Mariam Bolkvadze, 9630030   size:25.27,Price: ,4.9,ok
1.121860447, Sport: ,Ice Hockey, Time: ,Thu Nov 19 17:30:00 CET 2015, Time: ,Thu Nov 19 17:30:00 CET 2015, Event: ,Lukko v Karpat, Favorite: ,Lukko, 66603   size:110.0,Price: ,2.52,Karpat, 66430   size:110.0,Price: ,2.56,Tie, 60104   size:108.0,Price: ,3.9,x
1.121868817, Sport: ,Soccer, Time: ,Thu Nov 19 13:00:00 CET 2015, Time: ,Thu Nov 19 13:00:00 CET 2015, Event: ,CA Acassuso (Res) v CD Armenio (Res), Favorite: ,CA Acassuso (Res), 10197579   size:2.55,Price: ,1.34,CD Armenio (Res), 10536634   size:2.55,Price: ,3.55,The Draw, 58805   size:2.76,Price: ,3.4,x
1.121883283, Sport: ,Tennis, Time: ,Thu Nov 19 14:00:00 CET 2015, Time: ,Thu Nov 19 14:00:00 CET 2015, Event: ,Schmiedlova v Vinogradova, Favorite: ,Kristina Schmiedlova, 9435236   size:2.55,Price: ,1.66,Polina Vinogradova, 8532039   size:2.55,Price: ,2.28,ok
1.121771095, Sport: ,Ice Hockey, Time: ,Thu Nov 19 17:30:00 CET 2015, Time: ,Thu Nov 19 17:30:00 CET 2015, Event: ,Sochi v Yugra, Favorite: ,Sochi, 8796844   size:69.0,Price: ,1.76,Yugra, 4913649   size:27.0,Price: ,4.1,Tie, 60104   size:22.0,Price: ,4.7,ok
1.121768647, Sport: ,Ice Hockey, Time: ,Thu Nov 19 18:30:00 CET 2015, Time: ,Thu Nov 19 18:30:00 CET 2015, Event: ,Valerenga v Kongsvinger, Favorite: ,Valerenga, 61435   size:15.03,Price: ,1.13,Kongsvinger, 3725729   size:71.8,Price: ,10.0,Tie, 60104   size:71.89,Price: ,9.0,x
1.121840606, Sport: ,Tennis, Time: ,Thu Nov 19 06:15:00 CET 2015, Time: ,Thu Nov 19 06:15:00 CET 2015, Event: ,Cerretani/Thompson v Klein/Reid, Favorite: ,Cerretani/Thompson, 10530285   size:15.6,Price: ,1.03,Klein/Reid, 10530286   size:49.07,Price: ,1.22,x
1.121762069, Sport: ,Soccer, Time: ,Thu Nov 19 17:45:00 CET 2015, Time: ,Thu Nov 19 17:45:00 CET 2015, Event: ,Cracovia Krakow v Zaglebie Sosnowiec, Favorite: ,Cracovia Krakow, 880537   size:60.03,Price: ,1.59,Zaglebie Sosnowiec, 2486936   size:5.0,Price: ,6.4,The Draw, 58805   size:13.62,Price: ,4.2,x
1.121871940, Sport: ,Tennis, Time: ,Thu Nov 19 05:38:00 CET 2015, Time: ,Thu Nov 19 05:38:00 CET 2015, Event: ,E Mertens v Babos, Favorite: ,Timea Babos, 4828174   size:28.01,Price: ,1.08,Elise Mertens, 9002334   size:15.69,Price: ,12.0,ok
1.121768650, Sport: ,Ice Hockey, Time: ,Thu Nov 19 18:30:00 CET 2015, Time: ,Thu Nov 19 18:30:00 CET 2015, Event: ,Sparta Sarpsborg v Lillehammer, Favorite: ,Sparta Sarpsborg, 61430   size:182.95,Price: ,1.39,Lillehammer, 61429   size:6.38,Price: ,5.8,Tie, 60104   size:14.23,Price: ,6.4,ok
1.121771146, Sport: ,Ice Hockey, Time: ,Thu Nov 19 17:30:00 CET 2015, Time: ,Thu Nov 19 17:30:00 CET 2015, Event: ,CSKA v Slovan Bratislava, Favorite: ,CSKA, 2240050   size:9.38,Price: ,1.45,Slovan Bratislava, 1357713   size:49.49,Price: ,6.6,Tie, 60104   size:5.62,Price: ,6.0,x
1.121771100, Sport: ,Ice Hockey, Time: ,Thu Nov 19 10:30:00 CET 2015, Time: ,Thu Nov 19 10:30:00 CET 2015, Event: ,Vladivostok v Metallurg NK, Favorite: ,Vladivostok, 7597246   size:27.0,Price: ,1.81,Metallurg Nk, 3599244   size:225.0,Price: ,4.0,Tie, 60104   size:26.0,Price: ,4.8,ok
1.121861767, Sport: ,Tennis, Time: ,Thu Nov 19 11:00:00 CET 2015, Time: ,Thu Nov 19 11:00:00 CET 2015, Event: ,Piter v Zidansek, Favorite: ,Katarzyna Piter, 2395155   size:2.55,Price: ,1.76,Tamara Zidansek, 9631543   size:6.06,Price: ,2.1,x
1.121860437, Sport: ,Ice Hockey, Time: ,Thu Nov 19 17:30:00 CET 2015, Time: ,Thu Nov 19 17:30:00 CET 2015, Event: ,HIFK v Tappara, Favorite: ,HIFK, 66428   size:110.0,Price: ,1.99,Tappara, 66427   size:3.6,Price: ,3.55,Tie, 60104   size:105.59,Price: ,4.2,x
1.121768653, Sport: ,Ice Hockey, Time: ,Thu Nov 19 18:30:00 CET 2015, Time: ,Thu Nov 19 18:30:00 CET 2015, Event: ,Stjernen v Frisk Asker, Favorite: ,Frisk Asker, 61425   size:58.47,Price: ,2.22,Stjernen, 61434   size:2.59,Price: ,2.52,Tie, 60104   size:21.81,Price: ,4.5,ok
1.121872040, Sport: ,Tennis, Time: ,Thu Nov 19 11:00:00 CET 2015, Time: ,Thu Nov 19 11:00:00 CET 2015, Event: ,Lertpitaksinch/Plipuech v Melnikova/Mertens, Favorite: ,Melnikova/Mertens, 10530491   size:3.71,Price: ,1.76,Lertpitaksinch/Plipuech, 9220478   size:2.55,Price: ,2.08,ok
1.121860399, Sport: ,Tennis, Time: ,Thu Nov 19 06:00:00 CET 2015, Time: ,Thu Nov 19 06:00:00 CET 2015, Event: ,Ratiwatana/Ratiwatana v Fruttero/Uesugi, Favorite: ,Ratiwatana/Ratiwatana, 2091363   size:326.86,Price: ,1.22,Fruttero/Uesugi, 10530290   size:27.78,Price: ,3.75,ok
1.121883454, Sport: ,Tennis, Time: ,Thu Nov 19 18:45:00 CET 2015, Time: ,Thu Nov 19 18:45:00 CET 2015, Event: ,Du Brown v Marchenko, Favorite: ,Illya Marchenko, 3691700   size:2.55,Price: ,1.55,Dustin Brown, 4486603   size:6.06,Price: ,2.5,x
1.121860356, Sport: ,Tennis, Time: ,Thu Nov 19 08:00:00 CET 2015, Time: ,Thu Nov 19 08:00:00 CET 2015, Event: ,Rodina v Yux Zhang, Favorite: ,Evgeniya Rodina, 2415530   size:401.69,Price: ,1.21,Yuxuan Zhang, 6949174   size:8.99,Price: ,5.5,ok
1.121883770, Sport: ,Tennis, Time: ,Thu Nov 19 06:45:00 CET 2015, Time: ,Thu Nov 19 06:45:00 CET 2015, Event: ,Chen/Skugor v Kravchuk/Kudryavtsev, Favorite: ,Chen/Skugor, 10082607   size:18.0,Price: ,1.03,Kravchuk/Kudryavtsev, 8429539   size:18.0,Price: ,1.03,ok
1.121861243, Sport: ,Tennis, Time: ,Thu Nov 19 08:30:00 CET 2015, Time: ,Thu Nov 19 08:30:00 CET 2015, Event: ,Doi v L Zhang, Favorite: ,Misaki Doi, 4729711   size:416.14,Price: ,1.08,Ling Zhang, 4182952   size:13.1,Price: ,11.5,ok
1.121868982, Sport: ,Soccer, Time: ,Thu Nov 19 13:30:00 CET 2015, Time: ,Thu Nov 19 13:30:00 CET 2015, Event: ,Persija Jakarta v Bandung Raya, Favorite: ,Persija Jakarta, 5221469   size:11.2,Price: ,1.14,Bandung Raya, 9429254   size:11.2,Price: ,1.14,The Draw, 58805   size:5.21,Price: ,3.1,ok
1.121869037, Sport: ,Soccer, Time: ,Thu Nov 19 15:00:00 CET 2015, Time: ,Thu Nov 19 15:00:00 CET 2015, Event: ,Zvezda (W) v Slavia Prague (W), Favorite: ,Zvezda (W), 3775950   size:5.45,Price: ,1.45,Slavia Prague (W), 7151797   size:3.02,Price: ,5.9,The Draw, 58805   size:7.0,Price: ,4.8,x
1.121850909, Sport: ,Basketball, Time: ,Thu Nov 19 11:00:00 CET 2015, Time: ,Thu Nov 19 11:00:00 CET 2015, Event: ,Ulsan Mobis Phoebus v Jeonju KCC Egis, Favorite: ,Ulsan Mobis Phoebus, 8998222   size:2.55,Price: ,1.47,Jeonju KCC Egis, 8148243   size:81.64,Price: ,2.8,ok
1.121868700, Sport: ,Soccer, Time: ,Thu Nov 19 13:30:00 CET 2015, Time: ,Thu Nov 19 13:30:00 CET 2015, Event: ,Mansheyat Bani Hasan v Blama, Favorite: ,Mansheyat Bani Hasan, 6600043   size:2.55,Price: ,1.55,Blama, 6750873   size:2.55,Price: ,2.46,The Draw, 58805   size:2.76,Price: ,3.15,ok
1.121786787, Sport: ,Volleyball, Time: ,Thu Nov 19 19:30:00 CET 2015, Time: ,Thu Nov 19 19:30:00 CET 2015, Event: ,Dragons Lugano v Euphony Asse-Lennik, Favorite: ,Euphony Asse-Lennik, 6068588   size:216.21,Price: ,1.33,DRAGONS LUGANO, 10444789   size:54.92,Price: ,2.34,ok
1.121763528, Sport: ,Soccer, Time: ,Thu Nov 19 16:00:00 CET 2015, Time: ,Thu Nov 19 16:00:00 CET 2015, Event: ,Al Shabbab Manama v Al Bahrain SC, Favorite: ,Al Shabbab Manama, 6758057   size:2.55,Price: ,1.57,Al Bahrain SC, 6121859   size:2.55,Price: ,1.57,The Draw, 58805   size:57.29,Price: ,3.2,x
1.121850879, Sport: ,Basketball, Time: ,Thu Nov 19 18:45:00 CET 2015, Time: ,Thu Nov 19 18:45:00 CET 2015, Event: ,Zalgiris v Zielona Gora, Favorite: ,Zalgiris, 1305967   size:3.73,Price: ,1.09,Zielona Gora, 6703617   size:2.55,Price: ,2.02,ok
1.121883053, Sport: ,Tennis, Time: ,Thu Nov 19 17:00:00 CET 2015, Time: ,Thu Nov 19 17:00:00 CET 2015, Event: ,Sijsling v Dustov, Favorite: ,Igor Sijsling, 2370190   size:85.06,Price: ,1.54,Farrukh Dustov, 2386930   size:2.55,Price: ,2.56,ok
1.121788125, Sport: ,Soccer, Time: ,Thu Nov 19 16:00:00 CET 2015, Time: ,Thu Nov 19 16:00:00 CET 2015, Event: ,El Shorta v Smouha, Favorite: ,El Shorta, 6021913   size:5.0,Price: ,2.56,Smouha, 5170871   size:3.23,Price: ,3.25,The Draw, 58805   size:4.25,Price: ,2.92,x
1.121767404, Sport: ,Ice Hockey, Time: ,Thu Nov 19 19:00:00 CET 2015, Time: ,Thu Nov 19 19:00:00 CET 2015, Event: ,Orebro v Lulea, Favorite: ,Orebro, 247111   size:108.0,Price: ,2.04,Lulea, 337769   size:93.99,Price: ,3.0,Tie, 60104   size:94.45,Price: ,4.4,x
1.121850997, Sport: ,Basketball, Time: ,Thu Nov 19 11:00:00 CET 2015, Time: ,Thu Nov 19 11:00:00 CET 2015, Event: ,KDB Life Winnus v Woori Bank Hansae, Favorite: ,Woori Bank Hansae, 5154535   size:3.73,Price: ,1.34,KDB Life Winnus, 5166575   size:30.0,Price: ,3.5,ok
1.121768656, Sport: ,Ice Hockey, Time: ,Thu Nov 19 18:30:00 CET 2015, Time: ,Thu Nov 19 18:30:00 CET 2015, Event: ,Storhamar v Manglerud, Favorite: ,Storhamar, 71258   size:236.23,Price: ,1.31,Manglerud, 61084   size:20.76,Price: ,6.2,Tie, 60104   size:11.5,Price: ,7.2,ok
1.121810295, Sport: ,Tennis, Time: ,Thu Nov 19 15:00:00 CET 2015, Time: ,Thu Nov 19 15:00:00 CET 2015, Event: ,Federer v Nishikori, Favorite: ,Roger Federer, 2251402   size:3007.11,Price: ,1.2,Kei Nishikori, 2483001   size:89.92,Price: ,5.9,ok
1.121872489, Sport: ,Tennis, Time: ,Thu Nov 19 07:00:00 CET 2015, Time: ,Thu Nov 19 07:00:00 CET 2015, Event: ,Hesse v Shvedova, Favorite: ,Yaroslava Shvedova, 2263713   size:4.66,Price: ,1.22,Amandine Hesse, 7289620   size:3.11,Price: ,5.4,ok
1.121878589, Sport: ,Tennis, Time: ,Thu Nov 19 14:00:00 CET 2015, Time: ,Thu Nov 19 14:00:00 CET 2015, Event: ,Dinu v Stefkova, Favorite: ,Barbora Stefkova, 8887755   size:2.55,Price: ,1.89,Cristina Dinu, 7216240   size:2.55,Price: ,1.91,x
1.121764855, Sport: ,Soccer, Time: ,Thu Nov 19 14:30:00 CET 2015, Time: ,Thu Nov 19 14:30:00 CET 2015, Event: ,Delhi Dynamos v Pune City, Favorite: ,Delhi Dynamos, 8897748   size:4.66,Price: ,2.2,Pune City, 8897749   size:15.17,Price: ,3.8,The Draw, 58805   size:13.79,Price: ,3.35,ok
1.121804168, Sport: ,Handball, Time: ,Thu Nov 19 19:30:00 CET 2015, Time: ,Thu Nov 19 19:30:00 CET 2015, Event: ,Skanderborg v Kolding Kobenhavn, Favorite: ,Skanderborg, 2467576   size:750.0,Price: ,1.04,Kolding Kobenhavn, 7670726   size:750.0,Price: ,1.04,Draw, 330157   size:249.99,Price: ,1.04,x
1.121810649, Sport: ,Tennis, Time: ,Thu Nov 19 19:00:00 CET 2015, Time: ,Thu Nov 19 19:00:00 CET 2015, Event: ,Bryan/Bryan v Murray/Peers, Favorite: ,Bryan/Bryan, 1502771   size:7.32,Price: ,1.41,Murray/Peers, 7191922   size:2.26,Price: ,2.88,ok
1.121771110, Sport: ,Ice Hockey, Time: ,Thu Nov 19 15:00:00 CET 2015, Time: ,Thu Nov 19 15:00:00 CET 2015, Event: ,Salavat v Lada, Favorite: ,Salavat, 2304930   size:13.3,Price: ,1.6,Lada, 2484346   size:4.54,Price: ,5.1,Tie, 60104   size:26.0,Price: ,5.1,ok
1.121790276, Sport: ,Volleyball, Time: ,Thu Nov 19 18:00:00 CET 2015, Time: ,Thu Nov 19 18:00:00 CET 2015, Event: ,Impel Wroclaw v Tauron Dabrowa Gornicza, Favorite: ,Impel Wroclaw, 6912945   size:3.65,Price: ,1.37,Tauron Dabrowa Gornicza, 10399380   size:66.07,Price: ,2.08,ok
1.121868590, Sport: ,Soccer, Time: ,Thu Nov 19 19:00:00 CET 2015, Time: ,Thu Nov 19 19:00:00 CET 2015, Event: ,Atletico-PR U20 v Sao Paulo FC U20, Favorite: ,Atletico-PR U20, 7642309   size:11.2,Price: ,1.1,Sao Paulo FC U20, 6714726   size:11.2,Price: ,1.1,The Draw, 58805   size:3.94,Price: ,2.9,x
1.121877262, Sport: ,Tennis, Time: ,Thu Nov 19 12:00:00 CET 2015, Time: ,Thu Nov 19 12:00:00 CET 2015, Event: ,Kerkhove v Amanmuradova, Favorite: ,Lesley Kerkhove, 7283298   size:4.66,Price: ,1.87,Akgul Amanmuradova, 2301144   size:4.66,Price: ,1.95,ok
1.121878590, Sport: ,Tennis, Time: ,Thu Nov 19 11:00:00 CET 2015, Time: ,Thu Nov 19 11:00:00 CET 2015, Event: ,Malikova v Strakhova, Favorite: ,Valeriya Strakhova, 8490642   size:4.66,Price: ,1.37,Tereza Malikova, 9489772   size:16.32,Price: ,3.05,x
1.121869202, Sport: ,Soccer, Time: ,Thu Nov 19 10:00:00 CET 2015, Time: ,Thu Nov 19 10:00:00 CET 2015, Event: ,FK Neftchi Fargona U23 v Qizilqum Zarafshon U23, Favorite: ,FK Neftchi Fargona U23, 8434096   size:5.91,Price: ,1.38,Qizilqum Zarafshon U23, 8434097   size:5.91,Price: ,1.44,The Draw, 58805   size:3.44,Price: ,3.55,x
1.121869367, Sport: ,Soccer, Time: ,Thu Nov 19 16:00:00 CET 2015, Time: ,Thu Nov 19 16:00:00 CET 2015, Event: ,Algeria U20 v Sudan U20, Favorite: ,Algeria U20, 6484434   size:4.66,Price: ,1.2,Sudan U20, 6482521   size:4.66,Price: ,1.2,The Draw, 58805   size:3.73,Price: ,2.9,x
1.121868872, Sport: ,Soccer, Time: ,Thu Nov 19 18:00:00 CET 2015, Time: ,Thu Nov 19 18:00:00 CET 2015, Event: ,Rapid Bucharest v Farul Constanta, Favorite: ,Rapid Bucharest, 6394   size:5.71,Price: ,1.63,Farul Constanta, 1556985   size:2.55,Price: ,5.0,The Draw, 58805   size:2.1,Price: ,3.45,x
1.121868755, Sport: ,Soccer, Time: ,Thu Nov 19 14:00:00 CET 2015, Time: ,Thu Nov 19 14:00:00 CET 2015, Event: ,Kfarsoum v Al Asalah, Favorite: ,Kfarsoum, 5647844   size:2.55,Price: ,2.32,Al Asalah, 6750872   size:2.55,Price: ,3.05,The Draw, 58805   size:2.76,Price: ,3.2,ok
1.121872217, Sport: ,Tennis, Time: ,Thu Nov 19 12:30:00 CET 2015, Time: ,Thu Nov 19 12:30:00 CET 2015, Event: ,Hesse/Kuwata v Hisami/Takahata, Favorite: ,Hesse/Kuwata, 10530508   size:7.53,Price: ,1.74,Hisami/Takahata, 10530506   size:2.36,Price: ,2.12,x
1.121763418, Sport: ,Soccer, Time: ,Thu Nov 19 15:00:00 CET 2015, Time: ,Thu Nov 19 15:00:00 CET 2015, Event: ,El Harrach v MO Bejaia, Favorite: ,El Harrach, 9212428   size:3.45,Price: ,1.96,MO Bejaia, 8300127   size:3.34,Price: ,3.55,The Draw, 58805   size:3.85,Price: ,3.1,ok
1.121870799, Sport: ,Tennis, Time: ,Thu Nov 19 20:00:00 CET 2015, Time: ,Thu Nov 19 20:00:00 CET 2015, Event: ,Bozoljac/Zelenay v Dustov/Motti, Favorite: ,Bozoljac/Zelenay, 10507398   size:8.4,Price: ,1.04,Dustov/Motti, 8375701   size:8.4,Price: ,1.04,ok
1.121872818, Sport: ,Tennis, Time: ,Thu Nov 19 09:30:00 CET 2015, Time: ,Thu Nov 19 09:30:00 CET 2015, Event: ,Han/Zhang v Hsu/Raina, Favorite: ,Han/Zhang, 8715742   size:4.66,Price: ,1.37,Hsu/Raina, 10530499   size:2.55,Price: ,3.35,ok
1.121786335, Sport: ,Handball, Time: ,Thu Nov 19 19:45:00 CET 2015, Time: ,Thu Nov 19 19:45:00 CET 2015, Event: ,Ricoh v Malmo, Favorite: ,Malmo, 3374028   size:2.85,Price: ,1.03,Ricoh, 8836769   size:6.06,Price: ,1.51,Draw, 330157   size:6.06,Price: ,1.51,ok
1.121850789, Sport: ,Basketball, Time: ,Thu Nov 19 13:00:00 CET 2015, Time: ,Thu Nov 19 13:00:00 CET 2015, Event: ,Bangkok City v Saigon Heat, Favorite: ,Bangkok City, 8685611   size:8.4,Price: ,1.04,Saigon Heat, 7008882   size:8.4,Price: ,1.04,ok
1.121767414, Sport: ,Ice Hockey, Time: ,Thu Nov 19 19:00:00 CET 2015, Time: ,Thu Nov 19 19:00:00 CET 2015, Event: ,Vaxjo Lakers v Skelleftea, Favorite: ,Vaxjo Lakers, 539706   size:93.99,Price: ,2.36,Skelleftea, 247106   size:66.0,Price: ,2.68,Tie, 60104   size:96.0,Price: ,4.1,x
1.121767419, Sport: ,Ice Hockey, Time: ,Thu Nov 19 19:00:00 CET 2015, Time: ,Thu Nov 19 19:00:00 CET 2015, Event: ,Linkoping v Malmo, Favorite: ,Linkoping, 260829   size:22.93,Price: ,1.59,Malmo, 1021477   size:6.26,Price: ,5.1,Tie, 60104   size:103.0,Price: ,5.2,x
1.121771070, Sport: ,Ice Hockey, Time: ,Thu Nov 19 17:30:00 CET 2015, Time: ,Thu Nov 19 17:30:00 CET 2015, Event: ,Severstal v Medvescak Zagreb, Favorite: ,Severstal, 2560282   size:26.0,Price: ,2.16,Medvescak Zagreb, 4182882   size:5.0,Price: ,2.96,Tie, 60104   size:5.0,Price: ,4.6,ok
1.121869092, Sport: ,Soccer, Time: ,Thu Nov 19 12:00:00 CET 2015, Time: ,Thu Nov 19 12:00:00 CET 2015, Event: ,Olimpik Donetsk U21 v Dinamo Kiev U21, Favorite: ,Dinamo Kiev U21, 10092748   size:2.55,Price: ,1.27,Olimpik Donetsk U21, 10092763   size:2.55,Price: ,2.92,The Draw, 58805   size:3.67,Price: ,5.0,ok
1.121771044, Sport: ,Ice Hockey, Time: ,Thu Nov 19 10:30:00 CET 2015, Time: ,Thu Nov 19 10:30:00 CET 2015, Event: ,Amur v Sibir, Favorite: ,Sibir, 2285014   size:4.83,Price: ,2.26,Amur, 2240061   size:9.33,Price: ,2.92,Tie, 60104   size:27.36,Price: ,4.2,ok
1.121771120, Sport: ,Ice Hockey, Time: ,Thu Nov 19 17:30:00 CET 2015, Time: ,Thu Nov 19 17:30:00 CET 2015, Event: ,Jokerit v Avangard, Favorite: ,Jokerit, 66263   size:4.65,Price: ,2.1,Avangard, 2558172   size:63.0,Price: ,3.15,Tie, 60104   size:62.0,Price: ,4.2,x
1.121877273, Sport: ,Tennis, Time: ,Thu Nov 19 17:30:00 CET 2015, Time: ,Thu Nov 19 17:30:00 CET 2015, Event: ,Basic/Mektic v Bury/Siljestrom, Favorite: ,Basic/Mektic, 10530697   size:8.4,Price: ,1.04,Bury/Siljestrom, 9940566   size:8.4,Price: ,1.04,ok
1.121883479, Sport: ,Tennis, Time: ,Thu Nov 19 19:00:00 CET 2015, Time: ,Thu Nov 19 19:00:00 CET 2015, Event: ,Quigley v Laaksonen, Favorite: ,Henri Laaksonen, 6344314   size:2.55,Price: ,1.23,Eric Quigley, 6596536   size:2.55,Price: ,1.36,ok
1.121768073, Sport: ,Soccer, Time: ,Thu Nov 19 18:30:00 CET 2015, Time: ,Thu Nov 19 18:30:00 CET 2015, Event: ,1. FC Nurnberg U19 v TSG Hoffenheim U19, Favorite: ,TSG Hoffenheim U19, 6871263   size:28.29,Price: ,1.33,1. FC Nurnberg U19, 8869469   size:3.88,Price: ,4.8,The Draw, 58805   size:4.18,Price: ,4.5,x
1.121869258, Sport: ,Soccer, Time: ,Thu Nov 19 20:00:00 CET 2015, Time: ,Thu Nov 19 20:00:00 CET 2015, Event: ,Paraguay U20 (W) v Peru U20 (W), Favorite: ,Paraguay U20 (W), 6138347   size:3.62,Price: ,1.1,Peru U20 (W), 10536604   size:15.99,Price: ,23.0,The Draw, 58805   size:2.96,Price: ,3.25,ok
