1.120990934, Sport: ,Soccer, Time: ,Thu Oct 08 16:30:00 CEST 2015, Time: ,Thu Oct 08 16:30:00 CEST 2015, Event: ,Oman v Iran, Favorite: ,The Draw, 58805   size:57.53,Price: ,2.36,Oman, 51305   size:2.71,Price: ,3.95,Iran, 47966   size:176.81,Price: ,2.98,ok
1.120990337, Sport: ,Soccer, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,Slovenia U21 v Italy U21, Favorite: ,Italy U21, 123849   size:6.96,Price: ,2.24,Slovenia U21, 210047   size:21.36,Price: ,3.65,The Draw, 58805   size:6.16,Price: ,3.45,ok
1.121005305, Sport: ,Handball, Time: ,Thu Oct 08 20:00:00 CEST 2015, Time: ,Thu Oct 08 20:00:00 CEST 2015, Event: ,Kadetten Schaffhausen v Motor Zaporozhye, Favorite: ,Draw, 330157   size:4.59,Price: ,1.6,Kadetten Schaffhausen, 1235206   size:2.54,Price: ,1.97,Motor Zaporozhye, 3228706   size:2.05,Price: ,2.44,x
1.120995463, Sport: ,Ice Hockey, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,Storhamar v Kongsvinger, Favorite: ,Storhamar, 71258   size:99.58,Price: ,1.01,Kongsvinger, 3725729   size:67.86,Price: ,24.0,Tie, 60104   size:67.86,Price: ,16.0,ok
1.121120181, Sport: ,Tennis, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Pereira/Tsuchiya v Hocevar/Lindell, Favorite: ,Pereira/Tsuchiya, 8478506   size:27.14,Price: ,1.87,Hocevar/Lindell, 8845091   size:27.14,Price: ,1.87,ok
1.121074841, Sport: ,Basketball, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,VEF Riga v Enisey, Favorite: ,Enisey, 5850555   size:43.99,Price: ,1.79,VEF Riga, 4276692   size:2.77,Price: ,2.24,ok
1.121091861, Sport: ,Basketball, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Randers v Bakken, Favorite: ,Bakken, 7224123   size:5.66,Price: ,1.09,Randers, 6719073   size:3.01,Price: ,9.2,ok
1.120987726, Sport: ,Ice Hockey, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,Dinamo Minsk v Severstal, Favorite: ,Dinamo Minsk, 3312412   size:100.0,Price: ,1.85,Severstal, 2560282   size:53.45,Price: ,3.65,Tie, 60104   size:20.05,Price: ,4.6,x
1.120990289, Sport: ,Soccer, Time: ,Thu Oct 08 17:20:00 CEST 2015, Time: ,Thu Oct 08 17:20:00 CEST 2015, Event: ,Slovakia U21 v Cyprus U21, Favorite: ,Slovakia U21, 210052   size:106.84,Price: ,1.37,Cyprus U21, 210049   size:56.44,Price: ,10.5,The Draw, 58805   size:5.82,Price: ,5.4,ok
1.121104528, Sport: ,Soccer, Time: ,Thu Oct 08 19:30:00 CEST 2015, Time: ,Thu Oct 08 19:30:00 CEST 2015, Event: ,Union Berlin v Fredericia, Favorite: ,Union Berlin, 50347   size:4.02,Price: ,1.55,Fredericia, 151003   size:28.74,Price: ,6.6,The Draw, 58805   size:9.87,Price: ,4.5,ok
1.121091864, Sport: ,Basketball, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,SISU v BK Stevnsgade, Favorite: ,Sisu, 6719078   size:1060.67,Price: ,1.13,BK Stevnsgade, 10379235   size:24.23,Price: ,6.6,x
1.121101531, Sport: ,Handball, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,France (W) v Iceland (W), Favorite: ,France (W), 6257658   size:67.86,Price: ,1.06,Iceland (W), 6257662   size:40.03,Price: ,9.6,Draw, 330157   size:28.69,Price: ,13.0,ok
1.121019039, Sport: ,Handball, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Paris Saint German v Chambery, Favorite: ,Paris Saint German, 8835235   size:2.71,Price: ,1.01,Chambery, 3361608   size:3.3,Price: ,1.01,Draw, 330157   size:3.3,Price: ,1.01,ok
1.121106708, Sport: ,Basketball, Time: ,Thu Oct 08 20:30:00 CEST 2015, Time: ,Thu Oct 08 20:30:00 CEST 2015, Event: ,London v Bristol, Favorite: ,London, 6719045   size:585.17,Price: ,1.11,Bristol, 8862088   size:8.61,Price: ,7.4,x
1.120993631, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Romania v Finland, Favorite: ,Romania, 26   size:464.56,Price: ,1.69,Finland, 8178   size:351.73,Price: ,7.2,The Draw, 58805   size:587.48,Price: ,3.65,x
1.121101496, Sport: ,Handball, Time: ,Thu Oct 08 18:00:00 CEST 2015, Time: ,Thu Oct 08 18:00:00 CEST 2015, Event: ,Serbia (W) v Ukraine (W), Favorite: ,Serbia (W), 6257655   size:3.88,Price: ,1.29,Ukraine (W), 6257934   size:68.71,Price: ,4.8,Draw, 330157   size:167.77,Price: ,11.0,ok
1.121120278, Sport: ,Tennis, Time: ,Thu Oct 08 17:30:00 CEST 2015, Time: ,Thu Oct 08 17:30:00 CEST 2015, Event: ,Struvay v Lapentti, Favorite: ,Giovanni Lapentti, 1565   size:48.09,Price: ,1.44,Eduardo Struvay, 7431682   size:7.69,Price: ,3.25,ok
1.121120550, Sport: ,Tennis, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Lama v Alejandro Gonzalez, Favorite: ,Alejandro Gonzalez, 6604262   size:135.39,Price: ,1.29,Gonzalo Lama, 7032057   size:6.78,Price: ,4.1,x
1.121020225, Sport: ,Handball, Time: ,Thu Oct 08 19:45:00 CEST 2015, Time: ,Thu Oct 08 19:45:00 CEST 2015, Event: ,Skovde v Hammarby, Favorite: ,Skovde, 330154   size:2.65,Price: ,2.12,Hammarby, 1088447   size:2.19,Price: ,2.28,Draw, 330157   size:2.66,Price: ,7.4,x
1.121120595, Sport: ,Tennis, Time: ,Thu Oct 08 20:00:00 CEST 2015, Time: ,Thu Oct 08 20:00:00 CEST 2015, Event: ,Ramirez/Reyes-Varela v Barrientos/Struvay, Favorite: ,Ramirez/Reyes-Varela, 8329159   size:68.96,Price: ,1.62,Barrientos/Struvay, 8226198   size:2.31,Price: ,2.16,x
1.121091828, Sport: ,Basketball, Time: ,Thu Oct 08 17:30:00 CEST 2015, Time: ,Thu Oct 08 17:30:00 CEST 2015, Event: ,Juventus v Neptunas, Favorite: ,Neptunas, 5261523   size:3.3,Price: ,1.51,Juventus, 5244996   size:11.97,Price: ,2.86,x
1.121106865, Sport: ,Tennis, Time: ,Thu Oct 08 18:45:00 CEST 2015, Time: ,Thu Oct 08 18:45:00 CEST 2015, Event: ,Lipovsek Puches v Garin, Favorite: ,Christian Garin, 6670624   size:14.19,Price: ,1.52,Tomas Lipovsek Puches, 8174492   size:6.47,Price: ,2.74,x
1.120995456, Sport: ,Ice Hockey, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,Sparta Sarpsborg v Manglerud, Favorite: ,Sparta Sarpsborg, 61430   size:3.91,Price: ,1.28,Manglerud, 61084   size:67.86,Price: ,8.0,Tie, 60104   size:36.68,Price: ,8.4,ok
1.121120511, Sport: ,Tennis, Time: ,Thu Oct 08 17:30:00 CEST 2015, Time: ,Thu Oct 08 17:30:00 CEST 2015, Event: ,P Lorenzi v Clezar, Favorite: ,Paolo Lorenzi, 2345099   size:144.62,Price: ,1.34,Guilherme Clezar, 5304142   size:34.03,Price: ,3.4,ok
1.121113181, Sport: ,Ice Hockey, Time: ,Thu Oct 08 18:00:00 CEST 2015, Time: ,Thu Oct 08 18:00:00 CEST 2015, Event: ,Piestany v Orange 20, Favorite: ,Piestany, 6651342   size:824.49,Price: ,1.4,Orange 20, 3344308   size:28.73,Price: ,5.9,Tie, 60104   size:4.55,Price: ,6.0,x
1.121105097, Sport: ,Soccer, Time: ,Thu Oct 08 20:30:00 CEST 2015, Time: ,Thu Oct 08 20:30:00 CEST 2015, Event: ,Chelsea (W) v Glasgow City (W), Favorite: ,Chelsea (W), 5467180   size:13.0,Price: ,1.16,Glasgow City (W), 7764369   size:5.0,Price: ,13.5,The Draw, 58805   size:13.6,Price: ,8.2,ok
1.121074791, Sport: ,Basketball, Time: ,Thu Oct 08 21:00:00 CEST 2015, Time: ,Thu Oct 08 21:00:00 CEST 2015, Event: ,Boston @ Real Madrid, Favorite: ,Real Madrid, 266274   size:5.77,Price: ,1.24,Boston, 13108   size:2.55,Price: ,1.28,x
1.121106980, Sport: ,Tennis, Time: ,Thu Oct 08 17:01:00 CEST 2015, Time: ,Thu Oct 08 17:01:00 CEST 2015, Event: ,Dutra Silva v De Loore, Favorite: ,Rogerio Dutra Silva, 2301068   size:1216.05,Price: ,1.11,Joris De Loore, 8622401   size:55.37,Price: ,9.4,ok
1.120996023, Sport: ,Ice Hockey, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Frolunda v MoDo, Favorite: ,Frolunda, 60808   size:116.92,Price: ,1.48,MODO, 60824   size:107.0,Price: ,5.7,Tie, 60104   size:104.89,Price: ,5.2,ok
1.121107234, Sport: ,Tennis, Time: ,Thu Oct 08 20:30:00 CEST 2015, Time: ,Thu Oct 08 20:30:00 CEST 2015, Event: ,Fritz v Du Brown, Favorite: ,Dustin Brown, 4486603   size:35.52,Price: ,1.68,Taylor Fritz, 10279360   size:211.0,Price: ,2.34,x
1.121074834, Sport: ,Basketball, Time: ,Thu Oct 08 18:00:00 CEST 2015, Time: ,Thu Oct 08 18:00:00 CEST 2015, Event: ,Avtodor v Nizhny Novgorod, Favorite: ,Avtodor, 8801689   size:355.74,Price: ,1.48,Nizhny Novgorod, 5877533   size:2.14,Price: ,2.9,ok
1.121092165, Sport: ,Tennis, Time: ,Thu Oct 08 21:00:00 CEST 2015, Time: ,Thu Oct 08 21:00:00 CEST 2015, Event: ,Kicker/Olivo v Dutra Silva/Ghem, Favorite: ,Kicker/Olivo, 9002385   size:2.55,Price: ,1.78,Dutra Silva/Ghem, 9417728   size:2.55,Price: ,1.84,ok
1.120994160, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Portugal v Denmark, Favorite: ,Portugal, 19   size:4851.78,Price: ,1.8,Denmark, 32   size:646.53,Price: ,5.6,The Draw, 58805   size:1294.4,Price: ,3.7,ok
1.121119969, Sport: ,Tennis, Time: ,Thu Oct 08 17:15:00 CEST 2015, Time: ,Thu Oct 08 17:15:00 CEST 2015, Event: ,Carballes B/Carreno Bus v Gaio/Giannessi, Favorite: ,Carballes B/Carreno Bus, 10384044   size:8.69,Price: ,1.45,Gaio/Giannessi, 9704782   size:10.99,Price: ,2.96,ok
1.121120483, Sport: ,Darts, Time: ,Thu Oct 08 20:10:00 CEST 2015, Time: ,Thu Oct 08 20:10:00 CEST 2015, Event: ,Ian White v Robert Thornton, Favorite: ,Ian White, 4396149   size:906.86,Price: ,1.69,Robert Thornton, 2658190   size:23.81,Price: ,2.42,x
1.121091832, Sport: ,Basketball, Time: ,Thu Oct 08 17:00:00 CEST 2015, Time: ,Thu Oct 08 17:00:00 CEST 2015, Event: ,Pieno zvaigzdes v Lietuvos rytas, Favorite: ,Lietuvos Rytas, 702559   size:50.0,Price: ,1.08,Pieno zvaigzdes, 6025292   size:6.52,Price: ,7.8,ok
1.121120480, Sport: ,Tennis, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Crawford v Lottner, Favorite: ,Samantha Crawford, 6603928   size:54.28,Price: ,1.5,Antonia Lottner, 7216203   size:2.08,Price: ,2.98,x
1.120995926, Sport: ,Ice Hockey, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Brynas v Lulea, Favorite: ,Brynas, 60812   size:103.0,Price: ,2.26,Lulea, 337769   size:31.31,Price: ,2.96,Tie, 60104   size:106.39,Price: ,4.1,x
1.121101487, Sport: ,Handball, Time: ,Thu Oct 08 18:00:00 CEST 2015, Time: ,Thu Oct 08 18:00:00 CEST 2015, Event: ,Romania (W) v Lithuania (W), Favorite: ,Romania (W), 6257656   size:30.0,Price: ,1.01,Lithuania (W), 6257925   size:24.37,Price: ,22.0,Draw, 330157   size:22.24,Price: ,24.0,ok
1.120990790, Sport: ,Soccer, Time: ,Thu Oct 08 16:55:00 CEST 2015, Time: ,Thu Oct 08 16:55:00 CEST 2015, Event: ,Kuwait v South Korea, Favorite: ,South Korea, 47965   size:334.07,Price: ,1.21,Kuwait, 146063   size:31.15,Price: ,25.0,The Draw, 58805   size:158.81,Price: ,7.0,ok
1.121120523, Sport: ,Tennis, Time: ,Thu Oct 08 20:00:00 CEST 2015, Time: ,Thu Oct 08 20:00:00 CEST 2015, Event: ,Reuter/Samper-Montana v Gomez/Mantilla, Favorite: ,Reuter/Samper-Montana, 10344124   size:2.55,Price: ,1.72,Gomez/Mantilla, 10384562   size:8.81,Price: ,2.04,x
1.120990838, Sport: ,Soccer, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Saudi Arabia v UAE, Favorite: ,Saudi Arabia, 51092   size:15.95,Price: ,2.3,UAE, 51306   size:5.42,Price: ,3.65,The Draw, 58805   size:354.11,Price: ,3.25,ok
1.120996018, Sport: ,Ice Hockey, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,HV71 v Rogle, Favorite: ,HV71, 1357305   size:276.64,Price: ,1.71,Rogle, 247122   size:97.16,Price: ,4.0,Tie, 60104   size:108.77,Price: ,4.7,x
1.121105647, Sport: ,Soccer, Time: ,Thu Oct 08 17:00:00 CEST 2015, Time: ,Thu Oct 08 17:00:00 CEST 2015, Event: ,Syzran 2003 v Zenit Izhevsk, Favorite: ,Syzran 2003, 8860961   size:6.78,Price: ,2.64,Zenit Izhevsk, 9251587   size:4.87,Price: ,2.64,The Draw, 58805   size:7.82,Price: ,3.35,x
1.121111538, Sport: ,Tennis, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,Tabatruong v B Becker, Favorite: ,Benjamin Becker, 2249398   size:183.08,Price: ,1.11,Maxime Tabatruong, 8859042   size:2.71,Price: ,8.8,ok
1.120993382, Sport: ,Soccer, Time: ,Thu Oct 08 17:00:00 CEST 2015, Time: ,Thu Oct 08 17:00:00 CEST 2015, Event: ,Bahrain v Uzbekistan, Favorite: ,Uzbekistan, 51090   size:46.95,Price: ,2.46,Bahrain, 51307   size:70.17,Price: ,3.85,The Draw, 58805   size:10.77,Price: ,2.98,ok
1.120994030, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Northern Ireland v Greece, Favorite: ,Northern Ireland, 231384   size:1529.14,Price: ,2.8,Greece, 15287   size:1664.56,Price: ,3.25,The Draw, 58805   size:1135.53,Price: ,2.94,ok
1.120990982, Sport: ,Soccer, Time: ,Thu Oct 08 17:30:00 CEST 2015, Time: ,Thu Oct 08 17:30:00 CEST 2015, Event: ,Qatar v China, Favorite: ,Qatar, 53447   size:10.02,Price: ,2.32,China, 51089   size:36.63,Price: ,3.9,The Draw, 58805   size:508.05,Price: ,3.15,ok
1.121120494, Sport: ,Tennis, Time: ,Thu Oct 08 17:30:00 CEST 2015, Time: ,Thu Oct 08 17:30:00 CEST 2015, Event: ,Samper-Montana v Londero, Favorite: ,Juan Ignacio Londero, 7430086   size:33.97,Price: ,1.58,Jordi Samper-Montana, 8258998   size:13.58,Price: ,2.54,x
1.120993897, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Rep of Ireland v Germany, Favorite: ,Germany, 18   size:5434.47,Price: ,1.47,Rep of Ireland, 133244   size:537.21,Price: ,8.2,The Draw, 58805   size:804.71,Price: ,4.9,x
1.120990385, Sport: ,Soccer, Time: ,Thu Oct 08 18:45:00 CEST 2015, Time: ,Thu Oct 08 18:45:00 CEST 2015, Event: ,Norway U21 v Kazakhstan U21, Favorite: ,Norway U21, 210058   size:3.21,Price: ,1.81,Kazakhstan U21, 919452   size:304.16,Price: ,4.9,The Draw, 58805   size:101.59,Price: ,3.85,ok
1.120996005, Sport: ,Ice Hockey, Time: ,Thu Oct 08 17:30:00 CEST 2015, Time: ,Thu Oct 08 17:30:00 CEST 2015, Event: ,HIFK v JYP, Favorite: ,HIFK, 66428   size:1026.17,Price: ,1.75,JYP, 66423   size:917.48,Price: ,4.3,Tie, 60104   size:108.0,Price: ,4.7,x
1.121120612, Sport: ,Tennis, Time: ,Thu Oct 08 20:30:00 CEST 2015, Time: ,Thu Oct 08 20:30:00 CEST 2015, Event: ,Fichman v Santamaria, Favorite: ,Sharon Fichman, 3218660   size:2.55,Price: ,1.23,Sabrina Santamaria, 9657528   size:18.65,Price: ,4.6,x
1.121085746, Sport: ,Soccer, Time: ,Thu Oct 08 20:00:00 CEST 2015, Time: ,Thu Oct 08 20:00:00 CEST 2015, Event: ,Pedras Rubras v Santa Clara, Favorite: ,Santa Clara, 48793   size:2.92,Price: ,1.72,Pedras Rubras, 6824439   size:3.09,Price: ,5.1,The Draw, 58805   size:10.16,Price: ,3.7,x
1.121120615, Sport: ,Tennis, Time: ,Thu Oct 08 20:30:00 CEST 2015, Time: ,Thu Oct 08 20:30:00 CEST 2015, Event: ,Jaksic v Minella, Favorite: ,Mandy Minella, 3425152   size:3.5,Price: ,1.43,Jovana Jaksic, 7168389   size:4.25,Price: ,2.94,ok
1.120991997, Sport: ,Soccer, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,Switzerland U21 v Bosnia U21, Favorite: ,Switzerland U21, 358149   size:84.26,Price: ,1.4,Bosnia U21, 354169   size:41.16,Price: ,10.0,The Draw, 58805   size:50.14,Price: ,5.1,ok
1.121104822, Sport: ,Soccer, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,SC Roland Beckum v Verl, Favorite: ,Verl, 4901988   size:3.98,Price: ,1.56,SC Roland Beckum, 8986538   size:11.82,Price: ,2.96,The Draw, 58805   size:11.61,Price: ,3.8,ok
1.120992844, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,France v Armenia, Favorite: ,France, 24   size:1330.75,Price: ,1.22,Armenia, 29579   size:26.94,Price: ,16.0,The Draw, 58805   size:69.25,Price: ,7.8,ok
1.121120614, Sport: ,Tennis, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Oudin v Boserup, Favorite: ,Julia Boserup, 3738415   size:33.93,Price: ,1.73,Melanie Oudin, 2895433   size:2.72,Price: ,2.28,x
1.121133078, Sport: ,Handball, Time: ,Thu Oct 08 18:30:00 CEST 2015, Time: ,Thu Oct 08 18:30:00 CEST 2015, Event: ,Denmark B (W) v Norway B (W), Favorite: ,Denmark B (W), 10396705   size:2.71,Price: ,1.01,Norway B (W), 10396706   size:2.71,Price: ,1.01,Draw, 330157   size:2.71,Price: ,1.01,ok
1.121002340, Sport: ,Ice Hockey, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Hasten v Almtuna, Favorite: ,Hasten, 5427573   size:135.72,Price: ,1.69,Almtuna, 539697   size:137.49,Price: ,3.5,Tie, 60104   size:5.77,Price: ,3.95,x
1.121105592, Sport: ,Soccer, Time: ,Thu Oct 08 17:00:00 CEST 2015, Time: ,Thu Oct 08 17:00:00 CEST 2015, Event: ,Neftekhimik v Dinamo Kirov, Favorite: ,Neftekhimik, 6488310   size:73.83,Price: ,1.23,Dinamo Kirov, 10038233   size:5.07,Price: ,19.0,The Draw, 58805   size:5.08,Price: ,6.6,ok
1.121107092, Sport: ,Tennis, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Kavcic v Giron, Favorite: ,Blaz Kavcic, 2863465   size:54.28,Price: ,1.48,Marcos Giron, 8230256   size:2.11,Price: ,2.94,x
1.121019696, Sport: ,Soccer, Time: ,Thu Oct 08 17:00:00 CEST 2015, Time: ,Thu Oct 08 17:00:00 CEST 2015, Event: ,Poland U21 v Israel U21, Favorite: ,Poland U21, 210090   size:2.71,Price: ,2.2,Israel U21, 209704   size:2.71,Price: ,3.7,The Draw, 58805   size:65.95,Price: ,3.55,ok
1.121103943, Sport: ,Basketball, Time: ,Thu Oct 08 17:00:00 CEST 2015, Time: ,Thu Oct 08 17:00:00 CEST 2015, Event: ,AO Faros Keratsiniou BC v AEN Kifisia, Favorite: ,AEN Kifisia, 10389447   size:6.78,Price: ,1.02,AO Faros Keratsiniou BC, 10309595   size:3.99,Price: ,1.4,x
1.121120431, Sport: ,Tennis, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Gibbs v Reix, Favorite: ,Nicole Gibbs, 4946628   size:7.01,Price: ,1.25,Sherazad Reix, 9610851   size:6.78,Price: ,4.5,ok
1.120996029, Sport: ,Ice Hockey, Time: ,Thu Oct 08 19:00:00 CEST 2015, Time: ,Thu Oct 08 19:00:00 CEST 2015, Event: ,Malmo v Linkoping, Favorite: ,Linkoping, 260829   size:104.21,Price: ,2.3,Malmo, 1021477   size:104.0,Price: ,2.68,Tie, 60104   size:103.0,Price: ,4.1,ok
1.121120412, Sport: ,Darts, Time: ,Thu Oct 08 21:10:00 CEST 2015, Time: ,Thu Oct 08 21:10:00 CEST 2015, Event: ,Mensur Suljovic v Vincent van der Voort, Favorite: ,Mensur Suljovic, 2693783   size:51.43,Price: ,1.9,Vincent van der Voort, 2414388   size:4.65,Price: ,2.08,ok
1.120992071, Sport: ,Soccer, Time: ,Thu Oct 08 18:00:00 CEST 2015, Time: ,Thu Oct 08 18:00:00 CEST 2015, Event: ,Ukraine U21 v Iceland U21, Favorite: ,Ukraine U21, 210038   size:36.35,Price: ,2.44,Iceland U21, 231881   size:54.37,Price: ,3.1,The Draw, 58805   size:76.81,Price: ,3.6,x
1.120992734, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Albania v Serbia, Favorite: ,Serbia, 412319   size:58.03,Price: ,2.66,Albania, 15285   size:177.8,Price: ,3.25,The Draw, 58805   size:14669.14,Price: ,3.1,ok
