1.121234436, Sport: ,Soccer, Time: ,Wed Oct 21 22:00:00 CEST 2015, Time: ,Wed Oct 21 22:00:00 CEST 2015, Event: ,Academia Puerto Cabello v UCV FC, Favorite: ,Academia Puerto Cabello, 10083750   size:2.21,Price: ,2.26,UCV FC, 10058063   size:70.62,Price: ,2.92,The Draw, 58805   size:69.97,Price: ,3.1,x
1.121376122, Sport: ,Tennis, Time: ,Wed Oct 21 20:14:00 CEST 2015, Time: ,Wed Oct 21 20:14:00 CEST 2015, Event: ,A Krajicek v Michalicka, Favorite: ,Austin Krajicek, 3288367   size:603.95,Price: ,1.22,Marek Michalicka, 7048682   size:14.13,Price: ,4.9,ok
1.121350018, Sport: ,Tennis, Time: ,Wed Oct 21 23:00:00 CEST 2015, Time: ,Wed Oct 21 23:00:00 CEST 2015, Event: ,Buchanan/Krueger v Bester/Polansky, Favorite: ,Buchanan/Krueger, 10435762   size:2.99,Price: ,1.67,Bester/Polansky, 10029195   size:2.91,Price: ,1.72,x
1.121356116, Sport: ,Soccer, Time: ,Wed Oct 21 20:30:00 CEST 2015, Time: ,Wed Oct 21 20:30:00 CEST 2015, Event: ,Lorca Deportivo CF v EF Alhama, Favorite: ,Lorca Deportivo CF, 10243205   size:3.83,Price: ,1.42,EF Alhama, 8826848   size:3.0,Price: ,9.0,The Draw, 58805   size:2.27,Price: ,2.98,ok
1.121374985, Sport: ,Tennis, Time: ,Wed Oct 21 20:08:00 CEST 2015, Time: ,Wed Oct 21 20:08:00 CEST 2015, Event: ,Ilhan v Bautista Agut, Favorite: ,Roberto Bautista Agut, 4290403   size:4.01,Price: ,1.14,Marsel Ilhan, 4147957   size:73.4,Price: ,7.8,ok
1.121057544, Sport: ,Cricket, Time: ,Thu Oct 22 09:30:00 CEST 2015, Time: ,Thu Oct 22 09:30:00 CEST 2015, Event: ,Zimbabwe v Afghanistan (4th ODI), Favorite: ,Zimbabwe, 1006   size:15.42,Price: ,1.42,Afghanistan, 3786094   size:5.0,Price: ,2.94,x
1.121375679, Sport: ,Tennis, Time: ,Wed Oct 21 23:00:00 CEST 2015, Time: ,Wed Oct 21 23:00:00 CEST 2015, Event: ,Berlocq v Lama, Favorite: ,Carlos Berlocq, 2283676   size:2.19,Price: ,1.2,Gonzalo Lama, 7032057   size:15.2,Price: ,4.9,ok
1.121234843, Sport: ,Soccer, Time: ,Thu Oct 22 00:00:00 CEST 2015, Time: ,Thu Oct 22 00:00:00 CEST 2015, Event: ,Atletico PR v Sportivo Luqueno, Favorite: ,Atletico PR, 442159   size:29.16,Price: ,1.55,Sportivo Luqueno, 2844791   size:163.69,Price: ,8.8,The Draw, 58805   size:12.75,Price: ,4.1,ok
1.121234324, Sport: ,Soccer, Time: ,Thu Oct 22 01:30:00 CEST 2015, Time: ,Thu Oct 22 01:30:00 CEST 2015, Event: ,Jacksonville Armada v Ottawa Fury, Favorite: ,Ottawa Fury, 8441973   size:2.55,Price: ,2.08,Jacksonville Armada, 9212618   size:97.2,Price: ,3.5,The Draw, 58805   size:20.0,Price: ,3.6,ok
1.121372209, Sport: ,Soccer, Time: ,Thu Oct 22 03:00:00 CEST 2015, Time: ,Thu Oct 22 03:00:00 CEST 2015, Event: ,Alianza Lima v Alianza Atletico, Favorite: ,Alianza Lima, 219457   size:39.87,Price: ,1.51,Alianza Atletico, 898396   size:2.72,Price: ,7.6,The Draw, 58805   size:69.51,Price: ,4.3,ok
1.121369498, Sport: ,Soccer, Time: ,Thu Oct 22 04:00:00 CEST 2015, Time: ,Thu Oct 22 04:00:00 CEST 2015, Event: ,USA (W) v Brazil (W), Favorite: ,USA (W), 541859   size:23.81,Price: ,1.46,Brazil (W), 541863   size:34.6,Price: ,8.8,The Draw, 58805   size:17.07,Price: ,4.4,x
1.121362228, Sport: ,Tennis, Time: ,Thu Oct 22 09:15:00 CEST 2015, Time: ,Thu Oct 22 09:15:00 CEST 2015, Event: ,Bega v Devvarman, Favorite: ,Somdev Devvarman, 3261618   size:5.0,Price: ,1.27,Alessandro Bega, 8257797   size:2.55,Price: ,3.95,x
1.121343960, Sport: ,Baseball, Time: ,Thu Oct 22 02:07:00 CEST 2015, Time: ,Thu Oct 22 02:07:00 CEST 2015, Event: ,NYM @ CHC, Favorite: ,Chicago Cubs (J Hammel), 8450037   size:657.62,Price: ,1.91,NY Mets (S Matz), 9693169   size:1231.12,Price: ,2.04,x
1.121353873, Sport: ,Soccer, Time: ,Thu Oct 22 00:45:00 CEST 2015, Time: ,Thu Oct 22 00:45:00 CEST 2015, Event: ,Uni San Martin v Sport Loreto, Favorite: ,Uni San Martin, 2032055   size:375.18,Price: ,1.58,Sport Loreto, 9216261   size:15.0,Price: ,7.2,The Draw, 58805   size:7.17,Price: ,4.1,x
1.121374113, Sport: ,Soccer, Time: ,Thu Oct 22 10:00:00 CEST 2015, Time: ,Thu Oct 22 10:00:00 CEST 2015, Event: ,FK Tom Tomsk II v Sibir Novosibirsk II, Favorite: ,FK Tom Tomsk II, 9420249   size:4.01,Price: ,1.73,Sibir Novosibirsk II, 10302986   size:55.46,Price: ,3.2,The Draw, 58805   size:60.83,Price: ,2.92,x
1.121002687, Sport: ,Soccer, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,Galatasaray v Benfica, Favorite: ,Benfica, 48783   size:5309.77,Price: ,2.32,Galatasaray, 2436   size:1587.46,Price: ,3.4,The Draw, 58805   size:4748.1,Price: ,3.55,x
1.121353990, Sport: ,Soccer, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,AA Portuguesa RJ v Nova Iguacu, Favorite: ,AA Portuguesa RJ, 9429209   size:208.0,Price: ,1.72,Nova Iguacu, 1362126   size:14.96,Price: ,5.4,The Draw, 58805   size:3.52,Price: ,4.0,ok
1.121386290, Sport: ,Soccer, Time: ,Wed Oct 21 23:00:00 CEST 2015, Time: ,Wed Oct 21 23:00:00 CEST 2015, Event: ,CD Atletico Marte v CD Dragon, Favorite: ,CD Dragon, 8467366   size:5.72,Price: ,1.46,CD Atletico Marte, 8459079   size:91.67,Price: ,1.92,The Draw, 58805   size:5.72,Price: ,1.81,x
1.120662158, Sport: ,Cricket, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,West Indies (W) v Pakistan (W) (3rd ODI), Favorite: ,Pakistan (W), 6669067   size:144.6,Price: ,1.03,West Indies (W), 6630398   size:127.41,Price: ,1.4,x
1.121268506, Sport: ,Handball, Time: ,Wed Oct 21 20:15:00 CEST 2015, Time: ,Wed Oct 21 20:15:00 CEST 2015, Event: ,Goppingen v Fuchse Berlin, Favorite: ,Goppingen, 2046558   size:68.04,Price: ,1.68,Fuchse Berlin, 2476365   size:7.47,Price: ,2.86,Draw, 330157   size:87.25,Price: ,9.8,ok
1.120661501, Sport: ,Cricket, Time: ,Thu Oct 22 06:30:00 CEST 2015, Time: ,Thu Oct 22 06:30:00 CEST 2015, Event: ,Sri Lanka v West Indies (2nd Test), Favorite: ,Sri Lanka, 7337   size:2999.8,Price: ,1.65,West Indies, 235   size:115.22,Price: ,8.8,The Draw, 60443   size:3013.63,Price: ,3.45,ok
1.121354045, Sport: ,Soccer, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Barcelona Esporte Clube v Madureira, Favorite: ,The Draw, 58805   size:2.38,Price: ,1.06,Barcelona Esporte Clube, 9468394   size:44.63,Price: ,3.0,Madureira, 1040277   size:67.02,Price: ,1.6,x
1.121362491, Sport: ,Baseball, Time: ,Wed Oct 21 22:07:00 CEST 2015, Time: ,Wed Oct 21 22:07:00 CEST 2015, Event: ,KC @ TOR, Favorite: ,Toronto (M Estrada), 9458890   size:58.49,Price: ,1.77,Kansas City (E Volquez), 9385643   size:344.37,Price: ,2.28,ok
1.121235069, Sport: ,Soccer, Time: ,Thu Oct 22 04:00:00 CEST 2015, Time: ,Thu Oct 22 04:00:00 CEST 2015, Event: ,CSD Comunicaciones v LA Galaxy, Favorite: ,CSD Comunicaciones, 4109938   size:425.77,Price: ,2.66,LA Galaxy, 2658589   size:2.24,Price: ,2.74,The Draw, 58805   size:285.86,Price: ,3.5,x
1.121376347, Sport: ,Tennis, Time: ,Thu Oct 22 08:45:00 CEST 2015, Time: ,Thu Oct 22 08:45:00 CEST 2015, Event: ,Fabbiano/Zopp v Bai/Ghedin, Favorite: ,Fabbiano/Zopp, 10433866   size:6.17,Price: ,1.04,Bai/Ghedin, 10220762   size:6.17,Price: ,1.04,ok
1.121374168, Sport: ,Soccer, Time: ,Thu Oct 22 10:00:00 CEST 2015, Time: ,Thu Oct 22 10:00:00 CEST 2015, Event: ,FC Ufa (Y) v Krylya Sovetov (Y), Favorite: ,FC Ufa (Y), 10178767   size:10.55,Price: ,1.66,Krylya Sovetov (Y), 9989505   size:8.0,Price: ,2.3,The Draw, 58805   size:4.08,Price: ,2.88,x
1.121350791, Sport: ,Tennis, Time: ,Thu Oct 22 00:00:00 CEST 2015, Time: ,Thu Oct 22 00:00:00 CEST 2015, Event: ,S Peer v M Alexandre Leduc, Favorite: ,Shahar Peer, 2248472   size:372.19,Price: ,1.08,Marie Alexandre Leduc, 10436926   size:34.02,Price: ,9.0,ok
1.121350792, Sport: ,Tennis, Time: ,Thu Oct 22 01:30:00 CEST 2015, Time: ,Thu Oct 22 01:30:00 CEST 2015, Event: ,E Halbauer v C Robillard Millette, Favorite: ,Ellie Halbauer, 8427199   size:5.99,Price: ,1.79,C Robillard Millette, 10436927   size:23.6,Price: ,2.02,x
1.121376341, Sport: ,Volleyball, Time: ,Wed Oct 21 20:30:00 CEST 2015, Time: ,Wed Oct 21 20:30:00 CEST 2015, Event: ,Ostrowiec Swietokrzyski v Tauron Dabrowa Gornicza, Favorite: ,Tauron Dabrowa Gornicza, 10399380   size:4190.61,Price: ,1.09,Ostrowiec Swietokrzyski, 10399355   size:48.59,Price: ,6.6,ok
1.121237483, Sport: ,Ice Hockey, Time: ,Wed Oct 21 19:30:00 CEST 2015, Time: ,Wed Oct 21 19:30:00 CEST 2015, Event: ,Medvescak Zagreb v Avangard, Favorite: ,Avangard, 2558172   size:94.07,Price: ,1.45,Medvescak Zagreb, 4182882   size:14.11,Price: ,4.0,Tie, 60104   size:18.01,Price: ,3.35,ok
1.121263469, Sport: ,Soccer, Time: ,Thu Oct 22 02:00:00 CEST 2015, Time: ,Thu Oct 22 02:00:00 CEST 2015, Event: ,Sao Paulo v Santos, Favorite: ,Sao Paulo, 198126   size:4.41,Price: ,2.38,Santos, 198127   size:15.18,Price: ,3.45,The Draw, 58805   size:578.4,Price: ,3.3,x
1.121234269, Sport: ,Soccer, Time: ,Thu Oct 22 01:30:00 CEST 2015, Time: ,Thu Oct 22 01:30:00 CEST 2015, Event: ,Fort Lauderdale v San Antonio Scorpions, Favorite: ,Fort Lauderdale, 5673440   size:151.78,Price: ,1.71,San Antonio Scorpions, 6334069   size:67.61,Price: ,4.3,The Draw, 58805   size:95.08,Price: ,3.9,x
1.121362244, Sport: ,Tennis, Time: ,Thu Oct 22 05:00:00 CEST 2015, Time: ,Thu Oct 22 05:00:00 CEST 2015, Event: ,Zopp v Pecotic, Favorite: ,Jurgen Zopp, 5223695   size:96.88,Price: ,1.54,Matija Pecotic, 8713732   size:2.31,Price: ,2.66,ok
1.121359474, Sport: ,Soccer, Time: ,Wed Oct 21 19:45:00 CEST 2015, Time: ,Wed Oct 21 19:45:00 CEST 2015, Event: ,Zamalek v Wadi Degla, Favorite: ,Zamalek, 5174134   size:12.94,Price: ,1.51,Wadi degla, 5259318   size:9.43,Price: ,7.2,The Draw, 58805   size:69.05,Price: ,4.1,ok
1.121347664, Sport: ,Soccer, Time: ,Wed Oct 21 23:00:00 CEST 2015, Time: ,Wed Oct 21 23:00:00 CEST 2015, Event: ,Flamengo U20 v Joinville EC U20, Favorite: ,Flamengo U20, 6006854   size:232.0,Price: ,1.43,Joinville EC U20, 7660873   size:16.0,Price: ,7.0,The Draw, 58805   size:9.25,Price: ,4.6,x
1.121346613, Sport: ,Ice Hockey, Time: ,Thu Oct 22 03:35:00 CEST 2015, Time: ,Thu Oct 22 03:35:00 CEST 2015, Event: ,Detroit @ Edmonton, Favorite: ,Detroit, 975676   size:285.32,Price: ,2.46,Edmonton, 2109967   size:108.94,Price: ,2.7,Tie, 60104   size:5.0,Price: ,4.2,x
1.120658711, Sport: ,Cricket, Time: ,Thu Oct 22 08:00:00 CEST 2015, Time: ,Thu Oct 22 08:00:00 CEST 2015, Event: ,Pakistan v England (2nd Test), Favorite: ,Pakistan, 7461   size:498.1,Price: ,2.38,England, 10301   size:719.61,Price: ,3.25,The Draw, 60443   size:6.53,Price: ,3.65,ok
1.121372397, Sport: ,Soccer, Time: ,Thu Oct 22 02:00:00 CEST 2015, Time: ,Thu Oct 22 02:00:00 CEST 2015, Event: ,Bolivar v Nacional Potosi, Favorite: ,Bolivar, 329419   size:22.5,Price: ,1.35,Nacional Potosi, 5885611   size:8.74,Price: ,9.4,The Draw, 58805   size:119.3,Price: ,6.2,ok
1.121002421, Sport: ,Soccer, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,Wolfsburg v PSV, Favorite: ,Wolfsburg, 44521   size:4791.62,Price: ,1.56,PSV, 48451   size:305.45,Price: ,6.8,The Draw, 58805   size:1578.64,Price: ,4.5,ok
1.121354100, Sport: ,Soccer, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Esporte Clube Rio SP v Macae, Favorite: ,Macae, 2763328   size:5.0,Price: ,1.03,Esporte Clube Rio SP, 10255091   size:2.72,Price: ,1.04,The Draw, 58805   size:5.0,Price: ,1.03,ok
1.121002946, Sport: ,Soccer, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,Man City v Sevilla, Favorite: ,Man City, 47999   size:20960.41,Price: ,1.59,Sevilla, 44508   size:4425.29,Price: ,6.4,The Draw, 58805   size:3585.91,Price: ,4.5,ok
1.121362793, Sport: ,Tennis, Time: ,Wed Oct 21 20:30:00 CEST 2015, Time: ,Wed Oct 21 20:30:00 CEST 2015, Event: ,Dodig v Przysiezny, Favorite: ,Ivan Dodig, 2835266   size:39.86,Price: ,1.44,Michal Przysiezny, 2475803   size:14.72,Price: ,3.05,ok
1.121362155, Sport: ,Tennis, Time: ,Wed Oct 21 21:45:00 CEST 2015, Time: ,Wed Oct 21 21:45:00 CEST 2015, Event: ,D Evans v D Novikov, Favorite: ,Daniel Evans, 3103121   size:11.11,Price: ,1.84,Dennis Novikov, 6217982   size:6.87,Price: ,2.04,x
1.121332180, Sport: ,Tennis, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,A Haider-Maurer v K Anderson, Favorite: ,Kevin Anderson, 2519549   size:45824.48,Price: ,1.15,Andreas Haider-Maurer, 8260128   size:521.34,Price: ,7.2,ok
1.121346627, Sport: ,Ice Hockey, Time: ,Thu Oct 22 04:05:00 CEST 2015, Time: ,Thu Oct 22 04:05:00 CEST 2015, Event: ,Carolina @ Colorado, Favorite: ,Colorado, 2108117   size:509.0,Price: ,2.26,Carolina, 2108027   size:5.0,Price: ,2.94,Tie, 60104   size:286.72,Price: ,3.9,x
1.121362553, Sport: ,Basketball, Time: ,Thu Oct 22 02:00:00 CEST 2015, Time: ,Thu Oct 22 02:00:00 CEST 2015, Event: ,Memphis @ Atlanta, Favorite: ,Atlanta, 13114   size:72.0,Price: ,1.69,Memphis, 119812   size:40.0,Price: ,2.26,x
1.121233384, Sport: ,Soccer, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Middlesbrough U19 v Reims U19, Favorite: ,Middlesbrough U19, 10317843   size:88.0,Price: ,1.8,Reims U19, 10317842   size:22.5,Price: ,1.86,The Draw, 58805   size:24.92,Price: ,4.6,ok
1.121376283, Sport: ,Tennis, Time: ,Thu Oct 22 00:00:00 CEST 2015, Time: ,Thu Oct 22 00:00:00 CEST 2015, Event: ,Eikeri v Kenin, Favorite: ,Ulrikke Eikeri, 8679187   size:4.78,Price: ,1.72,Sofia Kenin, 9149629   size:57.61,Price: ,2.2,x
1.121233549, Sport: ,Soccer, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Stjarnan U19 v Elfsborg U19, Favorite: ,Elfsborg U19, 7236973   size:600.0,Price: ,1.63,Stjarnan U19, 10317701   size:500.0,Price: ,2.6,The Draw, 58805   size:400.0,Price: ,3.0,x
1.121236811, Sport: ,Soccer, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,Fulham v Leeds, Favorite: ,Fulham, 56764   size:282.6,Price: ,2.3,Leeds, 48317   size:844.28,Price: ,3.45,The Draw, 58805   size:1689.66,Price: ,3.55,x
1.121002112, Sport: ,Soccer, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,CSKA Moscow v Man Utd, Favorite: ,Man Utd, 48351   size:2343.14,Price: ,2.3,CSKA Moscow, 217210   size:3014.31,Price: ,3.5,The Draw, 58805   size:30056.46,Price: ,3.5,x
1.121270853, Sport: ,Handball, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Cesson Rennes v Aix, Favorite: ,Cesson Rennes, 6721923   size:5.15,Price: ,1.01,Aix, 6721925   size:5.15,Price: ,1.01,Draw, 330157   size:5.15,Price: ,1.01,x
1.121346462, Sport: ,Ice Hockey, Time: ,Thu Oct 22 01:05:00 CEST 2015, Time: ,Thu Oct 22 01:05:00 CEST 2015, Event: ,Toronto @ Buffalo, Favorite: ,Buffalo, 4427593   size:12.82,Price: ,2.5,Toronto, 2108073   size:349.0,Price: ,2.62,Tie, 60104   size:349.0,Price: ,3.95,x
1.121351547, Sport: ,Basketball, Time: ,Wed Oct 21 22:00:00 CEST 2015, Time: ,Wed Oct 21 22:00:00 CEST 2015, Event: ,Gran Canaria v Ludwigsburg, Favorite: ,Gran Canaria, 945506   size:500.5,Price: ,1.11,Ludwigsburg, 689542   size:52.48,Price: ,8.0,ok
1.121354375, Sport: ,Soccer, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,Leatherhead v Tonbridge Angels, Favorite: ,Tonbridge Angels, 1034135   size:9.09,Price: ,2.58,Leatherhead, 2145939   size:4.41,Price: ,2.66,The Draw, 58805   size:2.0,Price: ,3.6,ok
1.121351544, Sport: ,Basketball, Time: ,Wed Oct 21 21:45:00 CEST 2015, Time: ,Wed Oct 21 21:45:00 CEST 2015, Event: ,Brindisi v Le Mans, Favorite: ,Brindisi, 6697864   size:848.26,Price: ,1.38,Le Mans, 678096   size:2.55,Price: ,3.2,x
1.121350851, Sport: ,Basketball, Time: ,Thu Oct 22 03:00:00 CEST 2015, Time: ,Thu Oct 22 03:00:00 CEST 2015, Event: ,San Martin v Regatas, Favorite: ,San Martin, 8861781   size:2.55,Price: ,1.79,Regatas, 6718792   size:14.34,Price: ,2.16,ok
1.121236708, Sport: ,Soccer, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,Blackburn v Derby, Favorite: ,Derby, 48325   size:36.98,Price: ,2.34,Blackburn, 48350   size:83.4,Price: ,3.4,The Draw, 58805   size:1913.5,Price: ,3.55,x
1.121156006, Sport: ,Handball, Time: ,Wed Oct 21 19:16:00 CEST 2015, Time: ,Wed Oct 21 19:16:00 CEST 2015, Event: ,Redbergslids v Aranas, Favorite: ,Redbergslids, 3771721   size:5.15,Price: ,1.01,Aranas, 3343966   size:5.15,Price: ,1.01,Draw, 330157   size:5.15,Price: ,1.01,ok
1.121346114, Sport: ,Tennis, Time: ,Wed Oct 21 20:30:00 CEST 2015, Time: ,Wed Oct 21 20:30:00 CEST 2015, Event: ,Clezar/Neis v Peralta/Zeballos, Favorite: ,Peralta/Zeballos, 10409109   size:4.94,Price: ,1.6,Clezar/Neis, 8861023   size:8.16,Price: ,2.5,x
1.121362665, Sport: ,Tennis, Time: ,Thu Oct 22 09:15:00 CEST 2015, Time: ,Thu Oct 22 09:15:00 CEST 2015, Event: ,Kudryavtsev v Da Nguyen, Favorite: ,Alexander Kudryavtsev, 5908538   size:25.26,Price: ,1.48,Daniel Nguyen, 8349390   size:2.55,Price: ,2.74,x
1.121270856, Sport: ,Handball, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Toulouse v Ivry, Favorite: ,Toulouse, 3778896   size:5.15,Price: ,1.01,Ivry, 4292473   size:5.15,Price: ,1.01,Draw, 330157   size:5.15,Price: ,1.01,ok
1.121270855, Sport: ,Handball, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Creteil v Saint Raphael, Favorite: ,Creteil, 4292472   size:5.15,Price: ,1.01,Saint Raphael, 3786983   size:5.15,Price: ,1.01,Draw, 330157   size:5.15,Price: ,1.01,x
1.121270858, Sport: ,Handball, Time: ,Wed Oct 21 20:45:00 CEST 2015, Time: ,Wed Oct 21 20:45:00 CEST 2015, Event: ,Nimes v Montpellier, Favorite: ,Montpellier, 3379953   size:4.03,Price: ,1.24,Nimes, 4292475   size:147.59,Price: ,6.2,Draw, 330157   size:66.76,Price: ,12.5,x
1.121346111, Sport: ,Tennis, Time: ,Wed Oct 21 22:15:00 CEST 2015, Time: ,Wed Oct 21 22:15:00 CEST 2015, Event: ,Ghem/Michon v Dutra Silva/Souza, Favorite: ,Dutra Silva/Souza, 10252644   size:4.2,Price: ,1.38,Ghem/Michon, 10434910   size:9.54,Price: ,3.05,ok
1.121371049, Sport: ,Basketball, Time: ,Wed Oct 21 21:45:00 CEST 2015, Time: ,Wed Oct 21 21:45:00 CEST 2015, Event: ,Uni Girona (W) v Wisla Can Pack (W), Favorite: ,Uni Girona (W), 10411231   size:800.53,Price: ,1.34,Wisla Can Pack (W), 5290906   size:748.49,Price: ,1.35,ok
1.121350965, Sport: ,Basketball, Time: ,Wed Oct 21 20:00:00 CEST 2015, Time: ,Wed Oct 21 20:00:00 CEST 2015, Event: ,Svendborg v Bakken, Favorite: ,Bakken, 7224123   size:275.45,Price: ,1.16,Svendborg, 6719075   size:20.5,Price: ,3.15,ok
1.121353799, Sport: ,Soccer, Time: ,Wed Oct 21 22:30:00 CEST 2015, Time: ,Wed Oct 21 22:30:00 CEST 2015, Event: ,Juan Aurich v Universitario, Favorite: ,Juan Aurich, 4462066   size:4.0,Price: ,2.08,Universitario, 330229   size:4.78,Price: ,3.95,The Draw, 58805   size:5.0,Price: ,3.6,x
1.121362179, Sport: ,Tennis, Time: ,Wed Oct 21 23:30:00 CEST 2015, Time: ,Wed Oct 21 23:30:00 CEST 2015, Event: ,Laaksonen/Michalicka v Barrientos/Struvay, Favorite: ,Barrientos/Struvay, 8226198   size:2.55,Price: ,1.31,Laaksonen/Michalicka, 10435763   size:2.3,Price: ,2.68,x
1.121334780, Sport: ,Tennis, Time: ,Wed Oct 21 20:07:00 CEST 2015, Time: ,Wed Oct 21 20:07:00 CEST 2015, Event: ,J Jankovic v Minella, Favorite: ,Jelena Jankovic, 2252607   size:3455.17,Price: ,1.24,Mandy Minella, 3425152   size:7.71,Price: ,5.1,ok
