1.122471961, Sport: ,Soccer, Time: ,Thu Jan 07 00:00:00 CET 2016, Time: ,Thu Jan 07 00:00:00 CET 2016, Event: ,Ituano FC U20 v Gremio U20, Favorite: ,Gremio U20, 6014425   size:5.17,Price: ,2.58,Ituano FC U20, 7370365   size:4.98,Price: ,2.68,The Draw, 58805   size:5.87,Price: ,3.4,ok
1.122481809, Sport: ,Snooker, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,Mark Selby v Judd Trump, Favorite: ,Judd Trump, 2279955   size:48.75,Price: ,1.85,Mark Selby, 2280127   size:37.72,Price: ,1.97,x
1.122473501, Sport: ,Tennis, Time: ,Thu Jan 07 06:45:00 CET 2016, Time: ,Thu Jan 07 06:45:00 CET 2016, Event: ,Youzhny v Weintraub, Favorite: ,Mikhail Youzhny, 2263536   size:7.68,Price: ,1.27,Amir Weintraub, 5822663   size:2.55,Price: ,3.9,ok
1.122414770, Sport: ,Soccer, Time: ,Wed Jan 06 11:45:00 CET 2016, Time: ,Wed Jan 06 11:45:00 CET 2016, Event: ,Utebo CF v CD Carinena, Favorite: ,Utebo CF, 7295691   size:3.72,Price: ,1.64,CD Carinena, 10403001   size:5.27,Price: ,5.7,The Draw, 58805   size:7.51,Price: ,3.85,ok
1.122469887, Sport: ,Soccer, Time: ,Wed Jan 06 17:00:00 CET 2016, Time: ,Wed Jan 06 17:00:00 CET 2016, Event: ,Ponte Preta U20 v EC Espigao U20, Favorite: ,Ponte Preta U20, 6713388   size:5.0,Price: ,1.08,EC Espigao U20, 10676895   size:3.09,Price: ,23.0,The Draw, 58805   size:5.0,Price: ,9.2,ok
1.122471443, Sport: ,Soccer, Time: ,Wed Jan 06 22:00:00 CET 2016, Time: ,Wed Jan 06 22:00:00 CET 2016, Event: ,CA Bragantino U20 v Botafogo Joao Pess U19, Favorite: ,CA Bragantino U20, 7279622   size:2.55,Price: ,2.44,Botafogo Joao Pess U19, 6955331   size:2.55,Price: ,2.72,The Draw, 58805   size:2.55,Price: ,3.55,x
1.122459165, Sport: ,Basketball, Time: ,Wed Jan 06 19:00:00 CET 2016, Time: ,Wed Jan 06 19:00:00 CET 2016, Event: ,Galatasaray v Zaragoza, Favorite: ,Galatasaray, 631281   size:70.85,Price: ,1.39,Zaragoza, 3368428   size:2.55,Price: ,3.35,ok
1.122472495, Sport: ,Tennis, Time: ,Wed Jan 06 20:15:00 CET 2016, Time: ,Wed Jan 06 20:15:00 CET 2016, Event: ,Agamenone/Egea v Collarini/Gomez, Favorite: ,Collarini/Gomez, 8716162   size:3.88,Price: ,1.29,Agamenone/Egea, 10689066   size:16.8,Price: ,2.64,ok
1.122477391, Sport: ,Soccer, Time: ,Wed Jan 06 12:30:00 CET 2016, Time: ,Wed Jan 06 12:30:00 CET 2016, Event: ,CE Campos v CE Mercadal, Favorite: ,CE Campos, 6883541   size:3.72,Price: ,1.22,CE Mercadal, 6884052   size:3.72,Price: ,1.22,The Draw, 58805   size:2.66,Price: ,2.92,ok
1.122477395, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CF Internacional Madrid v Aravaca CF, Favorite: ,CF Internacional Madrid, 10429094   size:3.72,Price: ,1.22,Aravaca CF, 7788518   size:3.72,Price: ,1.22,The Draw, 58805   size:5.0,Price: ,2.9,x
1.122477397, Sport: ,Soccer, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,CF San Rafae v UE Alcudia, Favorite: ,CF San Rafae, 9359759   size:3.72,Price: ,1.22,UE Alcudia, 7292328   size:3.72,Price: ,1.22,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.122481810, Sport: ,Snooker, Time: ,Wed Jan 06 12:00:00 CET 2016, Time: ,Wed Jan 06 12:00:00 CET 2016, Event: ,Joe Perry v Barry Hawkins, Favorite: ,Barry Hawkins, 2278801   size:2.55,Price: ,1.75,Joe Perry, 2281428   size:2.55,Price: ,2.0,ok
