1.122124957, Sport: ,Ice Hockey, Time: ,Wed Dec 09 03:05:00 CET 2015, Time: ,Wed Dec 09 03:05:00 CET 2015, Event: ,San Jose @ Calgary, Favorite: ,San Jose, 2110001   size:13.32,Price: ,2.52,Calgary, 975675   size:98.0,Price: ,2.66,Tie, 60104   size:501.82,Price: ,3.9,x
1.122124944, Sport: ,Ice Hockey, Time: ,Wed Dec 09 02:35:00 CET 2015, Time: ,Wed Dec 09 02:35:00 CET 2015, Event: ,Nashville @ Chicago, Favorite: ,Chicago, 2109831   size:22.96,Price: ,2.18,Nashville, 2109832   size:108.01,Price: ,3.2,Tie, 60104   size:285.0,Price: ,3.95,ok
1.122196459, Sport: ,Soccer, Time: ,Wed Dec 09 18:00:00 CET 2015, Time: ,Wed Dec 09 18:00:00 CET 2015, Event: ,Pembroke Athleta FC v San Gwann FC, Favorite: ,Pembroke Athleta FC, 10018941   size:3.67,Price: ,1.13,San Gwann FC, 10445440   size:19.5,Price: ,2.12,The Draw, 58805   size:16.52,Price: ,3.15,ok
1.122207319, Sport: ,Tennis, Time: ,Tue Dec 08 21:00:00 CET 2015, Time: ,Tue Dec 08 21:00:00 CET 2015, Event: ,Justin Roberts v Juan Ignacio Galarza, Favorite: ,Juan Ignacio Galarza, 8979626   size:539.18,Price: ,1.05,Justin Roberts, 9632465   size:4.59,Price: ,10.5,ok
1.122199603, Sport: ,Pool, Time: ,Tue Dec 08 21:30:00 CET 2015, Time: ,Tue Dec 08 21:30:00 CET 2015, Event: ,Match 9 - Singles, Favorite: ,Karl Boyes, 2622399   size:83.48,Price: ,1.66,Skyler Woodward, 10591688   size:43.04,Price: ,2.28,ok
1.122199602, Sport: ,Pool, Time: ,Tue Dec 08 21:00:00 CET 2015, Time: ,Tue Dec 08 21:00:00 CET 2015, Event: ,Match 8 - Doubles, Favorite: ,Appleton/Boyes, 5174732   size:76.45,Price: ,1.86,Van Boening/Deuel, 9046079   size:3.27,Price: ,1.96,ok
1.122203997, Sport: ,Basketball, Time: ,Wed Dec 09 20:00:00 CET 2015, Time: ,Wed Dec 09 20:00:00 CET 2015, Event: ,Nantes (W) v TSV 1880 Wasserburg (W), Favorite: ,Nantes (W), 8978754   size:2.75,Price: ,1.03,TSV 1880 Wasserburg (W), 10462202   size:2.75,Price: ,1.03,ok
1.122199601, Sport: ,Pool, Time: ,Tue Dec 08 20:30:00 CET 2015, Time: ,Tue Dec 08 20:30:00 CET 2015, Event: ,Match 7 - Singles, Favorite: ,Mike Dechaine, 6018951   size:92.16,Price: ,1.6,Albin Ouschan, 10591689   size:78.82,Price: ,2.52,x
1.122197543, Sport: ,Soccer, Time: ,Wed Dec 09 11:30:00 CET 2015, Time: ,Wed Dec 09 11:30:00 CET 2015, Event: ,Calangute Association v Sporting Goa, Favorite: ,Calangute Association, 10590061   size:3.67,Price: ,1.13,Sporting Goa, 5969463   size:3.67,Price: ,1.13,The Draw, 58805   size:44.58,Price: ,1.4,ok
1.122109790, Sport: ,Soccer, Time: ,Wed Dec 09 18:30:00 CET 2015, Time: ,Wed Dec 09 18:30:00 CET 2015, Event: ,Spezia v Vicenza, Favorite: ,Spezia, 522041   size:126.3,Price: ,2.08,Vicenza, 7338   size:632.19,Price: ,4.4,The Draw, 58805   size:352.93,Price: ,3.25,ok
1.122198077, Sport: ,Tennis, Time: ,Wed Dec 09 09:30:00 CET 2015, Time: ,Wed Dec 09 09:30:00 CET 2015, Event: ,Alexandra Riley v Valeriya Strakhova, Favorite: ,Alexandra Riley, 8961735   size:13.77,Price: ,1.04,Valeriya Strakhova, 8490642   size:13.77,Price: ,1.04,x
1.122164723, Sport: ,Basketball, Time: ,Wed Dec 09 12:35:00 CET 2015, Time: ,Wed Dec 09 12:35:00 CET 2015, Event: ,Zhejiang Guangsha v JiangSu Tongxi, Favorite: ,Zhejiang Guangsha, 8926901   size:2.75,Price: ,1.03,JiangSu Tongxi, 8926916   size:5.96,Price: ,1.18,ok
1.122198072, Sport: ,Tennis, Time: ,Wed Dec 09 09:30:00 CET 2015, Time: ,Wed Dec 09 09:30:00 CET 2015, Event: ,Tadeja Majeric v Ester Masuri, Favorite: ,Tadeja Majeric, 2548761   size:13.77,Price: ,1.04,Ester Masuri, 9627740   size:13.77,Price: ,1.04,ok
1.122186408, Sport: ,Soccer, Time: ,Tue Dec 08 20:45:00 CET 2015, Time: ,Tue Dec 08 20:45:00 CET 2015, Event: ,Rushall Olympic v Grantham Town, Favorite: ,Rushall Olympic, 2608907   size:11.01,Price: ,1.38,Grantham Town, 6770558   size:2.75,Price: ,9.8,The Draw, 58805   size:2.75,Price: ,5.0,ok
1.122000695, Sport: ,Soccer, Time: ,Tue Dec 08 20:45:00 CET 2015, Time: ,Tue Dec 08 20:45:00 CET 2015, Event: ,Real Madrid v Malmo FF, Favorite: ,Real Madrid, 2426   size:0.0,Price: ,0.0,Malmo FF, 174383   size:167.19,Price: ,1000.0,The Draw, 58805   size:5.93,Price: ,390.0,ok
1.122198071, Sport: ,Tennis, Time: ,Wed Dec 09 09:30:00 CET 2015, Time: ,Wed Dec 09 09:30:00 CET 2015, Event: ,Mara Schmidt v Conny Perrin, Favorite: ,Mara Schmidt, 9626894   size:13.77,Price: ,1.04,Conny Perrin, 5596573   size:13.77,Price: ,1.04,x
1.122198070, Sport: ,Tennis, Time: ,Wed Dec 09 09:30:00 CET 2015, Time: ,Wed Dec 09 09:30:00 CET 2015, Event: ,Osariemen Airhunmwunde v Tessah Andrianjafitrimo, Favorite: ,Osariemen Airhunmwunde, 10601292   size:13.77,Price: ,1.04,Tessah Andrianjafitrimo, 9345643   size:13.77,Price: ,1.04,x
1.122108900, Sport: ,Soccer, Time: ,Wed Dec 09 16:00:00 CET 2015, Time: ,Wed Dec 09 16:00:00 CET 2015, Event: ,Guimaraes B v Benfica B, Favorite: ,Benfica B, 6563318   size:6.0,Price: ,2.66,Guimaraes B, 6563316   size:4.99,Price: ,2.96,The Draw, 58805   size:100.0,Price: ,3.25,x
1.122196789, Sport: ,Soccer, Time: ,Wed Dec 09 11:00:00 CET 2015, Time: ,Wed Dec 09 11:00:00 CET 2015, Event: ,FC Meshakhte Tkibuli v Matchak Khelvachauri, Favorite: ,FC Meshakhte Tkibuli, 7106239   size:3.67,Price: ,1.13,Matchak Khelvachauri, 7760342   size:3.67,Price: ,1.13,The Draw, 58805   size:15.15,Price: ,3.15,x
1.122124932, Sport: ,Ice Hockey, Time: ,Wed Dec 09 01:35:00 CET 2015, Time: ,Wed Dec 09 01:35:00 CET 2015, Event: ,Ottawa @ Florida, Favorite: ,Florida, 2112317   size:2.68,Price: ,2.34,Ottawa, 2108072   size:2.68,Price: ,2.88,Tie, 60104   size:283.0,Price: ,3.95,x
1.122124938, Sport: ,Ice Hockey, Time: ,Wed Dec 09 02:05:00 CET 2015, Time: ,Wed Dec 09 02:05:00 CET 2015, Event: ,Arizona @ St Louis, Favorite: ,St Louis, 2110000   size:111.19,Price: ,1.79,Arizona, 8867880   size:108.07,Price: ,4.1,Tie, 60104   size:296.71,Price: ,4.6,ok
1.122191530, Sport: ,Basketball, Time: ,Tue Dec 08 20:30:00 CET 2015, Time: ,Tue Dec 08 20:30:00 CET 2015, Event: ,Mithra Castors Braine W v Nadezhda (W), Favorite: ,Nadezhda (W), 5290907   size:2.75,Price: ,1.03,Castors Braine (W), 10324072   size:1459.0,Price: ,1.66,ok
1.122195576, Sport: ,Soccer, Time: ,Wed Dec 09 20:00:00 CET 2015, Time: ,Wed Dec 09 20:00:00 CET 2015, Event: ,Ponte Preta U20 v Atletico-PR U20, Favorite: ,Atletico-PR U20, 7642309   size:55.96,Price: ,1.6,Ponte Preta U20, 6713388   size:22.44,Price: ,2.82,The Draw, 58805   size:5.96,Price: ,3.45,ok
1.122207326, Sport: ,Tennis, Time: ,Tue Dec 08 20:40:00 CET 2015, Time: ,Tue Dec 08 20:40:00 CET 2015, Event: ,Bastian Trinker v Dani Andres Rodrigues A, Favorite: ,Bastian Trinker, 6498880   size:0.0,Price: ,0.0,Dani Andres Rodrigues A, 10532070   size:15.93,Price: ,1.03,ok
1.122167229, Sport: ,Ice Hockey, Time: ,Wed Dec 09 19:00:00 CET 2015, Time: ,Wed Dec 09 19:00:00 CET 2015, Event: ,Pantern v Leksand, Favorite: ,Pantern, 9322154   size:10.1,Price: ,1.04,Leksand, 2358271   size:18.87,Price: ,1.85,Tie, 60104   size:8.58,Price: ,1.13,x
1.122183477, Sport: ,Basketball, Time: ,Wed Dec 09 17:00:00 CET 2015, Time: ,Wed Dec 09 17:00:00 CET 2015, Event: ,UNICS Kazan v Buducnost, Favorite: ,Unics Kazan, 5134712   size:2.55,Price: ,1.07,Buducnost, 266288   size:141.99,Price: ,1.97,ok
1.122183599, Sport: ,Basketball, Time: ,Wed Dec 09 01:00:00 CET 2015, Time: ,Wed Dec 09 01:00:00 CET 2015, Event: ,Wright State @ Xavier, Favorite: ,Xavier, 351829   size:2.75,Price: ,1.03,Wright State, 705249   size:5.96,Price: ,2.18,ok
1.122183473, Sport: ,Basketball, Time: ,Wed Dec 09 19:00:00 CET 2015, Time: ,Wed Dec 09 19:00:00 CET 2015, Event: ,Union Olimpija v Bilbao, Favorite: ,Union Olimpija, 266278   size:2.75,Price: ,1.03,Bilbao, 1321584   size:5.96,Price: ,1.9,x
1.122183595, Sport: ,Basketball, Time: ,Wed Dec 09 01:00:00 CET 2015, Time: ,Wed Dec 09 01:00:00 CET 2015, Event: ,Colgate @ Syracuse, Favorite: ,Syracuse, 332213   size:2.55,Price: ,1.04,Colgate, 713730   size:4.11,Price: ,3.15,ok
1.122207321, Sport: ,Tennis, Time: ,Tue Dec 08 22:40:00 CET 2015, Time: ,Tue Dec 08 22:40:00 CET 2015, Event: ,Hunter Reese v Nicolas Barrientos, Favorite: ,Hunter Reese, 8798915   size:15.93,Price: ,1.03,Nicolas Barrientos, 7083200   size:15.93,Price: ,1.03,x
1.122107809, Sport: ,Soccer, Time: ,Wed Dec 09 06:00:00 CET 2015, Time: ,Wed Dec 09 06:00:00 CET 2015, Event: ,UPHSD Altas (students) v EAC Generals (students), Favorite: ,UPHSD Altas (students), 10211359   size:3.67,Price: ,1.13,EAC Generals (students), 10215800   size:3.67,Price: ,1.13,The Draw, 58805   size:9.99,Price: ,4.0,ok
1.122124921, Sport: ,Ice Hockey, Time: ,Wed Dec 09 01:35:00 CET 2015, Time: ,Wed Dec 09 01:35:00 CET 2015, Event: ,Detroit @ Washington, Favorite: ,Washington, 2109756   size:73.62,Price: ,2.12,Detroit, 975676   size:42.28,Price: ,3.35,Tie, 60104   size:254.0,Price: ,3.95,x
1.122124926, Sport: ,Ice Hockey, Time: ,Wed Dec 09 01:35:00 CET 2015, Time: ,Wed Dec 09 01:35:00 CET 2015, Event: ,New Jersey @ Toronto, Favorite: ,Toronto, 2108073   size:10.54,Price: ,2.54,New Jersey, 2112200   size:105.75,Price: ,2.7,Tie, 60104   size:504.99,Price: ,3.85,x
1.122195466, Sport: ,Soccer, Time: ,Wed Dec 09 18:30:00 CET 2015, Time: ,Wed Dec 09 18:30:00 CET 2015, Event: ,Flamengo U20 v Chapecoense AF U20, Favorite: ,Flamengo U20, 6006854   size:5.96,Price: ,1.19,Chapecoense AF U20, 8861168   size:5.96,Price: ,1.19,The Draw, 58805   size:5.96,Price: ,3.25,ok
1.122107920, Sport: ,Soccer, Time: ,Wed Dec 09 13:00:00 CET 2015, Time: ,Wed Dec 09 13:00:00 CET 2015, Event: ,Dinamo Kiev U19 v Maccabi Tel Aviv U19, Favorite: ,Dinamo Kiev U19, 10262035   size:27.54,Price: ,1.1,Maccabi Tel Aviv U19, 6706700   size:30.75,Price: ,17.5,The Draw, 58805   size:34.43,Price: ,6.8,ok
1.122167217, Sport: ,Ice Hockey, Time: ,Wed Dec 09 19:00:00 CET 2015, Time: ,Wed Dec 09 19:00:00 CET 2015, Event: ,Vasteras v AIK, Favorite: ,Vasteras, 316429   size:16.32,Price: ,2.02,AIK, 2075196   size:16.32,Price: ,2.68,Tie, 60104   size:5.96,Price: ,3.85,x
1.122180645, Sport: ,Handball, Time: ,Tue Dec 08 20:45:00 CET 2015, Time: ,Tue Dec 08 20:45:00 CET 2015, Event: ,Sweden v Netherlands, Favorite: ,Netherlands, 626085   size:155.18,Price: ,1.51,Sweden, 624135   size:50.0,Price: ,2.5,Draw, 330157   size:37.07,Price: ,6.6,x
1.122187968, Sport: ,Soccer, Time: ,Tue Dec 08 20:45:00 CET 2015, Time: ,Tue Dec 08 20:45:00 CET 2015, Event: ,Ossett Albion AFC v Garforth Town AFC, Favorite: ,Garforth Town AFC, 9401268   size:7.59,Price: ,1.05,Ossett Albion AFC, 7731975   size:3.35,Price: ,1.11,The Draw, 58805   size:7.59,Price: ,1.05,x
1.122164616, Sport: ,Basketball, Time: ,Wed Dec 09 12:35:00 CET 2015, Time: ,Wed Dec 09 12:35:00 CET 2015, Event: ,Shenzhen New Century Le v Shanghai, Favorite: ,Dongguan, 10466369   size:2.75,Price: ,1.03,Shanghai, 8926900   size:5.96,Price: ,1.44,ok
1.122164617, Sport: ,Basketball, Time: ,Wed Dec 09 12:35:00 CET 2015, Time: ,Wed Dec 09 12:35:00 CET 2015, Event: ,Tianjin v Jilin, Favorite: ,Tianjin, 8926906   size:2.55,Price: ,1.93,Jilin, 8926909   size:8.2,Price: ,1.93,ok
1.122183489, Sport: ,Basketball, Time: ,Wed Dec 09 18:45:00 CET 2015, Time: ,Wed Dec 09 18:45:00 CET 2015, Event: ,Steaua Bucharest v Aris, Favorite: ,Steaua Bucharest, 10405445   size:189.39,Price: ,1.04,Aris, 281552   size:1266.98,Price: ,1.04,x
1.122109419, Sport: ,Soccer, Time: ,Wed Dec 09 16:00:00 CET 2015, Time: ,Wed Dec 09 16:00:00 CET 2015, Event: ,Olhanense v Covilha, Favorite: ,Olhanense, 2524227   size:12.02,Price: ,2.76,Covilha, 336269   size:10.33,Price: ,2.92,The Draw, 58805   size:13.07,Price: ,3.15,ok
1.122183485, Sport: ,Basketball, Time: ,Wed Dec 09 18:00:00 CET 2015, Time: ,Wed Dec 09 18:00:00 CET 2015, Event: ,Szolnoki Olaj v Besiktas, Favorite: ,Szolnoki Olaj, 5957089   size:191.94,Price: ,1.06,Besiktas, 631288   size:5.96,Price: ,1.52,ok
1.122112142, Sport: ,Ice Hockey, Time: ,Wed Dec 09 17:30:00 CET 2015, Time: ,Wed Dec 09 17:30:00 CET 2015, Event: ,Vityaz v Lada, Favorite: ,Vityaz, 2551763   size:57.0,Price: ,2.26,Lada, 2484346   size:57.0,Price: ,2.86,Tie, 60104   size:57.0,Price: ,4.0,x
1.122191077, Sport: ,Volleyball, Time: ,Wed Dec 09 15:30:00 CET 2015, Time: ,Wed Dec 09 15:30:00 CET 2015, Event: ,Aris Marmouris v Olympiakos, Favorite: ,Aris Marmouris, 2971576   size:2.75,Price: ,1.03,Olympiakos, 1107070   size:2.75,Price: ,1.03,x
1.122166671, Sport: ,Basketball, Time: ,Wed Dec 09 03:05:00 CET 2015, Time: ,Wed Dec 09 03:05:00 CET 2015, Event: ,Orlando @ Denver, Favorite: ,Orlando, 13104   size:4.13,Price: ,1.74,Denver, 13124   size:12.04,Price: ,2.3,ok
1.122196404, Sport: ,Soccer, Time: ,Wed Dec 09 18:00:00 CET 2015, Time: ,Wed Dec 09 18:00:00 CET 2015, Event: ,Floriana v St. Lawrence Spurs FC, Favorite: ,Floriana, 5667822   size:3.67,Price: ,1.13,St. Lawrence Spurs FC, 10606215   size:3.67,Price: ,1.13,The Draw, 58805   size:15.15,Price: ,3.1,ok
1.122180619, Sport: ,Handball, Time: ,Tue Dec 08 20:45:00 CET 2015, Time: ,Tue Dec 08 20:45:00 CET 2015, Event: ,Denmark v Serbia, Favorite: ,Denmark, 602688   size:5.33,Price: ,1.21,Serbia, 2138737   size:7.53,Price: ,5.0,Draw, 330157   size:2620.27,Price: ,2.0,ok
1.122191078, Sport: ,Volleyball, Time: ,Wed Dec 09 18:00:00 CET 2015, Time: ,Wed Dec 09 18:00:00 CET 2015, Event: ,AO Kifisias v Foinikas Syroy, Favorite: ,AO Kifisias, 2569563   size:2.75,Price: ,1.03,Foinikas Syroy, 4353342   size:2.75,Price: ,1.03,ok
1.122164011, Sport: ,Soccer, Time: ,Wed Dec 09 16:30:00 CET 2015, Time: ,Wed Dec 09 16:30:00 CET 2015, Event: ,Beroe Stara Za v Cherno More, Favorite: ,Beroe Stara Za, 4127866   size:2.85,Price: ,1.92,Cherno More, 427650   size:2.55,Price: ,3.95,The Draw, 58805   size:2.55,Price: ,3.45,x
1.122187018, Sport: ,Soccer, Time: ,Tue Dec 08 22:30:00 CET 2015, Time: ,Tue Dec 08 22:30:00 CET 2015, Event: ,Vasco de Gama U20 v Palmeiras U20, Favorite: ,Palmeiras U20, 5181619   size:2.99,Price: ,1.89,Vasco de Gama U20, 5185919   size:4.3,Price: ,3.7,The Draw, 58805   size:4.51,Price: ,3.65,x
1.122109123, Sport: ,Soccer, Time: ,Wed Dec 09 16:00:00 CET 2015, Time: ,Wed Dec 09 16:00:00 CET 2015, Event: ,Atletico CP v Farense, Favorite: ,Atletico CP, 5037331   size:2.46,Price: ,2.3,Farense, 48788   size:2.55,Price: ,3.75,The Draw, 58805   size:2.75,Price: ,3.25,x
1.122199591, Sport: ,Tennis, Time: ,Wed Dec 09 09:30:00 CET 2015, Time: ,Wed Dec 09 09:30:00 CET 2015, Event: ,Ronke Akingbade v Ulrikke Eikeri, Favorite: ,Ronke Akingbade, 10601293   size:13.77,Price: ,1.04,Ulrikke Eikeri, 8679187   size:13.77,Price: ,1.04,x
1.122199590, Sport: ,Tennis, Time: ,Wed Dec 09 09:30:00 CET 2015, Time: ,Wed Dec 09 09:30:00 CET 2015, Event: ,Ines Murta v Prarthana G Thombare, Favorite: ,Ines Murta, 8490637   size:13.77,Price: ,1.04,Prarthana G Thombare, 9002344   size:13.77,Price: ,1.04,x
1.122112530, Sport: ,Ice Hockey, Time: ,Wed Dec 09 20:00:00 CET 2015, Time: ,Wed Dec 09 20:00:00 CET 2015, Event: ,Medvescak Zagreb v Lokomotiv, Favorite: ,Lokomotiv, 2240051   size:104.0,Price: ,2.08,Medvescak Zagreb, 4182882   size:64.0,Price: ,3.05,Tie, 60104   size:64.0,Price: ,4.2,x
1.122189681, Sport: ,Volleyball, Time: ,Wed Dec 09 11:00:00 CET 2015, Time: ,Wed Dec 09 11:00:00 CET 2015, Event: ,Ansan Rush&cash v Suwon Kepco, Favorite: ,Ansan Rush&cash, 10389008   size:2.55,Price: ,1.15,Suwon Kepco, 10389011   size:2.55,Price: ,1.82,ok
1.122196899, Sport: ,Soccer, Time: ,Wed Dec 09 14:00:00 CET 2015, Time: ,Wed Dec 09 14:00:00 CET 2015, Event: ,Al Ahli (QAT) v Lekhwiya, Favorite: ,Lekhwiya, 5168555   size:2.55,Price: ,1.62,Al Ahli (QAT), 5671996   size:2.55,Price: ,4.1,The Draw, 58805   size:2.55,Price: ,3.7,ok
1.122123416, Sport: ,Handball, Time: ,Wed Dec 09 20:15:00 CET 2015, Time: ,Wed Dec 09 20:15:00 CET 2015, Event: ,Chambery v Aix, Favorite: ,Chambery, 3361608   size:2.75,Price: ,1.03,Aix, 6721925   size:5.96,Price: ,1.28,Draw, 330157   size:5.96,Price: ,1.28,ok
1.122186296, Sport: ,Soccer, Time: ,Tue Dec 08 20:30:00 CET 2015, Time: ,Tue Dec 08 20:30:00 CET 2015, Event: ,Raith U20 v Cowdenbeath U20, Favorite: ,Cowdenbeath U20, 9040796   size:129.0,Price: ,2.54,Raith U20, 9023216   size:15.63,Price: ,2.92,The Draw, 58805   size:13.64,Price: ,3.2,x
1.122189687, Sport: ,Volleyball, Time: ,Wed Dec 09 09:00:00 CET 2015, Time: ,Wed Dec 09 09:00:00 CET 2015, Event: ,Korea Expressway v Hyundai Hillstate, Favorite: ,Korea Expressway, 10451170   size:189.39,Price: ,1.06,Hyundai Hillstate, 10391682   size:805.36,Price: ,1.06,ok
1.122194355, Sport: ,Soccer, Time: ,Wed Dec 09 19:00:00 CET 2015, Time: ,Wed Dec 09 19:00:00 CET 2015, Event: ,CMD San Juan v Conil, Favorite: ,CMD San Juan, 8390549   size:95.64,Price: ,1.72,Conil, 9315718   size:34.43,Price: ,3.85,The Draw, 58805   size:12.39,Price: ,3.15,ok
1.122195686, Sport: ,Soccer, Time: ,Wed Dec 09 18:00:00 CET 2015, Time: ,Wed Dec 09 18:00:00 CET 2015, Event: ,Werder Bremen (W) v Bayern Munich (W), Favorite: ,Bayern Munich (W), 10150223   size:2.55,Price: ,1.13,Werder Bremen (W), 10215613   size:12.38,Price: ,5.6,The Draw, 58805   size:13.77,Price: ,2.88,x
1.122136471, Sport: ,Soccer, Time: ,Tue Dec 08 20:45:00 CET 2015, Time: ,Tue Dec 08 20:45:00 CET 2015, Event: ,Marine v Burscough, Favorite: ,Marine, 2119329   size:3.3,Price: ,2.14,Burscough, 329504   size:3.71,Price: ,2.7,The Draw, 58805   size:4.8,Price: ,4.9,x
1.122166661, Sport: ,Basketball, Time: ,Wed Dec 09 02:05:00 CET 2015, Time: ,Wed Dec 09 02:05:00 CET 2015, Event: ,Oklahoma City @ Memphis, Favorite: ,Oklahoma City, 3363394   size:32.29,Price: ,1.81,Memphis, 119812   size:6.74,Price: ,2.16,ok
1.122108141, Sport: ,Soccer, Time: ,Wed Dec 09 14:00:00 CET 2015, Time: ,Wed Dec 09 14:00:00 CET 2015, Event: ,Gent U19 v Zenit St Petersburg U19, Favorite: ,Gent U19, 10262015   size:3.71,Price: ,2.36,Zenit St Petersburg U19, 7653290   size:2.55,Price: ,2.5,The Draw, 58805   size:18.33,Price: ,3.4,x
1.122186851, Sport: ,Soccer, Time: ,Tue Dec 08 20:45:00 CET 2015, Time: ,Tue Dec 08 20:45:00 CET 2015, Event: ,Staines Town v Needham Market, Favorite: ,The Draw, 58805   size:61.16,Price: ,1.3,Staines Town, 2608906   size:39.99,Price: ,2.12,Needham Market, 2870975   size:35.0,Price: ,2.3,x
1.122180627, Sport: ,Handball, Time: ,Wed Dec 09 18:30:00 CET 2015, Time: ,Wed Dec 09 18:30:00 CET 2015, Event: ,Angola v Poland, Favorite: ,Angola, 620389   size:2.75,Price: ,1.03,Poland, 624114   size:2.75,Price: ,1.03,Draw, 330157   size:75.0,Price: ,1.04,x
1.122180623, Sport: ,Handball, Time: ,Wed Dec 09 16:15:00 CET 2015, Time: ,Wed Dec 09 16:15:00 CET 2015, Event: ,Cuba v Netherlands, Favorite: ,Netherlands, 626085   size:0.0,Price: ,0.0,Cuba, 3228920   size:12.0,Price: ,300.0,Draw, 330157   size:12.0,Price: ,300.0,ok
1.122183589, Sport: ,Basketball, Time: ,Wed Dec 09 01:00:00 CET 2015, Time: ,Wed Dec 09 01:00:00 CET 2015, Event: ,Florida @ Miami, Favorite: ,Miami, 13109   size:37.54,Price: ,1.34,Florida, 332192   size:2.55,Price: ,3.3,ok
1.122108702, Sport: ,Soccer, Time: ,Wed Dec 09 19:15:00 CET 2015, Time: ,Wed Dec 09 19:15:00 CET 2015, Event: ,Caudal Deportivo v Urraca CF, Favorite: ,Caudal Deportivo, 6603990   size:3.67,Price: ,1.11,Urraca CF, 7229861   size:26.51,Price: ,26.0,The Draw, 58805   size:34.43,Price: ,6.4,ok
