1.122547186, Sport: ,Tennis, Time: ,Sun Jan 10 20:50:00 CET 2016, Time: ,Sun Jan 10 20:50:00 CET 2016, Event: ,H Casanova v Villanueva, Favorite: ,Hernan Casanova, 9042437   size:20.67,Price: ,1.11,Gonzalo Villanueva, 9042439   size:3.27,Price: ,1.16,ok
1.122530605, Sport: ,Soccer, Time: ,Mon Jan 11 14:00:00 CET 2016, Time: ,Mon Jan 11 14:00:00 CET 2016, Event: ,Ipswich U21 v Charlton U21, Favorite: ,Ipswich U21, 6799679   size:7.85,Price: ,1.07,Charlton U21, 6808104   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,x
1.122519774, Sport: ,Ice Hockey, Time: ,Mon Jan 11 19:00:00 CET 2016, Time: ,Mon Jan 11 19:00:00 CET 2016, Event: ,Tingsryds AIF v VIK Vasteraas, Favorite: ,VIK Vasteraas, 10652212   size:73.17,Price: ,1.44,Tingsryds AIF, 8408825   size:73.17,Price: ,1.52,Tie, 60104   size:73.17,Price: ,4.2,x
1.122510598, Sport: ,American Football, Time: ,Sun Jan 10 22:40:00 CET 2016, Time: ,Sun Jan 10 22:40:00 CET 2016, Event: ,Green Bay Packers @ Washington Redskins, Favorite: ,Green Bay Packers, 50192   size:5.06,Price: ,2.04,Washington Redskins, 50187   size:7.66,Price: ,2.06,Tie After Normal Time, 7670445   size:2.0,Price: ,11.5,ok
1.122554497, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Arguello/Cachin v Galdos/Lindell, Favorite: ,Arguello/Cachin, 9262761   size:9.16,Price: ,1.06,Galdos/Lindell, 10707077   size:9.16,Price: ,1.06,x
1.122509241, Sport: ,Basketball, Time: ,Mon Jan 11 12:00:00 CET 2016, Time: ,Mon Jan 11 12:00:00 CET 2016, Event: ,Rain or Shine v San Miguel Beermen, Favorite: ,San Miguel Beermen, 3803247   size:15.73,Price: ,1.4,Rain Or Shine, 3880438   size:7.55,Price: ,3.1,ok
1.122544859, Sport: ,Soccer, Time: ,Mon Jan 11 14:30:00 CET 2016, Time: ,Mon Jan 11 14:30:00 CET 2016, Event: ,Dunfermline U20 v St Mirren U20, Favorite: ,St Mirren U20, 6734302   size:2.55,Price: ,1.38,Dunfermline U20, 6791592   size:2.55,Price: ,2.04,The Draw, 58805   size:50.0,Price: ,3.3,ok
1.122554491, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Arevalo/Martinez v Paz/Pena Lopez, Favorite: ,Arevalo/Martinez, 10707074   size:9.16,Price: ,1.06,Paz/Pena Lopez, 10707075   size:9.16,Price: ,1.06,ok
1.122539497, Sport: ,Ice Hockey, Time: ,Mon Jan 11 15:00:00 CET 2016, Time: ,Mon Jan 11 15:00:00 CET 2016, Event: ,Avtomobilist v CSKA Moscow, Favorite: ,CSKA Moscow, 1252385   size:90.78,Price: ,1.51,Avtomobilist, 4138395   size:8.52,Price: ,4.9,Tie, 60104   size:107.29,Price: ,4.1,x
1.122545026, Sport: ,Soccer, Time: ,Mon Jan 11 09:00:00 CET 2016, Time: ,Mon Jan 11 09:00:00 CET 2016, Event: ,Song Lam Nghe An v Ha Noi FC, Favorite: ,Song Lam Nghe An, 5519049   size:7.95,Price: ,1.07,Ha Noi FC, 7226986   size:50.1,Price: ,1.44,The Draw, 58805   size:50.0,Price: ,3.0,ok
1.122481196, Sport: ,Basketball, Time: ,Sun Jan 10 21:00:00 CET 2016, Time: ,Sun Jan 10 21:00:00 CET 2016, Event: ,Skopje v KK Sutjeska, Favorite: ,KK Sutjeska, 9029075   size:3.68,Price: ,1.03,Skopje, 6702723   size:2.66,Price: ,1.1,ok
1.122547842, Sport: ,Cricket, Time: ,Mon Jan 11 06:30:00 CET 2016, Time: ,Mon Jan 11 06:30:00 CET 2016, Event: ,New Zealand U19 v Pakistan U19, Favorite: ,New Zealand U19, 2858009   size:160.87,Price: ,1.03,Pakistan U19, 737326   size:160.87,Price: ,1.03,ok
1.122486124, Sport: ,Basketball, Time: ,Mon Jan 11 00:00:00 CET 2016, Time: ,Mon Jan 11 00:00:00 CET 2016, Event: ,Cleveland @ Philadelphia, Favorite: ,Cleveland, 13112   size:34166.03,Price: ,1.04,Philadelphia, 13103   size:31.73,Price: ,19.0,ok
1.122546877, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Clezar v Souza, Favorite: ,Guilherme Clezar, 5304142   size:2.55,Price: ,1.6,Joao Souza, 4490590   size:43.06,Price: ,1.81,x
1.122486194, Sport: ,Basketball, Time: ,Mon Jan 11 02:00:00 CET 2016, Time: ,Mon Jan 11 02:00:00 CET 2016, Event: ,Charlotte @ Denver, Favorite: ,Denver, 13124   size:12.39,Price: ,1.75,Charlotte, 13110   size:4.89,Price: ,2.3,ok
1.122203496, Sport: ,Snooker, Time: ,Mon Jan 11 20:00:00 CET 2016, Time: ,Mon Jan 11 20:00:00 CET 2016, Event: ,Hawkins v Perry, Favorite: ,Barry Hawkins, 2278801   size:7.17,Price: ,1.86,Joe Perry, 2281428   size:5.0,Price: ,2.04,ok
1.122467695, Sport: ,Basketball, Time: ,Mon Jan 11 01:30:00 CET 2016, Time: ,Mon Jan 11 01:30:00 CET 2016, Event: ,Villanova @ Butler, Favorite: ,Villanova, 675919   size:308.67,Price: ,1.49,Butler, 355909   size:86.0,Price: ,2.74,ok
1.122510626, Sport: ,Basketball, Time: ,Mon Jan 11 18:00:00 CET 2016, Time: ,Mon Jan 11 18:00:00 CET 2016, Event: ,Usak Sportif v Fenerbahce, Favorite: ,Fenerbahce, 631290   size:5.14,Price: ,1.21,Usak Sportif, 7756133   size:6.99,Price: ,4.5,ok
1.122534935, Sport: ,Soccer, Time: ,Sun Jan 10 21:00:00 CET 2016, Time: ,Sun Jan 10 21:00:00 CET 2016, Event: ,Boys Town FC v Waterhouse FC, Favorite: ,Boys Town FC, 7688376   size:25.94,Price: ,1.94,Waterhouse FC, 7735650   size:23.54,Price: ,4.9,The Draw, 58805   size:101.11,Price: ,3.4,x
1.122449006, Sport: ,Soccer, Time: ,Sun Jan 10 21:30:00 CET 2016, Time: ,Sun Jan 10 21:30:00 CET 2016, Event: ,Nacional v Benfica, Favorite: ,Benfica, 48783   size:505.75,Price: ,1.81,Nacional, 203723   size:260.1,Price: ,5.4,The Draw, 58805   size:406.19,Price: ,3.7,x
1.122555973, Sport: ,Soccer, Time: ,Mon Jan 11 16:30:00 CET 2016, Time: ,Mon Jan 11 16:30:00 CET 2016, Event: ,Hannover v Hertha Berlin, Favorite: ,Hertha Berlin, 44518   size:18.0,Price: ,1.07,Hannover, 197307   size:18.0,Price: ,1.12,The Draw, 58805   size:37.14,Price: ,1.28,ok
1.122554489, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Peralta/Zeballos v Arnold Ker/Ramirez Hida, Favorite: ,Peralta/Zeballos, 10409109   size:9.16,Price: ,1.06,Arnold Ker/Ramirez Hida, 10707072   size:9.16,Price: ,1.06,ok
1.122511034, Sport: ,Basketball, Time: ,Mon Jan 11 18:30:00 CET 2016, Time: ,Mon Jan 11 18:30:00 CET 2016, Event: ,VEF Riga v Lokomotiv Kuban, Favorite: ,Lokomotiv Kuban, 5508059   size:206.09,Price: ,1.15,VEF Riga, 4276692   size:5.86,Price: ,5.4,ok
1.122551654, Sport: ,Basketball, Time: ,Mon Jan 11 20:05:00 CET 2016, Time: ,Mon Jan 11 20:05:00 CET 2016, Event: ,Hapoel Holon v Maccabi R Lez, Favorite: ,Maccabi R Lez, 7758969   size:73.61,Price: ,1.55,Hapoel Holon, 6796483   size:146.35,Price: ,2.52,x
1.122546905, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Lipovsek Puches v Rodriguez Taverna, Favorite: ,Tomas Lipovsek Puches, 8174492   size:9.16,Price: ,1.06,Santiago Fa Rodriguez T, 9634394   size:9.16,Price: ,1.06,ok
1.122542549, Sport: ,Soccer, Time: ,Sun Jan 10 23:30:00 CET 2016, Time: ,Sun Jan 10 23:30:00 CET 2016, Event: ,CR Flamengo U20 v Brasilia FC U20, Favorite: ,CR Flamengo U20, 10694421   size:6.86,Price: ,1.37,Brasilia FC U20, 10681207   size:2.49,Price: ,8.2,The Draw, 58805   size:5.84,Price: ,5.6,ok
1.122535100, Sport: ,Soccer, Time: ,Mon Jan 11 00:00:00 CET 2016, Time: ,Mon Jan 11 00:00:00 CET 2016, Event: ,Arnett Gardens FC v Montego Bay Utd, Favorite: ,Arnett Gardens FC, 7666192   size:4.95,Price: ,2.62,Montego Bay Utd, 10105826   size:9.84,Price: ,2.94,The Draw, 58805   size:2.0,Price: ,3.2,ok
1.122511030, Sport: ,Basketball, Time: ,Mon Jan 11 17:30:00 CET 2016, Time: ,Mon Jan 11 17:30:00 CET 2016, Event: ,Nilan Bisons v Vita Tbilisi, Favorite: ,Nilan Bisons, 7749519   size:29.61,Price: ,1.01,Vita Tbilisi, 10369608   size:3.72,Price: ,1.03,ok
1.122537003, Sport: ,Basketball, Time: ,Mon Jan 11 11:00:00 CET 2016, Time: ,Mon Jan 11 11:00:00 CET 2016, Event: ,KEB Hanabank v KB Stars, Favorite: ,KEB Hanabank, 8118828   size:2.55,Price: ,1.76,KB Stars, 6739926   size:2.55,Price: ,2.1,ok
1.122546909, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Carballes Baena v M Arevalo, Favorite: ,Roberto Carballes Baena, 7185192   size:9.16,Price: ,1.06,Marcelo Arevalo, 7430966   size:9.16,Price: ,1.06,ok
1.122481188, Sport: ,Basketball, Time: ,Mon Jan 11 17:00:00 CET 2016, Time: ,Mon Jan 11 17:00:00 CET 2016, Event: ,Union Olimpija v Crvena Zvezda, Favorite: ,Crvena Zvezda, 1275898   size:4.86,Price: ,1.48,Union Olimpija, 266278   size:286.12,Price: ,2.86,ok
1.122444907, Sport: ,Soccer, Time: ,Mon Jan 11 15:00:00 CET 2016, Time: ,Mon Jan 11 15:00:00 CET 2016, Event: ,Sanliurfaspor v Ahmed SK, Favorite: ,The Draw, 58805   size:29.8,Price: ,1.35,Sanliurfaspor, 2610482   size:2.55,Price: ,1.64,Ahmed SK, 10292627   size:5.36,Price: ,4.4,x
1.122457137, Sport: ,Bowls, Time: ,Mon Jan 11 11:00:00 CET 2016, Time: ,Mon Jan 11 11:00:00 CET 2016, Event: ,Mervyn King v Stephen Harris, Favorite: ,Mervyn King, 2266357   size:0.0,Price: ,0.0,Stephen Harris, 6919635   size:0.0,Price: ,0.0,ok
1.122544686, Sport: ,Soccer, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Al Hadd v Al Shabbab Manama, Favorite: ,Al Hadd, 6758121   size:7.85,Price: ,1.07,Al Shabbab Manama, 6758057   size:7.85,Price: ,1.07,The Draw, 58805   size:2.66,Price: ,1.25,ok
1.122467692, Sport: ,Basketball, Time: ,Sun Jan 10 22:00:00 CET 2016, Time: ,Sun Jan 10 22:00:00 CET 2016, Event: ,UCF @ SMU, Favorite: ,SMU, 723285   size:65.32,Price: ,1.03,UCF, 4399083   size:12.3,Price: ,13.0,ok
1.122546900, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,J Eysseric v Ma Gonzalez, Favorite: ,Maximo Gonzalez, 2489416   size:2.55,Price: ,1.29,Jonathan Eysseric, 2426230   size:2.55,Price: ,2.78,ok
1.122554515, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Dutra Silva/Souza v Bangoura/Seeberger, Favorite: ,Dutra Silva/Souza, 10252644   size:9.16,Price: ,1.06,Bangoura/Seeberger, 10435760   size:9.16,Price: ,1.06,ok
1.122530667, Sport: ,Soccer, Time: ,Mon Jan 11 20:00:00 CET 2016, Time: ,Mon Jan 11 20:00:00 CET 2016, Event: ,Man City U21 v Everton U21, Favorite: ,Man City U21, 6584787   size:5.0,Price: ,1.15,Everton U21, 6689709   size:5.0,Price: ,1.79,The Draw, 58805   size:12.5,Price: ,1.74,x
1.122530661, Sport: ,Soccer, Time: ,Mon Jan 11 14:30:00 CET 2016, Time: ,Mon Jan 11 14:30:00 CET 2016, Event: ,Watford U21 v Brentford U21, Favorite: ,Watford U21, 10123520   size:7.85,Price: ,1.07,Brentford U21, 6628855   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,x
1.122530665, Sport: ,Soccer, Time: ,Mon Jan 11 20:00:00 CET 2016, Time: ,Mon Jan 11 20:00:00 CET 2016, Event: ,Reading U21 v Man Utd U21, Favorite: ,Man Utd U21, 6615321   size:5.0,Price: ,1.17,Reading U21, 6586874   size:5.0,Price: ,1.68,The Draw, 58805   size:12.5,Price: ,1.63,ok
1.122547828, Sport: ,Tennis, Time: ,Mon Jan 11 04:00:00 CET 2016, Time: ,Mon Jan 11 04:00:00 CET 2016, Event: ,Milton v Kibi, Favorite: ,Joshua Milton, 3985858   size:3.35,Price: ,1.49,Yuya Kibi, 8815719   size:2.65,Price: ,1.89,ok
1.122486224, Sport: ,Basketball, Time: ,Mon Jan 11 03:00:00 CET 2016, Time: ,Mon Jan 11 03:00:00 CET 2016, Event: ,Oklahoma City @ Portland, Favorite: ,Oklahoma City, 3363394   size:93.0,Price: ,1.31,Portland, 13129   size:55.59,Price: ,3.95,x
1.122486104, Sport: ,Basketball, Time: ,Mon Jan 11 00:00:00 CET 2016, Time: ,Mon Jan 11 00:00:00 CET 2016, Event: ,Boston @ Memphis, Favorite: ,Boston, 13108   size:126.31,Price: ,1.74,Memphis, 119812   size:5.58,Price: ,2.32,x
1.122203264, Sport: ,Snooker, Time: ,Mon Jan 11 14:00:00 CET 2016, Time: ,Mon Jan 11 14:00:00 CET 2016, Event: ,Trump v Maguire, Favorite: ,Judd Trump, 2279955   size:9.31,Price: ,1.62,Stephen Maguire, 2278793   size:53.22,Price: ,2.58,ok
1.122530679, Sport: ,Soccer, Time: ,Mon Jan 11 20:00:00 CET 2016, Time: ,Mon Jan 11 20:00:00 CET 2016, Event: ,Hull U21 v Barnsley U21, Favorite: ,Hull U21, 10123519   size:7.85,Price: ,1.07,Barnsley U21, 6667038   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,x
1.122554503, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Hernandez-Ferna/Molteni v Martin/Melzer, Favorite: ,Hernandez-Ferna/Molteni, 10707073   size:9.16,Price: ,1.06,Martin/Melzer, 8307924   size:9.16,Price: ,1.06,ok
1.122554989, Sport: ,Soccer, Time: ,Mon Jan 11 12:00:00 CET 2016, Time: ,Mon Jan 11 12:00:00 CET 2016, Event: ,Hannover v Wehen Wiesbaden, Favorite: ,Hannover, 197307   size:18.0,Price: ,1.38,Wehen Wiesbaden, 6500322   size:18.0,Price: ,1.51,The Draw, 58805   size:13.0,Price: ,3.15,ok
1.122554505, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Collarini/Kicker v Clezar/Neis, Favorite: ,Collarini/Kicker, 10707076   size:9.16,Price: ,1.06,Clezar/Neis, 8861023   size:9.16,Price: ,1.06,x
1.122554507, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Eysseric/Reyes-Varela v Andreozzi/Behar, Favorite: ,Eysseric/Reyes-Varela, 10689060   size:9.16,Price: ,1.06,Andreozzi/Behar, 8226205   size:9.16,Price: ,1.06,x
1.122443286, Sport: ,Soccer, Time: ,Mon Jan 11 18:30:00 CET 2016, Time: ,Mon Jan 11 18:30:00 CET 2016, Event: ,AEL Kalloni v Panathinaikos, Favorite: ,Panathinaikos, 50334   size:217.9,Price: ,1.48,AEL Kalloni, 7449102   size:3.51,Price: ,8.6,The Draw, 58805   size:56.57,Price: ,4.5,ok
