1.122547186, Sport: ,Tennis, Time: ,Sun Jan 10 20:50:00 CET 2016, Time: ,Sun Jan 10 20:50:00 CET 2016, Event: ,H Casanova v Villanueva, Favorite: ,Hernan Casanova, 9042437   size:20.67,Price: ,1.11,Gonzalo Villanueva, 9042439   size:3.27,Price: ,1.16,ok
1.122532008, Sport: ,Soccer, Time: ,Mon Jan 11 00:00:00 CET 2016, Time: ,Mon Jan 11 00:00:00 CET 2016, Event: ,Parham FC v Greenbay Hoppers FC, Favorite: ,Greenbay Hoppers FC, 8018657   size:3.87,Price: ,1.29,Parham FC, 8031571   size:4.46,Price: ,8.8,The Draw, 58805   size:5.73,Price: ,5.4,x
1.122548393, Sport: ,Soccer, Time: ,Mon Jan 11 01:30:00 CET 2016, Time: ,Mon Jan 11 01:30:00 CET 2016, Event: ,Fort Lauderdale v Schalke, Favorite: ,Schalke, 50335   size:90.0,Price: ,1.26,Fort Lauderdale, 5673440   size:7.0,Price: ,14.0,The Draw, 58805   size:17.32,Price: ,7.2,ok
1.122444067, Sport: ,Soccer, Time: ,Mon Jan 11 00:00:00 CET 2016, Time: ,Mon Jan 11 00:00:00 CET 2016, Event: ,Guadalajara v Veracruz, Favorite: ,Guadalajara, 230909   size:519.97,Price: ,2.02,Veracruz, 328922   size:53.22,Price: ,4.3,The Draw, 58805   size:12.17,Price: ,3.5,x
1.122443651, Sport: ,Soccer, Time: ,Mon Jan 11 20:00:00 CET 2016, Time: ,Mon Jan 11 20:00:00 CET 2016, Event: ,Albinoleffe v Mantova, Favorite: ,Albinoleffe, 201255   size:8.55,Price: ,2.64,Mantova, 924269   size:8.0,Price: ,2.96,The Draw, 58805   size:2.66,Price: ,3.0,x
1.122473580, Sport: ,Volleyball, Time: ,Mon Jan 11 09:00:00 CET 2016, Time: ,Mon Jan 11 09:00:00 CET 2016, Event: ,Hyundai Hillstate v Korea Expressway, Favorite: ,Hyundai Hillstate, 10391682   size:2.55,Price: ,1.09,Korea Expressway, 10451170   size:2.55,Price: ,5.9,x
1.122541402, Sport: ,Tennis, Time: ,Mon Jan 11 07:15:00 CET 2016, Time: ,Mon Jan 11 07:15:00 CET 2016, Event: ,Jim Wang v Pavlasek, Favorite: ,Jimmy Wang, 5377090   size:24.6,Price: ,1.85,Adam Pavlasek, 8494652   size:2.55,Price: ,2.06,x
1.122512471, Sport: ,Ice Hockey, Time: ,Mon Jan 11 17:00:00 CET 2016, Time: ,Mon Jan 11 17:00:00 CET 2016, Event: ,Lokomotiv Yaroslavl v Torpedo N. Novgorod, Favorite: ,Lokomotiv Yaroslavl, 672199   size:441.53,Price: ,1.84,Torpedo N. Novgorod, 8835402   size:143.48,Price: ,3.55,Tie, 60104   size:124.02,Price: ,3.95,ok
1.122547347, Sport: ,Tennis, Time: ,Sun Jan 10 23:30:00 CET 2016, Time: ,Sun Jan 10 23:30:00 CET 2016, Event: ,Michon v G Melzer, Favorite: ,Gerald Melzer, 4876705   size:10.56,Price: ,1.62,Axel Michon, 4994683   size:12.3,Price: ,2.44,ok
1.122546933, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Zukas v Dutra Silva, Favorite: ,Rogerio Dutra Silva, 2301068   size:2.55,Price: ,1.19,Matias Zukas, 9626650   size:24.04,Price: ,2.66,ok
1.122414931, Sport: ,Ice Hockey, Time: ,Mon Jan 11 01:05:00 CET 2016, Time: ,Mon Jan 11 01:05:00 CET 2016, Event: ,Colorado @ Chicago, Favorite: ,Chicago, 2109831   size:75.54,Price: ,1.98,Colorado, 2108117   size:3.8,Price: ,3.7,Tie, 60104   size:93.75,Price: ,4.2,ok
1.122547745, Sport: ,Tennis, Time: ,Mon Jan 11 04:00:00 CET 2016, Time: ,Mon Jan 11 04:00:00 CET 2016, Event: ,Al Kuznetsov v Neuchrist, Favorite: ,Alex Kuznetsov, 2263691   size:3.36,Price: ,1.43,Maximilian Neuchrist, 7797896   size:2.45,Price: ,2.04,x
1.122436274, Sport: ,Soccer, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Smouha v El Daklyeh, Favorite: ,Smouha, 5170871   size:3.78,Price: ,2.38,El Daklyeh, 5907009   size:2.55,Price: ,3.15,The Draw, 58805   size:3.47,Price: ,2.94,x
1.122466422, Sport: ,American Football, Time: ,Sun Jan 10 22:40:00 CET 2016, Time: ,Sun Jan 10 22:40:00 CET 2016, Event: ,Green Bay Packers @ Washington Redskins, Favorite: ,Washington Redskins, 50187   size:2992.86,Price: ,1.98,Green Bay Packers, 50192   size:1805.17,Price: ,2.0,x
1.122512504, Sport: ,Ice Hockey, Time: ,Mon Jan 11 17:30:00 CET 2016, Time: ,Mon Jan 11 17:30:00 CET 2016, Event: ,SKA St. Petersburg v KHL Zagreb, Favorite: ,SKA St. Petersburg, 8986371   size:73.83,Price: ,1.49,KHL Zagreb, 10653700   size:8.52,Price: ,4.9,Tie, 60104   size:7.91,Price: ,5.2,ok
1.122554782, Sport: ,Soccer, Time: ,Mon Jan 11 17:00:00 CET 2016, Time: ,Mon Jan 11 17:00:00 CET 2016, Event: ,Apollon Smirnis v AOK Kerkyra, Favorite: ,Apollon Smirnis, 5258432   size:6.0,Price: ,1.91,AOK Kerkyra, 8785880   size:6.0,Price: ,2.86,The Draw, 58805   size:12.0,Price: ,2.6,x
1.122530598, Sport: ,Soccer, Time: ,Mon Jan 11 14:00:00 CET 2016, Time: ,Mon Jan 11 14:00:00 CET 2016, Event: ,Nottm Forest U21 v Huddersfield U21, Favorite: ,Nottm Forest U21, 6815552   size:7.85,Price: ,1.07,Huddersfield U21, 6678229   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,x
1.122530596, Sport: ,Soccer, Time: ,Mon Jan 11 14:00:00 CET 2016, Time: ,Mon Jan 11 14:00:00 CET 2016, Event: ,Sheff Wed U21 v Sheff Utd U21, Favorite: ,Sheff Wed U21, 6813026   size:7.85,Price: ,1.07,Sheff Utd U21, 6812038   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,x
1.122546925, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Cachin v G Melzer, Favorite: ,Gerald Melzer, 4876705   size:5.26,Price: ,1.45,Pedro Cachin, 8461316   size:38.48,Price: ,2.12,ok
1.122414946, Sport: ,Ice Hockey, Time: ,Mon Jan 11 03:35:00 CET 2016, Time: ,Mon Jan 11 03:35:00 CET 2016, Event: ,Florida @ Edmonton, Favorite: ,Florida, 2112317   size:57.48,Price: ,2.44,Edmonton, 2109967   size:127.34,Price: ,2.82,Tie, 60104   size:351.23,Price: ,4.0,ok
1.122541637, Sport: ,Basketball, Time: ,Mon Jan 11 19:00:00 CET 2016, Time: ,Mon Jan 11 19:00:00 CET 2016, Event: ,Zepter Vienna v Klosterneuburg, Favorite: ,Zepter Vienna, 7036692   size:2.55,Price: ,1.49,Klosterneuburg, 7036697   size:30.68,Price: ,2.74,ok
1.122434410, Sport: ,Soccer, Time: ,Sun Jan 10 21:00:00 CET 2016, Time: ,Sun Jan 10 21:00:00 CET 2016, Event: ,Marseille v Guingamp, Favorite: ,Marseille, 44798   size:258.4,Price: ,1.77,Guingamp, 44801   size:87.45,Price: ,6.4,The Draw, 58805   size:40.25,Price: ,3.55,x
1.122541638, Sport: ,Basketball, Time: ,Mon Jan 11 19:00:00 CET 2016, Time: ,Mon Jan 11 19:00:00 CET 2016, Event: ,Randers v Hoersholm, Favorite: ,Randers, 6719073   size:3.72,Price: ,1.03,Hoersholm, 6719077   size:3.72,Price: ,1.03,ok
1.122546929, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Lindell v De Greef, Favorite: ,Christian Lindell, 4843189   size:2.55,Price: ,1.66,Arthur De Greef, 7287672   size:48.36,Price: ,1.73,x
1.122414941, Sport: ,Ice Hockey, Time: ,Mon Jan 11 02:05:00 CET 2016, Time: ,Mon Jan 11 02:05:00 CET 2016, Event: ,Detroit @ Anaheim, Favorite: ,Anaheim, 60109   size:127.37,Price: ,2.28,Detroit, 975676   size:117.42,Price: ,3.0,Tie, 60104   size:101.25,Price: ,4.0,x
1.122546885, Sport: ,Tennis, Time: ,Mon Jan 11 16:00:00 CET 2016, Time: ,Mon Jan 11 16:00:00 CET 2016, Event: ,Kicker v E Gomez, Favorite: ,Nicolas Kicker, 8326744   size:117.39,Price: ,1.34,Emilio Gomez, 4994250   size:60.47,Price: ,1.66,x
1.122486134, Sport: ,Basketball, Time: ,Sun Jan 10 23:00:00 CET 2016, Time: ,Sun Jan 10 23:00:00 CET 2016, Event: ,Dallas @ Minnesota, Favorite: ,Dallas, 13122   size:266.0,Price: ,1.63,Minnesota, 13118   size:56.76,Price: ,2.54,ok
1.122547857, Sport: ,Tennis, Time: ,Mon Jan 11 04:00:00 CET 2016, Time: ,Mon Jan 11 04:00:00 CET 2016, Event: ,Nielsen v Tursunov, Favorite: ,Dmitry Tursunov, 2256471   size:3.79,Price: ,1.32,Frederik Nielsen, 2444574   size:28.22,Price: ,2.52,x
1.122530602, Sport: ,Soccer, Time: ,Mon Jan 11 14:00:00 CET 2016, Time: ,Mon Jan 11 14:00:00 CET 2016, Event: ,Leeds U21 v Birmingham U21, Favorite: ,Leeds U21, 6867657   size:7.85,Price: ,1.07,Birmingham U21, 6813025   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,x
1.122530600, Sport: ,Soccer, Time: ,Mon Jan 11 14:00:00 CET 2016, Time: ,Mon Jan 11 14:00:00 CET 2016, Event: ,Crewe U21 v Coventry U21, Favorite: ,Crewe U21, 6628863   size:7.85,Price: ,1.07,Coventry U21, 6812039   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,ok
1.122473568, Sport: ,Volleyball, Time: ,Mon Jan 11 11:00:00 CET 2016, Time: ,Mon Jan 11 11:00:00 CET 2016, Event: ,Suwon Kepco v Ansan Rush&cash, Favorite: ,Ansan Rush&cash, 10443744   size:2.55,Price: ,1.34,Suwon Kepco, 10389011   size:19.17,Price: ,3.35,x
1.122545144, Sport: ,Soccer, Time: ,Mon Jan 11 11:00:00 CET 2016, Time: ,Mon Jan 11 11:00:00 CET 2016, Event: ,Hai Phong v Quang Ninh, Favorite: ,Hai Phong, 9109500   size:6.99,Price: ,1.17,Quang Ninh, 9127869   size:7.08,Price: ,1.17,The Draw, 58805   size:3.66,Price: ,3.0,x
1.122545386, Sport: ,Soccer, Time: ,Mon Jan 11 15:30:00 CET 2016, Time: ,Mon Jan 11 15:30:00 CET 2016, Event: ,Wurzburger Kickers v Aalen, Favorite: ,Wurzburger Kickers, 6516913   size:7.85,Price: ,1.07,Aalen, 208029   size:7.85,Price: ,1.07,The Draw, 58805   size:40.0,Price: ,1.26,ok
