1.119742589, Sport: ,Soccer, Time: ,Wed Aug 05 18:45:00 CEST 2015, Time: ,Wed Aug 05 18:45:00 CEST 2015, Event: ,Sparta Prague v CSKA Moscow, Favorite: ,CSKA Moscow, 217210   size:77.66,Price: ,2.6,Sparta Prague, 110475   size:527.47,Price: ,2.92,The Draw, 58805   size:115.98,Price: ,3.6,ok
1.119855903, Sport: ,Tennis, Time: ,Wed Aug 05 22:00:00 CEST 2015, Time: ,Wed Aug 05 22:00:00 CEST 2015, Event: ,Fel Lopez v L Hewitt, Favorite: ,Feliciano Lopez, 2265109   size:118.92,Price: ,1.49,Lleyton Hewitt, 2249395   size:23.51,Price: ,2.88,ok
1.119829739, Sport: ,Tennis, Time: ,Wed Aug 05 23:45:00 CEST 2015, Time: ,Wed Aug 05 23:45:00 CEST 2015, Event: ,Krajicek/Monroe v Cabal/Farah, Favorite: ,Cabal/Farah, 6098095   size:2.55,Price: ,1.35,Krajicek/Monroe, 8925143   size:2.55,Price: ,2.98,ok
1.119734088, Sport: ,Soccer, Time: ,Wed Aug 05 21:15:00 CEST 2015, Time: ,Wed Aug 05 21:15:00 CEST 2015, Event: ,Breidablik v Keflavik, Favorite: ,Breidablik, 1478217   size:2.27,Price: ,1.54,The Draw, 58805   size:48.65,Price: ,4.8,Keflavik, 808414   size:202.76,Price: ,6.8,ok
1.119641249, Sport: ,Snooker, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Ning v Lam, Favorite: ,Lu Ning, 6185897   size:20.32,Price: ,1.52,Sanderson Lam, 6644308   size:4.3,Price: ,2.88,ok
1.119835183, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Parana Curitiba U19 v J Malucelli U19, Favorite: ,J Malucelli U19, 9732870   size:2.03,Price: ,1.09,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119836195, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,FC Jazz II v PS-44, Favorite: ,FC Jazz II, 9521048   size:18.41,Price: ,1.53,The Draw, 58805   size:2.55,Price: ,4.6,PS-44, 494099   size:3.38,Price: ,5.7,ok
1.119733947, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,IBV v Fylkir, Favorite: ,Fylkir, 46954   size:59.56,Price: ,2.34,IBV, 198705   size:324.92,Price: ,3.15,The Draw, 58805   size:2.0,Price: ,3.65,ok
1.119724088, Sport: ,Baseball, Time: ,Thu Aug 06 01:05:00 CEST 2015, Time: ,Thu Aug 06 01:05:00 CEST 2015, Event: ,CHC @ PIT, Favorite: ,Pittsburgh (J Locke), 5810057   size:360.72,Price: ,1.78,Chicago Cubs (D Haren), 10115949   size:114.0,Price: ,2.22,ok
1.119837203, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Barakaldo v Ath Bilbao B, Favorite: ,Barakaldo, 565023   size:4.8,Price: ,2.48,Ath Bilbao B, 4943238   size:2.35,Price: ,2.5,The Draw, 58805   size:2.12,Price: ,3.25,x
1.119856883, Sport: ,Baseball, Time: ,Thu Aug 06 01:05:00 CEST 2015, Time: ,Thu Aug 06 01:05:00 CEST 2015, Event: ,KC @ DET, Favorite: ,Kansas City (J Cueto), 10096750   size:267.33,Price: ,1.63,Detroit (M Boyd), 10118589   size:119.33,Price: ,2.5,x
1.119641532, Sport: ,Snooker, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,L Walker v Hugill, Favorite: ,lee walker, 2620445   size:3.2,Price: ,1.4,Ashley Hugill, 9545320   size:2.55,Price: ,3.15,ok
1.119833163, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Entella v Genoa, Favorite: ,Genoa, 60310   size:35.45,Price: ,1.8,The Draw, 58805   size:45.18,Price: ,3.75,Entella, 4893589   size:18.64,Price: ,5.1,x
1.119836475, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Preilu BJSS v Spartaks Jurmala, Favorite: ,Spartaks Jurmala, 9306442   size:29.1,Price: ,1.08,The Draw, 58805   size:38.07,Price: ,6.6,Preilu BJSS, 7426060   size:28.48,Price: ,10.5,ok
1.119724002, Sport: ,Baseball, Time: ,Thu Aug 06 01:05:00 CEST 2015, Time: ,Thu Aug 06 01:05:00 CEST 2015, Event: ,ARI @ WSH, Favorite: ,Washington (G Gonzalez), 6292847   size:726.94,Price: ,1.69,Arizona (R De La Rosa), 9382117   size:16.2,Price: ,2.34,x
1.119723994, Sport: ,Baseball, Time: ,Thu Aug 06 01:05:00 CEST 2015, Time: ,Thu Aug 06 01:05:00 CEST 2015, Event: ,BOS @ NYY, Favorite: ,NY Yankees (L Severino), 10115947   size:44.08,Price: ,1.55,Boston (S Wright), 7555699   size:120.6,Price: ,2.78,
1.119739170, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Prespa Birlik v Lindsdals IF, Favorite: ,Prespa Birlik, 7179559   size:2.55,Price: ,1.23,The Draw, 58805   size:5.1,Price: ,5.4,Lindsdals IF, 6176121   size:3.78,Price: ,7.6,ok
1.119855955, Sport: ,Tennis, Time: ,Thu Aug 06 01:30:00 CEST 2015, Time: ,Thu Aug 06 01:30:00 CEST 2015, Event: ,L Mayer v Rola, Favorite: ,Leonardo Mayer, 3186303   size:318.15,Price: ,1.24,Blaz Rola, 8174357   size:23.07,Price: ,4.7,ok
1.119835744, Sport: ,Soccer, Time: ,Thu Aug 06 00:00:00 CEST 2015, Time: ,Thu Aug 06 00:00:00 CEST 2015, Event: ,Alianza FC v CD UES, Favorite: ,Alianza FC, 5698496   size:2.55,Price: ,1.99,CD UES, 8464811   size:2.55,Price: ,2.88,The Draw, 58805   size:2.15,Price: ,2.98,x
1.119854228, Sport: ,Tennis, Time: ,Wed Aug 05 18:35:00 CEST 2015, Time: ,Wed Aug 05 18:35:00 CEST 2015, Event: ,Almagro v J Melzer, Favorite: ,Nicolas Almagro, 2257310   size:100.63,Price: ,1.31,Jurgen Melzer, 2256472   size:507.56,Price: ,4.1,ok
1.119740635, Sport: ,Soccer, Time: ,Wed Aug 05 22:00:00 CEST 2015, Time: ,Wed Aug 05 22:00:00 CEST 2015, Event: ,Barcelona v Roma, Favorite: ,Barcelona, 55270   size:176.11,Price: ,1.36,The Draw, 58805   size:52.6,Price: ,5.7,Roma, 56967   size:139.78,Price: ,10.5,ok
1.119739168, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Asarums IF v Nosaby IF, Favorite: ,Asarums IF, 8441347   size:2.55,Price: ,1.74,The Draw, 58805   size:4.28,Price: ,3.9,Nosaby IF, 8438634   size:3.8,Price: ,3.95,ok
1.119734158, Sport: ,Soccer, Time: ,Wed Aug 05 21:15:00 CEST 2015, Time: ,Wed Aug 05 21:15:00 CEST 2015, Event: ,Vikingur Reykjavik v IA Akranes, Favorite: ,Vikingur Reykjavik, 5241831   size:103.3,Price: ,1.57,The Draw, 58805   size:375.21,Price: ,4.7,IA Akranes, 399801   size:56.0,Price: ,6.4,
1.119839693, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Miedz Legnica v AEK, Favorite: ,AEK, 214309   size:17.19,Price: ,1.32,The Draw, 58805   size:10.4,Price: ,6.0,Miedz Legnica, 4935893   size:9.18,Price: ,11.5,ok
1.119642307, Sport: ,Snooker, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Calabrese v Leong, Favorite: ,Vinnie Calabrese, 7304570   size:2.55,Price: ,1.64,Thor Chuan Leong, 8789291   size:10.73,Price: ,2.38,
1.119740070, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Carl Zeiss Jena v Schonberg, Favorite: ,Carl Zeiss Jena, 907523   size:4.69,Price: ,1.37,The Draw, 58805   size:3.08,Price: ,5.3,Schonberg, 516225   size:4.2,Price: ,10.5,x
1.119856011, Sport: ,Tennis, Time: ,Wed Aug 05 23:30:00 CEST 2015, Time: ,Wed Aug 05 23:30:00 CEST 2015, Event: ,G Pella v G Dimitrov, Favorite: ,Grigor Dimitrov, 3120169   size:126.38,Price: ,1.13,Guido Pella, 6162610   size:20.65,Price: ,8.2,ok
1.119836027, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Tallinna FC Flora III v Kohtla-Jarve JK Jarve, Favorite: ,Kohtla-Jarve JK Jarve, 7573798   size:3.81,Price: ,1.35,Tallinna FC Flora III, 7236834   size:2.26,Price: ,2.32,The Draw, 58805   size:8.22,Price: ,4.0,ok
1.119835576, Sport: ,Soccer, Time: ,Wed Aug 05 21:30:00 CEST 2015, Time: ,Wed Aug 05 21:30:00 CEST 2015, Event: ,Deportivo JBL del Zulia v Estudiantes de Merida, Favorite: ,Estudiantes de Merida, 7838019   size:2.03,Price: ,1.09,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119837035, Sport: ,Soccer, Time: ,Wed Aug 05 19:30:00 CEST 2015, Time: ,Wed Aug 05 19:30:00 CEST 2015, Event: ,Marino Luanco v Real Aviles, Favorite: ,Real Aviles, 5924349   size:2.9,Price: ,1.89,Marino Luanco, 2522837   size:14.8,Price: ,1.96,The Draw, 58805   size:10.07,Price: ,2.66,x
1.119739161, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Sandvikens v IK Brage, Favorite: ,IK Brage, 502308   size:4.6,Price: ,2.02,Sandvikens, 792229   size:12.29,Price: ,3.5,The Draw, 58805   size:7.08,Price: ,3.75,ok
1.119835857, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Ponte Preta U20 v Cruzeiro U20, Favorite: ,The Draw, 58805   size:11.0,Price: ,1.29,Cruzeiro U20, 5188319   size:3.44,Price: ,1.6,Ponte Preta U20, 6713388   size:3.27,Price: ,1.68,x
1.119834009, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Tondela v RSB Berkane, Favorite: ,Tondela, 4240339   size:3.73,Price: ,1.72,The Draw, 58805   size:62.93,Price: ,3.35,RSB Berkane, 6666990   size:51.96,Price: ,3.85,ok
