1.119742589, Sport: ,Soccer, Time: ,Wed Aug 05 18:45:00 CEST 2015, Time: ,Wed Aug 05 18:45:00 CEST 2015, Event: ,Sparta Prague v CSKA Moscow, Favorite: ,CSKA Moscow, 217210   size:77.66,Price: ,2.6,Sparta Prague, 110475   size:527.47,Price: ,2.92,The Draw, 58805   size:115.98,Price: ,3.6,ok
1.119723986, Sport: ,Baseball, Time: ,Wed Aug 05 21:35:00 CEST 2015, Time: ,Wed Aug 05 21:35:00 CEST 2015, Event: ,BAL @ OAK, Favorite: ,Baltimore (W Chen), 6298659   size:229.37,Price: ,1.8,Oakland (K Graveman), 9385645   size:330.0,Price: ,2.22,ok
1.119855721, Sport: ,Tennis, Time: ,Wed Aug 05 22:00:00 CEST 2015, Time: ,Wed Aug 05 22:00:00 CEST 2015, Event: ,B Tomic v St Johnson, Favorite: ,Bernard Tomic, 3588868   size:11.8,Price: ,1.9,Steve Johnson, 4876706   size:57.99,Price: ,2.06,x
1.119833517, Sport: ,Soccer, Time: ,Wed Aug 05 18:30:00 CEST 2015, Time: ,Wed Aug 05 18:30:00 CEST 2015, Event: ,Tudelano v CD Ebro, Favorite: ,Tudelano, 4923754   size:3.0,Price: ,1.83,The Draw, 58805   size:7.84,Price: ,3.55,CD Ebro, 8041211   size:2.69,Price: ,3.9,x
1.119836867, Sport: ,Soccer, Time: ,Wed Aug 05 20:30:00 CEST 2015, Time: ,Wed Aug 05 20:30:00 CEST 2015, Event: ,Newry City LFC (W) v Ballymena Utd LFC (W), Favorite: ,Ballymena Utd LFC (W), 10111582   size:13.63,Price: ,1.07,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119739560, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Hapoel Haifa v Hapoel Akko, Favorite: ,Hapoel Haifa, 5266551   size:64.88,Price: ,1.69,The Draw, 58805   size:2.55,Price: ,3.85,Hapoel Akko, 6145718   size:2.55,Price: ,5.8,ok
1.119739165, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Vara SK v Norrby IF, Favorite: ,Norrby IF, 778921   size:5.0,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.44,Vara SK, 9753105   size:5.0,Price: ,2.56,ok
1.119836307, Sport: ,Soccer, Time: ,Wed Aug 05 20:30:00 CEST 2015, Time: ,Wed Aug 05 20:30:00 CEST 2015, Event: ,Tindastoll (W) v Einherji (W), Favorite: ,Einherji (W), 9593526   size:13.63,Price: ,1.07,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119739163, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Sollentuna FF v Vasalunds IF, Favorite: ,Vasalunds IF, 2996873   size:2.55,Price: ,2.38,Sollentuna FF, 8438639   size:7.47,Price: ,2.82,The Draw, 58805   size:12.3,Price: ,3.6,x
1.119833799, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Levante UD II v Huracan CF, Favorite: ,Huracan CF, 5759749   size:2.58,Price: ,2.26,Levante UD II, 6399692   size:2.07,Price: ,3.1,The Draw, 58805   size:68.59,Price: ,3.15,x
1.119739158, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Nybro v Oskarshamns AIK, Favorite: ,Oskarshamns AIK, 778920   size:11.0,Price: ,1.07,Nybro, 10091594   size:11.0,Price: ,1.08,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119739156, Sport: ,Soccer, Time: ,Wed Aug 05 19:30:00 CEST 2015, Time: ,Wed Aug 05 19:30:00 CEST 2015, Event: ,Nacka v Huddinge, Favorite: ,Huddinge, 7179555   size:11.79,Price: ,2.18,Nacka, 6431911   size:62.79,Price: ,3.2,The Draw, 58805   size:84.77,Price: ,3.8,
1.119825198, Sport: ,Tennis, Time: ,Wed Aug 05 23:00:00 CEST 2015, Time: ,Wed Aug 05 23:00:00 CEST 2015, Event: ,Kudryavtsev/Pavlyuchenk v Cornet/Linette, Favorite: ,Kudryavtsev/Pavlyuchenk, 9144497   size:2.55,Price: ,1.43,Cornet/Linette, 8844672   size:2.55,Price: ,2.8,ok
1.119836251, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Slovakia (W) v UAE (W), Favorite: ,Slovakia (W), 5908461   size:7.37,Price: ,1.06,The Draw, 58805   size:11.47,Price: ,13.5,UAE (W), 9308558   size:2.1,Price: ,18.5,ok
1.119743056, Sport: ,Soccer, Time: ,Wed Aug 05 18:30:00 CEST 2015, Time: ,Wed Aug 05 18:30:00 CEST 2015, Event: ,Karabakh v Celtic, Favorite: ,Celtic, 55223   size:791.32,Price: ,2.44,The Draw, 58805   size:8392.86,Price: ,3.3,Karabakh, 4043562   size:319.0,Price: ,3.4,
1.119734228, Sport: ,Soccer, Time: ,Wed Aug 05 21:15:00 CEST 2015, Time: ,Wed Aug 05 21:15:00 CEST 2015, Event: ,Fjolnir v KR Reykjavik, Favorite: ,KR Reykjavik, 399808   size:6.21,Price: ,1.76,The Draw, 58805   size:159.49,Price: ,4.0,Fjolnir, 2568005   size:182.18,Price: ,4.8,x
1.119838359, Sport: ,Tennis, Time: ,Thu Aug 06 01:15:00 CEST 2015, Time: ,Thu Aug 06 01:15:00 CEST 2015, Event: ,K Anderson v A Zverev, Favorite: ,Kevin Anderson, 2519549   size:10.28,Price: ,1.3,Alexander Zverev, 7430944   size:24.24,Price: ,4.3,x
1.119835520, Sport: ,Soccer, Time: ,Wed Aug 05 21:30:00 CEST 2015, Time: ,Wed Aug 05 21:30:00 CEST 2015, Event: ,Atletico Socopo v Zamora, Favorite: ,Zamora, 565025   size:3.34,Price: ,1.92,The Draw, 58805   size:14.33,Price: ,2.74,Atletico Socopo, 10096564   size:8.21,Price: ,2.9,x
1.119642166, Sport: ,Snooker, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,J Walker v Duffy, Favorite: ,Joel Walker, 5760963   size:20.11,Price: ,1.53,Adam Duffy, 5722698   size:8.12,Price: ,2.76,ok
1.119856583, Sport: ,Soccer, Time: ,Wed Aug 05 20:45:00 CEST 2015, Time: ,Wed Aug 05 20:45:00 CEST 2015, Event: ,Bayern Munich v Real Madrid, Favorite: ,Bayern Munich, 5774350   size:1111.46,Price: ,2.02,Real Madrid, 2426   size:667.25,Price: ,3.85,The Draw, 58805   size:184.27,Price: ,3.9,ok
1.119837147, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Eskilstuna Utd (W) v Rosengard (W), Favorite: ,Rosengard (W), 8452470   size:4.06,Price: ,1.27,Eskilstuna Utd (W), 8394567   size:23.29,Price: ,2.6,The Draw, 58805   size:7.14,Price: ,3.0,
1.119641673, Sport: ,Snooker, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Leslie v Simmonds, Favorite: ,Michael Leslie, 6535838   size:8.51,Price: ,1.3,Luke Simmonds, 10063638   size:2.55,Price: ,3.85,ok
1.119833021, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Veria v Xanthi, Favorite: ,Veria, 1210422   size:7.17,Price: ,2.4,Xanthi, 728086   size:20.82,Price: ,3.25,The Draw, 58805   size:17.2,Price: ,3.45,x
1.119723970, Sport: ,Baseball, Time: ,Wed Aug 05 21:10:00 CEST 2015, Time: ,Wed Aug 05 21:10:00 CEST 2015, Event: ,SEA @ COL, Favorite: ,Seattle (T Walker), 7617352   size:332.0,Price: ,1.87,Colorado (C Rusin), 9565222   size:66.44,Price: ,2.1,
1.119855772, Sport: ,Tennis, Time: ,Wed Aug 05 23:30:00 CEST 2015, Time: ,Wed Aug 05 23:30:00 CEST 2015, Event: ,Hercog v Begu, Favorite: ,Irina-Camelia Begu, 7642289   size:44.76,Price: ,1.65,Polona Hercog, 2548781   size:107.0,Price: ,2.42,ok
1.119836419, Sport: ,Soccer, Time: ,Wed Aug 05 18:30:00 CEST 2015, Time: ,Wed Aug 05 18:30:00 CEST 2015, Event: ,Hapoel Kfar Saba v Hapoel Raanana, Favorite: ,Hapoel Raanana, 5281185   size:18.34,Price: ,2.7,Hapoel Kfar Saba, 5239235   size:8.46,Price: ,2.72,The Draw, 58805   size:3.94,Price: ,3.25,ok
1.119835407, Sport: ,Soccer, Time: ,Wed Aug 05 22:00:00 CEST 2015, Time: ,Wed Aug 05 22:00:00 CEST 2015, Event: ,Petroleros FC v Caracas, Favorite: ,Caracas, 3738659   size:3.09,Price: ,1.62,The Draw, 58805   size:13.85,Price: ,2.68,Petroleros FC, 10104477   size:7.7,Price: ,2.92,ok
1.119739150, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Husie IF v FC Hollviken, Favorite: ,FC Hollviken, 8438629   size:11.0,Price: ,1.07,The Draw, 58805   size:3.66,Price: ,2.04,x
1.119836979, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,CA Brown (Res) v CSYD Flandria (Res), Favorite: ,CSYD Flandria (Res), 10111598   size:2.03,Price: ,1.09,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119833869, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Chiasso v Como, Favorite: ,Como, 60298   size:2.03,Price: ,1.09,The Draw, 588x
1.119739154, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Melleruds v Carlstad Utd, Favorite: ,Melleruds, 502323   size:142.02,Price: ,1.06,Carlstad Utd, 5505024   size:11.12,Price: ,1.08,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119641392, Sport: ,Snooker, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Donaldson v Brown, Favorite: ,Scott Donaldson, 6535829   size:4.67,Price: ,1.37,Jordan Brown, 4271935   size:59.76,Price: ,3.4,ok
1.119835127, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Bahia Salvador U20 v Vitoria U20, Favorite: ,Vitoria U20, 5181430   size:2.03,Price: ,1.09,The Draw, 58805   size:11.0,Price: ,1.29,x
1.119836139, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Tammeka Tartu v Maardu, Favorite: ,Tammeka Tartu, 5407303   size:223.35,Price: ,1.19,The Draw, 58805   size:48.91,Price: ,7.8,Maardu, 5869635   size:17.06,Price: ,19.0,ok
1.119825190, Sport: ,Tennis, Time: ,Thu Aug 06 00:30:00 CEST 2015, Time: ,Thu Aug 06 00:30:00 CEST 2015, Event: ,Mestach/Van Uytvanck v Falconi/Niculescu, Favorite: ,Falconi/Niculescu, 10108706   size:2.55,Price: ,1.75,Mestach/Van Uytvanck, 5477687   size:2.55,Price: ,2.0,ok
1.119723978, Sport: ,Baseball, Time: ,Wed Aug 05 21:35:00 CEST 2015, Time: ,Wed Aug 05 21:35:00 CEST 2015, Event: ,CLE @ LAA, Favorite: ,LA Angels (H Santiago), 8432634   size:527.53,Price: ,1.85,Cleveland (D Salazar), 7423005   size:21.92,Price: ,2.1,ok
1.119739146, Sport: ,Soccer, Time: ,Wed Aug 05 19:45:00 CEST 2015, Time: ,Wed Aug 05 19:45:00 CEST 2015, Event: ,FC Gute v Sodertalje FK, Favorite: ,Sodertalje FK, 8438638   size:3.0,Price: ,1.73,FC Gute, 2994136   size:4.24,Price: ,2.94,The Draw, 58805   size:3.96,Price: ,3.5,x
1.119825203, Sport: ,Tennis, Time: ,Wed Aug 05 22:00:00 CEST 2015, Time: ,Wed Aug 05 22:00:00 CEST 2015, Event: ,Hsu/Kuwata v Marand/Townsend, Favorite: ,Marand/Townsend, 10108714   size:2.55,Price: ,1.71,Hsu/Kuwata, 10108713   size:2.55,Price: ,2.12,ok
1.119833727, Sport: ,Soccer, Time: ,Wed Aug 05 19:00:00 CEST 2015, Time: ,Wed Aug 05 19:00:00 CEST 2015, Event: ,Murcia v Elche, Favorite: ,Murcia, 68244   size:12.68,Price: ,2.72,Elche, 309111   size:68.44,Price: ,2.92,The Draw, 58805   size:26.5,Price: ,3.1,x
1.119734298, Sport: ,Soccer, Time: ,Wed Aug 05 21:15:00 CEST 2015, Time: ,Wed Aug 05 21:15:00 CEST 2015, Event: ,Leiknir R v Stjarnan, Favorite: ,Stjarnan, 3831006   size:8.13,Price: ,2.18,Leiknir R, 4744864   size:20.06,Price: ,3.55,The Draw, 58805   size:11.31,Price: ,3.6,x
1.119745029, Sport: ,Soccer, Time: ,Thu Aug 06 01:30:00 CEST 2015, Time: ,Thu Aug 06 01:30:00 CEST 2015, Event: ,New York Cosmos v Minnesota Utd, Favorite: ,New York Cosmos, 5714685   size:3.25,Price: ,1.69,The Draw, 58805   size:2.1,Price: ,2.62,Minnesota Utd, 7533070   size:2.03,Price: ,2.7,ok
1.119739148, Sport: ,Soccer, Time: ,Wed Aug 05 18:30:00 CEST 2015, Time: ,Wed Aug 05 18:30:00 CEST 2015, Event: ,Gamla Upsala v Akropolis IF, Favorite: ,Akropolis IF, 5458206   size:11.59,Price: ,1.48,The Draw, 58805   size:7.38,Price: ,4.5,Gamla Upsala, 788772   size:41.22,Price: ,8.0,ok
1.119833091, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,Rio Ave v Valladolid, Favorite: ,Rio Ave, 495321   size:80.74,Price: ,2.68,Valladolid, 13362   size:159.06,Price: ,2.8,The Draw, 58805   size:53.21,Price: ,3.35,x
1.119836083, Sport: ,Soccer, Time: ,Wed Aug 05 20:00:00 CEST 2015, Time: ,Wed Aug 05 20:00:00 CEST 2015, Event: ,FC Ararat v JK Tallinna Kalev II, Favorite: ,JK Tallinna Kalev II, 7331576   size:3.49,Price: ,1.11,The Draw, 58805   size:11.13,Price: ,1.29,ok
1.119835071, Sport: ,Soccer, Time: ,Thu Aug 06 00:00:00 CEST 2015, Time: ,Thu Aug 06 00:00:00 CEST 2015, Event: ,Vasco de Gama U20 v Flamengo U20, Favorite: ,Flamengo U20, 6006854   size:2.03,Price: ,1.09,The Draw, 58805   size:11.0,Price: ,1.29,ok
1.119734017, Sport: ,Soccer, Time: ,Wed Aug 05 21:15:00 CEST 2015, Time: ,Wed Aug 05 21:15:00 CEST 2015, Event: ,Hafnarfjordur v Valur, Favorite: ,Hafnarfjordur, 166884   size:210.24,Price: ,1.92,The Draw, 58805   size:91.98,Price: ,3.8,Valur, 399803   size:318.43,Price: ,4.3,ok
1.119829448, Sport: ,Tennis, Time: ,Wed Aug 05 23:30:00 CEST 2015, Time: ,Wed Aug 05 23:30:00 CEST 2015, Event: ,Kops-Jones/Sanchez v Barthel/Lisicki, Favorite: ,Barthel/Lisicki, 7226279   size:2.55,Price: ,1.6,Kops-Jones/Sanchez, 10109067   size:2.55,Price: ,2.3,
1.119745141, Sport: ,Soccer, Time: ,Thu Aug 06 01:30:00 CEST 2015, Time: ,Thu Aug 06 01:30:00 CEST 2015, Event: ,Charlotte Independence v New York Red Bulls II, Favorite: ,Charlotte Independence, 9353979   size:4.21,Price: ,1.96,New York Red Bulls II, 9372466   size:10.83,Price: ,2.9,The Draw, 58805   size:18.54,Price: ,3.25,x
1.119833374, Sport: ,Soccer, Time: ,Wed Aug 05 18:00:00 CEST 2015, Time: ,Wed Aug 05 18:00:00 CEST 2015, Event: ,Al-Hilal v Verona, Favorite: ,Verona, 676465   size:2.55,Price: ,1.4,The Draw, 58805   size:2.75,Price: ,3.15,Al-Hilal, 3725113   size:4.23,Price: ,3.8,x
