1.119244272, Sport: ,Soccer, Time: ,Thu Jul 02 21:15:00 CEST 2015, Time: ,Thu Jul 02 21:15:00 CEST 2015, Event: ,Fram v HK Kopavogur, Favorite: ,Fram, 808415   size:261.53,Price: ,1.78,The Draw, 58805   size:41.04,Price: ,4.1,HK Kopavogur, 2405036   size:36.9,Price: ,4.6,x
1.119232910, Sport: ,Baseball, Time: ,Fri Jul 03 01:07:00 CEST 2015, Time: ,Fri Jul 03 01:07:00 CEST 2015, Event: ,BOS @ TOR, Favorite: ,Toronto (M Boyd), 9691298   size:278.29,Price: ,1.62,Boston (W Miley), 9389894   size:424.7,Price: ,2.48,x
1.119253759, Sport: ,Soccer, Time: ,Fri Jul 03 04:30:00 CEST 2015, Time: ,Fri Jul 03 04:30:00 CEST 2015, Event: ,Seattle Sounders U23 v Washington Crossfire, Favorite: ,Seattle Sounders U23, 7372690   size:2.01,Price: ,1.09,Washington Crossfire, 7388184   size:34.76,Price: ,1.29,The Draw, 58805   size:2.01,Price: ,2.06,ok
1.119242443, Sport: ,Soccer, Time: ,Thu Jul 02 21:05:00 CEST 2015, Time: ,Thu Jul 02 21:05:00 CEST 2015, Event: ,Shkendija v Aberdeen, Favorite: ,Aberdeen, 1189   size:994.3,Price: ,1.68,The Draw, 58805   size:256.38,Price: ,3.75,Shkendija, 8654501   size:280.11,Price: ,6.8,x
1.119326719, Sport: ,Soccer, Time: ,Thu Jul 02 22:00:00 CEST 2015, Time: ,Thu Jul 02 22:00:00 CEST 2015, Event: ,Dalvik Reynir KF U19 v Volsungur U19, Favorite: ,Volsungur U19, 8618582   size:10.67,Price: ,1.32,Dalvik Reynir KF U19, 7324473   size:3.99,Price: ,3.1,The Draw, 58805   size:13.05,Price: ,4.3,x
1.119232918, Sport: ,Baseball, Time: ,Fri Jul 03 01:10:00 CEST 2015, Time: ,Fri Jul 03 01:10:00 CEST 2015, Event: ,WSH @ ATL, Favorite: ,Washington (M Scherzer), 9378791   size:992.59,Price: ,1.53,Atlanta (M Banuelos), 9778580   size:115.95,Price: ,2.8,x
1.119286258, Sport: ,Soccer, Time: ,Thu Jul 02 21:15:00 CEST 2015, Time: ,Thu Jul 02 21:15:00 CEST 2015, Event: ,Vikingur Reykjavik v Koper, Favorite: ,Koper, 166903   size:27.36,Price: ,2.52,Vikingur Reykjavik, 5241831   size:40.29,Price: ,3.0,The Draw, 58805   size:618.55,Price: ,3.55,ok
1.119244216, Sport: ,Soccer, Time: ,Thu Jul 02 21:15:00 CEST 2015, Time: ,Thu Jul 02 21:15:00 CEST 2015, Event: ,KA Akureyri v Vikingur Olafsvik, Favorite: ,KA Akureyri, 399804   size:39.79,Price: ,2.42,Vikingur Olafsvik, 3965659   size:4.64,Price: ,3.15,The Draw, 58805   size:11.03,Price: ,3.55,x
1.119319878, Sport: ,Basketball, Time: ,Thu Jul 02 21:45:00 CEST 2015, Time: ,Thu Jul 02 21:45:00 CEST 2015, Event: ,Slovak Republic (W) v Latvia (W), Favorite: ,Latvia (W), 6427224   size:5.78,Price: ,1.64,Slovak Republic (W), 6427245   size:3.02,Price: ,2.26,x
1.119201408, Sport: ,Basketball, Time: ,Fri Jul 03 01:00:00 CEST 2015, Time: ,Fri Jul 03 01:00:00 CEST 2015, Event: ,Washington @ Indiana, Favorite: ,Washington, 13105   size:2.81,Price: ,1.67,Indiana, 13116   size:2.06,Price: ,2.44,x
1.119201405, Sport: ,Basketball, Time: ,Fri Jul 03 01:00:00 CEST 2015, Time: ,Fri Jul 03 01:00:00 CEST 2015, Event: ,Chicago @ Connecticut, Favorite: ,Chicago, 13117   size:3.05,Price: ,1.65,Connecticut, 332194   size:5.83,Price: ,2.34,ok
1.119252903, Sport: ,Soccer, Time: ,Fri Jul 03 05:00:00 CEST 2015, Time: ,Fri Jul 03 05:00:00 CEST 2015, Event: ,Khalsa Sporting Club v Vancouver Thunderbirds, Favorite: ,Khalsa Sporting Club, 9553969   size:57.79,Price: ,1.66,Vancouver Thunderbirds, 8608902   size:31.32,Price: ,2.82,The Draw, 58805   size:2.86,Price: ,3.45,x
1.119257107, Sport: ,Soccer, Time: ,Thu Jul 02 22:00:00 CEST 2015, Time: ,Thu Jul 02 22:00:00 CEST 2015, Event: ,Alaab Damanhour v El Geish, Favorite: ,El Geish, 7024303   size:27.71,Price: ,1.57,The Draw, 58805   size:9.28,Price: ,4.3,Alaab Damanhour, 8845429   size:15.33,Price: ,6.4,ok
1.119062134, Sport: ,Cricket, Time: ,Fri Jul 03 06:30:00 CEST 2015, Time: ,Fri Jul 03 06:30:00 CEST 2015, Event: ,Sri Lanka v Pakistan (3rd Test), Favorite: ,The Draw, 60443   size:1231.96,Price: ,2.56,Sri Lanka, 7337   size:127.03,Price: ,3.0,Pakistan, 7461   size:502.86,Price: ,3.6,x
1.119243711, Sport: ,Soccer, Time: ,Fri Jul 03 00:30:00 CEST 2015, Time: ,Fri Jul 03 00:30:00 CEST 2015, Event: ,Corinthians v Ponte Preta, Favorite: ,Corinthians, 198136   size:100.65,Price: ,1.83,The Draw, 58805   size:42.6,Price: ,3.6,Ponte Preta, 204603   size:69.99,Price: ,5.4,ok
1.119232950, Sport: ,Baseball, Time: ,Fri Jul 03 04:05:00 CEST 2015, Time: ,Fri Jul 03 04:05:00 CEST 2015, Event: ,SEA @ OAK, Favorite: ,Oakland (S Kazmir), 8431596   size:351.77,Price: ,1.67,Seattle (R Elias), 8436207   size:93.77,Price: ,2.4,ok
1.119083926, Sport: ,Cricket, Time: ,Fri Jul 03 05:30:00 CEST 2015, Time: ,Fri Jul 03 05:30:00 CEST 2015, Event: ,India (W) v New Zealand (W) (3rd ODI), Favorite: ,New Zealand (W), 900885   size:6.85,Price: ,1.64,India (W), 1110140   size:3.05,Price: ,2.08,ok
1.119256897, Sport: ,Soccer, Time: ,Thu Jul 02 22:00:00 CEST 2015, Time: ,Thu Jul 02 22:00:00 CEST 2015, Event: ,Al Ahly v Wadi Degla, Favorite: ,Al Ahly, 1328423   size:267.28,Price: ,1.47,The Draw, 58805   size:5.62,Price: ,4.5,Wadi degla, 5259318   size:8.72,Price: ,8.8,ok
1.117688822, Sport: ,American Football, Time: ,Fri Jul 03 02:30:00 CEST 2015, Time: ,Fri Jul 03 02:30:00 CEST 2015, Event: ,Hamilton @ Winnipeg, Favorite: ,Winnipeg, 2026212   size:2.64,Price: ,1.91,Hamilton, 2014691   size:2.6,Price: ,1.94,x
1.119244384, Sport: ,Soccer, Time: ,Thu Jul 02 21:15:00 CEST 2015, Time: ,Thu Jul 02 21:15:00 CEST 2015, Event: ,Haukar v Throttur, Favorite: ,Throttur, 3968882   size:7.94,Price: ,1.96,The Draw, 58805   size:2.44,Price: ,3.7,Haukar, 3149610   size:26.68,Price: ,4.5,ok
