1.119244272, Sport: ,Soccer, Time: ,Thu Jul 02 21:15:00 CEST 2015, Time: ,Thu Jul 02 21:15:00 CEST 2015, Event: ,Fram v HK Kopavogur, Favorite: ,Fram, 808415   size:261.53,Price: ,1.78,The Draw, 58805   size:41.04,Price: ,4.1,HK Kopavogur, 2405036   size:36.9,Price: ,4.6,x
1.119232902, Sport: ,Baseball, Time: ,Fri Jul 03 01:05:00 CEST 2015, Time: ,Fri Jul 03 01:05:00 CEST 2015, Event: ,TEX @ BAL, Favorite: ,Baltimore (K Gausman), 7292275   size:311.22,Price: ,1.87,Texas (Y Gallardo), 9378796   size:6.79,Price: ,2.1,x
1.119257527, Sport: ,Soccer, Time: ,Thu Jul 02 22:00:00 CEST 2015, Time: ,Thu Jul 02 22:00:00 CEST 2015, Event: ,Misr El Makasa v Zamalek, Favorite: ,Zamalek, 5174134   size:29.21,Price: ,1.65,The Draw, 58805   size:11.53,Price: ,3.9,Misr El Makasa, 5905941   size:64.98,Price: ,6.2,x
1.119232926, Sport: ,Baseball, Time: ,Fri Jul 03 01:15:00 CEST 2015, Time: ,Fri Jul 03 01:15:00 CEST 2015, Event: ,SD @ STL, Favorite: ,St Louis (T Cooney), 9445285   size:533.39,Price: ,1.8,San Diego (T Ross), 7184181   size:108.28,Price: ,2.14,x
1.119319881, Sport: ,Basketball, Time: ,Thu Jul 02 21:45:00 CEST 2015, Time: ,Thu Jul 02 21:45:00 CEST 2015, Event: ,Czech Republic (W) v Hungary (W), Favorite: ,Czech Republic (W), 6469566   size:6.87,Price: ,1.5,Hungary (W), 6427239   size:10.45,Price: ,2.52,x
1.119244328, Sport: ,Soccer, Time: ,Thu Jul 02 21:15:00 CEST 2015, Time: ,Thu Jul 02 21:15:00 CEST 2015, Event: ,Grotta v Selfoss, Favorite: ,Selfoss, 3968964   size:9.92,Price: ,2.36,Grotta, 3968883   size:13.39,Price: ,3.3,The Draw, 58805   size:110.06,Price: ,3.55,x
1.119232894, Sport: ,Baseball, Time: ,Fri Jul 03 00:35:00 CEST 2015, Time: ,Fri Jul 03 00:35:00 CEST 2015, Event: ,MIL @ PHI, Favorite: ,Milwaukee (M Garza), 8432623   size:462.81,Price: ,1.8,Philadelphia (C Billingsley), 9458891   size:4.03,Price: ,2.18,ok
1.119257457, Sport: ,Soccer, Time: ,Thu Jul 02 22:00:00 CEST 2015, Time: ,Thu Jul 02 22:00:00 CEST 2015, Event: ,Ismaily v Smouha, Favorite: ,Ismaily, 5170870   size:16.4,Price: ,2.66,The Draw, 58805   size:11.72,Price: ,2.94,Smouha, 5170871   size:5.82,Price: ,3.4,ok
1.119201414, Sport: ,Basketball, Time: ,Fri Jul 03 04:30:00 CEST 2015, Time: ,Fri Jul 03 04:30:00 CEST 2015, Event: ,San Antonio @ Los Angeles, Favorite: ,Los Angeles, 3213264   size:2.75,Price: ,1.44,San Antonio, 13121   size:2.75,Price: ,3.05,ok
1.119249311, Sport: ,Basketball, Time: ,Fri Jul 03 03:00:00 CEST 2015, Time: ,Fri Jul 03 03:00:00 CEST 2015, Event: ,Quimsa v Gecr Indalo, Favorite: ,Quimsa, 6243645   size:3.91,Price: ,1.29,Gecr Indalo, 6719074   size:48.51,Price: ,3.9,ok
1.119201411, Sport: ,Basketball, Time: ,Fri Jul 03 04:00:00 CEST 2015, Time: ,Fri Jul 03 04:00:00 CEST 2015, Event: ,Tulsa @ Phoenix, Favorite: ,Phoenix, 13128   size:8.35,Price: ,1.3,Tulsa, 711056   size:23.45,Price: ,4.0,ok
1.119253633, Sport: ,Soccer, Time: ,Fri Jul 03 04:30:00 CEST 2015, Time: ,Fri Jul 03 04:30:00 CEST 2015, Event: ,Fresno Fuego v OC Pateadores Blues II, Favorite: ,Fresno Fuego, 7345641   size:2.01,Price: ,1.09,OC Pateadores Blues II, 9472953   size:13.62,Price: ,1.74,The Draw, 58805   size:2.01,Price: ,2.06,ok
1.119232934, Sport: ,Baseball, Time: ,Fri Jul 03 02:10:00 CEST 2015, Time: ,Fri Jul 03 02:10:00 CEST 2015, Event: ,MIN @ KC, Favorite: ,Kansas City (C Young), 9448847   size:261.15,Price: ,1.72,Minnesota (K Gibson), 7395517   size:96.79,Price: ,2.32,x
