1.122275234, Sport: ,Basketball, Time: ,Wed Dec 16 19:00:00 CET 2015, Time: ,Wed Dec 16 19:00:00 CET 2015, Event: ,Buducnost v Steaua Bucharest, Favorite: ,Buducnost, 266288   size:68.65,Price: ,1.1,Steaua Bucharest, 10405445   size:15.99,Price: ,3.8,ok
1.122226861, Sport: ,Handball, Time: ,Wed Dec 16 19:30:00 CET 2015, Time: ,Wed Dec 16 19:30:00 CET 2015, Event: ,Ribe Esbjerg v Kolding Kobenhavn, Favorite: ,Kolding Kobenhavn, 7670726   size:3.86,Price: ,1.13,Ribe Esbjerg, 6602892   size:2.66,Price: ,3.95,Draw, 330157   size:6.51,Price: ,1.26,x
1.122292491, Sport: ,Soccer, Time: ,Wed Dec 16 20:15:00 CET 2015, Time: ,Wed Dec 16 20:15:00 CET 2015, Event: ,Stirling U20 v Cowdenbeath U20, Favorite: ,Stirling U20, 9243449   size:2.55,Price: ,1.29,Cowdenbeath U20, 9040796   size:3.8,Price: ,5.1,The Draw, 58805   size:29.4,Price: ,5.9,x
1.122211009, Sport: ,Soccer, Time: ,Wed Dec 16 20:00:00 CET 2015, Time: ,Wed Dec 16 20:00:00 CET 2015, Event: ,Capelle v VVSB, Favorite: ,VVSB, 2560599   size:3.24,Price: ,2.2,Capelle, 3348590   size:3.5,Price: ,3.1,The Draw, 58805   size:2.55,Price: ,3.5,ok
1.122210712, Sport: ,Soccer, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,1860 Munich v Bochum, Favorite: ,Bochum, 67143   size:255.31,Price: ,2.72,1860 Munich, 2443   size:54.92,Price: ,2.88,The Draw, 58805   size:286.0,Price: ,3.4,ok
1.122284748, Sport: ,Volleyball, Time: ,Wed Dec 16 18:30:00 CET 2015, Time: ,Wed Dec 16 18:30:00 CET 2015, Event: ,Nova Kbm Branik Maribor v Polski Cukier Muszynian, Favorite: ,Polski Cukier Muszynian, 10399354   size:3.76,Price: ,1.33,Nova KBM Branik Maribor, 9176726   size:64.53,Price: ,3.45,ok
1.122275230, Sport: ,Basketball, Time: ,Wed Dec 16 17:30:00 CET 2015, Time: ,Wed Dec 16 17:30:00 CET 2015, Event: ,Krasny Oktyabr v Hapoel M Jerusalem, Favorite: ,Hapoel M Jerusalem, 7758971   size:2.55,Price: ,1.09,Krasny Oktyabr, 7774804   size:4.21,Price: ,9.6,ok
1.122277418, Sport: ,Soccer, Time: ,Wed Dec 16 13:00:00 CET 2015, Time: ,Wed Dec 16 13:00:00 CET 2015, Event: ,Radnik Surdulica v Radnicki Nis, Favorite: ,Radnik Surdulica, 8860947   size:53.95,Price: ,2.82,Radnicki Nis, 6555084   size:13.45,Price: ,3.0,The Draw, 58805   size:4.64,Price: ,2.96,ok
1.122275238, Sport: ,Basketball, Time: ,Wed Dec 16 19:30:00 CET 2015, Time: ,Wed Dec 16 19:30:00 CET 2015, Event: ,Bonn v Nanterre, Favorite: ,Nanterre, 2989492   size:3.03,Price: ,1.65,Bonn, 2293349   size:68.65,Price: ,2.26,ok
1.122286374, Sport: ,Basketball, Time: ,Thu Dec 17 02:05:00 CET 2015, Time: ,Thu Dec 17 02:05:00 CET 2015, Event: ,Portland @ Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:2.65,Price: ,1.18,Portland, 13129   size:3.14,Price: ,5.4,ok
1.122286253, Sport: ,Basketball, Time: ,Wed Dec 16 20:45:00 CET 2015, Time: ,Wed Dec 16 20:45:00 CET 2015, Event: ,Caceres v Breogan, Favorite: ,Breogan, 5030324   size:2.55,Price: ,1.58,Caceres, 4661098   size:2.55,Price: ,2.5,x
1.122286497, Sport: ,Basketball, Time: ,Thu Dec 17 01:05:00 CET 2015, Time: ,Thu Dec 17 01:05:00 CET 2015, Event: ,Charlotte @ Orlando, Favorite: ,Orlando, 13104   size:6.1,Price: ,1.73,Charlotte, 13110   size:2.5,Price: ,2.0,ok
1.122290502, Sport: ,Soccer, Time: ,Wed Dec 16 16:30:00 CET 2015, Time: ,Wed Dec 16 16:30:00 CET 2015, Event: ,Al Fujairah (UAE) v Al Shabab (UAE), Favorite: ,Al Shabab (UAE), 3727832   size:2.55,Price: ,1.91,Al Fujairah (UAE), 8855413   size:4.35,Price: ,3.5,The Draw, 58805   size:17.3,Price: ,3.4,x
1.122297815, Sport: ,Soccer, Time: ,Thu Dec 17 00:30:00 CET 2015, Time: ,Thu Dec 17 00:30:00 CET 2015, Event: ,Fluminense U20 v Atletico Mineiro U20, Favorite: ,Fluminense U20, 5181413   size:27.52,Price: ,1.1,Atletico Mineiro U20, 5181675   size:27.52,Price: ,1.1,The Draw, 58805   size:4.11,Price: ,3.05,x
1.122300528, Sport: ,Tennis, Time: ,Thu Dec 17 03:00:00 CET 2015, Time: ,Thu Dec 17 03:00:00 CET 2015, Event: ,AO Gai v Zhanlan Wei, Favorite: ,Ao Gai, 10602406   size:6.85,Price: ,1.08,Zhanlan Wei, 10279165   size:6.85,Price: ,1.08,ok
1.122300529, Sport: ,Tennis, Time: ,Thu Dec 17 03:00:00 CET 2015, Time: ,Thu Dec 17 03:00:00 CET 2015, Event: ,Haruka Kaji v Angelina Zhuravleva, Favorite: ,Haruka Kaji, 8887201   size:6.85,Price: ,1.08,Angelina Zhuravleva, 9627646   size:6.85,Price: ,1.08,ok
1.122284750, Sport: ,Volleyball, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,Vdk Gent Dames v Galatasaray Istanbul, Favorite: ,Galatasaray Istanbul, 6249494   size:2.55,Price: ,1.12,Vdk Gent Dames, 10410551   size:5.03,Price: ,1.67,ok
1.122212902, Sport: ,Soccer, Time: ,Wed Dec 16 20:45:00 CET 2015, Time: ,Wed Dec 16 20:45:00 CET 2015, Event: ,Hull v Reading, Favorite: ,Hull, 70385   size:1100.62,Price: ,1.9,Reading, 103122   size:831.25,Price: ,5.1,The Draw, 58805   size:9743.13,Price: ,3.5,ok
1.122204152, Sport: ,Basketball, Time: ,Thu Dec 17 01:00:00 CET 2015, Time: ,Thu Dec 17 01:00:00 CET 2015, Event: ,Tulane @ North Carolina, Favorite: ,North Carolina, 332652   size:2.74,Price: ,1.03,Tulane, 728305   size:5.94,Price: ,1.15,ok
1.122286139, Sport: ,Basketball, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,Venezia (W) v TSV 1880 Wasserburg (W), Favorite: ,Venezia (W), 10462201   size:2.74,Price: ,1.03,TSV 1880 Wasserburg (W), 10462202   size:2.74,Price: ,1.03,ok
1.122279824, Sport: ,Basketball, Time: ,Wed Dec 16 18:00:00 CET 2015, Time: ,Wed Dec 16 18:00:00 CET 2015, Event: ,Miskolc (W) v DIKE Napoli (W), Favorite: ,Miskolc (W), 8997162   size:2.74,Price: ,1.03,DIKE Napoli (W), 10466214   size:2.74,Price: ,1.03,ok
1.122204167, Sport: ,Basketball, Time: ,Thu Dec 17 02:00:00 CET 2015, Time: ,Thu Dec 17 02:00:00 CET 2015, Event: ,Hardin-Simmons @ Baylor, Favorite: ,Baylor, 705559   size:42.89,Price: ,1.01,Hardin-Simmons, 10609580   size:2.74,Price: ,1.03,ok
1.122275221, Sport: ,Basketball, Time: ,Wed Dec 16 20:00:00 CET 2015, Time: ,Wed Dec 16 20:00:00 CET 2015, Event: ,Ludwigsburg v Le Mans, Favorite: ,Ludwigsburg, 689542   size:6.57,Price: ,1.59,Le Mans, 678096   size:2.55,Price: ,2.4,ok
1.122284637, Sport: ,Volleyball, Time: ,Wed Dec 16 17:00:00 CET 2015, Time: ,Wed Dec 16 17:00:00 CET 2015, Event: ,Foinikas Syroy v Valepa, Favorite: ,Foinikas Syroy, 4353342   size:2.8,Price: ,1.78,VaLePa, 9113676   size:5.52,Price: ,2.14,ok
1.122284639, Sport: ,Volleyball, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,Sir Safety Perugia v Presov, Favorite: ,Sir Safety Perugia, 7833200   size:2.63,Price: ,1.01,Presov, 9053337   size:4.39,Price: ,1.67,ok
1.122286817, Sport: ,Basketball, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Seoul Knights v Seoul Thunders, Favorite: ,Seoul Knights, 7954787   size:2608.7,Price: ,1.06,Seoul Thunders, 8000107   size:2608.7,Price: ,1.06,x
1.122291173, Sport: ,Soccer, Time: ,Wed Dec 16 13:00:00 CET 2015, Time: ,Wed Dec 16 13:00:00 CET 2015, Event: ,Dinamo Tbilisi v Torpedo Kutaisi, Favorite: ,Dinamo Tbilisi, 866235   size:17.71,Price: ,1.28,Torpedo Kutaisi, 44329   size:5.44,Price: ,7.4,The Draw, 58805   size:4.02,Price: ,4.6,ok
1.122291055, Sport: ,Soccer, Time: ,Wed Dec 16 21:00:00 CET 2015, Time: ,Wed Dec 16 21:00:00 CET 2015, Event: ,Crusaders FC (Res) v Carrick Rangers (Res), Favorite: ,Crusaders FC (Res), 8397765   size:8.68,Price: ,1.15,Carrick Rangers (Res), 10168817   size:10.06,Price: ,1.15,The Draw, 58805   size:4.11,Price: ,3.1,x
1.122292388, Sport: ,Soccer, Time: ,Wed Dec 16 20:00:00 CET 2015, Time: ,Wed Dec 16 20:00:00 CET 2015, Event: ,RS Gimnastica v Compostela, Favorite: ,RS Gimnastica, 5756669   size:2.69,Price: ,1.86,Compostela, 309090   size:48.96,Price: ,3.45,The Draw, 58805   size:2.45,Price: ,3.15,x
1.122279820, Sport: ,Basketball, Time: ,Wed Dec 16 17:00:00 CET 2015, Time: ,Wed Dec 16 17:00:00 CET 2015, Event: ,Adana Aski Women v Besiktas (W), Favorite: ,Adana Aski Women, 10459023   size:2.74,Price: ,1.03,Besiktas (W), 10466210   size:2.74,Price: ,1.03,ok
1.122286143, Sport: ,Basketball, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,Orange Blizzards Women v Valosun Brno (W), Favorite: ,Orange Blizzards Women, 10463085   size:2.74,Price: ,1.03,Valosun Brno (W), 10462207   size:2.74,Price: ,1.03,x
1.122246927, Sport: ,Ice Hockey, Time: ,Thu Dec 17 02:05:00 CET 2015, Time: ,Thu Dec 17 02:05:00 CET 2015, Event: ,Pittsburgh @ Boston, Favorite: ,Boston, 2112316   size:2.4,Price: ,2.08,Pittsburgh, 2115995   size:4.3,Price: ,3.0,Tie, 60104   size:4.0,Price: ,3.75,ok
1.122286266, Sport: ,Basketball, Time: ,Wed Dec 16 21:00:00 CET 2015, Time: ,Wed Dec 16 21:00:00 CET 2015, Event: ,Barcelona B v Leyma Coruna, Favorite: ,Barcelona B, 6719087   size:68.65,Price: ,1.44,Leyma Coruna, 6719107   size:68.65,Price: ,2.1,x
1.122300531, Sport: ,Tennis, Time: ,Thu Dec 17 03:00:00 CET 2015, Time: ,Thu Dec 17 03:00:00 CET 2015, Event: ,Ying Zhang v Tori Kinard, Favorite: ,Ying Zhang, 8943899   size:6.85,Price: ,1.08,Tori Kinard, 6564416   size:6.85,Price: ,1.08,x
1.122291725, Sport: ,Soccer, Time: ,Wed Dec 16 15:00:00 CET 2015, Time: ,Wed Dec 16 15:00:00 CET 2015, Event: ,Hearts U20 v Aberdeen U20, Favorite: ,Aberdeen U20, 6868317   size:7.93,Price: ,1.96,Hearts U20, 8981683   size:42.02,Price: ,3.45,The Draw, 58805   size:8.95,Price: ,4.1,x
1.122290999, Sport: ,Soccer, Time: ,Wed Dec 16 20:45:00 CET 2015, Time: ,Wed Dec 16 20:45:00 CET 2015, Event: ,Chelmsford v Witham Town FC, Favorite: ,Chelmsford, 2145810   size:10.06,Price: ,1.15,Witham Town FC, 8356876   size:10.06,Price: ,1.15,The Draw, 58805   size:4.11,Price: ,3.05,ok
1.122300530, Sport: ,Tennis, Time: ,Thu Dec 17 03:00:00 CET 2015, Time: ,Thu Dec 17 03:00:00 CET 2015, Event: ,Mana Ayukawa v Hanyu Guo, Favorite: ,Mana Ayukawa, 7683134   size:6.85,Price: ,1.08,Hanyu Guo, 9657551   size:6.85,Price: ,1.08,ok
1.122212457, Sport: ,Soccer, Time: ,Wed Dec 16 19:00:00 CET 2015, Time: ,Wed Dec 16 19:00:00 CET 2015, Event: ,Napoli v Verona, Favorite: ,Napoli, 676464   size:4236.18,Price: ,1.22,Verona, 676465   size:7.37,Price: ,20.0,The Draw, 58805   size:62.0,Price: ,7.6,ok
1.122215604, Sport: ,Soccer, Time: ,Wed Dec 16 14:00:00 CET 2015, Time: ,Wed Dec 16 14:00:00 CET 2015, Event: ,Kissamikos v AEL Kalloni, Favorite: ,AEL Kalloni, 7449102   size:19.77,Price: ,2.08,Kissamikos, 10309802   size:79.11,Price: ,4.2,The Draw, 58805   size:7.07,Price: ,3.35,ok
1.122215967, Sport: ,Soccer, Time: ,Wed Dec 16 16:15:00 CET 2015, Time: ,Wed Dec 16 16:15:00 CET 2015, Event: ,Lamia v Veria, Favorite: ,Veria, 1210422   size:161.75,Price: ,1.67,Lamia, 3464961   size:7.13,Price: ,6.6,The Draw, 58805   size:5.0,Price: ,3.8,ok
1.122204160, Sport: ,Basketball, Time: ,Thu Dec 17 02:00:00 CET 2015, Time: ,Thu Dec 17 02:00:00 CET 2015, Event: ,Savannah State @ Utah, Favorite: ,Utah, 13119   size:2.74,Price: ,1.03,Savannah State, 3530624   size:5.94,Price: ,1.14,ok
1.122286147, Sport: ,Basketball, Time: ,Wed Dec 16 20:30:00 CET 2015, Time: ,Wed Dec 16 20:30:00 CET 2015, Event: ,Namur (W) v Clube Uniao Sportiva Wo, Favorite: ,Namur (W), 8978739   size:2.74,Price: ,1.03,Clube Uniao Sportiva Wo, 10462541   size:2.74,Price: ,1.03,x
1.122284641, Sport: ,Volleyball, Time: ,Wed Dec 16 18:00:00 CET 2015, Time: ,Wed Dec 16 18:00:00 CET 2015, Event: ,VK Ceske Budejovice v Powervolleys Dueren, Favorite: ,VK Ceske Budejovice, 10311943   size:2.55,Price: ,1.33,Powervolleys Dueren, 10410537   size:4.43,Price: ,2.78,x
1.122284643, Sport: ,Volleyball, Time: ,Wed Dec 16 17:00:00 CET 2015, Time: ,Wed Dec 16 17:00:00 CET 2015, Event: ,Volei Zalau v Lausanne UC, Favorite: ,Volei Zalau, 10410545   size:2.55,Price: ,1.21,Lausanne UC, 5119194   size:3.78,Price: ,4.8,ok
1.122226643, Sport: ,Snooker, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Michael White v Sanderson Lam, Favorite: ,Michael White, 2725272   size:2.55,Price: ,1.19,Sanderson Lam, 6644308   size:2.55,Price: ,4.5,ok
1.122277197, Sport: ,Soccer, Time: ,Wed Dec 16 17:00:00 CET 2015, Time: ,Wed Dec 16 17:00:00 CET 2015, Event: ,FK Metalac v FK Spartak, Favorite: ,FK Metalac, 4104733   size:2.38,Price: ,2.1,FK Spartak, 4104730   size:109.84,Price: ,4.2,The Draw, 58805   size:2.0,Price: ,3.25,ok
