1.122635007, Sport: ,Soccer, Time: ,Wed Jan 20 11:00:00 CET 2016, Time: ,Wed Jan 20 11:00:00 CET 2016, Event: ,Sivas Belediyespor v 1461 Trabzon, Favorite: ,1461 Trabzon, 5289229   size:2.55,Price: ,1.94,Sivas Belediyespor, 6781573   size:436.85,Price: ,3.55,The Draw, 58805   size:2.55,Price: ,2.94,x
1.122635009, Sport: ,Soccer, Time: ,Wed Jan 20 17:00:00 CET 2016, Time: ,Wed Jan 20 17:00:00 CET 2016, Event: ,Trabzonspor v Nazilli Belediyespor, Favorite: ,Trabzonspor, 113125   size:5.36,Price: ,1.14,Nazilli Belediyespor, 965424   size:2.59,Price: ,13.0,The Draw, 58805   size:4.8,Price: ,6.4,ok
1.122614304, Sport: ,Ice Hockey, Time: ,Wed Jan 20 01:35:00 CET 2016, Time: ,Wed Jan 20 01:35:00 CET 2016, Event: ,Edmonton @ Tampa Bay, Favorite: ,Tampa Bay, 2109715   size:18.89,Price: ,1.8,Edmonton, 2109967   size:110.84,Price: ,4.2,Tie, 60104   size:103.98,Price: ,4.5,ok
1.122657030, Sport: ,Soccer, Time: ,Wed Jan 20 14:30:00 CET 2016, Time: ,Wed Jan 20 14:30:00 CET 2016, Event: ,Slovacko v Trinec, Favorite: ,Slovacko, 1533861   size:11.85,Price: ,1.06,Trinec, 2951815   size:18.0,Price: ,1.15,The Draw, 58805   size:18.0,Price: ,2.9,ok
1.122640278, Sport: ,Tennis, Time: ,Wed Jan 20 13:00:00 CET 2016, Time: ,Wed Jan 20 13:00:00 CET 2016, Event: ,Ma Gonzalez v T Monteiro, Favorite: ,Maximo Gonzalez, 2489416   size:4.65,Price: ,1.54,Thiago Monteiro, 8326656   size:6.18,Price: ,2.54,x
1.122556681, Sport: ,Soccer, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Aston Villa v Wycombe, Favorite: ,Aston Villa, 63908   size:1316.06,Price: ,1.72,Wycombe, 49584   size:89.22,Price: ,7.0,The Draw, 58805   size:13.24,Price: ,3.55,ok
1.122560295, Sport: ,Basketball, Time: ,Wed Jan 20 01:00:00 CET 2016, Time: ,Wed Jan 20 01:00:00 CET 2016, Event: ,South Carolina @ Ole Miss, Favorite: ,South Carolina, 705560   size:176.0,Price: ,1.85,Ole Miss, 5991319   size:180.33,Price: ,2.02,ok
1.122658915, Sport: ,Soccer, Time: ,Wed Jan 20 12:15:00 CET 2016, Time: ,Wed Jan 20 12:15:00 CET 2016, Event: ,FK Liepaja v FC Caramba D Riga, Favorite: ,FK Liepaja, 9306437   size:11.85,Price: ,1.06,FC Caramba D Riga, 10424372   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,ok
1.122645291, Sport: ,Soccer, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Macclesfield v Truro City, Favorite: ,Macclesfield, 69817   size:4009.66,Price: ,1.03,Truro City, 2406160   size:9.66,Price: ,1.03,The Draw, 58805   size:136.0,Price: ,5.6,ok
1.122656854, Sport: ,Soccer, Time: ,Wed Jan 20 11:00:00 CET 2016, Time: ,Wed Jan 20 11:00:00 CET 2016, Event: ,SCR Altach v Teplice, Favorite: ,SCR Altach, 872710   size:11.85,Price: ,1.06,Teplice, 174264   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,ok
1.122668628, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Savonlinnan Pallokerho v Jyp-Akatemia, Favorite: ,Savonlinnan Pallokerho, 10670738   size:136.64,Price: ,1.46,JYP-Akatemia, 10670740   size:104.63,Price: ,4.1,Tie, 60104   size:92.67,Price: ,4.5,ok
1.122656083, Sport: ,Soccer, Time: ,Wed Jan 20 13:00:00 CET 2016, Time: ,Wed Jan 20 13:00:00 CET 2016, Event: ,HNK Gorica v Hrvatski Dragovoljac, Favorite: ,HNK Gorica, 6692727   size:11.85,Price: ,1.06,Hrvatski Dragovoljac, 3439336   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,x
1.122577058, Sport: ,Soccer, Time: ,Wed Jan 20 11:30:00 CET 2016, Time: ,Wed Jan 20 11:30:00 CET 2016, Event: ,Kitchee SC (Res) v Dreams Metro G (Res), Favorite: ,Kitchee SC (Res), 7204889   size:11.85,Price: ,1.06,Dreams Metro G (Res), 10612710   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,x
1.122610847, Sport: ,Soccer, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Needham Market v VCD Athletic, Favorite: ,Needham Market, 2870975   size:2.54,Price: ,1.86,VCD Athletic, 10525359   size:2.96,Price: ,3.7,The Draw, 58805   size:3.54,Price: ,3.85,x
1.122668625, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Kajaanin Edustushokki v Keupa HT, Favorite: ,Kajaanin Edustushokki, 10672369   size:135.96,Price: ,1.56,Keupa HT, 10669694   size:124.45,Price: ,3.75,Tie, 60104   size:101.36,Price: ,4.2,x
1.122668988, Sport: ,Tennis, Time: ,Wed Jan 20 10:30:00 CET 2016, Time: ,Wed Jan 20 10:30:00 CET 2016, Event: ,Eva Kolarovska v Eliessa Vanlangendonck, Favorite: ,Eva Kolarovska, 10372305   size:2.71,Price: ,1.08,Eliessa Vanlangendonck, 9634329   size:2.71,Price: ,1.08,x
1.122668627, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,RoKi v Hermes, Favorite: ,Hermes, 272755   size:134.56,Price: ,1.79,Roki, 10672367   size:134.52,Price: ,2.98,Tie, 60104   size:101.36,Price: ,4.2,x
1.122668626, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Leki Hockey v Jukurit Mikkeli, Favorite: ,Jukurit Mikkeli, 10669697   size:134.56,Price: ,1.56,Leki Hockey, 10670787   size:126.1,Price: ,3.7,Tie, 60104   size:101.36,Price: ,4.2,ok
1.122662087, Sport: ,Tennis, Time: ,Wed Jan 20 05:00:00 CET 2016, Time: ,Wed Jan 20 05:00:00 CET 2016, Event: ,Guez v Fabbiano, Favorite: ,Thomas Fabbiano, 3019240   size:2.55,Price: ,1.43,David Guez, 2263683   size:19.26,Price: ,2.82,x
1.122668989, Sport: ,Tennis, Time: ,Wed Jan 20 10:30:00 CET 2016, Time: ,Wed Jan 20 10:30:00 CET 2016, Event: ,Shoval Fanani v Cemre Anil, Favorite: ,Shoval Fanani, 10349443   size:2.71,Price: ,1.08,Cemre Anil, 9628315   size:2.71,Price: ,1.08,x
1.122668986, Sport: ,Tennis, Time: ,Wed Jan 20 09:00:00 CET 2016, Time: ,Wed Jan 20 09:00:00 CET 2016, Event: ,Deborah Kerfs v Agnes Bukta, Favorite: ,Deborah Kerfs, 9306687   size:2.71,Price: ,1.08,Agnes Bukta, 7414061   size:2.71,Price: ,1.08,x
1.122656528, Sport: ,Soccer, Time: ,Wed Jan 20 12:30:00 CET 2016, Time: ,Wed Jan 20 12:30:00 CET 2016, Event: ,Ruch Chorzow v Rozwoj Katowice, Favorite: ,Ruch Chorzow, 2160683   size:11.85,Price: ,1.06,Rozwoj Katowice, 7568776   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,ok
1.122650548, Sport: ,Soccer, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Dorchester Town v Bideford, Favorite: ,Bideford, 3689134   size:0.0,Price: ,0.0,Dorchester Town, 1222693   size:2.51,Price: ,1.23,The Draw, 58805   size:2.84,Price: ,5.0,x
1.122659586, Sport: ,Volleyball, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Valepa v Volei Zalau, Favorite: ,Volei Zalau, 10410545   size:2.54,Price: ,1.06,VaLePa, 9113676   size:2.54,Price: ,1.3,x
1.122659584, Sport: ,Volleyball, Time: ,Wed Jan 20 18:30:00 CET 2016, Time: ,Wed Jan 20 18:30:00 CET 2016, Event: ,Powervolleys Dueren v Sir Safety Perugia, Favorite: ,Sir Safety Perugia, 7833200   size:2.54,Price: ,1.16,Powervolleys Dueren, 10410537   size:29.49,Price: ,5.4,ok
1.122659582, Sport: ,Volleyball, Time: ,Wed Jan 20 15:00:00 CET 2016, Time: ,Wed Jan 20 15:00:00 CET 2016, Event: ,Gazprom-Ugra Surgut v Olympiakos, Favorite: ,Olympiakos, 1107070   size:2.59,Price: ,1.03,Gazprom-Ugra Surgut, 10410542   size:145.93,Price: ,1.14,x
1.122668619, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,TPS Turku v Hifk Helsinki, Favorite: ,TPS Turku, 284691   size:54.0,Price: ,2.56,HIFK Helsinki, 10653587   size:54.0,Price: ,2.58,Tie, 60104   size:109.0,Price: ,3.95,x
1.122634988, Sport: ,Soccer, Time: ,Wed Jan 20 15:00:00 CET 2016, Time: ,Wed Jan 20 15:00:00 CET 2016, Event: ,Bursaspor v Tepecikspor, Favorite: ,Tepecikspor, 6641628   size:7.84,Price: ,1.07,Bursaspor, 113183   size:4.6,Price: ,1.17,The Draw, 58805   size:15.57,Price: ,2.88,x
1.122668614, Sport: ,Ice Hockey, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,JYP Jyvaskyla v HPK Hameenlinna, Favorite: ,JYP Jyvaskyla, 4192588   size:134.8,Price: ,1.49,HPK Hameenlinna, 2266329   size:104.63,Price: ,4.1,Tie, 60104   size:104.63,Price: ,4.1,ok
1.122645993, Sport: ,Basketball, Time: ,Wed Jan 20 01:30:00 CET 2016, Time: ,Wed Jan 20 01:30:00 CET 2016, Event: ,Estudiantes (C) v Penarol, Favorite: ,Estudiantes (C), 7753473   size:83.88,Price: ,1.89,Penarol, 6719113   size:79.88,Price: ,1.94,ok
1.122608199, Sport: ,Soccer, Time: ,Wed Jan 20 16:00:00 CET 2016, Time: ,Wed Jan 20 16:00:00 CET 2016, Event: ,Al Ahly v Ismaily, Favorite: ,Al Ahly, 1328423   size:2.55,Price: ,1.62,Ismaily, 5170870   size:7.23,Price: ,5.3,The Draw, 58805   size:2.55,Price: ,4.1,ok
1.122643211, Sport: ,Basketball, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Zielona Gora v Zenit St Petersburg, Favorite: ,Zielona Gora, 6703617   size:3.07,Price: ,1.03,Zenit St Petersburg, 8889521   size:3.07,Price: ,1.03,x
1.122645992, Sport: ,Basketball, Time: ,Wed Jan 20 01:30:00 CET 2016, Time: ,Wed Jan 20 01:30:00 CET 2016, Event: ,Atenas v Boca Jrs, Favorite: ,Atenas, 6719082   size:8.95,Price: ,1.63,Boca Jrs, 6719112   size:52.92,Price: ,2.42,ok
1.122652953, Sport: ,Ice Hockey, Time: ,Wed Jan 20 19:30:00 CET 2016, Time: ,Wed Jan 20 19:30:00 CET 2016, Event: ,Slovan Bratislava v KHL Zagreb, Favorite: ,Slovan Bratislava, 1357713   size:64.9,Price: ,1.86,KHL Zagreb, 10653700   size:64.9,Price: ,3.55,Tie, 60104   size:64.9,Price: ,4.5,ok
1.122655787, Sport: ,Soccer, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,FC Kray v Duisburg II, Favorite: ,FC Kray, 6542377   size:11.85,Price: ,1.06,Duisburg II, 6542376   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,ok
1.122668171, Sport: ,Soccer, Time: ,Wed Jan 20 15:00:00 CET 2016, Time: ,Wed Jan 20 15:00:00 CET 2016, Event: ,Hibernian U20 v Hamilton U20, Favorite: ,Hamilton U20, 6645665   size:64.88,Price: ,1.87,Hibernian U20, 6645664   size:31.64,Price: ,3.05,The Draw, 58805   size:26.47,Price: ,3.45,ok
1.122634996, Sport: ,Soccer, Time: ,Wed Jan 20 18:45:00 CET 2016, Time: ,Wed Jan 20 18:45:00 CET 2016, Event: ,Karabukspor v Besiktas, Favorite: ,Besiktas, 232068   size:27.64,Price: ,1.68,Karabukspor, 3292145   size:7.4,Price: ,4.5,The Draw, 58805   size:10.8,Price: ,3.4,x
1.122657075, Sport: ,Soccer, Time: ,Wed Jan 20 16:00:00 CET 2016, Time: ,Wed Jan 20 16:00:00 CET 2016, Event: ,Al Bahrain SC v Busaiteen, Favorite: ,Busaiteen, 3922360   size:2.55,Price: ,1.69,Al Bahrain SC, 6121859   size:22.75,Price: ,3.85,The Draw, 58805   size:27.59,Price: ,3.35,x
1.122568880, Sport: ,Soccer, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Glentoran v Ards, Favorite: ,Glentoran, 46944   size:300.0,Price: ,1.11,Ards, 539987   size:59.99,Price: ,7.4,The Draw, 58805   size:32.44,Price: ,4.1,ok
1.122651093, Sport: ,Basketball, Time: ,Wed Jan 20 15:00:00 CET 2016, Time: ,Wed Jan 20 15:00:00 CET 2016, Event: ,Nadezhda (W) v Bourges (W), Favorite: ,Nadezhda (W), 5290907   size:720.89,Price: ,1.18,Bourges (W), 5291015   size:178.42,Price: ,1.23,ok
1.122557586, Sport: ,Soccer, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Yeovil v Carlisle, Favorite: ,Carlisle, 18561   size:64.0,Price: ,2.56,Yeovil, 132555   size:163.23,Price: ,3.1,The Draw, 58805   size:76.42,Price: ,3.35,x
1.122645521, Sport: ,Volleyball, Time: ,Wed Jan 20 16:00:00 CET 2016, Time: ,Wed Jan 20 16:00:00 CET 2016, Event: ,Stiinta Bacau v Dinamo Krasnodar, Favorite: ,Dinamo Krasnodar, 5326346   size:446.05,Price: ,1.16,Stiinta Bacau, 6781536   size:32.44,Price: ,5.0,ok
1.122652749, Sport: ,Basketball, Time: ,Wed Jan 20 19:00:00 CET 2016, Time: ,Wed Jan 20 19:00:00 CET 2016, Event: ,Sodertalje v Fraport Skyliners, Favorite: ,Fraport Skyliners, 5956938   size:2.54,Price: ,1.14,Sodertalje, 6718429   size:27.23,Price: ,1.88,ok
1.122658729, Sport: ,Soccer, Time: ,Wed Jan 20 10:00:00 CET 2016, Time: ,Wed Jan 20 10:00:00 CET 2016, Event: ,Thanh Hoa v Ha Noi FC, Favorite: ,Thanh Hoa, 7227126   size:11.85,Price: ,1.06,Ha Noi FC, 7226986   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,ok
1.122656306, Sport: ,Soccer, Time: ,Wed Jan 20 15:35:00 CET 2016, Time: ,Wed Jan 20 15:35:00 CET 2016, Event: ,Paderborn v Thun, Favorite: ,Paderborn, 208035   size:18.0,Price: ,1.16,Thun, 176184   size:18.0,Price: ,1.16,The Draw, 58805   size:14.0,Price: ,2.9,x
1.122639887, Sport: ,Basketball, Time: ,Wed Jan 20 12:35:00 CET 2016, Time: ,Wed Jan 20 12:35:00 CET 2016, Event: ,Bayi Rockets v Tianjin, Favorite: ,Bayi Rockets, 8926902   size:9.77,Price: ,1.63,Tianjin, 8926906   size:9.08,Price: ,2.28,x
1.122579422, Sport: ,Soccer, Time: ,Wed Jan 20 16:15:00 CET 2016, Time: ,Wed Jan 20 16:15:00 CET 2016, Event: ,Levadiakos v Atromitos, Favorite: ,Atromitos, 1234639   size:8.82,Price: ,2.8,Levadiakos, 531200   size:24.9,Price: ,3.1,The Draw, 58805   size:408.44,Price: ,3.0,x
1.122645536, Sport: ,Volleyball, Time: ,Wed Jan 20 17:30:00 CET 2016, Time: ,Wed Jan 20 17:30:00 CET 2016, Event: ,Marek Union-Ivkoni Dupn v Arkas Izmir, Favorite: ,Arkas Izmir, 4490700   size:2.59,Price: ,1.03,Marek Union-Ivkoni Dupn, 10444796   size:35.77,Price: ,1.67,ok
1.122643116, Sport: ,Basketball, Time: ,Wed Jan 20 19:30:00 CET 2016, Time: ,Wed Jan 20 19:30:00 CET 2016, Event: ,Ratiopharm Ulm v Banvit, Favorite: ,Banvit, 2125588   size:74.9,Price: ,1.73,Ratiopharm Ulm, 2114275   size:44.15,Price: ,2.16,ok
1.122645533, Sport: ,Volleyball, Time: ,Wed Jan 20 17:00:00 CET 2016, Time: ,Wed Jan 20 17:00:00 CET 2016, Event: ,Dinamo Moscow v Paris Volley, Favorite: ,Dinamo Moscow, 1288570   size:2.59,Price: ,1.03,Paris Volley, 2105805   size:22.22,Price: ,2.08,ok
1.122668991, Sport: ,Tennis, Time: ,Wed Jan 20 09:00:00 CET 2016, Time: ,Wed Jan 20 09:00:00 CET 2016, Event: ,Yulia Kulikova v Caroline Ilowska, Favorite: ,Caroline Ilowska, 10166447   size:7.12,Price: ,1.28,Yulia Kulikova, 9627066   size:32.95,Price: ,2.18,ok
1.122668990, Sport: ,Tennis, Time: ,Wed Jan 20 09:00:00 CET 2016, Time: ,Wed Jan 20 09:00:00 CET 2016, Event: ,Yana Morderger v Ekaterine Gorgodze, Favorite: ,Yana Morderger, 8476167   size:2.71,Price: ,1.08,Ekaterine Gorgodze, 6531033   size:2.71,Price: ,1.08,x
1.122652733, Sport: ,Basketball, Time: ,Wed Jan 20 17:00:00 CET 2016, Time: ,Wed Jan 20 17:00:00 CET 2016, Event: ,Tsmoki Minsk v Varese, Favorite: ,Tsmoki Minsk, 6815371   size:3.07,Price: ,1.03,Varese, 276233   size:3.07,Price: ,1.03,x
1.122568894, Sport: ,Soccer, Time: ,Tue Jan 19 20:30:00 CET 2016, Time: ,Tue Jan 19 20:30:00 CET 2016, Event: ,Forfar v Linlithgow Rose, Favorite: ,Forfar, 729805   size:2006.89,Price: ,1.03,Linlithgow Rose, 2612437   size:9.66,Price: ,1.03,The Draw, 58805   size:64.88,Price: ,5.2,x
1.122639893, Sport: ,Basketball, Time: ,Wed Jan 20 12:35:00 CET 2016, Time: ,Wed Jan 20 12:35:00 CET 2016, Event: ,Beijing BG / Beikong Fl v Beijing, Favorite: ,Beijing BG / Beikong Fl, 10513291   size:3.07,Price: ,1.03,Beijing, 6254117   size:3.07,Price: ,1.03,ok
1.122651087, Sport: ,Basketball, Time: ,Wed Jan 20 17:45:00 CET 2016, Time: ,Wed Jan 20 17:45:00 CET 2016, Event: ,Good Angels Kosice (W) v Dynamo Kursk (W), Favorite: ,Dynamo Kursk (W), 10411144   size:2.54,Price: ,1.09,Good Angels Kosice (W), 5291016   size:13.31,Price: ,2.8,ok
1.122614294, Sport: ,Ice Hockey, Time: ,Wed Jan 20 01:05:00 CET 2016, Time: ,Wed Jan 20 01:05:00 CET 2016, Event: ,Washington @ Columbus, Favorite: ,Washington, 2109756   size:69.53,Price: ,2.1,Columbus, 2114347   size:55.0,Price: ,3.2,Tie, 60104   size:90.5,Price: ,4.1,ok
1.122639898, Sport: ,Basketball, Time: ,Wed Jan 20 12:35:00 CET 2016, Time: ,Wed Jan 20 12:35:00 CET 2016, Event: ,Fujian v Jiangsu Dragons, Favorite: ,Fujian, 8926905   size:8.89,Price: ,1.69,Jiangsu Dragons, 8926904   size:5.48,Price: ,2.12,x
1.122635744, Sport: ,Basketball, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Valencia Basket v Limoges CSP, Favorite: ,Valencia, 599260   size:107.3,Price: ,1.16,Limoges, 3817200   size:13.44,Price: ,6.0,x
1.122658860, Sport: ,Soccer, Time: ,Wed Jan 20 13:45:00 CET 2016, Time: ,Wed Jan 20 13:45:00 CET 2016, Event: ,MS Julis U19 v Hapoel Hadera U19, Favorite: ,MS Julis U19, 10617262   size:11.85,Price: ,1.06,Hapoel Hadera U19, 10617273   size:11.85,Price: ,1.06,The Draw, 58805   size:15.57,Price: ,2.88,ok
1.122556914, Sport: ,Soccer, Time: ,Tue Jan 19 20:45:00 CET 2016, Time: ,Tue Jan 19 20:45:00 CET 2016, Event: ,Bradford v Bury, Favorite: ,Bradford, 48444   size:9.23,Price: ,1.98,Bury, 223503   size:14.78,Price: ,4.7,The Draw, 58805   size:17.51,Price: ,3.45,x
1.122576848, Sport: ,Soccer, Time: ,Wed Jan 20 18:30:00 CET 2016, Time: ,Wed Jan 20 18:30:00 CET 2016, Event: ,Chambly Thelle v Lyon, Favorite: ,Lyon, 55271   size:175.13,Price: ,1.55,Chambly Thelle, 6063132   size:6.63,Price: ,7.6,The Draw, 58805   size:100.85,Price: ,4.3,ok
1.122645548, Sport: ,Volleyball, Time: ,Wed Jan 20 17:00:00 CET 2016, Time: ,Wed Jan 20 17:00:00 CET 2016, Event: ,Dinamo Kazan v Allianz Mtv Stuttgart, Favorite: ,Dinamo Kazan, 5990300   size:2.59,Price: ,1.03,Allianz MTV Stuttgart, 6763488   size:2.59,Price: ,1.03,ok
1.122645544, Sport: ,Volleyball, Time: ,Wed Jan 20 18:00:00 CET 2016, Time: ,Wed Jan 20 18:00:00 CET 2016, Event: ,Chemik Police v Casalmaggiore, Favorite: ,Chemik Police, 7733782   size:2.54,Price: ,1.5,Casalmaggiore, 7906928   size:71.36,Price: ,2.74,x
1.122665270, Sport: ,Soccer, Time: ,Wed Jan 20 14:30:00 CET 2016, Time: ,Wed Jan 20 14:30:00 CET 2016, Event: ,Diosgyori v Qarabag FK, Favorite: ,Diosgyori, 2018266   size:7.84,Price: ,1.07,Qarabag Fk, 10583858   size:7.84,Price: ,1.07,The Draw, 58805   size:2.59,Price: ,1.25,x
1.122567576, Sport: ,Soccer, Time: ,Tue Jan 19 20:30:00 CET 2016, Time: ,Tue Jan 19 20:30:00 CET 2016, Event: ,Perugia v Vicenza, Favorite: ,Perugia, 215828   size:2.59,Price: ,2.52,Vicenza, 7338   size:65.91,Price: ,4.1,The Draw, 58805   size:30.88,Price: ,2.7,x
