1.119337161, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Rennes v Le Havre, Favorite: ,Rennes, 44799   size:5.5,Price: ,1.54,The Draw, 58805   size:3.13,Price: ,3.8,Le Havre, 70446   size:15.25,Price: ,5.5,x
1.119392726, Sport: ,Tennis, Time: ,Wed Jul 08 14:00:00 CEST 2015, Time: ,Wed Jul 08 14:00:00 CEST 2015, Event: ,Tecau/Srebotnik v Klaasen/Kops-Jones, Favorite: ,Tecau/Srebotnik, 9821420   size:2.56,Price: ,1.61,Klaasen/Kops-Jones, 9830915   size:2.56,Price: ,2.24,ok
1.119402742, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Ingolstadt v Aalen, Favorite: ,Ingolstadt, 1229688   size:2.56,Price: ,1.27,The Draw, 58805   size:5.22,Price: ,4.9,Aalen, 208029   size:3.46,Price: ,8.2,ok
1.119405699, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,JK Tallinna Kalev II v HUJK Emmaste, Favorite: ,HUJK Emmaste, 6649069   size:100.59,Price: ,1.11,The Draw, 58805   size:4.32,Price: ,2.02,ok
1.119392609, Sport: ,Tennis, Time: ,Wed Jul 08 17:30:00 CEST 2015, Time: ,Wed Jul 08 17:30:00 CEST 2015, Event: ,Gaio v Beck, Favorite: ,Federico Gaio, 8284479   size:3.65,Price: ,1.7,Andreas Beck, 2396600   size:5.4,Price: ,2.18,x
1.119406929, Sport: ,Tennis, Time: ,Wed Jul 08 14:00:00 CEST 2015, Time: ,Wed Jul 08 14:00:00 CEST 2015, Event: ,V Pospisil v A Murray, Favorite: ,Andy Murray, 2256509   size:549725.45,Price: ,1.04,Vasek Pospisil, 4903598   size:6.99,Price: ,23.0,ok
1.119406657, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,FK Monarhs-Flaminko v Rinuzi Strong, Favorite: ,FK Monarhs-Flaminko, 7381652   size:137.51,Price: ,1.1,Rinuzi Strong, 6528810   size:94.31,Price: ,1.16,The Draw, 58805   size:3.73,Price: ,2.02,x
1.119392632, Sport: ,Tennis, Time: ,Wed Jul 08 11:45:00 CEST 2015, Time: ,Wed Jul 08 11:45:00 CEST 2015, Event: ,Hanescu v Arnaboldi, Favorite: ,Victor Hanescu, 2263612   size:9.41,Price: ,1.83,Andrea Arnaboldi, 7593283   size:2.01,Price: ,2.0,x
1.119391668, Sport: ,Basketball, Time: ,Wed Jul 08 18:15:00 CEST 2015, Time: ,Wed Jul 08 18:15:00 CEST 2015, Event: ,Netherlands (W) v Hungary (W), Favorite: ,Hungary (W), 6427239   size:2.8,Price: ,1.02,x
1.119392636, Sport: ,Tennis, Time: ,Wed Jul 08 10:00:00 CEST 2015, Time: ,Wed Jul 08 10:00:00 CEST 2015, Event: ,Djere v Montanes, Favorite: ,Albert Montanes, 2263599   size:59.9,Price: ,1.52,Laslo Djere, 7692106   size:12.58,Price: ,2.8,ok
1.119402454, Sport: ,Soccer, Time: ,Wed Jul 08 17:00:00 CEST 2015, Time: ,Wed Jul 08 17:00:00 CEST 2015, Event: ,FC Wacker Innsbruck v Stuttgart Kickers, Favorite: ,Stuttgart Kickers, 498562   size:2.56,Price: ,1.1,FC Wacker Innsbruck, 2469752   size:10.51,Price: ,2.0,The Draw, 58805   size:2.56,Price: ,3.8,ok
1.119416963, Sport: ,Tennis, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Whittington v Nguyen, Favorite: ,Daniel Nguyen, 8349390   size:256.46,Price: ,1.59,Andrew Whittington, 8172414   size:2.56,Price: ,2.3,ok
1.119406769, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,RTU FC v FK Adazi, Favorite: ,RTU FC, 7337940   size:137.51,Price: ,1.1,FK Adazi, 9558785   size:79.88,Price: ,1.15,The Draw, 58805   size:3.94,Price: ,2.02,ok
1.119392626, Sport: ,Tennis, Time: ,Wed Jul 08 11:45:00 CEST 2015, Time: ,Wed Jul 08 11:45:00 CEST 2015, Event: ,Coppejans v And Martin, Favorite: ,Kimmer Coppejans, 7364095   size:120.6,Price: ,1.55,Andrej Martin, 5071877   size:74.69,Price: ,2.66,x
1.119282969, Sport: ,Basketball, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Seattle @ Indiana, Favorite: ,Indiana, 13116   size:2.75,Price: ,1.35,Seattle, 13130   size:5.02,Price: ,3.55,ok
1.119329742, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,Pahang v Sarawak, Favorite: ,Pahang, 5289044   size:2.56,Price: ,1.26,The Draw, 58805   size:8.48,Price: ,5.1,Sarawak, 5330753   size:4.72,Price: ,11.5,ok
1.119329744, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,PDRM v Kelantan, Favorite: ,PDRM, 6453269   size:2.56,Price: ,1.79,The Draw, 58805   size:6.97,Price: ,3.65,Kelantan, 5531265   size:2.01,Price: ,4.4,x
1.119329746, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,Sime Darby v Terengganu, Favorite: ,Terengganu, 5315208   size:2.32,Price: ,2.16,Sime Darby, 5814932   size:4.21,Price: ,3.0,The Draw, 58805   size:59.88,Price: ,3.4,ok
1.119417129, Sport: ,Tennis, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Bossel v Krajicek, Favorite: ,Austin Krajicek, 3288367   size:4.37,Price: ,1.42,Adrien Bossel, 7364079   size:7.97,Price: ,3.15,x
1.119416706, Sport: ,Tennis, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,Zverev v Brands, Favorite: ,Alexander Zverev, 7430944   size:15.06,Price: ,1.59,Daniel Brands, 2395076   size:6.73,Price: ,2.6,x
1.119401104, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,Zirka v Hirnyk, Favorite: ,Hirnyk, 7709692   size:137.5,Price: ,1.1,The Draw, 58805   size:28.04,Price: ,2.0,x
1.119401225, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,Kolos Kovalivka v Metalurg D, Favorite: ,Metalurg D, 217209   size:87.76,Price: ,1.07,The Draw, 58805   size:28.04,Price: ,2.0,Kolos Kovalivka, 9883054   size:5.41,Price: ,2.02,ok
1.119402952, Sport: ,Soccer, Time: ,Wed Jul 08 18:30:00 CEST 2015, Time: ,Wed Jul 08 18:30:00 CEST 2015, Event: ,ASV Spratzern v St Polten, Favorite: ,St Polten, 1088499   size:2.71,Price: ,1.18,The Draw, 58805   size:3.66,Price: ,6.8,ASV Spratzern, 8680433   size:31.96,Price: ,11.0,ok
1.119391674, Sport: ,Basketball, Time: ,Wed Jul 08 18:15:00 CEST 2015, Time: ,Wed Jul 08 18:15:00 CEST 2015, Event: ,Serbia (W) v Turkey (W), Favorite: ,Turkey (W), 6469561   size:2.8,Price: ,1.02,x
1.119319834, Sport: ,Basketball, Time: ,Wed Jul 08 16:30:00 CEST 2015, Time: ,Wed Jul 08 16:30:00 CEST 2015, Event: ,France v Croatia, Favorite: ,Croatia, 512603   size:2.8,Price: ,1.02,x
1.119407670, Sport: ,Tennis, Time: ,Wed Jul 08 10:00:00 CEST 2015, Time: ,Wed Jul 08 10:00:00 CEST 2015, Event: ,Giustino v Pouille, Favorite: ,Lucas Pouille, 7031400   size:9.91,Price: ,1.45,Lorenzo Giustino, 7534093   size:4.77,Price: ,3.05,ok
1.119402028, Sport: ,Soccer, Time: ,Wed Jul 08 17:00:00 CEST 2015, Time: ,Wed Jul 08 17:00:00 CEST 2015, Event: ,FC Poltava v Kremin, Favorite: ,Kremin, 8792410   size:137.5,Price: ,1.1,The Draw, 58805   size:28.04,Price: ,2.0,ok
1.119392648, Sport: ,Tennis, Time: ,Wed Jul 08 16:30:00 CEST 2015, Time: ,Wed Jul 08 16:30:00 CEST 2015, Event: ,Gigounon v Gojowczyk, Favorite: ,Germain Gigounon, 8174343   size:24.88,Price: ,1.86,Peter Gojowczyk, 4691416   size:2.7,Price: ,1.89,ok
1.119333843, Sport: ,Soccer, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Kanazawa v Jef Utd Chiba, Favorite: ,Jef Utd Chiba, 5021203   size:21.84,Price: ,2.38,The Draw, 58805   size:75.0,Price: ,3.3,Kanazawa, 9280258   size:2.71,Price: ,3.45,x
1.119404567, Sport: ,Soccer, Time: ,Wed Jul 08 16:30:00 CEST 2015, Time: ,Wed Jul 08 16:30:00 CEST 2015, Event: ,PAOK v Bochum, Favorite: ,Bochum, 67143   size:2.56,Price: ,2.32,PAOK, 232095   size:2.56,Price: ,2.9,The Draw, 58805   size:124.97,Price: ,3.3,ok
1.119333724, Sport: ,Soccer, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Ehime v Tochigi SC, Favorite: ,Ehime, 3455675   size:24.44,Price: ,2.54,Tochigi SC, 5945153   size:27.61,Price: ,3.15,The Draw, 58805   size:133.79,Price: ,3.3,x
1.119319837, Sport: ,Basketball, Time: ,Wed Jul 08 16:30:00 CEST 2015, Time: ,Wed Jul 08 16:30:00 CEST 2015, Event: ,Great Britain v Slovenia, Favorite: ,Slovenia, 512605   size:2.8,Price: ,1.02,ok
1.119333388, Sport: ,Soccer, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Iwata v Kamatamare Sanuki, Favorite: ,Iwata, 263079   size:112.59,Price: ,1.51,The Draw, 58805   size:63.23,Price: ,4.3,Kamatamare Sanuki, 4233864   size:86.11,Price: ,8.2,x
1.119401958, Sport: ,Tennis, Time: ,Wed Jul 08 13:30:00 CEST 2015, Time: ,Wed Jul 08 13:30:00 CEST 2015, Event: ,Black/Raymond v Makarova/Vesnina, Favorite: ,Makarova/Vesnina, 6369481   size:2.61,Price: ,1.29,Black/Raymond, 9568449   size:20.43,Price: ,3.5,ok
1.119404707, Sport: ,Soccer, Time: ,Wed Jul 08 17:00:00 CEST 2015, Time: ,Wed Jul 08 17:00:00 CEST 2015, Event: ,Trencin v Sigma Olomouc, Favorite: ,Trencin, 501167   size:8.76,Price: ,1.84,Sigma Olomouc, 50337   size:16.08,Price: ,2.96,The Draw, 58805   size:17.77,Price: ,3.4,ok
1.119416536, Sport: ,Tennis, Time: ,Wed Jul 08 12:45:00 CEST 2015, Time: ,Wed Jul 08 12:45:00 CEST 2015, Event: ,Sramkova v Touly, Favorite: ,Rebecca Sramkova, 9151665   size:6.4,Price: ,1.31,Carla Touly, 9181951   size:3.93,Price: ,3.65,ok
1.119402098, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,FK Skala Stryi v MFC Mykolaiv, Favorite: ,FK Skala Stryi, 6533241   size:5.85,Price: ,1.11,MFC Mykolaiv, 7649755   size:3.65,Price: ,1.5,The Draw, 58805   size:28.04,Price: ,2.0,x
1.119402812, Sport: ,Soccer, Time: ,Wed Jul 08 18:00:00 CEST 2015, Time: ,Wed Jul 08 18:00:00 CEST 2015, Event: ,Fortuna Dusseldorf II v SV Meppen, Favorite: ,Fortuna Dusseldorf II, 5545121   size:2.72,Price: ,2.4,SV Meppen, 5945855   size:2.46,Price: ,2.52,The Draw, 58805   size:3.18,Price: ,3.2,ok
1.119405923, Sport: ,Tennis, Time: ,Wed Jul 08 12:30:00 CEST 2015, Time: ,Wed Jul 08 12:30:00 CEST 2015, Event: ,Mattek-Sands/Safarova v Kops-Jones/Spears, Favorite: ,Mattek-Sands/Safarova, 9163485   size:15.16,Price: ,1.28,Kops-Jones/Spears, 3636565   size:2.56,Price: ,3.45,x
1.119405248, Sport: ,Soccer, Time: ,Wed Jul 08 12:15:00 CEST 2015, Time: ,Wed Jul 08 12:15:00 CEST 2015, Event: ,Sheikh Russel v Mohammedan SC (Dhaka), Favorite: ,Mohammedan SC (Dhaka), 9268441   size:7.68,Price: ,1.89,Sheikh Russel, 8640784   size:7.46,Price: ,2.06,The Draw, 58805   size:11.72,Price: ,3.0,x
1.119413777, Sport: ,Tennis, Time: ,Wed Jul 08 16:15:00 CEST 2015, Time: ,Wed Jul 08 16:15:00 CEST 2015, Event: ,N Djokovic v Ma Cilic, Favorite: ,Novak Djokovic, 2249229   size:36435.96,Price: ,1.1,Marin Cilic, 2263681   size:1431.15,Price: ,10.5,ok
1.119329738, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,ATM (Armed Forces) v Felda Utd, Favorite: ,Felda Utd, 9189668   size:2.15,Price: ,2.34,ATM (Armed Forces), 6958481   size:4.37,Price: ,3.05,The Draw, 58805   size:2.71,Price: ,3.45,ok
1.119392670, Sport: ,Basketball, Time: ,Wed Jul 08 13:00:00 CEST 2015, Time: ,Wed Jul 08 13:00:00 CEST 2015, Event: ,San Miguel Beermen v Rain or Shine, Favorite: ,San Miguel Beermen, 3803247   size:81.4,Price: ,1.62,Rain Or Shine, 3880438   size:37.71,Price: ,2.44,ok
1.119407657, Sport: ,Tennis, Time: ,Wed Jul 08 14:00:00 CEST 2015, Time: ,Wed Jul 08 14:00:00 CEST 2015, Event: ,Bryan/Mattek-Sands v Venus/Olaru, Favorite: ,Bryan/Mattek-Sands, 9830918   size:2.56,Price: ,1.2,Venus/Olaru, 9791241   size:5.7,Price: ,4.3,ok
1.119402526, Sport: ,Soccer, Time: ,Wed Jul 08 17:30:00 CEST 2015, Time: ,Wed Jul 08 17:30:00 CEST 2015, Event: ,Levski Sofia v Pirin Blagoevg, Favorite: ,Pirin Blagoevg, 3873783   size:137.5,Price: ,1.1,The Draw, 58805   size:28.04,Price: ,2.0,ok
1.119401951, Sport: ,Soccer, Time: ,Wed Jul 08 16:00:00 CEST 2015, Time: ,Wed Jul 08 16:00:00 CEST 2015, Event: ,Milsami v Desna, Favorite: ,Desna, 6666581   size:5.85,Price: ,1.11,The Draw, 58805   size:28.04,Price: ,2.0,x
1.119402882, Sport: ,Soccer, Time: ,Wed Jul 08 18:15:00 CEST 2015, Time: ,Wed Jul 08 18:15:00 CEST 2015, Event: ,Austria Salzburg v Greuther Furth, Favorite: ,Greuther Furth, 64375   size:2.75,Price: ,1.41,The Draw, 58805   size:27.92,Price: ,3.8,ok
1.119417202, Sport: ,Tennis, Time: ,Wed Jul 08 20:00:00 CEST 2015, Time: ,Wed Jul 08 20:00:00 CEST 2015, Event: ,Meister v Nevolo, Favorite: ,Dennis Nevolo, 8258597   size:14.2,Price: ,1.91,Nicolas Meister, 6534042   size:3.14,Price: ,1.97,x
1.119336871, Sport: ,Soccer, Time: ,Wed Jul 08 20:45:00 CEST 2015, Time: ,Wed Jul 08 20:45:00 CEST 2015, Event: ,Colne v Accrington S, Favorite: ,Accrington S, 498119   size:38.46,Price: ,1.25,The Draw, 58805   size:2.59,Price: ,4.6,Colne, 9776139   size:14.12,Price: ,4.9,x
1.119417208, Sport: ,Tennis, Time: ,Wed Jul 08 20:30:00 CEST 2015, Time: ,Wed Jul 08 20:30:00 CEST 2015, Event: ,Kavcic v Giron, Favorite: ,Blaz Kavcic, 2863465   size:9.51,Price: ,1.34,Marcos Giron, 8230256   size:69.61,Price: ,3.25,ok
1.119413761, Sport: ,Soccer, Time: ,Wed Jul 08 19:00:00 CEST 2015, Time: ,Wed Jul 08 19:00:00 CEST 2015, Event: ,Pogon Szczecin v AEK Larnaca, Favorite: ,Pogon Szczecin, 46953   size:3.23,Price: ,1.92,AEK Larnaca, 908335   size:7.7,Price: ,3.15,The Draw, 58805   size:16.79,Price: ,3.55,x
1.119413882, Sport: ,Soccer, Time: ,Wed Jul 08 17:00:00 CEST 2015, Time: ,Wed Jul 08 17:00:00 CEST 2015, Event: ,Honved v SFM Senec, Favorite: ,Honved, 865345   size:31.02,Price: ,1.16,SFM Senec, 6144037   size:19.43,Price: ,4.6,The Draw, 58805   size:2.54,Price: ,4.8,x
1.119416511, Sport: ,Tennis, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Krajinovic v Munoz-De La Nava, Favorite: ,Daniel Munoz-de la Nava, 8259000   size:4.88,Price: ,1.95,Filip Krajinovic, 3509265   size:7.91,Price: ,1.97,x
1.119406039, Sport: ,Soccer, Time: ,Wed Jul 08 21:00:00 CEST 2015, Time: ,Wed Jul 08 21:00:00 CEST 2015, Event: ,Orninn v Throttur V, Favorite: ,Throttur V, 6412799   size:138.83,Price: ,1.06,The Draw, 58805   size:29.29,Price: ,2.0,ok
1.119404497, Sport: ,Soccer, Time: ,Wed Jul 08 14:00:00 CEST 2015, Time: ,Wed Jul 08 14:00:00 CEST 2015, Event: ,Singha All Star XI v Reading, Favorite: ,Reading, 103122   size:3.13,Price: ,1.6,The Draw, 58805   size:2.2,Price: ,3.9,Singha All Star XI, 7407462   size:2.01,Price: ,5.0,x
1.119403167, Sport: ,Soccer, Time: ,Wed Jul 08 19:00:00 CEST 2015, Time: ,Wed Jul 08 19:00:00 CEST 2015, Event: ,Biel-Bienne v Young Boys, Favorite: ,Young Boys, 65778   size:8.83,Price: ,1.33,The Draw, 58805   size:16.14,Price: ,4.6,Biel-Bienne, 6494650   size:3.5,Price: ,6.8,x
1.119406836, Sport: ,Tennis, Time: ,Wed Jul 08 16:15:00 CEST 2015, Time: ,Wed Jul 08 16:15:00 CEST 2015, Event: ,S Wawrinka v Gasquet, Favorite: ,Stan Wawrinka, 8597476   size:990.97,Price: ,1.52,Richard Gasquet, 2249399   size:131.18,Price: ,2.9,x
1.119414040, Sport: ,Tennis, Time: ,Wed Jul 08 13:00:00 CEST 2015, Time: ,Wed Jul 08 13:00:00 CEST 2015, Event: ,Mathieu v Ghem, Favorite: ,Paul-Henri Mathieu, 8259186   size:6.27,Price: ,1.57,Andre Ghem, 5304700   size:2.17,Price: ,2.48,ok
1.119403309, Sport: ,Soccer, Time: ,Wed Jul 08 19:00:00 CEST 2015, Time: ,Wed Jul 08 19:00:00 CEST 2015, Event: ,Charleroi v Excelsior Virton, Favorite: ,Charleroi, 65808   size:7.08,Price: ,1.36,The Draw, 58805   size:4.23,Price: ,4.2,Excelsior Virton, 505672   size:3.75,Price: ,6.2,ok
1.119336083, Sport: ,Soccer, Time: ,Wed Jul 08 17:00:00 CEST 2015, Time: ,Wed Jul 08 17:00:00 CEST 2015, Event: ,FC Brno v Ceske Budejovice, Favorite: ,FC Brno, 367582   size:2.01,Price: ,2.02,Ceske Budejovice, 367577   size:3.53,Price: ,3.0,The Draw, 58805   size:4.15,Price: ,3.8,x
1.119407756, Sport: ,Tennis, Time: ,Wed Jul 08 10:45:00 CEST 2015, Time: ,Wed Jul 08 10:45:00 CEST 2015, Event: ,Vasylyeva v Sevastova, Favorite: ,Anastasija Sevastova, 2422070   size:7.58,Price: ,1.16,Anastasiya Vasylyeva, 7446090   size:7.01,Price: ,5.8,ok
1.119392287, Sport: ,Rugby League, Time: ,Wed Jul 08 21:00:00 CEST 2015, Time: ,Wed Jul 08 21:00:00 CEST 2015, Event: ,Leigh v Hunslet, Favorite: ,Leigh, 1723   size:225.86,Price: ,1.01,Draw, 11126   size:2.71,Price: ,55.0,ok
1.119405057, Sport: ,Soccer, Time: ,Wed Jul 08 19:00:00 CEST 2015, Time: ,Wed Jul 08 19:00:00 CEST 2015, Event: ,Scheveningen v ADO Den Haag, Favorite: ,ADO Den Haag, 315069   size:12.56,Price: ,1.3,The Draw, 58805   size:3.67,Price: ,5.4,Scheveningen, 5819723   size:2.74,Price: ,7.2,ok
1.119404363, Sport: ,Soccer, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Zawisza Bydgoszcz v Bytovia Bytow, Favorite: ,Zawisza Bydgoszcz, 4936018   size:32.48,Price: ,1.75,The Draw, 58805   size:51.41,Price: ,3.85,Bytovia Bytow, 5876553   size:35.42,Price: ,4.7,x
1.119401811, Sport: ,Soccer, Time: ,Wed Jul 08 11:00:00 CEST 2015, Time: ,Wed Jul 08 11:00:00 CEST 2015, Event: ,CSKA Moscow v Khimki, Favorite: ,CSKA Moscow, 217210   size:210.07,Price: ,1.2,The Draw, 58805   size:2.51,Price: ,8.6,Khimki, 2328344   size:8.41,Price: ,13.5,ok
1.119403712, Sport: ,Soccer, Time: ,Wed Jul 08 19:30:00 CEST 2015, Time: ,Wed Jul 08 19:30:00 CEST 2015, Event: ,Dessel Sport v Lokeren, Favorite: ,Lokeren, 43430   size:2.56,Price: ,1.43,The Draw, 58805   size:16.48,Price: ,4.3,Dessel Sport, 6587029   size:62.05,Price: ,5.6,ok
1.119407750, Sport: ,Tennis, Time: ,Wed Jul 08 09:30:00 CEST 2015, Time: ,Wed Jul 08 09:30:00 CEST 2015, Event: ,Melinkova v Bara, Favorite: ,Marina Melinkova, 9329030   size:2.8,Price: ,1.71,Irina Maria Bara, 9628716   size:5.4,Price: ,2.18,ok
1.119334977, Sport: ,Soccer, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Okayama v Nagasaki, Favorite: ,Nagasaki, 7081211   size:38.59,Price: ,2.56,The Draw, 58805   size:284.65,Price: ,3.15,Okayama, 5561025   size:6.63,Price: ,3.3,x
1.119335309, Sport: ,Soccer, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Jeonbuk Motors v Gwangju FC, Favorite: ,Jeonbuk Motors, 2224159   size:105.69,Price: ,1.64,The Draw, 58805   size:53.52,Price: ,4.1,Gwangju FC, 5348611   size:41.44,Price: ,6.2,x
1.119407753, Sport: ,Tennis, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Raina v Krejcikova, Favorite: ,Barbora Krejcikova, 8784972   size:2.42,Price: ,1.2,Ankita Raina, 7921012   size:3.66,Price: ,4.8,ok
1.119392608, Sport: ,Tennis, Time: ,Wed Jul 08 19:30:00 CEST 2015, Time: ,Wed Jul 08 19:30:00 CEST 2015, Event: ,Al Bedene v Melzer, Favorite: ,Aljaz Bedene, 5706996   size:58.6,Price: ,1.21,Gerald Melzer, 4876705   size:2.7,Price: ,4.7,ok
1.119336579, Sport: ,Soccer, Time: ,Wed Jul 08 17:30:00 CEST 2015, Time: ,Wed Jul 08 17:30:00 CEST 2015, Event: ,RB Leipzig v Southampton, Favorite: ,Southampton, 58943   size:3.23,Price: ,1.92,The Draw, 58805   size:3.98,Price: ,3.5,RB Leipzig, 5340398   size:12.39,Price: ,3.6,x
1.119388817, Sport: ,Tennis, Time: ,Wed Jul 08 12:00:00 CEST 2015, Time: ,Wed Jul 08 12:00:00 CEST 2015, Event: ,Albot v Struff, Favorite: ,Radu Albot, 6603898   size:37.66,Price: ,1.8,Jan-Lennard Struff, 8259098   size:150.75,Price: ,2.14,x
