1.122772879, Sport: ,Soccer, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Flora Tallinn v Nomme Kalju, Favorite: ,Flora Tallinn, 180590   size:13.7,Price: ,1.04,Nomme Kalju, 4007449   size:13.7,Price: ,1.04,The Draw, 58805   size:15.74,Price: ,2.88,ok
1.122773106, Sport: ,Soccer, Time: ,Fri Jan 29 19:00:00 CET 2016, Time: ,Fri Jan 29 19:00:00 CET 2016, Event: ,Vikingur Reykjavik U19 v Fylkir U19, Favorite: ,Vikingur Reykjavik U19, 6390640   size:13.7,Price: ,1.04,Fylkir U19, 6390674   size:12.37,Price: ,2.12,The Draw, 58805   size:15.74,Price: ,2.88,x
1.122755262, Sport: ,Basketball, Time: ,Fri Jan 29 02:05:00 CET 2016, Time: ,Fri Jan 29 02:05:00 CET 2016, Event: ,Sacramento Kings @ New Orleans Pelicans, Favorite: ,Sacramento Kings, 237470   size:23.39,Price: ,1.66,New Orleans Pelicans, 7379341   size:23.85,Price: ,2.48,x
1.122699054, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Brest v Paris FC, Favorite: ,Brest, 669348   size:37.91,Price: ,1.8,Paris FC, 5168454   size:198.18,Price: ,5.9,The Draw, 58805   size:161.48,Price: ,3.4,ok
1.122760809, Sport: ,Soccer, Time: ,Fri Jan 29 22:00:00 CET 2016, Time: ,Fri Jan 29 22:00:00 CET 2016, Event: ,Sol de America (Par) v River Plate (Par), Favorite: ,Sol de America (Par), 9329179   size:2.55,Price: ,1.71,River Plate (Par), 7598618   size:2.55,Price: ,4.1,The Draw, 58805   size:2.55,Price: ,3.55,x
1.122755221, Sport: ,Basketball, Time: ,Fri Jan 29 01:05:00 CET 2016, Time: ,Fri Jan 29 01:05:00 CET 2016, Event: ,Atlanta Hawks @ Indiana Pacers, Favorite: ,Indiana Pacers, 237481   size:46.79,Price: ,1.73,Atlanta Hawks, 237490   size:35.88,Price: ,2.32,ok
1.122699438, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Evian TG v Metz, Favorite: ,Evian TG, 4864973   size:53.06,Price: ,2.6,Metz, 44795   size:42.2,Price: ,3.35,The Draw, 58805   size:969.54,Price: ,3.15,x
1.122699756, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Nimes v Auxerre, Favorite: ,Nimes, 77586   size:32.1,Price: ,2.42,Auxerre, 44800   size:47.89,Price: ,3.3,The Draw, 58805   size:218.21,Price: ,3.35,ok
1.122755245, Sport: ,Basketball, Time: ,Fri Jan 29 02:05:00 CET 2016, Time: ,Fri Jan 29 02:05:00 CET 2016, Event: ,Milwaukee Bucks @ Memphis Grizzlies, Favorite: ,Memphis Grizzlies, 237491   size:153.16,Price: ,1.54,Milwaukee Bucks, 237477   size:15.54,Price: ,2.76,ok
1.122760714, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Tuto Hockey v Jokipojat Joensuu, Favorite: ,TuTo Hockey, 10669693   size:6.8,Price: ,1.9,Jokipojat Joensuu, 10672368   size:7.09,Price: ,2.62,Tie, 60104   size:84.63,Price: ,4.1,x
1.122760439, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Adler Mannheim v Red Bull Munich, Favorite: ,Adler Mannheim, 233924   size:3.92,Price: ,1.14,Red Bull Munich, 10651736   size:3.65,Price: ,1.15,Tie, 60104   size:3.65,Price: ,1.15
1.122765264, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Jamie Loeb v Mari Osaka, Favorite: ,Mari Osaka, 8733926   size:3.24,Price: ,1.89,Jamie Loeb, 7593252   size:2.55,Price: ,1.99,ok
1.122698867, Sport: ,Soccer, Time: ,Fri Jan 29 14:00:00 CET 2016, Time: ,Fri Jan 29 14:00:00 CET 2016, Event: ,Maccabi Herzliya v Beitar Tel Aviv Ramla, Favorite: ,Maccabi Herzliya, 5195923   size:12.55,Price: ,1.93,Beitar Tel Aviv Ramla, 6021023   size:2.55,Price: ,3.3,The Draw, 58805   size:5.17,Price: ,3.2,ok
1.122765256, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Andrea Gamiz v Jesika Maleckova, Favorite: ,Jesika Maleckova, 9150595   size:2.55,Price: ,1.69,Andrea Gamiz, 7083171   size:2.55,Price: ,2.18,ok
1.122772824, Sport: ,Soccer, Time: ,Fri Jan 29 01:00:00 CET 2016, Time: ,Fri Jan 29 01:00:00 CET 2016, Event: ,The Strongest v Club Petrolero, Favorite: ,The Strongest, 328205   size:7.87,Price: ,1.25,Club Petrolero, 8,ok
1.122765114, Sport: ,Tennis, Time: ,Thu Jan 28 23:00:00 CET 2016, Time: ,Thu Jan 28 23:00:00 CET 2016, Event: ,Edmund v Mmoh, Favorite: ,Kyle Edmund, 5626817   size:345.83,Price: ,1.13,Michael Mmoh, 8798905   size:13.39,Price: ,8.2,ok
1.122765258, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Anna Tatishvili v Sofia Kenin, Favorite: ,Anna Tatishvili, 2311979   size:70.56,Price: ,1.6,Sofia Kenin, 9149629   size:7.99,Price: ,2.28,ok
1.122765259, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Carol Zhao v Lauren Embree, Favorite: ,Carol Zhao, 7550871   size:2.55,Price: ,1.7,Lauren Embree, 3915174   size:2.55,Price: ,2.16,x
1.122699660, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Nancy v Clermont, Favorite: ,Nancy, 70468   size:82.02,Price: ,1.67,Clermont, 309686   size:34.81,Price: ,6.6,The Draw, 58805   size:47.42,Price: ,3.95,ok
1.122772940, Sport: ,Soccer, Time: ,Fri Jan 29 18:15:00 CET 2016, Time: ,Fri Jan 29 18:15:00 CET 2016, Event: ,Levadia Tallinn v Trans Narva, Favorite: ,Levadia Tallinn, 206564   size:13.7,Price: ,1.04,Trans Narva, 46983   size:13.7,Price: ,1.04,The Draw, 58805   size:15.74,Price: ,2.88,x
1.122755452, Sport: ,Basketball, Time: ,Fri Jan 29 00:00:00 CET 2016, Time: ,Fri Jan 29 00:00:00 CET 2016, Event: ,Universo/Salvador v CA Paulistano, Favorite: ,CA Paulistano, 8998175   size:2.65,Price: ,1.34,Universo/Salvador, 10484581   size:19.19,Price: ,3.05
1.122760739, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Roki v Savonlinnan Pallokerho, Favorite: ,Savonlinnan Pallokerho, 10670738   size:6.11,Price: ,1.7,Roki, 10672367   size:5.1,Price: ,3.2,Tie, 60104   size:84.63,Price: ,4.1
1.122755253, Sport: ,Basketball, Time: ,Fri Jan 29 02:05:00 CET 2016, Time: ,Fri Jan 29 02:05:00 CET 2016, Event: ,New York Knicks @ Toronto Raptors, Favorite: ,Toronto Raptors, 237476   size:1743.72,Price: ,1.2,New York Knicks, 237482   size:52.0,Price: ,5.8
1.122755313, Sport: ,Basketball, Time: ,Fri Jan 29 12:35:00 CET 2016, Time: ,Fri Jan 29 12:35:00 CET 2016, Event: ,Qingdao DoubleStar Eagl v Zhejiang Guangsha Lions, Favorite: ,Qingdao DoubleStar Eagl, 10466371   size:2.0,Price: ,1.01,Zhejiang Guangsha Lions, 8995034   size:2.0,Price: ,1.01
1.122699207, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,MVV Maastricht v FC Eindhoven, Favorite: ,MVV Maastricht, 8704630   size:17.79,Price: ,2.5,FC Eindhoven, 503439   size:5.0,Price: ,2.9,The Draw, 58805   size:51.57,Price: ,3.85
1.122773051, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,IR Reykjavik v KR Reykjavik, Favorite: ,KR Reykjavik, 399808   size:36.73,Price: ,1.32,IR Reykjavik, 4742652   size:8.4,Price: ,5.6,The Draw, 58805   size:5.49,Price: ,2.9
1.122755237, Sport: ,Basketball, Time: ,Fri Jan 29 01:05:00 CET 2016, Time: ,Fri Jan 29 01:05:00 CET 2016, Event: ,Denver Nuggets @ Washington Wizards, Favorite: ,Washington Wizards, 237485   size:310.19,Price: ,1.35,Denver Nuggets, 237492   size:5.34,Price: ,3.7
1.122699224, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Creteil v Dijon, Favorite: ,Dijon, 305995   size:13.13,Price: ,1.93,Creteil, 269793   size:36.68,Price: ,4.6,The Draw, 58805   size:507.15,Price: ,3.6
1.122755315, Sport: ,Basketball, Time: ,Fri Jan 29 12:35:00 CET 2016, Time: ,Fri Jan 29 12:35:00 CET 2016, Event: ,Shanxi Zhongyu Brave Dr v Xinjiang Guanghui Flyin, Favorite: ,Xinjiang Guanghui Flyin, 10466366   size:2.0,Price: ,1.01,Shanxi Zhongyu Brave Dr, 10466373   size:5.09,Price: ,1.38
1.122699564, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Laval v Niort, Favorite: ,Laval, 77585   size:9.42,Price: ,2.52,Niort, 309687   size:101.59,Price: ,3.4,The Draw, 58805   size:579.35,Price: ,3.2
1.122755316, Sport: ,Basketball, Time: ,Fri Jan 29 12:35:00 CET 2016, Time: ,Fri Jan 29 12:35:00 CET 2016, Event: ,Tianjin Ronggang Golden v Fujian SBS Xunxing, Favorite: ,Tianjin Ronggang Golden, 10466372   size:2.0,Price: ,1.01,Fujian SBS Xunxing, 8994355   size:2.0,Price: ,1.01
1.122698793, Sport: ,Soccer, Time: ,Fri Jan 29 14:00:00 CET 2016, Time: ,Fri Jan 29 14:00:00 CET 2016, Event: ,Maccabi Ahi Nazareth v Ironi Ramat HaSharon, Favorite: ,Ironi Ramat HaSharon, 6242601   size:2.55,Price: ,2.34,Maccabi Ahi Nazareth, 5188358   size:12.55,Price: ,2.82,The Draw, 58805   size:3.83,Price: ,3.35
1.122760344, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Eisbaren Berlin v ERC Ingolstadt, Favorite: ,Tie, 60104   size:13.7,Price: ,1.04,Eisbaren Berlin, 233923   size:5.53,Price: ,1.2,ERC Ingolstadt, 233927   size:3.92,Price: ,1.14
1.122760267, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Grizzlys Wolfsburg v Hamburg Freezers, Favorite: ,Tie, 60104   size:13.7,Price: ,1.04,Grizzlys Wolfsburg, 10467471   size:6.85,Price: ,1.08,Hamburg Freezers, 232990   size:6.85,Price: ,1.08
1.122744075, Sport: ,Soccer, Time: ,Fri Jan 29 21:30:00 CET 2016, Time: ,Fri Jan 29 21:30:00 CET 2016, Event: ,Guimaraes v Uniao Madeira, Favorite: ,Guimaraes, 50085   size:341.75,Price: ,1.71,Uniao Madeira, 505985   size:231.57,Price: ,6.2,The Draw, 58805   size:70.02,Price: ,3.75
1.122765270, Sport: ,Tennis, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Chloe Paquet v Marketa Vondrousova, Favorite: ,Marketa Vondrousova, 9433253   size:164.0,Price: ,1.24,Chloe Paquet, 7216239   size:3.34,Price: ,4.6
