1.122772879, Sport: ,Soccer, Time: ,Fri Jan 29 16:30:00 CET 2016, Time: ,Fri Jan 29 16:30:00 CET 2016, Event: ,Flora Tallinn v Nomme Kalju, Favorite: ,Flora Tallinn, 180590   size:13.7,Price: ,1.04,Nomme Kalju, 4007449   size:13.7,Price: ,1.04,The Draw, 58805   size:15.74,Price: ,2.88,ok
1.122773106, Sport: ,Soccer, Time: ,Fri Jan 29 19:00:00 CET 2016, Time: ,Fri Jan 29 19:00:00 CET 2016, Event: ,Vikingur Reykjavik U19 v Fylkir U19, Favorite: ,Vikingur Reykjavik U19, 6390640   size:13.7,Price: ,1.04,Fylkir U19, 6390674   size:12.37,Price: ,2.12,The Draw, 58805   size:15.74,Price: ,2.88,x
1.122755262, Sport: ,Basketball, Time: ,Fri Jan 29 02:05:00 CET 2016, Time: ,Fri Jan 29 02:05:00 CET 2016, Event: ,Sacramento Kings @ New Orleans Pelicans, Favorite: ,Sacramento Kings, 237470   size:23.39,Price: ,1.66,New Orleans Pelicans, 7379341   size:23.85,Price: ,2.48,x
1.122699054, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Brest v Paris FC, Favorite: ,Brest, 669348   size:37.91,Price: ,1.8,Paris FC, 5168454   size:198.18,Price: ,5.9,The Draw, 58805   size:161.48,Price: ,3.4,ok
1.122760809, Sport: ,Soccer, Time: ,Fri Jan 29 22:00:00 CET 2016, Time: ,Fri Jan 29 22:00:00 CET 2016, Event: ,Sol de America (Par) v River Plate (Par), Favorite: ,Sol de America (Par), 9329179   size:2.55,Price: ,1.71,River Plate (Par), 7598618   size:2.55,Price: ,4.1,The Draw, 58805   size:2.55,Price: ,3.55,x
1.122755221, Sport: ,Basketball, Time: ,Fri Jan 29 01:05:00 CET 2016, Time: ,Fri Jan 29 01:05:00 CET 2016, Event: ,Atlanta Hawks @ Indiana Pacers, Favorite: ,Indiana Pacers, 237481   size:46.79,Price: ,1.73,Atlanta Hawks, 237490   size:35.88,Price: ,2.32,ok
1.122699438, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Evian TG v Metz, Favorite: ,Evian TG, 4864973   size:53.06,Price: ,2.6,Metz, 44795   size:42.2,Price: ,3.35,The Draw, 58805   size:969.54,Price: ,3.15,x
1.122699756, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,Nimes v Auxerre, Favorite: ,Nimes, 77586   size:32.1,Price: ,2.42,Auxerre, 44800   size:47.89,Price: ,3.3,The Draw, 58805   size:218.21,Price: ,3.35,ok
1.122755245, Sport: ,Basketball, Time: ,Fri Jan 29 02:05:00 CET 2016, Time: ,Fri Jan 29 02:05:00 CET 2016, Event: ,Milwaukee Bucks @ Memphis Grizzlies, Favorite: ,Memphis Grizzlies, 237491   size:153.16,Price: ,1.54,Milwaukee Bucks, 237477   size:15.54,Price: ,2.76,ok
1.122760714, Sport: ,Ice Hockey, Time: ,Fri Jan 29 17:30:00 CET 2016, Time: ,Fri Jan 29 17:30:00 CET 2016, Event: ,Tuto Hockey v Jokipojat Joensuu, Favorite: ,TuTo Hockey, 10669693   size:6.8,Price: ,1.9,Jokipojat Joensuu, 10672368   size:7.09,Price: ,2.62,Tie, 60104   size:84.63,Price: ,4.1,x
1.122760439, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Adler Mannheim v Red Bull Munich, Favorite: ,Adler Mannheim, 233924   size:3.92,Price: ,1.14,Red Bull Munich, 10651736   size:3.65,Price: ,1.15,Tie, 60104   size:3.65,Price: ,1.15
1.122755229, Sport: ,Basketball, Time: ,Fri Jan 29 04:35:00 CET 2016, Time: ,Fri Jan 29 04:35:00 CET 2016, Event: ,Chicago Bulls @ Los Angeles Lakers, Favorite: ,Chicago Bulls, 237494   size:270.71,Price: ,1.26,Los Angeles Lakers, 5368712   size:14.93,Price: ,4.8
1.122699478, Sport: ,Soccer, Time: ,Fri Jan 29 20:00:00 CET 2016, Time: ,Fri Jan 29 20:00:00 CET 2016, Event: ,VVV v Volendam, Favorite: ,VVV, 503419   size:18.95,Price: ,1.71,Volendam, 419133   size:149.18,Price: ,5.1,The Draw, 58805   size:62.45,Price: ,4.1
1.122698884, Sport: ,Soccer, Time: ,Fri Jan 29 20:30:00 CET 2016, Time: ,Fri Jan 29 20:30:00 CET 2016, Event: ,Avellino v Cagliari, Favorite: ,Cagliari, 60297   size:8.93,Price: ,2.56,Avellino, 501202   size:113.22,Price: ,3.25,The Draw, 58805   size:1942.0,Price: ,3.2
1.122699852, Sport: ,Soccer, Time: ,Fri Jan 29 20:30:00 CET 2016, Time: ,Fri Jan 29 20:30:00 CET 2016, Event: ,Sint Truiden v Anderlecht, Favorite: ,Anderlecht, 58163   size:17.16,Price: ,1.57,Sint Truiden, 189832   size:2.48,Price: ,7.4,The Draw, 58805   size:29.76,Price: ,4.3
1.122699377, Sport: ,Soccer, Time: ,Fri Jan 29 10:00:00 CET 2016, Time: ,Fri Jan 29 10:00:00 CET 2016, Event: ,Thai Honda FC v Songkhla United, Favorite: ,Thai Honda FC, 7457452   size:65.6,Price: ,1.74,Songkhla United, 8439467   size:25.71,Price: ,3.55,The Draw, 58805   size:25.71,Price: ,3.55
1.122760413, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Dusseldorfer EG v T. S. Ice Tigers, Favorite: ,Dusseldorfer EG, 240369   size:13.7,Price: ,1.04,T. S. Ice Tigers, 10651737   size:13.7,Price: ,1.04,Tie, 60104   size:13.7,Price: ,1.04
1.122760036, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Straubing Tigers v Cologne Haie, Favorite: ,Cologne Haie, 10651735   size:18.0,Price: ,1.15,Straubing Tigers, 2056843   size:18.0,Price: ,1.16,Tie, 60104   size:18.0,Price: ,1.16
1.122760113, Sport: ,Ice Hockey, Time: ,Fri Jan 29 19:30:00 CET 2016, Time: ,Fri Jan 29 19:30:00 CET 2016, Event: ,Schwenninger Wild Wings v Augsburger Panther, Favorite: ,Tie, 60104   size:13.7,Price: ,1.04,Schwenninger Wild Wings, 247129   size:6.85,Price: ,1.08,Augsburger Panther, 233922   size:6.85,Price: ,1.08
1.122801824, Sport: ,Tennis, Time: ,Fri Jan 29 09:00:00 CET 2016, Time: ,Fri Jan 29 09:00:00 CET 2016, Event: ,Dalila Said v Petra Krejsova, Favorite: ,Dalila Said, 10349267   size:9.13,Price: ,1.06,Petra Krejsova, 9150750   size:9.13,Price: ,1.06
1.122765262, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Robin Anderson v Chiara Scholl, Favorite: ,Robin Anderson, 8947134   size:2.13,Price: ,1.39,Chiara Scholl, 7049665   size:13.25,Price: ,3.1
1.122765263, Sport: ,Tennis, Time: ,Fri Jan 29 15:00:00 CET 2016, Time: ,Fri Jan 29 15:00:00 CET 2016, Event: ,Natela Dzalamidze v Irina Maria Bara, Favorite: ,Irina Maria Bara, 9628716   size:3.28,Price: ,1.76,Natela Dzalamidze, 8907182   size:2.55,Price: ,2.08,x
