1.122316669, Sport: ,Handball, Time: ,Sun Dec 27 16:30:00 CET 2015, Time: ,Sun Dec 27 16:30:00 CET 2015, Event: ,Drott v Karlskrona, Favorite: ,Drott, 330162   size:2.72,Price: ,1.03,Karlskrona, 10260449   size:2.72,Price: ,1.03,Draw, 330157   size:8.58,Price: ,1.22,ok
1.122392662, Sport: ,Soccer, Time: ,Sun Dec 27 11:30:00 CET 2015, Time: ,Sun Dec 27 11:30:00 CET 2015, Event: ,CD Alcala v UD Rotena, Favorite: ,CD Alcala, 4923751   size:2.55,Price: ,1.3,UD Rotena, 6502553   size:2.0,Price: ,10.0,The Draw, 58805   size:8.41,Price: ,4.4,ok
1.122285202, Sport: ,American Football, Time: ,Sun Dec 27 19:00:00 CET 2015, Time: ,Sun Dec 27 19:00:00 CET 2015, Event: ,Indianapolis @ Miami, Favorite: ,Miami Dolphins, 50201   size:22.62,Price: ,1.78,Indianapolis Colts, 50200   size:5.57,Price: ,2.26,x
1.122399179, Sport: ,Basketball, Time: ,Sun Dec 27 10:00:00 CET 2015, Time: ,Sun Dec 27 10:00:00 CET 2015, Event: ,Barangay Ginebra v Globalport Batang Pier, Favorite: ,Barangay Ginebra, 7217820   size:17.43,Price: ,1.51,Globalport Batang Pier, 6756877   size:2.55,Price: ,2.72,x
1.122355085, Sport: ,Rugby Union, Time: ,Sun Dec 27 21:00:00 CET 2015, Time: ,Sun Dec 27 21:00:00 CET 2015, Event: ,Toulouse v Toulon, Favorite: ,Toulouse, 52259   size:2.82,Price: ,1.77,Toulon, 1242213   size:2.25,Price: ,2.22,Draw, 246289   size:6.81,Price: ,20.0,ok
1.122355083, Sport: ,Rugby Union, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Pau v La Rochelle, Favorite: ,Pau, 21370   size:4.18,Price: ,1.53,La Rochelle, 4788784   size:2.44,Price: ,2.62,Draw, 246289   size:8.17,Price: ,20.0,ok
1.122355084, Sport: ,Rugby Union, Time: ,Sun Dec 27 18:00:00 CET 2015, Time: ,Sun Dec 27 18:00:00 CET 2015, Event: ,Clermont v Racing Metro, Favorite: ,Clermont, 1275770   size:2.62,Price: ,1.22,Racing Metro, 4121782   size:2.62,Price: ,2.2,Draw, 246289   size:8.04,Price: ,20.0,x
1.122392827, Sport: ,Soccer, Time: ,Sun Dec 27 11:30:00 CET 2015, Time: ,Sun Dec 27 11:30:00 CET 2015, Event: ,CMD San Juan v CD Cabecense, Favorite: ,CMD San Juan, 8390549   size:2.26,Price: ,2.22,CD Cabecense, 7764344   size:3.73,Price: ,3.25,The Draw, 58805   size:3.58,Price: ,3.3,x
1.122355081, Sport: ,Rugby Union, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Montpellier v Agen, Favorite: ,Montpellier, 632441   size:2.64,Price: ,1.06,Agen, 690999   size:3.46,Price: ,7.8,Draw, 246289   size:2.64,Price: ,38.0,ok
1.122364237, Sport: ,Basketball, Time: ,Mon Dec 28 01:00:00 CET 2015, Time: ,Mon Dec 28 01:00:00 CET 2015, Event: ,New York @ Boston, Favorite: ,New York, 13106   size:10.0,Price: ,1.04,Boston, 13108   size:10.0,Price: ,1.04,x
1.122309502, Sport: ,Ice Hockey, Time: ,Mon Dec 28 00:00:00 CET 2015, Time: ,Mon Dec 28 00:00:00 CET 2015, Event: ,Columbus @ Florida, Favorite: ,Columbus, 2114347   size:13.7,Price: ,1.04,Florida, 2112317   size:2.27,Price: ,1.88,Tie, 60104   size:13.7,Price: ,1.04,x
1.122334401, Sport: ,Soccer, Time: ,Sun Dec 27 17:30:00 CET 2015, Time: ,Sun Dec 27 17:30:00 CET 2015, Event: ,Perugia v Vicenza, Favorite: ,Perugia, 215828   size:156.55,Price: ,1.87,Vicenza, 7338   size:18.87,Price: ,5.5,The Draw, 58805   size:658.57,Price: ,3.35,x
1.122372879, Sport: ,Basketball, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Buyukcekmece v Yesilgiresun, Favorite: ,Buyukcekmece, 9128901   size:92.92,Price: ,1.47,Yesilgiresun, 10398375   size:37.38,Price: ,2.3,ok
1.122362292, Sport: ,Soccer, Time: ,Sun Dec 27 13:55:00 CET 2015, Time: ,Sun Dec 27 13:55:00 CET 2015, Event: ,Al Wahda (UAE) U21 v Bani Yas SC U21, Favorite: ,Al Wahda (UAE) U21, 9040790   size:5.45,Price: ,1.12,Bani Yas SC U21, 9040792   size:5.32,Price: ,19.5,The Draw, 58805   size:11.31,Price: ,7.4,ok
1.122372883, Sport: ,Basketball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Torku Konyaspor v Turk Telekom, Favorite: ,Turk Telekom, 631280   size:2.55,Price: ,1.75,Torku Konyaspor, 8914461   size:2.55,Price: ,2.06,x
1.122395387, Sport: ,Soccer, Time: ,Sun Dec 27 13:00:00 CET 2015, Time: ,Sun Dec 27 13:00:00 CET 2015, Event: ,UD Cruz Santa v CD La Cuadra, Favorite: ,UD Cruz Santa, 10185304   size:63.1,Price: ,2.08,CD La Cuadra, 10398430   size:37.03,Price: ,2.84,The Draw, 58805   size:5.0,Price: ,3.15,x
1.122376845, Sport: ,Basketball, Time: ,Sun Dec 27 17:00:00 CET 2015, Time: ,Sun Dec 27 17:00:00 CET 2015, Event: ,Ratiopharm Ulm v Tubingen, Favorite: ,Ratiopharm Ulm, 2114275   size:2.72,Price: ,1.03,Tubingen, 1371897   size:5.94,Price: ,1.35,ok
1.122380935, Sport: ,Basketball, Time: ,Sun Dec 27 18:15:00 CET 2015, Time: ,Sun Dec 27 18:15:00 CET 2015, Event: ,Reggio Emilia v Varese, Favorite: ,Reggio Emilia, 958950   size:2.72,Price: ,1.03,Varese, 276233   size:2.55,Price: ,1.25,ok
1.122372887, Sport: ,Basketball, Time: ,Sun Dec 27 14:00:00 CET 2015, Time: ,Sun Dec 27 14:00:00 CET 2015, Event: ,Usak Sportif v Anadolu Efes, Favorite: ,Anadolu Efes, 5832279   size:2.55,Price: ,1.35,Usak Sportif, 7756133   size:8.49,Price: ,3.3,ok
1.122380931, Sport: ,Basketball, Time: ,Sun Dec 27 18:15:00 CET 2015, Time: ,Sun Dec 27 18:15:00 CET 2015, Event: ,Orlandina v Avellino, Favorite: ,Orlandina, 2513380   size:84.15,Price: ,1.81,Avellino, 276213   size:2.55,Price: ,2.08,x
1.122355006, Sport: ,Rugby Union, Time: ,Sun Dec 27 17:30:00 CET 2015, Time: ,Sun Dec 27 17:30:00 CET 2015, Event: ,Harlequins v Gloucester, Favorite: ,Harlequins, 37893   size:391.28,Price: ,1.36,Gloucester, 168   size:2.36,Price: ,3.9,Draw, 246289   size:3.54,Price: ,28.0,x
1.122285218, Sport: ,American Football, Time: ,Sun Dec 27 22:05:00 CET 2015, Time: ,Sun Dec 27 22:05:00 CET 2015, Event: ,Jacksonville @ New Orleans, Favorite: ,New Orleans Saints, 50196   size:2.55,Price: ,1.69,Jacksonville Jaguars, 50207   size:136.33,Price: ,2.2,ok
1.122335170, Sport: ,Soccer, Time: ,Sun Dec 27 17:30:00 CET 2015, Time: ,Sun Dec 27 17:30:00 CET 2015, Event: ,Nottm Forest v Leeds, Favorite: ,Nottm Forest, 69718   size:365.73,Price: ,2.14,Leeds, 48317   size:31.72,Price: ,4.2,The Draw, 58805   size:17898.6,Price: ,3.35,x
1.122376841, Sport: ,Basketball, Time: ,Sun Dec 27 17:00:00 CET 2015, Time: ,Sun Dec 27 17:00:00 CET 2015, Event: ,Fraport Skyliners v Ludwigsburg, Favorite: ,Fraport Skyliners, 5956938   size:145.04,Price: ,1.49,Ludwigsburg, 689542   size:29.93,Price: ,1.89,ok
1.122399223, Sport: ,Ice Hockey, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Jokerit v Adler Mannheim, Favorite: ,Jokerit, 66263   size:13.7,Price: ,1.04,Adler Mannheim, 233924   size:18.0,Price: ,1.16,Tie, 60104   size:18.0,Price: ,1.29,x
1.122399226, Sport: ,Ice Hockey, Time: ,Sun Dec 27 20:15:00 CET 2015, Time: ,Sun Dec 27 20:15:00 CET 2015, Event: ,HC Davos v Avtomobilist, Favorite: ,HC Davos, 296189   size:13.7,Price: ,1.04,Avtomobilist, 4138395   size:13.7,Price: ,1.04,Tie, 60104   size:13.7,Price: ,1.04,x
1.122309507, Sport: ,Ice Hockey, Time: ,Mon Dec 28 00:00:00 CET 2015, Time: ,Mon Dec 28 00:00:00 CET 2015, Event: ,Toronto @ NY Islanders, Favorite: ,NY Islanders, 60105   size:2.5,Price: ,1.8,Toronto, 2108073   size:7.41,Price: ,3.35,Tie, 60104   size:7.22,Price: ,3.85,x
1.122380939, Sport: ,Basketball, Time: ,Sun Dec 27 20:45:00 CET 2015, Time: ,Sun Dec 27 20:45:00 CET 2015, Event: ,Torino v Bologna, Favorite: ,Torino, 10369578   size:2.55,Price: ,1.48,Bologna, 978665   size:2.55,Price: ,2.76,ok
1.122333783, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Como v Salernitana, Favorite: ,Como, 60298   size:298.94,Price: ,2.1,Salernitana, 60303   size:37.63,Price: ,4.4,The Draw, 58805   size:460.14,Price: ,3.25,ok
1.122309551, Sport: ,Ice Hockey, Time: ,Mon Dec 28 02:00:00 CET 2015, Time: ,Mon Dec 28 02:00:00 CET 2015, Event: ,Philadelphia @ Anaheim, Favorite: ,Anaheim, 60109   size:3.19,Price: ,2.0,Philadelphia, 2109791   size:2.2,Price: ,2.9,Tie, 60104   size:7.71,Price: ,3.55,ok
1.122364247, Sport: ,Basketball, Time: ,Mon Dec 28 03:00:00 CET 2015, Time: ,Mon Dec 28 03:00:00 CET 2015, Event: ,Portland @ Sacramento, Favorite: ,Portland, 13129   size:2.72,Price: ,1.03,Sacramento, 13127   size:12.65,Price: ,1.04,ok
1.122333542, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Cagliari v Pro Vercelli, Favorite: ,Cagliari, 60297   size:1520.75,Price: ,1.42,Pro Vercelli, 5369664   size:45.24,Price: ,10.0,The Draw, 58805   size:43.03,Price: ,4.8,ok
1.122370888, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,Shanghai v Shanxi, Favorite: ,Shanghai, 8926900   size:216.55,Price: ,1.35,Shanxi, 8926913   size:2.55,Price: ,3.4,ok
1.122370889, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,Sichuan v Zhejiang Guangsha, Favorite: ,Sichuan, 8926907   size:3.55,Price: ,1.61,Zhejiang Guangsha, 8926901   size:5.94,Price: ,2.54,ok
1.122366660, Sport: ,Basketball, Time: ,Sun Dec 27 18:00:00 CET 2015, Time: ,Sun Dec 27 18:00:00 CET 2015, Event: ,Unicaja Malaga v Basquet Manresa, Favorite: ,Unicaja Malaga, 266279   size:2.55,Price: ,1.16,Basquet Manresa, 2728338   size:12.62,Price: ,6.4,ok
1.122370891, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,Xinjiang v Zhejiang Chouzhou, Favorite: ,Xinjiang, 8926908   size:2.75,Price: ,1.12,Zhejiang Chouzhou, 8926899   size:11.76,Price: ,4.9,ok
1.122397779, Sport: ,Soccer, Time: ,Sun Dec 27 14:00:00 CET 2015, Time: ,Sun Dec 27 14:00:00 CET 2015, Event: ,Hammam-Lif v Club Africain, Favorite: ,Club Africain, 5177433   size:3.17,Price: ,2.02,Hammam-Lif, 8883557   size:3.19,Price: ,3.65,The Draw, 58805   size:37.37,Price: ,2.94,x
1.122371742, Sport: ,Darts, Time: ,Sun Dec 27 14:10:00 CET 2015, Time: ,Sun Dec 27 14:10:00 CET 2015, Event: ,Michael Smith v Steve Beaton, Favorite: ,Michael Smith, 3066962   size:545.7,Price: ,1.21,Steve Beaton, 2469729   size:5.26,Price: ,5.6,ok
1.122355012, Sport: ,Rugby Union, Time: ,Sun Dec 27 15:30:00 CET 2015, Time: ,Sun Dec 27 15:30:00 CET 2015, Event: ,Bath v Worcester, Favorite: ,Bath, 8887   size:11.34,Price: ,1.11,Worcester, 283308   size:4.06,Price: ,7.0,Draw, 246289   size:22.01,Price: ,29.0,ok
1.122392882, Sport: ,Soccer, Time: ,Sun Dec 27 12:00:00 CET 2015, Time: ,Sun Dec 27 12:00:00 CET 2015, Event: ,Cordoba B v Lebrijana, Favorite: ,Cordoba B, 7602491   size:9.21,Price: ,1.24,Lebrijana, 9315717   size:2.0,Price: ,14.0,The Draw, 58805   size:5.16,Price: ,5.3,ok
1.122395512, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Zimbabwe v Cameroon, Favorite: ,Cameroon, 7282   size:5.03,Price: ,1.27,Zimbabwe, 659800   size:2.58,Price: ,3.15,The Draw, 58805   size:2.92,Price: ,3.1,x
1.122334195, Sport: ,Soccer, Time: ,Sun Dec 27 12:30:00 CET 2015, Time: ,Sun Dec 27 12:30:00 CET 2015, Event: ,Latina v Pescara, Favorite: ,Latina, 5287538   size:54.87,Price: ,2.84,Pescara, 201327   size:89.21,Price: ,2.9,The Draw, 58805   size:384.03,Price: ,3.25,x
1.122370890, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,Tianjin v Shandong, Favorite: ,Shandong, 8926903   size:425.49,Price: ,1.18,Tianjin, 8926906   size:8.21,Price: ,5.5,ok
1.122389377, Sport: ,Darts, Time: ,Sun Dec 27 15:30:00 CET 2015, Time: ,Sun Dec 27 15:30:00 CET 2015, Event: ,Dimitri van den Bergh v Benito van de Pas, Favorite: ,Benito van de Pas, 6062761   size:6.25,Price: ,1.58,Dimitri van den Bergh, 9329221   size:17.91,Price: ,2.6,ok
1.122334504, Sport: ,Soccer, Time: ,Sun Dec 27 14:30:00 CET 2015, Time: ,Sun Dec 27 14:30:00 CET 2015, Event: ,Standard v Mouscron, Favorite: ,Standard, 571279   size:368.37,Price: ,1.52,Mouscron, 67186   size:6.89,Price: ,7.6,The Draw, 58805   size:39.13,Price: ,4.5,ok
1.122394273, Sport: ,Soccer, Time: ,Sun Dec 27 18:30:00 CET 2015, Time: ,Sun Dec 27 18:30:00 CET 2015, Event: ,Maccabi Kiryat Gat (W) v FC Ramat Hasharon (W), Favorite: ,Maccabi Kiryat Gat (W), 8089199   size:3.65,Price: ,1.15,FC Ramat Hasharon (W), 6934002   size:3.65,Price: ,1.15,The Draw, 58805   size:4.08,Price: ,3.05,ok
1.122370883, Sport: ,Basketball, Time: ,Sun Dec 27 09:00:00 CET 2015, Time: ,Sun Dec 27 09:00:00 CET 2015, Event: ,Foshan v Liaoning, Favorite: ,Liaoning, 8926912   size:2.55,Price: ,1.13,Foshan, 8926911   size:2.55,Price: ,4.5,ok
1.122370884, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,Fujian v Bayi Rockets, Favorite: ,Fujian, 8926905   size:419.55,Price: ,1.18,Bayi Rockets, 8926902   size:32.48,Price: ,5.4,ok
1.122370885, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,Jiangsu Dragons v Beijing BG / Beikong Fl, Favorite: ,Jiangsu Dragons, 8926904   size:2.55,Price: ,1.32,Beijing BG / Beikong Fl, 10513291   size:45.98,Price: ,4.1,x
1.122370886, Sport: ,Basketball, Time: ,Sun Dec 27 12:35:00 CET 2015, Time: ,Sun Dec 27 12:35:00 CET 2015, Event: ,JiangSu Tongxi v Shenzhen New Century Le, Favorite: ,Dongguan, 10466369   size:9.86,Price: ,1.43,JiangSu Tongxi, 8926916   size:38.0,Price: ,2.96,x
1.122394438, Sport: ,Soccer, Time: ,Sun Dec 27 13:00:00 CET 2015, Time: ,Sun Dec 27 13:00:00 CET 2015, Event: ,Ironi Tiberias v Karmiel Safed, Favorite: ,Ironi Tiberias, 6064987   size:3.91,Price: ,1.98,Karmiel Safed, 9125071   size:2.74,Price: ,3.85,The Draw, 58805   size:4.16,Price: ,3.3,ok
1.122393102, Sport: ,Soccer, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,South Park FC v Guernsey FC, Favorite: ,South Park FC, 10281321   size:2.55,Price: ,2.3,Guernsey FC, 8025885   size:2.55,Price: ,2.48,The Draw, 58805   size:2.55,Price: ,3.45,x
1.122392772, Sport: ,Soccer, Time: ,Sun Dec 27 12:00:00 CET 2015, Time: ,Sun Dec 27 12:00:00 CET 2015, Event: ,CD Utrera v Sevilla C, Favorite: ,CD Utrera, 10185250   size:68.16,Price: ,1.99,Sevilla C, 9301062   size:3.32,Price: ,3.5,The Draw, 58805   size:5.18,Price: ,3.55,x
1.122333130, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Ascoli v Spezia, Favorite: ,Spezia, 522041   size:66.18,Price: ,2.64,Ascoli, 201261   size:82.34,Price: ,3.2,The Draw, 58805   size:178.84,Price: ,3.2,x
1.122334298, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Modena v Novara, Favorite: ,Novara, 522045   size:5.0,Price: ,2.78,Modena, 60293   size:222.05,Price: ,3.05,The Draw, 58805   size:832.95,Price: ,3.05,x
1.122397071, Sport: ,Basketball, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Anwil v Trefl Sopot, Favorite: ,Anwil, 1312084   size:2.55,Price: ,1.13,Trefl Sopot, 4235235   size:10.75,Price: ,4.8,ok
1.122333886, Sport: ,Soccer, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Entella v Crotone, Favorite: ,Entella, 4893589   size:3.89,Price: ,2.94,Crotone, 60300   size:18.44,Price: ,2.94,The Draw, 58805   size:955.45,Price: ,3.05,x
1.122332433, Sport: ,Soccer, Time: ,Sun Dec 27 11:30:00 CET 2015, Time: ,Sun Dec 27 11:30:00 CET 2015, Event: ,Dempo SC v Kenkre FC, Favorite: ,Dempo SC, 3922367   size:3.28,Price: ,1.95,Kenkre FC, 8415913   size:5.27,Price: ,3.65,The Draw, 58805   size:3.22,Price: ,3.55,ok
1.122389205, Sport: ,Ice Hockey, Time: ,Sun Dec 27 16:00:00 CET 2015, Time: ,Sun Dec 27 16:00:00 CET 2015, Event: ,Sundsvall v Asploven, Favorite: ,Sundsvall, 247097   size:2.0,Price: ,2.0,Asploven, 3746027   size:8.7,Price: ,2.4,Tie, 60104   size:7.27,Price: ,3.7,x
1.122360220, Sport: ,Darts, Time: ,Sun Dec 27 20:15:00 CET 2015, Time: ,Sun Dec 27 20:15:00 CET 2015, Event: ,Raymond van Barneveld v Stephen Bunting, Favorite: ,Raymond van Barneveld, 10613061   size:31.69,Price: ,1.59,Stephen Bunting, 3538481   size:30.07,Price: ,2.68,ok
1.122332708, Sport: ,Soccer, Time: ,Sun Dec 27 10:30:00 CET 2015, Time: ,Sun Dec 27 10:30:00 CET 2015, Event: ,Mumbai Customs v GM Sports, Favorite: ,Mumbai Customs, 8415909   size:4.1,Price: ,1.22,GM Sports, 8978864   size:3.07,Price: ,11.0,The Draw, 58805   size:2.0,Price: ,7.0,x
1.122351238, Sport: ,Soccer, Time: ,Sun Dec 27 12:30:00 CET 2015, Time: ,Sun Dec 27 12:30:00 CET 2015, Event: ,Elazigspor v Adanaspor, Favorite: ,Elazigspor, 196063   size:107.12,Price: ,2.16,Adanaspor, 114383   size:136.32,Price: ,3.7,The Draw, 58805   size:3.21,Price: ,3.55,x
1.122373820, Sport: ,Ice Hockey, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Sochi v Metallurg NK, Favorite: ,Sochi, 8796844   size:67.99,Price: ,1.63,Metallurg Nk, 3599244   size:75.0,Price: ,4.8,Tie, 60104   size:62.0,Price: ,5.0,x
1.122373784, Sport: ,Ice Hockey, Time: ,Sun Dec 27 12:00:00 CET 2015, Time: ,Sun Dec 27 12:00:00 CET 2015, Event: ,Avangard v CSKA, Favorite: ,CSKA, 2240050   size:10.37,Price: ,2.2,Avangard, 2558172   size:19.0,Price: ,3.05,Tie, 60104   size:13.41,Price: ,4.2,ok
1.122394087, Sport: ,Basketball, Time: ,Sun Dec 27 10:00:00 CET 2015, Time: ,Sun Dec 27 10:00:00 CET 2015, Event: ,Incheon Elephants v Goyang Orions, Favorite: ,Goyang Orions, 5889518   size:229.24,Price: ,1.69,Incheon Elephants, 8248315   size:56.92,Price: ,2.28,ok
1.122323286, Sport: ,Handball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Gummersbach v Stuttgart, Favorite: ,Gummersbach, 2201945   size:2.66,Price: ,1.26,Stuttgart, 10174885   size:2.65,Price: ,5.1,Draw, 330157   size:6.9,Price: ,11.5,ok
1.122394120, Sport: ,Basketball, Time: ,Sun Dec 27 17:00:00 CET 2015, Time: ,Sun Dec 27 17:00:00 CET 2015, Event: ,Le Mans v Dijon, Favorite: ,Le Mans, 678096   size:2.55,Price: ,1.47,Dijon, 1292705   size:2.55,Price: ,2.82,ok
1.122396385, Sport: ,Soccer, Time: ,Sun Dec 27 17:00:00 CET 2015, Time: ,Sun Dec 27 17:00:00 CET 2015, Event: ,AD Ceuta FC v UD Los Barrios, Favorite: ,AD Ceuta FC, 8179917   size:9.13,Price: ,1.06,UD Los Barrios, 6617036   size:9.13,Price: ,1.06,The Draw, 58805   size:4.08,Price: ,3.05,ok
1.122396383, Sport: ,Soccer, Time: ,Sun Dec 27 13:00:00 CET 2015, Time: ,Sun Dec 27 13:00:00 CET 2015, Event: ,CD El Cotillo v CD Vera, Favorite: ,CD El Cotillo, 8420124   size:11.03,Price: ,1.08,CD Vera, 6415551   size:3.65,Price: ,2.0,The Draw, 58805   size:5.0,Price: ,3.15,x
1.122285360, Sport: ,American Football, Time: ,Mon Dec 28 02:30:00 CET 2015, Time: ,Mon Dec 28 02:30:00 CET 2015, Event: ,New York Giants @ Minnesota, Favorite: ,Minnesota Vikings, 50191   size:70.35,Price: ,1.31,New York Giants, 50185   size:25.74,Price: ,3.8,ok
1.122397638, Sport: ,Basketball, Time: ,Sun Dec 27 15:00:00 CET 2015, Time: ,Sun Dec 27 15:00:00 CET 2015, Event: ,Juventus v Nevezis, Favorite: ,Juventus, 5244996   size:5.94,Price: ,1.21,Nevezis, 5154509   size:15.71,Price: ,3.6,x
1.122396381, Sport: ,Soccer, Time: ,Sun Dec 27 13:00:00 CET 2015, Time: ,Sun Dec 27 13:00:00 CET 2015, Event: ,UD Las Zocas v Real Sporting San Jose, Favorite: ,UD Las Zocas, 7279451   size:11.03,Price: ,1.1,Real Sporting San Jose, 6117117   size:3.65,Price: ,2.0,The Draw, 58805   size:5.0,Price: ,3.1,ok
1.122397074, Sport: ,Basketball, Time: ,Sun Dec 27 20:00:00 CET 2015, Time: ,Sun Dec 27 20:00:00 CET 2015, Event: ,Asseco Gdynia v Szczecin, Favorite: ,Asseco Gdynia, 7817588   size:13.55,Price: ,1.43,Szczecin, 8832807   size:2.1,Price: ,3.05,ok
