1.121312099, Sport: ,Soccer, Time: ,Mon Oct 26 19:45:00 CET 2015, Time: ,Mon Oct 26 19:45:00 CET 2015, Event: ,Aarau v Lausanne, Favorite: ,Aarau, 65777   size:8.03,Price: ,2.54,Lausanne, 2093796   size:5.0,Price: ,2.86,The Draw, 58805   size:7.0,Price: ,3.55,x
1.121474589, Sport: ,Soccer, Time: ,Mon Oct 26 17:00:00 CET 2015, Time: ,Mon Oct 26 17:00:00 CET 2015, Event: ,FK Strogino v FK Volga Tver, Favorite: ,FK Strogino, 10165518   size:3.62,Price: ,1.07,FK Volga Tver, 6548131   size:3.62,Price: ,1.07,The Draw, 58805   size:4.16,Price: ,2.88,ok
1.121475956, Sport: ,Tennis, Time: ,Mon Oct 26 06:30:00 CET 2015, Time: ,Mon Oct 26 06:30:00 CET 2015, Event: ,Bai/Ghedin v Wu/Zhang, Favorite: ,Bai/Ghedin, 10220762   size:2.59,Price: ,1.4,Wu/Zhang, 8329872   size:11.77,Price: ,2.9,ok
1.121479358, Sport: ,Snooker, Time: ,Mon Oct 26 07:30:00 CET 2015, Time: ,Mon Oct 26 07:30:00 CET 2015, Event: ,Andrew Higginson v Liang Wenbo, Favorite: ,Liang Wenbo, 2293301   size:26.09,Price: ,1.61,Andrew Higginson, 2278819   size:11.52,Price: ,2.38,ok
1.121190650, Sport: ,Soccer, Time: ,Mon Oct 26 14:00:00 CET 2015, Time: ,Mon Oct 26 14:00:00 CET 2015, Event: ,Sheff Utd U21 v Hull U21, Favorite: ,Sheff Utd U21, 6812038   size:3.62,Price: ,1.07,Hull U21, 10123519   size:3.62,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121353084, Sport: ,Volleyball, Time: ,Mon Oct 26 17:00:00 CET 2015, Time: ,Mon Oct 26 17:00:00 CET 2015, Event: ,PAOK Thessaloniki v Pamvohaikos, Favorite: ,PAOK Thessaloniki, 1359847   size:33.0,Price: ,1.01,Pamvohaikos, 5894225   size:33.0,Price: ,1.01,x
1.121360733, Sport: ,Soccer, Time: ,Mon Oct 26 17:00:00 CET 2015, Time: ,Mon Oct 26 17:00:00 CET 2015, Event: ,Zenit St Petersburg II v Fakel, Favorite: ,Fakel, 5441579   size:3.33,Price: ,2.3,Zenit St Petersburg II, 9386609   size:16.8,Price: ,2.94,The Draw, 58805   size:3.46,Price: ,3.45,ok
1.121454059, Sport: ,Basketball, Time: ,Mon Oct 26 20:45:00 CET 2015, Time: ,Mon Oct 26 20:45:00 CET 2015, Event: ,Varese v Dinamo Sassari, Favorite: ,Dinamo Sassari, 5520916   size:113.32,Price: ,1.64,Varese, 276233   size:5.0,Price: ,2.36,ok
1.121470789, Sport: ,Tennis, Time: ,Mon Oct 26 06:41:00 CET 2015, Time: ,Mon Oct 26 06:41:00 CET 2015, Event: ,Ti Chen v Y Mertens, Favorite: ,Yannick Mertens, 4521608   size:9.04,Price: ,1.48,Ti Chen, 2559490   size:205.26,Price: ,2.04,x
1.121475032, Sport: ,Soccer, Time: ,Mon Oct 26 09:00:00 CET 2015, Time: ,Mon Oct 26 09:00:00 CET 2015, Event: ,Hoang Anh Gia Lai U21 v Hung Vuong An Giang U21, Favorite: ,Hung Vuong An Giang U21, 8773425   size:2.71,Price: ,1.21,Hoang Anh Gia Lai U21, 7642558   size:2.66,Price: ,1.26,The Draw, 58805   size:2.67,Price: ,3.4,x
1.121476000, Sport: ,Snooker, Time: ,Mon Oct 26 07:30:00 CET 2015, Time: ,Mon Oct 26 07:30:00 CET 2015, Event: ,Noppon Saengkham v Oliver Lines, Favorite: ,Oliver Lines, 6575023   size:2.55,Price: ,1.7,Noppon Saengkham, 5119364   size:5.33,Price: ,2.28,ok
