1.121341379, Sport: ,Soccer, Time: ,Fri Nov 13 20:45:00 CET 2015, Time: ,Fri Nov 13 20:45:00 CET 2015, Event: ,Bosnia v Rep of Ireland, Favorite: ,Bosnia, 49387   size:6673.95,Price: ,1.93,Rep of Ireland, 133244   size:1456.66,Price: ,5.4,The Draw, 58805   size:9108.71,Price: ,3.3,x
1.121770201, Sport: ,Soccer, Time: ,Fri Nov 13 20:00:00 CET 2015, Time: ,Fri Nov 13 20:00:00 CET 2015, Event: ,SD Zamudio v CD Getxo, Favorite: ,SD Zamudio, 6883553   size:51.52,Price: ,1.67,CD Getxo, 7097874   size:35.21,Price: ,5.0,The Draw, 58805   size:31.46,Price: ,3.35,ok
1.121642005, Sport: ,Ice Hockey, Time: ,Fri Nov 13 19:30:00 CET 2015, Time: ,Fri Nov 13 19:30:00 CET 2015, Event: ,Straubing v EHC Munchen, Favorite: ,EHC Munchen, 4923560   size:65.0,Price: ,2.38,Straubing, 2056823   size:63.98,Price: ,2.5,Tie, 60104   size:69.0,Price: ,4.4,x
1.121768247, Sport: ,Soccer, Time: ,Fri Nov 13 21:00:00 CET 2015, Time: ,Fri Nov 13 21:00:00 CET 2015, Event: ,Almagro v CA Atlanta, Favorite: ,Almagro, 897266   size:100.0,Price: ,2.0,CA Atlanta, 5860879   size:5.0,Price: ,4.5,The Draw, 58805   size:71.14,Price: ,3.3,x
1.121748355, Sport: ,Ice Hockey, Time: ,Fri Nov 13 17:30:00 CET 2015, Time: ,Fri Nov 13 17:30:00 CET 2015, Event: ,Pelicans v KalPa, Favorite: ,Pelicans, 66425   size:100.0,Price: ,2.62,KalPa, 275250   size:7.71,Price: ,2.74,Tie, 60104   size:27.22,Price: ,3.75,x
1.121640463, Sport: ,Ice Hockey, Time: ,Fri Nov 13 16:30:00 CET 2015, Time: ,Fri Nov 13 16:30:00 CET 2015, Event: ,Vitkovice Steel v Trinec, Favorite: ,Vitkovice Steel, 2878390   size:8.47,Price: ,1.01,Trinec, 563259   size:8.47,Price: ,1.01,Tie, 60104   size:8.47,Price: ,1.01,ok
1.121713373, Sport: ,Ice Hockey, Time: ,Sat Nov 14 01:05:00 CET 2015, Time: ,Sat Nov 14 01:05:00 CET 2015, Event: ,Columbus @ Pittsburgh, Favorite: ,Pittsburgh, 2115995   size:117.08,Price: ,1.97,Columbus, 2114347   size:5.52,Price: ,3.75,Tie, 60104   size:114.0,Price: ,4.2,x
1.121713379, Sport: ,Ice Hockey, Time: ,Sat Nov 14 01:05:00 CET 2015, Time: ,Sat Nov 14 01:05:00 CET 2015, Event: ,Calgary @ Washington, Favorite: ,Washington, 2109756   size:2.76,Price: ,1.8,Calgary, 975675   size:10.62,Price: ,4.3,Tie, 60104   size:7.29,Price: ,4.4,x
1.121753666, Sport: ,Ice Hockey, Time: ,Fri Nov 13 17:30:00 CET 2015, Time: ,Fri Nov 13 17:30:00 CET 2015, Event: ,Hermes v Jukurit, Favorite: ,Jukurit, 272756   size:2.81,Price: ,1.64,Hermes, 272755   size:24.96,Price: ,4.0,Tie, 60104   size:39.23,Price: ,4.8,ok
1.121766749, Sport: ,Basketball, Time: ,Fri Nov 13 17:30:00 CET 2015, Time: ,Fri Nov 13 17:30:00 CET 2015, Event: ,Pyrinto Tampere v KTP Basket, Favorite: ,Pyrinto Tampere, 7749531   size:5.19,Price: ,1.25,KTP Basket, 7976086   size:21.0,Price: ,4.5,ok
1.121699824, Sport: ,Cricket, Time: ,Fri Nov 13 17:00:00 CET 2015, Time: ,Fri Nov 13 17:00:00 CET 2015, Event: ,Knights v Titans, Favorite: ,Titans, 1254317   size:4209.9,Price: ,1.61,Knights, 5045297   size:111.71,Price: ,2.62,ok
1.121746619, Sport: ,Basketball, Time: ,Sat Nov 14 01:00:00 CET 2015, Time: ,Sat Nov 14 01:00:00 CET 2015, Event: ,North Carolina A+T @ Purdue, Favorite: ,North Carolina A+T, 9068340   size:8.35,Price: ,1.04,Purdue, 697628   size:8.35,Price: ,1.04,x
1.121810024, Sport: ,Tennis, Time: ,Fri Nov 13 19:30:00 CET 2015, Time: ,Fri Nov 13 19:30:00 CET 2015, Event: ,Copil v Roger-Vasselin, Favorite: ,Edouard Roger-Vasselin, 8259187   size:23.46,Price: ,1.53,Marius Copil, 4195870   size:3.47,Price: ,2.7,x
1.121767557, Sport: ,Soccer, Time: ,Fri Nov 13 16:00:00 CET 2015, Time: ,Fri Nov 13 16:00:00 CET 2015, Event: ,RB Leipzig v Pogon Szczecin, Favorite: ,RB Leipzig, 5340398   size:646.64,Price: ,1.82,Pogon Szczecin, 46953   size:2.82,Price: ,8.4,The Draw, 58805   size:260.0,Price: ,2.92,ok
1.121771250, Sport: ,Darts, Time: ,Fri Nov 13 21:30:00 CET 2015, Time: ,Fri Nov 13 21:30:00 CET 2015, Event: ,Robert Thornton v Phil Taylor, Favorite: ,Phil Taylor, 2271001   size:118.86,Price: ,1.28,Robert Thornton, 2658190   size:6.08,Price: ,4.4,ok
1.121806726, Sport: ,Soccer, Time: ,Fri Nov 13 21:00:00 CET 2015, Time: ,Fri Nov 13 21:00:00 CET 2015, Event: ,CA San Miguel v Excursionistas, Favorite: ,CA San Miguel, 9568569   size:49.47,Price: ,1.72,Excursionistas, 5985077   size:3.51,Price: ,5.1,The Draw, 58805   size:29.08,Price: ,3.45,x
1.121766901, Sport: ,Basketball, Time: ,Fri Nov 13 20:30:00 CET 2015, Time: ,Fri Nov 13 20:30:00 CET 2015, Event: ,Dinamo Sassari v Brose Baskets, Favorite: ,Brose Baskets, 2158509   size:11.61,Price: ,1.71,Dinamo Sassari, 5520916   size:78.58,Price: ,2.34,ok
1.121767559, Sport: ,Soccer, Time: ,Fri Nov 13 17:30:00 CET 2015, Time: ,Fri Nov 13 17:30:00 CET 2015, Event: ,Werder Bremen v Braunschweig, Favorite: ,Werder Bremen, 6555433   size:162.35,Price: ,2.0,Braunschweig, 199184   size:61.43,Price: ,3.8,The Draw, 58805   size:122.65,Price: ,4.1,x
1.121766625, Sport: ,Basketball, Time: ,Sat Nov 14 01:05:00 CET 2015, Time: ,Sat Nov 14 01:05:00 CET 2015, Event: ,Utah @ Orlando, Favorite: ,Utah, 13119   size:5.0,Price: ,1.89,Orlando, 13104   size:2.43,Price: ,2.04,x
1.121685001, Sport: ,Handball, Time: ,Fri Nov 13 19:00:00 CET 2015, Time: ,Fri Nov 13 19:00:00 CET 2015, Event: ,Lublin (W) v CSM Bucuresti (W), Favorite: ,CSM Bucuresti (W), 10497644   size:7.82,Price: ,1.01,Lublin (W), 10497593   size:6.03,Price: ,1.42,Draw, 330157   size:6.03,Price: ,1.42,ok
1.121665535, Sport: ,Soccer, Time: ,Fri Nov 13 20:45:00 CET 2015, Time: ,Fri Nov 13 20:45:00 CET 2015, Event: ,Spain v England, Favorite: ,Spain, 22   size:3864.96,Price: ,1.82,England, 27   size:186.02,Price: ,5.9,The Draw, 58805   size:14708.08,Price: ,3.5,ok
1.121748345, Sport: ,Ice Hockey, Time: ,Fri Nov 13 17:30:00 CET 2015, Time: ,Fri Nov 13 17:30:00 CET 2015, Event: ,HIFK v KooKoo, Favorite: ,HIFK, 66428   size:62.94,Price: ,1.54,KooKoo, 272751   size:64.64,Price: ,5.2,Tie, 60104   size:222.0,Price: ,5.8,ok
1.121665811, Sport: ,Soccer, Time: ,Fri Nov 13 20:45:00 CET 2015, Time: ,Fri Nov 13 20:45:00 CET 2015, Event: ,Belgium v Italy, Favorite: ,Belgium, 29578   size:536.84,Price: ,2.12,Italy, 29   size:56.5,Price: ,4.1,The Draw, 58805   size:1088.41,Price: ,3.45,ok
1.121766750, Sport: ,Basketball, Time: ,Fri Nov 13 19:30:00 CET 2015, Time: ,Fri Nov 13 19:30:00 CET 2015, Event: ,BK Stevnsgade v SISU, Favorite: ,BK Stevnsgade, 10379235   size:6.84,Price: ,1.73,Sisu, 6719078   size:5.58,Price: ,2.26,x
1.121668128, Sport: ,Soccer, Time: ,Fri Nov 13 18:00:00 CET 2015, Time: ,Fri Nov 13 18:00:00 CET 2015, Event: ,Arminia Bielefeld v Hannover, Favorite: ,Hannover, 197307   size:3.71,Price: ,2.2,Arminia Bielefeld, 347829   size:7.26,Price: ,3.35,The Draw, 58805   size:3.0,Price: ,3.8,x
1.121810897, Sport: ,Tennis, Time: ,Fri Nov 13 21:30:00 CET 2015, Time: ,Fri Nov 13 21:30:00 CET 2015, Event: ,Fratangelo v D Evans, Favorite: ,Daniel Evans, 3103121   size:49.4,Price: ,1.84,Bjorn Fratangelo, 7593723   size:5.0,Price: ,2.06,ok
1.121766595, Sport: ,Basketball, Time: ,Sat Nov 14 01:35:00 CET 2015, Time: ,Sat Nov 14 01:35:00 CET 2015, Event: ,New Orleans @ Toronto, Favorite: ,Toronto, 13113   size:7.75,Price: ,1.24,New Orleans, 6860646   size:18.18,Price: ,4.9,ok
1.121769981, Sport: ,Soccer, Time: ,Fri Nov 13 19:30:00 CET 2015, Time: ,Fri Nov 13 19:30:00 CET 2015, Event: ,PSV (W) v Heerenveen (W), Favorite: ,PSV (W), 10396243   size:3.58,Price: ,1.1,Heerenveen (W), 5279477   size:3.73,Price: ,15.0,The Draw, 58805   size:4.11,Price: ,8.0,ok
1.121771384, Sport: ,Tennis, Time: ,Fri Nov 13 19:45:00 CET 2015, Time: ,Fri Nov 13 19:45:00 CET 2015, Event: ,Clezar/Cuevas v Martin/Podlipnik-Castil, Favorite: ,Martin/Podlipnik-Castil, 9436921   size:8.01,Price: ,1.32,Clezar/Cuevas, 10507816   size:2.27,Price: ,2.98,x
1.121713386, Sport: ,Ice Hockey, Time: ,Sat Nov 14 01:35:00 CET 2015, Time: ,Sat Nov 14 01:35:00 CET 2015, Event: ,San Jose @ Detroit, Favorite: ,Detroit, 975676   size:3.59,Price: ,2.44,San Jose, 2110001   size:103.0,Price: ,2.8,Tie, 60104   size:96.38,Price: ,4.0,x
1.121806551, Sport: ,Tennis, Time: ,Fri Nov 13 19:45:00 CET 2015, Time: ,Fri Nov 13 19:45:00 CET 2015, Event: ,L Broady v J Donaldson, Favorite: ,Jared Donaldson, 7413423   size:6.03,Price: ,1.56,Liam Broady, 5626816   size:2.33,Price: ,2.78,ok
1.121753811, Sport: ,Ice Hockey, Time: ,Fri Nov 13 17:30:00 CET 2015, Time: ,Fri Nov 13 17:30:00 CET 2015, Event: ,Sapko v Hokki, Favorite: ,Sapko, 4196539   size:18.11,Price: ,2.36,Hokki, 275251   size:8.63,Price: ,2.5,Tie, 60104   size:131.14,Price: ,4.3,x
1.121806671, Sport: ,Soccer, Time: ,Fri Nov 13 21:00:00 CET 2015, Time: ,Fri Nov 13 21:00:00 CET 2015, Event: ,Sportivo Italiano v Flandria, Favorite: ,Sportivo Italiano, 5971717   size:45.27,Price: ,2.56,Flandria, 9509138   size:4.52,Price: ,4.0,The Draw, 58805   size:6.63,Price: ,2.66,x
1.121757335, Sport: ,Soccer, Time: ,Fri Nov 13 20:00:00 CET 2015, Time: ,Fri Nov 13 20:00:00 CET 2015, Event: ,Kawkab Marrakech v OCK Khouribga, Favorite: ,Kawkab Marrakech, 5228278   size:56.5,Price: ,2.38,OCK Khouribga, 6359083   size:188.98,Price: ,3.45,The Draw, 58805   size:54.5,Price: ,3.2,ok
1.121670277, Sport: ,Soccer, Time: ,Fri Nov 13 17:30:00 CET 2015, Time: ,Fri Nov 13 17:30:00 CET 2015, Event: ,Lithuania U21 v Rep of Ireland U21, Favorite: ,Rep of Ireland U21, 319469   size:758.47,Price: ,1.45,Lithuania U21, 210027   size:36.41,Price: ,9.6,The Draw, 58805   size:116.93,Price: ,4.7,x
1.121667552, Sport: ,Soccer, Time: ,Sat Nov 14 00:00:00 CET 2015, Time: ,Sat Nov 14 00:00:00 CET 2015, Event: ,Paysandu v Luverdense, Favorite: ,Paysandu, 189951   size:526.0,Price: ,1.9,Luverdense, 4525645   size:35.06,Price: ,4.8,The Draw, 58805   size:158.28,Price: ,3.65,ok
1.121640050, Sport: ,Ice Hockey, Time: ,Fri Nov 13 16:30:00 CET 2015, Time: ,Fri Nov 13 16:30:00 CET 2015, Event: ,Olimpija Ljubljana v Orli Znojmo, Favorite: ,Olimpija Ljubljana, 2513196   size:8.47,Price: ,1.01,Orli Znojmo, 5797611   size:8.47,Price: ,1.01,Tie, 60104   size:8.47,Price: ,1.01,x
1.121640171, Sport: ,Ice Hockey, Time: ,Fri Nov 13 19:45:00 CET 2015, Time: ,Fri Nov 13 19:45:00 CET 2015, Event: ,HC Bolzano v VSV, Favorite: ,HC Bolzano, 7557536   size:11.28,Price: ,1.87,VSV, 565881   size:2.03,Price: ,3.2,Tie, 60104   size:108.48,Price: ,4.3,x
1.121810892, Sport: ,Tennis, Time: ,Fri Nov 13 17:00:00 CET 2015, Time: ,Fri Nov 13 17:00:00 CET 2015, Event: ,Bangoura/Seeberger v Hach Verdug/Reyes-Varel, Favorite: ,Hach Verdug/Reyes-Varel, 10510902   size:6.91,Price: ,1.7,Bangoura/Seeberger, 10435760   size:6.15,Price: ,2.06,x
1.121727822, Sport: ,Tennis, Time: ,Fri Nov 13 18:00:00 CET 2015, Time: ,Fri Nov 13 18:00:00 CET 2015, Event: ,Demoliner/Elias v Galdos/Londero, Favorite: ,Demoliner/Elias, 8462580   size:7.3,Price: ,1.45,Galdos/Londero, 10507813   size:4.28,Price: ,3.05,ok
1.121746449, Sport: ,Basketball, Time: ,Fri Nov 13 23:00:00 CET 2015, Time: ,Fri Nov 13 23:00:00 CET 2015, Event: ,Colorado v Iowa State, Favorite: ,Iowa State, 708779   size:233.78,Price: ,1.21,Colorado, 697643   size:7.12,Price: ,4.8,ok
1.121667271, Sport: ,Soccer, Time: ,Fri Nov 13 20:45:00 CET 2015, Time: ,Fri Nov 13 20:45:00 CET 2015, Event: ,Poland v Iceland, Favorite: ,Poland, 8207   size:156.51,Price: ,1.7,Iceland, 231372   size:196.59,Price: ,6.0,The Draw, 58805   size:443.2,Price: ,3.9,ok
1.121746600, Sport: ,Basketball, Time: ,Sat Nov 14 01:30:00 CET 2015, Time: ,Sat Nov 14 01:30:00 CET 2015, Event: ,Maine @ Connecticut, Favorite: ,Maine, 751732   size:8.35,Price: ,1.04,Connecticut, 332194   size:8.35,Price: ,1.04,x
1.121766515, Sport: ,Basketball, Time: ,Sat Nov 14 01:35:00 CET 2015, Time: ,Sat Nov 14 01:35:00 CET 2015, Event: ,Atlanta @ Boston, Favorite: ,Atlanta, 13114   size:179.0,Price: ,1.98,Boston, 13108   size:32.49,Price: ,2.0,x
1.121771158, Sport: ,Ice Hockey, Time: ,Fri Nov 13 17:00:00 CET 2015, Time: ,Fri Nov 13 17:00:00 CET 2015, Event: ,MHC Mountfield v Skalica, Favorite: ,MHC Mountfield, 4982012   size:107.15,Price: ,1.68,Skalica, 2078556   size:11.68,Price: ,4.1,Tie, 60104   size:19.61,Price: ,4.8,ok
1.121767055, Sport: ,Ice Hockey, Time: ,Fri Nov 13 19:45:00 CET 2015, Time: ,Fri Nov 13 19:45:00 CET 2015, Event: ,Lugano v Kloten Flyers, Favorite: ,Lugano, 243259   size:2.09,Price: ,1.94,Kloten Flyers, 243255   size:43.02,Price: ,3.0,Tie, 60104   size:19.62,Price: ,4.6,ok
1.121667648, Sport: ,Soccer, Time: ,Sat Nov 14 00:00:00 CET 2015, Time: ,Sat Nov 14 00:00:00 CET 2015, Event: ,ABC v Mogi Mirim, Favorite: ,abc, 3794139   size:747.84,Price: ,1.57,Mogi Mirim, 1039199   size:147.62,Price: ,6.8,The Draw, 58805   size:209.96,Price: ,4.4,ok
1.121767054, Sport: ,Ice Hockey, Time: ,Fri Nov 13 19:45:00 CET 2015, Time: ,Fri Nov 13 19:45:00 CET 2015, Event: ,Bern v Lausanne HC, Favorite: ,Bern, 243256   size:18.56,Price: ,1.72,Lausanne HC, 7555451   size:10.47,Price: ,3.6,Tie, 60104   size:20.41,Price: ,4.7,x
1.121771159, Sport: ,Ice Hockey, Time: ,Fri Nov 13 17:00:00 CET 2015, Time: ,Fri Nov 13 17:00:00 CET 2015, Event: ,Poprad v Dukla Trencin, Favorite: ,Poprad, 2078587   size:2.97,Price: ,2.18,Dukla Trencin, 1041073   size:15.1,Price: ,2.84,Tie, 60104   size:22.85,Price: ,4.3,x
1.121769477, Sport: ,Soccer, Time: ,Fri Nov 13 20:30:00 CET 2015, Time: ,Fri Nov 13 20:30:00 CET 2015, Event: ,Gibraltar United FC v St. Josephs FC, Favorite: ,St. Josephs FC, 8891285   size:51.47,Price: ,1.23,Gibraltar United FC, 10419065   size:2.33,Price: ,2.82,The Draw, 58805   size:2.02,Price: ,3.1,ok
