1.121986369, Sport: ,Tennis, Time: ,Wed Nov 25 19:30:00 CET 2015, Time: ,Wed Nov 25 19:30:00 CET 2015, Event: ,Cecchinato v Clezar, Favorite: ,Marco Cecchinato, 6374165   size:21.6,Price: ,1.64,Guilherme Clezar, 5304142   size:35.24,Price: ,2.36,x
1.121936668, Sport: ,Soccer, Time: ,Wed Nov 25 17:00:00 CET 2015, Time: ,Wed Nov 25 17:00:00 CET 2015, Event: ,Volga Nyzhnyi Novgorod v Sokol, Favorite: ,Volga Nyzhnyi Novgorod, 3244509   size:34.34,Price: ,2.46,Sokol, 4817761   size:3.88,Price: ,3.35,The Draw, 58805   size:2.1,Price: ,3.2,x
1.121875510, Sport: ,Soccer, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Celtic U19 v Puskas Akademia U19, Favorite: ,Celtic U19, 6569321   size:2.88,Price: ,1.81,Puskas Akademia U19, 10180893   size:2.55,Price: ,3.9,The Draw, 58805   size:2.55,Price: ,3.75,ok
1.121974719, Sport: ,Soccer, Time: ,Wed Nov 25 14:00:00 CET 2015, Time: ,Wed Nov 25 14:00:00 CET 2015, Event: ,Iraklis Ampelokipoi FC v Serres FC, Favorite: ,Serres FC, 9330855   size:9.4,Price: ,1.04,Iraklis Ampelokipoi FC, 10557365   size:40.08,Price: ,1.06,The Draw, 58805   size:9.92,Price: ,2.88,x
1.121986389, Sport: ,Tennis, Time: ,Wed Nov 25 16:00:00 CET 2015, Time: ,Wed Nov 25 16:00:00 CET 2015, Event: ,Munoz-De La Nava v Cervantes, Favorite: ,Inigo Cervantes, 6297238   size:97.21,Price: ,1.78,Daniel Munoz-de la Nava, 8259000   size:3.07,Price: ,1.94,ok
1.121874991, Sport: ,Soccer, Time: ,Wed Nov 25 17:00:00 CET 2015, Time: ,Wed Nov 25 17:00:00 CET 2015, Event: ,Viitorul Constanta U19 v FK Pribram U19, Favorite: ,Viitorul Constanta U19, 10308917   size:4.18,Price: ,1.7,FK Pribram U19, 7451165   size:2.81,Price: ,3.75,The Draw, 58805   size:2.0,Price: ,5.0,x
1.121969328, Sport: ,Tennis, Time: ,Wed Nov 25 11:00:00 CET 2015, Time: ,Wed Nov 25 11:00:00 CET 2015, Event: ,Arnaboldi v A Pavic, Favorite: ,Andrea Arnaboldi, 7593283   size:29.91,Price: ,1.85,Ante Pavic, 5224080   size:6.27,Price: ,2.12,x
1.121910178, Sport: ,Handball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Villa Aranda v La Rioja, Favorite: ,La Rioja, 4995928   size:217.79,Price: ,1.33,Villa Aranda, 8827193   size:21.2,Price: ,4.5,Draw, 330157   size:8.5,Price: ,9.8,x
1.121920535, Sport: ,Volleyball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Exprivia Molfetta v Trentino Volley, Favorite: ,Trentino Volley, 3416132   size:441.43,Price: ,1.16,Exprivia Molfetta, 7928206   size:3.64,Price: ,4.5,x
1.121786493, Sport: ,Volleyball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Casalmaggiore v Agel Prostejov, Favorite: ,Casalmaggiore, 7906928   size:5.0,Price: ,1.09,Agel Prostejov, 6766227   size:13.47,Price: ,6.6,ok
1.121910172, Sport: ,Handball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Ademar Leon v FC Barcelona, Favorite: ,FC Barcelona, 623982   size:15.25,Price: ,1.03,Ademar Leon, 1235180   size:2.74,Price: ,1.18,Draw, 330157   size:2.74,Price: ,1.18,ok
1.121920537, Sport: ,Volleyball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Modena Volley v Copra Ardelia Piacenza, Favorite: ,Modena Volley, 8152103   size:2.55,Price: ,1.12,Copra Ardelia Piacenza, 9134340   size:13.08,Price: ,6.4,ok
1.121850349, Sport: ,Snooker, Time: ,Wed Nov 25 10:30:00 CET 2015, Time: ,Wed Nov 25 10:30:00 CET 2015, Event: ,Gerard Greene v Michael Leslie, Favorite: ,Gerard Greene, 2278864   size:19.69,Price: ,1.48,Michael Leslie, 6535838   size:8.72,Price: ,2.98,ok
1.121786497, Sport: ,Volleyball, Time: ,Wed Nov 25 17:00:00 CET 2015, Time: ,Wed Nov 25 17:00:00 CET 2015, Event: ,Dinamo Moscow v Volei Alba Blaj, Favorite: ,Dinamo Moscow, 1288570   size:3.65,Price: ,1.02,Volei Alba Blaj, 10434394   size:6.08,Price: ,2.0,ok
1.121974606, Sport: ,Soccer, Time: ,Wed Nov 25 14:00:00 CET 2015, Time: ,Wed Nov 25 14:00:00 CET 2015, Event: ,Opountios Martinou v Achilleas Neok, Favorite: ,Achilleas Neok, 10557333   size:9.36,Price: ,1.04,Opountios Martinou, 10557331   size:5.34,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121850469, Sport: ,Snooker, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Aditya Mehta v Sam Baird, Favorite: ,Sam Baird, 4271913   size:11.08,Price: ,1.82,Aditya Mehta, 3710100   size:5.0,Price: ,2.08,x
1.121910852, Sport: ,Handball, Time: ,Wed Nov 25 20:15:00 CET 2015, Time: ,Wed Nov 25 20:15:00 CET 2015, Event: ,Kiel v Melsungen, Favorite: ,Kiel, 2027628   size:4.85,Price: ,1.35,Melsungen, 2507299   size:22.23,Price: ,4.4,Draw, 330157   size:8.45,Price: ,10.0,ok
1.121986385, Sport: ,Tennis, Time: ,Wed Nov 25 17:45:00 CET 2015, Time: ,Wed Nov 25 17:45:00 CET 2015, Event: ,P Lorenzi v Dustov, Favorite: ,Paolo Lorenzi, 2345099   size:90.81,Price: ,1.14,Farrukh Dustov, 2386930   size:3.74,Price: ,6.0,ok
1.121833684, Sport: ,Cricket, Time: ,Wed Nov 25 17:00:00 CET 2015, Time: ,Wed Nov 25 17:00:00 CET 2015, Event: ,Lions v Knights, Favorite: ,Lions, 4294272   size:10.55,Price: ,1.7,Knights, 5045297   size:12.23,Price: ,2.36,x
1.121910169, Sport: ,Handball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Go Fit v Granollers, Favorite: ,Granollers, 1235183   size:358.6,Price: ,1.2,Go Fit, 10194536   size:18.82,Price: ,5.0,Draw, 330157   size:6.93,Price: ,12.0,ok
1.121977441, Sport: ,Basketball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Falco Szombathely v Varese, Favorite: ,Varese, 276233   size:214.03,Price: ,1.33,Falco Szombathely, 10231227   size:13.53,Price: ,3.45,x
1.121936891, Sport: ,Soccer, Time: ,Wed Nov 25 11:00:00 CET 2015, Time: ,Wed Nov 25 11:00:00 CET 2015, Event: ,Tosno v Torpedo Armavir, Favorite: ,Tosno, 7870887   size:42.76,Price: ,1.7,Torpedo Armavir, 4820027   size:49.17,Price: ,6.4,The Draw, 58805   size:12.69,Price: ,3.65,ok
1.121976232, Sport: ,Ice Hockey, Time: ,Wed Nov 25 17:30:00 CET 2015, Time: ,Wed Nov 25 17:30:00 CET 2015, Event: ,Hermes v Heinolan Peliitat, Favorite: ,Heinolan Peliitat, 6022874   size:24.08,Price: ,1.89,Hermes, 272755   size:74.34,Price: ,1.95,Tie, 60104   size:19.08,Price: ,4.7,x
1.121977564, Sport: ,Basketball, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Leiden v FC Porto Ferpinta, Favorite: ,FC Porto Ferpinta, 10381271   size:4.28,Price: ,1.53,Leiden, 5957092   size:45.27,Price: ,2.56,ok
1.121977568, Sport: ,Basketball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Le Havre v Cantu, Favorite: ,Le Havre, 1292696   size:2.82,Price: ,1.03,Cantu, 276214   size:2.82,Price: ,1.03,ok
1.121658028, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Atletico Madrid v Galatasaray, Favorite: ,Atletico Madrid, 41433   size:86.01,Price: ,1.3,Galatasaray, 2436   size:178.75,Price: ,14.0,The Draw, 58805   size:975.64,Price: ,6.0,ok
1.121873437, Sport: ,Soccer, Time: ,Wed Nov 25 16:00:00 CET 2015, Time: ,Wed Nov 25 16:00:00 CET 2015, Event: ,Chaves v Sporting Lisbon B, Favorite: ,Chaves, 311029   size:37.85,Price: ,2.04,Sporting Lisbon B, 10071727   size:64.49,Price: ,4.2,The Draw, 58805   size:123.8,Price: ,3.4,ok
1.121910848, Sport: ,Handball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Magdeburg v Hannover Burgdorf, Favorite: ,Magdeburg, 2531263   size:3.9,Price: ,1.28,Hannover Burgdorf, 4551482   size:19.22,Price: ,1.5,Draw, 330157   size:18.85,Price: ,1.37,ok
1.121850454, Sport: ,Snooker, Time: ,Wed Nov 25 15:30:00 CET 2015, Time: ,Wed Nov 25 15:30:00 CET 2015, Event: ,Allister Carter v Alfie Burden, Favorite: ,Allister Carter, 2293310   size:5.67,Price: ,1.25,Alfie Burden, 2278866   size:6.6,Price: ,4.1,ok
1.121910990, Sport: ,Handball, Time: ,Wed Nov 25 18:30:00 CET 2015, Time: ,Wed Nov 25 18:30:00 CET 2015, Event: ,Aalborg v Arhus, Favorite: ,Aalborg, 1065783   size:167.5,Price: ,1.18,Arhus, 3919678   size:2.76,Price: ,2.6,Draw, 330157   size:2.76,Price: ,2.6,x
1.121984262, Sport: ,Basketball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Iceland Women v Slovakia Women, Favorite: ,Iceland Women, 9566690   size:2.82,Price: ,1.03,Slovakia Women, 9535784   size:2.82,Price: ,1.03,x
1.121911163, Sport: ,Handball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Kolding Kobenhavn v Ribe Esbjerg, Favorite: ,Kolding Kobenhavn, 7670726   size:2.82,Price: ,1.03,Ribe Esbjerg, 6602892   size:6.08,Price: ,1.15,Draw, 330157   size:6.08,Price: ,1.15,ok
1.121911168, Sport: ,Handball, Time: ,Wed Nov 25 19:30:00 CET 2015, Time: ,Wed Nov 25 19:30:00 CET 2015, Event: ,Mors Thy v Skjern, Favorite: ,Mors Thy, 5207545   size:820.5,Price: ,1.04,Skjern, 928215   size:820.5,Price: ,1.04,Draw, 330157   size:298.5,Price: ,1.04,x
1.121975556, Sport: ,Soccer, Time: ,Wed Nov 25 11:00:00 CET 2015, Time: ,Wed Nov 25 11:00:00 CET 2015, Event: ,FC Inter Baku U19 v FK Qarabag Aghdam U19, Favorite: ,FK Qarabag Aghdam U19, 9109483   size:6.18,Price: ,1.21,FC Inter Baku U19, 7883465   size:61.9,Price: ,1.52,The Draw, 58805   size:10.0,Price: ,3.6,x
1.121873889, Sport: ,Soccer, Time: ,Wed Nov 25 16:00:00 CET 2015, Time: ,Wed Nov 25 16:00:00 CET 2015, Event: ,Al Tadamun Buri v Al Ittifaq Maqaba, Favorite: ,Al Tadamun Buri, 8193208   size:32.74,Price: ,1.11,Al Ittifaq Maqaba, 7273681   size:38.87,Price: ,1.71,The Draw, 58805   size:4.79,Price: ,2.92,ok
1.121875705, Sport: ,Soccer, Time: ,Wed Nov 25 14:30:00 CET 2015, Time: ,Wed Nov 25 14:30:00 CET 2015, Event: ,FC Goa v NorthEast Utd FC, Favorite: ,FC Goa, 8900343   size:29.08,Price: ,1.7,NorthEast Utd FC, 10360661   size:100.02,Price: ,5.6,The Draw, 58805   size:35.34,Price: ,3.9,x
1.121975437, Sport: ,Soccer, Time: ,Wed Nov 25 10:00:00 CET 2015, Time: ,Wed Nov 25 10:00:00 CET 2015, Event: ,An Giang v PVF, Favorite: ,An Giang, 10557411   size:4.23,Price: ,2.28,PVF, 8967072   size:8.91,Price: ,2.52,The Draw, 58805   size:2.42,Price: ,4.4,x
1.121875707, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Boreham Wood v Lincoln, Favorite: ,Lincoln, 148737   size:292.87,Price: ,2.7,Boreham Wood, 256120   size:5.03,Price: ,2.86,The Draw, 58805   size:194.54,Price: ,3.4,x
1.121873882, Sport: ,Soccer, Time: ,Wed Nov 25 18:30:00 CET 2015, Time: ,Wed Nov 25 18:30:00 CET 2015, Event: ,Ajaccio GFCO v Guingamp, Favorite: ,Ajaccio GFCO, 676422   size:4.2,Price: ,2.78,Guingamp, 44801   size:29.92,Price: ,2.94,The Draw, 58805   size:103.86,Price: ,3.15,x
1.121872433, Sport: ,Ice Hockey, Time: ,Wed Nov 25 17:00:00 CET 2015, Time: ,Wed Nov 25 17:00:00 CET 2015, Event: ,Neftekhimik v Dynamo Moscow, Favorite: ,Dynamo Moscow, 1252378   size:7.84,Price: ,2.24,Neftekhimik, 1365122   size:2.24,Price: ,2.92,Tie, 60104   size:3.62,Price: ,4.4,x
1.121984266, Sport: ,Basketball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Israel Women v Romania Women, Favorite: ,Israel Women, 8641474   size:2.82,Price: ,1.03,Romania Women, 9516066   size:2.82,Price: ,1.03,x
1.121875156, Sport: ,Soccer, Time: ,Wed Nov 25 17:30:00 CET 2015, Time: ,Wed Nov 25 17:30:00 CET 2015, Event: ,Olimpija v Krka, Favorite: ,Olimpija, 489147   size:49.22,Price: ,1.2,Krka, 3346298   size:44.93,Price: ,9.0,The Draw, 58805   size:2.76,Price: ,7.0,ok
1.121984270, Sport: ,Basketball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Lithuania Women v Slovenia Women, Favorite: ,Lithuania Women, 9482797   size:2.82,Price: ,1.03,Slovenia Women, 10554017   size:2.82,Price: ,1.03,x
1.121975325, Sport: ,Soccer, Time: ,Wed Nov 25 13:00:00 CET 2015, Time: ,Wed Nov 25 13:00:00 CET 2015, Event: ,Rabotnicki v FK Sileks, Favorite: ,Rabotnicki, 1190984   size:2.55,Price: ,1.72,FK Sileks, 866282   size:4.1,Price: ,2.52,The Draw, 58805   size:6.54,Price: ,3.2,ok
1.121977502, Sport: ,Basketball, Time: ,Wed Nov 25 17:30:00 CET 2015, Time: ,Wed Nov 25 17:30:00 CET 2015, Event: ,Kataja v Komarno, Favorite: ,Kataja, 1364981   size:529.72,Price: ,1.08,Komarno, 6719595   size:9.61,Price: ,5.4,ok
1.121977628, Sport: ,Basketball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Tallinn Kalev v Barons kvartals, Favorite: ,Tallinn Kalev, 6715565   size:100.88,Price: ,1.42,Barons kvartals, 6718647   size:50.44,Price: ,1.84,ok
1.121873659, Sport: ,Soccer, Time: ,Wed Nov 25 16:00:00 CET 2015, Time: ,Wed Nov 25 16:00:00 CET 2015, Event: ,Atletico CP v Gil Vicente, Favorite: ,Atletico CP, 5037331   size:21.24,Price: ,2.58,Gil Vicente, 48784   size:16.52,Price: ,3.2,The Draw, 58805   size:36.15,Price: ,3.15,x
1.121977506, Sport: ,Basketball, Time: ,Wed Nov 25 17:45:00 CET 2015, Time: ,Wed Nov 25 17:45:00 CET 2015, Event: ,Turk Telekom v Rosa Radom, Favorite: ,Turk Telekom, 631280   size:6.08,Price: ,1.14,Rosa Radom, 6703618   size:13.08,Price: ,6.4,ok
1.121984277, Sport: ,Basketball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Luxembourg Women v Serbia Women, Favorite: ,Serbia Women, 8874498   size:0.0,Price: ,0.0,Luxembourg Women, 9566691   size:2.82,Price: ,1.03,ok
1.121874274, Sport: ,Soccer, Time: ,Wed Nov 25 14:00:00 CET 2015, Time: ,Wed Nov 25 14:00:00 CET 2015, Event: ,Mgladbach U19 v Sevilla U19, Favorite: ,Mgladbach U19, 6327659   size:3.88,Price: ,2.54,Sevilla U19, 10261979   size:2.51,Price: ,2.6,The Draw, 58805   size:4.36,Price: ,3.6,x
1.121984285, Sport: ,Basketball, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Netherlands Women v France Women, Favorite: ,Netherlands Women, 8647915   size:2.82,Price: ,1.03,France Women, 8874486   size:2.82,Price: ,1.03,x
1.121909783, Sport: ,Handball, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Aix v Nimes, Favorite: ,Aix, 6721925   size:818.25,Price: ,1.04,Nimes, 4292475   size:818.25,Price: ,1.04,Draw, 330157   size:297.75,Price: ,1.04,ok
1.121984281, Sport: ,Basketball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Montenegro Women v Albania Women, Favorite: ,Montenegro Women, 8606550   size:0.0,Price: ,0.0,Albania Women, 10540496   size:2.82,Price: ,1.03,ok
1.121658291, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Juventus v Man City, Favorite: ,Juventus, 2423   size:239.35,Price: ,2.32,Man City, 47999   size:70.89,Price: ,3.65,The Draw, 58805   size:10939.3,Price: ,3.35,ok
1.121975215, Sport: ,Soccer, Time: ,Wed Nov 25 16:45:00 CET 2015, Time: ,Wed Nov 25 16:45:00 CET 2015, Event: ,AL Qadsi (Kuwait) U20 v Al Yarmouk U20, Favorite: ,AL Qadsi (Kuwait) U20, 10437885   size:9.36,Price: ,1.04,Al Yarmouk U20, 10557387   size:100.08,Price: ,1.11,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121872415, Sport: ,Ice Hockey, Time: ,Wed Nov 25 13:00:00 CET 2015, Time: ,Wed Nov 25 13:00:00 CET 2015, Event: ,Metallurg Nk v Salavat, Favorite: ,Salavat, 2304930   size:70.0,Price: ,1.81,Metallurg Nk, 3599244   size:12.08,Price: ,3.9,Tie, 60104   size:57.0,Price: ,4.6,ok
1.121977518, Sport: ,Basketball, Time: ,Wed Nov 25 14:00:00 CET 2015, Time: ,Wed Nov 25 14:00:00 CET 2015, Event: ,Astana v KK Sigal Prishtina, Favorite: ,Astana, 5877769   size:5.0,Price: ,1.29,KK Sigal Prishtina, 9063473   size:15.1,Price: ,3.8,ok
1.121989171, Sport: ,Tennis, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Gibbs v Cepede Royg, Favorite: ,Nicole Gibbs, 4946628   size:29.66,Price: ,1.42,Veronica Cepede Royg, 6400531   size:3.76,Price: ,3.2,ok
1.121936575, Sport: ,Soccer, Time: ,Wed Nov 25 17:00:00 CET 2015, Time: ,Wed Nov 25 17:00:00 CET 2015, Event: ,Arsenal Tula v Tomsk, Favorite: ,Arsenal Tula, 7402112   size:130.94,Price: ,2.42,Tomsk, 1090112   size:7.76,Price: ,3.25,The Draw, 58805   size:2.0,Price: ,3.35,x
1.121962840, Sport: ,Basketball, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Braunschweig v sOliver Wurzburg, Favorite: ,sOliver Wurzburg, 10371127   size:2.55,Price: ,1.39,Braunschweig, 1280524   size:163.07,Price: ,1.44,x
1.121984297, Sport: ,Basketball, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Switzerland Women v Russia Women, Favorite: ,Switzerland Women, 10540055   size:2.82,Price: ,1.03,Russia Women, 8596666   size:2.82,Price: ,1.03,x
1.121878882, Sport: ,Ice Hockey, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Brynas v Farjestad, Favorite: ,Brynas, 60812   size:5.39,Price: ,2.18,Farjestad, 237392   size:70.0,Price: ,3.0,Tie, 60104   size:96.0,Price: ,4.3,ok
1.121875376, Sport: ,Soccer, Time: ,Wed Nov 25 13:00:00 CET 2015, Time: ,Wed Nov 25 13:00:00 CET 2015, Event: ,Air Force United FC v Ang Thong FC, Favorite: ,Air Force United FC, 7716534   size:2.98,Price: ,1.68,Ang Thong FC, 8048256   size:8.64,Price: ,2.72,The Draw, 58805   size:2.4,Price: ,3.25,x
