1.119902283, Sport: ,Soccer, Time: ,Sat Aug 08 01:30:00 CEST 2015, Time: ,Sat Aug 08 01:30:00 CEST 2015, Event: ,UCV FC v Arroceros de Calabozo, Favorite: ,Arroceros de Calabozo, 9989661   size:10.94,Price: ,1.08,The Draw, 58805   size:10.94,Price: ,1.29,x
1.119799464, Sport: ,Basketball, Time: ,Sat Aug 08 01:00:00 CEST 2015, Time: ,Sat Aug 08 01:00:00 CEST 2015, Event: ,Washington @ Connecticut, Favorite: ,Washington, 13105   size:525.87,Price: ,1.77,Connecticut, 332194   size:2.55,Price: ,2.18,x
1.119837983, Sport: ,Baseball, Time: ,Sat Aug 08 01:10:00 CEST 2015, Time: ,Sat Aug 08 01:10:00 CEST 2015, Event: ,MIN @ CLE, Favorite: ,Cleveland (C Anderson), 9653347   size:317.33,Price: ,1.82,Minnesota (M Pelfrey), 7177264   size:515.25,Price: ,2.14,x
1.119838039, Sport: ,Baseball, Time: ,Sat Aug 08 04:05:00 CEST 2015, Time: ,Sat Aug 08 04:05:00 CEST 2015, Event: ,HOU @ OAK, Favorite: ,Houston (D Keuchel), 6453422   size:31.21,Price: ,1.93,Oakland (S Gray), 7569852   size:344.79,Price: ,2.04,x
1.119902900, Sport: ,Soccer, Time: ,Sat Aug 08 01:00:00 CEST 2015, Time: ,Sat Aug 08 01:00:00 CEST 2015, Event: ,Club Santos Laguna U20 v Club Tijuana U20, Favorite: ,Club Santos Laguna U20, 6144871   size:3.8,Price: ,1.68,The Draw, 58805   size:6.85,Price: ,3.45,Club Tijuana U20, 6105903   size:6.79,Price: ,3.5,ok
1.119829298, Sport: ,Boxing, Time: ,Sat Aug 08 03:00:00 CEST 2015, Time: ,Sat Aug 08 03:00:00 CEST 2015, Event: ,Derevyanchenko v Ayala, Favorite: ,Sergiy Derevyanchenko, 10109057   size:141.27,Price: ,1.03,Elvin Ayala, 2908410   size:2.75,Price: ,22.0,Draw, 31162   size:2.75,Price: ,25.0,ok
1.119759445, Sport: ,Soccer, Time: ,Sat Aug 08 02:00:00 CEST 2015, Time: ,Sat Aug 08 02:00:00 CEST 2015, Event: ,Bahia v Boa, Favorite: ,Bahia, 198139   size:195.54,Price: ,1.37,The Draw, 58805   size:115.98,Price: ,5.1,Boa, 5900070   size:28.87,Price: ,13.0,ok
1.119889221, Sport: ,Boxing, Time: ,Sat Aug 08 04:00:00 CEST 2015, Time: ,Sat Aug 08 04:00:00 CEST 2015, Event: ,Khytrov v Brinson, Favorite: ,Ievgen Khytrov, 10123258   size:109.41,Price: ,1.04,Nick Brinson, 10123259   size:43.88,Price: ,14.0,Draw, 31162   size:70.63,Price: ,30.0,ok
1.119814463, Sport: ,Soccer, Time: ,Sat Aug 08 02:15:00 CEST 2015, Time: ,Sat Aug 08 02:15:00 CEST 2015, Event: ,Independiente (Ecu) v Univ Catolica (Ecu), Favorite: ,Independiente (Ecu), 6432339   size:32.32,Price: ,2.1,The Draw, 58805   size:13.32,Price: ,3.45,Univ Catolica (Ecu), 7005170   size:14.5,Price: ,4.1,x
1.119904820, Sport: ,Soccer, Time: ,Sat Aug 08 02:30:00 CEST 2015, Time: ,Sat Aug 08 02:30:00 CEST 2015, Event: ,Oriente Petrolero v Bolivar, Favorite: ,Oriente Petrolero, 330231   size:5.0,Price: ,2.26,Bolivar, 329419   size:20.68,Price: ,3.4,The Draw, 58805   size:51.05,Price: ,3.5,ok
1.119761977, Sport: ,Soccer, Time: ,Sat Aug 08 02:30:00 CEST 2015, Time: ,Sat Aug 08 02:30:00 CEST 2015, Event: ,Veracruz v Jaguares, Favorite: ,Veracruz, 328922   size:9.0,Price: ,2.52,The Draw, 58805   size:145.5,Price: ,3.25,Jaguares, 328953   size:38.77,Price: ,3.3,ok
1.119799468, Sport: ,Basketball, Time: ,Sat Aug 08 01:00:00 CEST 2015, Time: ,Sat Aug 08 01:00:00 CEST 2015, Event: ,Atlanta @ Indiana, Favorite: ,Indiana, 13116   size:3.81,Price: ,1.31,Atlanta, 13114   size:87.53,Price: ,4.1,ok
1.119837967, Sport: ,Baseball, Time: ,Sat Aug 08 01:05:00 CEST 2015, Time: ,Sat Aug 08 01:05:00 CEST 2015, Event: ,TOR @ NYY, Favorite: ,NY Yankees (N Eovaldi), 9389895   size:52.31,Price: ,1.9,Toronto (R Dickey), 7172150   size:389.38,Price: ,2.08,x
1.119799500, Sport: ,Basketball, Time: ,Sat Aug 08 04:00:00 CEST 2015, Time: ,Sat Aug 08 04:00:00 CEST 2015, Event: ,Minnesota @ Phoenix, Favorite: ,Minnesota, 13118   size:3.54,Price: ,1.91,Phoenix, 13128   size:37.22,Price: ,2.04,x
1.119813235, Sport: ,Soccer, Time: ,Sat Aug 08 01:00:00 CEST 2015, Time: ,Sat Aug 08 01:00:00 CEST 2015, Event: ,Huachipato v Deportes Iquique, Favorite: ,Huachipato, 2019917   size:21.31,Price: ,2.12,The Draw, 58805   size:124.7,Price: ,3.65,Deportes Iquique, 5271441   size:43.58,Price: ,3.75,ok
1.119848488, Sport: ,Soccer, Time: ,Sat Aug 08 03:00:00 CEST 2015, Time: ,Sat Aug 08 03:00:00 CEST 2015, Event: ,La Equidad v Ind Medellin, Favorite: ,La Equidad, 4082025   size:25.78,Price: ,2.84,Ind Medellin, 1067444   size:24.12,Price: ,3.0,The Draw, 58805   size:13.3,Price: ,3.05,ok
1.119910279, Sport: ,Tennis, Time: ,Sat Aug 08 01:00:00 CEST 2015, Time: ,Sat Aug 08 01:00:00 CEST 2015, Event: ,Lepchenko v Barthel, Favorite: ,Varvara Lepchenko, 2263576   size:37.97,Price: ,1.79,Mona Barthel, 5056975   size:23.05,Price: ,2.16,ok
1.119910317, Sport: ,Tennis, Time: ,Sat Aug 08 01:00:00 CEST 2015, Time: ,Sat Aug 08 01:00:00 CEST 2015, Event: ,Berankis v Isner, Favorite: ,John Isner, 2474763   size:3004.54,Price: ,1.26,Ricardas Berankis, 2923248   size:171.31,Price: ,4.8,ok
1.119851495, Sport: ,Soccer, Time: ,Sat Aug 08 04:30:00 CEST 2015, Time: ,Sat Aug 08 04:30:00 CEST 2015, Event: ,Coras Tepic v Celaya, Favorite: ,Coras Tepic, 8692848   size:2.55,Price: ,2.22,Celaya, 5901260   size:4.14,Price: ,3.1,The Draw, 58805   size:4.0,Price: ,3.4,x
1.119820712, Sport: ,Soccer, Time: ,Sat Aug 08 02:10:00 CEST 2015, Time: ,Sat Aug 08 02:10:00 CEST 2015, Event: ,Racing Club v Tigre, Favorite: ,Racing Club, 198558   size:236.31,Price: ,2.3,The Draw, 58805   size:22.79,Price: ,3.25,Tigre, 2451815   size:10.1,Price: ,3.65,ok
1.119838007, Sport: ,Baseball, Time: ,Sat Aug 08 02:10:00 CEST 2015, Time: ,Sat Aug 08 02:10:00 CEST 2015, Event: ,CWS @ KC, Favorite: ,Kansas City (E Volquez), 9385643   size:320.62,Price: ,1.68,Chicago White Sox (J Danks), 2942998   size:26.41,Price: ,2.44,ok
1.119837950, Sport: ,Baseball, Time: ,Sat Aug 08 01:05:00 CEST 2015, Time: ,Sat Aug 08 01:05:00 CEST 2015, Event: ,COL @ WSH, Favorite: ,Washington (J Zimmermann), 3830891   size:690.35,Price: ,1.59,Colorado (J De La Rosa), 3017245   size:412.66,Price: ,2.66,x
1.119761907, Sport: ,Soccer, Time: ,Sat Aug 08 04:30:00 CEST 2015, Time: ,Sat Aug 08 04:30:00 CEST 2015, Event: ,Santos Laguna v Tijuana, Favorite: ,Santos Laguna, 328957   size:9.0,Price: ,2.02,The Draw, 58805   size:157.52,Price: ,3.8,Tijuana, 5687741   size:27.64,Price: ,3.85,x
1.119838047, Sport: ,Baseball, Time: ,Sat Aug 08 04:10:00 CEST 2015, Time: ,Sat Aug 08 04:10:00 CEST 2015, Event: ,PHI @ SD, Favorite: ,San Diego (J Shields), 9378795   size:41.48,Price: ,1.77,Philadelphia (A Nola), 10036247   size:477.73,Price: ,2.26,x
1.119837991, Sport: ,Baseball, Time: ,Sat Aug 08 01:10:00 CEST 2015, Time: ,Sat Aug 08 01:10:00 CEST 2015, Event: ,NYM @ TB, Favorite: ,NY Mets (J deGrom), 8530475   size:1706.53,Price: ,1.84,Tampa Bay (J Odorizzi), 7286524   size:121.54,Price: ,2.16,
1.119759536, Sport: ,Soccer, Time: ,Sat Aug 08 00:30:00 CEST 2015, Time: ,Sat Aug 08 00:30:00 CEST 2015, Event: ,Criciuma v Oeste, Favorite: ,Criciuma, 356589   size:264.15,Price: ,1.65,The Draw, 58805   size:72.49,Price: ,3.95,Oeste, 3618374   size:124.99,Price: ,6.8,ok
1.119903348, Sport: ,Soccer, Time: ,Sat Aug 08 04:00:00 CEST 2015, Time: ,Sat Aug 08 04:00:00 CEST 2015, Event: ,CD Plaza Amador v Sporting San Miguel, Favorite: ,Sporting San Miguel, 7546734   size:2.2,Price: ,2.48,CD Plaza Amador, 7899390   size:2.15,Price: ,2.54,The Draw, 58805   size:3.91,Price: ,2.68,x
1.119762117, Sport: ,Soccer, Time: ,Sat Aug 08 01:00:00 CEST 2015, Time: ,Sat Aug 08 01:00:00 CEST 2015, Event: ,Libertad v Nacional (Par), Favorite: ,Libertad, 328196   size:27.98,Price: ,1.75,The Draw, 58805   size:17.88,Price: ,3.6,Nacional (Par), 1370433   size:10.31,Price: ,5.6,x
1.119837958, Sport: ,Baseball, Time: ,Sat Aug 08 01:05:00 CEST 2015, Time: ,Sat Aug 08 01:05:00 CEST 2015, Event: ,LAD @ PIT, Favorite: ,LA Dodgers (C Kershaw), 3068257   size:627.23,Price: ,1.75,Pittsburgh (G Cole), 7340947   size:473.12,Price: ,2.32,x
1.119910309, Sport: ,Tennis, Time: ,Sat Aug 08 02:00:00 CEST 2015, Time: ,Sat Aug 08 02:00:00 CEST 2015, Event: ,Bryan/Bryan v Huey/Lipsky, Favorite: ,Bryan/Bryan, 1502771   size:42.74,Price: ,1.19,Huey/Lipsky, 6084184   size:11.02,Price: ,4.5,ok
1.119763889, Sport: ,Soccer, Time: ,Sat Aug 08 05:00:00 CEST 2015, Time: ,Sat Aug 08 05:00:00 CEST 2015, Event: ,Portland Timbers v Chicago Fire, Favorite: ,Portland Timbers, 4004854   size:470.59,Price: ,1.73,The Draw, 58805   size:16.62,Price: ,4.1,Chicago Fire, 226469   size:104.66,Price: ,5.4,ok
1.119759354, Sport: ,Soccer, Time: ,Sat Aug 08 01:30:00 CEST 2015, Time: ,Sat Aug 08 01:30:00 CEST 2015, Event: ,Luverdense v Paysandu, Favorite: ,Luverdense, 4525645   size:353.36,Price: ,2.48,Paysandu, 189951   size:24.34,Price: ,3.25,The Draw, 58805   size:38.27,Price: ,3.4,ok
1.119814533, Sport: ,Soccer, Time: ,Sat Aug 08 02:15:00 CEST 2015, Time: ,Sat Aug 08 02:15:00 CEST 2015, Event: ,LDU Loja v Deportivo Cuenca, Favorite: ,LDU Loja, 6001716   size:44.55,Price: ,2.7,Deportivo Cuenca, 1067928   size:7.76,Price: ,2.92,The Draw, 58805   size:83.54,Price: ,3.25,x
1.119837999, Sport: ,Baseball, Time: ,Sat Aug 08 01:35:00 CEST 2015, Time: ,Sat Aug 08 01:35:00 CEST 2015, Event: ,MIA @ ATL, Favorite: ,Miami (J Fernandez), 7186703   size:371.84,Price: ,1.65,Atlanta (J Teheran), 5530617   size:14.72,Price: ,2.46,x
