1.122639108, Sport: ,Soccer, Time: ,Mon Jan 25 20:00:00 CET 2016, Time: ,Mon Jan 25 20:00:00 CET 2016, Event: ,Man Utd U21 v Sunderland U21, Favorite: ,Man Utd U21, 6615321   size:2.87,Price: ,1.74,Sunderland U21, 6669730   size:95.19,Price: ,4.6,The Draw, 58805   size:75.3,Price: ,3.85,ok
1.122653571, Sport: ,Soccer, Time: ,Mon Jan 25 18:00:00 CET 2016, Time: ,Mon Jan 25 18:00:00 CET 2016, Event: ,Hapoel Petach Tikva v Ironi Kiryat Gat, Favorite: ,Hapoel Petach Tikva, 6094761   size:2.95,Price: ,1.56,Ironi Kiryat Gat, 6955790   size:4.64,Price: ,6.0,The Draw, 58805   size:2.55,Price: ,4.3,x
1.122740405, Sport: ,Tennis, Time: ,Mon Jan 25 17:00:00 CET 2016, Time: ,Mon Jan 25 17:00:00 CET 2016, Event: ,G Hidalgo v Estevez, Favorite: ,Maximiliano Estevez, 7593393   size:3.69,Price: ,1.15,Gabriel Alejandro Hidal, 9624191   size:4.14,Price: ,1.32,ok
1.122639090, Sport: ,Soccer, Time: ,Mon Jan 25 20:00:00 CET 2016, Time: ,Mon Jan 25 20:00:00 CET 2016, Event: ,Wolves U21 v Aston Villa U21, Favorite: ,Wolves U21, 6667755   size:13.87,Price: ,1.04,Aston Villa U21, 6789377   size:13.87,Price: ,1.04,The Draw, 58805   size:15.87,Price: ,2.88,x
1.122574745, Sport: ,Snooker, Time: ,Mon Jan 25 14:30:00 CET 2016, Time: ,Mon Jan 25 14:30:00 CET 2016, Event: ,Mark Selby v Stephen Maguire, Favorite: ,Mark Selby, 2280127   size:2.55,Price: ,1.74,Stephen Maguire, 2278793   size:2.55,Price: ,2.14,x
1.122639102, Sport: ,Soccer, Time: ,Mon Jan 25 20:00:00 CET 2016, Time: ,Mon Jan 25 20:00:00 CET 2016, Event: ,Brighton U21 v West Brom U21, Favorite: ,Brighton U21, 6865403   size:13.87,Price: ,1.04,West Brom U21, 6601846   size:13.87,Price: ,1.04,The Draw, 58805   size:15.87,Price: ,2.88,x
1.122618543, Sport: ,Soccer, Time: ,Mon Jan 25 20:00:00 CET 2016, Time: ,Mon Jan 25 20:00:00 CET 2016, Event: ,AC Ajaccio v Brest, Favorite: ,AC Ajaccio, 8720753   size:369.55,Price: ,2.2,Brest, 669348   size:261.8,Price: ,4.1,The Draw, 58805   size:573.02,Price: ,3.15,ok
1.122639104, Sport: ,Soccer, Time: ,Mon Jan 25 20:00:00 CET 2016, Time: ,Mon Jan 25 20:00:00 CET 2016, Event: ,Newcastle U21 v Derby U21, Favorite: ,Derby U21, 6692744   size:79.53,Price: ,2.1,Newcastle U21, 6630668   size:73.98,Price: ,2.24,The Draw, 58805   size:54.56,Price: ,3.05,ok
1.122618735, Sport: ,Soccer, Time: ,Mon Jan 25 20:30:00 CET 2016, Time: ,Mon Jan 25 20:30:00 CET 2016, Event: ,Livorno v Como, Favorite: ,Livorno, 201326   size:7.63,Price: ,2.14,Como, 60298   size:389.72,Price: ,4.2,The Draw, 58805   size:400.48,Price: ,3.3,x
1.122732295, Sport: ,Soccer, Time: ,Mon Jan 25 16:00:00 CET 2016, Time: ,Mon Jan 25 16:00:00 CET 2016, Event: ,Dynamo Kiev v 1860 Munich, Favorite: ,Dynamo Kiev, 238549   size:31.37,Price: ,2.26,1860 Munich, 2443   size:16.,x
1.122639094, Sport: ,Soccer, Time: ,Mon Jan 25 20:00:00 CET 2016, Time: ,Mon Jan 25 20:00:00 CET 2016, Event: ,Hull U21 v Sheff Utd U21, Favorite: ,Hull U21, 10123519   size:13.87,Price: ,1.04,Sheff Utd U21, 6812038   size:13.87,Price: ,1.04,The Draw, 58805   size:15.87,Price: ,2.88,x
