1.119659337, Sport: ,Baseball, Time: ,Sat Jul 25 01:10:00 CEST 2015, Time: ,Sat Jul 25 01:10:00 CEST 2015, Event: ,LAD @ NYM, Favorite: ,NY Mets (J Niese), 3340416   size:108.12,Price: ,1.91,LA Dodgers (I Thomas), 10068237   size:694.63,Price: ,2.02,x
1.119659890, Sport: ,Basketball, Time: ,Sat Jul 25 00:00:00 CEST 2015, Time: ,Sat Jul 25 00:00:00 CEST 2015, Event: ,USA v Canada, Favorite: ,USA, 209126   size:220.1,Price: ,1.84,Canada, 208005   size:33.86,Price: ,1.96,x
1.119659254, Sport: ,Tennis, Time: ,Sat Jul 25 05:30:00 CEST 2015, Time: ,Sat Jul 25 05:30:00 CEST 2015, Event: ,S Xu v Y Wang, Favorite: ,Yafan Wang, 7695509   size:7.27,Price: ,1.35,Shulin Xu, 10068218   size:2.55,Price: ,2.96,ok
1.119623549, Sport: ,Volleyball, Time: ,Sat Jul 25 03:10:00 CEST 2015, Time: ,Sat Jul 25 03:10:00 CEST 2015, Event: ,USA (W) v Russia (W), Favorite: ,USA (W), 8555561   size:8.48,Price: ,1.25,Russia (W), 6358161   size:2.55,Price: ,4.1,ok
1.119659051, Sport: ,Tennis, Time: ,Fri Jul 24 22:30:00 CEST 2015, Time: ,Fri Jul 24 22:30:00 CEST 2015, Event: ,Berrer v Estrella Burgos, Favorite: ,Michael Berrer, 2263684   size:289.8,Price: ,1.86,Victor Estrella Burgos, 7430580   size:9.51,Price: ,2.1,ok
1.119530476, Sport: ,Rugby Union, Time: ,Sat Jul 25 05:00:00 CEST 2015, Time: ,Sat Jul 25 05:00:00 CEST 2015, Event: ,USA v Japan, Favorite: ,Japan, 14117   size:61.79,Price: ,2.0,USA, 13097   size:136.67,Price: ,2.02,Draw, 246289   size:4.55,Price: ,18.5,x
1.119511275, Sport: ,Baseball, Time: ,Sat Jul 25 02:15:00 CEST 2015, Time: ,Sat Jul 25 02:15:00 CEST 2015, Event: ,ATL @ STL, Favorite: ,St Louis (T Cooney), 9445285   size:320.79,Price: ,1.53,Atlanta (M Banuelos), 9778580   size:114.2,Price: ,2.78,ok
1.119537742, Sport: ,Soccer, Time: ,Sat Jul 25 03:00:00 CEST 2015, Time: ,Sat Jul 25 03:00:00 CEST 2015, Event: ,Atlante v Necaxa, Favorite: ,Atlante, 230270   size:2.61,Price: ,2.44,Necaxa, 230910   size:2.55,Price: ,2.9,The Draw, 58805   size:4.5,Price: ,3.25,x
1.119658977, Sport: ,Tennis, Time: ,Fri Jul 24 22:21:00 CEST 2015, Time: ,Fri Jul 24 22:21:00 CEST 2015, Event: ,Martin/Raja v Ebden/Mannarino, Favorite: ,Ebden/Mannarino, 10020249   size:3.64,Price: ,1.1,Martin/Raja, 8892024   size:3.64,Price: ,1.11,x
1.119599592, Sport: ,Handball, Time: ,Fri Jul 24 23:30:00 CEST 2015, Time: ,Fri Jul 24 23:30:00 CEST 2015, Event: ,Netherlands U21 v Sweden U21, Favorite: ,Sweden U21, 7437036   size:2597.17,Price: ,1.01,Draw, 330157   size:5.92,Price: ,1.12,Netherlands U21, 7437024   size:5.92,Price: ,1.14,ok
1.119659263, Sport: ,Tennis, Time: ,Sat Jul 25 03:30:00 CEST 2015, Time: ,Sat Jul 25 03:30:00 CEST 2015, Event: ,Anderson v Austin, Favorite: ,Robin Anderson, 8947134   size:14.89,Price: ,1.53,Brooke Austin, 6604255   size:13.77,Price: ,2.76,x
1.119554909, Sport: ,American Football, Time: ,Sat Jul 25 04:00:00 CEST 2015, Time: ,Sat Jul 25 04:00:00 CEST 2015, Event: ,Toronto @ BC, Favorite: ,BC, 2014481   size:12.17,Price: ,1.72,Toronto, 2014644   size:2.55,Price: ,2.2,x
1.119658694, Sport: ,Tennis, Time: ,Fri Jul 24 22:15:00 CEST 2015, Time: ,Fri Jul 24 22:15:00 CEST 2015, Event: ,Meister v Fratangelo, Favorite: ,Bjorn Fratangelo, 7593723   size:45.07,Price: ,1.42,Nicolas Meister, 6534042   size:20.89,Price: ,3.1,ok
1.119511267, Sport: ,Baseball, Time: ,Sat Jul 25 02:10:00 CEST 2015, Time: ,Sat Jul 25 02:10:00 CEST 2015, Event: ,NYY @ MIN, Favorite: ,New York Yankees (M PIneda), 9444111   size:294.0,Price: ,1.73,Minnesota (P Hughes), 8436206   size:40.31,Price: ,2.32,x
1.119537914, Sport: ,Soccer, Time: ,Sat Jul 25 04:30:00 CEST 2015, Time: ,Sat Jul 25 04:30:00 CEST 2015, Event: ,Seattle Sounders 2 v Portland Timbers U23, Favorite: ,Seattle Sounders 2, 9587865   size:3.47,Price: ,1.63,The Draw, 58805   size:17.73,Price: ,3.7,Portland Timbers U23, 9509743   size:6.31,Price: ,4.8,ok
1.119654863, Sport: ,Soccer, Time: ,Sat Jul 25 04:00:00 CEST 2015, Time: ,Sat Jul 25 04:00:00 CEST 2015, Event: ,San Francisco FC v Arabe Unido, Favorite: ,Arabe Unido, 4067827   size:10.93,Price: ,1.08,The Draw, 58805   size:10.93,Price: ,1.29,x
1.119529336, Sport: ,Soccer, Time: ,Sat Jul 25 00:30:00 CEST 2015, Time: ,Sat Jul 25 00:30:00 CEST 2015, Event: ,America MG v Boa, Favorite: ,America MG, 4516149   size:645.3,Price: ,1.59,The Draw, 58805   size:65.16,Price: ,4.1,Boa, 5900070   size:23.72,Price: ,7.2,ok
1.119533880, Sport: ,Soccer, Time: ,Sat Jul 25 02:50:00 CEST 2015, Time: ,Sat Jul 25 02:50:00 CEST 2015, Event: ,Bragantino SP v Atletico GO, Favorite: ,Bragantino SP, 4701919   size:133.82,Price: ,2.04,The Draw, 58805   size:592.9,Price: ,3.5,Atletico Go, 5326988   size:61.52,Price: ,4.2,x
1.119511299, Sport: ,Baseball, Time: ,Sat Jul 25 04:05:00 CEST 2015, Time: ,Sat Jul 25 04:05:00 CEST 2015, Event: ,TEX @ LAA, Favorite: ,LA Angels (N Tropeano), 9427458   size:293.35,Price: ,1.71,Texas (C Lewis), 4634645   size:297.99,Price: ,2.3,x
1.119535065, Sport: ,Soccer, Time: ,Sat Jul 25 05:00:00 CEST 2015, Time: ,Sat Jul 25 05:00:00 CEST 2015, Event: ,Real Salt Lake v Kansas City, Favorite: ,Real Salt Lake, 1101610   size:9.72,Price: ,2.8,Kansas City, 171912   size:9.58,Price: ,2.84,The Draw, 58805   size:11.77,Price: ,3.4,ok
1.119511259, Sport: ,Baseball, Time: ,Sat Jul 25 02:10:00 CEST 2015, Time: ,Sat Jul 25 02:10:00 CEST 2015, Event: ,HOU @ KC, Favorite: ,Houston (S Kazmir), 10067619   size:24.98,Price: ,1.93,Kansas City (J Guthrie), 6582227   size:291.17,Price: ,2.02,ok
1.119511291, Sport: ,Baseball, Time: ,Sat Jul 25 03:40:00 CEST 2015, Time: ,Sat Jul 25 03:40:00 CEST 2015, Event: ,MIL @ ARI, Favorite: ,Arizona (P Corbin), 6344320   size:275.0,Price: ,1.83,Milwaukee (J Nelson), 7720203   size:48.41,Price: ,2.16,x
1.119537800, Sport: ,Soccer, Time: ,Sat Jul 25 03:30:00 CEST 2015, Time: ,Sat Jul 25 03:30:00 CEST 2015, Event: ,Correcaminos UAT v Cafetaleros, Favorite: ,Correcaminos Uat, 6535216   size:5.05,Price: ,1.58,The Draw, 58805   size:2.42,Price: ,3.4,Cafetaleros, 9988646   size:5.31,Price: ,4.4,ok
1.119683873, Sport: ,Tennis, Time: ,Sat Jul 25 06:00:00 CEST 2015, Time: ,Sat Jul 25 06:00:00 CEST 2015, Event: ,Mamyr v Shofayziyev, Favorite: ,Shonigmatjon Shofayziye, 9455062   size:45.55,Price: ,1.03,ok
1.119683872, Sport: ,Tennis, Time: ,Sat Jul 25 06:00:00 CEST 2015, Time: ,Sat Jul 25 06:00:00 CEST 2015, Event: ,Petrov v Akzharkenov, Favorite: ,Kassimbek Akzharkenov, 8304034   size:45.55,Price: ,1.03,x
1.119683878, Sport: ,Tennis, Time: ,Sat Jul 25 06:00:00 CEST 2015, Time: ,Sat Jul 25 06:00:00 CEST 2015, Event: ,E Danilov v Khairulla, Favorite: ,Nurtazin Khairulla, 8713236   size:45.55,Price: ,1.03,x
1.119659045, Sport: ,Tennis, Time: ,Sat Jul 25 00:30:00 CEST 2015, Time: ,Sat Jul 25 00:30:00 CEST 2015, Event: ,Auger Aliassime v Yo Nishioka, Favorite: ,Yoshihito Nishioka, 7137497   size:13.21,Price: ,1.24,Felix Auger Aliassime, 9321841   size:3.64,Price: ,4.3,ok
1.119658235, Sport: ,Soccer, Time: ,Sat Jul 25 05:00:00 CEST 2015, Time: ,Sat Jul 25 05:00:00 CEST 2015, Event: ,FC Osaka v Nara Club, Favorite: ,Nara Club, 4233883   size:10.93,Price: ,1.08,The Draw, 58805   size:10.93,Price: ,1.29,ok
1.119511243, Sport: ,Baseball, Time: ,Sat Jul 25 01:10:00 CEST 2015, Time: ,Sat Jul 25 01:10:00 CEST 2015, Event: ,DET @ BOS, Favorite: ,Boston (R Porcello), 9385112   size:3.74,Price: ,1.73,Detroit (J Verlander), 1189590   size:342.99,Price: ,2.34,ok
1.119658904, Sport: ,Tennis, Time: ,Fri Jul 24 22:30:00 CEST 2015, Time: ,Fri Jul 24 22:30:00 CEST 2015, Event: ,Mestach v Hibi, Favorite: ,An-Sophie Mestach, 4818332   size:3.0,Price: ,1.49,Mayo Hibi, 7594221   size:4.98,Price: ,2.96,ok
1.119511283, Sport: ,Baseball, Time: ,Sat Jul 25 02:40:00 CEST 2015, Time: ,Sat Jul 25 02:40:00 CEST 2015, Event: ,CIN @ COL, Favorite: ,Cincinnati (A DeSclafani), 9385641   size:251.99,Price: ,1.94,Colorado (E Butler), 8587372   size:251.99,Price: ,1.99,x
1.119530460, Sport: ,Rugby Union, Time: ,Sat Jul 25 04:00:00 CEST 2015, Time: ,Sat Jul 25 04:00:00 CEST 2015, Event: ,Canada v Tonga, Favorite: ,Tonga, 61427   size:141.3,Price: ,1.81,Canada, 4736684   size:118.5,Price: ,2.2,Draw, 246289   size:6.63,Price: ,21.0,ok
1.119608097, Sport: ,Soccer, Time: ,Sat Jul 25 03:00:00 CEST 2015, Time: ,Sat Jul 25 03:00:00 CEST 2015, Event: ,Deportivo Cuenca v Independiente (Ecu), Favorite: ,Independiente (Ecu), 6432339   size:12.13,Price: ,2.46,Deportivo Cuenca, 1067928   size:13.98,Price: ,3.05,The Draw, 58805   size:8.53,Price: ,3.35,ok
