1.121451822, Sport: ,Soccer, Time: ,Mon Nov 02 13:30:00 CET 2015, Time: ,Mon Nov 02 13:30:00 CET 2015, Event: ,Montana v Levski Sofia, Favorite: ,Levski Sofia, 44823   size:173.7,Price: ,1.72,Montana, 3475110   size:24.6,Price: ,5.3,The Draw, 58805   size:42.49,Price: ,3.8,ok
1.121615100, Sport: ,Tennis, Time: ,Mon Nov 02 09:45:00 CET 2015, Time: ,Mon Nov 02 09:45:00 CET 2015, Event: ,T Ito v Navasirisomboon, Favorite: ,Tatsuma Ito, 3374118   size:1334.39,Price: ,1.03,Jirat Navasirisomboon, 9028652   size:37.3,Price: ,16.0,ok
1.121519816, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Huddersfield U21 v Sheff Utd U21, Favorite: ,Huddersfield U21, 6678229   size:4.14,Price: ,1.07,Sheff Utd U21, 6812038   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,ok
1.121607049, Sport: ,Tennis, Time: ,Mon Nov 02 15:00:00 CET 2015, Time: ,Mon Nov 02 15:00:00 CET 2015, Event: ,Bellucci/Troicki v Qureshi/Simon, Favorite: ,Qureshi/Simon, 10380714   size:6.7,Price: ,1.53,Bellucci/Troicki, 10481455   size:2.64,Price: ,2.46,ok
1.121607528, Sport: ,Basketball, Time: ,Mon Nov 02 11:00:00 CET 2015, Time: ,Mon Nov 02 11:00:00 CET 2015, Event: ,Samsung Life Blue Minx v Woori Bank Hansae, Favorite: ,Woori Bank Hansae, 5154535   size:2.55,Price: ,1.52,Samsung Life Blue Minx, 7894748   size:69.94,Price: ,2.12,ok
1.121485562, Sport: ,Cricket, Time: ,Mon Nov 02 08:30:00 CET 2015, Time: ,Mon Nov 02 08:30:00 CET 2015, Event: ,Zimbabwe A v Bangladesh A (1st ODI), Favorite: ,Zimbabwe A, 8671258   size:226.65,Price: ,1.6,Bangladesh A, 8390508   size:226.65,Price: ,1.6,x
1.121618374, Sport: ,Tennis, Time: ,Mon Nov 02 09:30:00 CET 2015, Time: ,Mon Nov 02 09:30:00 CET 2015, Event: ,Rebersak v Yerolymos, Favorite: ,Polona Rebersak, 9628319   size:7.25,Price: ,1.04,Margot Yerolymos, 8943948   size:7.25,Price: ,1.04,x
1.121611948, Sport: ,Soccer, Time: ,Mon Nov 02 12:00:00 CET 2015, Time: ,Mon Nov 02 12:00:00 CET 2015, Event: ,FC Banants Yerevan II v Shirak FC II, Favorite: ,FC Banants Yerevan II, 7167663   size:8.44,Price: ,1.16,Shirak FC II, 7200044   size:5.0,Price: ,5.2,The Draw, 58805   size:2.55,Price: ,4.4,ok
1.121612911, Sport: ,Soccer, Time: ,Mon Nov 02 13:30:00 CET 2015, Time: ,Mon Nov 02 13:30:00 CET 2015, Event: ,Maccabi Kiryat Ata v Maccabi Tzur Shalom, Favorite: ,Maccabi Kiryat Ata, 9445040   size:4.14,Price: ,1.07,Maccabi Tzur Shalom, 6886627   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121618377, Sport: ,Tennis, Time: ,Mon Nov 02 11:30:00 CET 2015, Time: ,Mon Nov 02 11:30:00 CET 2015, Event: ,Szlavikovics v Gibson, Favorite: ,Szabina Szlavikovics, 9630106   size:7.25,Price: ,1.04,Aimee Gibson, 9630104   size:7.25,Price: ,1.04,x
1.121613848, Sport: ,Soccer, Time: ,Mon Nov 02 12:00:00 CET 2015, Time: ,Mon Nov 02 12:00:00 CET 2015, Event: ,CD Colunga v UC Ceares, Favorite: ,UC Ceares, 6283840   size:4.14,Price: ,1.07,CD Colunga, 10243088   size:2.0,Price: ,1.1,The Draw, 58805   size:2.0,Price: ,1.28,ok
1.121611227, Sport: ,Soccer, Time: ,Mon Nov 02 13:00:00 CET 2015, Time: ,Mon Nov 02 13:00:00 CET 2015, Event: ,FC Slovan Liberec U21 v FC Viktoria Plzen U21, Favorite: ,FC Slovan Liberec U21, 6563663   size:2.55,Price: ,1.91,FC Viktoria Plzen U21, 6551124   size:3.41,Price: ,3.15,The Draw, 58805   size:3.18,Price: ,4.3,x
1.121615108, Sport: ,Tennis, Time: ,Mon Nov 02 09:30:00 CET 2015, Time: ,Mon Nov 02 09:30:00 CET 2015, Event: ,D Wu v Rochette, Favorite: ,Di Wu, 4596953   size:4.91,Price: ,1.33,Laurent Rochette, 6603921   size:23.53,Price: ,3.5,ok
1.121617895, Sport: ,Tennis, Time: ,Mon Nov 02 11:00:00 CET 2015, Time: ,Mon Nov 02 11:00:00 CET 2015, Event: ,Desein v M Pavic, Favorite: ,Niels Desein, 7234512   size:69.94,Price: ,1.46,Mate Pavic, 5704638   size:69.94,Price: ,2.32,ok
1.121611152, Sport: ,Soccer, Time: ,Mon Nov 02 10:30:00 CET 2015, Time: ,Mon Nov 02 10:30:00 CET 2015, Event: ,FC Banik Ostrava U21 v FK Teplice U21, Favorite: ,FC Banik Ostrava U21, 6550998   size:4.74,Price: ,1.58,FK Teplice U21, 6563632   size:3.62,Price: ,4.5,The Draw, 58805   size:3.13,Price: ,4.7,x
1.121617375, Sport: ,Tennis, Time: ,Mon Nov 02 14:45:00 CET 2015, Time: ,Mon Nov 02 14:45:00 CET 2015, Event: ,Vrljic v Ramialison, Favorite: ,Ana Vrljic, 2548767   size:2.55,Price: ,1.65,Irina Ramialison, 7289605   size:28.56,Price: ,2.26,ok
1.121519826, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Brentford U21 v Watford U21, Favorite: ,Brentford U21, 6628855   size:4.14,Price: ,1.07,Watford U21, 10123520   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,ok
1.121617251, Sport: ,Tennis, Time: ,Mon Nov 02 13:30:00 CET 2015, Time: ,Mon Nov 02 13:30:00 CET 2015, Event: ,Friedsam v Soylu, Favorite: ,Anna-Lena Friedsam, 7593369   size:5.89,Price: ,1.26,Ipek Soylu, 8397938   size:2.55,Price: ,4.0,ok
1.121618381, Sport: ,Tennis, Time: ,Mon Nov 02 11:30:00 CET 2015, Time: ,Mon Nov 02 11:30:00 CET 2015, Event: ,Cakarevic v Vanenburg, Favorite: ,Sara Cakarevic, 10116457   size:7.25,Price: ,1.04,Phillis Vanenburg, 10483858   size:7.25,Price: ,1.04,ok
1.121603024, Sport: ,Tennis, Time: ,Mon Nov 02 14:30:00 CET 2015, Time: ,Mon Nov 02 14:30:00 CET 2015, Event: ,Vesely v Dolgopolov, Favorite: ,Jiri Vesely, 7032143   size:52.56,Price: ,1.43,Alexandr Dolgopolov, 4720522   size:30.68,Price: ,2.94,x
1.121606409, Sport: ,Tennis, Time: ,Mon Nov 02 15:00:00 CET 2015, Time: ,Mon Nov 02 15:00:00 CET 2015, Event: ,Ilhan v Authom, Favorite: ,Marsel Ilhan, 4147957   size:100.0,Price: ,1.45,Maxime Authom, 5908914   size:4.88,Price: ,2.82,ok
1.121618386, Sport: ,Tennis, Time: ,Mon Nov 02 08:30:00 CET 2015, Time: ,Mon Nov 02 08:30:00 CET 2015, Event: ,Ghitescu v Christofi, Favorite: ,Andreea Ghitescu, 9286492   size:4.95,Price: ,1.03,Eleni Christofi, 10483860   size:4.95,Price: ,1.03,ok
1.121621075, Sport: ,Tennis, Time: ,Mon Nov 02 12:45:00 CET 2015, Time: ,Mon Nov 02 12:45:00 CET 2015, Event: ,Jahn v A Pavic, Favorite: ,Ante Pavic, 5224080   size:46.44,Price: ,1.84,Jeremy Jahn, 7234181   size:69.94,Price: ,2.06,ok
