1.121451822, Sport: ,Soccer, Time: ,Mon Nov 02 13:30:00 CET 2015, Time: ,Mon Nov 02 13:30:00 CET 2015, Event: ,Montana v Levski Sofia, Favorite: ,Levski Sofia, 44823   size:173.7,Price: ,1.72,Montana, 3475110   size:24.6,Price: ,5.3,The Draw, 58805   size:42.49,Price: ,3.8,ok
1.121612966, Sport: ,Soccer, Time: ,Mon Nov 02 13:30:00 CET 2015, Time: ,Mon Nov 02 13:30:00 CET 2015, Event: ,Al Sheik Hussein v Al Teeba, Favorite: ,Al Sheik Hussein, 7583378   size:4.14,Price: ,1.07,Al Teeba, 8875656   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121618388, Sport: ,Tennis, Time: ,Mon Nov 02 08:30:00 CET 2015, Time: ,Mon Nov 02 08:30:00 CET 2015, Event: ,Morderger v Alibalic, Favorite: ,Yana Morderger, 8476167   size:4.95,Price: ,1.03,Nina Alibalic, 9629314   size:4.95,Price: ,1.03,x
1.121612800, Sport: ,Soccer, Time: ,Mon Nov 02 13:00:00 CET 2015, Time: ,Mon Nov 02 13:00:00 CET 2015, Event: ,Hakoah Ramat Gan v Hapoel Mahane Yehuda, Favorite: ,Hakoah Ramat Gan, 5195919   size:4.14,Price: ,1.07,Hapoel Mahane Yehuda, 8197250   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,ok
1.121612522, Sport: ,Soccer, Time: ,Mon Nov 02 15:00:00 CET 2015, Time: ,Mon Nov 02 15:00:00 CET 2015, Event: ,Kallithea v Chania, Favorite: ,Kallithea, 264411   size:3.84,Price: ,2.08,Chania, 7687771   size:2.71,Price: ,3.35,The Draw, 58805   size:15.1,Price: ,2.9,ok
1.121612688, Sport: ,Soccer, Time: ,Mon Nov 02 10:30:00 CET 2015, Time: ,Mon Nov 02 10:30:00 CET 2015, Event: ,ONGC v GM Sports, Favorite: ,ONGC, 6719086   size:2.3,Price: ,1.14,GM Sports, 8978864   size:2.69,Price: ,2.64,The Draw, 58805   size:2.69,Price: ,3.65,ok
1.121614990, Sport: ,Tennis, Time: ,Mon Nov 02 13:15:00 CET 2015, Time: ,Mon Nov 02 13:15:00 CET 2015, Event: ,Gojowczyk/Weintraub v Kudryavtsev/Mertens, Favorite: ,Gojowczyk/Weintraub, 10482811   size:7.25,Price: ,1.04,Kudryavtsev/Mertens, 10482812   size:7.25,Price: ,1.04,ok
1.121613462, Sport: ,Soccer, Time: ,Mon Nov 02 12:00:00 CET 2015, Time: ,Mon Nov 02 12:00:00 CET 2015, Event: ,FK Chertanovo v FK Torpedo Moskva, Favorite: ,FK Torpedo Moskva, 10164405   size:3.12,Price: ,2.26,FK Chertanovo, 9386605   size:2.71,Price: ,2.7,The Draw, 58805   size:3.38,Price: ,3.2,x
1.121452414, Sport: ,Soccer, Time: ,Mon Nov 02 12:30:00 CET 2015, Time: ,Mon Nov 02 12:30:00 CET 2015, Event: ,Tampines Rovers v Warriors FC, Favorite: ,Tampines Rovers, 5305977   size:4.36,Price: ,1.96,Warriors FC, 7120994   size:2.75,Price: ,3.45,The Draw, 58805   size:2.55,Price: ,3.9,x
1.121602729, Sport: ,Tennis, Time: ,Mon Nov 02 12:45:00 CET 2015, Time: ,Mon Nov 02 12:45:00 CET 2015, Event: ,Seppi v P Cuevas, Favorite: ,Andreas Seppi, 2257535   size:65.33,Price: ,1.84,Pablo Cuevas, 2424953   size:91.31,Price: ,2.16,ok
1.121613021, Sport: ,Soccer, Time: ,Mon Nov 02 13:30:00 CET 2015, Time: ,Mon Nov 02 13:30:00 CET 2015, Event: ,Al Aqaba v Ittihad Al Ramtha, Favorite: ,Al Aqaba, 10255128   size:4.14,Price: ,1.07,Ittihad Al Ramtha, 8149517   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121519838, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Charlton U21 v Ipswich U21, Favorite: ,Charlton U21, 6808104   size:4.14,Price: ,1.07,Ipswich U21, 6799679   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121614071, Sport: ,Soccer, Time: ,Mon Nov 02 10:00:00 CET 2015, Time: ,Mon Nov 02 10:00:00 CET 2015, Event: ,FK Oktepa Tashkent v FK Mashal II, Favorite: ,FK Oktepa Tashkent, 8244865   size:7.72,Price: ,1.13,FK Mashal II, 8782881   size:2.71,Price: ,3.45,The Draw, 58805   size:4.29,Price: ,3.9,x
1.121557838, Sport: ,Volleyball, Time: ,Mon Nov 02 11:00:00 CET 2015, Time: ,Mon Nov 02 11:00:00 CET 2015, Event: ,Incheon Korean Air Jumb v KB Star Insurance, Favorite: ,Incheon Korean Air Jumb, 10389010   size:3.0,Price: ,1.02,Western KB Star Insuran, 10391683   size:3.0,Price: ,1.02,ok
1.121607029, Sport: ,Tennis, Time: ,Mon Nov 02 13:00:00 CET 2015, Time: ,Mon Nov 02 13:00:00 CET 2015, Event: ,Garcia-Lopez/Marrero v Nestor/Roger-Vasselin, Favorite: ,Nestor/Roger-Vasselin, 10138985   size:2.55,Price: ,1.27,Garcia-Lopez/Marrero, 10456995   size:2.64,Price: ,3.85,ok
1.121604279, Sport: ,Tennis, Time: ,Mon Nov 02 08:00:00 CET 2015, Time: ,Mon Nov 02 08:00:00 CET 2015, Event: ,Y Mertens v Lamasine, Favorite: ,Tristan Lamasine, 8428332   size:3.23,Price: ,1.96,Yannick Mertens, 4521608   size:72.27,Price: ,1.97,x
1.121519830, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Coventry U21 v Leeds U21, Favorite: ,Coventry U21, 6812039   size:4.14,Price: ,1.07,Leeds U21, 6867657   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121618391, Sport: ,Tennis, Time: ,Mon Nov 02 09:30:00 CET 2015, Time: ,Mon Nov 02 09:30:00 CET 2015, Event: ,Argyelan v Kennel, Favorite: ,Csilla Argyelan, 9003511   size:7.25,Price: ,1.04,Karin Kennel, 9246669   size:7.25,Price: ,1.04,ok
1.121618392, Sport: ,Tennis, Time: ,Mon Nov 02 08:30:00 CET 2015, Time: ,Mon Nov 02 08:30:00 CET 2015, Event: ,Cvackova v Siskova, Favorite: ,Natalie Cvackova, 9635402   size:4.95,Price: ,1.03,Eva Siskova, 10191975   size:4.95,Price: ,1.03,x
1.121618395, Sport: ,Tennis, Time: ,Mon Nov 02 09:30:00 CET 2015, Time: ,Mon Nov 02 09:30:00 CET 2015, Event: ,Zagorac v Covington, Favorite: ,Eva Zagorac, 9628709   size:7.25,Price: ,1.04,Dominique Covington, 9627369   size:7.25,Price: ,1.04,x
1.121618033, Sport: ,Tennis, Time: ,Mon Nov 02 14:30:00 CET 2015, Time: ,Mon Nov 02 14:30:00 CET 2015, Event: ,Mahut v Lajovic, Favorite: ,Nicolas Mahut, 2257317   size:29.43,Price: ,1.77,Dusan Lajovic, 4688724   size:56.09,Price: ,2.24,x
1.121618397, Sport: ,Tennis, Time: ,Mon Nov 02 11:30:00 CET 2015, Time: ,Mon Nov 02 11:30:00 CET 2015, Event: ,Szupper v Tomova, Favorite: ,Viktoriya Tomova, 4597116   size:7.25,Price: ,1.04,Marlies Szupper, 9627880   size:3.62,Price: ,1.08,ok
1.121612856, Sport: ,Soccer, Time: ,Mon Nov 02 10:45:00 CET 2015, Time: ,Mon Nov 02 10:45:00 CET 2015, Event: ,Hapoel Hod Hasharon v Hapoel Azor, Favorite: ,Hapoel Hod HaSharon, 9124415   size:3.25,Price: ,1.22,Hapoel Azor, 6772812   size:3.33,Price: ,1.25,The Draw, 58805   size:2.7,Price: ,3.1,x
1.121611525, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Esbjerg (Res) v Odense (Res), Favorite: ,Esbjerg (Res), 5355842   size:4.14,Price: ,1.07,Odense (Res), 5465328   size:4.14,Price: ,1.07,The Draw, 58805   size:5.59,Price: ,2.88,x
1.121615648, Sport: ,Tennis, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Moser/Sancic v Ball/Brown, Favorite: ,Moser/Sancic, 10483069   size:7.25,Price: ,1.04,Ball/Brown, 10409550   size:7.25,Price: ,1.04,x
1.121614126, Sport: ,Soccer, Time: ,Mon Nov 02 10:00:00 CET 2015, Time: ,Mon Nov 02 10:00:00 CET 2015, Event: ,FK Sementchi Fargona v FK Zomin, Favorite: ,FK Zomin, 8784703   size:2.72,Price: ,1.37,FK Sementchi Fargona, 9196384   size:2.75,Price: ,1.39,The Draw, 58805   size:2.72,Price: ,3.6,x
1.121611893, Sport: ,Soccer, Time: ,Mon Nov 02 12:00:00 CET 2015, Time: ,Mon Nov 02 12:00:00 CET 2015, Event: ,MIKA FC II v Ulisses Yerevan FC II, Favorite: ,MIKA FC II, 7184087   size:5.28,Price: ,1.26,Ulisses Yerevan FC II, 8802560   size:2.7,Price: ,4.4,The Draw, 58805   size:2.55,Price: ,4.5,ok
1.121613793, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,SK Slovan Bratislava II v FC Spartak Trnava II, Favorite: ,SK Slovan Bratislava II, 8746424   size:10.55,Price: ,1.8,FC Spartak Trnava II, 7577400   size:2.55,Price: ,3.3,The Draw, 58805   size:18.13,Price: ,2.98,x
1.121611375, Sport: ,Soccer, Time: ,Mon Nov 02 13:00:00 CET 2015, Time: ,Mon Nov 02 13:00:00 CET 2015, Event: ,Sparta Prague U21 v Bohemians 1905 U21, Favorite: ,Sparta Prague U21, 6789764   size:2.84,Price: ,1.19,Bohemians 1905 U21, 6563639   size:5.0,Price: ,12.5,The Draw, 58805   size:5.99,Price: ,5.3,ok
1.121452985, Sport: ,Soccer, Time: ,Mon Nov 02 15:00:00 CET 2015, Time: ,Mon Nov 02 15:00:00 CET 2015, Event: ,Amkar v Terek Grozni, Favorite: ,Terek Grozni, 939625   size:459.47,Price: ,2.52,Amkar, 746696   size:147.2,Price: ,3.45,The Draw, 58805   size:1202.74,Price: ,3.1,x
1.121613076, Sport: ,Soccer, Time: ,Mon Nov 02 15:00:00 CET 2015, Time: ,Mon Nov 02 15:00:00 CET 2015, Event: ,Al Hussein v Shabab Al Ordon, Favorite: ,Al Hussein, 5360907   size:4.14,Price: ,1.07,Shabab Al Ordon, 4692621   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121519847, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Nottm Forest U21 v Sheff Wed U21, Favorite: ,Nottm Forest U21, 6815552   size:4.14,Price: ,1.07,Sheff Wed U21, 6813026   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121603208, Sport: ,Tennis, Time: ,Mon Nov 02 12:45:00 CET 2015, Time: ,Mon Nov 02 12:45:00 CET 2015, Event: ,Fognini v B Tomic, Favorite: ,Bernard Tomic, 3588868   size:206.3,Price: ,1.76,Fabio Fognini, 2319544   size:40.25,Price: ,2.26,ok
1.121452340, Sport: ,Soccer, Time: ,Mon Nov 02 13:00:00 CET 2015, Time: ,Mon Nov 02 13:00:00 CET 2015, Event: ,Harimau Muda B v Home Utd, Favorite: ,Home Utd, 4852330   size:7.12,Price: ,2.1,Harimau Muda B, 5606145   size:4.74,Price: ,3.25,The Draw, 58805   size:2.55,Price: ,3.8,x
1.121519841, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,Crewe U21 v Bolton U21, Favorite: ,Crewe U21, 6628863   size:4.14,Price: ,1.07,Bolton U21, 6594013   size:4.14,Price: ,1.07,The Draw, 58805   size:2.79,Price: ,1.25,x
1.121613517, Sport: ,Soccer, Time: ,Mon Nov 02 07:00:00 CET 2015, Time: ,Mon Nov 02 07:00:00 CET 2015, Event: ,Amkar Perm (Y) v Terek Groznyi (Y), Favorite: ,Amkar Perm (Y), 9425933   size:7.8,Price: ,2.18,Terek Groznyi (Y), 5400700   size:21.44,Price: ,3.2,The Draw, 58805   size:7.01,Price: ,3.95,x
1.121618369, Sport: ,Tennis, Time: ,Mon Nov 02 12:45:00 CET 2015, Time: ,Mon Nov 02 12:45:00 CET 2015, Event: ,Fucsovics v Schonenberg, Favorite: ,Marton Fucsovics, 4827766   size:5.89,Price: ,1.22,Tom Schonenberg, 8764618   size:5.89,Price: ,3.45,ok
1.121615104, Sport: ,Tennis, Time: ,Mon Nov 02 13:15:00 CET 2015, Time: ,Mon Nov 02 13:15:00 CET 2015, Event: ,R Ghedin v Wachiramanowong, Favorite: ,Riccardo Ghedin, 3506053   size:2.55,Price: ,1.32,Kittipong Wachiramanowo, 9180271   size:7.0,Price: ,3.8,ok
1.121452266, Sport: ,Soccer, Time: ,Mon Nov 02 12:30:00 CET 2015, Time: ,Mon Nov 02 12:30:00 CET 2015, Event: ,Albirex Niigata v Courts Young Lions, Favorite: ,Albirex Niigata, 5712145   size:4.31,Price: ,1.53,Courts Young Lions, 5907159   size:8.24,Price: ,5.9,The Draw, 58805   size:2.61,Price: ,4.2,x
1.121604287, Sport: ,Tennis, Time: ,Mon Nov 02 08:00:00 CET 2015, Time: ,Mon Nov 02 08:00:00 CET 2015, Event: ,Gigounon v Chatpatcharoen, Favorite: ,Germain Gigounon, 8174343   size:13.01,Price: ,1.11,Puriwat Chatpatcharoen, 9627662   size:10.45,Price: ,6.8,x
1.121611449, Sport: ,Soccer, Time: ,Mon Nov 02 14:00:00 CET 2015, Time: ,Mon Nov 02 14:00:00 CET 2015, Event: ,AaB (Res) v Randers (Res), Favorite: ,AaB (Res), 5369709   size:4.14,Price: ,1.07,Randers (Res), 5372988   size:4.14,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121616624, Sport: ,Tennis, Time: ,Mon Nov 02 11:00:00 CET 2015, Time: ,Mon Nov 02 11:00:00 CET 2015, Event: ,Hernych v Hanfmann, Favorite: ,Jan Hernych, 2249394   size:5.89,Price: ,1.22,Yannick Hanfmann, 8639275   size:5.89,Price: ,3.45,x
