1.121499404, Sport: ,Tennis, Time: ,Thu Oct 29 03:30:00 CET 2015, Time: ,Thu Oct 29 03:30:00 CET 2015, Event: ,X Han v C Liu, Favorite: ,Chang Liu, 7656823   size:3.55,Price: ,1.78,Xinyun Han, 3172285   size:13.51,Price: ,2.04,x
1.121495288, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,South Park FC v Chatham Town FC, Favorite: ,South Park FC, 10281321   size:4.94,Price: ,1.12,Chatham Town FC, 8377424   size:5.64,Price: ,4.2,The Draw, 58805   size:3.82,Price: ,2.9,x
1.121480118, Sport: ,Tennis, Time: ,Wed Oct 28 21:00:00 CET 2015, Time: ,Wed Oct 28 21:00:00 CET 2015, Event: ,Murray/Peers v Huey/Kontinen, Favorite: ,Murray/Peers, 7191922   size:21.04,Price: ,1.48,Huey/Kontinen, 10300311   size:16.62,Price: ,2.62,ok
1.121480597, Sport: ,Tennis, Time: ,Wed Oct 28 20:44:00 CET 2015, Time: ,Wed Oct 28 20:44:00 CET 2015, Event: ,Arguello/Cuevas v Peralta/Zeballos, Favorite: ,Peralta/Zeballos, 10409109   size:11.58,Price: ,1.58,Arguello/Cuevas, 8621760   size:7.63,Price: ,2.4,ok
1.121510897, Sport: ,Basketball, Time: ,Thu Oct 29 01:00:00 CET 2015, Time: ,Thu Oct 29 01:00:00 CET 2015, Event: ,San Antonio @ Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:27.67,Price: ,1.57,San Antonio, 13121   size:68.0,Price: ,2.7,ok
1.121510930, Sport: ,Basketball, Time: ,Thu Oct 29 03:00:00 CET 2015, Time: ,Thu Oct 29 03:00:00 CET 2015, Event: ,LA Clippers @ Sacramento, Favorite: ,LA Clippers, 237489   size:11.82,Price: ,1.46,Sacramento, 13127   size:2.07,Price: ,3.05,ok
1.121510773, Sport: ,Basketball, Time: ,Thu Oct 29 00:30:00 CET 2015, Time: ,Thu Oct 29 00:30:00 CET 2015, Event: ,Utah @ Detroit, Favorite: ,Utah, 13119   size:5.0,Price: ,1.91,Detroit, 13111   size:55.0,Price: ,2.08,x
1.120878873, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Man City v C Palace, Favorite: ,Man City, 47999   size:4260.56,Price: ,1.47,C Palace, 52689   size:258.51,Price: ,8.0,The Draw, 58805   size:1419.34,Price: ,5.0,ok
1.121498562, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Albion Sports AFC v Bradford PA, Favorite: ,Bradford PA, 598919   size:90.33,Price: ,1.15,Albion Sports AFC, 8084896   size:4.87,Price: ,4.7,The Draw, 58805   size:2.46,Price: ,1.69,ok
1.121522187, Sport: ,Snooker, Time: ,Thu Oct 29 05:30:00 CET 2015, Time: ,Thu Oct 29 05:30:00 CET 2015, Event: ,John Higgins v Joe Perry, Favorite: ,John Higgins, 2278785   size:5.87,Price: ,1.54,Joe Perry, 2281428   size:2.05,Price: ,2.44,ok
1.121494404, Sport: ,Soccer, Time: ,Wed Oct 28 23:45:00 CET 2015, Time: ,Wed Oct 28 23:45:00 CET 2015, Event: ,Melgar v Cienciano, Favorite: ,Melgar, 5839079   size:24.78,Price: ,1.59,Cienciano, 480160   size:44.3,Price: ,6.8,The Draw, 58805   size:43.04,Price: ,4.1,ok
1.121380112, Sport: ,Soccer, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Carl Zeiss Jena v Stuttgart, Favorite: ,Stuttgart, 44519   size:2.76,Price: ,1.46,Carl Zeiss Jena, 907523   size:44.93,Price: ,8.4,The Draw, 58805   size:118.18,Price: ,4.9,ok
1.121479345, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,North Ferriby Utd v Stalybridge, Favorite: ,North Ferriby Utd, 3168552   size:35.65,Price: ,1.81,Stalybridge, 597720   size:13.17,Price: ,4.9,The Draw, 58805   size:3.11,Price: ,3.6,x
1.121522181, Sport: ,Snooker, Time: ,Thu Oct 29 05:30:00 CET 2015, Time: ,Thu Oct 29 05:30:00 CET 2015, Event: ,Mark Selby v Neil Robertson, Favorite: ,Neil Robertson, 2278787   size:5.87,Price: ,1.74,Mark Selby, 2280127   size:5.87,Price: ,1.99,x
1.121495731, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Whitby Town v Blyth Spartans, Favorite: ,Blyth Spartans, 1282854   size:33.56,Price: ,1.93,Whitby Town, 62653   size:2.55,Price: ,3.5,The Draw, 58805   size:2.55,Price: ,4.1,ok
1.121387308, Sport: ,Soccer, Time: ,Thu Oct 29 01:00:00 CET 2015, Time: ,Thu Oct 29 01:00:00 CET 2015, Event: ,Santos v Sao Paulo, Favorite: ,Santos, 198127   size:5.0,Price: ,2.02,Sao Paulo, 198126   size:6.18,Price: ,3.95,The Draw, 58805   size:103.43,Price: ,3.75,ok
1.121380506, Sport: ,Soccer, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Zaglebie Lubin v Lech Poznan, Favorite: ,Zaglebie Lubin, 166904   size:22.24,Price: ,2.54,Lech Poznan, 502303   size:169.01,Price: ,3.2,The Draw, 58805   size:2.76,Price: ,3.1,x
1.121377628, Sport: ,Soccer, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Standard v KV Mechelen, Favorite: ,Standard, 571279   size:50.95,Price: ,1.93,KV Mechelen, 196024   size:78.14,Price: ,4.2,The Draw, 58805   size:20.82,Price: ,3.85,ok
1.121515260, Sport: ,Tennis, Time: ,Thu Oct 29 07:30:00 CET 2015, Time: ,Thu Oct 29 07:30:00 CET 2015, Event: ,Kudryavtsev v Menendez-Maceiras, Favorite: ,Adrian Menendez-Maceira, 9128710   size:124.83,Price: ,1.61,Alexander Kudryavtsev, 5908538   size:2.55,Price: ,2.34,x
1.121495343, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Leiston v Canvey Island, Favorite: ,Leiston, 3396719   size:12.15,Price: ,2.24,Canvey Island, 18558   size:7.74,Price: ,2.8,The Draw, 58805   size:5.78,Price: ,3.75,x
1.121510865, Sport: ,Basketball, Time: ,Thu Oct 29 01:00:00 CET 2015, Time: ,Thu Oct 29 01:00:00 CET 2015, Event: ,Denver @ Houston, Favorite: ,Houston, 13123   size:1746.33,Price: ,1.15,Denver, 13124   size:24.0,Price: ,6.8,x
1.121422524, Sport: ,Handball, Time: ,Wed Oct 28 20:00:00 CET 2015, Time: ,Wed Oct 28 20:00:00 CET 2015, Event: ,Saint Raphael v Nimes, Favorite: ,Saint Raphael, 3786983   size:5.19,Price: ,1.01,Nimes, 4292475   size:5.19,Price: ,1.01,Draw, 330157   size:5.19,Price: ,1.01,ok
1.121380282, Sport: ,Soccer, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Reutlingen v Braunschweig, Favorite: ,Braunschweig, 199184   size:139.61,Price: ,1.37,Reutlingen, 64426   size:54.76,Price: ,10.5,The Draw, 58805   size:102.24,Price: ,5.0,ok
1.121510907, Sport: ,Basketball, Time: ,Thu Oct 29 03:00:00 CET 2015, Time: ,Thu Oct 29 03:00:00 CET 2015, Event: ,Dallas @ Phoenix, Favorite: ,Phoenix, 13128   size:2.55,Price: ,1.49,Dallas, 13122   size:54.97,Price: ,2.78,x
1.121514787, Sport: ,Tennis, Time: ,Thu Oct 29 01:45:00 CET 2015, Time: ,Thu Oct 29 01:45:00 CET 2015, Event: ,Clezar/Neis v Martin/Podlipnik-Castil, Favorite: ,Clezar/Neis, 8861023   size:7.22,Price: ,1.04,Martin/Podlipnik-Castil, 9436921   size:7.22,Price: ,1.04,x
1.121522175, Sport: ,Snooker, Time: ,Thu Oct 29 00:30:00 CET 2015, Time: ,Thu Oct 29 00:30:00 CET 2015, Event: ,Marco Fu v David Gilbert, Favorite: ,Marco Fu, 2278808   size:156.63,Price: ,1.53,David Gilbert, 2293307   size:85.25,Price: ,2.66,x
1.121498616, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Frome v Weymouth, Favorite: ,Weymouth, 1222687   size:7.27,Price: ,2.44,Frome, 3396717   size:8.47,Price: ,2.56,The Draw, 58805   size:7.31,Price: ,3.65,x
1.121478009, Sport: ,Soccer, Time: ,Thu Oct 29 02:00:00 CET 2015, Time: ,Thu Oct 29 02:00:00 CET 2015, Event: ,Atletico Nacional v Alianza Petrolera, Favorite: ,Atletico Nacional, 478920   size:6.93,Price: ,1.4,Alianza Petrolera, 5615116   size:15.1,Price: ,11.5,The Draw, 58805   size:30.1,Price: ,4.9,ok
1.121522170, Sport: ,Snooker, Time: ,Thu Oct 29 00:30:00 CET 2015, Time: ,Thu Oct 29 00:30:00 CET 2015, Event: ,Mark Allen v Thepchaiya Un Nooh, Favorite: ,Mark Allen, 2279947   size:64.38,Price: ,1.41,Thepchaiya Un Nooh, 4322596   size:2.55,Price: ,3.1,x
1.121495621, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Glentoran (res) v Warrenpoint Town (Res), Favorite: ,Glentoran (res), 8983804   size:10.83,Price: ,1.1,Warrenpoint Town (Res), 8284427   size:5.97,Price: ,1.12,The Draw, 58805   size:3.82,Price: ,2.9,ok
1.121379614, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Utrecht v Groningen, Favorite: ,Utrecht, 48449   size:58.0,Price: ,2.34,Groningen, 48450   size:19.85,Price: ,3.25,The Draw, 58805   size:41.34,Price: ,3.65,x
1.121512481, Sport: ,Soccer, Time: ,Thu Oct 29 02:00:00 CET 2015, Time: ,Thu Oct 29 02:00:00 CET 2015, Event: ,Uni San Martin v Sporting Cristal, Favorite: ,Sporting Cristal, 328696   size:20.95,Price: ,2.24,Uni San Martin, 2032055   size:2.55,Price: ,3.4,The Draw, 58805   size:2.55,Price: ,3.5,ok
1.121378523, Sport: ,Soccer, Time: ,Wed Oct 28 23:00:00 CET 2015, Time: ,Wed Oct 28 23:00:00 CET 2015, Event: ,Sportivo Luqueno v Atletico PR, Favorite: ,Sportivo Luqueno, 2844791   size:115.93,Price: ,2.46,Atletico PR, 442159   size:31.17,Price: ,3.55,The Draw, 58805   size:740.48,Price: ,3.1,ok
1.121377559, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Napoli v Palermo, Favorite: ,Napoli, 676464   size:17473.09,Price: ,1.28,Palermo, 60307   size:55.02,Price: ,14.0,The Draw, 58805   size:288.78,Price: ,6.6,ok
1.121511605, Sport: ,Basketball, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Varese v Telenet Ostend, Favorite: ,Varese, 276233   size:2.76,Price: ,1.02,Telenet Ostend, 7742618   size:2.76,Price: ,1.02,x
1.121510876, Sport: ,Basketball, Time: ,Thu Oct 29 01:00:00 CET 2015, Time: ,Thu Oct 29 01:00:00 CET 2015, Event: ,Cleveland @ Memphis, Favorite: ,Memphis, 119812   size:136.54,Price: ,1.48,Cleveland, 13112   size:110.0,Price: ,2.94,x
1.121421022, Sport: ,Volleyball, Time: ,Wed Oct 28 20:00:00 CET 2015, Time: ,Wed Oct 28 20:00:00 CET 2015, Event: ,VfB Friedrichshafen v Coburg/Grub, Favorite: ,VfB Friedrichshafen, 2281578   size:51.49,Price: ,1.01,Coburg/Grub, 10410539   size:26.8,Price: ,5.0,ok
1.121510752, Sport: ,Basketball, Time: ,Thu Oct 29 00:30:00 CET 2015, Time: ,Thu Oct 29 00:30:00 CET 2015, Event: ,Philadelphia @ Boston, Favorite: ,Boston, 13108   size:5183.66,Price: ,1.12,Philadelphia, 13103   size:67.0,Price: ,8.2,ok
1.121422478, Sport: ,Handball, Time: ,Wed Oct 28 20:00:00 CET 2015, Time: ,Wed Oct 28 20:00:00 CET 2015, Event: ,Ivry v Aix, Favorite: ,Ivry, 4292473   size:5.19,Price: ,1.01,Aix, 6721925   size:5.19,Price: ,1.01,Draw, 330157   size:5.19,Price: ,1.01,ok
1.121492128, Sport: ,Basketball, Time: ,Wed Oct 28 20:00:00 CET 2015, Time: ,Wed Oct 28 20:00:00 CET 2015, Event: ,ESB Lille (W) v Fenerbahce (W), Favorite: ,ESB Lille (W), 8978730   size:2.92,Price: ,1.02,Fenerbahce (W), 5290908   size:2.92,Price: ,1.02,x
1.121511601, Sport: ,Basketball, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Le Havre v Kapfenberg, Favorite: ,Le Havre, 1292696   size:2.76,Price: ,1.02,Kapfenberg, 7036688   size:2.76,Price: ,1.02,ok
1.121491708, Sport: ,Basketball, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Trento v Nanterre, Favorite: ,Trento, 8782954   size:8.0,Price: ,1.33,Nanterre, 2989492   size:30.51,Price: ,2.48,ok
1.121379744, Sport: ,Soccer, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Werder Bremen v FC Koln, Favorite: ,Werder Bremen, 6555433   size:396.89,Price: ,2.42,FC Koln, 44783   size:96.88,Price: ,3.25,The Draw, 58805   size:2.0,Price: ,3.5,ok
1.121378894, Sport: ,Soccer, Time: ,Wed Oct 28 21:00:00 CET 2015, Time: ,Wed Oct 28 21:00:00 CET 2015, Event: ,Bourg-Peronnas v Nantes, Favorite: ,Nantes, 10774   size:33.64,Price: ,2.7,Bourg-Peronnas, 676431   size:2.76,Price: ,2.96,The Draw, 58805   size:195.42,Price: ,3.3,x
1.121377044, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,Atalanta v Lazio, Favorite: ,Lazio, 56966   size:495.65,Price: ,2.52,Atalanta, 215817   size:182.09,Price: ,3.15,The Draw, 58805   size:392.39,Price: ,3.45,x
1.121491945, Sport: ,Basketball, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Venezia v Spirou Charleroi, Favorite: ,Venezia, 5878119   size:145.69,Price: ,1.31,Spirou Charleroi, 1332931   size:32.25,Price: ,2.4,ok
1.121379343, Sport: ,Soccer, Time: ,Wed Oct 28 19:45:00 CET 2015, Time: ,Wed Oct 28 19:45:00 CET 2015, Event: ,Feyenoord v Ajax, Favorite: ,The Draw, 58805   size:4.23,Price: ,2.7,Feyenoord, 55264   size:37.38,Price: ,2.84,Ajax, 2685   size:52.06,Price: ,3.5,x
1.121498065, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,North Leigh FC v Winchester City FC, Favorite: ,North Leigh FC, 8142721   size:10.83,Price: ,1.1,Winchester City FC, 9793011   size:10.83,Price: ,1.13,The Draw, 58805   size:3.82,Price: ,2.9,x
1.120878976, Sport: ,Soccer, Time: ,Wed Oct 28 21:00:00 CET 2015, Time: ,Wed Oct 28 21:00:00 CET 2015, Event: ,Man Utd v Middlesbrough, Favorite: ,Man Utd, 48351   size:8539.98,Price: ,1.51,Middlesbrough, 63907   size:534.5,Price: ,7.6,The Draw, 58805   size:823.02,Price: ,4.6,x
1.121500711, Sport: ,Tennis, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Brady v Cepede Royg, Favorite: ,Jennifer Brady, 8784966   size:12.51,Price: ,1.51,Veronica Cepede Royg, 6400531   size:46.31,Price: ,2.76,ok
1.121376911, Sport: ,Soccer, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Schalke v Mgladbach, Favorite: ,Mgladbach, 84649   size:2.76,Price: ,2.7,Schalke, 50335   size:42.74,Price: ,2.78,The Draw, 58805   size:532.96,Price: ,3.55,ok
1.121422542, Sport: ,Handball, Time: ,Wed Oct 28 20:00:00 CET 2015, Time: ,Wed Oct 28 20:00:00 CET 2015, Event: ,Dunkerque v Chartres, Favorite: ,Dunkerque, 3786987   size:5.19,Price: ,1.01,Chartres, 10169935   size:5.19,Price: ,1.01,Draw, 330157   size:5.19,Price: ,1.01,x
1.121471153, Sport: ,Tennis, Time: ,Wed Oct 28 20:02:00 CET 2015, Time: ,Wed Oct 28 20:02:00 CET 2015, Event: ,Garcia-Lopez/Marrero v Stepanek/Tomic, Favorite: ,Stepanek/Tomic, 10456996   size:86.07,Price: ,1.24,Garcia-Lopez/Marrero, 10456995   size:21.9,Price: ,3.75,x
1.121422545, Sport: ,Handball, Time: ,Wed Oct 28 20:15:00 CET 2015, Time: ,Wed Oct 28 20:15:00 CET 2015, Event: ,Chambery v Cesson Rennes, Favorite: ,Chambery, 3361608   size:5.19,Price: ,1.01,Cesson Rennes, 6721923   size:5.19,Price: ,1.01,Draw, 330157   size:5.19,Price: ,1.01,ok
1.121377250, Sport: ,Soccer, Time: ,Wed Oct 28 20:45:00 CET 2015, Time: ,Wed Oct 28 20:45:00 CET 2015, Event: ,AC Milan v Chievo, Favorite: ,AC Milan, 127991   size:4609.45,Price: ,1.76,Chievo, 44506   size:120.47,Price: ,5.8,The Draw, 58805   size:898.51,Price: ,3.75,ok
1.121522034, Sport: ,Basketball, Time: ,Thu Oct 29 01:30:00 CET 2015, Time: ,Thu Oct 29 01:30:00 CET 2015, Event: ,San Martin v Libertad, Favorite: ,San Martin, 8861781   size:9.63,Price: ,1.03,Libertad, 6719116   size:9.63,Price: ,1.03,ok
1.121522031, Sport: ,Basketball, Time: ,Thu Oct 29 01:00:00 CET 2015, Time: ,Thu Oct 29 01:00:00 CET 2015, Event: ,Boca Jrs v Penarol, Favorite: ,Boca Jrs, 6719112   size:9.63,Price: ,1.03,Penarol, 6719113   size:9.63,Price: ,1.03,ok
1.121522032, Sport: ,Basketball, Time: ,Thu Oct 29 01:00:00 CET 2015, Time: ,Thu Oct 29 01:00:00 CET 2015, Event: ,Ferro Carril Oeste v Quilmes, Favorite: ,Quilmes, 7753472   size:11.18,Price: ,1.03,Ferro Carril Oeste, 10312212   size:5.87,Price: ,1.29,x
1.121386523, Sport: ,Soccer, Time: ,Thu Oct 29 02:00:00 CET 2015, Time: ,Thu Oct 29 02:00:00 CET 2015, Event: ,FAS v Isidro Metapan, Favorite: ,Fas, 4867481   size:10.83,Price: ,1.1,Isidro Metapan, 4864112   size:10.83,Price: ,1.1,The Draw, 58805   size:4.15,Price: ,2.88,x
1.121492652, Sport: ,Basketball, Time: ,Wed Oct 28 20:00:00 CET 2015, Time: ,Wed Oct 28 20:00:00 CET 2015, Event: ,Landes (W) v BCF Elfic Fribourg Wome, Favorite: ,Landes (W), 8978732   size:2.92,Price: ,1.02,BCF Elfic Fribourg Wome, 10459538   size:2.92,Price: ,1.02,ok
1.121511932, Sport: ,Tennis, Time: ,Wed Oct 28 20:18:00 CET 2015, Time: ,Wed Oct 28 20:18:00 CET 2015, Event: ,Kev King v P Lorenzi, Favorite: ,Paolo Lorenzi, 2345099   size:138.46,Price: ,1.12,Kevin King, 7445670   size:99.41,Price: ,6.8,ok
1.121378745, Sport: ,Soccer, Time: ,Wed Oct 28 21:00:00 CET 2015, Time: ,Wed Oct 28 21:00:00 CET 2015, Event: ,Toulouse v Auxerre, Favorite: ,Toulouse, 305969   size:59.82,Price: ,1.67,Auxerre, 44800   size:207.57,Price: ,6.0,The Draw, 58805   size:3.59,Price: ,3.85,x
1.121490867, Sport: ,Basketball, Time: ,Wed Oct 28 20:00:00 CET 2015, Time: ,Wed Oct 28 20:00:00 CET 2015, Event: ,Nancy v Zaragoza, Favorite: ,Nancy, 1293966   size:61.03,Price: ,1.74,Zaragoza, 3368428   size:50.18,Price: ,1.9,x
1.121514884, Sport: ,Tennis, Time: ,Wed Oct 28 21:30:00 CET 2015, Time: ,Wed Oct 28 21:30:00 CET 2015, Event: ,Estrella Burgos v J Pereira, Favorite: ,Victor Estrella Burgos, 7430580   size:270.36,Price: ,1.2,Jose Pereira, 8174361   size:16.22,Price: ,4.6,ok
1.121458292, Sport: ,Soccer, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,CF Montanesa v AEC Manlleu, Favorite: ,CF Montanesa, 9339211   size:39.0,Price: ,2.02,AEC Manlleu, 6399678   size:39.0,Price: ,2.02,The Draw, 58805   size:6.92,Price: ,2.2,ok
1.121499459, Sport: ,Tennis, Time: ,Thu Oct 29 07:00:00 CET 2015, Time: ,Thu Oct 29 07:00:00 CET 2015, Event: ,Fabbiano/Zopp v Hsieh/Yang, Favorite: ,Hsieh/Yang, 8699722   size:2.55,Price: ,1.57,Fabbiano/Zopp, 10433866   size:2.55,Price: ,2.24,x
1.121499334, Sport: ,Tennis, Time: ,Wed Oct 28 23:00:00 CET 2015, Time: ,Wed Oct 28 23:00:00 CET 2015, Event: ,Lapentti v N Barrientos, Favorite: ,Giovanni Lapentti, 1565   size:2.76,Price: ,1.72,Nicolas Barrientos, 7083200   size:43.35,Price: ,2.3,ok
1.121500892, Sport: ,Tennis, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Anderson v Vickery, Favorite: ,Robin Anderson, 8947134   size:84.79,Price: ,1.8,Sachia Vickery, 6596286   size:62.8,Price: ,2.08,ok
1.121379045, Sport: ,Soccer, Time: ,Wed Oct 28 21:00:00 CET 2015, Time: ,Wed Oct 28 21:00:00 CET 2015, Event: ,Caen v Nice, Favorite: ,Caen, 310510   size:39.93,Price: ,2.1,Nice, 189829   size:11.85,Price: ,3.9,The Draw, 58805   size:48.2,Price: ,3.65,x
1.121515226, Sport: ,Tennis, Time: ,Thu Oct 29 04:00:00 CET 2015, Time: ,Thu Oct 29 04:00:00 CET 2015, Event: ,Y Xu v S Xu, Favorite: ,Yi-Fan Xu, 2550525   size:2.67,Price: ,1.87,Shilin Xu, 8172571   size:76.15,Price: ,2.06,x
1.121490249, Sport: ,Basketball, Time: ,Wed Oct 28 20:30:00 CET 2015, Time: ,Wed Oct 28 20:30:00 CET 2015, Event: ,Le Mans v Alba Berlin, Favorite: ,Alba Berlin, 266284   size:122.07,Price: ,1.37,Le Mans, 678096   size:37.64,Price: ,2.2,ok
1.121512756, Sport: ,Soccer, Time: ,Thu Oct 29 01:00:00 CET 2015, Time: ,Thu Oct 29 01:00:00 CET 2015, Event: ,Jorge Wilstermann v Nacional Potosi, Favorite: ,Jorge Wilstermann, 706904   size:2.77,Price: ,1.64,Nacional Potosi, 5885611   size:15.28,Price: ,6.0,The Draw, 58805   size:70.04,Price: ,4.2,ok
1.121518334, Sport: ,Tennis, Time: ,Thu Oct 29 03:30:00 CET 2015, Time: ,Thu Oct 29 03:30:00 CET 2015, Event: ,Y Wang v S Hsieh, Favorite: ,Yafain Wang, 10467477   size:64.89,Price: ,1.64,Su Wei Hsieh, 2291860   size:2.55,Price: ,1.74,x
