1.121092149, Sport: ,Tennis, Time: ,Tue Oct 06 22:30:00 CEST 2015, Time: ,Tue Oct 06 22:30:00 CEST 2015, Event: ,Nielsen v Meister, Favorite: ,Frederik Nielsen, 2444574   size:5.81,Price: ,1.86,Nicolas Meister, 6534042   size:83.93,Price: ,1.95,x
1.121044988, Sport: ,Basketball, Time: ,Tue Oct 06 15:44:28 CEST 2015, Time: ,Tue Oct 06 20:43:13 CEST 2015, Event: ,Lyon v Cholet, Favorite: ,Lyon, 1297016   size:4.17,Price: ,1.06,Cholet, 678099   size:8.36,Price: ,1.35,x
1.121062974, Sport: ,Basketball, Time: ,Wed Oct 07 02:00:00 CEST 2015, Time: ,Wed Oct 07 02:00:00 CEST 2015, Event: ,Houston @ Memphis, Favorite: ,Houston, 13123   size:8.34,Price: ,1.03,Memphis, 119812   size:8.34,Price: ,1.03,x
1.121086820, Sport: ,Soccer, Time: ,Tue Oct 06 12:00:00 CEST 2015, Time: ,Tue Oct 06 12:00:00 CEST 2015, Event: ,KLB Kien Giang U21 v Sanna Khanh Hoa U21, Favorite: ,Sanna Khanh Hoa U21, 7640021   size:9.95,Price: ,1.36,KLB Kien Giang U21, 7639967   size:3.84,Price: ,5.0,The Draw, 58805   size:2.53,Price: ,4.9,ok
1.121067741, Sport: ,Tennis, Time: ,Wed Oct 07 01:00:00 CEST 2015, Time: ,Wed Oct 07 01:00:00 CEST 2015, Event: ,Zemlja v Du Brown, Favorite: ,Dustin Brown, 4486603   size:3.36,Price: ,1.86,Grega Zemlja, 3509269   size:19.0,Price: ,2.08,ok
1.121074042, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Matlock Town v Rushall Olympic, Favorite: ,Matlock Town, 1558264   size:7.55,Price: ,1.63,Rushall Olympic, 2608907   size:7.55,Price: ,1.71,The Draw, 58805   size:3.81,Price: ,2.94,ok
1.120975493, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Wrexham v Tranmere, Favorite: ,Wrexham, 63604   size:667.05,Price: ,2.24,Tranmere, 54004   size:22.62,Price: ,3.55,The Draw, 58805   size:12.78,Price: ,3.65,x
1.120976467, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Plymouth v Exeter, Favorite: ,Plymouth, 148733   size:17.79,Price: ,1.96,Exeter, 66243   size:149.43,Price: ,4.5,The Draw, 58805   size:2.03,Price: ,3.7,ok
1.120990096, Sport: ,Soccer, Time: ,Wed Oct 07 02:30:00 CEST 2015, Time: ,Wed Oct 07 02:30:00 CEST 2015, Event: ,Paysandu v Bahia, Favorite: ,Paysandu, 189951   size:4.14,Price: ,2.28,Bahia, 198139   size:154.56,Price: ,3.45,The Draw, 58805   size:363.27,Price: ,3.35,x
1.121062065, Sport: ,Tennis, Time: ,Tue Oct 06 11:00:00 CEST 2015, Time: ,Tue Oct 06 11:00:00 CEST 2015, Event: ,De Novak v Jaziri, Favorite: ,Malek Jaziri, 5776215   size:7.55,Price: ,1.3,Dennis Novak, 7335936   size:4.13,Price: ,3.65,x
1.121044975, Sport: ,Basketball, Time: ,Tue Oct 06 14:44:28 CEST 2015, Time: ,Tue Oct 06 19:43:13 CEST 2015, Event: ,Chalons Reims v Strasbourg, Favorite: ,Strasbourg, 1193143   size:2.55,Price: ,1.27,Chalons Reims, 6736111   size:2.55,Price: ,1.52,ok
