1.121470781, Sport: ,Tennis, Time: ,Tue Oct 27 06:30:00 CET 2015, Time: ,Tue Oct 27 06:30:00 CET 2015, Event: ,Ivashka v Myneni, Favorite: ,Saketh Myneni, 7445661   size:7.41,Price: ,1.3,Ilya Ivashka, 8304047   size:2.55,Price: ,3.7,x
1.121474589, Sport: ,Soccer, Time: ,Mon Oct 26 17:00:00 CET 2015, Time: ,Mon Oct 26 17:00:00 CET 2015, Event: ,FK Strogino v FK Volga Tver, Favorite: ,FK Strogino, 10165518   size:1628.94,Price: ,1.33,FK Volga Tver, 6548131   size:6.95,Price: ,11.0,The Draw, 58805   size:15.55,Price: ,5.0,ok
1.121474866, Sport: ,Soccer, Time: ,Mon Oct 26 21:00:00 CET 2015, Time: ,Mon Oct 26 21:00:00 CET 2015, Event: ,Dumbarton U20 v Stranraer U20, Favorite: ,Dumbarton U20, 9220048   size:10.86,Price: ,1.1,Stranraer U20, 10341089   size:10.86,Price: ,1.1,The Draw, 58805   size:5.93,Price: ,2.9,x
1.121475319, Sport: ,Tennis, Time: ,Tue Oct 27 02:00:00 CET 2015, Time: ,Tue Oct 27 02:00:00 CET 2015, Event: ,Baughman v Hank, Favorite: ,Deiton Baughman, 7137489   size:3.6,Price: ,1.27,Tigre Hank, 8310643   size:4.09,Price: ,4.1,x
1.121360733, Sport: ,Soccer, Time: ,Mon Oct 26 17:00:00 CET 2015, Time: ,Mon Oct 26 17:00:00 CET 2015, Event: ,Zenit St Petersburg II v Fakel, Favorite: ,Fakel, 5441579   size:150.39,Price: ,1.49,Zenit St Petersburg II, 9386609   size:6.86,Price: ,8.6,The Draw, 58805   size:72.8,Price: ,4.4,ok
1.121454059, Sport: ,Basketball, Time: ,Mon Oct 26 20:45:00 CET 2015, Time: ,Mon Oct 26 20:45:00 CET 2015, Event: ,Varese v Dinamo Sassari, Favorite: ,Dinamo Sassari, 5520916   size:54.8,Price: ,1.67,Varese, 276233   size:5.0,Price: ,2.36,ok
1.121309123, Sport: ,Soccer, Time: ,Mon Oct 26 21:00:00 CET 2015, Time: ,Mon Oct 26 21:00:00 CET 2015, Event: ,Belenenses v Uniao Madeira, Favorite: ,Belenenses, 48786   size:89.02,Price: ,2.06,Uniao Madeira, 505985   size:79.56,Price: ,4.5,The Draw, 58805   size:205.0,Price: ,3.35,ok
1.121381823, Sport: ,Ice Hockey, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Vasteras v Bjorkloven, Favorite: ,Vasteras, 316429   size:5.88,Price: ,1.57,Bjorkloven, 247108   size:5.88,Price: ,3.85,Tie, 60104   size:7.46,Price: ,4.0,ok
1.121477051, Sport: ,Snooker, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Mark Selby v Anthony McGill, Favorite: ,Mark Selby, 2280127   size:200.05,Price: ,1.39,Anthony McGill, 5139394   size:7.39,Price: ,3.15,ok
1.121454053, Sport: ,Basketball, Time: ,Mon Oct 26 20:30:00 CET 2015, Time: ,Mon Oct 26 20:30:00 CET 2015, Event: ,Monaco v Rouen, Favorite: ,Monaco, 8074967   size:4.98,Price: ,1.27,Rouen, 1292701   size:132.77,Price: ,4.1,ok
1.121308719, Sport: ,Soccer, Time: ,Mon Oct 26 20:45:00 CET 2015, Time: ,Mon Oct 26 20:45:00 CET 2015, Event: ,Cardiff v Bristol City, Favorite: ,Cardiff, 79343   size:496.0,Price: ,2.58,Bristol City, 69745   size:348.66,Price: ,3.0,The Draw, 58805   size:10940.69,Price: ,3.45,x
1.121487706, Sport: ,Tennis, Time: ,Tue Oct 27 05:00:00 CET 2015, Time: ,Tue Oct 27 05:00:00 CET 2015, Event: ,S Lee v S Zhang, Favorite: ,Shuai Zhang, 2386498   size:199.85,Price: ,1.15,So-Ra Lee, 8839149   size:6.55,Price: ,5.2,ok
1.121481281, Sport: ,Tennis, Time: ,Mon Oct 26 17:05:00 CET 2015, Time: ,Mon Oct 26 17:05:00 CET 2015, Event: ,Andreozzi v Garin, Favorite: ,Guido Andreozzi, 6603914   size:2196.0,Price: ,1.3,Christian Garin, 6670624   size:150.58,Price: ,4.2,x
1.121480596, Sport: ,Tennis, Time: ,Mon Oct 26 21:00:00 CET 2015, Time: ,Mon Oct 26 21:00:00 CET 2015, Event: ,Duran/Molteni v Dzumhur/Linzer, Favorite: ,Duran/Molteni, 8910784   size:4.04,Price: ,1.25,Dzumhur/Linzer, 10459283   size:4.02,Price: ,3.45,ok
1.121487787, Sport: ,Tennis, Time: ,Tue Oct 27 06:30:00 CET 2015, Time: ,Tue Oct 27 06:30:00 CET 2015, Event: ,Q Wang v Xu, Favorite: ,Qiang Wang, 6145777   size:3.79,Price: ,1.32,Yi-Fan Xu, 2550525   size:16.91,Price: ,3.45,x
1.121312892, Sport: ,Soccer, Time: ,Mon Oct 26 19:30:00 CET 2015, Time: ,Mon Oct 26 19:30:00 CET 2015, Event: ,Club Brugge (Y) v Anderlecht (Y), Favorite: ,Club Brugge (Y), 7159209   size:2.34,Price: ,1.93,Anderlecht (Y), 7174785   size:2.32,Price: ,1.95,The Draw, 58805   size:3.71,Price: ,2.92,x
1.121313176, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,Pisa v Rimini, Favorite: ,Pisa, 501200   size:33.52,Price: ,1.74,Rimini, 522044   size:16.81,Price: ,5.5,The Draw, 58805   size:11.12,Price: ,3.7,ok
1.121422457, Sport: ,Handball, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Hammarby v Redbergslids, Favorite: ,Hammarby, 1088447   size:6.3,Price: ,1.65,Redbergslids, 3771721   size:7.78,Price: ,2.72,Draw, 330157   size:52.65,Price: ,7.6,x
1.121475660, Sport: ,Tennis, Time: ,Mon Oct 26 22:00:00 CET 2015, Time: ,Mon Oct 26 22:00:00 CET 2015, Event: ,F Arguello v G Elias, Favorite: ,Facundo Arguello, 6129383   size:53.92,Price: ,1.54,Gastao Elias, 2923174   size:5.14,Price: ,2.48,x
1.121385249, Sport: ,Volleyball, Time: ,Mon Oct 26 18:00:00 CET 2015, Time: ,Mon Oct 26 18:00:00 CET 2015, Event: ,Siodemka Legionovia Leg v Ostrowiec Swietokrzyski, Favorite: ,Siodemka Legionovia Leg, 9100524   size:6.61,Price: ,1.21,Ostrowiec Swietokrzyski, 10399355   size:2.55,Price: ,4.7,ok
