1.121470781, Sport: ,Tennis, Time: ,Tue Oct 27 06:30:00 CET 2015, Time: ,Tue Oct 27 06:30:00 CET 2015, Event: ,Ivashka v Myneni, Favorite: ,Saketh Myneni, 7445661   size:7.41,Price: ,1.3,Ilya Ivashka, 8304047   size:2.55,Price: ,3.7,x
1.121475662, Sport: ,Tennis, Time: ,Mon Oct 26 18:30:00 CET 2015, Time: ,Mon Oct 26 18:30:00 CET 2015, Event: ,R Olivo v Clezar, Favorite: ,Guilherme Clezar, 5304142   size:103.01,Price: ,1.69,Renzo Olivo, 4822931   size:8.48,Price: ,2.22,ok
1.121454069, Sport: ,Basketball, Time: ,Mon Oct 26 18:00:00 CET 2015, Time: ,Mon Oct 26 18:00:00 CET 2015, Event: ,Fenerbahce v Torku Konyaspor, Favorite: ,Fenerbahce, 631290   size:2.55,Price: ,1.04,Torku Konyaspor, 8914461   size:2.0,Price: ,10.0,x
1.121468851, Sport: ,Basketball, Time: ,Mon Oct 26 17:30:00 CET 2015, Time: ,Mon Oct 26 17:30:00 CET 2015, Event: ,Olympiacos v Arkadikos, Favorite: ,Olympiacos, 278582   size:0.0,Price: ,0.0,Arkadikos, 10398322   size:27.7,Price: ,120.0,ok
1.121487556, Sport: ,Tennis, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Granollers/Menendez-Mac v Nagal/Vardhan, Favorite: ,Granollers/Menendez-Mac, 10407908   size:7.24,Price: ,1.04,Nagal/Vardhan, 10433982   size:7.24,Price: ,1.04,x
1.121469099, Sport: ,Tennis, Time: ,Tue Oct 27 06:30:00 CET 2015, Time: ,Tue Oct 27 06:30:00 CET 2015, Event: ,Zhang v Mektic, Favorite: ,Nikola Mektic, 3658467   size:3.72,Price: ,1.7,Zhizhen Zhang, 9628959   size:13.13,Price: ,2.38,x
1.121369606, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,Aston Villa U21 v Wolves U21, Favorite: ,Aston Villa U21, 6789377   size:4.25,Price: ,1.81,Wolves U21, 6667755   size:2.54,Price: ,3.0,The Draw, 58805   size:2.48,Price: ,3.1,ok
1.121469095, Sport: ,Tennis, Time: ,Tue Oct 27 04:30:00 CET 2015, Time: ,Tue Oct 27 04:30:00 CET 2015, Event: ,R Ghedin v Lamasine, Favorite: ,Tristan Lamasine, 8428332   size:157.05,Price: ,1.29,Riccardo Ghedin, 3506053   size:2.55,Price: ,3.85,ok
1.121385734, Sport: ,Ice Hockey, Time: ,Tue Oct 27 00:35:00 CET 2015, Time: ,Tue Oct 27 00:35:00 CET 2015, Event: ,Arizona @ Toronto, Favorite: ,Toronto, 2108073   size:96.01,Price: ,2.4,Arizona, 8867880   size:6.0,Price: ,2.78,Tie, 60104   size:111.14,Price: ,4.0,x
1.121479215, Sport: ,Snooker, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Kyren Wilson v Mark Allen, Favorite: ,Mark Allen, 2279947   size:173.8,Price: ,1.6,Kyren Wilson, 5119461   size:6.01,Price: ,2.66,ok
1.121369325, Sport: ,Ice Hockey, Time: ,Mon Oct 26 17:30:00 CET 2015, Time: ,Mon Oct 26 17:30:00 CET 2015, Event: ,VSV v Vienna Capitals, Favorite: ,VSV, 565881   size:8.34,Price: ,1.01,Vienna Capitals, 563229   size:8.34,Price: ,1.01,Tie, 60104   size:8.34,Price: ,1.01,x
1.121369328, Sport: ,Ice Hockey, Time: ,Mon Oct 26 17:30:00 CET 2015, Time: ,Mon Oct 26 17:30:00 CET 2015, Event: ,Dornbirn v Olimpija Ljubljana, Favorite: ,Dornbirn, 6602890   size:8.34,Price: ,1.01,Olimpija Ljubljana, 2513196   size:8.34,Price: ,1.01,Tie, 60104   size:8.34,Price: ,1.01,ok
1.121369208, Sport: ,Ice Hockey, Time: ,Mon Oct 26 17:30:00 CET 2015, Time: ,Mon Oct 26 17:30:00 CET 2015, Event: ,Graz 99ers v Innsbruck, Favorite: ,Graz 99ers, 748396   size:8.34,Price: ,1.01,Innsbruck, 563236   size:8.34,Price: ,1.01,Tie, 60104   size:8.34,Price: ,1.01,ok
1.121485302, Sport: ,Basketball, Time: ,Mon Oct 26 18:45:00 CET 2015, Time: ,Mon Oct 26 18:45:00 CET 2015, Event: ,Ironi Nahariya v Hapoel Eilat, Favorite: ,Hapoel Eilat, 7758974   size:111.0,Price: ,1.45,Ironi Nahariya, 8894680   size:2.55,Price: ,2.86,x
1.121385729, Sport: ,Ice Hockey, Time: ,Tue Oct 27 00:05:00 CET 2015, Time: ,Tue Oct 27 00:05:00 CET 2015, Event: ,Calgary @ NY Islanders, Favorite: ,NY Islanders, 60105   size:3.36,Price: ,1.88,Calgary, 975675   size:139.05,Price: ,3.4,Tie, 60104   size:25.15,Price: ,4.1,ok
1.121487726, Sport: ,Tennis, Time: ,Tue Oct 27 05:00:00 CET 2015, Time: ,Tue Oct 27 05:00:00 CET 2015, Event: ,Hozumi v S Hsieh, Favorite: ,Su-Wei Hsieh, 8244521   size:4.0,Price: ,1.25,Eri Hozumi, 7657224   size:7.13,Price: ,3.95,ok
1.121468847, Sport: ,Basketball, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Randers v BK Stevnsgade, Favorite: ,Randers, 6719073   size:2.81,Price: ,1.56,BK Stevnsgade, 10379235   size:65.86,Price: ,2.7,ok
1.121468844, Sport: ,Basketball, Time: ,Mon Oct 26 17:00:00 CET 2015, Time: ,Mon Oct 26 17:00:00 CET 2015, Event: ,Klosterneuburg v Wels, Favorite: ,Klosterneuburg, 7036697   size:4.0,Price: ,1.4,Wels, 7036691   size:22.0,Price: ,1.5,ok
1.121312634, Sport: ,Soccer, Time: ,Mon Oct 26 19:30:00 CET 2015, Time: ,Mon Oct 26 19:30:00 CET 2015, Event: ,OH Leuven (Y) v Genk (Y), Favorite: ,Genk (Y), 7159134   size:3.08,Price: ,1.46,OH Leuven (Y), 7159228   size:7.32,Price: ,2.5,The Draw, 58805   size:6.54,Price: ,2.9,x
1.121468846, Sport: ,Basketball, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Traiskirchen v Zepter Vienna, Favorite: ,Zepter Vienna, 7036692   size:5.81,Price: ,1.56,Traiskirchen, 1387301   size:53.57,Price: ,2.54,x
1.121485308, Sport: ,Basketball, Time: ,Mon Oct 26 19:45:00 CET 2015, Time: ,Mon Oct 26 19:45:00 CET 2015, Event: ,Maccabi Haifa v Hapoel Tel Aviv, Favorite: ,Maccabi Haifa, 4953243   size:5.51,Price: ,1.69,Hapoel Tel Aviv, 7758962   size:64.58,Price: ,2.28,ok
1.121468845, Sport: ,Basketball, Time: ,Mon Oct 26 18:00:00 CET 2015, Time: ,Mon Oct 26 18:00:00 CET 2015, Event: ,Oberwart v Kapfenberg, Favorite: ,Oberwart, 7036690   size:3.01,Price: ,1.66,Kapfenberg, 7036688   size:2.55,Price: ,2.32,ok
1.121473908, Sport: ,Soccer, Time: ,Mon Oct 26 18:15:00 CET 2015, Time: ,Mon Oct 26 18:15:00 CET 2015, Event: ,FC Britannia XI (Res) v Europa FC (Res), Favorite: ,Europa FC (Res), 10458149   size:140.27,Price: ,1.07,FC Britannia XI (Res), 10458147   size:5.88,Price: ,1.11,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121469122, Sport: ,Tennis, Time: ,Tue Oct 27 05:15:00 CET 2015, Time: ,Tue Oct 27 05:15:00 CET 2015, Event: ,Zopp v Cipolla, Favorite: ,Jurgen Zopp, 5223695   size:4.6,Price: ,1.51,Flavio Cipolla, 2424788   size:4.23,Price: ,2.64,ok
1.121309333, Sport: ,Soccer, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Randers v OB, Favorite: ,Randers, 342868   size:144.27,Price: ,1.84,OB, 113225   size:221.3,Price: ,5.1,The Draw, 58805   size:362.92,Price: ,3.7,x
1.121473620, Sport: ,Soccer, Time: ,Mon Oct 26 20:45:00 CET 2015, Time: ,Mon Oct 26 20:45:00 CET 2015, Event: ,Hyde v Colwyn Bay, Favorite: ,Hyde, 1053216   size:3.71,Price: ,1.54,Colwyn Bay, 2662205   size:3.78,Price: ,5.0,The Draw, 58805   size:2.55,Price: ,4.8,ok
1.121486362, Sport: ,Snooker, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Tian Pengfei v Liang Wenbo, Favorite: ,Liang Wenbo, 2293301   size:166.13,Price: ,1.7,Tian Pengfei, 2584430   size:5.88,Price: ,2.12,x
1.121311017, Sport: ,Soccer, Time: ,Mon Oct 26 18:00:00 CET 2015, Time: ,Mon Oct 26 18:00:00 CET 2015, Event: ,FC Ashdod v Hapoel Jerusalem, Favorite: ,FC Ashdod, 6145706   size:20.39,Price: ,1.44,Hapoel Jerusalem, 5810348   size:7.15,Price: ,9.4,The Draw, 58805   size:4.25,Price: ,4.3,x
1.121355311, Sport: ,American Football, Time: ,Tue Oct 27 01:30:00 CET 2015, Time: ,Tue Oct 27 01:30:00 CET 2015, Event: ,Baltimore @ Arizona, Favorite: ,Arizona Cardinals, 50188   size:6060.26,Price: ,1.26,Baltimore Ravens, 50205   size:335.47,Price: ,4.7,ok
1.121487730, Sport: ,Tennis, Time: ,Tue Oct 27 05:00:00 CET 2015, Time: ,Tue Oct 27 05:00:00 CET 2015, Event: ,Kulichkova v Kumkhum, Favorite: ,Elizaveta Kulichkova, 7795296   size:5.19,Price: ,1.22,Luksika Kumkhum, 9008811   size:8.29,Price: ,4.4,ok
1.121486368, Sport: ,Soccer, Time: ,Mon Oct 26 18:00:00 CET 2015, Time: ,Mon Oct 26 18:00:00 CET 2015, Event: ,Slovenia (W) v Iceland (W), Favorite: ,Iceland (W), 3449235   size:16.64,Price: ,1.33,Slovenia (W), 3449247   size:10.84,Price: ,8.0,The Draw, 58805   size:19.31,Price: ,6.4,ok
1.121480146, Sport: ,Tennis, Time: ,Mon Oct 26 18:45:00 CET 2015, Time: ,Mon Oct 26 18:45:00 CET 2015, Event: ,D Thiem v R Haase, Favorite: ,Dominic Thiem, 5720747   size:400.75,Price: ,1.53,Robin Haase, 2309796   size:146.84,Price: ,2.84,ok
1.121471156, Sport: ,Tennis, Time: ,Mon Oct 26 17:45:00 CET 2015, Time: ,Mon Oct 26 17:45:00 CET 2015, Event: ,Knowle/Marach v Marray/Qureshi, Favorite: ,Marray/Qureshi, 9940570   size:2.78,Price: ,1.66,Knowle/Marach, 7857513   size:2.55,Price: ,2.34,x
1.121469111, Sport: ,Tennis, Time: ,Tue Oct 27 05:15:00 CET 2015, Time: ,Tue Oct 27 05:15:00 CET 2015, Event: ,Weintraub v Y He, Favorite: ,Amir Weintraub, 5822663   size:8.43,Price: ,1.12,Yecong He, 8325209   size:2.68,Price: ,6.6,ok
1.121473731, Sport: ,Soccer, Time: ,Mon Oct 26 20:45:00 CET 2015, Time: ,Mon Oct 26 20:45:00 CET 2015, Event: ,Beaconsfield SYCOB FC v Aylesbury FC, Favorite: ,Beaconsfield SYCOB FC, 7880847   size:10.86,Price: ,1.1,Aylesbury FC, 4262876   size:10.86,Price: ,1.1,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121369627, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,Southampton U21 v Everton U21, Favorite: ,Southampton U21, 6728422   size:4.07,Price: ,1.89,Everton U21, 6689709   size:2.68,Price: ,2.88,The Draw, 58805   size:2.34,Price: ,3.3,x
1.121474424, Sport: ,Soccer, Time: ,Mon Oct 26 18:30:00 CET 2015, Time: ,Mon Oct 26 18:30:00 CET 2015, Event: ,Jong Volendam v Jong AZ Alkmaar, Favorite: ,Jong AZ Alkmaar, 5320893   size:9.87,Price: ,2.2,Jong Volendam, 5273976   size:3.28,Price: ,2.64,The Draw, 58805   size:7.9,Price: ,3.55,x
1.121312174, Sport: ,Soccer, Time: ,Mon Oct 26 18:30:00 CET 2015, Time: ,Mon Oct 26 18:30:00 CET 2015, Event: ,Chelsea U21 v Man City U21, Favorite: ,Chelsea U21, 6689721   size:25.19,Price: ,2.04,Man City U21, 6584787   size:110.3,Price: ,3.35,The Draw, 58805   size:5.75,Price: ,3.9,x
1.121369629, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,Watford U21 v QPR U21, Favorite: ,Watford U21, 10123520   size:137.64,Price: ,1.06,QPR U21, 6808103   size:137.64,Price: ,1.06,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121469079, Sport: ,Tennis, Time: ,Tue Oct 27 06:30:00 CET 2015, Time: ,Tue Oct 27 06:30:00 CET 2015, Event: ,Ye Lu v Y Bai, Favorite: ,Yen-Hsun Lu, 8287128   size:6.17,Price: ,1.08,Yan Bai, 3357363   size:2.0,Price: ,9.2,x
1.121486095, Sport: ,Snooker, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Michael Holt v John Higgins, Favorite: ,John Higgins, 2278785   size:217.25,Price: ,1.28,Michael Holt, 2278812   size:137.66,Price: ,2.02,ok
1.121385034, Sport: ,Ice Hockey, Time: ,Mon Oct 26 17:30:00 CET 2015, Time: ,Mon Oct 26 17:30:00 CET 2015, Event: ,CSKA v Severstal, Favorite: ,CSKA, 2240050   size:8.34,Price: ,1.01,Severstal, 2560282   size:8.34,Price: ,1.01,Tie, 60104   size:8.34,Price: ,1.01,ok
1.121369621, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,Reading U21 v Norwich U21, Favorite: ,Reading U21, 6586874   size:2.55,Price: ,1.93,Norwich U21, 6667764   size:2.74,Price: ,3.3,The Draw, 58805   size:2.7,Price: ,3.35,ok
1.121369623, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,West Ham U21 v Fulham U21, Favorite: ,West Ham U21, 6586873   size:3.92,Price: ,2.52,Fulham U21, 6721906   size:5.33,Price: ,2.54,The Draw, 58805   size:3.14,Price: ,3.8,x
1.121472364, Sport: ,Tennis, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Russi Assum/Vilella Mar v Guccione/Sa, Favorite: ,Guccione/Sa, 9378423   size:11.79,Price: ,1.04,Russi Assum/Vilella Mar, 10457793   size:9.86,Price: ,11.5,ok
1.121369625, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,Middlesbrough U21 v Leicester U21, Favorite: ,Middlesbrough U21, 6601837   size:3.53,Price: ,2.18,Leicester U21, 6843888   size:3.08,Price: ,2.5,The Draw, 58805   size:2.37,Price: ,3.25,ok
1.121308910, Sport: ,Soccer, Time: ,Mon Oct 26 20:30:00 CET 2015, Time: ,Mon Oct 26 20:30:00 CET 2015, Event: ,Ath Bilbao v Sporting Gijon, Favorite: ,Ath Bilbao, 215903   size:5400.22,Price: ,1.51,Sporting Gijon, 68246   size:1055.88,Price: ,7.8,The Draw, 58805   size:1128.99,Price: ,4.6,ok
1.121309449, Sport: ,Soccer, Time: ,Mon Oct 26 20:30:00 CET 2015, Time: ,Mon Oct 26 20:30:00 CET 2015, Event: ,Clermont v Lens, Favorite: ,Clermont, 309686   size:489.95,Price: ,2.34,Lens, 44793   size:138.19,Price: ,3.65,The Draw, 58805   size:2392.36,Price: ,3.25,x
1.121483780, Sport: ,Tennis, Time: ,Mon Oct 26 17:13:00 CET 2015, Time: ,Mon Oct 26 17:13:00 CET 2015, Event: ,Michon v Dellien, Favorite: ,Hugo Dellien, 8226987   size:170.6,Price: ,1.73,Axel Michon, 4994683   size:181.0,Price: ,1.99,ok
1.121476282, Sport: ,Tennis, Time: ,Tue Oct 27 06:30:00 CET 2015, Time: ,Tue Oct 27 06:30:00 CET 2015, Event: ,J Ward v Virali-Murugesan, Favorite: ,James Ward, 2370329   size:2.55,Price: ,1.1,Ranjeet Virali-Murugesa, 9625618   size:38.61,Price: ,8.2,ok
1.121309969, Sport: ,Soccer, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Atvidabergs v Orebro, Favorite: ,Orebro, 42617   size:103.72,Price: ,2.14,Atvidabergs, 780882   size:11.96,Price: ,3.55,The Draw, 58805   size:138.05,Price: ,3.9,ok
1.121469119, Sport: ,Tennis, Time: ,Tue Oct 27 03:30:00 CET 2015, Time: ,Tue Oct 27 03:30:00 CET 2015, Event: ,Gojowczyk v Langer, Favorite: ,Peter Gojowczyk, 4691416   size:5.94,Price: ,1.46,Nils Langer, 7066939   size:20.42,Price: ,2.82,x
1.121312458, Sport: ,Soccer, Time: ,Mon Oct 26 19:30:00 CET 2015, Time: ,Mon Oct 26 19:30:00 CET 2015, Event: ,KV Kortrijk (Y) v Zulte-Waregem (Y), Favorite: ,KV Kortrijk (Y), 7159098   size:3.43,Price: ,1.55,Zulte-Waregem (Y), 7159226   size:30.44,Price: ,4.8,The Draw, 58805   size:48.75,Price: ,4.5,ok
1.121471705, Sport: ,Tennis, Time: ,Mon Oct 26 18:45:00 CET 2015, Time: ,Mon Oct 26 18:45:00 CET 2015, Event: ,Rosol v Nadal, Favorite: ,Rafael Nadal, 2251410   size:12921.19,Price: ,1.17,Lukas Rosol, 2258415   size:420.87,Price: ,6.6,ok
1.121486012, Sport: ,Tennis, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Y Bhambri v N Milojevic, Favorite: ,Yuki Bhambri, 3772081   size:7.24,Price: ,1.04,Nikola Milojevic, 8535963   size:5.88,Price: ,1.37,ok
1.121312578, Sport: ,Soccer, Time: ,Mon Oct 26 19:30:00 CET 2015, Time: ,Mon Oct 26 19:30:00 CET 2015, Event: ,Waasland-Beveren (Y) v Gent (Y), Favorite: ,Gent (Y), 7152306   size:2.09,Price: ,1.88,Waasland-Beveren (Y), 7159135   size:4.03,Price: ,1.91,The Draw, 58805   size:10.76,Price: ,3.5,ok
1.121469115, Sport: ,Tennis, Time: ,Tue Oct 27 06:15:00 CET 2015, Time: ,Tue Oct 27 06:15:00 CET 2015, Event: ,Jim Wang v Xin Gao, Favorite: ,Jimmy Wang, 5377090   size:19.22,Price: ,1.1,Xin Gao, 8327001   size:6.76,Price: ,7.8,ok
1.121485205, Sport: ,Tennis, Time: ,Tue Oct 27 00:00:00 CET 2015, Time: ,Tue Oct 27 00:00:00 CET 2015, Event: ,Astorga/Garza v Patino/Sanchez, Favorite: ,Patino/Sanchez, 10459505   size:3.47,Price: ,1.44,Astorga/Garza, 10459504   size:4.4,Price: ,2.6,x
1.121371957, Sport: ,Ice Hockey, Time: ,Mon Oct 26 20:30:00 CET 2015, Time: ,Mon Oct 26 20:30:00 CET 2015, Event: ,Odense v Esbjerg, Favorite: ,Odense, 70624   size:6.86,Price: ,2.36,Esbjerg, 70633   size:2.12,Price: ,2.36,Tie, 60104   size:20.2,Price: ,5.5,x
1.121369619, Sport: ,Soccer, Time: ,Mon Oct 26 19:00:00 CET 2015, Time: ,Mon Oct 26 19:00:00 CET 2015, Event: ,Brentford U21 v Bristol City U21, Favorite: ,Brentford U21, 6628855   size:137.64,Price: ,1.06,Bristol City U21, 6597941   size:137.64,Price: ,1.06,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121474811, Sport: ,Soccer, Time: ,Mon Oct 26 20:00:00 CET 2015, Time: ,Mon Oct 26 20:00:00 CET 2015, Event: ,Celtic U20 v Hearts U20, Favorite: ,Celtic U20, 6651714   size:4.26,Price: ,1.26,Hearts U20, 8981683   size:5.76,Price: ,8.4,The Draw, 58805   size:5.77,Price: ,6.6,ok
1.121488440, Sport: ,Tennis, Time: ,Tue Oct 27 05:00:00 CET 2015, Time: ,Tue Oct 27 05:00:00 CET 2015, Event: ,Nara v Liang, Favorite: ,Kurumi Nara, 3375664   size:4.82,Price: ,1.06,Chen Liang, 8715745   size:9.65,Price: ,10.0,ok
1.121476035, Sport: ,Snooker, Time: ,Tue Oct 27 07:30:00 CET 2015, Time: ,Tue Oct 27 07:30:00 CET 2015, Event: ,Mark Williams v Thepchaiya Un-Nooh, Favorite: ,Mark Williams, 2278795   size:35.33,Price: ,1.45,Thepchaiya Un-Nooh, 6482585   size:47.41,Price: ,2.96,x
1.121473287, Sport: ,Soccer, Time: ,Mon Oct 26 18:15:00 CET 2015, Time: ,Mon Oct 26 18:15:00 CET 2015, Event: ,Al Hadd v Al Hala, Favorite: ,Al Hadd, 6758121   size:2.02,Price: ,1.34,Al Hala, 5990416   size:2.78,Price: ,7.6,The Draw, 58805   size:3.74,Price: ,5.8,x
