1.120969415, Sport: ,Darts, Time: ,Mon Oct 05 23:30:00 CEST 2015, Time: ,Mon Oct 05 23:30:00 CEST 2015, Event: ,Robert Thornton v Daryl Gurney, Favorite: ,Robert Thornton, 2658190   size:2.55,Price: ,1.45,Daryl Gurney, 3535217   size:4.69,Price: ,2.98,ok
1.121067226, Sport: ,Soccer, Time: ,Mon Oct 05 20:45:00 CEST 2015, Time: ,Mon Oct 05 20:45:00 CEST 2015, Event: ,Harrogate Railway v Glasshoughton Wel AFC, Favorite: ,Harrogate Railway, 256425   size:2.76,Price: ,1.09,Glasshoughton Wel AFC, 10382717   size:2.76,Price: ,1.09,The Draw, 58805   size:4.44,Price: ,1.29,ok
1.121071447, Sport: ,Tennis, Time: ,Mon Oct 05 13:45:00 CEST 2015, Time: ,Mon Oct 05 13:45:00 CEST 2015, Event: ,Kovalik v Panfil, Favorite: ,Jozef Kovalik, 7287668   size:14.0,Price: ,1.25,Grzegorz Panfil, 7412916   size:17.35,Price: ,4.2,ok
1.121065329, Sport: ,Soccer, Time: ,Mon Oct 05 19:00:00 CEST 2015, Time: ,Mon Oct 05 19:00:00 CEST 2015, Event: ,Boldklubben 1908 U21 v Holbaek B&I U21, Favorite: ,Boldklubben 1908 U21, 10219745   size:2.76,Price: ,1.09,Holbaek B&I U21, 10382629   size:2.76,Price: ,1.09,The Draw, 58805   size:4.44,Price: ,1.29,x
1.120923539, Sport: ,Soccer, Time: ,Mon Oct 05 19:30:00 CEST 2015, Time: ,Mon Oct 05 19:30:00 CEST 2015, Event: ,KV Oostende (Youth) v Zulte-Waregem (Y), Favorite: ,KV Oostende (youth), 8220572   size:2.76,Price: ,1.09,Zulte-Waregem (Y), 7159226   size:2.76,Price: ,1.09,The Draw, 58805   size:4.44,Price: ,1.29,ok
1.121065162, Sport: ,Soccer, Time: ,Mon Oct 05 13:00:00 CEST 2015, Time: ,Mon Oct 05 13:00:00 CEST 2015, Event: ,Shirak FC II v Ulisses Yerevan FC II, Favorite: ,Shirak FC II, 7200044   size:2.65,Price: ,2.34,Ulisses Yerevan FC II, 8802560   size:5.43,Price: ,2.52,The Draw, 58805   size:2.55,Price: ,4.2,x
1.120520995, Sport: ,American Football, Time: ,Tue Oct 06 02:30:00 CEST 2015, Time: ,Tue Oct 06 02:30:00 CEST 2015, Event: ,Detroit @ Seattle, Favorite: ,Seattle Seahawks, 50213   size:15135.9,Price: ,1.22,Detroit Lions, 50193   size:150.56,Price: ,5.2,ok
1.121065440, Sport: ,Soccer, Time: ,Mon Oct 05 13:00:00 CEST 2015, Time: ,Mon Oct 05 13:00:00 CEST 2015, Event: ,FC Borjomi v FC Mertskhali Ozurgeti, Favorite: ,FC Borjomi, 8084865   size:7.87,Price: ,1.35,FC Mertskhali Ozurgeti, 6860556   size:11.66,Price: ,3.7,The Draw, 58805   size:11.74,Price: ,3.5,ok
1.121064996, Sport: ,Soccer, Time: ,Mon Oct 05 20:00:00 CEST 2015, Time: ,Mon Oct 05 20:00:00 CEST 2015, Event: ,Deportivo Merlo v Acassuso, Favorite: ,Deportivo Merlo, 5181458   size:9.79,Price: ,2.44,Acassuso, 8405070   size:4.2,Price: ,3.2,The Draw, 58805   size:2.0,Price: ,3.05,ok
1.121066894, Sport: ,Soccer, Time: ,Mon Oct 05 20:45:00 CEST 2015, Time: ,Mon Oct 05 20:45:00 CEST 2015, Event: ,Beaconsfield SYCOB FC v Egham Town FC, Favorite: ,Beaconsfield SYCOB FC, 7880847   size:2.76,Price: ,1.09,Egham Town FC, 8328759   size:2.76,Price: ,1.09,The Draw, 58805   size:4.44,Price: ,1.29,x
1.120923371, Sport: ,Soccer, Time: ,Mon Oct 05 19:00:00 CEST 2015, Time: ,Mon Oct 05 19:00:00 CEST 2015, Event: ,Orgryte v Norrby IF, Favorite: ,Orgryte, 30686   size:2.55,Price: ,1.32,Norrby IF, 778921   size:16.87,Price: ,9.6,The Draw, 58805   size:9.6,Price: ,6.2,ok
1.120924460, Sport: ,Soccer, Time: ,Mon Oct 05 19:00:00 CEST 2015, Time: ,Mon Oct 05 19:00:00 CEST 2015, Event: ,Maccabi Yavne v Maccabi Ahi Nazareth, Favorite: ,Maccabi Ahi Nazareth, 5188358   size:6.77,Price: ,2.38,Maccabi Yavne, 5415484   size:2.13,Price: ,2.92,The Draw, 58805   size:3.39,Price: ,3.45,x
1.121071454, Sport: ,Tennis, Time: ,Mon Oct 05 11:45:00 CEST 2015, Time: ,Mon Oct 05 11:45:00 CEST 2015, Event: ,Y Mertens v S Griekspoor, Favorite: ,Yannick Mertens, 4521608   size:16.14,Price: ,1.32,Scott Griekspoor, 9198591   size:6.55,Price: ,3.25,ok
1.121065716, Sport: ,Soccer, Time: ,Mon Oct 05 17:00:00 CEST 2015, Time: ,Mon Oct 05 17:00:00 CEST 2015, Event: ,Chania v Apollon Smirnis, Favorite: ,Chania, 7687771   size:4.52,Price: ,2.52,Apollon Smirnis, 5258432   size:4.42,Price: ,2.68,The Draw, 58805   size:3.03,Price: ,2.82,x
1.120923374, Sport: ,Soccer, Time: ,Mon Oct 05 19:30:00 CEST 2015, Time: ,Mon Oct 05 19:30:00 CEST 2015, Event: ,Charleroi (Y) v Anderlecht (Y), Favorite: ,Charleroi (Y), 7167644   size:2.76,Price: ,1.09,Anderlecht (Y), 7174785   size:2.76,Price: ,1.09,The Draw, 58805   size:4.44,Price: ,1.29,x
