1.121281873, Sport: ,Soccer, Time: ,Sat Oct 17 06:00:00 CEST 2015, Time: ,Sat Oct 17 06:00:00 CEST 2015, Event: ,Sagawa Printing SC v Okayama II, Favorite: ,Sagawa Printing SC, 7441173   size:5.1,Price: ,1.1,Okayama II, 8697081   size:2.72,Price: ,50.0,The Draw, 58805   size:2.72,Price: ,12.5,ok
1.121281984, Sport: ,Soccer, Time: ,Sat Oct 17 06:00:00 CEST 2015, Time: ,Sat Oct 17 06:00:00 CEST 2015, Event: ,Yokohama SCC v Grulla Morioka, Favorite: ,Grulla Morioka, 8535701   size:543.87,Price: ,1.37,Yokohama SCC, 7391084   size:26.41,Price: ,13.0,The Draw, 58805   size:5.44,Price: ,4.7,ok
1.121120221, Sport: ,Volleyball, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Incheon Korean Air Jumb v Cheonan Hyundai Capital, Favorite: ,Cheonan Hyundai Capital, 10391679   size:61.69,Price: ,1.8,Incheon Korean Air Jumb, 10389010   size:10.36,Price: ,2.04,x
1.121291514, Sport: ,Tennis, Time: ,Sat Oct 17 07:30:00 CEST 2015, Time: ,Sat Oct 17 07:30:00 CEST 2015, Event: ,Nestor/Roger-Vasselin v Bolelli/Fognini, Favorite: ,Nestor/Roger-Vasselin, 10138985   size:16.42,Price: ,1.62,Bolelli/Fognini, 5720390   size:4.96,Price: ,2.56,x
1.121300470, Sport: ,Tennis, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Ka Pliskova v A Radwanska, Favorite: ,Agnieszka Radwanska, 2263577   size:2.1,Price: ,1.33,Karolina Pliskova, 6199453   size:56.22,Price: ,4.0,ok
1.121132273, Sport: ,Soccer, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,G-Osaka v Urawa, Favorite: ,Urawa, 441088   size:17.01,Price: ,2.48,G-Osaka, 441083   size:266.99,Price: ,2.92,The Draw, 58805   size:4.21,Price: ,3.75,x
1.121326256, Sport: ,Tennis, Time: ,Sat Oct 17 07:30:00 CEST 2015, Time: ,Sat Oct 17 07:30:00 CEST 2015, Event: ,Samuel v C Sood, Favorite: ,Chandril Sood, 8907260   size:15.0,Price: ,1.41,Rashein Samuel, 9635597   size:7.66,Price: ,2.76,ok
1.121132055, Sport: ,Soccer, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Kashima v Kashiwa, Favorite: ,Kashima, 441079   size:296.51,Price: ,1.56,Kashiwa, 441080   size:87.9,Price: ,6.4,The Draw, 58805   size:98.38,Price: ,4.6,ok
1.121326254, Sport: ,Tennis, Time: ,Sat Oct 17 07:30:00 CEST 2015, Time: ,Sat Oct 17 07:30:00 CEST 2015, Event: ,Peranamallur v Marquis, Favorite: ,Vignesh Peranamallur, 8910378   size:32.62,Price: ,1.4,Christopher Marquis, 8283563   size:2.72,Price: ,3.25,x
1.121281929, Sport: ,Soccer, Time: ,Sat Oct 17 06:00:00 CEST 2015, Time: ,Sat Oct 17 06:00:00 CEST 2015, Event: ,Sony Sendai FC v Vanraure Hachinohe, Favorite: ,The Draw, 58805   size:68.0,Price: ,2.46,Sony Sendai FC, 5852913   size:144.23,Price: ,2.56,Vanraure Hachinohe, 7632116   size:348.54,Price: ,4.0,ok
1.121271597, Sport: ,Tennis, Time: ,Sat Oct 17 07:30:00 CEST 2015, Time: ,Sat Oct 17 07:30:00 CEST 2015, Event: ,Istomin v Y Bhambri, Favorite: ,Yuki Bhambri, 3772081   size:188.61,Price: ,1.63,Denis Istomin, 2765780   size:11.23,Price: ,2.28,x
1.121132177, Sport: ,Soccer, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Hiroshima v Kawasaki, Favorite: ,Hiroshima, 744103   size:428.61,Price: ,2.62,Kawasaki, 1080507   size:9.23,Price: ,2.68,The Draw, 58805   size:91.92,Price: ,3.9,ok
1.121132369, Sport: ,Soccer, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,FC Tokyo v Shonan, Favorite: ,FC Tokyo, 350849   size:120.16,Price: ,2.02,Shonan, 4546954   size:54.91,Price: ,4.0,The Draw, 58805   size:93.05,Price: ,3.75,x
1.121131676, Sport: ,Soccer, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Shimizu v Sendai, Favorite: ,Shimizu, 441086   size:34.14,Price: ,2.62,Sendai, 442179   size:4.47,Price: ,2.84,The Draw, 58805   size:77.09,Price: ,3.55,x
1.121131205, Sport: ,Soccer, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Yokohama FM v Kobe, Favorite: ,Yokohama FM, 441087   size:108.54,Price: ,1.94,Kobe, 441082   size:119.18,Price: ,4.4,The Draw, 58805   size:4.0,Price: ,3.65,ok
1.121240547, Sport: ,Basketball, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Fukuoka v Shiga, Favorite: ,Shiga, 6737025   size:3.82,Price: ,1.31,Fukuoka, 6737023   size:18.0,Price: ,3.75,x
1.121271170, Sport: ,Tennis, Time: ,Sat Oct 17 07:30:00 CEST 2015, Time: ,Sat Oct 17 07:30:00 CEST 2015, Event: ,Lacko v Berankis, Favorite: ,Lukas Lacko, 2263634   size:32.02,Price: ,1.27,Ricardas Berankis, 2923248   size:15.3,Price: ,4.0,ok
1.121240550, Sport: ,Basketball, Time: ,Sat Oct 17 07:00:00 CEST 2015, Time: ,Sat Oct 17 07:00:00 CEST 2015, Event: ,Hiroshima Lightning v Takamatsu, Favorite: ,Takamatsu, 6737021   size:5.44,Price: ,1.02,Hiroshima Lightning, 10364960   size:5.72,Price: ,1.16,x
